PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AID,GR,PMC,TT,RF,SI,OID,CIN,EIN
6269747,NLM,MEDLINE,19811215,20190705,0092-8674 (Print) 0092-8674 (Linking),25,2,1981 Aug,Avian reticuloendotheliosis virus: identification of the hematopoietic target cell for transformation.,421-31,"Non-virus-producing hematopoietic cells transformed in vitro by reticuloendotheliosis virus (REV-T) induce lethal ""reticuloendotheliosis"" when inoculated into histocompatible chickens. This is the first direct demonstration that an in vivo target cell of an avian acute leukemia virus can be transformed in vitro. The tumorigenic, REV-T-transformed non-virus-producing cells fail to express helper-virus-coded proteins. REV-T transformed tumorigenic cells therefore do not require helper-virus functions. Cells transformed in vivo or in vitro by REV-T have lymphoblastoid morphology and express low levels of terminal-deoxynucleotidyl-transferase activity and bursal-cell determinants. One clone synthesized Ig mu. The preferred target cells for REV-T transformation are therefore immature lymphoid cells that express B-cell determinants. We propose that the unique transforming sequence of REV-T be designated rel (lymphoid).","['Lewis, R B', 'McClure, J', 'Rup, B', 'Niesel, D W', 'Garry, R F', 'Hoelzer, J D', 'Nazerian, K', 'Bose, H R Jr']","['Lewis RB', 'McClure J', 'Rup B', 'Niesel DW', 'Garry RF', 'Hoelzer JD', 'Nazerian K', 'Bose HR Jr']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cell,Cell,0413066,"['0 (Immunoglobulins)', 'EC 2.7.7.31 (DNA Nucleotidylexotransferase)']",IM,"['Animals', 'Cell Line', '*Cell Transformation, Neoplastic', '*Cell Transformation, Viral', 'Chickens', 'DNA Nucleotidylexotransferase/metabolism', 'Helper Viruses/physiology', '*Hematopoiesis', 'Immunoglobulins/biosynthesis', 'Lymphatic Diseases/etiology', 'Lymphocytes/*microbiology', 'Reticuloendotheliosis virus/*physiology', 'Retroviridae/*physiology', 'Tumor Virus Infections/etiology']",1981/08/01 00:00,2001/03/28 10:01,['1981/08/01 00:00'],"['1981/08/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1981/08/01 00:00 [entrez]']",ppublish,Cell. 1981 Aug;25(2):421-31. doi: 10.1016/0092-8674(81)90060-x.,"['0092-8674(81)90060-X [pii]', '10.1016/0092-8674(81)90060-x [doi]']",,,,,,,,
6269741,NLM,MEDLINE,19811215,20190705,0092-8674 (Print) 0092-8674 (Linking),25,2,1981 Aug,Three different human tumor cell lines contain different oncogenes.,355-61,We have obtained foci of transformed mouse cells after transfection of human DNA from colon and bladder carcinoma cell lines and a promyelocytic leukemia cell line. These foci can be shown to contain a large number of human DNA sequences by use of highly repetitive human DNA sequence probes. Cell DNA from primary foci can be used in a subsequent cycle of transfection resulting in secondary foci that contain relatively little human DNA. Secondary foci appear to contain only the human sequences proximal to those responsible for the transformed phenotype. A set of characteristic DNA restriction fragments is found in common among secondary foci derived from each tumor cell line DNA. Comparison of the common DNA fragments found in secondary foci derived from three different human tumor cell lines indicates that these three cell lines contain three different transforming genes.,"['Murray, M J', 'Shilo, B Z', 'Shih, C', 'Cowing, D', 'Hsu, H W', 'Weinberg, R A']","['Murray MJ', 'Shilo BZ', 'Shih C', 'Cowing D', 'Hsu HW', 'Weinberg RA']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cell,Cell,0413066,"['0 (DNA, Neoplasm)', 'EC 3.1.21.- (DNA Restriction Enzymes)']",IM,"['Animals', 'Base Sequence', '*Cell Line', '*Cell Transformation, Neoplastic', 'Colonic Neoplasms/genetics', 'DNA Restriction Enzymes', 'DNA, Neoplasm/*genetics', '*Genes', 'Humans', 'Leukemia, Myeloid, Acute/genetics', 'Mice', 'Neoplasms/*genetics', 'Transformation, Genetic', 'Urinary Bladder Neoplasms/genetics']",1981/08/01 00:00,1981/08/01 00:01,['1981/08/01 00:00'],"['1981/08/01 00:00 [pubmed]', '1981/08/01 00:01 [medline]', '1981/08/01 00:00 [entrez]']",ppublish,Cell. 1981 Aug;25(2):355-61. doi: 10.1016/0092-8674(81)90054-4.,"['0092-8674(81)90054-4 [pii]', '10.1016/0092-8674(81)90054-4 [doi]']",,,,,,,,
6269482,NLM,MEDLINE,19811118,20210526,0066-4804 (Print) 0066-4804 (Linking),20,1,1981 Jul,Antiherpesviral and anticellular effects of 1-beta-D-arabinofuranosyl-E-5-(2-halogenovinyl) uracils.,47-52,"1-beta-D-arabinofuranosyl-E-5-(2-bromovinyl) uracil (BV-ara-U) and 1-beta-D-arabinofuranosyl-E-5-(2-chlorovinyl)uracil (CV-ara-U) were tested for their anti-herpesviral activity in virus rating method, a plaque reduction method, and a virus yield reduction method, using human embryonic lung fibroblast (HEL-F) cells, At a concentration as low as 0.1 microgram/ml, both drugs exerted a marked inhibitory effect on the development of cytopathogenic effect induced by herpes simplex virus type 1 (HSV-1) infection and on the multiplication and plaque formation of HSV-1. Neither BV-ara-U nor CV-ara-U was significantly active against HSV type 2 (HSV-2). They scarcely inhibited growth of HEL-F cells, mouse L, and murine leukemia cells. Compared with 1-beta-D-arabinofuranosylthymine and 5-iodo-deoxyuridine, BV-ara-U and CV-ara-U were more than 10 times as active against HSV-1 and much less active against HSV-2. BV-ara-U was as active as E-5-(2-bromovinyl)-2'-deoxyuridine against HSV-1 and less inhibitory to growth of HEL-F cells. Cellular deoxyribonucleic acid synthesis was not significantly influenced by the new derivatives of arabinosyluracil, even at a concentration as high as 300 microgram/ml. The derivatives showed extremely marked inhibition of deoxyribonucleic acid synthesis in HSV-1-infected cells, whereas their inhibitory effect on deoxyribonucleic acid synthesis in HSV-2-infected cells was much lower than that in HSV-1-infected cells. These findings indicate that BV-ara-U and CV-ara-U are selectively inhibitory to HSV-1 multiplication.","['Machida, H', 'Sakata, S', 'Kuninaka, A', 'Yoshino, H']","['Machida H', 'Sakata S', 'Kuninaka A', 'Yoshino H']",['eng'],"['Comparative Study', 'Journal Article']",United States,Antimicrob Agents Chemother,Antimicrobial agents and chemotherapy,0315061,"['0 (Antiviral Agents)', '0 (DNA, Viral)', '3083-77-0 (Arabinofuranosyluracil)', '77181-70-5 (1-beta-arabinofuranosyl-5-(2-chlorovinyl)uracil)', 'C7VOZ162LV (sorivudine)', 'WHI7HQ7H85 (Uridine)']",IM,"['Antiviral Agents/*pharmacology', 'Arabinofuranosyluracil/*analogs & derivatives/pharmacology', 'Cell Division/drug effects', 'Cell Line', 'Cells, Cultured', 'Cytopathogenic Effect, Viral/drug effects', 'DNA, Viral/biosynthesis', 'Simplexvirus/*drug effects/growth & development', 'Uridine/*analogs & derivatives', 'Virus Replication/drug effects']",1981/07/01 00:00,1981/07/01 00:01,['1981/07/01 00:00'],"['1981/07/01 00:00 [pubmed]', '1981/07/01 00:01 [medline]', '1981/07/01 00:00 [entrez]']",ppublish,Antimicrob Agents Chemother. 1981 Jul;20(1):47-52. doi: 10.1128/AAC.20.1.47.,['10.1128/AAC.20.1.47 [doi]'],,PMC181630,,,,,,
6269468,NLM,MEDLINE,19811122,20031114,0002-9645 (Print) 0002-9645 (Linking),42,6,1981 Jun,In utero transmission of bovine leukemia virus.,1052-4,"In an initial study, 18 calves born to cows persistently infected with bovine leukemia virus (BLV) were tested for infective virus and antibodies at birth, and no infected or seropositive animals were found. Four of these calves were maintained in quarters where infected animals were housed, and 3 of the 4 subsequently became infected. These were probably contact infections acquired during, or at some time after, birth. The remaining 14 calves were kept in isolation pens in a building housing no infected cattle. None of this group was found to be BLV infected during 1 year of observation. In further studies, 15 pregnant cows inoculated with BLV became infected. One abortion, considered to be unrelated to the BLV inoculation, occurred 38 days later. The remaining 14 cows gave birth to 1 dead and 14 live calves. The dead calf and its live twin were seropositive for BLV at birth, indicating that they had been infected in utero. The remaining 13 calves were negative for BLV antibodies at birth and remained so during 1 year of observation.","['Van der Maaten, M J', 'Miller, J M', 'Schmerr, M J']","['Van der Maaten MJ', 'Miller JM', 'Schmerr MJ']",['eng'],['Journal Article'],United States,Am J Vet Res,American journal of veterinary research,0375011,,IM,"['Animals', 'Cattle', 'Cattle Diseases/*transmission', 'Female', 'Leukemia/transmission/*veterinary', 'Leukemia Virus, Bovine', 'Pregnancy']",1981/06/01 00:00,1981/06/01 00:01,['1981/06/01 00:00'],"['1981/06/01 00:00 [pubmed]', '1981/06/01 00:01 [medline]', '1981/06/01 00:00 [entrez]']",ppublish,Am J Vet Res. 1981 Jun;42(6):1052-4.,,,,,,,,,
6269454,NLM,MEDLINE,19811124,20071114,0192-8562 (Print) 0192-8562 (Linking),3,3,1981 Fall,Radiation therapy in the neonate.,279-85,"Radiation therapy (RT) is frequently used in the management of children with cancer, but neonatal neoplasms are rare. Newborns represent 1.5% of the children with malignant diseases in the Tumor Registry at the Children's Hospital of Philadelphia over the last 30 years. Thus, occasionally the pediatrics radiation therapist must consider treating the very young infant. The specific radiation effects on growth and development must be weighed in reaching a therapeutic decision. All children are vulnerable to the late effects of radiation therapy, but the neonates may be more susceptible because of the immaturity of important organs such as the brain, lung, liver, kidney, and bone. In general, radiation therapy, should be avoided during the first several weeks of life because of the potential increased sensitivity of the liver and kidneys during that period. If radiation therapy is used at all during infancy, the benefits must be weighed against the possibility of significant late effects. Increasing knowledge of pediatric neoplasms has shown that some tumors (such as mesoblastic nephroma) require no treatment except for surgical excision; and other tumors, such as Stage IV-S neuroblastoma, may require very little treatment. In those tumors that require radiation therapy, the use of chemotherapy may allow reduction of the radiation dose. Furthermore, alterations of time-dose-fractionation schemes and careful attention to tumor volume with the use of special techniques, such as ""shrinking fields,"" may decrease the late adverse effects of treatment.","['Littman, P', ""D'Angio, G J""]","['Littman P', ""D'Angio GJ""]",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S."", 'Review']",United States,Am J Pediatr Hematol Oncol,The American journal of pediatric hematology/oncology,7908071,,IM,"['Brain/radiation effects', 'Carcinoma, Hepatocellular/radiotherapy', 'Dose-Response Relationship, Radiation', 'Growth/radiation effects', 'Humans', 'Infant, Newborn', 'Infant, Newborn, Diseases/*radiotherapy', 'Kidney/radiation effects', 'Leukemia/radiotherapy', 'Liver Neoplasms/radiotherapy', 'Lung/radiation effects', 'Neoplasms/*radiotherapy', 'Neoplasms, Radiation-Induced/epidemiology', 'Neuroblastoma/radiotherapy', 'Sacrococcygeal Region/radiation effects', 'Sarcoma/radiotherapy', 'Teratoma/radiotherapy', 'Wilms Tumor/radiotherapy']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",ppublish,Am J Pediatr Hematol Oncol. 1981 Fall;3(3):279-85.,,"['CA-11722/CA/NCI NIH HHS/United States', 'CA-14429/CA/NCI NIH HHS/United States', 'CP-65803/CP/NCI NIH HHS/United States']",,,27,,,,
6269371,NLM,MEDLINE,19811118,20191031,0065-230X (Print) 0065-230X (Linking),34,,1981,Structural diversity among retroviral gene products: a molecular approach to the study of biological function through structural variability.,171-209,,"['Gautsch, J W', 'Elder, J H', 'Jensen, F C', 'Lerner, R A']","['Gautsch JW', 'Elder JH', 'Jensen FC', 'Lerner RA']",['eng'],"['Comparative Study', 'Journal Article', 'Review']",United States,Adv Cancer Res,Advances in cancer research,0370416,"['0 (Peptides)', '0 (Viral Proteins)']",IM,"['Animals', '*Genes, Viral', 'Genetic Variation', 'Leukemia Virus, Murine/genetics/growth & development/ultrastructure', 'Mice', 'Peptides/analysis', 'Protein Conformation', 'Recombination, Genetic', 'Retroviridae/genetics/*ultrastructure', 'Viral Proteins/*analysis']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",ppublish,Adv Cancer Res. 1981;34:171-209. doi: 10.1016/s0065-230x(08)60242-0.,"['S0065-230X(08)60242-0 [pii]', '10.1016/s0065-230x(08)60242-0 [doi]']",,,,136,,,,
6269316,NLM,MEDLINE,19811122,20061115,0002-3027 (Print) 0002-3027 (Linking),,5,1981,[Development of highly sensitive methods of detecting antibodies to structural proteins of bovine leukemia virus].,26-30,,"['Grinenko, N F', 'Tarasishin, L A']","['Grinenko NF', 'Tarasishin LA']",['rus'],"['English Abstract', 'Journal Article']",Russia (Federation),Vestn Akad Med Nauk SSSR,Vestnik Akademii meditsinskikh nauk SSSR,7506153,"['0 (Antibodies, Viral)', '0 (Viral Proteins)']",IM,"['Animals', 'Antibodies, Viral/*analysis', 'Cattle', 'Leukemia Virus, Bovine/*immunology', 'Neutralization Tests', 'Radioimmunoassay', 'Retroviridae/*immunology', 'Viral Proteins/*immunology']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",ppublish,Vestn Akad Med Nauk SSSR. 1981;(5):26-30.,,,,Razrabotka vysokochuvstvitel'nykh metodov vyiavleniia antitel k strukturnym belkam virusa leikoza krupnogo rogatogo skota.,,,,,
6269235,NLM,MEDLINE,19811118,20151119,0036-4355 (Print) 0036-4355 (Linking),26,2,1981,"[Hypertension, grand mal epilepsy, intestinal dyskinesia, sensitive motor neuropathy and hyponatremia resulting from acute vincristine overdosage (author's transl)].",209-15,,"['Fernandez, M N', 'Cabrera, R', 'Sanjuan, I', 'Barbolla, L', 'Zabala, P']","['Fernandez MN', 'Cabrera R', 'Sanjuan I', 'Barbolla L', 'Zabala P']",['spa'],"['Case Reports', 'English Abstract', 'Journal Article']",Spain,Sangre (Barc),Sangre,0404373,['5J49Q6B70F (Vincristine)'],IM,"['Child', 'Epilepsy, Tonic-Clonic/*chemically induced', 'Gastrointestinal Motility/drug effects', 'Humans', 'Hypertension/*chemically induced', 'Hyponatremia/*chemically induced', 'Leukemia, Lymphoid/drug therapy', 'Male', 'Medication Errors', 'Peripheral Nervous System Diseases/chemically induced', 'Vincristine/*adverse effects']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",ppublish,Sangre (Barc). 1981;26(2):209-15.,,,,"Hipertension arterial, gran mal, disquinesia intestinal, neuropatia sensitivomotriz e hiponatremia como consecuencias de sobredosificacion aguda de vincristina.",,,,,
6269211,NLM,MEDLINE,19811118,20071115,,57,29-32,1981 Sep 8-15,"[Prolymphocytic leukemia of T-cell type. Clinical, cytological, cytochemical and immunological studies (author's transl)].",1333-7,"Prolymphocytic leukaemia (PL) is a rare variant of lympho-proliferative disorder, defined by Galton [21], which differs clearly from CLL by clinical, haematological and immunological features. Nevertheless like CLL, PL appears to represent predominantly a B cells monoclonal proliferation and cases of T-PL are rare. We report about another case of PL which was found to have T-lymphocyte characteristics and some clinical and immunological particularities.","['Richard, J L', 'Vives, J F', 'Clot, J', 'Taib, J', 'Lambert, M F', 'Janbon, C', 'Vallat, G']","['Richard JL', 'Vives JF', 'Clot J', 'Taib J', 'Lambert MF', 'Janbon C', 'Vallat G']",['fre'],"['Case Reports', 'English Abstract', 'Journal Article']",France,Sem Hop,La semaine des hopitaux : organe fonde par l'Association d'enseignement medical des hopitaux de Paris,9410059,,IM,"['Aged', 'Humans', 'Leukemia, Lymphoid/*blood/immunology', 'Male', 'T-Lymphocytes/*pathology']",1981/09/08 00:00,1981/09/08 00:01,['1981/09/08 00:00'],"['1981/09/08 00:00 [pubmed]', '1981/09/08 00:01 [medline]', '1981/09/08 00:00 [entrez]']",ppublish,Sem Hop. 1981 Sep 8-15;57(29-32):1333-7.,,,,"Leucemie a prolymphocytes de type T. Etudes cliniques, cytologiques, cytochimiques et immunologiques.",,,,,
6269117,NLM,MEDLINE,19811122,20200930,0037-9727 (Print) 0037-9727 (Linking),167,4,1981 Sep,"Characterization of sarcoma-positive, leukemia-negative (S+L-) human cells induced by the feline leukemia virus pseudotype of Moloney sarcoma virus.",597-606,,"['Rhim, J S']",['Rhim JS'],['eng'],['Journal Article'],United States,Proc Soc Exp Biol Med,"Proceedings of the Society for Experimental Biology and Medicine. Society for Experimental Biology and Medicine (New York, N.Y.)",7505892,"['0 (Antigens, Viral)', '0 (Viral Proteins)']",IM,"['Animals', 'Antigens, Viral/analysis', '*Cell Transformation, Viral', 'Cells, Cultured', 'Defective Viruses/genetics', 'Gene Expression Regulation', 'Humans', 'Mice', 'Moloney murine leukemia virus/*genetics', 'Rats', 'Retroviridae/genetics', 'Sarcoma Viruses, Murine/*genetics', 'Species Specificity', 'Viral Proteins/genetics', 'Virus Replication']",1981/09/01 00:00,1981/09/01 00:01,['1981/09/01 00:00'],"['1981/09/01 00:00 [pubmed]', '1981/09/01 00:01 [medline]', '1981/09/01 00:00 [entrez]']",ppublish,Proc Soc Exp Biol Med. 1981 Sep;167(4):597-606. doi: 10.3181/00379727-167-41221.,['10.3181/00379727-167-41221 [doi]'],,,,,,,,
6269103,NLM,MEDLINE,19811122,20071114,0344-0338 (Print) 0344-0338 (Linking),171,2,1981 Apr,Pathogenesis of thymic lymphomas in C57BL mice.,268-78,,"['Boniver, J']",['Boniver J'],['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Germany,Pathol Res Pract,"Pathology, research and practice",7806109,,IM,"['Animals', 'Cell Transformation, Neoplastic', 'Leukemia Virus, Murine', 'Lymphoma/etiology/*pathology', 'Mice', 'Mice, Inbred C57BL', 'Neoplasms, Radiation-Induced/pathology', 'Thymus Neoplasms/*pathology']",1981/04/01 00:00,1981/04/01 00:01,['1981/04/01 00:00'],"['1981/04/01 00:00 [pubmed]', '1981/04/01 00:01 [medline]', '1981/04/01 00:00 [entrez]']",ppublish,Pathol Res Pract. 1981 Apr;171(2):268-78. doi: 10.1016/S0344-0338(81)80041-6.,"['S0344-0338(81)80041-6 [pii]', '10.1016/S0344-0338(81)80041-6 [doi]']",['F05TWO 2546/TW/FIC NIH HHS/United States'],,,,,,,
