PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,OID,OTO,OT,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,RN,PMC,AB,PS,FPS
13592036,NLM,MEDLINE,20000701,20181201,0048-8364 (Print) 0048-8364 (Linking),13,8,1958 Mar,[Anatomo-pathological findings in a case of chloromatosis].,1049-78,"['SANGUINETTI, C']",['SANGUINETTI C'],['ita'],['Journal Article'],Italy,Riv Anat Patol Oncol,Rivista di anatomia patologica e di oncologia,0404350,OM,"['Humans', 'Leukemia/*pathology']",['CLML: 5935:21450:333'],['NLM'],['*LEUKOSARCOMA/pathology'],1958/03/01 00:00,1958/03/01 00:01,['1958/03/01 00:00'],"['1958/03/01 00:00 [pubmed]', '1958/03/01 00:01 [medline]', '1958/03/01 00:00 [entrez]']",,ppublish,Riv Anat Patol Oncol. 1958 Mar;13(8):1049-78.,Osservazioni anatomopatologiche su un caso di cloromatosi.,,,,,
13591886,NLM,MEDLINE,20000701,20181201,0370-4386 (Print) 0370-4386 (Linking),13,3,1958 Jul-Sep,[Case of leukemia with spherical inclusions].,331-6,"['TERRASSE, J', 'CAVAROC, M', 'BESSIS, M']","['TERRASSE J', 'CAVAROC M', 'BESSIS M']",['fre'],['Journal Article'],France,Rev Hematol,Revue d'hematologie,20330240R,OM,"['Humans', 'Leukemia/*blood']",['CLML: 5935:21300:330'],['NLM'],['*LEUKEMIA/blood in'],1958/07/01 00:00,1958/07/01 00:01,['1958/07/01 00:00'],"['1958/07/01 00:00 [pubmed]', '1958/07/01 00:01 [medline]', '1958/07/01 00:00 [entrez]']",,ppublish,Rev Hematol. 1958 Jul-Sep;13(3):331-6.,Un cas de leucemie avec inclusions spheriques.,,,,,
13591707,NLM,MEDLINE,20000701,20181201,0014-2565 (Print) 0014-2565 (Linking),70,1,1958 Jul 15,[Leucoblastosis and cortisone].,40-6,"['MARTINEZ PENUELA, J M', 'IZQUIERDO RUIZ, J M', 'LIZAUR GOMENDIO, J L']","['MARTINEZ PENUELA JM', 'IZQUIERDO RUIZ JM', 'LIZAUR GOMENDIO JL']",['spa'],['Journal Article'],Spain,Rev Clin Esp,Revista clinica espanola,8608576,OM,"['Cortisone/*therapeutic use', '*Leukemia']",['CLML: 5935:21117:159:330'],['NLM'],"['*CORTISONE/therapeutic use', '*LEUKEMIA']",1958/07/15 00:00,1958/07/15 00:01,['1958/07/15 00:00'],"['1958/07/15 00:00 [pubmed]', '1958/07/15 00:01 [medline]', '1958/07/15 00:00 [entrez]']",,ppublish,Rev Clin Esp. 1958 Jul 15;70(1):40-6.,Leucoblastosis y cortisona.,['V27W9254FZ (Cortisone)'],,,,
13591536,NLM,MEDLINE,20000701,20181201,0033-8419 (Print) 0033-8419 (Linking),71,4,1958 Oct,Roentgen examination of the gastrointestinal tract as an aid in the diagnosis of acute and subacute reticuloendotheliosis.,525-33,"['FEINBERG, S B', 'LESTER, R G']","['FEINBERG SB', 'LESTER RG']",['eng'],['Journal Article'],United States,Radiology,Radiology,0401260,OM,"['*Gastrointestinal Tract', '*Genetic Diseases, X-Linked', 'Humans', 'Leukemia, Hairy Cell/*diagnosis', 'Lymphatic Diseases/*diagnosis', '*Severe Combined Immunodeficiency']",['CLML: 5935:20946:237:513'],['NLM'],"['*GASTROINTESTINAL SYSTEM', '*RETICULOENDOTHELIOSIS/diagnosis']",1958/10/01 00:00,1958/10/01 00:01,['1958/10/01 00:00'],"['1958/10/01 00:00 [pubmed]', '1958/10/01 00:01 [medline]', '1958/10/01 00:00 [entrez]']",['10.1148/71.4.525 [doi]'],ppublish,Radiology. 1958 Oct;71(4):525-33. doi: 10.1148/71.4.525.,,"['Reticuloendotheliosis, X-linked']",,,,
13591534,NLM,MEDLINE,20000701,20181201,0033-8419 (Print) 0033-8419 (Linking),71,4,1958 Oct,"Histopathologic effects of x-rays, radiophosphorus, nitrogen mustard, urethane, and steroids upon the spleen in leukemias and lymphomas.",477-501,"['BLOCK, M']",['BLOCK M'],['eng'],['Journal Article'],United States,Radiology,Radiology,0401260,OM,"['Adrenocorticotropic Hormone/*therapeutic use', 'Cortisone/*therapeutic use', 'Leukemia/*pathology', 'Lymphoma/*pathology', '*Mechlorethamine', 'Nitrogen Mustard Compounds/*adverse effects', '*Phosphorus', '*Phosphorus Radioisotopes', 'Radiotherapy/*complications', 'Spleen/*pathology', '*Steroids', 'Urethane/*therapeutic use', 'X-Rays']",['CLML: 5935:20944:9:159:331:352:408:452:501:553:608'],['NLM'],"['*ACTH/therapeutic use', '*CORTISONE/therapeutic use', '*LEUKEMIA/pathology', '*LYMPHOMA/pathology', '*NITROGEN MUSTARDS/injurious effects', '*PHOSPHORUS/radioactive', '*RADIOTHERAPY/complications', '*SPLEEN/pathology', '*URETHANE/therapeutic use']",1958/10/01 00:00,1958/10/01 00:01,['1958/10/01 00:00'],"['1958/10/01 00:00 [pubmed]', '1958/10/01 00:01 [medline]', '1958/10/01 00:00 [entrez]']",['10.1148/71.4.477 [doi]'],ppublish,Radiology. 1958 Oct;71(4):477-501. doi: 10.1148/71.4.477.,,"['0 (Nitrogen Mustard Compounds)', '0 (Phosphorus Radioisotopes)', '0 (Steroids)', '27YLU75U4W (Phosphorus)', '3IN71E75Z5 (Urethane)', '50D9XSG0VR (Mechlorethamine)', '9002-60-2 (Adrenocorticotropic Hormone)', 'V27W9254FZ (Cortisone)']",,,,
13591460,NLM,MEDLINE,20000701,20190901,0033-3174 (Print) 0033-3174 (Linking),20,5,1958 Sep-Oct,Role of a vicarious object in the adaptation to object loss. I. Use of a vicarious object as a means of adjustment to separation from a significant person.,344-50,"['GREENE, W A Jr']",['GREENE WA Jr'],['eng'],['Journal Article'],United States,Psychosom Med,Psychosomatic medicine,0376505,OM,"['*Adaptation, Psychological', 'Humans', 'Leukemia/*psychology', 'Lymphoma/*psychology', '*Social Adjustment']",['CLML: 5935:20870:331:352'],['NLM'],"['*LEUKEMIA/psychology', '*LYMPHOMA/psychology']",1958/09/01 00:00,1958/09/01 00:01,['1958/09/01 00:00'],"['1958/09/01 00:00 [pubmed]', '1958/09/01 00:01 [medline]', '1958/09/01 00:00 [entrez]']",['10.1097/00006842-195809000-00002 [doi]'],ppublish,Psychosom Med. 1958 Sep-Oct;20(5):344-50. doi: 10.1097/00006842-195809000-00002.,,,,,,
13590890,NLM,MEDLINE,20000701,20181201,0031-403X (Print) 0031-403X (Linking),22,8,1958 Aug,[Result of myleran therapy of leukemias in children].,72-5,"['MUKHAMEDZIANOVA, G S']",['MUKHAMEDZIANOVA GS'],['rus'],['Journal Article'],Russia (Federation),Pediatriia,Pediatriia,0405563,OM,"['Busulfan/*therapeutic use', 'Leukemia/*therapy']",['CLML: 5935:20300:111:331'],['NLM'],"['*BUSULFAN/therapeutic use', '*LEUKEMIA/therapy']",1958/08/01 00:00,1958/08/01 00:01,['1958/08/01 00:00'],"['1958/08/01 00:00 [pubmed]', '1958/08/01 00:01 [medline]', '1958/08/01 00:00 [entrez]']",,ppublish,Pediatriia. 1958 Aug;22(8):72-5.,Opyt primeneniia milerana v terapii leikozov u detei.,['G1LN9045DK (Busulfan)'],,,,
13590888,NLM,MEDLINE,20000701,20181201,0031-403X (Print) 0031-403X (Linking),22,8,1958 Aug,[Prolonged remission in subacute myeloid leukemia achieved by consecutive administration of 6-mercaptopurine and myleran].,65-7,"['SHAPIRO, Z A', 'TIMOSHKINA, L F']","['SHAPIRO ZA', 'TIMOSHKINA LF']",['rus'],['Journal Article'],Russia (Federation),Pediatriia,Pediatriia,0405563,OM,"['Busulfan/*therapeutic use', 'Humans', '*Leukemia', 'Leukemia, Myeloid/*therapy', '*Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative', 'Mercaptopurine/*therapeutic use']",['CLML: 5935:20298:111:331:365'],['NLM'],"['*BUSULFAN/therapeutic use', '*LEUKEMIA, MYELOCYTIC/therapy', '*MERCAPTOPURINE/therapeutic use']",1958/08/01 00:00,1958/08/01 00:01,['1958/08/01 00:00'],"['1958/08/01 00:00 [pubmed]', '1958/08/01 00:01 [medline]', '1958/08/01 00:00 [entrez]']",,ppublish,Pediatriia. 1958 Aug;22(8):65-7.,"Dlitel'naia remissiia pri podostrom mieloleikoze, dostignutaia posledovatel'nym primeneniem 6-merkaptopurina i milerana.","['E7WED276I5 (Mercaptopurine)', 'G1LN9045DK (Busulfan)']",,,,
13590844,NLM,MEDLINE,20000701,20181201,0031-4005 (Print) 0031-4005 (Linking),22,4 Part 1,1958 Oct,Plasmacytosis of bone marrow and hypergammaglobulinemia in acute leukemia; a case report.,659-64,"['STICKLER, G B', 'PINKEL, D']","['STICKLER GB', 'PINKEL D']",['eng'],['Journal Article'],United States,Pediatrics,Pediatrics,0376422,OM,"['*Bone Marrow', 'Child', 'Humans', '*Hypergammaglobulinemia', 'Infant', '*Leukemia', '*Multiple Myeloma', '*Neoplasms', '*Plasma Cells', '*gamma-Globulins']",['CLML: 5935:20254:233:330:386'],['NLM'],"['*GAMMA GLOBULIN', '*LEUKEMIA/in infant and child', '*MYELOMA, PLASMA CELL/in infant and child']",1958/10/01 00:00,1958/10/01 00:01,['1958/10/01 00:00'],"['1958/10/01 00:00 [pubmed]', '1958/10/01 00:01 [medline]', '1958/10/01 00:00 [entrez]']",,ppublish,Pediatrics. 1958 Oct;22(4 Part 1):659-64.,,['0 (gamma-Globulins)'],,,,
13590779,NLM,MEDLINE,20000701,20181201,0031-3114 (Print) 0031-3114 (Linking),9,2,1958 Apr-Jun,[Chloroma during pregnancy & puerperium].,155-61,"['SWIATECKI, L', 'TYSZKIEWICZ, S']","['SWIATECKI L', 'TYSZKIEWICZ S']",['pol'],['Journal Article'],Poland,Patol Pol,Patologia polska,0404244,OM,"['Female', 'Humans', '*Leukemia', '*Postpartum Period', 'Pregnancy', '*Sarcoma, Myeloid']",['CLML: 5935:20189:333:473'],['NLM'],"['*LEUKOSARCOMA/in pregnancy', '*PREGNANCY']",1958/04/01 00:00,1958/04/01 00:01,['1958/04/01 00:00'],"['1958/04/01 00:00 [pubmed]', '1958/04/01 00:01 [medline]', '1958/04/01 00:00 [entrez]']",,ppublish,Patol Pol. 1958 Apr-Jun;9(2):155-61.,Zieleniak w przebiegu ciazy i porodu.,,,,,
13590764,NLM,MEDLINE,20000701,20211203,0030-6002 (Print) 0030-6002 (Linking),99,34,1958 Aug 24,[Secondary hyperglobulinemic purpura of Waldenstrom associated with chronic leukemic lymphadenosis].,1182-4,"['GRAF, F', 'SZILAGYI, G', 'OO, M']","['GRAF F', 'SZILAGYI G', 'OO M']",['hun'],['Journal Article'],Hungary,Orv Hetil,Orvosi hetilap,0376412,OM,"['Humans', 'IgA Vasculitis/*complications', '*Leukemia', 'Leukemia, Lymphoid/*complications', '*Purpura', '*Purpura, Hyperglobulinemic']",['CLML: 5935:20173:331:494'],['NLM'],"['*LEUKEMIA, LYMPHATIC/complications', '*PURPURA, NONTHROMBOPENIC/complications']",1958/08/24 00:00,1958/08/24 00:01,['1958/08/24 00:00'],"['1958/08/24 00:00 [pubmed]', '1958/08/24 00:01 [medline]', '1958/08/24 00:00 [entrez]']",,ppublish,Orv Hetil. 1958 Aug 24;99(34):1182-4.,Chronikus leukaemias lymphadenosishoz tarsult secundaer purpura hyperglobulinaemica (Waldenstrom).,,,,,
13590462,NLM,MEDLINE,20000701,20181201,0028-4793 (Print) 0028-4793 (Linking),259,18,1958 Oct 30,Role of hemolysis in anemia secondary to chronic lymphocytic leukemia and certain malignant lymphomas.,847-55,"['FREYMANN, J G', 'BURRELL, S B', 'MARLER, E A']","['FREYMANN JG', 'BURRELL SB', 'MARLER EA']",['eng'],['Journal Article'],United States,N Engl J Med,The New England journal of medicine,0255562,OM,"['*Anemia', '*Erythrocytes', '*Hemolysis', 'Hodgkin Disease/*complications', 'Humans', '*Leukemia', '*Leukemia, Lymphocytic, Chronic, B-Cell', 'Leukemia, Lymphoid/*complications', '*Lymphoma']",['CLML: 5935:19871:205:272:331'],['NLM'],"['*ERYTHROCYTES', ""*HODGKIN'S DISEASE/complications"", '*LEUKEMIA, LYMPHATIC/complications']",1958/10/30 00:00,1958/10/30 00:01,['1958/10/30 00:00'],"['1958/10/30 00:00 [pubmed]', '1958/10/30 00:01 [medline]', '1958/10/30 00:00 [entrez]']",['10.1056/NEJM195810302591801 [doi]'],ppublish,N Engl J Med. 1958 Oct 30;259(18):847-55. doi: 10.1056/NEJM195810302591801.,,,,,,
13590436,NLM,MEDLINE,20000701,20181201,0028-4793 (Print) 0028-4793 (Linking),259,15,1958 Oct 9,Leukemia in an infant born of a mother with leukemia.,727-9,"['CRAMBLETT, H G', 'FRIEDMAN, J L', 'NAJJAR, S']","['CRAMBLETT HG', 'FRIEDMAN JL', 'NAJJAR S']",['eng'],['Journal Article'],United States,N Engl J Med,The New England journal of medicine,0255562,OM,"['Female', 'Humans', 'Infant', '*Leukemia', '*Leukemia, Lymphoid', '*Mothers', '*Parturition', 'Pregnancy', '*Pregnancy Complications']",['CLML: 5935:19844:331:472'],['NLM'],"['*LEUKEMIA, LYMPHATIC/in pregnancy', '*PREGNANCY/complications']",1958/10/09 00:00,1958/10/09 00:01,['1958/10/09 00:00'],"['1958/10/09 00:00 [pubmed]', '1958/10/09 00:01 [medline]', '1958/10/09 00:00 [entrez]']",['10.1056/NEJM195810092591507 [doi]'],ppublish,N Engl J Med. 1958 Oct 9;259(15):727-9. doi: 10.1056/NEJM195810092591507.,,,,,,
13590087,NLM,MEDLINE,20000701,20190618,0028-0836 (Print) 0028-0836 (Linking),182,4637,1958 Sep 13,Cytotoxicity of heterologous sera to normal and leukaemic human lymphocytes.,724,"['SCHREK, R']",['SCHREK R'],['eng'],['Journal Article'],England,Nature,Nature,0410462,OM,"['*Blood', 'Humans', 'Leukemia/*blood', '*Lymphocytes', '*Oxidation-Reduction', '*Serum']",['CLML: 5935:19495:82:330:351'],['NLM'],"['*BLOOD', '*LEUKEMIA/blood in', '*LYMPHOCYTES']",1958/09/13 00:00,1958/09/13 00:01,['1958/09/13 00:00'],"['1958/09/13 00:00 [pubmed]', '1958/09/13 00:01 [medline]', '1958/09/13 00:00 [entrez]']",['10.1038/182724a0 [doi]'],ppublish,Nature. 1958 Sep 13;182(4637):724. doi: 10.1038/182724a0.,,,,,,
13589592,NLM,MEDLINE,20000701,20181201,0025-8458 (Print) 0025-8458 (Linking),53,39,1958 Sep 26,[Spleen rupture in immature cell leukosis (paramyelo-blastosis)].,1684-5,"['KRICK, W']",['KRICK W'],['ger'],['Journal Article'],Germany,Med Klin,Medizinische Klinik,0376637,OM,"['Humans', '*Leukemia', 'Leukemia, Myeloid/*complications', 'Rupture', '*Spleen', '*Splenic Rupture']",['CLML: 5935:19001:331:553'],['NLM'],"['*LEUKEMIA, MYELOCYTIC/complications', '*SPLEEN/rupture']",1958/09/26 00:00,1958/09/26 00:01,['1958/09/26 00:00'],"['1958/09/26 00:00 [pubmed]', '1958/09/26 00:01 [medline]', '1958/09/26 00:00 [entrez]']",,ppublish,Med Klin. 1958 Sep 26;53(39):1684-5.,Milzruptur bei unreifzelliger Leukose (Paramyeloblastose).,,,,,
13589445,NLM,MEDLINE,20000701,20181201,0025-7702 (Print) 0025-7702 (Linking),38,802,1958 Aug 25,[Malignant reticulosis with reticulemia: clinical case].,391-6,"['TOBA, M G']",['TOBA MG'],['spa'],"['Case Reports', 'Journal Article']",Mexico,Medicina (Mex),Medicina,0417453,OM,"['*Genetic Diseases, X-Linked', 'Humans', 'Leukemia, Hairy Cell/*diagnosis', 'Lymphatic Diseases/*diagnosis', '*Lymphoma, Extranodal NK-T-Cell', '*Medical Records', '*Polycythemia', '*Severe Combined Immunodeficiency']",['CLML: 5935:18854:466:513'],['NLM'],"['*POLYCYTHEMIA/case reports', '*RETICULOENDOTHELIOSIS/diagnosis']",1958/08/25 00:00,1958/08/25 00:01,['1958/08/25 00:00'],"['1958/08/25 00:00 [pubmed]', '1958/08/25 00:01 [medline]', '1958/08/25 00:00 [entrez]']",,ppublish,Medicina (Mex). 1958 Aug 25;38(802):391-6.,Reticulosis maligna con reticulemia: un caso clinico.,"['Reticuloendotheliosis, X-linked']",,,,
13589244,NLM,MEDLINE,20000701,20181201,0025-4363 (Print) 0025-4363 (Linking),7,11,1958 Nov,Chemotherapy of leukemia.,615-21,"['ELLISON, R R']",['ELLISON RR'],['eng'],['Journal Article'],United States,Md State Med J,Maryland state medical journal,2985229R,OM,['Leukemia/*therapy'],['CLML: 5935:18653:331'],['NLM'],['*LEUKEMIA/therapy'],1958/11/01 00:00,1958/11/01 00:01,['1958/11/01 00:00'],"['1958/11/01 00:00 [pubmed]', '1958/11/01 00:01 [medline]', '1958/11/01 00:00 [entrez]']",,ppublish,Md State Med J. 1958 Nov;7(11):615-21.,,,,,,
13589033,NLM,MEDLINE,20000701,20190611,0140-6736 (Print) 0140-6736 (Linking),2,7052,1958 Oct 25,Leukaemogens.,880-3,"['ABBATT, J D', 'LEA, A J']","['ABBATT JD', 'LEA AJ']",['eng'],['Journal Article'],England,Lancet,"Lancet (London, England)",2985213R,OM,"['Humans', '*Leukemia']",['CLML: 5935:18442:330'],['NLM'],['*LEUKEMIA'],1958/10/25 00:00,1958/10/25 00:01,['1958/10/25 00:00'],"['1958/10/25 00:00 [pubmed]', '1958/10/25 00:01 [medline]', '1958/10/25 00:00 [entrez]']","['S0140-6736(58)92307-9 [pii]', '10.1016/s0140-6736(58)92307-9 [doi]']",ppublish,Lancet. 1958 Oct 25;2(7052):880-3. doi: 10.1016/s0140-6736(58)92307-9.,,,,,,
13588594,NLM,MEDLINE,20000701,20181201,0368-394X (Print) 0368-394X (Linking),39,7-8,1958 Aug-Sep,[A case of digestive localization of lymphosarcomatosis with leukemia].,545-7,"['COHEN, A', 'DORMONT, J', 'BERNARD, J']","['COHEN A', 'DORMONT J', 'BERNARD J']",['fre'],"['Case Reports', 'Journal Article']",France,J Radiol Electrol Arch Electr Medicale,"Journal de radiologie, d'electrologie & archives d'electricite medicale",0013747,OM,"['*Gastrointestinal Tract', 'Humans', '*Leukemia', '*Leukemia, Lymphoid', '*Lymphoma', '*Lymphoma, Non-Hodgkin', '*Medical Records', '*Neoplasms']",['CLML: 5935:18003:237:331:352'],['NLM'],"['*GASTROINTESTINAL SYSTEM/neoplasms', '*LEUKEMIA, LYMPHATIC/case reports', '*LYMPHOSARCOMA/case reports']",1958/08/01 00:00,1958/08/01 00:01,['1958/08/01 00:00'],"['1958/08/01 00:00 [pubmed]', '1958/08/01 00:01 [medline]', '1958/08/01 00:00 [entrez]']",,ppublish,J Radiol Electrol Arch Electr Medicale. 1958 Aug-Sep;39(7-8):545-7.,Un cas de localisation digestive d'une lymphosarcomatose avec leucemie.,,,,,
13587006,NLM,MEDLINE,20000701,20181201,,14,,1957,"[Trial therapy of leukoses, lymphogranulomas & malignant tumors with urethane, chloroethylamine & other clinical compounds].",73-129,"['CHILOV, K', 'IVANOV, S', 'KIRCHEV, P']","['CHILOV K', 'IVANOV S', 'KIRCHEV P']",['bul'],['Journal Article'],Bulgaria,Izv Meditsinskite Inst Bulg Akad Naukite Sofia Otd Biol Meditsinski Nauki,Izvestiia na meditsinskite instituti. [Bulletin des instituts de medecine]. Bulgarska akademiia na naukite. Otdelenie za biologicheski i meditsinski nauki,15751080R,OM,"['Antineoplastic Agents/*therapeutic use', 'Hodgkin Disease/*therapy', 'Leukemia/*therapy', '*Mechlorethamine', '*Neoplasms', 'Nitrogen Mustard Compounds/*therapeutic use', 'Urethane/*therapeutic use']",['CLML: 5935:16406:165:273:331:408:608'],['NLM'],"['*CYTOTOXIC DRUGS/therapeutic use', ""*HODGKIN'S DISEASE/therapy"", '*LEUKEMIA/therapy', '*NITROGEN MUSTARDS/therapeutic use', '*URETHANE/therapeutic use']",1957/01/01 00:00,1957/01/01 00:01,['1957/01/01 00:00'],"['1957/01/01 00:00 [pubmed]', '1957/01/01 00:01 [medline]', '1957/01/01 00:00 [entrez]']",,ppublish,Izv Meditsinskite Inst Bulg Akad Naukite Sofia Otd Biol Meditsinski Nauki. 1957;14:73-129.,"Terapevtichni domogvaniia s uretan, khloretilamini i drugi kombinatsii pri levkozite, limfogranuloma i zlokachestvenite tumori.","['0 (Antineoplastic Agents)', '0 (Nitrogen Mustard Compounds)', '3IN71E75Z5 (Urethane)', '50D9XSG0VR (Mechlorethamine)']",,,,
13586526,NLM,MEDLINE,20000701,20181201,0016-3600 (Print) 0016-3600 (Linking),18,5,1958 Nov,The treatment of leukemia.,98-100,"['FREI, E 3rd']",['FREI E 3rd'],['eng'],['Journal Article'],United States,GP,GP,0230511,OM,"['Leukemia/*therapy', '*Radiotherapy']",['CLML: 5935:15926:331:502'],['NLM'],"['*LEUKEMIA/therapy', '*RADIOTHERAPY']",1958/11/01 00:00,1958/11/01 00:01,['1958/11/01 00:00'],"['1958/11/01 00:00 [pubmed]', '1958/11/01 00:01 [medline]', '1958/11/01 00:00 [entrez]']",,ppublish,GP. 1958 Nov;18(5):98-100.,,,,,,
13586379,NLM,MEDLINE,20000701,20181201,0015-556X (Print),3,1,1958 Sep,[Pernicious anemia with final acute leukosis; report of two cases].,91-101,"['WINTER, H', 'HUELS, G', 'TAUBERT, M']","['WINTER H', 'HUELS G', 'TAUBERT M']",['ger'],"['Case Reports', 'Journal Article']",Germany,Folia Haematol (Frankf),Folia haematologica; internationales Magazin fur Blutforschung,0140243,OM,"['*Anemia', 'Anemia, Pernicious/*complications', 'Humans', '*Leukemia', '*Medical Records', '*Tracheophyta']",['CLML: 5935:15779:35:330'],['NLM'],"['*ANEMIA, PERNICIOUS/complications', '*LEUKEMIA/case reports']",1958/09/01 00:00,1958/09/01 00:01,['1958/09/01 00:00'],"['1958/09/01 00:00 [pubmed]', '1958/09/01 00:01 [medline]', '1958/09/01 00:00 [entrez]']",,ppublish,Folia Haematol (Frankf). 1958 Sep;3(1):91-101.,"Perniziose Anamie mit finaler, akuter Leukose; Bericht uber zwei Beobachtungen.",,,,,
13585781,NLM,MEDLINE,20000701,20181201,0366-8061 (Print) 0366-8061 (Linking),28,6,1958 Jun,[A case of leukosarcomatosis of the breast].,354-6,"['NETTER, A', 'BRUNET, B']","['NETTER A', 'BRUNET B']",['fre'],"['Case Reports', 'Journal Article']",France,C R Soc Fr Gyncol,Comptes rendus de la Societe francaise de gynecologie,7507070,OM,"['*Breast', '*Breast Neoplasms', 'Humans', '*Leukemia', '*Medical Records']",['CLML: 5935:15179:106:333'],['NLM'],"['*BREAST NEOPLASMS/case reports', '*LEUKOSARCOMA/case reports']",1958/06/01 00:00,1958/06/01 00:01,['1958/06/01 00:00'],"['1958/06/01 00:00 [pubmed]', '1958/06/01 00:01 [medline]', '1958/06/01 00:00 [entrez]']",,ppublish,C R Soc Fr Gyncol. 1958 Jun;28(6):354-6.,Un cas de leucosarcomatose mammaire.,,,,,
13585654,NLM,MEDLINE,20000701,20181201,0009-9287 (Print) 0009-9287 (Linking),17,3,1958 Aug,The Christmas factor deficiency in coumarin therapy.,445-55,"['DOUGLAS, A S', 'MAIR, K']","['DOUGLAS AS', 'MAIR K']",['eng'],['Journal Article'],England,Clin Sci,Clinical science,0367732,OM,"['Coumarins/*adverse effects', '*Factor IX', 'Humans', 'Leukemia/*etiology']",['CLML: 5935:15052:160:330'],['NLM'],"['*COUMARIN/injurious effects', '*LEUKEMIA/etiology and pathogenesis']",1958/08/01 00:00,1958/08/01 00:01,['1958/08/01 00:00'],"['1958/08/01 00:00 [pubmed]', '1958/08/01 00:01 [medline]', '1958/08/01 00:00 [entrez]']",,ppublish,Clin Sci. 1958 Aug;17(3):445-55.,,"['0 (Coumarins)', '9001-28-9 (Factor IX)', 'A4VZ22K1WT (coumarin)']",,,,
13585636,NLM,MEDLINE,20000701,20190722,0009-9147 (Print) 0009-9147 (Linking),4,5,1958 Oct,Microbiologic determination of codehydrogenase in blood of patients with ulcerative lesions.,374-8,"['CASPE, S', 'PITCOFF, D D']","['CASPE S', 'PITCOFF DD']",['eng'],['Journal Article'],England,Clin Chem,Clinical chemistry,9421549,OM,"['Coenzymes/*blood', 'Diabetes Mellitus/*blood', 'Humans', 'Leukemia/*blood', 'Peptic Ulcer/*blood']",['CLML: 5935:15034:147:172:330:440'],['NLM'],"['*COENZYMES/in blood', '*DIABETES MELLITUS/blood in', '*LEUKEMIA/blood in', '*PEPTIC ULCER/blood in']",1958/10/01 00:00,1958/10/01 00:01,['1958/10/01 00:00'],"['1958/10/01 00:00 [pubmed]', '1958/10/01 00:01 [medline]', '1958/10/01 00:00 [entrez]']",,ppublish,Clin Chem. 1958 Oct;4(5):374-8.,,['0 (Coenzymes)'],,,,
