PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,RN,AID,PMC,AB
5256466,NLM,MEDLINE,19690917,20041117,0021-4949 (Print) 0021-4949 (Linking),15,3,1969 Mar,[Autopsy case of aleukemic chloroma].,340-4,"['Shamoto, M', 'Miyata, K', 'Nakashima, N']","['Shamoto M', 'Miyata K', 'Nakashima N']",['jpn'],['Journal Article'],,Japan,Gan No Rinsho,Gan no rinsho. Japan journal of cancer clinics,1257753,IM,"['Adolescent', 'Brain Neoplasms/*pathology', 'Female', 'Humans', 'Leukemia, Myeloid/*pathology', 'Leukocytes/metabolism', 'Neoplasm Metastasis']",1969/03/01 00:00,1969/03/01 00:01,['1969/03/01 00:00'],"['1969/03/01 00:00 [pubmed]', '1969/03/01 00:01 [medline]', '1969/03/01 00:00 [entrez]']",ppublish,Gan No Rinsho. 1969 Mar;15(3):340-4.,,,,
5256408,NLM,MEDLINE,19690909,20190501,0027-8424 (Print) 0027-8424 (Linking),62,4,1969 Apr,Complex mitochondrial DNA in leukemic and normal human myeloid cells.,1077-84,"['Clayton, D A', 'Vinograd, J']","['Clayton DA', 'Vinograd J']",['eng'],['Journal Article'],,United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,IM,"['Busulfan/pharmacology', '*DNA', 'Humans', 'Leukemia, Myeloid/*blood', 'Leukemoid Reaction/blood', '*Leukocytes', 'Mercaptopurine/pharmacology', 'Methods', 'Methotrexate/pharmacology', 'Microscopy, Electron', '*Mitochondria', 'Primary Myelofibrosis/blood']",1969/04/01 00:00,1969/04/01 00:01,['1969/04/01 00:00'],"['1969/04/01 00:00 [pubmed]', '1969/04/01 00:01 [medline]', '1969/04/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1969 Apr;62(4):1077-84. doi: 10.1073/pnas.62.4.1077.,"['9007-49-2 (DNA)', 'E7WED276I5 (Mercaptopurine)', 'G1LN9045DK (Busulfan)', 'YL5FZ2Y5U1 (Methotrexate)']",['10.1073/pnas.62.4.1077 [doi]'],PMC223617,Mitochondrial DNA's from the peripheral blood of 14 patients with granulocytic leukemia contained a circular dimer form. No such structure could be found in M DNA's from three patients with nonmalignant proliferations of granulocytes. The frequency of the circular dimer form is reduced upon treatment with antileukemic drugs. The above results suggest that a significant relation exists between the formation and presence of the circular dimer M DNA form and granulocytic leukemia in man.
5256404,NLM,MEDLINE,19690909,20190501,0027-8424 (Print) 0027-8424 (Linking),62,4,1969 Apr,Virus-induced sarcoma of mice: inhibition by a synthetic polyribonucleotide complex.,1046-51,"['Sarma, P S', 'Shiu, G', 'Neubauer, R H', 'Baron, S', 'Huebner, R J']","['Sarma PS', 'Shiu G', 'Neubauer RH', 'Baron S', 'Huebner RJ']",['eng'],['Journal Article'],,United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,IM,"['Animals', 'Friend murine leukemia virus', '*Interferons', 'Methods', 'Mice', 'Moloney murine leukemia virus', 'Polynucleotides/*pharmacology', 'RNA', '*Sarcoma, Experimental']",1969/04/01 00:00,1969/04/01 00:01,['1969/04/01 00:00'],"['1969/04/01 00:00 [pubmed]', '1969/04/01 00:01 [medline]', '1969/04/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1969 Apr;62(4):1046-51. doi: 10.1073/pnas.62.4.1046.,"['0 (Polynucleotides)', '63231-63-0 (RNA)', '9008-11-1 (Interferons)']",['10.1073/pnas.62.4.1046 [doi]'],PMC223611,"The availability of a potent inducer of interferon, the synthetic double-stranded RNA (poly I.poly C), prompted us to determine its possible prophylactic and/or therapeutic effect on virus-induced sarcomas of mice. When treatment was begun prior to virus inoculation and repeated on alternate days, the majority of NIH Swiss mice inoculated with Moloney or Friend pseudotypes of Moloney murine sarcoma virus failed to develop tumors. Other experiments suggested that repeated injections initiated even after the establishment of tumor nodules were also effective. Mice injected on the day of birth with poly I.poly C develop high titers of interferon. The evidence favors, but does not establish, the interpretation that the observed tumor inhibition is mediated through the induction of endogenous interferon. These experiments demonstrate that treatment with poly I.poly C is followed by a regression of established murine sarcoma infection in mice."
5256398,NLM,MEDLINE,19690909,20041117,0025-4053 (Print) 0025-4053 (Linking),106,1,1969,[Bronchial cancer terminating after 10 years. The development of chronic myeloid leukemia].,95-8,"['Olmer, J', 'Gabriel, B']","['Olmer J', 'Gabriel B']",['fre'],['Journal Article'],Cancer bronchique terminant au bout de 10 ans. L'evolution d'une leucemie myeloide chronique.,France,Mars Med,Marseille medical,2985228R,IM,"['Bronchial Neoplasms/*complications', 'Carcinoma, Squamous Cell/*complications', 'Humans', 'Leukemia, Myeloid/*complications', 'Male', 'Middle Aged', 'Time Factors']",1969/01/01 00:00,1969/01/01 00:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '1969/01/01 00:01 [medline]', '1969/01/01 00:00 [entrez]']",ppublish,Mars Med. 1969;106(1):95-8.,,,,
5256339,NLM,MEDLINE,19690909,20091021,0030-6002 (Print) 0030-6002 (Linking),110,26,1969 Jun 29,[Possibilities of the incidence of Burkett's tumor in Hungary].,1501-3,"['Vandor, F', 'Barla-Szabo, L', 'Ravasz, L']","['Vandor F', 'Barla-Szabo L', 'Ravasz L']",['hun'],['Journal Article'],Burkitt-tumor elofordulasanak lehetosege Magyarorszagon.,Hungary,Orv Hetil,Orvosi hetilap,0376412,IM,"['Adult', 'Breast Neoplasms/pathology', 'Burkitt Lymphoma/*epidemiology/pathology', 'Female', 'Humans', 'Hungary', 'Jaw Neoplasms/*pathology', 'Leukemia, Lymphoid/pathology', 'Lymphatic Diseases/pathology', 'Ovarian Neoplasms/pathology']",1969/06/29 00:00,1969/06/29 00:01,['1969/06/29 00:00'],"['1969/06/29 00:00 [pubmed]', '1969/06/29 00:01 [medline]', '1969/06/29 00:00 [entrez]']",ppublish,Orv Hetil. 1969 Jun 29;110(26):1501-3.,,,,
5256334,NLM,MEDLINE,19690909,20190725,0022-5193 (Print) 0022-5193 (Linking),22,1,1969 Jan,Ontogeny of chimaerism and its sequelae.,43-61,"['Rose, S', 'Glow, P']","['Rose S', 'Glow P']",['eng'],['Journal Article'],,England,J Theor Biol,Journal of theoretical biology,0376342,IM,"['Animals', 'Antigens', 'Female', 'Fetal Diseases/etiology', 'Graft vs Host Disease/etiology', 'Humans', 'Immune Tolerance', 'Infant, Newborn', 'Leukemia, Lymphoid/etiology', 'Maternal-Fetal Exchange', '*Mosaicism', 'Pregnancy', 'Rabbits', 'Trophoblasts']",1969/01/01 00:00,1969/01/01 00:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '1969/01/01 00:01 [medline]', '1969/01/01 00:00 [entrez]']",ppublish,J Theor Biol. 1969 Jan;22(1):43-61. doi: 10.1016/0022-5193(69)90079-4.,['0 (Antigens)'],"['0022-5193(69)90079-4 [pii]', '10.1016/0022-5193(69)90079-4 [doi]']",,
5256323,NLM,MEDLINE,19690909,20191210,0308-6356 (Print) 0308-6356 (Linking),84,311,1969 Jul,Myeloid leukaemoid reaction in a surgical case.,72-6,"['Ashraf, M M']",['Ashraf MM'],['eng'],['Journal Article'],,England,Bristol Med Chir J,Bristol medico-chirurgical journal (1963),0400663,IM,"['Aged', 'Bronchopneumonia/complications', 'Carcinoma, Transitional Cell/complications/surgery', 'Diagnosis, Differential', 'Humans', 'Infections/complications', 'Kidney Neoplasms/complications/*surgery', 'Leukemia, Myeloid/*diagnosis', 'Leukemoid Reaction/*diagnosis', 'Leukocytosis/*diagnosis/etiology', 'Male', 'Neoplasms/complications', 'Nephrectomy', 'Thrombosis/complications', 'Tuberculosis/complications']",1969/07/01 00:00,1969/07/01 00:01,['1969/07/01 00:00'],"['1969/07/01 00:00 [pubmed]', '1969/07/01 00:01 [medline]', '1969/07/01 00:00 [entrez]']",ppublish,Bristol Med Chir J. 1969 Jul;84(311):72-6.,,,PMC5068076,
5256308,NLM,MEDLINE,19690908,20111117,0026-4946 (Print) 0026-4946 (Linking),21,7,1969 Feb 18,[Clinical experience on the antiflogistic and spasmolytic activity of propaxoline citrate during growth].,286-90,"['Madon, E', 'Bonenti, G']","['Madon E', 'Bonenti G']",['ita'],['Journal Article'],Esperienze cliniche sull'attivita antiflogistica e spasmolitica della Propaxolina citrato nell'eta evolutiva.,Italy,Minerva Pediatr,Minerva pediatrica,0400740,IM,"['Adolescent', 'Anti-Inflammatory Agents/therapeutic use', 'Bronchitis/drug therapy', 'Child', 'Child, Preschool', 'Citrates/*therapeutic use', 'Female', 'Gastrointestinal Diseases/drug therapy', '*Growth', 'Humans', 'Infant', '*Infant, Newborn', 'Leukemia/drug therapy', 'Lung Neoplasms/drug therapy', 'Muscles/*therapeutic use', 'Osteosarcoma/drug therapy', 'Oxadiazoles/*therapeutic use', 'Pyloric Stenosis/drug therapy', 'Sarcoma/drug therapy', 'Sarcoma, Ewing/drug therapy']",1969/02/18 00:00,1969/02/18 00:01,['1969/02/18 00:00'],"['1969/02/18 00:00 [pubmed]', '1969/02/18 00:01 [medline]', '1969/02/18 00:00 [entrez]']",ppublish,Minerva Pediatr. 1969 Feb 18;21(7):286-90.,"['0 (Anti-Inflammatory Agents)', '0 (Citrates)', '0 (Oxadiazoles)']",,,
5256298,NLM,MEDLINE,19690908,20171116,0008-5472 (Print) 0008-5472 (Linking),29,6,1969 Jun,Comparative sensitivity to various antimetabolites of several established cell lines derived from the buffy coat of normal humans and patients with neoplastic diseases.,1307-12,"['Aoki, Y', 'Moore, G E']","['Aoki Y', 'Moore GE']",['eng'],['Journal Article'],,United States,Cancer Res,Cancer research,2984705R,IM,"['Antimetabolites/*pharmacology', 'Blood Cells/*drug effects', 'Cell Line', '*Culture Techniques', 'Cytarabine/pharmacology', 'Fluorouracil/pharmacology', 'Humans', 'Leukemia, Myeloid/blood', 'Leukemia, Myeloid, Acute/blood', 'Mercaptopurine/pharmacology', 'Methotrexate/pharmacology', 'Mitosis/drug effects', 'Neoplasms/*blood']",1969/06/01 00:00,1969/06/01 00:01,['1969/06/01 00:00'],"['1969/06/01 00:00 [pubmed]', '1969/06/01 00:01 [medline]', '1969/06/01 00:00 [entrez]']",ppublish,Cancer Res. 1969 Jun;29(6):1307-12.,"['0 (Antimetabolites)', '04079A1RDZ (Cytarabine)', 'E7WED276I5 (Mercaptopurine)', 'U3P01618RT (Fluorouracil)', 'YL5FZ2Y5U1 (Methotrexate)']",,,
5256277,NLM,MEDLINE,19690905,20131121,0039-1735 (Print) 0039-1735 (Linking),48,3,1969 May-Jun,[Clinical manifestations of leukemia on the oral mucous membrane and their treatment].,25-8,"['Popova, Iu P']",['Popova IuP'],['rus'],['Journal Article'],Klinicheskie proiavleniia leikozov na slizistoi obolochke polosti rta i ikh terapiia.,Russia (Federation),Stomatologiia (Mosk),Stomatologiia,0412072,IM,"['Acute Disease', 'Anti-Infective Agents, Local/*therapeutic use', 'Humans', 'Hydrotherapy', 'Leukemia/*complications', 'Necrosis/drug therapy/etiology', '*Oral Manifestations', 'Procaine/therapeutic use', 'Stomatitis/*drug therapy/*etiology']",1969/05/01 00:00,1969/05/01 00:01,['1969/05/01 00:00'],"['1969/05/01 00:00 [pubmed]', '1969/05/01 00:01 [medline]', '1969/05/01 00:00 [entrez]']",ppublish,Stomatologiia (Mosk). 1969 May-Jun;48(3):25-8.,"['0 (Anti-Infective Agents, Local)', '4Z8Y51M438 (Procaine)']",,,
5256265,NLM,MEDLINE,19690905,20190617,0028-0836 (Print) 0028-0836 (Linking),223,5205,1969 Aug 2,"Active immunization of children suffering from acute leukaemia in acute phase with ""live"" allogeneic leukaemic cells.",509-11,"['Skurkovich, S V', 'Kisljak, N S', 'Machonova, L A', 'Begunenko, S A']","['Skurkovich SV', 'Kisljak NS', 'Machonova LA', 'Begunenko SA']",['eng'],['Journal Article'],,England,Nature,Nature,0410462,IM,"['Child', 'Child, Preschool', 'Humans', '*Immunity, Active', 'Immunization Schedule', 'Injections, Intravenous', 'Leukemia/*immunology', 'Leukemia, Lymphoid/immunology', 'Leukemia, Monocytic, Acute/immunology', 'Leukemia, Myeloid, Acute/immunology', 'Neoplasm Transplantation', '*Transplantation Immunology', 'Transplantation, Homologous']",1969/08/02 00:00,1969/08/02 00:01,['1969/08/02 00:00'],"['1969/08/02 00:00 [pubmed]', '1969/08/02 00:01 [medline]', '1969/08/02 00:00 [entrez]']",ppublish,Nature. 1969 Aug 2;223(5205):509-11. doi: 10.1038/223509a0.,,['10.1038/223509a0 [doi]'],,
5256261,NLM,MEDLINE,19690905,20190620,0008-543X (Print) 0008-543X (Linking),24,2,1969 Aug,Hypersplenism due to disseminated candidiasis in a patient with acute leukemia.,417-20,"['Bodey, G P', 'DeJongh, D', 'Isassi, A', 'Freireich, E J']","['Bodey GP', 'DeJongh D', 'Isassi A', 'Freireich EJ']",['eng'],['Journal Article'],,United States,Cancer,Cancer,0374236,IM,"['Acute Disease', 'Adult', 'Amphotericin B/therapeutic use', 'Blood Cell Count', 'Blood Platelets', 'Candida/isolation & purification', 'Candidiasis/*complications/drug therapy', 'Cytarabine/therapeutic use', 'Feces/microbiology', 'Fever/drug therapy', 'Humans', 'Hypersplenism/*etiology', 'Leukemia/drug therapy', 'Leukemia, Myeloid, Acute/*complications', 'Leukocyte Count', 'Male', 'Nose/microbiology', 'Pharynx/microbiology', 'Prednisone/therapeutic use', 'Skin/microbiology', 'Spleen/pathology']",1969/08/01 00:00,1969/08/01 00:01,['1969/08/01 00:00'],"['1969/08/01 00:00 [pubmed]', '1969/08/01 00:01 [medline]', '1969/08/01 00:00 [entrez]']",ppublish,Cancer. 1969 Aug;24(2):417-20. doi: 10.1002/1097-0142(196908)24:2<417::aid-cncr2820240226>3.0.co;2-2.,"['04079A1RDZ (Cytarabine)', '7XU7A7DROE (Amphotericin B)', 'VB0R961HZT (Prednisone)']",['10.1002/1097-0142(196908)24:2<417::aid-cncr2820240226>3.0.co;2-2 [doi]'],,
5256260,NLM,MEDLINE,19690905,20190620,0008-543X (Print) 0008-543X (Linking),24,2,1969 Aug,Patterns of familial leukemia. Ten cases of leukemia in two interrelated families.,403-7,"['McPhedran, P', 'Heath, C W Jr', 'Lee, J']","['McPhedran P', 'Heath CW Jr', 'Lee J']",['eng'],['Journal Article'],,United States,Cancer,Cancer,0374236,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Chromosomes', 'Female', 'Humans', 'Karyotyping', 'Leukemia/*genetics', 'Leukemia, Lymphoid/*genetics', 'Leukemia, Myeloid/genetics', 'Lymphocytes', 'Male', 'Middle Aged', 'Mississippi', 'Pedigree']",1969/08/01 00:00,2001/03/28 10:01,['1969/08/01 00:00'],"['1969/08/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1969/08/01 00:00 [entrez]']",ppublish,Cancer. 1969 Aug;24(2):403-7. doi: 10.1002/1097-0142(196908)24:2<403::aid-cncr2820240224>3.0.co;2-l.,,['10.1002/1097-0142(196908)24:2<403::aid-cncr2820240224>3.0.co;2-l [doi]'],,
5256172,NLM,MEDLINE,19690904,20071115,0022-2143 (Print) 0022-2143 (Linking),74,1,1969 Jul,Bovine plasma thromboplastin antecedent (Factor XI) deficiency.,37-41,"['Kociba, G J', 'Ratnoff, O D', 'Loeb, W F', 'Wall, R L', 'Heider, L E']","['Kociba GJ', 'Ratnoff OD', 'Loeb WF', 'Wall RL', 'Heider LE']",['eng'],['Journal Article'],,United States,J Lab Clin Med,The Journal of laboratory and clinical medicine,0375375,IM,"['Animals', 'Blood Coagulation Tests', 'Blood Platelets', 'Cattle', 'Cattle Diseases/*blood', 'Factor IX/analysis', 'Factor V/analysis', 'Factor VII/analysis', 'Factor VIII/analysis', 'Factor X/analysis', '*Factor XI/analysis', 'Factor XI Deficiency', 'Factor XII/analysis', 'Fibrinogen/analysis', 'Hemorrhagic Disorders/genetics/*veterinary', 'Leukemia, Lymphoid/complications/veterinary', 'Prothrombin Time']",1969/07/01 00:00,1969/07/01 00:01,['1969/07/01 00:00'],"['1969/07/01 00:00 [pubmed]', '1969/07/01 00:01 [medline]', '1969/07/01 00:00 [entrez]']",ppublish,J Lab Clin Med. 1969 Jul;74(1):37-41.,"['9001-24-5 (Factor V)', '9001-25-6 (Factor VII)', '9001-27-8 (Factor VIII)', '9001-28-9 (Factor IX)', '9001-29-0 (Factor X)', '9001-30-3 (Factor XII)', '9001-32-5 (Fibrinogen)', '9013-55-2 (Factor XI)']",,,
5256171,NLM,MEDLINE,19690904,20131121,0022-2143 (Print) 0022-2143 (Linking),74,1,1969 Jul,Deoxyribonucleic acid (DNA) repair replication of ultraviolet (UV) irradiated normal and leukemic leukocytes.,109-18,"['Frey-Wettstein, M', 'Longmire, R', 'Craddock, C G']","['Frey-Wettstein M', 'Longmire R', 'Craddock CG']",['eng'],['Journal Article'],,United States,J Lab Clin Med,The Journal of laboratory and clinical medicine,0375375,IM,"['Animals', 'Autoradiography', 'Blood', 'DNA/*biosynthesis/metabolism', 'Humans', '*Leukemia', 'Leukemia, Lymphoid', 'Leukemia, Myeloid', 'Leukocytes/*metabolism/*radiation effects', 'Lymph Nodes', 'Lymphocytes/*metabolism', 'Radiation Effects', 'Rats', 'Thymidine', 'Thymus Gland', 'Tritium', '*Ultraviolet Rays']",1969/07/01 00:00,1969/07/01 00:01,['1969/07/01 00:00'],"['1969/07/01 00:00 [pubmed]', '1969/07/01 00:01 [medline]', '1969/07/01 00:00 [entrez]']",ppublish,J Lab Clin Med. 1969 Jul;74(1):109-18.,"['10028-17-8 (Tritium)', '9007-49-2 (DNA)', 'VC2W18DGKR (Thymidine)']",,,
5256144,NLM,MEDLINE,19690904,20190501,1468-2044 (Electronic) 0003-9888 (Linking),44,235,1969 Jun,Central pontine myelinolysis in childhood and adolescence.,342-50,"['Cadman, T E', 'Rorke, L B']","['Cadman TE', 'Rorke LB']",['eng'],['Journal Article'],,England,Arch Dis Child,Archives of disease in childhood,0372434,IM,"['Adolescent', 'Brain Diseases/etiology/*pathology', 'Child', 'Child, Preschool', 'Consciousness', 'Deficiency Diseases/complications', 'Demyelinating Diseases/etiology/*pathology', 'Female', 'Humans', 'Infant', 'Leukemia, Myeloid, Acute/complications', 'Macrophages', 'Male', 'Neuroglia', 'Pons/*pathology', 'Vitamin B Deficiency', 'Wernicke Encephalopathy/complications']",1969/06/01 00:00,1969/06/01 00:01,['1969/06/01 00:00'],"['1969/06/01 00:00 [pubmed]', '1969/06/01 00:01 [medline]', '1969/06/01 00:00 [entrez]']",ppublish,Arch Dis Child. 1969 Jun;44(235):342-50. doi: 10.1136/adc.44.235.342.,,['10.1136/adc.44.235.342 [doi]'],PMC2020316,
5256140,NLM,MEDLINE,19690904,20190704,0007-1048 (Print) 0007-1048 (Linking),16,5,1969 May,Transport of vitamin B 12 in man.,429-33,"['Hall, C A']",['Hall CA'],['eng'],['Journal Article'],,England,Br J Haematol,British journal of haematology,0372544,IM,"['*Biological Transport', 'Cobalt Isotopes', 'Female', 'Fetus', 'HeLa Cells/metabolism', 'Humans', 'In Vitro Techniques', 'Leukemia, Myeloid/metabolism', 'Liver/metabolism', 'Polycythemia Vera/metabolism', 'Pregnancy', 'Protein Binding', 'Vitamin B 12/*metabolism']",1969/05/01 00:00,1969/05/01 00:01,['1969/05/01 00:00'],"['1969/05/01 00:00 [pubmed]', '1969/05/01 00:01 [medline]', '1969/05/01 00:00 [entrez]']",ppublish,Br J Haematol. 1969 May;16(5):429-33. doi: 10.1111/j.1365-2141.1969.tb00420.x.,"['0 (Cobalt Isotopes)', 'P6YC3EG204 (Vitamin B 12)']",['10.1111/j.1365-2141.1969.tb00420.x [doi]'],,
5256138,NLM,MEDLINE,19690904,20190630,0022-3476 (Print) 0022-3476 (Linking),75,2,1969 Aug,Mixed viral infection: rubella and varicella in a patient with acute leukemia.,306-8,"['Finklestein, J Z', 'Wright, H T Jr', 'Ward, R']","['Finklestein JZ', 'Wright HT Jr', 'Ward R']",['eng'],['Journal Article'],,United States,J Pediatr,The Journal of pediatrics,0375410,IM,"['Antibodies/analysis', 'Chickenpox/*complications/immunology', 'Child', 'Complement Fixation Tests', 'Female', 'Hemagglutination Inhibition Tests', 'Herpes Simplex/immunology', 'Humans', 'Immunosuppressive Agents/therapeutic use', 'Leukemia, Lymphoid/*complications/drug therapy', 'Rubella/*complications/immunology']",1969/08/01 00:00,2001/03/28 10:01,['1969/08/01 00:00'],"['1969/08/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1969/08/01 00:00 [entrez]']",ppublish,J Pediatr. 1969 Aug;75(2):306-8. doi: 10.1016/s0022-3476(69)80405-1.,"['0 (Antibodies)', '0 (Immunosuppressive Agents)']","['S0022-3476(69)80405-1 [pii]', '10.1016/s0022-3476(69)80405-1 [doi]']",,
5256137,NLM,MEDLINE,19690904,20190724,0022-2151 (Print) 0022-2151 (Linking),83,7,1969 Jul,Chloroma of the nose.,713-6,"['Vishwakarma, S K', 'Bhatia, M L']","['Vishwakarma SK', 'Bhatia ML']",['eng'],['Journal Article'],,England,J Laryngol Otol,The Journal of laryngology and otology,8706896,IM,"['Child', 'Female', 'Fundus Oculi/pathology', 'Humans', 'Leukemia, Myeloid/*diagnosis/drug therapy/pathology', 'Nose Neoplasms/*diagnosis', 'Prednisolone/therapeutic use']",1969/07/01 00:00,1969/07/01 00:01,['1969/07/01 00:00'],"['1969/07/01 00:00 [pubmed]', '1969/07/01 00:01 [medline]', '1969/07/01 00:00 [entrez]']",ppublish,J Laryngol Otol. 1969 Jul;83(7):713-6. doi: 10.1017/s0022215100070869.,['9PHQ9Y1OLM (Prednisolone)'],['10.1017/s0022215100070869 [doi]'],,
5256136,NLM,MEDLINE,19690904,20080213,0002-3329 (Print) 0002-3329 (Linking),5,,1966 Sep-Oct,[Kinetic reguliarities in the development of erythromyelosis in rats].,743-50,"['Dronova, L M', 'Belich, E I', 'Erokhin, V N', ""Emanuel', N M""]","['Dronova LM', 'Belich EI', 'Erokhin VN', ""Emanuel' NM""]",['rus'],['Journal Article'],Kineticheskie zakonomernosti razvitiia eritromieloza u kys.,Russia (Federation),Izv Akad Nauk SSSR Biol,Izvestiia Akademii nauk SSSR. Seriia biologicheskaia,7505543,IM,"['Animals', 'Kinetics', 'Leukemia, Erythroblastic, Acute/*physiopathology', 'Rats']",1966/09/01 00:00,1966/09/01 00:01,['1966/09/01 00:00'],"['1966/09/01 00:00 [pubmed]', '1966/09/01 00:01 [medline]', '1966/09/01 00:00 [entrez]']",ppublish,Izv Akad Nauk SSSR Biol. 1966 Sep-Oct;5:743-50.,,,,
