PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,RF,EDAT,MHDA,CRDT,PHST,PST,SO,AB,PMC,AID,TT,OID,OAB,OABL,OTO,OT,GN,EIN
4344190,NLM,MEDLINE,19730130,20190714,0042-6822 (Print) 0042-6822 (Linking),50,2,1972 Nov,Inherited resistance to N- and B-tropic murine leukemia viruses in vitro: evidence that congenic mouse strains SIM and SIM.R differ at the Fv-1 locus.,339-48,"['Ware, L M', 'Axelrad, A A']","['Ware LM', 'Axelrad AA']",['eng'],['Journal Article'],United States,Virology,Virology,0110674,,IM,"['Animals', 'Cell Line', 'Cells, Cultured', 'Crosses, Genetic', 'Culture Techniques', 'Friend murine leukemia virus/growth & development/*pathogenicity', 'Genetics, Microbial', 'Hybrid Cells', '*Immunity', 'Kinetics', 'Leukemia Virus, Murine/classification/growth & development/*pathogenicity', 'Leukemia, Experimental/*immunology', 'Mice/embryology', 'Mice, Inbred BALB C', 'Mice, Inbred C57BL', 'Mice, Inbred Strains', 'Neoplasms, Experimental', 'Rats', 'Spleen/microbiology', 'Viral Plaque Assay', 'Virus Replication']",,1972/11/01 00:00,1972/11/01 00:01,['1972/11/01 00:00'],"['1972/11/01 00:00 [pubmed]', '1972/11/01 00:01 [medline]', '1972/11/01 00:00 [entrez]']",ppublish,Virology. 1972 Nov;50(2):339-48. doi: 10.1016/0042-6822(72)90385-6.,,,"['0042-6822(72)90385-6 [pii]', '10.1016/0042-6822(72)90385-6 [doi]']",,,,,,,,
4344177,NLM,MEDLINE,19730130,20190908,0090-0028 (Print) 0090-0028 (Linking),240,97,1972 Nov 8,Poly U tracts absent from viral RNA.,43-5,"['Marshall, S', 'Gillespie, D']","['Marshall S', 'Gillespie D']",['eng'],['Journal Article'],England,Nat New Biol,Nature: New biology,0410463,"['0 (Polynucleotides)', '0 (RNA, Viral)', '10028-17-8 (Tritium)', '27416-86-0 (Poly U)', 'EC 3.1.- (Ribonucleases)']",IM,"['Animals', 'Avian Leukosis Virus/analysis', 'Cats', 'Encephalomyocarditis virus/analysis', 'Haplorhini', 'Hot Temperature', 'Leukemia Virus, Feline/analysis', 'Mice', 'Newcastle disease virus/analysis', 'Nucleic Acid Denaturation', 'Nucleic Acid Hybridization', 'Orthomyxoviridae/analysis', 'Parainfluenza Virus 1, Human/analysis', 'Poliovirus/analysis', 'Poly U/analysis', 'Polynucleotides/*analysis/metabolism', 'RNA Viruses/*analysis', 'RNA, Viral/*analysis/metabolism', 'Rauscher Virus/analysis', 'Reoviridae/analysis', 'Ribonucleases/metabolism', 'Tritium', 'Vesicular stomatitis Indiana virus/analysis']",,1972/11/08 00:00,1972/11/08 00:01,['1972/11/08 00:00'],"['1972/11/08 00:00 [pubmed]', '1972/11/08 00:01 [medline]', '1972/11/08 00:00 [entrez]']",ppublish,Nat New Biol. 1972 Nov 8;240(97):43-5. doi: 10.1038/newbio240043a0.,,,['10.1038/newbio240043a0 [doi]'],,,,,,,,
4344168,NLM,MEDLINE,19730130,20190709,0022-2623 (Print) 0022-2623 (Linking),15,12,1972 Dec,"Synthesis and antitumor and antiviral activities of 1- -D-arabinofuranosylpyrimidine 3',5'-cyclic phosphates.",1215-8,"['Long, R A', 'Szekeres, G L', 'Khwaja, T A', 'Sidwell, R W', 'Simon, L N', 'Robins, R K']","['Long RA', 'Szekeres GL', 'Khwaja TA', 'Sidwell RW', 'Simon LN', 'Robins RK']",['eng'],['Journal Article'],United States,J Med Chem,Journal of medicinal chemistry,9716531,"['0 (Antineoplastic Agents)', '0 (Antiviral Agents)', '0 (Carbodiimides)', '0 (Cytosine Nucleotides)', '0 (Nucleotides)', '0 (Pyrimidine Nucleotides)', '0 (Uracil Nucleotides)', '04079A1RDZ (Cytarabine)', 'B40ROO395Z (Arabinose)', 'E0399OZS9N (Cyclic AMP)', 'EC 3.1.4.- (Phosphoric Diester Hydrolases)']",IM,"['Adenoviridae Infections/drug therapy', 'Animals', 'Antineoplastic Agents/*chemical synthesis/therapeutic use', 'Antiviral Agents/chemical synthesis/therapeutic use', 'Arabinose', 'Carbodiimides', 'Cyclic AMP', 'Cytarabine/chemical synthesis', 'Cytosine Nucleotides/chemical synthesis/therapeutic use', 'Eye Diseases/drug therapy', 'Herpes Simplex/drug therapy', 'Kidney/enzymology', 'Leukemia L1210/drug therapy', 'Mice', 'Myxoma/drug therapy', 'Nucleotides/*chemical synthesis', 'Phosphoric Diester Hydrolases', 'Pseudorabies/drug therapy', 'Pyrimidine Nucleotides/chemical synthesis/therapeutic use', 'Rabbits', 'Uracil Nucleotides/chemical synthesis/therapeutic use', 'Vaccinia/drug therapy']",,1972/12/01 00:00,1972/12/01 00:01,['1972/12/01 00:00'],"['1972/12/01 00:00 [pubmed]', '1972/12/01 00:01 [medline]', '1972/12/01 00:00 [entrez]']",ppublish,J Med Chem. 1972 Dec;15(12):1215-8. doi: 10.1021/jm00282a003.,,,['10.1021/jm00282a003 [doi]'],,,,,,,,
4344052,NLM,MEDLINE,19730130,20131121,0033-8419 (Print) 0033-8419 (Linking),105,3,1972 Dec,Late neoplastic changes following medical irradiation.,645-52,"['Hutchison, G B']",['Hutchison GB'],['eng'],"['Journal Article', 'Review']",United States,Radiology,Radiology,0401260,"['9XA7X17UQC (Thorium Dioxide)', 'W90AYD6R3Q (Radium)']",IM,"['Bone Neoplasms/etiology', 'Brain Neoplasms/etiology', 'Breast Neoplasms/etiology', 'Carcinoma, Hepatocellular/etiology', 'Chromosomes/radiation effects', 'Cranial Sinuses/radiation effects', 'Female', 'Fetus/radiation effects', 'Fluoroscopy/adverse effects', 'Gastrointestinal Neoplasms/etiology', 'Humans', '*Leukemia, Radiation-Induced', 'Liver Neoplasms', 'Male', 'Mastitis/radiotherapy', '*Neoplasms, Radiation-Induced', 'Pregnancy', 'Radiation Genetics', 'Radiotherapy/*adverse effects', 'Radiotherapy Dosage', 'Radium/adverse effects', 'Thorium Dioxide/adverse effects', 'Time Factors', 'Uterine Hemorrhage/radiotherapy', 'Uterine Neoplasms/etiology']",47,1972/12/01 00:00,1972/12/01 00:01,['1972/12/01 00:00'],"['1972/12/01 00:00 [pubmed]', '1972/12/01 00:01 [medline]', '1972/12/01 00:00 [entrez]']",ppublish,Radiology. 1972 Dec;105(3):645-52.,,,,,,,,,,,
4343983,NLM,MEDLINE,19730129,20141120,0042-8809 (Print) 0042-8809 (Linking),18,5,1972 Sep-Oct,[Effect of purine nucleosides on the adenine nucleotide content of erythrocytes and erythroblasts of chickens with erythroblastosis].,530-3,"['Chelibonova-Lorer, Kh']",['Chelibonova-Lorer Kh'],['rus'],['Journal Article'],Russia (Federation),Vopr Med Khim,Voprosy meditsinskoi khimii,0416601,"['0 (Adenine Nucleotides)', '0U46U6E8UK (NAD)', '415SHH325A (Adenosine Monophosphate)', '5A614L51CT (Inosine)', '61D2G4IYVH (Adenosine Diphosphate)', '8L70Q75FXE (Adenosine Triphosphate)', 'EC 3.5.4.- (Aminohydrolases)', 'K72T3FS567 (Adenosine)']",IM,"['Adenine Nucleotides/*blood', 'Adenosine/*pharmacology', 'Adenosine Diphosphate/blood', 'Adenosine Monophosphate/blood', 'Adenosine Triphosphate/blood', 'Aminohydrolases/blood', 'Animals', 'Avian Leukosis/*blood', 'Chickens', 'Erythrocytes/drug effects/*metabolism', 'In Vitro Techniques', 'Inosine/*pharmacology', 'NAD/blood', 'Poultry Diseases/*blood']",,1972/09/01 00:00,1972/09/01 00:01,['1972/09/01 00:00'],"['1972/09/01 00:00 [pubmed]', '1972/09/01 00:01 [medline]', '1972/09/01 00:00 [entrez]']",ppublish,Vopr Med Khim. 1972 Sep-Oct;18(5):530-3.,,,,Vliianie nekotorykh purinovykh nuleozidov na soderzhenie adeninunkleotidov v eritrotsitakh i eritroblastakh eritroblastoznyh tsypliat.,,,,,,,
4343977,NLM,MEDLINE,19730129,20131121,0042-8809 (Print) 0042-8809 (Linking),18,5,1972 Sep-Oct,[Antimetabolites of orotic acid].,451-60,"['Golovinsky, E']",['Golovinsky E'],['rus'],"['Journal Article', 'Review']",Russia (Federation),Vopr Med Khim,Voprosy meditsinskoi khimii,0416601,"['0 (Anti-Bacterial Agents)', '0 (Anti-Infective Agents)', '0 (Antimetabolites)', '0 (Antineoplastic Agents)', '0 (Antiviral Agents)', '0 (Aza Compounds)', '0 (Organophosphorus Compounds)', '0 (Pentosephosphates)', '0 (Pyrimidine Nucleotides)', '61H4T033E5 (Orotic Acid)']",IM,"['Animals', 'Anti-Bacterial Agents', 'Anti-Infective Agents', '*Antimetabolites/pharmacology/therapeutic use', 'Antineoplastic Agents', 'Antiviral Agents', 'Aza Compounds/pharmacology/therapeutic use', 'Carcinoma, Ehrlich Tumor/drug therapy', 'Escherichia coli/drug effects', 'Lactobacillus/drug effects', 'Leukemia L1210/drug therapy', 'Mice', 'Organophosphorus Compounds', '*Orotic Acid', 'Pentosephosphates', 'Pyrimidine Nucleotides/biosynthesis', 'Simplexvirus/drug effects', 'Streptococcus/drug effects', 'Structure-Activity Relationship']",74,1972/09/01 00:00,1972/09/01 00:01,['1972/09/01 00:00'],"['1972/09/01 00:00 [pubmed]', '1972/09/01 00:01 [medline]', '1972/09/01 00:00 [entrez]']",ppublish,Vopr Med Khim. 1972 Sep-Oct;18(5):451-60.,,,,Antimetabolity orotovoi kisloty.,,,,,,,
4343975,NLM,MEDLINE,19730129,20080716,0029-2001 (Print) 0029-2001 (Linking),92,30,1972 Oct 30,[Tumor colli].,2025-32,"['Djupesland, G']",['Djupesland G'],['nor'],['Journal Article'],Norway,Tidsskr Nor Laegeforen,"Tidsskrift for den Norske laegeforening : tidsskrift for praktisk medicin, ny raekke",0413423,,IM,"['Actinomycosis', 'Adenoma', 'Carcinoma, Bronchogenic', 'Cysts', 'Diverticulum, Esophageal', 'Female', '*Head and Neck Neoplasms', 'Humans', 'Hyperparathyroidism', 'Infectious Mononucleosis', 'Laryngeal Diseases', 'Leukemia', 'Lymphadenitis', 'Lymphoma', 'Male', 'Mouth Neoplasms', 'Nasopharyngeal Neoplasms', 'Neoplasm Metastasis', 'Neoplasms, Connective Tissue', 'Neoplasms, Nerve Tissue', 'Neoplasms, Vascular Tissue', 'Salivary Gland Diseases', 'Sarcoidosis', 'Thyroid Diseases', 'Thyroid Neoplasms', 'Toxoplasmosis']",,1972/10/30 00:00,1972/10/30 00:01,['1972/10/30 00:00'],"['1972/10/30 00:00 [pubmed]', '1972/10/30 00:01 [medline]', '1972/10/30 00:00 [entrez]']",ppublish,Tidsskr Nor Laegeforen. 1972 Oct 30;92(30):2025-32.,,,,Tumor colli.,,,,,,,
4343973,NLM,MEDLINE,19730129,20190501,0027-8424 (Print) 0027-8424 (Linking),69,11,1972 Nov,"Tumorigenicity, immunogenicity, and virus production in mouse melanoma cells treated with 5-bromodeoxyuridine.",3443-7,"['Silagi, S', 'Beju, D', 'Wrathall, J', 'Deharven, E']","['Silagi S', 'Beju D', 'Wrathall J', 'Deharven E']",['eng'],['Journal Article'],United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,"['0 (Antigens, Viral)', 'G34N38R2N1 (Bromodeoxyuridine)']",IM,"['Animals', 'Antigens, Viral/analysis', 'Bromodeoxyuridine/*pharmacology', 'Cell Line', 'Clone Cells', 'Fluorescent Antibody Technique', 'Leukemia Virus, Murine/drug effects/*growth & development/immunology/pathogenicity', '*Melanoma/immunology/microbiology', 'Mice', 'Microscopy, Electron', 'Neoplasm Transplantation', 'Neoplasms, Experimental']",,1972/11/01 00:00,1972/11/01 00:01,['1972/11/01 00:00'],"['1972/11/01 00:00 [pubmed]', '1972/11/01 00:01 [medline]', '1972/11/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1972 Nov;69(11):3443-7. doi: 10.1073/pnas.69.11.3443.,"Bromodeoxyuridine (BrdU), whether administered in a 30-hr pulse of 30 mug/ml or continuously in low concentrations (1-3 mug/ml), significantly increased production of particles with the morphology of murine leukemia virus in a mouse melanoma (B16) cell line. Particles were very rare in control cells, detectable only by electron microscopy. By contrast, in many experiments with BrdU-treated cells the numbers of virus particles counted by electron microscopy increased over 100-fold, and other tests for murine leukemia virus (plaque assay and tests for group-specific antigens 1 and 3 and for Gross cell-surface antigens) became positive. All BrdU-treated cells, regardless of drug concentration or length of treatment, in addition to showing loss of both pigment and of piled-up morphology, were suppressed in tumorigenicity compared with the control cells. These effects were all reversible. A significant percentage of mice injected with BrdU-treated cells were protected against subsequent tumor formation when challenged with malignant control cells. The degree of protection conferred on the mice correlated well with the number of virus particles counted in the injected cells. There was also good correlation between the amount of cell-associated virus and the degree of suppression of malignancy for cells treated continuously with 1 mug of BrdU per ml, but not as good for cells treated for short periods with higher concentrations of BrdU.",PMC389790,['10.1073/pnas.69.11.3443 [doi]'],,,,,,,,
4343952,NLM,MEDLINE,19730129,20190908,0090-0028 (Print) 0090-0028 (Linking),240,101,1972 Dec 6,"Syncytial assay for the putative human C-type virus, RD-114, utilizing human cells transformed by Rous sarcoma virus.",187-90,"['Rand, K H', 'Long, C']","['Rand KH', 'Long C']",['eng'],['Journal Article'],England,Nat New Biol,Nature: New biology,0410463,"['0 (Antigens, Viral)']",IM,"['Animals', 'Antigens, Viral', '*Avian Sarcoma Viruses', 'Cell Line', 'Cell Nucleus/microbiology', '*Cell Transformation, Neoplastic', 'Fibroblasts', 'Fibrosarcoma', 'Gammaretrovirus', 'Glioma', 'Guinea Pigs/immunology', 'Helper Viruses', 'Humans', 'Inclusion Bodies, Viral', 'Leukemia Virus, Feline', 'Lymphoma, Non-Hodgkin', 'Measles virus', '*RNA Viruses', 'Respirovirus', '*Retroviridae', 'Rhabdomyosarcoma']",,1972/12/06 00:00,1972/12/06 00:01,['1972/12/06 00:00'],"['1972/12/06 00:00 [pubmed]', '1972/12/06 00:01 [medline]', '1972/12/06 00:00 [entrez]']",ppublish,Nat New Biol. 1972 Dec 6;240(101):187-90. doi: 10.1038/newbio240187a0.,,,['10.1038/newbio240187a0 [doi]'],,,,,,,,
4343879,NLM,MEDLINE,19730118,20190629,0014-4754 (Print) 0014-4754 (Linking),28,10,1972 Oct 15,Antigenic variation of the avian myeloblastosis virus obtained from chick embryo fibroblasts.,1220-1,"['Rao, P R']",['Rao PR'],['eng'],['Journal Article'],Switzerland,Experientia,Experientia,0376547,"['0 (Antigens, Viral)']",IM,"['Animals', 'Antigens, Viral/*analysis', 'Avian Leukosis Virus/*immunology/isolation & purification', 'Cells, Cultured', 'Chick Embryo', '*Fibroblasts/immunology/microbiology', 'Immunization', 'Immunoelectrophoresis', 'Leukemia, Myeloid, Acute/immunology', 'Rabbits/immunology']",,1972/10/15 00:00,1972/10/15 00:01,['1972/10/15 00:00'],"['1972/10/15 00:00 [pubmed]', '1972/10/15 00:01 [medline]', '1972/10/15 00:00 [entrez]']",ppublish,Experientia. 1972 Oct 15;28(10):1220-1. doi: 10.1007/BF01946182.,,,['10.1007/BF01946182 [doi]'],,,,,,,,
4343831,NLM,MEDLINE,19730118,20190630,0022-3476 (Print) 0022-3476 (Linking),81,5,1972 Nov,Cytocentrifugation in the management of central nervous system leukemia.,992-4,"['Komp, D M']",['Komp DM'],['eng'],['Journal Article'],United States,J Pediatr,The Journal of pediatrics,0375410,"['04079A1RDZ (Cytarabine)', 'WI4X0X7BPJ (Hydrocortisone)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Arachnoiditis/diagnosis', 'Central Nervous System Diseases/*cerebrospinal fluid/drug therapy', 'Centrifugation/*instrumentation', 'Cytarabine/therapeutic use', 'Humans', 'Hydrocortisone/therapeutic use', 'Injections, Spinal', 'Leukemia, Lymphoid/*cerebrospinal fluid/drug therapy', 'Leukemia, Myeloid, Acute/*cerebrospinal fluid/drug therapy', 'Methotrexate/therapeutic use', 'Neoplasms, Nerve Tissue/*cerebrospinal fluid/drug therapy']",,1972/11/01 00:00,1972/11/01 00:01,['1972/11/01 00:00'],"['1972/11/01 00:00 [pubmed]', '1972/11/01 00:01 [medline]', '1972/11/01 00:00 [entrez]']",ppublish,J Pediatr. 1972 Nov;81(5):992-4. doi: 10.1016/s0022-3476(72)80560-2.,,,"['S0022-3476(72)80560-2 [pii]', '10.1016/s0022-3476(72)80560-2 [doi]']",,,,,,,,
4343749,NLM,MEDLINE,19730116,20161122,0022-1767 (Print) 0022-1767 (Linking),109,6,1972 Dec,DEAE-dextran and polybrene cation enhancement and dextran sulfate anion inhibition of immune cytolysis.,1296-9,"['Ebbesen, P']",['Ebbesen P'],['eng'],['Journal Article'],United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,"['0 (Cations, Divalent)', '0 (Dextrans)', '0 (Sulfates)']",IM,"['Animals', 'Cations, Divalent', '*Cytotoxicity Tests, Immunologic', 'Dextrans/*pharmacology', 'Fibroblasts/immunology', 'Hemagglutination Tests', 'Leukemia Virus, Murine/immunology/pathogenicity', 'Mice', 'Neoplasms, Experimental/immunology', 'Rats/immunology', 'Spleen/cytology', 'Sulfates/pharmacology']",,1972/12/01 00:00,1972/12/01 00:01,['1972/12/01 00:00'],"['1972/12/01 00:00 [pubmed]', '1972/12/01 00:01 [medline]', '1972/12/01 00:00 [entrez]']",ppublish,J Immunol. 1972 Dec;109(6):1296-9.,,,,,,,,,,,
4343746,NLM,MEDLINE,19730116,20190501,0021-9746 (Print) 0021-9746 (Linking),25,9,1972 Sep,Variations in interferon production by lymphocytes from patients with chronic lymphatic leukaemia.,768-71,"['Mackenzie, A M']",['Mackenzie AM'],['eng'],['Journal Article'],England,J Clin Pathol,Journal of clinical pathology,0376601,['9008-11-1 (Interferons)'],IM,"['Aged', 'B-Lymphocytes/metabolism', 'Blood Cell Count', 'Culture Techniques', 'Female', 'Humans', 'Interferons/*biosynthesis', 'Leukemia, Lymphoid/*metabolism', 'Leukocytes/metabolism', 'Lymphocytes/*metabolism', 'Male', 'Middle Aged', 'Parainfluenza Virus 1, Human', 'Sindbis Virus', 'T-Lymphocytes/metabolism']",,1972/09/01 00:00,1972/09/01 00:01,['1972/09/01 00:00'],"['1972/09/01 00:00 [pubmed]', '1972/09/01 00:01 [medline]', '1972/09/01 00:00 [entrez]']",ppublish,J Clin Pathol. 1972 Sep;25(9):768-71. doi: 10.1136/jcp.25.9.768.,In a group of patients with chronic lymphatic leukaemia leucocyte cultures showed a diminished capacity to synthesize interferon when compared with controls. The leucocyte culture with the lowest capacity to synthesize interferon came from the patients with the highest peripheral blood lymphocyte counts and vice versa. These results are presented as indirect evidence that T lymphocytes are more competent producers of interferon than B lymphocytes.,PMC477506,['10.1136/jcp.25.9.768 [doi]'],,,,,,,,
4343697,NLM,MEDLINE,19730116,20190618,0036-8075 (Print) 0036-8075 (Linking),178,4063,1972 Nov 24,Location of the second gene required for expression of the leukemia-associated mouse antigens G IX .,862-3,"['Stockert, E', 'Sato, H', 'Itakura, K', 'Boyse, E A', 'Old, L J', 'Hutton, J J']","['Stockert E', 'Sato H', 'Itakura K', 'Boyse EA', 'Old LJ', 'Hutton JJ']",['eng'],['Journal Article'],United States,Science,"Science (New York, N.Y.)",0404511,"['0 (Antigens, Neoplasm)', '0 (Antigens, Viral)']",IM,"['Animals', 'Antigens, Neoplasm/*analysis', 'Antigens, Viral/*analysis', 'Chromosome Mapping', 'Crosses, Genetic', '*Genes', 'Genetic Linkage', 'Genotype', 'Leukemia Virus, Murine/immunology', 'Leukemia, Experimental/*immunology', 'Mice', 'Mice, Inbred C57BL', 'Phenotype', 'T-Lymphocytes/immunology', 'Thymus Gland/*immunology']",,1972/11/24 00:00,1972/11/24 00:01,['1972/11/24 00:00'],"['1972/11/24 00:00 [pubmed]', '1972/11/24 00:01 [medline]', '1972/11/24 00:00 [entrez]']",ppublish,Science. 1972 Nov 24;178(4063):862-3. doi: 10.1126/science.178.4063.862.,"Some mouse strains express G(IX) antigen on their thymocytes; others do not. Expression depends on two genes, Gv-1 and Gv-2, in linkage groups IX and I, respectively. Cells producing leukemia virus, however, express G(IX) antigen regardless of their inherited Gv-1 and Gv-2 genotype.",,['10.1126/science.178.4063.862 [doi]'],,,,,,,,
4343696,NLM,MEDLINE,19730116,20190618,0036-8075 (Print) 0036-8075 (Linking),178,4063,1972 Nov 24,Genetic mapping of a murine leukemia virus-inducing locus of AKR mice.,860-2,"['Rowe, W P', 'Hartley, J W', 'Bremner, T']","['Rowe WP', 'Hartley JW', 'Bremner T']",['eng'],['Journal Article'],United States,Science,"Science (New York, N.Y.)",0404511,['LGP81V5245 (Idoxuridine)'],IM,"['Animals', '*Chromosome Mapping', 'Crosses, Genetic', 'Female', 'Genes', 'Genetic Linkage', 'Genotype', 'Idoxuridine/pharmacology', '*Leukemia Virus, Murine', 'Leukemia, Experimental/genetics', 'Male', 'Mice', 'Mice, Inbred AKR', 'Neoplasms, Experimental/*genetics', 'Phenotype', 'Virus Replication/drug effects']",,1972/11/24 00:00,1972/11/24 00:01,['1972/11/24 00:00'],"['1972/11/24 00:00 [pubmed]', '1972/11/24 00:01 [medline]', '1972/11/24 00:00 [entrez]']",ppublish,Science. 1972 Nov 24;178(4063):860-2. doi: 10.1126/science.178.4063.860.,"The chromosomal location of one of the two murine leukemia virus-inducing loci of AKR mice has been determined. The locus, which appears to be the integrated genome of the virus, is designated Akv-1, and is on linkage group 1, 12 map units from Gpi-1, with gene order c-Gpi-1-Akv-1. This identification of a closely linked gene whose phenotype is independent of virus expression should facilitate analysis of the biologic importance of the Akv-1 locus.",,['10.1126/science.178.4063.860 [doi]'],,,,,,,,
4343689,NLM,MEDLINE,19730116,20031114,0027-8874 (Print) 0027-8874 (Linking),49,2,1972 Aug,Demonstration of antibody in cat sera to feline oncornavirus by complement-fixation inhibition.,395-403,"['Olsen, R G', 'Yohn, D S']","['Olsen RG', 'Yohn DS']",['eng'],['Journal Article'],United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,"['0 (Antibodies)', '0 (Antigens)', '0 (Immunoglobulin G)']",IM,"['Animals', 'Antibodies/*analysis', 'Antigens/*analysis', 'Cats', 'Complement Fixation Tests', 'Hemagglutination Tests', 'Immunodiffusion', 'Immunoglobulin G/analysis', '*Leukemia Virus, Feline', 'Neoplasms, Experimental/*immunology', '*Oncogenic Viruses']",,1972/08/01 00:00,1972/08/01 00:01,['1972/08/01 00:00'],"['1972/08/01 00:00 [pubmed]', '1972/08/01 00:01 [medline]', '1972/08/01 00:00 [entrez]']",ppublish,J Natl Cancer Inst. 1972 Aug;49(2):395-403.,,,,,,,,,,,
