PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,PS,FPS,TT,RN,RF,PMC,GR,OID
4884354,NLM,MEDLINE,19690318,20190618,0036-8075 (Print) 0036-8075 (Linking),162,3853,1968 Nov 1,Mutant Sl alleles of mice affect susceptibility to Friend spleen focus-forming virus.,564-5,"Mice of genotypes S1/S1(d), S1/+, and S1(d)/+ (but not S1(T)/S1(T) or S1(T)/+) were resistant to spleen focucs-forming virus. The ""environment"" in which hemopoietic target cells for this virus develop was not conducive for infection or focus formation, or both, but the target cells were not altered directly. The same genes appear to regulate hemopoiesis and leukemogenic transformation.","['Bennett, M', 'Steeves, R A', 'Cudkowicz, G', 'Mirand, E A', 'Russell, L B']","['Bennett M', 'Steeves RA', 'Cudkowicz G', 'Mirand EA', 'Russell LB']",['eng'],['Journal Article'],United States,Science,"Science (New York, N.Y.)",0404511,IM,"['*Alleles', 'Animals', 'Bone Marrow Transplantation', 'Cell Transformation, Neoplastic', 'Female', 'Friend murine leukemia virus/*pathogenicity', 'Genotype', 'Hematocrit', 'Hematopoiesis', 'Leukemia, Experimental/etiology', 'Male', 'Mice', '*Mutation', 'Spleen/*microbiology']",1968/11/01 00:00,1968/11/01 00:01,['1968/11/01 00:00'],"['1968/11/01 00:00 [pubmed]', '1968/11/01 00:01 [medline]', '1968/11/01 00:00 [entrez]']",['10.1126/science.162.3853.564 [doi]'],ppublish,Science. 1968 Nov 1;162(3853):564-5. doi: 10.1126/science.162.3853.564.,,,,,,,,
4866859,NLM,MEDLINE,19680411,20190908,0014-2964 (Print) 0014-2964 (Linking),3,4,1967 Nov,The immunological approach to the treatment of human cancer.,423-33,,"['Mathe, G', 'Schwarzenberg, L', 'Amiel, J L', 'Schneider, M', 'Cattan, A', 'Schlumberger, J R']","['Mathe G', 'Schwarzenberg L', 'Amiel JL', 'Schneider M', 'Cattan A', 'Schlumberger JR']",['eng'],"['Clinical Trial', 'Journal Article']",England,Eur J Cancer,European journal of cancer,0074126,IM,"['*BCG Vaccine', 'Clinical Trials as Topic', 'Humans', 'Leukemia/*immunology', 'Neoplasms/immunology/therapy']",1967/11/01 00:00,1967/11/01 00:01,['1967/11/01 00:00'],"['1967/11/01 00:00 [pubmed]', '1967/11/01 00:01 [medline]', '1967/11/01 00:00 [entrez]']",['10.1016/0014-2964(67)90027-8 [doi]'],ppublish,Eur J Cancer. 1967 Nov;3(4):423-33. doi: 10.1016/0014-2964(67)90027-8.,,,,['0 (BCG Vaccine)'],,,,
4866816,NLM,MEDLINE,19680411,20081212,0032-7867 (Print) 0032-7867 (Linking),76,4,1968 Jan 24,[Coexistent reticulum cell sarcoma and chronic myeloid leukemia].,169-72,,"['Fressinaud, L', 'Gardais, J', 'Simard, C', 'Nassif, N']","['Fressinaud L', 'Gardais J', 'Simard C', 'Nassif N']",['fre'],['Journal Article'],France,Presse Med,La Presse medicale,0312556,IM,"['Adult', 'Humans', 'Leukemia, Myeloid/*complications/pathology', 'Lung Neoplasms/*complications/pathology', 'Lymphoma, Non-Hodgkin/*complications/etiology/pathology', 'Male', 'Mediastinal Neoplasms/*complications', 'Neoplasm Metastasis', 'Neoplasms, Multiple Primary']",1968/01/24 00:00,1968/01/24 00:01,['1968/01/24 00:00'],"['1968/01/24 00:00 [pubmed]', '1968/01/24 00:01 [medline]', '1968/01/24 00:00 [entrez]']",,ppublish,Presse Med. 1968 Jan 24;76(4):169-72.,,,Association reticulosarcome-leucemie myeloide chronique. Decouverte simultanee.,,,,,
4866768,NLM,MEDLINE,19680411,20041117,0008-5472 (Print) 0008-5472 (Linking),27,12,1967 Dec,Summary: immunology of acute leukemia and Burkitt's tumor.,2554-6,,"['Southam, C M']",['Southam CM'],['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,IM,"['Adult', 'Animals', 'Antigen-Antibody Reactions', 'Antigens', 'Burkitt Lymphoma/*immunology/*therapy', 'Child', 'Fluorescent Antibody Technique', 'Humans', 'Immunity, Maternally-Acquired', 'Leukemia/*immunology/*therapy', 'Lymphocytes', 'Precipitin Tests', 'Transplantation Immunology']",1967/12/01 00:00,1967/12/01 00:01,['1967/12/01 00:00'],"['1967/12/01 00:00 [pubmed]', '1967/12/01 00:01 [medline]', '1967/12/01 00:00 [entrez]']",,ppublish,Cancer Res. 1967 Dec;27(12):2554-6.,,,,['0 (Antigens)'],,,,
4866767,NLM,MEDLINE,19680411,20141120,0008-5472 (Print) 0008-5472 (Linking),27,12,1967 Dec,Search for host defenses in Burkitt lymphoma: membrane immunofluorescence tests on biopsies and tissue culture lines.,2510-20,,"['Klein, G', 'Klein, E', 'Clifford, P']","['Klein G', 'Klein E', 'Clifford P']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,IM,"['Animals', '*Antigen-Antibody Reactions', 'Biopsy', 'Burkitt Lymphoma/etiology/*immunology', 'Cell Membrane', 'Culture Techniques', 'Fluorescent Antibody Technique', 'Humans', 'Leukemia/*immunology', 'Leukemia, Experimental/immunology', 'Lymphoma/immunology', 'Mice', 'Radiation Effects']",1967/12/01 00:00,1967/12/01 00:01,['1967/12/01 00:00'],"['1967/12/01 00:00 [pubmed]', '1967/12/01 00:01 [medline]', '1967/12/01 00:00 [entrez]']",,ppublish,Cancer Res. 1967 Dec;27(12):2510-20.,,,,,,,,
4866766,NLM,MEDLINE,19680411,20141120,0008-5472 (Print) 0008-5472 (Linking),27,12,1967 Dec,Summary: evidence for viruses in human leukemia and Burkitt's tumor.,2507-9,,"['Bryan, W R']",['Bryan WR'],['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,IM,"['Burkitt Lymphoma/etiology/*microbiology', 'Culture Media', 'Culture Techniques', 'Fluorescent Antibody Technique', 'Herpesviridae/*isolation & purification', 'Humans', 'Leukemia/etiology/*microbiology', 'Microscopy, Electron']",1967/12/01 00:00,1967/12/01 00:01,['1967/12/01 00:00'],"['1967/12/01 00:00 [pubmed]', '1967/12/01 00:01 [medline]', '1967/12/01 00:00 [entrez]']",,ppublish,Cancer Res. 1967 Dec;27(12):2507-9.,,,,['0 (Culture Media)'],,,,
4866765,NLM,MEDLINE,19680411,20141120,0008-5472 (Print) 0008-5472 (Linking),27,12,1967 Dec,Formal discussion: hematopoietic cell cultures and associated herpes-type viruses.,2494-9,,"['Grace, J T Jr']",['Grace JT Jr'],['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,IM,"['Burkitt Lymphoma/*microbiology', '*Culture Techniques', 'Fluorescent Antibody Technique', 'Hematopoietic System/*cytology', 'Herpesviridae/*isolation & purification', 'Humans', 'Leukemia/*microbiology', 'Lymph Nodes/cytology', 'Lymphoma/*microbiology', 'Microscopy, Electron']",1967/12/01 00:00,2001/03/28 10:01,['1967/12/01 00:00'],"['1967/12/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1967/12/01 00:00 [entrez]']",,ppublish,Cancer Res. 1967 Dec;27(12):2494-9.,,,,,,,,
4866764,NLM,MEDLINE,19680411,20141120,0008-5472 (Print) 0008-5472 (Linking),27,12,1967 Dec,Use of cell culture in acute leukemia and Burkitt's tumor.,2471-8,,"['Foley, G E']",['Foley GE'],['eng'],"['Journal Article', 'Review']",United States,Cancer Res,Cancer research,2984705R,IM,"['*Burkitt Lymphoma/etiology/genetics/immunology/metabolism', '*Culture Techniques', 'Cytogenetics', 'Humans', '*Leukemia/etiology/genetics/immunology/metabolism', 'Retroviridae/isolation & purification']",1967/12/01 00:00,1967/12/01 00:01,['1967/12/01 00:00'],"['1967/12/01 00:00 [pubmed]', '1967/12/01 00:01 [medline]', '1967/12/01 00:00 [entrez]']",,ppublish,Cancer Res. 1967 Dec;27(12):2471-8.,,,,,111,,,
4866763,NLM,MEDLINE,19680411,20141120,0008-5472 (Print) 0008-5472 (Linking),27,12,1967 Dec,The specificity of inhibition of tumor cell viability by DNA.,2338-41,,"['Glick, J L']",['Glick JL'],['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,IM,"['Animals', 'Antineoplastic Agents/pharmacology', '*Carcinoma, Ehrlich Tumor', 'Culture Techniques', 'DNA/*pharmacology', 'DNA, Bacterial/*pharmacology', 'DNA, Neoplasm/*pharmacology', 'Escherichia coli', 'Humans', '*Leukemia', '*Leukemia L1210', 'Liver/cytology', '*Mesothelioma', 'Mice', '*Sarcoma, Experimental', 'Spleen/cytology', 'Thymus Gland/cytology']",1967/12/01 00:00,1967/12/01 00:01,['1967/12/01 00:00'],"['1967/12/01 00:00 [pubmed]', '1967/12/01 00:01 [medline]', '1967/12/01 00:00 [entrez]']",,ppublish,Cancer Res. 1967 Dec;27(12):2338-41.,,,,"['0 (Antineoplastic Agents)', '0 (DNA, Bacterial)', '0 (DNA, Neoplasm)', '9007-49-2 (DNA)']",,,,
4866762,NLM,MEDLINE,19680411,20131121,0008-5472 (Print) 0008-5472 (Linking),27,12,1967 Dec,The effect of phagocytosis and X-irradiation on human leukocyte metabolism.,2280-6,,"['Selvaraj, R J', 'McRipley, R J', 'Sbarra, A J']","['Selvaraj RJ', 'McRipley RJ', 'Sbarra AJ']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,IM,"['Adult', 'Aged', 'Blood Glucose', 'Carbon Isotopes/metabolism', 'Escherichia coli', 'Female', 'Glucose/metabolism', 'Humans', 'Lactates/blood', 'Leukemia, Lymphoid/metabolism', 'Leukocytes/*metabolism/*radiation effects', 'Male', 'Middle Aged', 'Neoplasms/radiotherapy', '*Phagocytosis', '*Radiation Effects', 'Staphylococcus']",1967/12/01 00:00,1967/12/01 00:01,['1967/12/01 00:00'],"['1967/12/01 00:00 [pubmed]', '1967/12/01 00:01 [medline]', '1967/12/01 00:00 [entrez]']",,ppublish,Cancer Res. 1967 Dec;27(12):2280-6.,,,,"['0 (Blood Glucose)', '0 (Carbon Isotopes)', '0 (Lactates)', 'IY9XDZ35W2 (Glucose)']",,,,
4866760,NLM,MEDLINE,19680411,20141120,0008-5472 (Print) 0008-5472 (Linking),27,12,1967 Dec,Influence of infectious virus on the induction of transplantation resistance in the Friend tumor system.,2267-71,,"['McCoy, J L', 'Fefer, A', 'Glynn, J P']","['McCoy JL', 'Fefer A', 'Glynn JP']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,IM,"['Animals', '*Antibody Formation', 'Fluorescent Antibody Technique', 'Formaldehyde/pharmacology', '*Friend murine leukemia virus/drug effects/pathogenicity', 'Immunization', 'In Vitro Techniques', '*Leukemia, Experimental', 'Lymphoma/immunology', 'Mice', '*Neoplasm Transplantation', 'Neoplasms, Experimental/*immunology', 'Neutralization Tests', '*Transplantation Immunology']",1967/12/01 00:00,1967/12/01 00:01,['1967/12/01 00:00'],"['1967/12/01 00:00 [pubmed]', '1967/12/01 00:01 [medline]', '1967/12/01 00:00 [entrez]']",,ppublish,Cancer Res. 1967 Dec;27(12):2267-71.,,,,['1HG84L3525 (Formaldehyde)'],,,,
4866563,NLM,MEDLINE,19680410,20080116,0042-4846 (Print) 0042-4846 (Linking),43,7,1966 Jul,[Leukosis in swine. Review of the literature].,37-41,,"['Rumiantsev, N V', 'Shaternikova, T M']","['Rumiantsev NV', 'Shaternikova TM']",['rus'],"['Journal Article', 'Review']",Russia (Federation),Veterinariia,Veterinariia,0412751,IM,"['Animals', 'Leukemia/*veterinary', 'Swine', '*Swine Diseases']",1966/07/01 00:00,1966/07/01 00:01,['1966/07/01 00:00'],"['1966/07/01 00:00 [pubmed]', '1966/07/01 00:01 [medline]', '1966/07/01 00:00 [entrez]']",,ppublish,Veterinariia. 1966 Jul;43(7):37-41.,,,Leikoz svinei. Obzor literatury.,,0,,,
4866496,NLM,MEDLINE,19680410,20041117,0042-773X (Print) 0042-773X (Linking),13,11,1967 Nov,"[On the current status and outlook for treatment of hemoblastoses and similar diseases. (Statistics, experience, reality and speculation)].",1096-106,,"['Jedlicka, V']",['Jedlicka V'],['cze'],"['Journal Article', 'Review']",Czech Republic,Vnitr Lek,Vnitrni lekarstvi,0413602,IM,"['Hematologic Diseases/diagnosis/therapy', 'Humans', 'Leukemia/diagnosis/epidemiology/immunology/*therapy']",1967/11/01 00:00,1967/11/01 00:01,['1967/11/01 00:00'],"['1967/11/01 00:00 [pubmed]', '1967/11/01 00:01 [medline]', '1967/11/01 00:00 [entrez]']",,ppublish,Vnitr Lek. 1967 Nov;13(11):1096-106.,,,"O dnesnim stavu a vyhledech leceni hemoblastos a pribuznych chorob. (Statistika a empirie, skutecnost a spekulace)",,58,,,
4865923,NLM,MEDLINE,19680404,20170322,0015-5616 (Print) 0015-5616 (Linking),9,4,1967,[Current review on the ethiopathogenesis of human and animal leukemias with special reference to prevention].,451-64,,"['Aleksandrowicz, J']",['Aleksandrowicz J'],['pol'],"['Journal Article', 'Review']",Poland,Folia Med Cracov,Folia medica Cracoviensia,0374617,IM,"['Animal Diseases', 'Animals', 'Burkitt Lymphoma', 'Cats', 'Cattle', 'Cattle Diseases', 'Cricetinae', 'Dogs', 'Humans', 'Leukemia/*etiology/prevention & control', '*Leukemia, Experimental', 'Mice', 'Milk', 'Oncogenic Viruses', 'Poultry', 'Poultry Diseases', 'Virus Diseases/*complications']",1967/01/01 00:00,1967/01/01 00:01,['1967/01/01 00:00'],"['1967/01/01 00:00 [pubmed]', '1967/01/01 00:01 [medline]', '1967/01/01 00:00 [entrez]']",,ppublish,Folia Med Cracov. 1967;9(4):451-64.,,,"Wspolczesne poglady na etiopatogeneze bialaczek ludzi i zwierzat, ze szczegolnym uwzglednieniem problemow profilaktyki.",,84,,,
4865512,NLM,MEDLINE,19680324,20171116,0022-1961 (Print) 0022-1961 (Linking),19,6,1967 Jun,[Treatment of leukemia].,1256-61,,"['Ota, K', 'Kurita, M']","['Ota K', 'Kurita M']",['jpn'],"['Journal Article', 'Review']",Japan,Naika,Naika. Internal medicine,0413541,IM,"['Acute Disease', 'Adrenal Cortex Hormones/therapeutic use', 'Chronic Disease', 'Humans', 'Leukemia/*drug therapy', 'Mercaptopurine/therapeutic use', 'Methotrexate/therapeutic use', 'Vincristine/therapeutic use']",1967/06/01 00:00,1967/06/01 00:01,['1967/06/01 00:00'],"['1967/06/01 00:00 [pubmed]', '1967/06/01 00:01 [medline]', '1967/06/01 00:00 [entrez]']",,ppublish,Naika. 1967 Jun;19(6):1256-61.,,,,"['0 (Adrenal Cortex Hormones)', '5J49Q6B70F (Vincristine)', 'E7WED276I5 (Mercaptopurine)', 'YL5FZ2Y5U1 (Methotrexate)']",32,,,
4865460,NLM,MEDLINE,19680324,20131121,0017-0275 (Print) 0017-0275 (Linking),47,8,1966 Aug,[Therapy of hemoblastosis. I. Elements of cytostatic and symptomatic therapy].,732-68,,"['Danieli, G']",['Danieli G'],['ita'],['Journal Article'],Italy,G Clin Med,Giornale di clinica medica,0413411,IM,"['Adrenal Cortex Hormones/*therapeutic use', 'Antineoplastic Agents/*therapeutic use', 'Arsenicals/*therapeutic use', 'Colchicine/*therapeutic use', 'Hodgkin Disease/*drug therapy', 'Humans', 'Hydrazines/*therapeutic use', 'Immunosuppressive Agents/*therapeutic use', 'Leukemia, Lymphoid/*drug therapy', 'Leukemia, Myeloid/*drug therapy', 'Lymphoma, Large B-Cell, Diffuse/*drug therapy', 'Lymphoma, Non-Hodgkin/*drug therapy', 'Multiple Myeloma/*drug therapy']",1966/08/01 00:00,1966/08/01 00:01,['1966/08/01 00:00'],"['1966/08/01 00:00 [pubmed]', '1966/08/01 00:01 [medline]', '1966/08/01 00:00 [entrez]']",,ppublish,G Clin Med. 1966 Aug;47(8):732-68.,,,Terapia delle emoblastosi. I. Elementi di terapia citostatica e sintomatica.,"['0 (Adrenal Cortex Hormones)', '0 (Antineoplastic Agents)', '0 (Arsenicals)', '0 (Hydrazines)', '0 (Immunosuppressive Agents)', 'SML2Y3J35T (Colchicine)']",,,,
4865325,NLM,MEDLINE,19680305,20131213,0025-6196 (Print) 0025-6196 (Linking),43,1,1968 Jan,Central-nervous-system complications of leukemia: a review.,70-9,,"['Nieri, R L', 'Burgert, E O Jr', 'Groover, R V']","['Nieri RL', 'Burgert EO Jr', 'Groover RV']",['eng'],"['Journal Article', 'Review']",England,Mayo Clin Proc,Mayo Clinic proceedings,0405543,IM,"['Central Nervous System Diseases/*etiology', 'Humans', 'Leukemia/*complications']",1968/01/01 00:00,2001/03/28 10:01,['1968/01/01 00:00'],"['1968/01/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1968/01/01 00:00 [entrez]']",,ppublish,Mayo Clin Proc. 1968 Jan;43(1):70-9.,,,,,25,,,
4864965,NLM,MEDLINE,19680226,20041117,0139-889X (Print) 0139-889X (Linking),1,9,1967 Sep,[Enzymatic changes in the blood of patients with leukemia].,Suppl:161-71,,"['Ledvina, M']",['Ledvina M'],['cze'],"['Journal Article', 'Review']",Czech Republic,Lek Veda Zahr,Lekarska veda v zahranici,1306751,IM,"['Humans', 'Leukemia/*enzymology']",1967/09/01 00:00,1967/09/01 00:01,['1967/09/01 00:00'],"['1967/09/01 00:00 [pubmed]', '1967/09/01 00:01 [medline]', '1967/09/01 00:00 [entrez]']",,ppublish,Lek Veda Zahr. 1967 Sep;1(9):Suppl:161-71.,,,Enzymaticke zmeny v krvi u nemocnych leukemii.,,147,,,
4864869,NLM,MEDLINE,19680226,20041117,0069-2328 (Print) 0069-2328 (Linking),22,10,1967 Oct,[Advances in hematology].,924-9,,"['Brunecky, Z', 'Hoskova, A', 'Sabacky, J', 'Belusa, M']","['Brunecky Z', 'Hoskova A', 'Sabacky J', 'Belusa M']",['cze'],"['Journal Article', 'Review']",Czech Republic,Cesk Pediatr,Ceskoslovenska pediatrie,0403576,IM,"['Child', 'Erythroblastosis, Fetal', 'Female', '*Hematologic Diseases/diagnosis/therapy', 'Humans', 'Infant, Newborn', 'Leukemia/drug therapy', 'Pregnancy']",1967/10/01 00:00,1967/10/01 00:01,['1967/10/01 00:00'],"['1967/10/01 00:00 [pubmed]', '1967/10/01 00:01 [medline]', '1967/10/01 00:00 [entrez]']",,ppublish,Cesk Pediatr. 1967 Oct;22(10):924-9.,,,Pokroky v hematologii.,,19,,,
4864725,NLM,MEDLINE,19680216,20071115,0003-9926 (Print) 0003-9926 (Linking),121,1,1968 Jan,Genetic relationships in familial leukemia and lymphoma.,67-70,,"['Rigby, P G', 'Pratt, P T', 'Rosenlof, R C', 'Lemon, H M']","['Rigby PG', 'Pratt PT', 'Rosenlof RC', 'Lemon HM']",['eng'],['Journal Article'],United States,Arch Intern Med,Archives of internal medicine,0372440,IM,"['Adolescent', 'Adult', 'Aged', 'Child', 'Child, Preschool', 'Female', 'Hodgkin Disease/genetics', 'Humans', 'Leukemia/epidemiology/*genetics/mortality', 'Leukemia, Lymphoid/genetics', 'Lymphoma/epidemiology/*genetics/mortality', 'Lymphoma, Follicular', 'Lymphoma, Large B-Cell, Diffuse/genetics', 'Lymphoma, Non-Hodgkin/genetics', 'Male', 'Middle Aged', 'Multiple Myeloma/genetics', 'Nebraska', 'Time Factors']",1968/01/01 00:00,1968/01/01 00:01,['1968/01/01 00:00'],"['1968/01/01 00:00 [pubmed]', '1968/01/01 00:01 [medline]', '1968/01/01 00:00 [entrez]']",,ppublish,Arch Intern Med. 1968 Jan;121(1):67-70.,,,,,,,,
4864597,NLM,MEDLINE,19680216,20041117,0027-8874 (Print) 0027-8874 (Linking),40,1,1968 Jan,Selection of an immunoresistant Moloney lymphoma subline with decreased concentration of tumor-specific surface antigens.,69-89,,"['Fenyo, E M', 'Klein, E', 'Klein, G', 'Swiech, K']","['Fenyo EM', 'Klein E', 'Klein G', 'Swiech K']",['eng'],['Journal Article'],United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,IM,"['Animals', 'Antibody Formation', 'Antigen-Antibody Reactions', '*Antigens', 'Culture Techniques', 'Fluorescent Antibody Technique', 'Immune Sera', 'Injections, Intraperitoneal', 'Lymphoma/*immunology', 'Mice', 'Moloney murine leukemia virus/*immunology', 'Neoplasm Transplantation', 'Neoplasms, Experimental/immunology', 'Surface-Active Agents']",1968/01/01 00:00,1968/01/01 00:01,['1968/01/01 00:00'],"['1968/01/01 00:00 [pubmed]', '1968/01/01 00:01 [medline]', '1968/01/01 00:00 [entrez]']",,ppublish,J Natl Cancer Inst. 1968 Jan;40(1):69-89.,,,,"['0 (Antigens)', '0 (Immune Sera)', '0 (Surface-Active Agents)']",,,,
4864536,NLM,MEDLINE,19680215,20151119,0028-7628 (Print) 0028-7628 (Linking),67,18,1967 Sep 15,Vincristine therapy.,2474-8,,"['Finkel, H E']",['Finkel HE'],['eng'],"['Journal Article', 'Review']",United States,N Y State J Med,New York state journal of medicine,0401064,IM,"['Child', 'Hodgkin Disease/drug therapy', 'Humans', 'Leukemia/drug therapy', 'Neoplasms/*drug therapy', 'Vincristine/pharmacology/*therapeutic use']",1967/09/15 00:00,1967/09/15 00:01,['1967/09/15 00:00'],"['1967/09/15 00:00 [pubmed]', '1967/09/15 00:01 [medline]', '1967/09/15 00:00 [entrez]']",,ppublish,N Y State J Med. 1967 Sep 15;67(18):2474-8.,,,,['5J49Q6B70F (Vincristine)'],50,,,
4864487,NLM,MEDLINE,19680215,20190515,0007-0920 (Print) 0007-0920 (Linking),21,4,1967 Dec,The mechanism of radiation action in leukaemogenesis. Isolation of a leukaemogenic filtrable agent from tissues of irradiated and normal C57BL mice.,730-8,,"['Haran-Ghera, N', 'Peled, A']","['Haran-Ghera N', 'Peled A']",['eng'],['Journal Article'],England,Br J Cancer,British journal of cancer,0370635,IM,"['Animals', 'Antibody Formation', 'Antigens', 'Bone Marrow Transplantation', 'Female', 'Leukemia, Experimental/*immunology', 'Leukemia, Radiation-Induced/*microbiology', 'Lymph Nodes', 'Male', 'Mice', 'Radiation Protection', 'Radiation-Protective Agents', 'Shigella/immunology', 'Spleen', 'Thymus Gland', 'Transplantation, Homologous', 'Urethane/pharmacology']",1967/12/01 00:00,1967/12/01 00:01,['1967/12/01 00:00'],"['1967/12/01 00:00 [pubmed]', '1967/12/01 00:01 [medline]', '1967/12/01 00:00 [entrez]']",['10.1038/bjc.1967.85 [doi]'],ppublish,Br J Cancer. 1967 Dec;21(4):730-8. doi: 10.1038/bjc.1967.85.,,,,"['0 (Antigens)', '0 (Radiation-Protective Agents)', '3IN71E75Z5 (Urethane)']",,PMC2008176,,
4864486,NLM,MEDLINE,19680215,20190718,0004-3591 (Print) 0004-3591 (Linking),10,6,1967 Dec,Cancer and arthritis.,553-67,,"['Calabro, J J']",['Calabro JJ'],['eng'],"['Journal Article', 'Review']",United States,Arthritis Rheum,Arthritis and rheumatism,0370605,IM,"['Arthritis/*complications', 'Dermatomyositis/complications', 'Gout/etiology', 'Humans', 'Leukemia/complications', 'Lupus Erythematosus, Systemic/complications', 'Lymphoma/complications', 'Multiple Myeloma/complications', 'Neoplasms/*complications', 'Osteoarthropathy, Secondary Hypertrophic/etiology', 'Scleroderma, Systemic/complications', ""Sjogren's Syndrome/complications"", 'Spondylitis, Ankylosing/complications']",1967/12/01 00:00,1967/12/01 00:01,['1967/12/01 00:00'],"['1967/12/01 00:00 [pubmed]', '1967/12/01 00:01 [medline]', '1967/12/01 00:00 [entrez]']",['10.1002/art.1780100608 [doi]'],ppublish,Arthritis Rheum. 1967 Dec;10(6):553-67. doi: 10.1002/art.1780100608.,,,,,96,,,
4864446,NLM,MEDLINE,19680215,20041117,0031-0808 (Print) 0031-0808 (Linking),9,7,1967 Jul-Aug,Further research about the haemagglutination of serum-fractions from leukaemic subjects.,269-72,,"['Gomirato Sandrucci, M', 'Nigro, N', 'Benso, L', 'Bonenti, C', 'Papa, G']","['Gomirato Sandrucci M', 'Nigro N', 'Benso L', 'Bonenti C', 'Papa G']",['eng'],"['Journal Article', 'Review']",Italy,Panminerva Med,Panminerva medica,0421110,IM,"['Child', '*Hemagglutination', 'Humans', 'Immune Sera/analysis', 'Leukemia/*immunology']",1967/07/01 00:00,1967/07/01 00:01,['1967/07/01 00:00'],"['1967/07/01 00:00 [pubmed]', '1967/07/01 00:01 [medline]', '1967/07/01 00:00 [entrez]']",,ppublish,Panminerva Med. 1967 Jul-Aug;9(7):269-72.,,,,['0 (Immune Sera)'],31,,,
4864434,NLM,MEDLINE,19680215,20070813,0025-8458 (Print) 0025-8458 (Linking),61,19,1966 May 13,[The importance of Burkitt tumors in leukemia research].,741-3,,"['Hunstein, W']",['Hunstein W'],['ger'],"['Journal Article', 'Review']",Germany,Med Klin,Medizinische Klinik,0376637,IM,"['Burkitt Lymphoma/*etiology', 'Humans', 'Leukemia/*etiology']",1966/05/13 00:00,2000/03/22 09:00,['1966/05/13 00:00'],"['1966/05/13 00:00 [pubmed]', '2000/03/22 09:00 [medline]', '1966/05/13 00:00 [entrez]']",,ppublish,Med Klin. 1966 May 13;61(19):741-3.,,,Die Bedeutung der Burkitt-Tumoren fur die Leukamieforschung.,,41,,,
4864248,NLM,MEDLINE,19680215,20031114,0008-5472 (Print) 0008-5472 (Linking),27,11,1967 Nov,Studies on the growth and regression of a transplantable Moloney sarcoma.,2207-11,,"['Fefer, A', 'McCoy, J L', 'Glynn, J P']","['Fefer A', 'McCoy JL', 'Glynn JP']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,IM,"['Animals', 'Antibody Formation', 'Female', 'Fluorescent Antibody Technique', 'Male', 'Mice', 'Moloney murine leukemia virus', '*Neoplasm Transplantation', '*Radiation Effects', 'Sarcoma, Experimental/*immunology', 'Serologic Tests', 'Transplantation, Homologous']",1967/11/01 00:00,1967/11/01 00:01,['1967/11/01 00:00'],"['1967/11/01 00:00 [pubmed]', '1967/11/01 00:01 [medline]', '1967/11/01 00:00 [entrez]']",,ppublish,Cancer Res. 1967 Nov;27(11):2207-11.,,,,,,,,
4864141,NLM,MEDLINE,19680215,20041117,0016-271X (Print) 0016-271X (Linking),1,2,1967 Apr-Jun,[Phagocytosis studied in vivo with the skin window method. Observations on normal human serum and in hemopathies].,113-24,,"['Catovsky, D']",['Catovsky D'],['spa'],['Journal Article'],Argentina,Arch Fund Roux Ocefa,Archivos de la Fundacion Roux-Ocefa,7502529,IM,"['Hematologic Diseases/*physiopathology', 'Hodgkin Disease/*physiopathology', 'Humans', '*Inflammation', 'Leukemia/*physiopathology', '*Phagocytosis', 'Skin Window Technique']",1967/04/01 00:00,1967/04/01 00:01,['1967/04/01 00:00'],"['1967/04/01 00:00 [pubmed]', '1967/04/01 00:01 [medline]', '1967/04/01 00:00 [entrez]']",,ppublish,Arch Fund Roux Ocefa. 1967 Apr-Jun;1(2):113-24.,,,Fagocitosis in vivo con el metodo de la ventana cutanea. Observaciones en el ser humano normal y en hemopatias.,,,,,
