PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RF,TT,PMC,OID,OTO,OT,GN,AD,SI,GR
136774,NLM,MEDLINE,19770129,20071115,0041-1345 (Print) 0041-1345 (Linking),8,4,1976 Dec,Immune system reconstitution following allogeneic bone marrow transplantation in man: a multiparameter analysis.,641-6,,"['Elfenbein, G J', 'Anderson, P N', 'Humphrey, R L', 'Mullins, G M', 'Sensenbrenner, L L', 'Wands, J R', 'Santos, G W']","['Elfenbein GJ', 'Anderson PN', 'Humphrey RL', 'Mullins GM', 'Sensenbrenner LL', 'Wands JR', 'Santos GW']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S."", 'Review']",United States,Transplant Proc,Transplantation proceedings,0243532,"['0 (Antibodies, Viral)', '0 (Hepatitis B Surface Antigens)', '0 (Immunoglobulins)', '0 (Isoantibodies)']",IM,"['Anemia, Aplastic/therapy', 'Animals', 'Antibodies, Viral/biosynthesis', 'Antibody Formation', '*Bone Marrow Cells', '*Bone Marrow Transplantation', 'Cell Migration Inhibition', 'Erythrocytes/immunology', 'Hepatitis B Surface Antigens', 'Humans', 'Immunoglobulins/biosynthesis', 'Immunologic Deficiency Syndromes/*immunology', 'Isoantibodies/biosynthesis', 'Leukemia, Lymphoid/therapy', 'Leukemia, Myeloid/therapy', 'Leukocyte Count', 'Lymphocyte Activation', 'Lymphocyte Culture Test, Mixed', 'Lymphocytes', 'Lymphoma, Non-Hodgkin/therapy', 'Sheep', 'Skin Tests', 'Transplantation, Homologous']",1976/12/01 00:00,1976/12/01 00:01,['1976/12/01 00:00'],"['1976/12/01 00:00 [pubmed]', '1976/12/01 00:01 [medline]', '1976/12/01 00:00 [entrez]']",,ppublish,Transplant Proc. 1976 Dec;8(4):641-6.,6,,,,,,,,,
136607,NLM,MEDLINE,19770125,20211203,0028-0836 (Print) 0028-0836 (Linking),264,5582,1976 Nov 11,Products of the major histocompatibility complex and their relationship to the immune response.,145-52,"The genes of the major histocompatibility complex were first known for the part they played in transplant rejection. Recently, however, it has become clear that the products of that region have an important part to play in the control of the immune response, through their effects both on cooperative and on aggressive interactions between cells. It is now possible to guess at the mechanisms which may underly the association of some major histocompatibility antigens with disease.","['Munro, A', 'Bright, S']","['Munro A', 'Bright S']",['eng'],['Journal Article'],England,Nature,Nature,0410462,"['0 (HLA Antigens)', '0 (Histocompatibility Antigens)', '0 (Isoantigens)', '0 (Membrane Proteins)', '0 (beta 2-Microglobulin)', '9007-36-7 (Complement System Proteins)']",IM,"['Alleles', 'Animals', 'Antibody Formation', 'Autoimmune Diseases/immunology', 'B-Lymphocytes/immunology', 'Chromosome Mapping', 'Complement System Proteins', 'Cytotoxicity Tests, Immunologic', 'Gene Frequency', '*Genes', 'Genetic Linkage', 'HLA Antigens', '*Histocompatibility Antigens/classification', 'Humans', 'Hypersensitivity, Immediate/immunology', 'Immunity, Cellular', 'Isoantigens', 'Leukemia, Lymphoid/immunology', 'Lymphocyte Culture Test, Mixed', 'Membrane Proteins/immunology', 'Mice', 'Models, Biological', 'Spondylitis, Ankylosing/immunology', 'T-Lymphocytes/immunology', 'Whites', 'beta 2-Microglobulin/immunology']",1976/11/11 00:00,1976/11/11 00:01,['1976/11/11 00:00'],"['1976/11/11 00:00 [pubmed]', '1976/11/11 00:01 [medline]', '1976/11/11 00:00 [entrez]']",['10.1038/264145a0 [doi]'],ppublish,Nature. 1976 Nov 11;264(5582):145-52. doi: 10.1038/264145a0.,,,,,,,,,,
136434,NLM,MEDLINE,19770125,20190723,0021-8820 (Print) 0021-8820 (Linking),29,11,1976 Nov,Analogs and conversion products of streptozotocin.,1218-25,"Reduction of the nitroso group in streptozotocin (1a) has led to cyclized products rather than a semicarbazide (1c). Some analogs (1e, 9a, 9b, 9c and 9d) of streptozotocin in which the nitroso group was replaced by other groups have been prepared.","['Wiley, P F', 'McMichael, D L', 'Koert, J M', 'Wiley, V H']","['Wiley PF', 'McMichael DL', 'Koert JM', 'Wiley VH']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Japan,J Antibiot (Tokyo),The Journal of antibiotics,0151115,['5W494URQ81 (Streptozocin)'],IM,"['Acylation', 'Animals', 'Catalysis', 'Cell Line', 'Leukemia L1210/physiopathology', 'Leukemia, Experimental/drug therapy', 'Mice', 'Oxidation-Reduction', 'Streptozocin/*analogs & derivatives/chemical synthesis/pharmacology']",1976/11/01 00:00,1976/11/01 00:01,['1976/11/01 00:00'],"['1976/11/01 00:00 [pubmed]', '1976/11/01 00:01 [medline]', '1976/11/01 00:00 [entrez]']",['10.7164/antibiotics.29.1218 [doi]'],ppublish,J Antibiot (Tokyo). 1976 Nov;29(11):1218-25. doi: 10.7164/antibiotics.29.1218.,,,,,,,,,,
136428,NLM,MEDLINE,19770128,20081121,0017-8470 (Print) 0017-8470 (Linking),27,10,1976 Oct,[Hemosiderin pigmentation in Sezary's syndrome].,492-4,"A 75 year old woman suffering from Sezary syndrome with edemas and excessive pigmentations is presented. In previous observations, pigmentation was caused by melanosis. In our patient it is caused by hemosiderosis. The origin of the pigmentation by a purpura-pigmentosa-progressiva-like mechanism or by the tumor disease itself is discussed.","['Hundeiker, M', 'Loffler, H']","['Hundeiker M', 'Loffler H']",['ger'],"['Case Reports', 'English Abstract', 'Journal Article']",Germany,Hautarzt,"Der Hautarzt; Zeitschrift fur Dermatologie, Venerologie, und verwandte Gebiete",0372755,,IM,"['Aged', 'Dermatitis, Exfoliative/*complications/pathology', 'Edema/complications/etiology', 'Female', 'Hemosiderosis/*complications', 'Humans', 'Leukemia, Lymphoid', 'Lymphatic Diseases/*complications', 'Mycosis Fungoides/*complications', 'Purpura/complications', 'Skin/pathology', 'Skin Diseases/*pathology', 'Skin Neoplasms/complications', 'Syndrome', 'T-Lymphocytes']",1976/10/01 00:00,1976/10/01 00:01,['1976/10/01 00:00'],"['1976/10/01 00:00 [pubmed]', '1976/10/01 00:01 [medline]', '1976/10/01 00:00 [entrez]']",,ppublish,Hautarzt. 1976 Oct;27(10):492-4.,,Hamosiderimpigmentierung beim Sezary-Syndrom,,,,,,,,
136325,NLM,MEDLINE,19770128,20181113,0009-9104 (Print) 0009-9104 (Linking),26,2,1976 Nov,Evidence for immune complexes involving anti-lymphocyte antibodies associated with hypocomplementaemia in chronic lymphocytic leukaemia (CLL).,189-95,"Unmeasurable total haemolytic complement (C) was observed in serum of a patient with untreated chronic lymphocytic leukaemia and recurrent non-hereditary angioedema. Analysis of C components immunochemically demonstrated a marked reduction of C1q and C1s inhibitor, undetectable C1r, C1s and an elevated B. Haemolytic C1, C4 and C2 were less than 5 percent of normal, functional C1s inhibitor was absent. Cryoglobulin and C1q precipitins were present in the serum. Of special interest was the presence of high levels of cold-reactive antilymphocyte antibody, determined by both C-dependent cytotoxicity and indirect immunofluorescence. The antibody exhibited specificities for both autologous lymphocytes and lymphocytes from normal donors; cytotoxic activity for autologous leukaemia cells was removed by absorption with normal isologous tonsil lymphocytes. Specific enrichment of this antibody relative to the serum level was demonstrated in the cryoglobulin and its isolated 19S fractions. Free lymphocyte surface antigen was also demonstrated by gel diffusion using specific rabbit antilymphocyte antiserum. These data strongly suggest the presence of pathogenetically significant circulating complexes of lymphocyte surface antigen and specific antibody in certain patients with CLL.","['Day, N K', 'Winfield, J B', 'Gee, T', 'Winchester, R', 'Teshima, H', 'Kunkel, H G']","['Day NK', 'Winfield JB', 'Gee T', 'Winchester R', 'Teshima H', 'Kunkel HG']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Clin Exp Immunol,Clinical and experimental immunology,0057202,"['0 (Antibodies)', '0 (Antigen-Antibody Complex)', '0 (Antigens)', '0 (Cryoglobulins)', '0 (Immunoglobulin M)', '9007-36-7 (Complement System Proteins)']",IM,"['Angioedema/complications', 'Antibodies', '*Antigen-Antibody Complex', 'Antigens', 'Cell Membrane/immunology', 'Complement System Proteins/*deficiency', 'Cryoglobulins/analysis', 'Cytotoxicity Tests, Immunologic', 'Humans', 'Immune Complex Diseases', 'Immunoglobulin M/analysis', 'Leukemia, Lymphoid/complications/*immunology', 'Lymphocytes/*immunology', 'Male', 'Middle Aged']",1976/11/01 00:00,1976/11/01 00:01,['1976/11/01 00:00'],"['1976/11/01 00:00 [pubmed]', '1976/11/01 00:01 [medline]', '1976/11/01 00:00 [entrez]']",,ppublish,Clin Exp Immunol. 1976 Nov;26(2):189-95.,,,PMC1540857,,,,,,,
136303,NLM,MEDLINE,19770129,20190720,0008-8749 (Print) 0008-8749 (Linking),27,1,1976 Nov,Studies of the mechanisms for the induction of in vivo tumor immunity. I. Induction of primary and secondary cell-mediated cytotoxic responses by adoptive transfer of lymphocytes.,71-81,,"['Ting, C C']",['Ting CC'],['eng'],['Journal Article'],Netherlands,Cell Immunol,Cellular immunology,1246405,"['0 (Antigens, Viral)']",IM,"['Animals', 'Antigens, Viral', 'Cytotoxicity Tests, Immunologic', 'Friend murine leukemia virus/immunology', '*Immunity, Maternally-Acquired', 'Immunization, Passive', 'Leukemia, Experimental/*immunology', 'Lymphocyte Culture Test, Mixed', 'Mice', 'Mice, Inbred C57BL', 'Neoplasm Transplantation', 'T-Lymphocytes/*immunology']",1976/11/01 00:00,1976/11/01 00:01,['1976/11/01 00:00'],"['1976/11/01 00:00 [pubmed]', '1976/11/01 00:01 [medline]', '1976/11/01 00:00 [entrez]']","['0008-8749(76)90155-6 [pii]', '10.1016/0008-8749(76)90155-6 [doi]']",ppublish,Cell Immunol. 1976 Nov;27(1):71-81. doi: 10.1016/0008-8749(76)90155-6.,,,,,,,,,,
136296,NLM,MEDLINE,19770128,20151119,0361-5960 (Print) 0361-5960 (Linking),60,8,1976 Aug,Pharmacology of antitumor agents from higher plants.,1127-39,"Some pharmacologic properties of nine antitumor agents from higher plants are described. The agents are vincristine, vinblastine the epiodophyllotoxin derivatives VM-26 and VP-16-213, maytansine, bruceantin, thalicarpine, camptothecin, and lapachol. When sufficient information is available, the agents are discussed with regard to their antitumor activity, mechanism of action, pharmacologic disposition, structure-activity relationships, and toxicity.","['Sieber, S M', 'Mead, J A', 'Adamson, R H']","['Sieber SM', 'Mead JA', 'Adamson RH']",['eng'],"['Journal Article', 'Review']",United States,Cancer Treat Rep,Cancer treatment reports,7607107,"['0 (Antineoplastic Agents, Phytogenic)', '0 (Aporphines)', '0 (Naphthoquinones)', '0 (Phenanthrenes)', '14083FR882 (Maytansine)', '5J49Q6B70F (Vincristine)', '5V9KLZ54CY (Vinblastine)', '6PLQ3CP4P3 (Etoposide)', '957E6438QA (Teniposide)', 'XT3Z54Z28A (Camptothecin)']",IM,"['Animals', 'Antineoplastic Agents, Phytogenic/isolation & purification/*pharmacology/therapeutic use', 'Aporphines/pharmacology', 'Camptothecin/pharmacology', 'Carcinoma, Squamous Cell/drug therapy/pathology', 'Chemical Phenomena', 'Chemistry', 'Etoposide/pharmacology', 'Humans', 'Leukemia L1210', 'Leukemia, Experimental/drug therapy', 'Leukemia, Lymphoid/drug therapy', 'Maytansine/pharmacology', 'Melanoma/drug therapy', 'Naphthoquinones/isolation & purification/pharmacology', 'Nasopharyngeal Neoplasms/drug therapy/pathology', 'Neoplasms/drug therapy', 'Neoplasms, Experimental/drug therapy', 'Phenanthrenes/isolation & purification/pharmacology', 'Structure-Activity Relationship', 'Teniposide/pharmacology', 'Vinblastine/pharmacology', 'Vincristine/pharmacology']",1976/08/01 00:00,1976/08/01 00:01,['1976/08/01 00:00'],"['1976/08/01 00:00 [pubmed]', '1976/08/01 00:01 [medline]', '1976/08/01 00:00 [entrez]']",,ppublish,Cancer Treat Rep. 1976 Aug;60(8):1127-39.,70,,,,,,,,,
136264,NLM,MEDLINE,19770129,20211203,0007-0971 (Print) 0007-0971 (Linking),70,3,1976 Jul,Tuberculosis after corticosteroid therapy.,195-205,"Fourteen episodes of reactivation of tuberculosis after corticosteroid administration are reported. In most a disease impairing the host defences was present and four were taking additional immunosuppressants. The most common presenting symptoms were productive cough and malaise. Bacteriological diagnosis required bronchoscopy in three cases. Response to antituberculosis therapy was good. Five of the 14 episodes manifested dissemination of pulmonary tuberculosis with four occurring in patients receiving high-dose corticosteroids and other immunosuppressants. No prolongation of sputum conversion time was noted in the patients. The published effects of corticosteroids on the tuberculous state are reviewed. Because INH administration may cause liver damage in a small minority of patients, a reassessment is required of the need for INH chemoprophylaxis when corticosteroids are used in patients with healed tuberculosis.","['Sahn, S A', 'Lakshminarayan, S']","['Sahn SA', 'Lakshminarayan S']",['eng'],"['Case Reports', 'Journal Article']",England,Br J Dis Chest,British journal of diseases of the chest,7511123,"['0 (Adrenal Cortex Hormones)', 'V83O1VOZ8L (Isoniazid)']",IM,"['Adrenal Cortex Hormones/administration & dosage/*adverse effects', 'Adult', 'Aged', 'Airway Obstruction/complications', 'Arthritis, Rheumatoid/complications', 'Dermatitis, Exfoliative/complications', 'Diabetes Mellitus', 'Drug Administration Schedule', 'Eczema/complications', 'Female', 'Humans', 'Immunosuppression Therapy', 'Isoniazid/administration & dosage', 'Kidney Transplantation', 'Leukemia, Lymphoid/complications', 'Lupus Erythematosus, Systemic/complications', 'Male', 'Middle Aged', 'Polyneuropathies/complications', 'Recurrence', 'Transplantation, Homologous', 'Tuberculosis/*chemically induced/complications']",1976/07/01 00:00,1976/07/01 00:01,['1976/07/01 00:00'],"['1976/07/01 00:00 [pubmed]', '1976/07/01 00:01 [medline]', '1976/07/01 00:00 [entrez]']",['10.1016/0007-0971(76)90029-2 [doi]'],ppublish,Br J Dis Chest. 1976 Jul;70(3):195-205. doi: 10.1016/0007-0971(76)90029-2.,,,,,,,,,,
136103,NLM,MEDLINE,19761223,20191028,0084-5353 (Print) 0084-5353 (Linking),86,3,1976 Aug 30,Development of meningeal leukemia in rats by intracerebral or intrameningeal inoculation of the acute transplantable leukemia L 5222.,287-92,An experimental model of meningeal leukemia is developed by intracerebral or intrameningeal inoculation of cells from the transplantable acute rat leukemia L 5222. The histopathological pattern is similar to that observed in central nervous system leukemia in man. The leukemia L 5222 becomes systemic 2 days after intracerebral inoculation.,"['Fiebig, H H', 'Zeller, W J', 'Schmahl, D']","['Fiebig HH', 'Zeller WJ', 'Schmahl D']",['eng'],['Journal Article'],Germany,Z Krebsforsch Klin Onkol Cancer Res Clin Oncol,Zeitschrift fur Krebsforschung und klinische Onkologie. Cancer research and clinical oncology,1276653,,IM,"['Animals', 'Brain Neoplasms/pathology', 'Female', 'Leukemia, Experimental/*pathology', 'Male', '*Meninges', 'Models, Biological', 'Neoplasm Transplantation', 'Rats', 'Spinal Cord Neoplasms/pathology', 'Transplantation, Homologous']",1976/08/30 00:00,1976/08/30 00:01,['1976/08/30 00:00'],"['1976/08/30 00:00 [pubmed]', '1976/08/30 00:01 [medline]', '1976/08/30 00:00 [entrez]']",['10.1007/BF00286947 [doi]'],ppublish,Z Krebsforsch Klin Onkol Cancer Res Clin Oncol. 1976 Aug 30;86(3):287-92. doi: 10.1007/BF00286947.,,,,,,,,,,
136102,NLM,MEDLINE,19761223,20191028,0084-5353 (Print) 0084-5353 (Linking),86,3,1976 Aug 30,"Some new congeners of the anticancer agent 1,3-bis(2-chloroethyl)-1-nitrosourea (BCNU). Synthesis of bifunctional analogs and water soluble derivatives and preliminary evaluation of their chemotherapeutic potential.",279-86,"The synthesis of new analogs of the anticancer agent BCNU is described. It involves the preparation of N-(2-chloroethyl)-N-nitrosocarbamoylazide and its reaction with aliphatic diamines and aminoalcohols to yield 1,1'-polymethylenebis 3-(2-chloroethyl)-3-nitrosoureas and 1-(omega-hydroxyalkyl)-3-(2-chloroethyl-3-nitrosoureas. Screening for chemotherapeutic activities of the newly synthesized nitrosoureas against rat leukemia L 5222 and s.c. Walker carcinosarcoma 256 revealed remarkable differences between individual compounds. The water soluble 1-(2-hydroxyethyl)-3-(2-chloroethyl)-3-nitrousourea was the most active compound of this series, effecting 90% cures in i.p. inoculated L5222 leukemia.","['Eisenbrand, G', 'Fiebig, H H', 'Zeller, W J']","['Eisenbrand G', 'Fiebig HH', 'Zeller WJ']",['eng'],['Journal Article'],Germany,Z Krebsforsch Klin Onkol Cancer Res Clin Oncol,Zeitschrift fur Krebsforschung und klinische Onkologie. Cancer research and clinical oncology,1276653,"['0 (Antineoplastic Agents)', '0 (Nitrosourea Compounds)', '059QF0KO0R (Water)', 'U68WG3173Y (Carmustine)']",IM,"['Animals', 'Antineoplastic Agents/*chemical synthesis/therapeutic use', 'Carcinoma 256, Walker/drug therapy', 'Carmustine/*analogs & derivatives', 'Chemical Phenomena', 'Chemistry', 'Leukemia, Experimental/drug therapy', 'Nitrosourea Compounds/*chemical synthesis/therapeutic use', 'Rats', 'Solubility', 'Water']",1976/08/30 00:00,1976/08/30 00:01,['1976/08/30 00:00'],"['1976/08/30 00:00 [pubmed]', '1976/08/30 00:01 [medline]', '1976/08/30 00:00 [entrez]']",['10.1007/BF00286946 [doi]'],ppublish,Z Krebsforsch Klin Onkol Cancer Res Clin Oncol. 1976 Aug 30;86(3):279-86. doi: 10.1007/BF00286946.,,,,,,,,,,
