PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,PMC,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,AB,OID,RF
5412224,NLM,MEDLINE,19700306,20190727,0041-1132 (Print) 0041-1132 (Linking),10,1,1970 Jan-Feb,Changes in strength of a antigen in children with acute leukemia.,3-5,"['Starling, K A', 'Fernbach, D J']","['Starling KA', 'Fernbach DJ']",['eng'],['Journal Article'],United States,Transfusion,Transfusion,0417360,"['0 (ABO Blood-Group System)', '0 (Antigens)', '0 (Lectins)', 'E7WED276I5 (Mercaptopurine)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['*ABO Blood-Group System', '*Antigens', 'Bone Marrow/immunology', 'Bone Marrow Cells', 'Child', 'Erythrocytes/*immunology', 'Hemagglutination Tests', 'Humans', 'Lectins/pharmacology', 'Leukemia/drug therapy/*immunology/physiopathology', 'Mercaptopurine/therapeutic use', 'Methotrexate/therapeutic use']",,1970/01/01 00:00,1970/01/01 00:01,['1970/01/01 00:00'],"['1970/01/01 00:00 [pubmed]', '1970/01/01 00:01 [medline]', '1970/01/01 00:00 [entrez]']",['10.1111/j.1537-2995.1970.tb00693.x [doi]'],ppublish,Transfusion. 1970 Jan-Feb;10(1):3-5. doi: 10.1111/j.1537-2995.1970.tb00693.x.,,,,
5411311,NLM,MEDLINE,19700304,20190711,0022-3549 (Print) 0022-3549 (Linking),59,1,1970 Jan,Potential antitumor agents. Derivatives of 2-hydrazino-5-nitropyridine.,101-4,"['Prescott, B', 'Caldes, G']","['Prescott B', 'Caldes G']",['eng'],"['Comparative Study', 'Journal Article']",United States,J Pharm Sci,Journal of pharmaceutical sciences,2985195R,"['0 (Antineoplastic Agents)', '0 (Hydrazines)', '0 (Pyridines)']",IM,"['Adenocarcinoma/drug therapy', 'Animals', 'Antineoplastic Agents/*therapeutic use', 'Chemical Phenomena', 'Chemistry', 'Hydrazines/chemical synthesis/therapeutic use/toxicity', 'Leukemia L1210/drug therapy', 'Neoplasms, Experimental/*drug therapy', 'Pyridines/chemical synthesis/*therapeutic use/toxicity', 'Rats', 'Sarcoma 180/drug therapy']",,1970/01/01 00:00,1970/01/01 00:01,['1970/01/01 00:00'],"['1970/01/01 00:00 [pubmed]', '1970/01/01 00:01 [medline]', '1970/01/01 00:00 [entrez]']","['S0022-3549(15)37160-4 [pii]', '10.1002/jps.2600590120 [doi]']",ppublish,J Pharm Sci. 1970 Jan;59(1):101-4. doi: 10.1002/jps.2600590120.,,,,
5410698,NLM,MEDLINE,19700225,20190829,0002-9580 (Print) 0002-9580 (Linking),108,1,1970 Jan,The cooperative clinical research program of the National Cancer Institute.,14-8,"['Foye, L V Jr']",['Foye LV Jr'],['eng'],"['Clinical Trial', 'Controlled Clinical Trial', 'Journal Article']",United States,Am J Roentgenol Radium Ther Nucl Med,"The American journal of roentgenology, radium therapy, and nuclear medicine",7605534,"['0 (Antineoplastic Agents)', '0 (Placebos)']",IM,"['Antineoplastic Agents/therapeutic use', 'Child', 'Humans', 'Kidney Neoplasms/radiotherapy', 'Leukemia/drug therapy', '*National Institutes of Health (U.S.)', '*Neoplasms/drug therapy/radiotherapy', 'Placebos', '*Research', 'United States']",,1970/01/01 00:00,2001/03/28 10:01,['1970/01/01 00:00'],"['1970/01/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1970/01/01 00:00 [entrez]']",['10.2214/ajr.108.1.14 [doi]'],ppublish,Am J Roentgenol Radium Ther Nucl Med. 1970 Jan;108(1):14-8. doi: 10.2214/ajr.108.1.14.,,,,
5410558,NLM,MEDLINE,19700220,20190716,0002-922X (Print) 0002-922X (Linking),119,2,1970 Feb,Sepsis in leukemia and the Shwartzman reaction.,114-6,"['Komp, D M', 'Donaldson, M H']","['Komp DM', 'Donaldson MH']",['eng'],['Journal Article'],United States,Am J Dis Child,American journal of diseases of children (1960),0370471,['0 (Blood Coagulation Factors)'],IM,"['Blood Coagulation Factors/analysis', 'Blood Coagulation Tests', 'Child', 'Humans', 'Leukemia/*complications', 'Sepsis/*etiology', '*Shwartzman Phenomenon']",,1970/02/01 00:00,1970/02/01 00:01,['1970/02/01 00:00'],"['1970/02/01 00:00 [pubmed]', '1970/02/01 00:01 [medline]', '1970/02/01 00:00 [entrez]']",['10.1001/archpedi.1970.02100050116004 [doi]'],ppublish,Am J Dis Child. 1970 Feb;119(2):114-6. doi: 10.1001/archpedi.1970.02100050116004.,,,,
5410155,NLM,MEDLINE,19700214,20190630,0022-3476 (Print) 0022-3476 (Linking),76,1,1970 Jan,Therapy of leukemia during remission.,164-5,"['McElfresh, A E']",['McElfresh AE'],['eng'],['Journal Article'],United States,J Pediatr,The Journal of pediatrics,0375410,"['5J49Q6B70F (Vincristine)', '8N3DW7272P (Cyclophosphamide)', 'E7WED276I5 (Mercaptopurine)', 'EC 3.5.1.1 (Asparaginase)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Acute Disease', 'Asparaginase/therapeutic use', 'Child', 'Cyclophosphamide/therapeutic use', 'Humans', 'Leukemia/*drug therapy', 'Mercaptopurine/therapeutic use', 'Methotrexate/therapeutic use', 'Vincristine/therapeutic use']",,1970/01/01 00:00,1970/01/01 00:01,['1970/01/01 00:00'],"['1970/01/01 00:00 [pubmed]', '1970/01/01 00:01 [medline]', '1970/01/01 00:00 [entrez]']","['S0022-3476(70)80157-3 [pii]', '10.1016/s0022-3476(70)80157-3 [doi]']",ppublish,J Pediatr. 1970 Jan;76(1):164-5. doi: 10.1016/s0022-3476(70)80157-3.,,,,
5410150,NLM,MEDLINE,19700214,20190630,0022-3476 (Print) 0022-3476 (Linking),76,1,1970 Jan,The need for chemotherapy after prolonged complete remission in acute leukemia of childhood.,138-41,"['Krivit, W', 'Gilchrist, G', 'Beatty, E C Jr']","['Krivit W', 'Gilchrist G', 'Beatty EC Jr']",['eng'],"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial']",United States,J Pediatr,The Journal of pediatrics,0375410,"['8N3DW7272P (Cyclophosphamide)', 'E7WED276I5 (Mercaptopurine)', 'VB0R961HZT (Prednisone)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Acute Disease', 'Bone Marrow Examination', 'Child', 'Cyclophosphamide/therapeutic use', 'Humans', 'Leukemia/*drug therapy', 'Mercaptopurine/therapeutic use', 'Methotrexate/therapeutic use', 'Prednisone/therapeutic use']",,1970/01/01 00:00,2001/03/28 10:01,['1970/01/01 00:00'],"['1970/01/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1970/01/01 00:00 [entrez]']","['S0022-3476(70)80147-0 [pii]', '10.1016/s0022-3476(70)80147-0 [doi]']",ppublish,J Pediatr. 1970 Jan;76(1):138-41. doi: 10.1016/s0022-3476(70)80147-0.,,,,
5410147,NLM,MEDLINE,19700214,20190630,0022-3476 (Print) 0022-3476 (Linking),76,1,1970 Jan,Gaucher's cells in acute leukemia of childhood.,129-31,"['Witzleben, C L', 'Drake, W L Jr', 'Sammon, J', 'Mohabbat, O M']","['Witzleben CL', 'Drake WL Jr', 'Sammon J', 'Mohabbat OM']",['eng'],"['Case Reports', 'Journal Article']",United States,J Pediatr,The Journal of pediatrics,0375410,,IM,"['Acute Disease', 'Bone Marrow Cells', 'Child', 'Female', 'Gaucher Disease/*complications/pathology', 'Humans', 'Leukemia/*complications/pathology', 'Liver/pathology', 'Microscopy, Electron']",,1970/01/01 00:00,2001/03/28 10:01,['1970/01/01 00:00'],"['1970/01/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1970/01/01 00:00 [entrez]']","['S0022-3476(70)80144-5 [pii]', '10.1016/s0022-3476(70)80144-5 [doi]']",ppublish,J Pediatr. 1970 Jan;76(1):129-31. doi: 10.1016/s0022-3476(70)80144-5.,,,,
5409917,NLM,MEDLINE,19700205,20041117,0008-4581 (Print) 0008-4581 (Linking),66,1,1970 Jan,No time for fear.,39-40,"['Follett, E']",['Follett E'],['eng'],"['Case Reports', 'Journal Article']",Canada,Can Nurse,The Canadian nurse,0405504,,IM,"['Adolescent', 'Attitude', 'Humans', '*Leukemia', 'Male', '*Terminal Care']",,1970/01/01 00:00,1970/01/01 00:01,['1970/01/01 00:00'],"['1970/01/01 00:00 [pubmed]', '1970/01/01 00:01 [medline]', '1970/01/01 00:00 [entrez]']",,ppublish,Can Nurse. 1970 Jan;66(1):39-40.,,,,
5409693,NLM,MEDLINE,19700202,20041117,0033-7587 (Print) 0033-7587 (Linking),41,1,1970 Jan,Rejoining of single-strand breaks of DNA in cultured mammalian cells.,145-62,"['Sawada, S', 'Okada, S']","['Sawada S', 'Okada S']",['eng'],['Journal Article'],United States,Radiat Res,Radiation research,0401245,"['0 (Antimetabolites)', '0 (DNA, Neoplasm)']",IM,"['Animals', 'Antimetabolites/pharmacology', 'Cell Line', 'Chromosome Aberrations', '*Culture Techniques', 'DNA Replication', 'DNA, Neoplasm/*radiation effects', 'Leukemia, Experimental', 'Mice', '*Radiation Effects', 'Temperature']",,1970/01/01 00:00,1970/01/01 00:01,['1970/01/01 00:00'],"['1970/01/01 00:00 [pubmed]', '1970/01/01 00:01 [medline]', '1970/01/01 00:00 [entrez]']",,ppublish,Radiat Res. 1970 Jan;41(1):145-62.,,,,
5409688,NLM,MEDLINE,19700202,20190617,0028-0836 (Print) 0028-0836 (Linking),225,5227,1970 Jan 3,Transformation of hamster cell lines in vitro by a hamster sarcoma virus.,24-6,"['Zavada, J', 'Macpherson, I']","['Zavada J', 'Macpherson I']",['eng'],['Journal Article'],England,Nature,Nature,0410462,['0 (Culture Media)'],IM,"['Animals', 'Cell Line', '*Cell Transformation, Neoplastic', 'Cricetinae', 'Culture Media', 'Culture Techniques', '*Moloney murine leukemia virus', 'Sarcoma, Experimental/*microbiology', 'Virus Cultivation']",,1970/01/03 00:00,1970/01/03 00:01,['1970/01/03 00:00'],"['1970/01/03 00:00 [pubmed]', '1970/01/03 00:01 [medline]', '1970/01/03 00:00 [entrez]']",['10.1038/225024a0 [doi]'],ppublish,Nature. 1970 Jan 3;225(5227):24-6. doi: 10.1038/225024a0.,,,,
5409251,NLM,MEDLINE,19711105,20041117,0048-8364 (Print) 0048-8364 (Linking),35,,1969,[Mixed forms and mutant cases of neoplastic diseases of the hemopoietic tissues: proof of the uniqueness of their nature].,2-18,"['Bufano, M']",['Bufano M'],['ita'],['Journal Article'],Italy,Riv Anat Patol Oncol,Rivista di anatomia patologica e di oncologia,0404350,,IM,"['*Hodgkin Disease', 'Humans', '*Leukemia', '*Lymphoma', '*Lymphoma, Non-Hodgkin', '*Multiple Myeloma']",,1969/01/01 00:00,1969/01/01 00:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '1969/01/01 00:01 [medline]', '1969/01/01 00:00 [entrez]']",,ppublish,Riv Anat Patol Oncol. 1969;35:2-18.,Le forme miste e la casistica mutante delle malattie neoplastiche dei tessuti emopoietici: prove dell'unicita della loro essenza.,,,
5409250,NLM,MEDLINE,19711030,20061115,0003-5637 (Print) 0003-5637 (Linking),14,3,1969,[Antineoplastic effect of the antibiotics rubomycin B and C in experimental conditions].,249-54,"['Shorin, V A', 'Rossolimo, O K', 'Sokolov, I K']","['Shorin VA', 'Rossolimo OK', 'Sokolov IK']",['rus'],"['Comparative Study', 'Journal Article']",Russia (Federation),Antibiotiki,Antibiotiki,0375020,"['0 (Antibiotics, Antineoplastic)']",IM,"['Animals', 'Antibiotics, Antineoplastic/administration & dosage/*therapeutic use', 'Ascites/drug therapy', 'Carcinoma/drug therapy', 'Carcinoma, Ehrlich Tumor/drug therapy', 'Depression, Chemical', 'Injections, Intravenous', 'Leukemia, Experimental/drug therapy', 'Lymphoma, Non-Hodgkin/drug therapy', 'Mice', 'Neoplasms, Experimental/*drug therapy', 'Organ Size', 'Sarcoma 180/drug therapy', 'Sarcoma 37/drug therapy', 'Spleen/anatomy & histology']",,1969/01/01 00:00,1969/01/01 00:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '1969/01/01 00:01 [medline]', '1969/01/01 00:00 [entrez]']",,ppublish,Antibiotiki. 1969;14(3):249-54.,Protivoopukholevia aktivnost' antibiotikov rubomitsinov B i C v eksperimente.,,,
5409094,NLM,MEDLINE,19710720,20151119,0004-0193 (Print) 0004-0193 (Linking),25,6,1969 Nov-Dec,[Effects of azathioprine on fructose-induced hyperuricemia].,489-94,"['Giordano, G', 'Caraceni, C E', 'Marugo, M', 'Scopinaro, N']","['Giordano G', 'Caraceni CE', 'Marugo M', 'Scopinaro N']",['ita'],['Journal Article'],Italy,Arch Maragliano Patol Clin,"Archivio ""E. Maragliano"" di patologia e clinica",2985161R,"['268B43MJ25 (Uric Acid)', '30237-26-4 (Fructose)', 'MRK240IY2L (Azathioprine)']",IM,"['Adult', 'Azathioprine/*therapeutic use', 'Female', '*Fructose/adverse effects', 'Glomerulonephritis/drug therapy', 'Humans', 'Leukemia/drug therapy', 'Male', 'Middle Aged', 'Neoplasms/drug therapy', 'Uric Acid/*blood']",,1969/11/01 00:00,1969/11/01 00:01,['1969/11/01 00:00'],"['1969/11/01 00:00 [pubmed]', '1969/11/01 00:01 [medline]', '1969/11/01 00:00 [entrez]']",,ppublish,Arch Maragliano Patol Clin. 1969 Nov-Dec;25(6):489-94.,Effetto della azathioprine sull'iperuricemia da fruttoso.,,,
5408957,NLM,MEDLINE,19710510,20080225,0300-1318 (Print) 0300-1318 (Linking),44,7,1969 Jul,[Diffuse cutaneous mastocytosis with leukemic evolution].,333-7,"['Piovano, P B', 'Strani, G F', 'Sartoris, S']","['Piovano PB', 'Strani GF', 'Sartoris S']",['ita'],['Journal Article'],Italy,G Ital Dermatol Minerva Dermatol,Giornale italiano di dermatolotia. Minerva dermatologica,0353523,,IM,"['Humans', 'Leukemia/*etiology', 'Male', 'Middle Aged', 'Urticaria Pigmentosa/*complications']",,1969/07/01 00:00,1969/07/01 00:01,['1969/07/01 00:00'],"['1969/07/01 00:00 [pubmed]', '1969/07/01 00:01 [medline]', '1969/07/01 00:00 [entrez]']",,ppublish,G Ital Dermatol Minerva Dermatol. 1969 Jul;44(7):333-7.,Mastocitosi cutanea diffusa con evoluzione leucemica.,,,
5408821,NLM,MEDLINE,19701206,20071115,0003-9055 (Print) 0003-9055 (Linking),23,4,1969,[Diagnosis and control of bovine enzootic leucosis. 2. Development of the total lymphocyte count in spontaneous and experimentally induced leucosis].,775-82,"['Wittmann, W', 'Seils, H']","['Wittmann W', 'Seils H']",['ger'],['Journal Article'],Germany,Arch Exp Veterinarmed,Archiv fur experimentelle Veterinarmedizin,0372410,,IM,"['Animals', 'Blood Cell Count', 'Cattle', 'Cattle Diseases/blood/*diagnosis', 'Leukemia, Lymphoid/blood/diagnosis/veterinary', '*Lymphocytes', 'Lymphocytosis/diagnosis', 'Lymphoma, Non-Hodgkin/blood/diagnosis/etiology/*veterinary']",,1969/01/01 00:00,1969/01/01 00:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '1969/01/01 00:01 [medline]', '1969/01/01 00:00 [entrez]']",,ppublish,Arch Exp Veterinarmed. 1969;23(4):775-82.,Beitrage zur Diagnose und Bekampfung der enzootischen Rinderleukose. 2. Die Entwicklung der Lymphozytengesamtzahl bei spontaner und experimentell induzierter Rinderleukose.,,,
5408820,NLM,MEDLINE,19701206,20071115,0003-9055 (Print) 0003-9055 (Linking),23,4,1969,"[Diagnosis and control of bovine enzootic leucosis. 1. Development of the total lymphocyte count in clinically healthy cattle, hematologically negative for leucosis, from affected herds].",765-73,"['Seils, H', 'Wittmann, W']","['Seils H', 'Wittmann W']",['ger'],['Journal Article'],Germany,Arch Exp Veterinarmed,Archiv fur experimentelle Veterinarmedizin,0372410,,IM,"['Animals', 'Blood Cell Count', 'Cattle', 'Cattle Diseases/blood/*diagnosis', 'Leukemia, Lymphoid/blood/*veterinary', '*Lymphocytes', 'Lymphocytosis/diagnosis', 'Lymphoma, Non-Hodgkin/veterinary']",,1969/01/01 00:00,1969/01/01 00:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '1969/01/01 00:01 [medline]', '1969/01/01 00:00 [entrez]']",,ppublish,Arch Exp Veterinarmed. 1969;23(4):765-73.,Beitrage zur Diagnose und Bekampfung der enzootischen Rinderleukosse. 1. Die Entwicklung der Lymphozytengesamtzahl bei klinisch gesunden und hamatologisch leukoseunverdachtigen Rindern aus Bestanden mit Leukose.,,,
5408722,NLM,MEDLINE,19720501,20131121,0033-491X (Print) 0033-491X (Linking),24,11,1969 Nov-Dec,[Acute hemocytoblastic leukosis and pregnancy].,753-62,"['Vertova, A', 'Morandi, C']","['Vertova A', 'Morandi C']",['ita'],['Journal Article'],Italy,Quad Clin Ostet Ginecol,Quaderni di clinica ostetrica e ginecologica,0401026,"['0 (Folic Acid Antagonists)', 'VB0R961HZT (Prednisone)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Adult', 'Blood Transfusion', 'Female', 'Folic Acid Antagonists/administration & dosage', 'Humans', 'Infant, Newborn', 'Infant, Premature', '*Leukemia/therapy', 'Methotrexate/administration & dosage', 'Obstetric Labor, Premature', 'Prednisone/administration & dosage', 'Pregnancy', '*Pregnancy Complications, Hematologic']",,1969/11/01 00:00,1969/11/01 00:01,['1969/11/01 00:00'],"['1969/11/01 00:00 [pubmed]', '1969/11/01 00:01 [medline]', '1969/11/01 00:00 [entrez]']",,ppublish,Quad Clin Ostet Ginecol. 1969 Nov-Dec;24(11):753-62.,Leucosi acuta emocitoblastica e gravidanza.,,,
5408620,NLM,MEDLINE,19711014,20190707,0014-4827 (Print) 0014-4827 (Linking),58,2,1969 Dec,Biological action of ultrasound in relation to the cell cycle.,443-4,"['Clarke, P R', 'Hill, C R']","['Clarke PR', 'Hill CR']",['eng'],['Journal Article'],United States,Exp Cell Res,Experimental cell research,0373226,,IM,"['Animals', 'Cell Line', 'Cell Survival', '*Culture Techniques', 'Leukemia', 'Mice', '*Mitosis', 'Time Factors', '*Ultrasonics']",,1969/12/01 00:00,1969/12/01 00:01,['1969/12/01 00:00'],"['1969/12/01 00:00 [pubmed]', '1969/12/01 00:01 [medline]', '1969/12/01 00:00 [entrez]']",['10.1016/0014-4827(69)90529-1 [doi]'],ppublish,Exp Cell Res. 1969 Dec;58(2):443-4. doi: 10.1016/0014-4827(69)90529-1.,,,,
5408170,NLM,MEDLINE,19710330,20121115,0004-0274 (Print) 0004-0274 (Linking),26,5,1969 May-Aug,[Search for autoantibodies in children with leukemia during the remission phase].,394-401,"['Menghetti, E', 'Orvieto, G', 'Mencarini, L']","['Menghetti E', 'Orvieto G', 'Mencarini L']",['ita'],['Journal Article'],Italy,Arch Ital Pediatr Pueric,Archivio italiano di pediatria e puericoltura,0372446,['0 (Autoantibodies)'],IM,"['Autoantibodies/*analysis', 'Child', 'Child, Preschool', 'Coombs Test', 'Humans']",,1969/05/01 00:00,1969/05/01 00:01,['1969/05/01 00:00'],"['1969/05/01 00:00 [pubmed]', '1969/05/01 00:01 [medline]', '1969/05/01 00:00 [entrez]']",,ppublish,Arch Ital Pediatr Pueric. 1969 May-Aug;26(5):394-401.,Ricerca di autoanticorpi in bambini affetti da leucemia in fase di remissione.,,,
5408141,NLM,MEDLINE,19710324,20041117,0034-8376 (Print) 0034-8376 (Linking),21,4,1969 Oct-Dec,[Cytogenetic study of patients with chronic granulocytic leukemia].,445-53,"['Cobo, A', 'Lisker, R', 'Zenzes, M T', 'Pizzuto, J', 'Castro, J', 'Gonzalez Llaven, J']","['Cobo A', 'Lisker R', 'Zenzes MT', 'Pizzuto J', 'Castro J', 'Gonzalez Llaven J']",['spa'],['Journal Article'],Mexico,Rev Invest Clin,Revista de investigacion clinica; organo del Hospital de Enfermedades de la Nutricion,9421552,,IM,"['Adult', '*Chromosome Aberrations', '*Chromosome Disorders', 'Cytogenetics', 'Humans']",,1969/10/01 00:00,1969/10/01 00:01,['1969/10/01 00:00'],"['1969/10/01 00:00 [pubmed]', '1969/10/01 00:01 [medline]', '1969/10/01 00:00 [entrez]']",,ppublish,Rev Invest Clin. 1969 Oct-Dec;21(4):445-53.,Estudios citogeneticos en leucemia granulocitica cronica.,,,
5407858,NLM,MEDLINE,19701210,20031114,0026-9263 (Print) 0026-9263 (Linking),24,21,1969 Nov 1,[Comparative studies on the value of various hematological diagnostic methods used in diagnosis of bovine leukosis].,818-21,"['Mieth, K', 'Schluter, H', 'Steinberg, B']","['Mieth K', 'Schluter H', 'Steinberg B']",['ger'],['Journal Article'],Germany,Monatsh Veterinarmed,Monatshefte fur Veterinarmedizin,2984796R,,IM,"['Age Factors', 'Animals', 'Cattle', 'Cattle Diseases/blood/*diagnosis', 'Leukemia/blood/diagnosis/*veterinary', '*Leukocyte Count', 'Leukocytosis/diagnosis', 'Methods']",,1969/11/01 00:00,1969/11/01 00:01,['1969/11/01 00:00'],"['1969/11/01 00:00 [pubmed]', '1969/11/01 00:01 [medline]', '1969/11/01 00:00 [entrez]']",,ppublish,Monatsh Veterinarmed. 1969 Nov 1;24(21):818-21.,Vergleichsuntersuchungen zur Bewertung der verschiedenen hamatologischen Beurteilungsverfahren in der LEUKOSEDIAGNOSTIK DER Rinder.,,,
5407823,NLM,MEDLINE,19701209,20031114,0026-9263 (Print) 0026-9263 (Linking),24,19,1969 Oct 1,[The relation between milk production and enzootic bovine leukosis. 1. Milk production and hematologic leukosis].,728-32,"['Meisinger, G', 'Meisinger, G']","['Meisinger G', 'Meisinger G']",['ger'],['Journal Article'],Germany,Monatsh Veterinarmed,Monatshefte fur Veterinarmedizin,2984796R,['0 (Lipids)'],IM,"['Animals', 'Cattle', 'Cattle Diseases/blood/*physiopathology', 'Female', '*Lactation', 'Leukemia/blood/physiopathology/*veterinary', 'Lipids/analysis', 'Milk/analysis', 'Pregnancy']",,1969/10/01 00:00,1969/10/01 00:01,['1969/10/01 00:00'],"['1969/10/01 00:00 [pubmed]', '1969/10/01 00:01 [medline]', '1969/10/01 00:00 [entrez]']",,ppublish,Monatsh Veterinarmed. 1969 Oct 1;24(19):728-32.,Untersuchungen uber Zusammenhange zwischen der Milchleistung und der Erkrankung an enzootischer Rinderleukose. 1. Milchleistung und hamatologische Leukose.,,,
5407809,NLM,MEDLINE,19701206,20031114,0017-6575 (Print) 0017-6575 (Linking),12,3,1969 Jul-Dec,Proliferative diseases of the lymphatic system.,299-303,"['Hayhoe, F G']",['Hayhoe FG'],['eng'],['Journal Article'],Italy,Haematol Lat,Haematologica Latina,0373001,['0 (Antibodies)'],IM,"['Animals', 'Antibodies', 'Bursa of Fabricius/immunology', 'Hypersensitivity, Delayed/immunology', 'Immunity, Cellular', 'Leukemia/immunology', 'Lymph Nodes/immunology', '*Lymphatic Diseases/classification/immunology', 'Lymphocytes/immunology', 'Lymphoma/*classification/complications', 'Thymus Gland/immunology', 'Transplantation Immunology']",,1969/07/01 00:00,1969/07/01 00:01,['1969/07/01 00:00'],"['1969/07/01 00:00 [pubmed]', '1969/07/01 00:01 [medline]', '1969/07/01 00:00 [entrez]']",,ppublish,Haematol Lat. 1969 Jul-Dec;12(3):299-303.,,,,
