PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,MH,RF,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,GR,SI,TT,PMC,CIN,EIN,OID,LID
3215464,NLM,MEDLINE,19890306,20200713,0234-5730 (Print) 0234-5730 (Linking),33,9,1988 Sep,[Patterns of change in natural cytotoxicity of mononuclear cells in chronic lymphocytic leukemia].,20-3,,"['Glazanova, T V']",['Glazanova TV'],,['rus'],"['English Abstract', 'Journal Article']",Russia (Federation),Gematol Transfuziol,Gematologiia i transfuziologiia,8301796,IM,"['Cytotoxicity, Immunologic', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*immunology', 'Leukocytes, Mononuclear/*immunology']",,1988/09/01 00:00,1988/09/01 00:01,['1988/09/01 00:00'],"['1988/09/01 00:00 [pubmed]', '1988/09/01 00:01 [medline]', '1988/09/01 00:00 [entrez]']",,ppublish,Gematol Transfuziol. 1988 Sep;33(9):20-3.,,,,Zakonomernosti izmeneniia estestvennoi tsitotoksichnosti mononuklearnykh kletok pri khronicheskom limfoleikoze.,,,,,
3215056,NLM,MEDLINE,19890306,20190828,0070-217X (Print) 0070-217X (Linking),141,,1988,The pathogenesis of tumors induced by helper virus-free Abelson murine leukemia virus.,50-7,,"['Green, P L', 'Kaehler, D', 'Risser, R']","['Green PL', 'Kaehler D', 'Risser R']",,['eng'],['Journal Article'],Germany,Curr Top Microbiol Immunol,Current topics in microbiology and immunology,0110513,IM,"['Abelson murine leukemia virus', 'Animals', 'Helper Viruses', 'Leukemia, Experimental/*etiology', 'Mice', 'Oncogenes', 'Preleukemia/etiology']",,1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",['10.1007/978-3-642-74006-0_8 [doi]'],ppublish,Curr Top Microbiol Immunol. 1988;141:50-7. doi: 10.1007/978-3-642-74006-0_8.,,,,,,,,,
3215049,NLM,MEDLINE,19890306,20190828,0070-217X (Print) 0070-217X (Linking),141,,1988,Differentiation associated c-myc expression in phorbol ester and lymphokine stimulated B-type chronic lymphocytic leukemia cells.,172-80,,"['Nilsson, K', 'Bjorkland, A', 'Carlsson, M', 'Larsson, L G', 'Funa, K', 'Totterman, T']","['Nilsson K', 'Bjorkland A', 'Carlsson M', 'Larsson LG', 'Funa K', 'Totterman T']",,['eng'],['Journal Article'],Germany,Curr Top Microbiol Immunol,Current topics in microbiology and immunology,0110513,IM,"['Cell Differentiation/drug effects', 'DNA, Neoplasm/biosynthesis', 'Humans', 'Leukemia, B-Cell/*genetics', 'Lymphokines/pharmacology', '*Proto-Oncogenes', 'Tetradecanoylphorbol Acetate/pharmacology', 'Tumor Cells, Cultured']",,1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",['10.1007/978-3-642-74006-0_23 [doi]'],ppublish,Curr Top Microbiol Immunol. 1988;141:172-80. doi: 10.1007/978-3-642-74006-0_23.,"['0 (DNA, Neoplasm)', '0 (Lymphokines)', 'NI40JAQ945 (Tetradecanoylphorbol Acetate)']",,,,,,,,
3215018,NLM,MEDLINE,19890301,20190912,0169-2607 (Print) 0169-2607 (Linking),27,3,1988 Nov-Dec,Microcomputer-assisted univariate survival data analysis using Kaplan-Meier life table estimators.,223-8,"We describe a microcomputer program (KMSURV) for exploratory univariate statistical analysis of survival data which is directly applicable to the evaluation of clinical trials and to retrospective epidemiological studies of hospital registry-based data. The program calculates life-table-like information based on Kaplan-Meier's product-limit estimators of the survivorship function S(t) and provides summary measures of average survival times. In addition, two non-parametric tests for the comparison of survival distributions are performed. A report-quality, high resolution plot of the S(t) estimates for all groups being compared complements each set of analyses. KMSURV is not a simple adaptation of a mainframe statistical analysis package and, thus, it utilizes efficiently the interactive environment which is inherent in microcomputing.","['Campos-Filho, N', 'Franco, E L']","['Campos-Filho N', 'Franco EL']","['Epidemiology and Biostatistics Unit, Ludwig Institute for Cancer Research, Sao Paulo, Brazil.']",['eng'],['Journal Article'],Ireland,Comput Methods Programs Biomed,Computer methods and programs in biomedicine,8506513,IM,"['Actuarial Analysis/*methods', '*Data Interpretation, Statistical', 'Humans', 'Leukemia/mortality', '*Mathematical Computing', '*Microcomputers', '*Numerical Analysis, Computer-Assisted', 'Programming Languages']",,1988/11/01 00:00,1988/11/01 00:01,['1988/11/01 00:00'],"['1988/11/01 00:00 [pubmed]', '1988/11/01 00:01 [medline]', '1988/11/01 00:00 [entrez]']","['0169-2607(88)90086-7 [pii]', '10.1016/0169-2607(88)90086-7 [doi]']",ppublish,Comput Methods Programs Biomed. 1988 Nov-Dec;27(3):223-8. doi: 10.1016/0169-2607(88)90086-7.,,,,,,,,,
3214960,NLM,MEDLINE,19890306,20190828,0307-6938 (Print) 0307-6938 (Linking),13,2,1988 Mar,Skin and bone necrosis following ecthyma gangrenosum in acute leukaemia--report of three cases.,78-81,,"['Koriech, O M', 'Al-Dash, F Z']","['Koriech OM', 'Al-Dash FZ']",,['eng'],"['Case Reports', 'Journal Article']",England,Clin Exp Dermatol,Clinical and experimental dermatology,7606847,IM,"['Child', 'Ecthyma/*complications', 'Female', 'Gangrene', 'Humans', 'Leukemia, Myeloid, Acute/*complications', 'Necrosis/etiology', 'Nose/*pathology', 'Opportunistic Infections/*complications', 'Osteonecrosis/*etiology', 'Pseudomonas Infections/*complications', 'Skin/*pathology']",,1988/03/01 00:00,1988/03/01 00:01,['1988/03/01 00:00'],"['1988/03/01 00:00 [pubmed]', '1988/03/01 00:01 [medline]', '1988/03/01 00:00 [entrez]']",['10.1111/j.1365-2230.1988.tb00662.x [doi]'],ppublish,Clin Exp Dermatol. 1988 Mar;13(2):78-81. doi: 10.1111/j.1365-2230.1988.tb00662.x.,,,,,,,,,
3214264,NLM,MEDLINE,19890214,20131121,0003-9993 (Print) 0003-9993 (Linking),69,12,1988 Dec,Paraplegia and quadriplegia after intrathecal chemotherapy.,1054-6,"Transient or permanent paraplegia after the use of intrathecal (IT) methotrexate (MTX) or cytosine arabinoside (Ara-C) for treatment or prophylaxis of patients with meningeal leukemia is an unusual complication, with an incidence of less than 3% among such patients. Only 15 cases involving IT MTX have been documented and even fewer with IT Ara-C. Three patients were studied who developed permanent or ascending myelopathy from treatment of their leukemia or rhabdomyosarcoma with IT chemotherapy. The patients' ages ranged from 7 to 62 years. Two of the three patients had electromyographic examinations. These revealed a primary motor neuron degeneration or a polyradiculopathy, superimposed on a mild axonal peripheral neuropathy associated with vincristine therapy. This is consistent with other electromyographic studies. Two of the patients showed an elevation of the cerebral spinal fluid (CSF) protein before development of paraplegia; one also showed a rise in myelin basic protein associated with his myelopathy. Neuropathologic findings suggest demyelination as the primary process leading to myelopathy. Increasing evidence has shown that total CSF protein, or more specifically, the myelin basic protein, may be elevated before development of paraplegia. Routine serial testing of the CSF for total protein could be used as a screening test during therapy.","['Werner, R A']",['Werner RA'],"['Department of PM&R, University of Michigan Medical Center, Ann Arbor 48109-0042.']",['eng'],"['Case Reports', 'Journal Article']",United States,Arch Phys Med Rehabil,Archives of physical medicine and rehabilitation,2985158R,IM,"['Adult', 'Child', 'Cytarabine/administration & dosage/adverse effects', 'Female', 'Humans', 'Injections, Spinal/*adverse effects', 'Leukemia, Lymphoid/drug therapy', 'Male', 'Methotrexate/administration & dosage/adverse effects', 'Middle Aged', 'Paraplegia/*etiology', 'Quadriplegia/*etiology', 'Rhabdomyosarcoma/drug therapy/radiotherapy']",,1988/12/01 00:00,1988/12/01 00:01,['1988/12/01 00:00'],"['1988/12/01 00:00 [pubmed]', '1988/12/01 00:01 [medline]', '1988/12/01 00:00 [entrez]']",,ppublish,Arch Phys Med Rehabil. 1988 Dec;69(12):1054-6.,"['04079A1RDZ (Cytarabine)', 'YL5FZ2Y5U1 (Methotrexate)']",,,,,,,,
3214047,NLM,MEDLINE,19890221,20071115,0302-4342 (Print) 0302-4342 (Linking),29 Suppl 34,,1988 Oct,[Intensification of chemotherapy in maintenance therapy and in periodic reinduction of remission in high-risk childhood ALL].,94-8,,"['Indiano, J M', 'Echaniz, I', 'Humayor, J', 'Delgado, A']","['Indiano JM', 'Echaniz I', 'Humayor J', 'Delgado A']","['Universidad del Pais Vasco, Departamento de Pediatria, Hospital de Basurto, Bilbao.']",['spa'],['Journal Article'],Spain,An Esp Pediatr,Anales espanoles de pediatria,0420463,IM,"['Adolescent', 'Antineoplastic Combined Chemotherapy Protocols/administration & dosage/adverse effects/*therapeutic use', 'Child', 'Child, Preschool', 'Clinical Protocols', 'Female', 'Humans', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy', 'Remission Induction', 'Risk Factors']",,1988/10/01 00:00,1988/10/01 00:01,['1988/10/01 00:00'],"['1988/10/01 00:00 [pubmed]', '1988/10/01 00:01 [medline]', '1988/10/01 00:00 [entrez]']",,ppublish,An Esp Pediatr. 1988 Oct;29 Suppl 34:94-8.,,,,Intensificacion de la quimioterapia en la terapeutica de mantenimiento y en las reinducciones periodicas en la LAL de alto riesgo infantil.,,,,,
3214046,NLM,MEDLINE,19890221,20131121,0302-4342 (Print) 0302-4342 (Linking),29 Suppl 34,,1988 Oct,"[Cytosine arabinoside and VM-26 in induction treatment, failures and recurrences of childhood acute lymphoblastic leukemias].",91-3,,"['Navajas Gutierrez, A', 'Bezanilla Regato, J L', 'Moya Calderon, E', 'Pinan, M A']","['Navajas Gutierrez A', 'Bezanilla Regato JL', 'Moya Calderon E', 'Pinan MA']","['Hospital Infantil de Cruces, Departamento de Pediatria, Universidad del Pais Vasco, Facultad de Medicina.']",['spa'],['Journal Article'],Spain,An Esp Pediatr,Anales espanoles de pediatria,0420463,IM,"['Child', 'Child, Preschool', 'Cytarabine/*therapeutic use', 'Drug Combinations', 'Female', 'Humans', 'Male', 'Podophyllotoxin/*analogs & derivatives', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy', 'Recurrence', 'Remission Induction', 'Risk Factors', 'Teniposide/*therapeutic use']",,1988/10/01 00:00,1988/10/01 00:01,['1988/10/01 00:00'],"['1988/10/01 00:00 [pubmed]', '1988/10/01 00:01 [medline]', '1988/10/01 00:00 [entrez]']",,ppublish,An Esp Pediatr. 1988 Oct;29 Suppl 34:91-3.,"['0 (Drug Combinations)', '04079A1RDZ (Cytarabine)', '957E6438QA (Teniposide)', 'L36H50F353 (Podophyllotoxin)']",,,"Citosin arabinosido y VM-26 en el tratamiento de induccion, fracasos y recidivas de las leucemias linfoblasticas aguda infantiles.",,,,,
3214045,NLM,MEDLINE,19890221,20071115,0302-4342 (Print) 0302-4342 (Linking),29 Suppl 34,,1988 Oct,[High-risk acute lymphoblastic leukemia. Results of a diagnostic-therapeutic protocol].,89-91,,"['Castell, V', 'Verdaguer, A', 'Ferris, J', 'Piqueras, A I', 'Fernandez, J M']","['Castell V', 'Verdaguer A', 'Ferris J', 'Piqueras AI', 'Fernandez JM']","['Seccion Oncologia Pediatrica, Hospital Infantil La Fe, Valencia.']",['spa'],['Journal Article'],Spain,An Esp Pediatr,Anales espanoles de pediatria,0420463,IM,"['Antineoplastic Agents/*therapeutic use', 'Child', 'Child, Preschool', 'Clinical Protocols', 'Humans', 'Infant', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/diagnosis/*drug therapy', 'Risk Factors']",,1988/10/01 00:00,1988/10/01 00:01,['1988/10/01 00:00'],"['1988/10/01 00:00 [pubmed]', '1988/10/01 00:01 [medline]', '1988/10/01 00:00 [entrez]']",,ppublish,An Esp Pediatr. 1988 Oct;29 Suppl 34:89-91.,['0 (Antineoplastic Agents)'],,,Leucemia linfoblastica aguda de alto riesgo. Resultados de un protocolo diagnostico-terapeutico.,,,,,
3214044,NLM,MEDLINE,19890221,20071115,0302-4342 (Print) 0302-4342 (Linking),29 Suppl 34,,1988 Oct,Intensified chemotherapy for childhood lymphoblastic leukemia: modifications and results of induction treatment in St. Jude Study XI.,83-8,"The value of intensified chemotherapy for improving event-free survival rates in childhood lymphoblastic leukemia (ALL) is now widely accepted among leukemia therapists. Still to be determined are (1) the optimal method of intensification, (2) the subset or subsets of patients for whom such treatment may be excessive, and (3) whether or not cure rates in ALL can be further improved by alternative approaches to intensification. St. Jude Total Therapy Study XI, based on predictions of the Goldie-Coldmand model of drug resistance, addresses some of these questions by use of rotational ""non-cross-resistant"" drug pairs throughout the course of therapy. A new method of risk classification has been developed to refine distinctions among prognostic subgroups, especially to identify patients with biologically unfavorable ALL. Unacceptable toxicity noted in the first 134 children enrolled in this study led to two protocol modifications. One hundred thirty-two patients have been treated subsequently without undue toxicity. The treatment is now being delivered safely. Our early experience with this regimen demonstrates some of the hazards of intensive multidrug combination treatment, but gains in leukemia control appear to justify this approach.","['Rivera, G K', 'Kalwinsky, D K', 'Mirro, J', 'Pui, C H', 'Abromowitch, M', 'Ochs, J', 'Furman, W', 'Santana, V', 'Look, A T', 'Dow, L W']","['Rivera GK', 'Kalwinsky DK', 'Mirro J', 'Pui CH', 'Abromowitch M', 'Ochs J', 'Furman W', 'Santana V', 'Look AT', 'Dow LW', 'et al.']","[""St. Jude Children's Research Hospital, Department of Hematology-Oncology, Memphis, Tennessee, 38015.""]",['eng'],['Journal Article'],Spain,An Esp Pediatr,Anales espanoles de pediatria,0420463,IM,"['Antineoplastic Agents/adverse effects/*therapeutic use', 'Child', 'Child, Preschool', 'Clinical Protocols', 'Humans', 'Infant', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy', 'Remission Induction', 'Risk Factors']",,1988/10/01 00:00,1988/10/01 00:01,['1988/10/01 00:00'],"['1988/10/01 00:00 [pubmed]', '1988/10/01 00:01 [medline]', '1988/10/01 00:00 [entrez]']",,ppublish,An Esp Pediatr. 1988 Oct;29 Suppl 34:83-8.,['0 (Antineoplastic Agents)'],,,,,,,,
3214043,NLM,MEDLINE,19890221,20171116,0302-4342 (Print) 0302-4342 (Linking),29 Suppl 34,,1988 Oct,Treatment of high-risk acute lymphoblastic leukemia with protocols PETHEMA LAL 7/78 and LAL 17/84.,72-83,,"['Ortega, J J', 'Javier, G', 'Olive, T']","['Ortega JJ', 'Javier G', 'Olive T']","[""Hospital Infantil Vall d'Hebron, Autonomous University of Barcelona.""]",['eng'],['Journal Article'],Spain,An Esp Pediatr,Anales espanoles de pediatria,0420463,IM,"['Adolescent', 'Antineoplastic Agents/administration & dosage/*therapeutic use', 'Asparaginase/administration & dosage/therapeutic use', 'Child', 'Child, Preschool', 'Clinical Protocols', 'Cytarabine/administration & dosage/therapeutic use', 'Daunorubicin/administration & dosage/therapeutic use', 'Female', 'Humans', 'Infant', 'Male', 'Mercaptopurine/therapeutic use', 'Methotrexate/administration & dosage/therapeutic use', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy', 'Prednisolone/administration & dosage/therapeutic use', 'Vincristine/administration & dosage/therapeutic use']",,1988/10/01 00:00,1988/10/01 00:01,['1988/10/01 00:00'],"['1988/10/01 00:00 [pubmed]', '1988/10/01 00:01 [medline]', '1988/10/01 00:00 [entrez]']",,ppublish,An Esp Pediatr. 1988 Oct;29 Suppl 34:72-83.,"['0 (Antineoplastic Agents)', '04079A1RDZ (Cytarabine)', '5J49Q6B70F (Vincristine)', '9PHQ9Y1OLM (Prednisolone)', 'E7WED276I5 (Mercaptopurine)', 'EC 3.5.1.1 (Asparaginase)', 'YL5FZ2Y5U1 (Methotrexate)', 'ZS7284E0ZP (Daunorubicin)']",,,,,,,,
3214042,NLM,MEDLINE,19890221,20071115,0302-4342 (Print) 0302-4342 (Linking),29 Suppl 34,,1988 Oct,[Our experience in the treatment of acute lymphoblastic leukemias (ALL) having different risk levels with the BFM-83 therapeutic protocol].,68-72,,"['Bernacer, M', 'Aracil, J', 'Contra, T', 'Gil, C', 'Lopez, J', 'Lopez-Ibor, B', 'Martin, N', 'Melero, C', 'Valverde, F', 'Vecilla, C']","['Bernacer M', 'Aracil J', 'Contra T', 'Gil C', 'Lopez J', 'Lopez-Ibor B', 'Martin N', 'Melero C', 'Valverde F', 'Vecilla C']","['Fundacion Jimenez Diaz, Servicio de Pediatria, Madrid.']",['spa'],['Journal Article'],Spain,An Esp Pediatr,Anales espanoles de pediatria,0420463,IM,"['Antineoplastic Agents/*therapeutic use', 'Child', 'Child, Preschool', 'Clinical Protocols', 'Female', 'Humans', 'Infant', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy', 'Risk Factors']",,1988/10/01 00:00,1988/10/01 00:01,['1988/10/01 00:00'],"['1988/10/01 00:00 [pubmed]', '1988/10/01 00:01 [medline]', '1988/10/01 00:00 [entrez]']",,ppublish,An Esp Pediatr. 1988 Oct;29 Suppl 34:68-72.,['0 (Antineoplastic Agents)'],,,Nuestra experiencia en el tratamiento de las leucemias agudas linfoblasticas (LAL) de riesgo con el protocolo terapeutico BFM-83.,,,,,
3214041,NLM,MEDLINE,19890221,20071115,0302-4342 (Print) 0302-4342 (Linking),29 Suppl 34,,1988 Oct,[High-risk acute lymphoblastic leukemia].,66-8,,"['Martinez Rubio, A', 'Donoro Mazario, M', 'Sanchez Luna, M', 'Muro Brussi, M', 'Lamamie de Cleirac, P', 'Garcia-Monge Santidrian, S']","['Martinez Rubio A', 'Donoro Mazario M', 'Sanchez Luna M', 'Muro Brussi M', 'Lamamie de Cleirac P', 'Garcia-Monge Santidrian S']","['Clinica Infantil La Paz, Servicio de Hematologia y Oncologia Pediatrica, Madrid.']",['spa'],['Journal Article'],Spain,An Esp Pediatr,Anales espanoles de pediatria,0420463,IM,"['Antineoplastic Agents/*therapeutic use', 'Child', 'Child, Preschool', 'Drug Combinations', 'Female', 'Humans', 'Infant', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy', 'Remission Induction', 'Risk Factors']",,1988/10/01 00:00,1988/10/01 00:01,['1988/10/01 00:00'],"['1988/10/01 00:00 [pubmed]', '1988/10/01 00:01 [medline]', '1988/10/01 00:00 [entrez]']",,ppublish,An Esp Pediatr. 1988 Oct;29 Suppl 34:66-8.,"['0 (Antineoplastic Agents)', '0 (Drug Combinations)']",,,Leucemia aguda linfoblastica de alto riesgo.,,,,,
3214040,NLM,MEDLINE,19890221,20071115,0302-4342 (Print) 0302-4342 (Linking),29 Suppl 34,,1988 Oct,"[Acute lymphoblastic leukemia, type T: therapeutic results].",62-6,,"['Melero, C', 'Lopez, J', 'Garcia-Munoz, F', 'Auray, C', 'Garcia, M J', 'Gil, C', 'Valverde, F', 'Aracil, J', 'Bernacer, M', 'Contra, T']","['Melero C', 'Lopez J', 'Garcia-Munoz F', 'Auray C', 'Garcia MJ', 'Gil C', 'Valverde F', 'Aracil J', 'Bernacer M', 'Contra T', 'et al.']","['Hospital 1. de Octubre, Madrid.']",['spa'],['Journal Article'],Spain,An Esp Pediatr,Anales espanoles de pediatria,0420463,IM,"['Adolescent', 'Antineoplastic Agents/*therapeutic use', 'Child', 'Child, Preschool', 'Drug Combinations', 'Female', 'Humans', 'Infant', 'Leukemia-Lymphoma, Adult T-Cell/*drug therapy', 'Male']",,1988/10/01 00:00,1988/10/01 00:01,['1988/10/01 00:00'],"['1988/10/01 00:00 [pubmed]', '1988/10/01 00:01 [medline]', '1988/10/01 00:00 [entrez]']",,ppublish,An Esp Pediatr. 1988 Oct;29 Suppl 34:62-6.,"['0 (Antineoplastic Agents)', '0 (Drug Combinations)']",,,Leucosis linfoblastica aguda tipo T: resultados terapeuticos.,,,,,
3214039,NLM,MEDLINE,19890221,20071115,0302-4342 (Print) 0302-4342 (Linking),29 Suppl 34,,1988 Oct,[Acute lymphoblastic leukemia in children under 2 years: review of 23 cases].,59-61,,"['Martin, N', 'Contra, T', 'Lopez-Ibor, B', 'Bernacer, M', 'Aracil, J', 'Vecilla, M C', 'Valverde, F', 'Gil, C', 'Melero, M C', 'Lopez, J']","['Martin N', 'Contra T', 'Lopez-Ibor B', 'Bernacer M', 'Aracil J', 'Vecilla MC', 'Valverde F', 'Gil C', 'Melero MC', 'Lopez J']","['Hospital Nino Jesus, Madrid.']",['spa'],['Journal Article'],Spain,An Esp Pediatr,Anales espanoles de pediatria,0420463,IM,"['Female', 'Humans', 'Infant', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*pathology']",,1988/10/01 00:00,1988/10/01 00:01,['1988/10/01 00:00'],"['1988/10/01 00:00 [pubmed]', '1988/10/01 00:01 [medline]', '1988/10/01 00:00 [entrez]']",,ppublish,An Esp Pediatr. 1988 Oct;29 Suppl 34:59-61.,,,,Leucemia linfoblastica aguda en ninos menores de 2 anos: revision de 23 casos.,,,,,
3214038,NLM,MEDLINE,19890221,20131121,0302-4342 (Print) 0302-4342 (Linking),29 Suppl 34,,1988 Oct,Twelve years experience with methotrexate infusions in childhood ALL.,54-8,,"['Moe, P J', 'Seip, M', 'Wesenberg, F', 'Kolmannskog, S']","['Moe PJ', 'Seip M', 'Wesenberg F', 'Kolmannskog S']","['Department of Pediatrics, University of Thondheim, Norway.']",['eng'],['Journal Article'],Spain,An Esp Pediatr,Anales espanoles de pediatria,0420463,IM,"['Adolescent', 'Central Nervous System Diseases/etiology/*prevention & control', 'Child', 'Child, Preschool', 'Humans', 'Infant', 'Infusions, Intravenous', 'Injections, Spinal', 'Methotrexate/administration & dosage/*therapeutic use', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/complications/*drug therapy']",,1988/10/01 00:00,1988/10/01 00:01,['1988/10/01 00:00'],"['1988/10/01 00:00 [pubmed]', '1988/10/01 00:01 [medline]', '1988/10/01 00:00 [entrez]']",,ppublish,An Esp Pediatr. 1988 Oct;29 Suppl 34:54-8.,['YL5FZ2Y5U1 (Methotrexate)'],,,,,,,,
