PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,PMC,GR,SI,OID,OTO,OT,GN
6945822,NLM,MEDLINE,19811221,20190629,0003-9861 (Print) 0003-9861 (Linking),209,2,1981 Jul,Inhibition of Ca2+ of oxidative phosphorylation in myeloid tumor mitochondria.,460-4,,"['Abou-Khalil, S', 'Abou-Khalil, W H', 'Yunis, A A']","['Abou-Khalil S', 'Abou-Khalil WH', 'Yunis AA']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Arch Biochem Biophys,Archives of biochemistry and biophysics,0372430,"['0 (Dinitrophenols)', '0U46U6E8UK (NAD)', '146-14-5 (Flavin-Adenine Dinucleotide)', '61D2G4IYVH (Adenosine Diphosphate)', 'I38ZP9992A (Magnesium)', 'Q13SKS21MN (2,4-Dinitrophenol)', 'SY7Q814VUP (Calcium)']",IM,"['2,4-Dinitrophenol', 'Adenosine Diphosphate/pharmacology', 'Animals', 'Calcium/*pharmacology', 'Dinitrophenols/pharmacology', 'Flavin-Adenine Dinucleotide/metabolism', 'Leukemia, Experimental/metabolism', 'Leukemia, Myeloid/*metabolism', 'Magnesium/pharmacology', 'Mitochondria/metabolism', 'NAD/metabolism', 'Oxidative Phosphorylation/*drug effects', 'Rats']",1981/07/01 00:00,1981/07/01 00:01,['1981/07/01 00:00'],"['1981/07/01 00:00 [pubmed]', '1981/07/01 00:01 [medline]', '1981/07/01 00:00 [entrez]']","['0003-9861(81)90303-9 [pii]', '10.1016/0003-9861(81)90303-9 [doi]']",ppublish,Arch Biochem Biophys. 1981 Jul;209(2):460-4. doi: 10.1016/0003-9861(81)90303-9.,,,['AM 26218/AM/NIADDK NIH HHS/United States'],,,,,
6945820,NLM,MEDLINE,19811221,20041117,0003-410X (Print) 0003-410X (Linking),132,3,1981,[Pitie-Salpetriere clinico-anatomic conference. Fever and hyponatremia in a 69 year-old woman suffering from chronic myeloid leukemia].,215-20,,"['Guillevin, L', 'Sicard, D', 'Tereau, Y']","['Guillevin L', 'Sicard D', 'Tereau Y']",['fre'],"['Case Reports', 'Journal Article']",France,Ann Med Interne (Paris),Annales de medecine interne,0171744,,IM,"['Aged', 'Female', 'Fever/*etiology', 'Humans', 'Hyponatremia/*etiology', 'Leukemia, Myeloid/*complications/pathology']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",,ppublish,Ann Med Interne (Paris). 1981;132(3):215-20.,Confrontation clinico-anatomique de la Pitie-Salpetriere. Fievre et hyponatremie chez une femme de 69 ans atteinte de leucemie myeloide chronique.,,,,,,,
6945819,NLM,MEDLINE,19811221,20151119,0302-4342 (Print) 0302-4342 (Linking),14,5,1981 May,[Secondary effects of the administration of vincrisul to infants].,293,,"['Bernacer Borja, M']",['Bernacer Borja M'],['spa'],"['Case Reports', 'Letter']",Spain,An Esp Pediatr,Anales espanoles de pediatria,0420463,['5J49Q6B70F (Vincristine)'],IM,"['*Crying', 'Humans', 'Infant', 'Leukemia, Lymphoid/drug therapy', 'Male', 'Respiration Disorders/chemically induced', 'Vincristine/*adverse effects']",1981/05/01 00:00,1981/05/01 00:01,['1981/05/01 00:00'],"['1981/05/01 00:00 [pubmed]', '1981/05/01 00:01 [medline]', '1981/05/01 00:00 [entrez]']",,ppublish,An Esp Pediatr. 1981 May;14(5):293.,Efectos secundarios de la administracion de vincrisul en lactantes.,,,,,,,
6945818,NLM,MEDLINE,19811221,20071115,0002-9645 (Print) 0002-9645 (Linking),42,8,1981 Aug,Temporary plasma-induced remission of lymphoblastic leukemia in a dog.,1450-2,,"['MacEwen, E G', 'Patnaik, A K', 'Hayes, A A', 'Wilkins, R J', 'Hardy, W D Jr', 'Kassel, R L', 'Old, L J']","['MacEwen EG', 'Patnaik AK', 'Hayes AA', 'Wilkins RJ', 'Hardy WD Jr', 'Kassel RL', 'Old LJ']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Am J Vet Res,American journal of veterinary research,0375011,,IM,"['Animals', 'Blood Transfusion/*veterinary', 'Dog Diseases/pathology/*therapy', 'Dogs', 'Leukemia, Lymphoid/pathology/therapy/*veterinary', 'Lymph Nodes/pathology', '*Plasma', 'Recurrence']",1981/08/01 00:00,2001/03/28 10:01,['1981/08/01 00:00'],"['1981/08/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1981/08/01 00:00 [entrez]']",,ppublish,Am J Vet Res. 1981 Aug;42(8):1450-2.,,,['CA 19072/CA/NCI NIH HHS/United States'],,,,,
6945802,NLM,MEDLINE,19811221,20190511,0002-9173 (Print) 0002-9173 (Linking),76,4,1981 Oct,Cytoplasmic inclusions in a case of prolymphocytic leukemia.,499-501,"A case of B-prolymphocytic leukemia (B-PLL) is reported in which intracytoplasmic inclusions were seen at transmission electron microscopy (TEM). The inclusions were electron dense, often membrane bound, and a proportion showed acid phosphatase reactivity.","['Costello, C', 'Catovsky, D', ""O'Brien, M""]","['Costello C', 'Catovsky D', ""O'Brien M""]",['eng'],"['Case Reports', 'Journal Article']",England,Am J Clin Pathol,American journal of clinical pathology,0370470,['EC 3.1.3.2 (Acid Phosphatase)'],IM,"['Acid Phosphatase/analysis', 'Aged', 'Cytoplasmic Granules/enzymology/*ultrastructure', 'Humans', 'Leukemia, Lymphoid/*ultrastructure', 'Male', 'Microscopy, Electron, Scanning', 'Vacuoles/ultrastructure']",1981/10/01 00:00,1981/10/01 00:01,['1981/10/01 00:00'],"['1981/10/01 00:00 [pubmed]', '1981/10/01 00:01 [medline]', '1981/10/01 00:00 [entrez]']",['10.1093/ajcp/76.4.499 [doi]'],ppublish,Am J Clin Pathol. 1981 Oct;76(4):499-501. doi: 10.1093/ajcp/76.4.499.,,,,,,,,
6945801,NLM,MEDLINE,19811221,20211203,0002-9173 (Print) 0002-9173 (Linking),76,4,1981 Oct,Mixed invasive infection with Alternaria species and Curvularia species.,491-3,Alternaria and Curvularia species were isolated from the nasal septum of a neutropenic patient and tissue invasion was documented histologically. The patient recovered without the use of systemic antifungal agents following surgical excision of the nasal septum and spontaneous resolution of neutropenia.,"['Loveless, M O', 'Winn, R E', 'Campbell, M', 'Jones, S R']","['Loveless MO', 'Winn RE', 'Campbell M', 'Jones SR']",['eng'],"['Case Reports', 'Journal Article']",England,Am J Clin Pathol,American journal of clinical pathology,0370470,['0 (Antifungal Agents)'],IM,"['Alternaria/isolation & purification', 'Antifungal Agents/therapeutic use', 'Humans', 'Immunosuppression Therapy/*adverse effects', 'Leukemia, Myeloid/drug therapy', 'Male', 'Middle Aged', 'Mitosporic Fungi/*isolation & purification', 'Mycoses/*diagnosis/drug therapy/microbiology', 'Nasal Septum/microbiology/pathology', 'Necrosis', 'Nose Diseases/*diagnosis/drug therapy/microbiology']",1981/10/01 00:00,1981/10/01 00:01,['1981/10/01 00:00'],"['1981/10/01 00:00 [pubmed]', '1981/10/01 00:01 [medline]', '1981/10/01 00:00 [entrez]']",['10.1093/ajcp/76.4.491 [doi]'],ppublish,Am J Clin Pathol. 1981 Oct;76(4):491-3. doi: 10.1093/ajcp/76.4.491.,,,,,,,,
6945795,NLM,MEDLINE,19811222,20190812,0001-6101 (Print) 0001-6101 (Linking),210,3,1981,Chronic myeloid leukemia in myasthenia gravis after long-term treatment with 6-mercaptopurine.,235-8,"A woman with myasthenia gravis and a thymoma did not respond sufficiently to thymectomy. She was treated with 6-mercaptopurine. Withdrawal of this treatment was several times followed by an aggravation of myasthenic symptoms. After more than 12 1/2 years treatment she developed Ph1-positive chronic myeloid leukemia (CML). No other case of CML following immunosuppressive treatment has been described. Because the therapeutic agent is potentially leukemogenic, the possibility cannot be definitely excluded that the development of CML is not a mere coincidence.","['Wanders, J', 'Wattendorff, A R', 'Endtz, L J', 'den Nijs, J J', 'Leeksma, C H']","['Wanders J', 'Wattendorff AR', 'Endtz LJ', 'den Nijs JJ', 'Leeksma CH']",['eng'],"['Case Reports', 'Journal Article']",Sweden,Acta Med Scand,Acta medica Scandinavica,0370330,"['0 (Immunosuppressive Agents)', 'E7WED276I5 (Mercaptopurine)']",IM,"['Chromosomes, Human, 21-22 and Y', 'Female', 'Humans', 'Immunosuppressive Agents/adverse effects', 'Leukemia, Myeloid/*chemically induced/genetics', 'Mercaptopurine/*adverse effects/therapeutic use', 'Middle Aged', 'Myasthenia Gravis/*drug therapy', 'Thymectomy']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",['10.1111/j.0954-6820.1981.tb09807.x [doi]'],ppublish,Acta Med Scand. 1981;210(3):235-8. doi: 10.1111/j.0954-6820.1981.tb09807.x.,,,,,,,,
6945794,NLM,MEDLINE,19811222,20071115,0001-6101 (Print) 0001-6101 (Linking),210,1-2,1981,Relapse of acute myeloblastic leukemia lasting for four years. Production by leukemic cells of colony-stimulating activity and non-production of leukemia-associated inhibitor.,139-43,"A 36-year-old woman with acute myeloblastic leukemia (M2) achieved complete remission in Feb. 1973, after ten weeks of chemotherapy with rubidomycin-cytosine arabinoside. She received weekly immunotherapy with bacillus Calmette-Guerin and allogeneic non-irradiated blast cells and monthly chemotherapy with thioguanine-cytosine arabinoside as maintenance. The bone marrow remained normocellular for 20 months. A first relapse occurred after this period. A second remission was achieved by seven courses of different cytostatic combinations. A second relapse, refractory to all cytostatic combinations tried, occurred in June 1976. She was thereafter in relapse until her death in July 1980. Autopsy showed extensive leukemic infiltration in bone marrow, liver, spleen, pericardium, stomach, and lymph nodes. Cytochemistry, surface markers, the capacity to stimulate lymphocytes, the in vitro growth pattern (colony-forming unit culture) of bone marrow and biochemical analyses did not give any remarkable results. In contrast, the peripheral blood cells produced a normal amount of colony-stimulating activity, which is significantly more than that produced by the blood from other leukemia patients. In liquid culture, the peripheral blood cells from this patient also seemed to live longer and mature more than cells from other leukemia patients. Finally, the peripheral leukemic cells from this patient seemed to produce far less leukemia-associated stem cell inhibitor than cells from other leukemia patients. The normal colony-stimulating activity production by leukemic cells and the absence of leukemia-associated stem cell inhibitor may therefore explain the long survival of this patient in relapse.","['Giannoulis, N', 'Reizenstein, P', 'Ost, A']","['Giannoulis N', 'Reizenstein P', 'Ost A']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Sweden,Acta Med Scand,Acta medica Scandinavica,0370330,['0 (Antineoplastic Agents)'],IM,"['Adult', 'Antineoplastic Agents/therapeutic use', 'Colony-Forming Units Assay', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/blood/drug therapy/*physiopathology', 'Time Factors']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",,ppublish,Acta Med Scand. 1981;210(1-2):139-43.,,,,,,,,
6945793,NLM,MEDLINE,19811215,20191031,0304-1328 (Print) 0304-1328 (Linking),89,2,1981 Apr,Human monocytes induce a reversible inhibition of cell cycle progression in the leukemic cell line K-562 during co-culture in vitro.,85-92,"Human monocytes cultured in vitro exert cytostatic activity against the non-adherent human leukemic cell line K-562. K-562 cells in asynchronous growth were added as target cells to adherent mononuclear blood cells, either freshly isolated or cultured in vitro for 4 and 12 days. After 24 hours of co-culture, the non-adherent cells were gently removed and incubated further. Target cell DNA-synthesis and cellular DNA content were examined by methyl-3H-thymidine incorporation and by flow cytofluorometry, respectively. Cell-proliferation curves were obtained. Monocytes cultured in vitro exert a reversible cytostatic activity, which is a partial cell cycle block in the G0/G1 phase. Target cells exposed to freshly isolated monocytes also showed accumulation of cells in the G0/G1 phase. These target cells did not regain their normal proliferation rate before day 3 after removal from the monocyte cultures. This effect may, however, to some extent be due to loosely adherent mononuclear blood cells removed from the monocyte cultures together with the target cells.","['Eggen, B M']",['Eggen BM'],['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Denmark,Acta Pathol Microbiol Scand C,"Acta pathologica et microbiologica Scandinavica. Section C, Immunology",7508469,"['0 (DNA, Neoplasm)']",IM,"['Cell Cycle', 'Cell Division', 'Cell Line', 'Cells, Cultured', '*Cytotoxicity, Immunologic', 'DNA, Neoplasm/analysis', 'Humans', 'Leukemia, Myeloid, Acute/*immunology', 'Macrophages/immunology', 'Monocytes/*immunology']",1981/04/01 00:00,1981/04/01 00:01,['1981/04/01 00:00'],"['1981/04/01 00:00 [pubmed]', '1981/04/01 00:01 [medline]', '1981/04/01 00:00 [entrez]']",['10.1111/j.1699-0463.1981.tb02669.x [doi]'],ppublish,Acta Pathol Microbiol Scand C. 1981 Apr;89(2):85-92. doi: 10.1111/j.1699-0463.1981.tb02669.x.,,,,,,,,
6945787,NLM,MEDLINE,19811216,20071115,0001-5814 (Print) 0001-5814 (Linking),11,4,1980 Oct-Nov,[Determination of the average number of leukemic cells in different phases of the mitotic cycle].,259-66,,"['Kowalik, S']",['Kowalik S'],['pol'],"['Comparative Study', 'English Abstract', 'Journal Article']",Poland,Acta Haematol Pol,Acta haematologica Polonica,0262610,,IM,"['Cell Cycle', 'Humans', 'Leukemia, Lymphoid/*blood', 'Leukocyte Count', 'Lymphocytes/*pathology', '*Mitosis', '*Models, Biological']",1980/10/01 00:00,1980/10/01 00:01,['1980/10/01 00:00'],"['1980/10/01 00:00 [pubmed]', '1980/10/01 00:01 [medline]', '1980/10/01 00:00 [entrez]']",,ppublish,Acta Haematol Pol. 1980 Oct-Nov;11(4):259-66.,Okreslanie sredniej ilosci komorek bialaczkowych w poszczegolnych fazach cyklu mitotycznego.,,,,,,,
6945766,NLM,MEDLINE,19811215,20061115,0301-0481 (Print) 0301-0481 (Linking),56,16,1981 Aug 15,[Sweet syndrome in systemic diseases (authors transl)].,1081-8,"Two patients with Sweet syndrome, in one patient - a 78 years old women - a chronic myeloid leukemia was found in addition. In the other case, a 69 years old man suffered from rheumatism. In the infiltrate giant cells of the epitheloid type were found.","['Odeh, F']",['Odeh F'],['ger'],"['Case Reports', 'English Abstract', 'Journal Article']",Germany,Z Hautkr,Zeitschrift fur Hautkrankheiten,0367576,,IM,"['Aged', 'Erythema/*pathology', 'Female', 'Humans', 'Leukemia, Myeloid/pathology', '*Neutrophils/ultrastructure', 'Skin/pathology']",1981/08/15 00:00,1981/08/15 00:01,['1981/08/15 00:00'],"['1981/08/15 00:00 [pubmed]', '1981/08/15 00:01 [medline]', '1981/08/15 00:00 [entrez]']",,ppublish,Z Hautkr. 1981 Aug 15;56(16):1081-8.,Sweet-Syndrom und Systemerkrankungen.,,,,,,,
6945750,NLM,MEDLINE,19811216,20171117,0049-6804 (Print) 0049-6804 (Linking),,3,1981 Mar,[Transfusion detoxication therapy in acute leukemia].,20-3,,"['Stakovetskaia, Z S', 'Belaia, T I', 'Maslennikova, T Iu', 'Kravchenko, N P', 'Ritter, N K']","['Stakovetskaia ZS', 'Belaia TI', 'Maslennikova TIu', 'Kravchenko NP', 'Ritter NK']",['rus'],['Journal Article'],Ukraine,Vrach Delo,Vrachebnoe delo,0413607,"['0 (Diuretics)', '0 (Plasma Substitutes)', 'E7WED276I5 (Mercaptopurine)']",IM,"['Adult', '*Blood Transfusion', 'Diuretics/administration & dosage', 'Drug Therapy, Combination', 'Female', 'Humans', 'Leukemia, Lymphoid/*therapy', 'Leukemia, Myeloid, Acute/*therapy', 'Mercaptopurine/administration & dosage', 'Middle Aged', 'Plasma Substitutes/*administration & dosage']",1981/03/01 00:00,1981/03/01 00:01,['1981/03/01 00:00'],"['1981/03/01 00:00 [pubmed]', '1981/03/01 00:01 [medline]', '1981/03/01 00:00 [entrez]']",,ppublish,Vrach Delo. 1981 Mar;(3):20-3.,Primenenie transfuzionnoi dezintoksikatsionnoi terapii u bol'nykh ostrym leikozom.,,,,,,,
