PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RF,TT,AB,PMC,CIN,PS,FPS,OID
4946061,NLM,MEDLINE,19720501,20131121,0003-911X (Print) 0003-911X (Linking),38,1,1971,"[Oncogenicity of 6-hydroxytestosterone, delta- 3,5 -cholestadiene-7-one and delta- 4 -cholestene-3,6-dione].",10-4,"['Guttner, J', 'Bruns, G', 'Zschiesche, W', 'Horn, M']","['Guttner J', 'Bruns G', 'Zschiesche W', 'Horn M']",['ger'],['Journal Article'],Germany,Arch Geschwulstforsch,Archiv fur Geschwulstforschung,0372411,"['0 (Androstanes)', '0 (Carcinogens)', '0 (Cholestanes)', '0 (Sterols)', '3XMK78S47O (Testosterone)']",IM,"['Adenoma/chemically induced', 'Androstanes/*adverse effects', 'Animals', '*Carcinogens', 'Cholestanes/*adverse effects', 'Female', 'Fibrosarcoma/*chemically induced', 'Leukemia, Experimental/chemically induced', 'Lung Neoplasms/*chemically induced', 'Lymphoma, Large B-Cell, Diffuse/chemically induced', 'Male', 'Mice', 'Mice, Inbred Strains', 'Neoplasms, Experimental/chemically induced', 'Plasmacytoma/chemically induced', 'Sarcoma, Experimental/chemically induced', 'Sex Factors', 'Sterols', 'Testosterone/*adverse effects']",1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",,ppublish,Arch Geschwulstforsch. 1971;38(1):10-4.,,"Zur Onkogenitat von 6-Hydroxytestosteron, delta 3,5 -Cholestadien-7-on und delta 4 -Cholesten-3,6-dion.",,,,,,
4946015,NLM,MEDLINE,19720501,20160630,0069-0112 (Print) 0069-0112 (Linking),54,6,1970 Dec,Preliminary pharmacologic and clinical evaluation of camptothecin sodium (NSC-100880).,461-70,"['Gottlieb, J A', 'Guarino, A M', 'Call, J B', 'Oliverio, V T', 'Block, J B']","['Gottlieb JA', 'Guarino AM', 'Call JB', 'Oliverio VT', 'Block JB']",['eng'],"['Clinical Trial', 'Journal Article']",United States,Cancer Chemother Rep,Cancer chemotherapy reports,7607105,"['0 (Alkaloids)', '0 (Antineoplastic Agents)', '0 (Plant Extracts)']",IM,"['Adenocarcinoma/drug therapy', 'Adult', 'Aged', 'Alkaloids/adverse effects/blood/*therapeutic use', 'Antineoplastic Agents/adverse effects/blood/*therapeutic use', 'Breast Neoplasms/drug therapy', 'Carcinoma/drug therapy', 'Carcinoma, Bronchogenic/drug therapy', 'Chromatography, Thin Layer', 'Clinical Trials as Topic', 'Colonic Neoplasms/drug therapy', 'Eosinophilia/chemically induced', 'Evaluation Studies as Topic', 'Fluorometry', 'Half-Life', 'Hemangiosarcoma/drug therapy', 'Humans', 'Leukemia, Myeloid, Acute/drug therapy', 'Leukopenia/chemically induced', 'Melanoma/drug therapy', 'Mesothelioma/drug therapy', 'Middle Aged', 'Plant Extracts/therapeutic use', 'Thrombocytopenia/chemically induced']",1970/12/01 00:00,1970/12/01 00:01,['1970/12/01 00:00'],"['1970/12/01 00:00 [pubmed]', '1970/12/01 00:01 [medline]', '1970/12/01 00:00 [entrez]']",,ppublish,Cancer Chemother Rep. 1970 Dec;54(6):461-70.,,,,,,,,
4946012,NLM,MEDLINE,19720501,20160630,0069-0112 (Print) 0069-0112 (Linking),54,4,1970 Aug,Daunomycin (NSC-82151) in the treatment of metastatic neuroblastoma.,283-9,,,['eng'],"['Clinical Trial', 'Journal Article']",United States,Cancer Chemother Rep,Cancer chemotherapy reports,7607105,['ZS7284E0ZP (Daunorubicin)'],IM,"['Adolescent', 'Anemia/chemically induced', 'Bone Marrow Diseases/chemically induced', 'Child', 'Child, Preschool', 'Clinical Trials as Topic', 'Daunorubicin/adverse effects/*therapeutic use', 'Female', 'Humans', 'Infant', 'Leukemia/chemically induced', 'Male', 'Neuroblastoma/*drug therapy']",1970/08/01 00:00,1970/08/01 00:01,['1970/08/01 00:00'],"['1970/08/01 00:00 [pubmed]', '1970/08/01 00:01 [medline]', '1970/08/01 00:00 [entrez]']",,ppublish,Cancer Chemother Rep. 1970 Aug;54(4):283-9.,,,,,,,,
4946010,NLM,MEDLINE,19720501,20160630,0069-0112 (Print) 0069-0112 (Linking),54,4,1970 Aug,Therapy of acute leukemia with the combination of cytosine arabinoside (NSC-63878) and cyclophosphamide (NSC-26271).,255-62,"['Bodey, G P', 'Rodriguez, V', 'Hart, J', 'Freireich, E J']","['Bodey GP', 'Rodriguez V', 'Hart J', 'Freireich EJ']",['eng'],"['Clinical Trial', 'Journal Article']",United States,Cancer Chemother Rep,Cancer chemotherapy reports,7607105,"['0 (Drug Combinations)', '04079A1RDZ (Cytarabine)', '8N3DW7272P (Cyclophosphamide)', 'EC 2.6.1.1 (Aspartate Aminotransferases)', 'EC 2.6.1.2 (Alanine Transaminase)']",IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Alanine Transaminase/blood', 'Alopecia/chemically induced', 'Aspartate Aminotransferases/blood', 'Bone Marrow Diseases/chemically induced', 'Child', 'Clinical Trials as Topic', 'Cyclophosphamide/adverse effects/*therapeutic use', 'Cystitis/chemically induced', 'Cytarabine/adverse effects/*therapeutic use', 'Drug Combinations', 'Evaluation Studies as Topic', 'Female', 'Humans', 'Leukemia/*drug therapy', 'Leukemia, Lymphoid/drug therapy', 'Leukemia, Myeloid/drug therapy', 'Lymphoma, Large B-Cell, Diffuse/drug therapy', 'Male', 'Middle Aged', 'Nausea/chemically induced', 'Remission, Spontaneous', 'Vomiting/chemically induced']",1970/08/01 00:00,1970/08/01 00:01,['1970/08/01 00:00'],"['1970/08/01 00:00 [pubmed]', '1970/08/01 00:01 [medline]', '1970/08/01 00:00 [entrez]']",,ppublish,Cancer Chemother Rep. 1970 Aug;54(4):255-62.,,,,,,,,
4946005,NLM,MEDLINE,19720501,20160630,0069-0112 (Print) 0069-0112 (Linking),54,3,1970 Jun,Clinical and biochemical studies of high-dose intermittent therapy of solid tumors with hydroxyurea (NSC-32065).,191-4,"['Creasey, W A', 'Capizzi, R L', 'DeConti, R C']","['Creasey WA', 'Capizzi RL', 'DeConti RC']",['eng'],"['Clinical Trial', 'Journal Article']",United States,Cancer Chemother Rep,Cancer chemotherapy reports,7607105,"['0 (DNA, Neoplasm)', '10028-17-8 (Tritium)', 'VC2W18DGKR (Thymidine)', 'X6Q56QN5QC (Hydroxyurea)']",IM,"['Adult', 'Aged', 'Blood Urea Nitrogen', 'Chondrosarcoma/drug therapy', 'Clinical Trials as Topic', 'DNA, Neoplasm/biosynthesis', 'Depression, Chemical', 'Female', 'Humans', 'Hydroxyurea/adverse effects/*blood/pharmacology/*therapeutic use', 'In Vitro Techniques', 'Laryngeal Neoplasms/drug therapy', 'Leukemia, Lymphoid/metabolism', 'Leukemia, Monocytic, Acute/metabolism', 'Leukocytes/metabolism', 'Leukopenia/chemically induced', 'Lung Neoplasms/drug therapy', 'Lymphoma, Large B-Cell, Diffuse/metabolism', 'Male', 'Maxillary Neoplasms/drug therapy', 'Melanoma/drug therapy', 'Middle Aged', 'Nausea/chemically induced', 'Neoplasms/*drug therapy', 'Spectrophotometry', 'Thrombocytopenia/chemically induced', 'Thymidine/metabolism', 'Tongue Neoplasms/drug therapy', 'Tritium', 'Vomiting/chemically induced']",1970/06/01 00:00,1970/06/01 00:01,['1970/06/01 00:00'],"['1970/06/01 00:00 [pubmed]', '1970/06/01 00:01 [medline]', '1970/06/01 00:00 [entrez]']",,ppublish,Cancer Chemother Rep. 1970 Jun;54(3):191-4.,,,,,,,,
4946002,NLM,MEDLINE,19720501,20160630,0069-0112 (Print) 0069-0112 (Linking),54,2,1970 Apr,Clinical efficacy and lack of toxicity of allopurinol (NSC-1390) given intravenously.,125-9,"['Brown, C H 3rd', 'Stashick, E', 'Carbone, P P']","['Brown CH 3rd', 'Stashick E', 'Carbone PP']",['eng'],"['Clinical Trial', 'Journal Article']",United States,Cancer Chemother Rep,Cancer chemotherapy reports,7607105,"['268B43MJ25 (Uric Acid)', '63CZ7GJN5I (Allopurinol)', 'EC 3.1.3.1 (Alkaline Phosphatase)']",IM,"['Administration, Oral', 'Adolescent', 'Adult', 'Alkaline Phosphatase/blood', 'Allopurinol/administration & dosage/adverse effects/*therapeutic use', 'Blood Urea Nitrogen', 'Child', 'Child, Preschool', 'Clinical Trials as Topic', 'Female', 'Gout/*drug therapy', 'Humans', 'Injections, Intravenous', 'Leukemia, Lymphoid/complications', 'Leukemia, Myeloid/complications', 'Leukemia, Myeloid, Acute/complications', 'Male', 'Middle Aged', 'Uric Acid/*blood']",1970/04/01 00:00,1970/04/01 00:01,['1970/04/01 00:00'],"['1970/04/01 00:00 [pubmed]', '1970/04/01 00:01 [medline]', '1970/04/01 00:00 [entrez]']",,ppublish,Cancer Chemother Rep. 1970 Apr;54(2):125-9.,,,,,,,,
4946001,NLM,MEDLINE,19720501,20171116,0069-0112 (Print) 0069-0112 (Linking),54,2,1970 Apr,Remission induction in childhood leukemia with second course vincristine (NSC-67574) and prednisone (NSC-10023) therapy.,113-8,,,['eng'],"['Clinical Trial', 'Journal Article']",United States,Cancer Chemother Rep,Cancer chemotherapy reports,7607105,"['0 (Antibiotics, Antineoplastic)', '0 (Drug Combinations)', '5J49Q6B70F (Vincristine)', '8N3DW7272P (Cyclophosphamide)', 'E7WED276I5 (Mercaptopurine)', 'U3P01618RT (Fluorouracil)', 'VB0R961HZT (Prednisone)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Adolescent', 'Antibiotics, Antineoplastic/*therapeutic use', 'Child', 'Child, Preschool', 'Clinical Trials as Topic', 'Colonic Neoplasms/*drug therapy', 'Cyclophosphamide/therapeutic use', 'Drug Combinations', 'Evaluation Studies as Topic', 'Female', 'Fluorouracil/*therapeutic use', 'Humans', 'Leukemia/drug therapy', 'Leukemia, Lymphoid/drug therapy', 'Leukemia, Myeloid, Acute/drug therapy', 'Male', 'Mercaptopurine/therapeutic use', 'Methotrexate/therapeutic use', 'Prednisone/therapeutic use', 'Remission, Spontaneous', 'Vincristine/therapeutic use']",1970/04/01 00:00,1970/04/01 00:01,['1970/04/01 00:00'],"['1970/04/01 00:00 [pubmed]', '1970/04/01 00:01 [medline]', '1970/04/01 00:00 [entrez]']",,ppublish,Cancer Chemother Rep. 1970 Apr;54(2):113-8.,,,,,,,,
4945997,NLM,MEDLINE,19720501,20161122,0069-0112 (Print) 0069-0112 (Linking),54,1,1970 Feb,L-asparaginase (NSC-109229) plus azaserine (NSC-742) in acute lymphatic leukemia.,47-51,"['Leventhal, B G', 'Skeel, R T', 'Yankee, R A', 'Henderson, E S']","['Leventhal BG', 'Skeel RT', 'Yankee RA', 'Henderson ES']",['eng'],"['Clinical Trial', 'Journal Article']",United States,Cancer Chemother Rep,Cancer chemotherapy reports,7607105,"['0 (Drug Combinations)', '87299V3Q9W (Azaserine)', 'EC 3.5.1.1 (Asparaginase)']",IM,"['Asparaginase/adverse effects/*therapeutic use', 'Azaserine/adverse effects/*therapeutic use', 'Chemical and Drug Induced Liver Injury', 'Clinical Trials as Topic', 'Drug Combinations', 'Escherichia coli/enzymology', 'Humans', 'Hypoproteinemia/chemically induced', 'Leukemia, Lymphoid/*drug therapy', 'Leukopenia/chemically induced', 'Nausea/chemically induced', 'Pancreatitis/chemically induced', 'Remission, Spontaneous', 'Stereoisomerism', 'Thrombocytopenia/chemically induced', 'Vomiting/chemically induced']",1970/02/01 00:00,1970/02/01 00:01,['1970/02/01 00:00'],"['1970/02/01 00:00 [pubmed]', '1970/02/01 00:01 [medline]', '1970/02/01 00:00 [entrez]']",,ppublish,Cancer Chemother Rep. 1970 Feb;54(1):47-51.,,,,,,,,
4945960,NLM,MEDLINE,19720428,20041117,0552-2080 (Print) 0552-2080 (Linking),16,12,1971 Dec,[Bacterial flora in patients with acute leukemia during a specific treatment].,27-9,"['Dronova, O M', 'Smolianskaya, A Z', 'Khvatova, N V', 'Lorie, Iu I']","['Dronova OM', 'Smolianskaya AZ', 'Khvatova NV', 'Lorie IuI']",['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,['0 (Antineoplastic Agents)'],IM,"['Acute Disease', 'Antineoplastic Agents/therapeutic use', '*Bacteria', '*Candida', 'Escherichia coli', 'Feces/microbiology', 'Humans', 'Leukemia/*drug therapy/*microbiology', 'Nose/microbiology', 'Pharynx/microbiology', 'Staphylococcus', 'Streptococcus']",1971/12/01 00:00,1971/12/01 00:01,['1971/12/01 00:00'],"['1971/12/01 00:00 [pubmed]', '1971/12/01 00:01 [medline]', '1971/12/01 00:00 [entrez]']",,ppublish,Probl Gematol Pereliv Krovi. 1971 Dec;16(12):27-9.,,Bakterial'naya flora u bol'nykh ostrym leilozom pri spetsificheskom lechenii.,,,,,,
4945857,NLM,MEDLINE,19720425,20171116,0069-0112 (Print) 0069-0112 (Linking),55,4,1971 Nov,The chemotherapy of human and animal acute leukemia.,309-505,"['Goldin, A', 'Sandberg, J S', 'Henderson, E S', 'Newman, J W', 'Frei, E 3rd', 'Holland, J F']","['Goldin A', 'Sandberg JS', 'Henderson ES', 'Newman JW', 'Frei E 3rd', 'Holland JF']",['eng'],"['Clinical Trial', 'Journal Article', 'Review']",United States,Cancer Chemother Rep,Cancer chemotherapy reports,7607105,"['0 (Antibiotics, Antineoplastic)', '0 (Antineoplastic Agents)', '0 (Drug Combinations)', '0 (RNA, Neoplasm)', '04079A1RDZ (Cytarabine)', '5J49Q6B70F (Vincristine)', '87299V3Q9W (Azaserine)', '8N3DW7272P (Cyclophosphamide)', 'E7WED276I5 (Mercaptopurine)', 'EC 3.5.1.1 (Asparaginase)', 'VB0R961HZT (Prednisone)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Animals', 'Antibiotics, Antineoplastic/therapeutic use', 'Antineoplastic Agents/administration & dosage/*therapeutic use', 'Asparaginase/therapeutic use', 'Azaserine/therapeutic use', 'Cell Division', 'Clinical Trials as Topic', 'Cyclophosphamide/therapeutic use', 'Cytarabine/therapeutic use', 'Disease Models, Animal', 'Drug Combinations', 'Humans', 'Kinetics', 'Leukemia L1210/drug therapy', 'Leukemia, Experimental/*drug therapy', 'Leukemia, Lymphoid/*drug therapy', 'Leukemia, Myeloid, Acute/*drug therapy', 'Mercaptopurine/therapeutic use', 'Methotrexate/therapeutic use', 'Neoplasms', 'Prednisone/therapeutic use', 'RNA, Neoplasm/biosynthesis', 'Remission, Spontaneous', 'Vincristine/therapeutic use']",1971/11/01 00:00,1971/11/01 00:01,['1971/11/01 00:00'],"['1971/11/01 00:00 [pubmed]', '1971/11/01 00:01 [medline]', '1971/11/01 00:00 [entrez]']",,ppublish,Cancer Chemother Rep. 1971 Nov;55(4):309-505.,218,,,,,,,
4945840,NLM,MEDLINE,19720424,20151008,0042-6423 (Print) 0042-6423 (Linking),349,2,1970,[Secondary disease in man. Anatomical study on six cases of leukemia treated with allogenic bone marrow grafts following total-body irradiation].,98-114,"['Chomette, G', 'Mathe, G', 'Auriol, M', 'Brocheriou, C', 'Pinaudeau, Y']","['Chomette G', 'Mathe G', 'Auriol M', 'Brocheriou C', 'Pinaudeau Y']",['fre'],['Journal Article'],Germany,Virchows Arch A Pathol Pathol Anat,"Virchows Archiv. A, Pathology. Pathologische Anatomie",0141343,,IM,"['Adolescent', 'Adult', 'Bone Marrow Diseases/etiology', 'Bone Marrow Examination', 'Bone Marrow Transplantation', 'Child', 'Child, Preschool', 'Female', 'Heart Diseases/etiology', 'Hematopoiesis', 'Humans', 'Ileum/pathology', 'Infarction', 'Intestinal Diseases/etiology', 'Jejunum/pathology', 'Leukemia/complications/*pathology/radiotherapy/surgery', 'Lung Diseases/etiology', 'Lymph Nodes/immunology', 'Male', 'Nervous System Diseases/etiology', 'Skin/pathology', 'Skin Diseases/etiology', 'Transplantation, Homologous']",1970/01/01 00:00,1970/01/01 00:01,['1970/01/01 00:00'],"['1970/01/01 00:00 [pubmed]', '1970/01/01 00:01 [medline]', '1970/01/01 00:00 [entrez]']",,ppublish,Virchows Arch A Pathol Pathol Anat. 1970;349(2):98-114.,,Le syndrome secondaire chez l'homme. Etude anatomique de six cas de leucemie traites par greffe allogenique de moelle osseuse apres irradiation totale.,,,,,,
4945833,NLM,MEDLINE,19720424,20191030,0080-6722 (Print) 0080-6722 (Linking),13,,1971,Determination of fibrinogen degradation products in serum and urine as a new diagnostic tool.,317-22,"['Nilsson, I M']",['Nilsson IM'],['eng'],['Journal Article'],Denmark,Scand J Haematol Suppl,Scandinavian journal of haematology. Supplementum,0104315,"['0 (Antigens)', '9001-32-5 (Fibrinogen)']",IM,"['Antigens/*analysis', 'Blood', 'Blood Protein Disorders/blood', 'Female', 'Fibrinogen/*analysis/urine', 'Fibrinolysis', 'Hemorrhage/blood', 'Humans', 'Kidney Diseases/blood', 'Kidney Transplantation', 'Leukemia/blood', 'Liver Diseases/blood', 'Neoplasms/blood', 'Pregnancy', 'Thromboembolism/blood']",1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",['10.1111/j.1600-0609.1971.tb02029.x [doi]'],ppublish,Scand J Haematol Suppl. 1971;13:317-22. doi: 10.1111/j.1600-0609.1971.tb02029.x.,,,,,,,,
4945808,NLM,MEDLINE,19720424,20141120,0074-7718 (Print) 0074-7718 (Linking),10,,1971,"Human lymphocyte growth in vitro: morphologic, biochemical, and immunologic significance.",41-114,"['Douglas, S D']",['Douglas SD'],['eng'],"['Journal Article', 'Review']",United States,Int Rev Exp Pathol,International review of experimental pathology,0374737,['0 (Lectins)'],IM,"['Cells, Cultured', 'Humans', 'Immunity, Cellular', 'Immunologic Deficiency Syndromes/blood', 'In Vitro Techniques', 'Lectins/pharmacology', 'Leukemia, Lymphoid/immunology', '*Lymphocyte Activation', 'Lymphocytes/*growth & development/immunology/metabolism', 'Microscopy, Electron', 'Rubella/immunology', 'Sarcoidosis/immunology']",1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",,ppublish,Int Rev Exp Pathol. 1971;10:41-114.,396,,,,,,,
4945807,NLM,MEDLINE,19720424,20031114,0074-7718 (Print) 0074-7718 (Linking),10,,1971,Feline leukemia.,243-63,"['Jarrett, W F']",['Jarrett WF'],['eng'],"['Journal Article', 'Review']",United States,Int Rev Exp Pathol,International review of experimental pathology,0374737,"['0 (Antigens, Viral)']",IM,"['Animals', 'Antigens, Viral', '*Cat Diseases/etiology/immunology/pathology', 'Cats', 'Fibrosarcoma/veterinary', 'Glomerulonephritis/complications', 'Leukemia/etiology/immunology/pathology/*veterinary', 'Lymphoma, Non-Hodgkin/veterinary', 'Myeloproliferative Disorders', 'Retroviridae/pathogenicity', 'Thymus Gland/pathology']",1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",,ppublish,Int Rev Exp Pathol. 1971;10:243-63.,63,,,,,,,
4945663,NLM,MEDLINE,19720420,20190616,0077-8923 (Print) 0077-8923 (Linking),177,,1971 Jun 21,Variations in expression of surface antigens on cultured cells.,190-200,"['Cikes, M']",['Cikes M'],['eng'],['Journal Article'],United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,"['0 (Antigens)', '0 (Autoantibodies)', '10028-17-8 (Tritium)']",IM,"['Animals', 'Antigens/analysis', 'Autoantibodies', 'Autoradiography', 'Bone Marrow/growth & development/immunology', 'Cell Line/growth & development', 'Cell Membrane/*immunology', '*Culture Techniques', '*Fluorescent Antibody Technique', 'Genes, Regulator', 'Immunization', 'Lymphoma/immunology', 'Mice', 'Moloney murine leukemia virus/*immunology', 'Time Factors', 'Tritium']",1971/06/21 00:00,1971/06/21 00:01,['1971/06/21 00:00'],"['1971/06/21 00:00 [pubmed]', '1971/06/21 00:01 [medline]', '1971/06/21 00:00 [entrez]']",['10.1111/j.1749-6632.1971.tb35046.x [doi]'],ppublish,Ann N Y Acad Sci. 1971 Jun 21;177:190-200. doi: 10.1111/j.1749-6632.1971.tb35046.x.,,,,,,,,
4945661,NLM,MEDLINE,19720420,20191210,0077-8923 (Print) 0077-8923 (Linking),177,,1971 Jun 21,Membrane immunofluorescence on cultued indicator cells as a measure of virus production by mouse L cells and by two Moloney lymphoma sublines differing in immunosensitivity.,121-9,"['Fenyo, E M', 'Nordenskjold, M C', 'Klein, E']","['Fenyo EM', 'Nordenskjold MC', 'Klein E']",['eng'],['Journal Article'],United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,"['0 (Antigens, Viral)', '0 (Immune Sera)']",IM,"['Animals', 'Antigens, Viral/analysis', 'Bone Marrow Cells', 'Cell Line', 'Cell Membrane/*immunology', 'Culture Techniques', '*Fluorescent Antibody Technique', 'Immune Sera', 'L Cells', 'Lymphoma', 'Mice', 'Moloney murine leukemia virus/*immunology', 'Time Factors', 'Virus Cultivation', '*Virus Replication']",1971/06/21 00:00,1971/06/21 00:01,['1971/06/21 00:00'],"['1971/06/21 00:00 [pubmed]', '1971/06/21 00:01 [medline]', '1971/06/21 00:00 [entrez]']",['10.1111/j.1749-6632.1971.tb35038.x [doi]'],ppublish,Ann N Y Acad Sci. 1971 Jun 21;177:121-9. doi: 10.1111/j.1749-6632.1971.tb35038.x.,,,,,,,,
4945591,NLM,MEDLINE,19720418,20171116,0027-8874 (Print) 0027-8874 (Linking),47,3,1971 Sep,Protection of mice against Gross leukemia by interfering action of nonleukemogenic C-type Murine viruses inoculated into newborns.,575-83,"['Barski, G', 'Youn, J K']","['Barski G', 'Youn JK']",['eng'],['Journal Article'],United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,"['9008-11-1 (Interferons)', 'O84C90HH2L (Poly I-C)']",IM,"['AKR murine leukemia virus/*isolation & purification', 'Animals', 'Animals, Newborn', '*Cell Line', 'Clone Cells/microbiology', 'Connective Tissue', 'Fluorescent Antibody Technique', 'Interferons/biosynthesis/blood', 'Leukemia, Experimental/blood/*prevention & control', 'Mice', 'Mice, Inbred Strains', 'Microscopy, Electron', 'Neoplasms, Experimental', 'Poly I-C/pharmacology', 'Time Factors', 'Viral Interference']",1971/09/01 00:00,1971/09/01 00:01,['1971/09/01 00:00'],"['1971/09/01 00:00 [pubmed]', '1971/09/01 00:01 [medline]', '1971/09/01 00:00 [entrez]']",,ppublish,J Natl Cancer Inst. 1971 Sep;47(3):575-83.,,,,,,,,
4945388,NLM,MEDLINE,19720413,20190825,0009-2797 (Print) 0009-2797 (Linking),3,6,1971 Nov,"Macromolecular synthesis in E. coli, isolated mitochondria and L5178Y cells in the presence of hydroxyurea or formamidoxime.",429-37,"['Bosmann, H B']",['Bosmann HB'],['eng'],['Journal Article'],Ireland,Chem Biol Interact,Chemico-biological interactions,0227276,"['0 (Antineoplastic Agents)', '0 (Bacterial Proteins)', '0 (Carbon Isotopes)', '0 (DNA, Bacterial)', '0 (DNA, Neoplasm)', '0 (Formamides)', '0 (Glycoproteins)', '0 (Hydroxylamines)', '0 (Imines)', '0 (Lipopolysaccharides)', '0 (Macromolecular Substances)', '0 (Neoplasm Proteins)', '0 (RNA, Bacterial)', '0 (RNA, Neoplasm)', '10028-17-8 (Tritium)', '63231-63-0 (RNA)', '9007-49-2 (DNA)', 'X6Q56QN5QC (Hydroxyurea)']",IM,"['Animals', 'Antineoplastic Agents/pharmacology', 'Bacterial Proteins/biosynthesis', 'Carbon Isotopes', 'Cell Line/*metabolism', 'Cerebral Cortex/cytology/metabolism', 'DNA/*biosynthesis', 'DNA, Bacterial/biosynthesis', 'DNA, Neoplasm/biosynthesis', 'Escherichia coli/cytology/metabolism', 'Formamides/pharmacology', 'Glycoproteins/biosynthesis', 'Hydroxylamines/*pharmacology', 'Hydroxyurea/*pharmacology', 'Imines/pharmacology', 'Leukemia, Experimental', 'Lipopolysaccharides/*biosynthesis', '*Macromolecular Substances', 'Mice', 'Mitochondria/*metabolism', 'Mitochondria, Liver/metabolism', 'Neoplasm Proteins/biosynthesis', 'Protein Biosynthesis', 'RNA/*biosynthesis', 'RNA, Bacterial/biosynthesis', 'RNA, Neoplasm/biosynthesis', 'Rats', 'Tritium']",1971/11/01 00:00,1971/11/01 00:01,['1971/11/01 00:00'],"['1971/11/01 00:00 [pubmed]', '1971/11/01 00:01 [medline]', '1971/11/01 00:00 [entrez]']","['0009-2797(71)90004-4 [pii]', '10.1016/0009-2797(71)90004-4 [doi]']",ppublish,Chem Biol Interact. 1971 Nov;3(6):429-37. doi: 10.1016/0009-2797(71)90004-4.,,,,,,,,
