PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,TT,PMC,EIN,OID,SI,AD,OAB,OABL,OTO,OT,GN
3659946,NLM,MEDLINE,19871119,20041117,0037-1963 (Print) 0037-1963 (Linking),24,1,1987 Jan,Leukemia. III.,1-67,,,,['eng'],['Journal Article'],United States,Semin Hematol,Seminars in hematology,0404514,,IM,"['Humans', '*Leukemia']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",,ppublish,Semin Hematol. 1987 Jan;24(1):1-67.,,,,,,,,,,,,
3659804,NLM,MEDLINE,19871103,20041117,0377-1202 (Print) 0377-1202 (Linking),25,3,1987 Jul-Sep,Leukemias and lymphomas--a common cellular basis?,153-6,,"['Micu, D']",['Micu D'],['eng'],['Journal Article'],Romania,Med Interne,Medecine interne,7506353,,IM,"['Cytodiagnosis', 'Diagnosis, Differential', 'Humans', 'Leukemia/*pathology', 'Lymphoma/*pathology']",1987/07/01 00:00,1987/07/01 00:01,['1987/07/01 00:00'],"['1987/07/01 00:00 [pubmed]', '1987/07/01 00:01 [medline]', '1987/07/01 00:00 [entrez]']",,ppublish,Med Interne. 1987 Jul-Sep;25(3):153-6.,,,,,,,,,,,,
3659626,NLM,MEDLINE,19871026,20061115,0034-8376 (Print) 0034-8376 (Linking),39,2,1987 Apr-Jun,"Immunologic classification of the acute non-granular leukemias in the city of Puebla, Mexico: its value in the diagnosis and prognosis.",143-7,,"['Ruiz-Arguelles, G J', 'Marin-Lopez, A', 'Ruiz-Arguelles, A']","['Ruiz-Arguelles GJ', 'Marin-Lopez A', 'Ruiz-Arguelles A']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Mexico,Rev Invest Clin,Revista de investigacion clinica; organo del Hospital de Enfermedades de la Nutricion,9421552,,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Leukemia/classification/diagnosis/*immunology', 'Male', 'Mexico', 'Middle Aged', 'Prognosis', 'Prospective Studies']",1987/04/01 00:00,1987/04/01 00:01,['1987/04/01 00:00'],"['1987/04/01 00:00 [pubmed]', '1987/04/01 00:01 [medline]', '1987/04/01 00:00 [entrez]']",,ppublish,Rev Invest Clin. 1987 Apr-Jun;39(2):143-7.,,,,,,,,,,,,
3659477,NLM,MEDLINE,19871117,20031114,0035-1865 (Print) 0035-1865 (Linking),39,3-4,1986,Concurrent outbreaks of visceral gout and lymphoid leucosis in domestic fowls in Nigeria.,275-7,,"['Okoye, J O']",['Okoye JO'],['eng'],['Journal Article'],France,Rev Elev Med Vet Pays Trop,Revue d'elevage et de medecine veterinaire des pays tropicaux,2984776R,,IM,"['Animals', 'Avian Leukosis/*epidemiology', 'Disease Outbreaks/*epidemiology', 'Gout/epidemiology/*veterinary', 'Lymphocytes/analysis', 'Nigeria', 'Poultry', 'Poultry Diseases/*epidemiology', 'Viscera']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",,ppublish,Rev Elev Med Vet Pays Trop. 1986;39(3-4):275-7.,,,,,,,,,,,,
3659295,NLM,MEDLINE,19871120,20031114,0033-7587 (Print) 0033-7587 (Linking),112,1,1987 Oct,The repair of double-strand DNA breaks correlates with radiosensitivity of L5178Y-S and L5178Y-R cells.,146-55,"To better understand the basis for the difference in radiosensitivity between the variant murine leukemic lymphoblast cell lines L5178Y-R (resistant) and L5178Y-S (sensitive), the production and repair of DNA damage after X irradiation were measured by the DNA alkaline and neutral elution techniques. The initial yield of single-strand DNA breaks and the rates of their repair were found to be the same in both cell lines by the DNA alkaline elution technique. Using the technique of neutral DNA elution, L5178Y-S cells exhibited slightly increased double-strand breakage immediately after irradiation, most significantly at lower doses (i.e., less than 10 Gy). Nevertheless, even at doses that yielded equal initial double-strand breakage of both cell lines, the survival of L5178Y-S cells was significantly less than that of L5178Y-R cells. When the technique of neutral DNA elution was employed to measure the kinetics of DNA double-strand break repair, both cell lines exhibited biphasic fast and slow components of repair. However, the double-strand repair rate was much lower in the radiosensitive L5178Y-S cells than in the L5178Y-R cells (T1/2 of 60 vs 16 min). This difference was more pronounced in the fast-repair component. These results suggest that the repair of double-strand DNA breaks is an important factor determining the radiosensitivity of L5178Y cells.","['Wlodek, D', 'Hittelman, W N']","['Wlodek D', 'Hittelman WN']",['eng'],['Journal Article'],United States,Radiat Res,Radiation research,0401245,"['0 (DNA, Neoplasm)', '9007-49-2 (DNA)']",IM,"['Animals', 'DNA/radiation effects', '*DNA Repair', 'DNA, Neoplasm/*radiation effects', 'Leukemia L5178/*genetics/pathology', 'Leukemia, Experimental/*genetics', 'Mice', '*Radiation Tolerance', 'Tumor Cells, Cultured/radiation effects']",1987/10/01 00:00,1987/10/01 00:01,['1987/10/01 00:00'],"['1987/10/01 00:00 [pubmed]', '1987/10/01 00:01 [medline]', '1987/10/01 00:00 [entrez]']",,ppublish,Radiat Res. 1987 Oct;112(1):146-55.,,,,,,,"['Department of Medical Oncology, University of Texas M. D. Anderson Hospital and Tumor Institute, Houston 77030.']",,,,,
3658352,NLM,MEDLINE,19871106,20190726,0161-6420 (Print) 0161-6420 (Linking),94,7,1987 Jul,Prevalence and mechanisms of secondary intraocular pressure elevation in eyes with intraocular tumors.,839-46,"A survey of 2704 eyes with intraocular tumors in patients who were evaluated on the Oncology Service at Wills Eye Hospital showed that 126 of the tumor-containing eyes (5%) had tumor-induced elevated intraocular pressure (IOP) at the time of diagnosis of the tumor. Of the 2111 eyes with uveal melanomas, secondary IOP elevation was present in 55 (3%). Secondary IOP elevation was present in 7% of eyes with iris melanoma, 17% with ciliary body melanoma, and 2% with choroidal melanoma. The most common mechanism of elevated IOP was tumor invasion of the angle in the case of iris melanomas, pigment dispersion and tumor invasion of the angle in the case of ciliary body melanomas, and iris neovascularization in the case of choroidal melanomas. Of the 256 eyes with uveal metastases, secondary IOP elevation was found in 12 eyes (5%). Secondary IOP elevation was present in 64% of eyes with iris metastases, 67% with ciliary body metastases, and 1% with choroidal metastases. The most common mechanism of elevated IOP was tumor invasion of the angle in the case of iris and ciliary body metastases, and angle closure in the case of choroidal metastases. There were 303 eyes with retinoblastoma, 17% of which had elevated IOP which was secondary to iris neovascularization in 70% of cases and to an angle closure without neovascularization in 27%. Several other intraocular tumors including lymphoma, leukemia, medulloepithelioma, melanocytoma, and adenoma of the iris pigment epithelium were occasionally associated with secondary elevated IOP.","['Shields, C L', 'Shields, J A', 'Shields, M B', 'Augsburger, J J']","['Shields CL', 'Shields JA', 'Shields MB', 'Augsburger JJ']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Ophthalmology,Ophthalmology,7802443,,IM,"['Biomechanical Phenomena', 'Eye Neoplasms/complications/pathology/*physiopathology', 'Glaucoma/complications/pathology', 'Humans', '*Intraocular Pressure', 'Melanoma/physiopathology', 'Retinoblastoma/physiopathology', 'Uveal Neoplasms/physiopathology/secondary']",1987/07/01 00:00,1987/07/01 00:01,['1987/07/01 00:00'],"['1987/07/01 00:00 [pubmed]', '1987/07/01 00:01 [medline]', '1987/07/01 00:00 [entrez]']","['S0161-6420(87)33537-7 [pii]', '10.1016/s0161-6420(87)33537-7 [doi]']",ppublish,Ophthalmology. 1987 Jul;94(7):839-46. doi: 10.1016/s0161-6420(87)33537-7.,,,,,,,"['Oncology Service, Willis Eye Hospital, Philadelphia, PA 19107.']",,,,,
3658046,NLM,MEDLINE,19871027,20131121,0028-2685 (Print) 0028-2685 (Linking),34,4,1987,Further characterization of the leukemogenic activity of haloperidol in mice.,389-96,"Haloperidol, a butyrophenon, is widely used for the treatment of psychotic disorders in man. Recently we reported that this drug causes, with high incidence, the development of monocytic-myeloid leukemias in male NMRI mice upon 5 X 5 mg/kg i.p. administration. Here we present evidence for the leukemogenic effect of haloperidol in two other strains of mice (XVII AKF1 hybrids, and the low leukemic BALB/c/BOM). The strain-dependent incidence of leukemias ranged both in males and females between 34% (AKR) and 69% (XVII AKF1) with average latencies between approximately 200 (AKR) and 600 (BALB/c) days. On the basis of cytological and cytochemical criteria the predominating type of leukemias was classified as monocytic-myeloid. These leukemic were serially transplantable. Cell-free extracts of leukemic tissues did not induce the disease indicating that no virus was activated by haloperidol. However, when the drug was administered to AKR mice after a suboptimal dose of nitrosomethylurea (NMU), a higher incidence of mixed-type leukemias was observed as with haloperidol alone. NMU alone induced lymphatic leukemias with proven viral involvement. The tumor promoter 12-0-tetradecanoylphorbol-13-acetate did not influence haloperidol-induced leukemogenesis.","['Wunderlich, V', 'Fey, F', 'Sydow, G']","['Wunderlich V', 'Fey F', 'Sydow G']",['eng'],['Journal Article'],Slovakia,Neoplasma,Neoplasma,0377266,"['684-93-5 (Methylnitrosourea)', 'J6292F8L3D (Haloperidol)', 'NI40JAQ945 (Tetradecanoylphorbol Acetate)']",IM,"['Animals', 'Drug Interactions', 'Female', 'Haloperidol/*toxicity', 'Leukemia, Experimental/*chemically induced/pathology', 'Male', 'Methylnitrosourea/toxicity', 'Mice', 'Mice, Inbred AKR', 'Mice, Inbred BALB C', 'Neoplasm Transplantation', 'Species Specificity', 'Tetradecanoylphorbol Acetate/toxicity']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",,ppublish,Neoplasma. 1987;34(4):389-96.,,,,,,,"['Academy of Sciences of the German Democratic Republic, Central Institute of Cancer Research, Berlin.']",,,,,
3658045,NLM,MEDLINE,19871027,20131121,0028-2685 (Print) 0028-2685 (Linking),34,4,1987,Modification by caffeine of acute cytotoxic response of cultured L5178Y cells to hydroxyurea treatment.,369-77,"The effect of caffeine (CAF) on acute cytotoxic response of L5178Y lymphoblasts to hydroxyurea (HU) treatment was studied. The following events were examined: abnormal cell enlargement (giant cell formation), the rate of recovery of cell reproduction and DNA synthesis after releasing the cells from the HU blockage, parental DNA breakage and cell death. The presence of CAF at nontoxic concentration prevented giant cell formation, enhanced cell growth inhibition and cell killing. The effect of CAF was variable, dependent on the duration of exposure to HU and the time of exposure to CAF. To obtain maximal effect, the continuous presence of CAF during HU treatment and posttreatment time was necessary. Hydroxyapatite chromatography assay of single strand (ss) and double strand (ds) fractions in parental DNA and the measurement of the rate of post-treatment recovery of DNA synthesis indicated that CAF enhanced HU-induced DNA lesions. It is concluded that the results give further evidence that even short HU treatment can damage not only newly formed but also parental DNA. The lesions are normally, at least partly repaired and can be expressed under the conditions of DNA repair inhibition.","['Sawecka, J', 'Golos, B', 'Malec, J']","['Sawecka J', 'Golos B', 'Malec J']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Slovakia,Neoplasma,Neoplasma,0377266,"['0 (DNA, Neoplasm)', '3G6A5W338E (Caffeine)', 'X6Q56QN5QC (Hydroxyurea)']",IM,"['Animals', 'Caffeine/*pharmacology', 'Cell Division/drug effects', 'Cell Survival/drug effects', 'DNA Repair/drug effects', 'DNA, Neoplasm/drug effects', 'Drug Synergism', 'Hydroxyurea/*pharmacology', 'Leukemia L5178/pathology', 'Tumor Cells, Cultured/*drug effects']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",,ppublish,Neoplasma. 1987;34(4):369-77.,,,,,,,"['Department of Biochemistry, Institute of Hematology, Warsaw, Poland.']",,,,,
3657974,NLM,MEDLINE,19871109,20041117,0028-0836 (Print) 0028-0836 (Linking),329,6139,1987 Oct 8-14,Cancer near nuclear installations.,499-505,"The OPCS report on cancer incidence and mortality in the vicinity of nuclear installations in England and Wales provides a mass of information that is so large that it should be possible to detect quite small changes in disease levels with considerable confidence. The data on cancer mortality are less subject to selective bias than the registration data on which incidence rates are based, and they provide the firmest grounds on which evidence of any effect can be obtained. These data show conclusively that there has been no general increase in cancer mortality in the vicinity of nuclear installations in a 22-year period beginning several years after the opening of the installations that have released the largest amounts of radionuclides to the environment. On the contrary, the mortality from cancer has tended to be lower in the LAAs in the vicinity of nuclear installations than in control LAAs selected for their presumed comparability with the former. This is unlikely to be due to a protective effect of ionizing radiation and suggests that, despite the efforts that were made to choose comparable control areas, there were non-installation differences between the populations relevant to the risk of dying from one or other type of cancer. Detailed examination of the few types of cancer that were relatively more common in the installation areas suggest that several of the differences were most likely to be due to chance, diagnostic artefacts or social factors rather than to any hazard specifically related to the installations. One disease provides a possible exception: namely, leukaemia in the age group 0-24 years. Two other diseases need further investigation, multiple myeloma and Hodgkin's disease in the older age group 25-74 years. The excess mortality rates recorded from these cancers were not large, and it has yet to be established that they are not due to general confounding by other environmental or socio-economic factors.","['Forman, D', 'Cook-Mozaffari, P', 'Darby, S', 'Davey, G', 'Stratton, I', 'Doll, R', 'Pike, M']","['Forman D', 'Cook-Mozaffari P', 'Darby S', 'Davey G', 'Stratton I', 'Doll R', 'Pike M']",['eng'],['Journal Article'],England,Nature,Nature,0410462,,IM,"['Age Factors', 'Brain Neoplasms/etiology/mortality', 'England', 'Hodgkin Disease/etiology/mortality', 'Humans', 'Leukemia, Radiation-Induced/mortality', 'Multiple Myeloma/etiology/mortality', 'Neoplasms, Radiation-Induced/*mortality', '*Nuclear Reactors', 'Wales']",1987/10/08 00:00,1987/10/08 00:01,['1987/10/08 00:00'],"['1987/10/08 00:00 [pubmed]', '1987/10/08 00:01 [medline]', '1987/10/08 00:00 [entrez]']",['10.1038/329499a0 [doi]'],ppublish,Nature. 1987 Oct 8-14;329(6139):499-505. doi: 10.1038/329499a0.,,,,,,,"['Imperial Cancer Research Fund Cancer Epidemiology and Clincal Trials Unit, Radcliffe Infirmary, Oxford, UK.']",,,,,
3657929,NLM,MEDLINE,19871030,20190919,0027-769X (Print) 0027-769X (Linking),31,5-6,1987,[Significance of clinically used gnotobiotechnics in the prophylaxis and during therapy of granulocytopenic infections].,519-25,"Besides a literature survey own results by using the method of selective decontamination in the induction attendance of patients suffering from acute leucaemia are represented. These patients had an extreme infection disposition. The infection rate, the fever days, and the amount of systemic prescribed antibiotics could be decreased statistically significant. The results of selective decontamination, of granulocytes transfusion, and of isolation of patients in the life island achieved in our clinic are confronted. The selective decontamination is of central importance for prophylaxis in the same way as in the attendance of hospital infected defense diminished patients. Additionally, in the case of infections combinations of bactericidic antibiotics are indicated. On the other hand, granulocytes transfusion are not necessary. The effectivity of selective decontamination of the gastrointestinal tract underlines the significance of gnotobiotic methods within clinical practice.","['Gunther, I', 'Bohnenstengel, C M', 'Brijmohan-Gunther, R']","['Gunther I', 'Bohnenstengel CM', 'Brijmohan-Gunther R']",['ger'],"['English Abstract', 'Journal Article']",Germany,Nahrung,Die Nahrung,0142530,['0 (Anti-Bacterial Agents)'],IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Anti-Bacterial Agents/*therapeutic use', 'Bacterial Infections/etiology/prevention & control/*therapy', 'Candidiasis/etiology/prevention & control/*therapy', 'Female', '*Germ-Free Life', 'Granulocytes/*transplantation', 'Humans', 'Leukemia/*physiopathology', 'Leukopenia/*therapy', 'Male', 'Middle Aged']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",['10.1002/food.19870310554 [doi]'],ppublish,Nahrung. 1987;31(5-6):519-25. doi: 10.1002/food.19870310554.,,Stellenwert klinisch angewandter Gnotobiotechnik zur Prophylaxe und wahrend der Therapie granulocytopenischer Infektionen.,,,,,"['Klinik fur Innere Medizin des Bereiches, Wilhelm-Pieck-Universitat Rostock, DDR.']",,,,,
