PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,AB,TT,PMC,OID,GN,OAB,OABL,OTO,OT,SI
7144229,NLM,MEDLINE,19830127,20190825,0145-2126 (Print) 0145-2126 (Linking),6,4,1982,Chronic lymphocytic leukemia: demonstration of cell surface structural heterogeneity by lectin affinity chromatography of cell extracts.,499-509,"['Boldt, D H']",['Boldt DH'],['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S.""]",England,Leuk Res,Leukemia research,7706787,"['0 (Cell Extracts)', '0 (Glycoproteins)', '0 (Hexoses)', '0 (Lectins)', '0 (Membrane Proteins)', '0 (Oligosaccharides)', '0 (Sialic Acids)', '0 (Tissue Extracts)']",IM,"['Cell Extracts/*analysis', 'Chromatography, Affinity', 'Chromatography, Gel', 'Flow Cytometry', 'Glycoproteins/*analysis', 'Hexoses/analysis', 'Humans', 'Lectins', 'Leukemia, Lymphoid/*analysis', 'Membrane Proteins/*analysis', 'Oligosaccharides/analysis', 'Sialic Acids/analysis', 'Tissue Extracts/*analysis']",1982/01/01 00:00,1982/01/01 00:01,['1982/01/01 00:00'],"['1982/01/01 00:00 [pubmed]', '1982/01/01 00:01 [medline]', '1982/01/01 00:00 [entrez]']",['10.1016/0145-2126(82)90007-8 [doi]'],ppublish,Leuk Res. 1982;6(4):499-509. doi: 10.1016/0145-2126(82)90007-8.,,I have used lectin affinity chromatography of radiolabelled components in cell extracts to examine molecular heterogeneity of membrane glycoproteins from 10 cases of chronic lymphocytic leukemia (CLL). Different complements of radiolabelled surface glycoproteins were found in extracts from cells with different lectin binding characteristics. Additional confirmation of heterogeneity was obtained by analyses of hexose and sialic acid contents of the extracts and various lectin-adherent fractions. The fact that CLL cells from different patients may carry different cell surface oligosaccharides provides the possibility that clinical variability in this disorder may relate in part to this molecular heterogeneity. The data further indicate that different lectins may bind to different saccharide structures at CLL cell surfaces. CLL cells represent excellent source material for isolation and purification of specific lectin receptor molecules.,,,,,,,,,
7144228,NLM,MEDLINE,19830127,20190825,0145-2126 (Print) 0145-2126 (Linking),6,4,1982,Purine modulation of thymidine activity in L1210 leukemia cells in vitro.,483-90,"['Leyva, A', 'Appel, H', 'Pinedo, H M']","['Leyva A', 'Appel H', 'Pinedo HM']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,"['0 (Deoxyribonucleotides)', '0 (Nucleotides)', '0 (Ribonucleotides)', 'JAC85A2161 (Adenine)', 'VC2W18DGKR (Thymidine)']",IM,"['Adenine/*pharmacology', 'Animals', 'Cell Division/drug effects', 'Cells, Cultured', 'Chromatography, High Pressure Liquid', 'Deoxyribonucleotides/metabolism', 'Dose-Response Relationship, Drug', 'Leukemia L1210/*metabolism/pathology', 'Mice', 'Nucleotides/metabolism', 'Ribonucleotides/metabolism', 'Thymidine/*pharmacology']",1982/01/01 00:00,1982/01/01 00:01,['1982/01/01 00:00'],"['1982/01/01 00:00 [pubmed]', '1982/01/01 00:01 [medline]', '1982/01/01 00:00 [entrez]']",['10.1016/0145-2126(82)90005-4 [doi]'],ppublish,Leuk Res. 1982;6(4):483-90. doi: 10.1016/0145-2126(82)90005-4.,,"Alteration of purine metabolism using adenine was studied in mouse L1210 leukemia cells for its effect on dThd-mediated inhibition of growth and deoxyribonucleotide pool perturbations. Inhibition of cell growth caused by 10 to 50 microM dThd was enhanced more than additively by 100 microM adenine which was only slightly inhibitory when administered alone. Adenine at 100 microM affected ribonucleotide levels by expanding the ATP pool and causing slight decreases in the GTP, UTP and CTP pools, while dThd alone or in combination with adenine had no effect on ribonucleotide pools. dThd at 10 microM caused a more than 2-fold increase in the dTTP pool and a marked but transient decrease in the dCTP pool with lesser effects on purine deoxyribonucleotide levels. Adenine at 100 microM produced only slight, transient increase in the dATP pool. Exposure of cells to dThd plus adenine compared with individual agents produced more than additive increases in dTTP and dATP pools. The decrease in the dCTP level was more with combined agents than with dThd alone. The results showed that an alteration in adenine nucleotide pools modifies the activity of dThd through greater enhancement of dTTP levels leading to a greater suppression of the dCTP pool.",,,,,,,,,
7144227,NLM,MEDLINE,19830127,20190825,0145-2126 (Print) 0145-2126 (Linking),6,4,1982,Distribution of preleukemic cells in fractionated bone marrow of mice.,465-73,"['Haran-Ghera, N', 'Krauthgamer, R', 'Weinstein, Y']","['Haran-Ghera N', 'Krauthgamer R', 'Weinstein Y']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Leuk Res,Leukemia research,7706787,,IM,"['Animals', 'Bone Marrow/*pathology', 'Cell Separation', 'Cell Transformation, Neoplastic', 'Centrifugation, Density Gradient', 'Leukemia, Experimental/pathology', 'Mice', 'Mice, Inbred AKR', 'Mice, Inbred BALB C', 'Mice, Inbred C57BL', 'Mice, Inbred DBA', 'Neoplasm Transplantation', 'Preleukemia/*pathology', 'Retroviridae']",1982/01/01 00:00,1982/01/01 00:01,['1982/01/01 00:00'],"['1982/01/01 00:00 [pubmed]', '1982/01/01 00:01 [medline]', '1982/01/01 00:00 [entrez]']",['10.1016/0145-2126(82)90003-0 [doi]'],ppublish,Leuk Res. 1982;6(4):465-73. doi: 10.1016/0145-2126(82)90003-0.,['1RO1-CA-29657-01/CA/NCI NIH HHS/United States'],"Separation of preleukemic cells (having the potential to develop further into overt T-cell leukemias) from bone marrow cell populations was attempted. Donor mice of preleukemic bone marrow included C57BL/6 mice inoculated intrathymically with D-RadLV or AKR/J mice carrying spontaneous preleukemic cells among their bone marrow cells. Fractionation of bone marrow cells suspended in bovine serum albumin (BSA) by equilibrium density centrifugation or by velocity sedimentation at 1 g unit gravity using discontinuous density gradient of Ficoll was applied. The leukemogenic potential of the separated bone marrow fractions was tested by evaluating leukemia development following their transfer into appropriate recipients. No enrichment of D-RadLV-induced preleukemic cells was found in any of the four bone marrow fractions obtained following separation on BSA gradient. Separation of D-RadLV-induced preleukemic cells was afforded by using the Ficoll gradients. Preleukemic cells were located mainly among four out of 21 fractions tested, consisting mostly of 10 to 14 micrometers size cells. In contrast, preleukemic cells from AKR donors were distributed among most of the separated fractions. It is suggested that these variable results may reflect homogeneity or heterogeneity of progenitor target cells undergoing transformation.",,,,,,,,,
7143723,NLM,MEDLINE,19830127,20061115,0485-1439 (Print) 0485-1439 (Linking),23,7,1982 Jul,[Therapy of disseminated intravascular coagulation associated with leukemia].,1123-7,"['Ishizaki, T']",['Ishizaki T'],['jpn'],"['English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,,IM,"['Adolescent', 'Adult', 'Aged', 'Child', 'Disseminated Intravascular Coagulation/*complications', 'Female', 'Humans', 'Leukemia/*complications', 'Male', 'Middle Aged']",1982/07/01 00:00,1982/07/01 00:01,['1982/07/01 00:00'],"['1982/07/01 00:00 [pubmed]', '1982/07/01 00:01 [medline]', '1982/07/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1982 Jul;23(7):1123-7.,,,,,,,,,,,
7143650,NLM,MEDLINE,19830119,20191210,0098-7484 (Print) 0098-7484 (Linking),248,21,1982 Dec 3,A prospective study of prolonged central venous access in leukemia.,2868-73,"['Abrahm, J L', 'Mullen, J L']","['Abrahm JL', 'Mullen JL']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,JAMA,JAMA,7501160,,IM,"['Acute Disease', 'Agranulocytosis/complications', '*Catheterization/adverse effects', 'Humans', 'Infections/etiology', 'Leukemia/*complications', 'Prospective Studies', 'Sepsis/complications', 'Thrombocytopenia/complications', 'Time Factors', '*Veins']",1982/12/03 00:00,1982/12/03 00:01,['1982/12/03 00:00'],"['1982/12/03 00:00 [pubmed]', '1982/12/03 00:01 [medline]', '1982/12/03 00:00 [entrez]']",,ppublish,JAMA. 1982 Dec 3;248(21):2868-73.,"['CA-16520/CA/NCI NIH HHS/United States', 'CA-18106/CA/NCI NIH HHS/United States', 'HL-61916/HL/NHLBI NIH HHS/United States']","A three-year prospective study was conducted to evaluate right atrial silicone elastomer catheters for long-term venous access in adults with acute leukemia. Objectives included establishing the safety of catheter insertion in thrombocytopenic patients and the feasibility of maintaining the catheter during septicemia. Seventy-one catheters were placed in 57 consecutive patients entering intensive leukemia therapy. Excessive bleeding occurred at three catheter insertion sites. Eight catheter-related infections occurred. In 34 of 36 noncatheter-related and two catheter-related bacteremias, catheters were left in place with intensive monitoring. In 20, bacteremia cleared. Fourteen patients died; in eight autopsies, no evidence of catheter-related mortality was found. Catheters were in use 6,799 days, including 3,932 home use and 2,570 granulocytopenic days. The data indicate that thrombocytopenia does not preclude catheter insertion and that catheters can be safely maintained in septicemic granulocytopenic patients.",,,,,,,,,
7143580,NLM,MEDLINE,19830119,20200724,0022-538X (Print) 0022-538X (Linking),44,2,1982 Nov,Chromosomal localization of the Moloney sarcoma virus mouse cellular (c-mos) sequence.,752-4,"['Swan, D', 'Oskarsson, M', 'Keithley, D', 'Ruddle, F H', ""D'Eustachio, P"", 'Vande Woude, G F']","['Swan D', 'Oskarsson M', 'Keithley D', 'Ruddle FH', ""D'Eustachio P"", 'Vande Woude GF']",['eng'],['Journal Article'],United States,J Virol,Journal of virology,0113724,,IM,"['Animals', 'Cell Line', 'Chromosome Mapping', 'Chromosomes/*analysis', 'Cricetinae', 'Hybrid Cells', 'Mice', 'Moloney murine leukemia virus/*genetics', 'Nucleic Acid Hybridization', '*Oncogenes']",1982/11/01 00:00,1982/11/01 00:01,['1982/11/01 00:00'],"['1982/11/01 00:00 [pubmed]', '1982/11/01 00:01 [medline]', '1982/11/01 00:00 [entrez]']",['10.1128/JVI.44.2.752-754.1982 [doi]'],ppublish,J Virol. 1982 Nov;44(2):752-4. doi: 10.1128/JVI.44.2.752-754.1982.,,"The Moloney sarcoma virus-specific onc gene, referred to as v-mos, was used as probe to hybridize to restricted DNAs from various mouse-Chinese hamster hybrid cell lines. These hybrid cells contain, in addition to all of the Chinese hamster chromosomes, various numbers (less than a full complement) of mouse chromosomes. Comparison of the presence or absence of the mouse cellular mos gene with the known karyotype in each of the hybrid cell lines allows us to conclude that the mos gene is on mouse chromosome 4.",,PMC256325,,,,,,,
7143566,NLM,MEDLINE,19830119,20200724,0022-538X (Print) 0022-538X (Linking),44,1,1982 Oct,Analysis of the env gene of a molecularly cloned and biologically active Moloney mink cell focus-forming proviral DNA.,19-31,"['Bosselman, R A', 'van Straaten, F', 'Van Beveren, C', 'Verma, I M', 'Vogt, M']","['Bosselman RA', 'van Straaten F', 'Van Beveren C', 'Verma IM', 'Vogt M']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Virol,Journal of virology,0113724,"['0 (Nucleic Acid Heteroduplexes)', '0 (Peptides)', '0 (Protein Sorting Signals)', '0 (Viral Envelope Proteins)', '0 (Viral Proteins)']",IM,"['Animals', 'Base Sequence', 'Cloning, Molecular', '*Genes', '*Genes, Viral', 'Mice', 'Mice, Inbred BALB C/genetics', 'Moloney murine leukemia virus/*genetics', 'Nucleic Acid Heteroduplexes', 'Peptides/genetics', 'Protein Sorting Signals', '*Recombination, Genetic', 'Repetitive Sequences, Nucleic Acid', 'Viral Envelope Proteins', 'Viral Proteins/*genetics']",1982/10/01 00:00,1982/10/01 00:01,['1982/10/01 00:00'],"['1982/10/01 00:00 [pubmed]', '1982/10/01 00:01 [medline]', '1982/10/01 00:00 [entrez]']",['10.1128/JVI.44.1.19-31.1982 [doi]'],ppublish,J Virol. 1982 Oct;44(1):19-31. doi: 10.1128/JVI.44.1.19-31.1982.,"['CA-13608/CA/NCI NIH HHS/United States', 'CA-16561/CA/NCI NIH HHS/United States', 'CA-21408/CA/NCI NIH HHS/United States']","A biologically active molecular clone of BALB/Moloney mink cell focus-forming (Mo-MCF) proviral DNA has been reconstructed in vitro. It contains the 5' half of BALB/Moloney murine leukemia virus (Mo-MuLV) DNA and the 3' half of BALB/Mo-MCF DNA. The complete nucleotide sequence of the env gene and the 3' long terminal repeat (LTR) of the cloned Mo-MCF DNA has been determined and compared with the sequence of the corresponding region of parental Mo-MuLV DNA. The substitution in the Mo-MCF DNA encompasses 1,159 base pairs, beginning in the carboxyl terminus of the pol gene and extending to the middle of the env gene. The Mo-MCF env gene product is predicted to be 29 amino acids shorter than the parental Mo-MuLV env gene product. The portion of the env gene encoding the p15E peptide is identical in both viral DNAs. There is an additional A residue in the Mo-MCF viral DNA in a region just preceding the 3' LTR. The nucleotide sequence of the 3' LTR of Mo-MCF DNA is similar to that of the 5' LTR of BALB/Mo-MuLV DNA with the exception of two single base substitutions. We conclude that the sequence substitution in the env gene is responsible for the dual-tropic properties of Mo-MCF viruses.",,PMC256237,,,,,,,['GENBANK/J02254']
7143376,NLM,MEDLINE,19830119,20190709,0022-2623 (Print) 0022-2623 (Linking),25,11,1982 Nov,"Synthesis and biological activity of benzothiazolo- and benzoxazolo[3,2-a]quinolinium salts.",1378-81,"['Cox, O', 'Jackson, H', 'Vargas, V A', 'Baez, A', 'Colon, J I', 'Gonzalez, B C', 'de Leon, M']","['Cox O', 'Jackson H', 'Vargas VA', 'Baez A', 'Colon JI', 'Gonzalez BC', 'de Leon M']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Med Chem,Journal of medicinal chemistry,9716531,"['0 (Antineoplastic Agents)', '0 (Benzoxazoles)', '0 (Quinolinium Compounds)', '0 (Thiazoles)']",IM,"['Animals', 'Antineoplastic Agents/*chemical synthesis', 'Benzoxazoles/*chemical synthesis/pharmacology', 'Carcinoma, Ehrlich Tumor/drug therapy', 'Cells, Cultured', 'Chemical Phenomena', 'Chemistry', 'Female', 'HeLa Cells', 'Humans', 'Leukemia P388/drug therapy', 'Male', 'Mice', 'Quinolinium Compounds/*chemical synthesis/pharmacology', 'Temperature', 'Thiazoles/*chemical synthesis/pharmacology']",1982/11/01 00:00,1982/11/01 00:01,['1982/11/01 00:00'],"['1982/11/01 00:00 [pubmed]', '1982/11/01 00:01 [medline]', '1982/11/01 00:00 [entrez]']",['10.1021/jm00353a020 [doi]'],ppublish,J Med Chem. 1982 Nov;25(11):1378-81. doi: 10.1021/jm00353a020.,['RR-08102-09/RR/NCRR NIH HHS/United States'],,,,,,,,,,
7143370,NLM,MEDLINE,19830119,20190709,0022-2623 (Print) 0022-2623 (Linking),25,11,1982 Nov,"Phospholipid-nucleoside conjugates. 3. Syntheses and preliminary biological evaluation of 1-beta-D-arabinofuranosylcytosine 5'-monophosphate-L-1,2-dipalmitin and selected 1-beta-D-arabinofuranosylcytosine 5-diphosphate-L-1,2-diacylglycerols.",1322-9,"['Ryu, E K', 'Ross, R J', 'Matsushita, T', 'MacCoss, M', 'Hong, C I', 'West, C R']","['Ryu EK', 'Ross RJ', 'Matsushita T', 'MacCoss M', 'Hong CI', 'West CR']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Med Chem,Journal of medicinal chemistry,9716531,"['0 (Antineoplastic Agents)', '0 (Arabinonucleotides)', '0 (Diglycerides)', '0 (Glycerides)', '04079A1RDZ (Cytarabine)', '83208-25-7 (ara-CMP-dipalmitin)']",IM,"['Animals', 'Antineoplastic Agents/*chemical synthesis', 'Arabinonucleotides/*chemical synthesis/pharmacology', 'Cell Division/drug effects', 'Chemical Phenomena', 'Chemistry, Physical', 'Cytarabine/*analogs & derivatives/chemical synthesis/pharmacology', 'Diglycerides/*chemical synthesis/pharmacology', 'Glycerides/*chemical synthesis', 'Leukemia L1210/drug therapy', 'Mice', 'Multiple Myeloma/drug therapy', 'Neoplasms, Experimental/drug therapy']",1982/11/01 00:00,1982/11/01 00:01,['1982/11/01 00:00'],"['1982/11/01 00:00 [pubmed]', '1982/11/01 00:01 [medline]', '1982/11/01 00:00 [entrez]']",['10.1021/jm00353a010 [doi]'],ppublish,J Med Chem. 1982 Nov;25(11):1322-9. doi: 10.1021/jm00353a010.,['CA26168/CA/NCI NIH HHS/United States'],"Several new phospholipid-ara-C conjugates have been prepared and tested as prodrugs of the parent ara-C. The new derivative include ara-CMP-L-dipalmitin, ara-CDP-L-distearin, ara-CDP-L dimyristin, ara-CDP-L-diolein, and the radioactively labeled derivative ara-CDP-L-di[1-14C]palmitin. In addition, the unusually stable ara-CMP-L-dipalmitin-N-phosphoryldicyclohexylurea adduct was isolated as a crystalline solid (two diastereomers) in the reaction sequence to prepare ara-CMP-L-dipalmitin. The new prodrugs were solubilized by sonication methods and tested for their antiproliferative activity in vitro against mouse myeloma MPC-11 cells and against L1210 lymphoid leukemia. Such studies demonstrated that the antiproliferative activities of the prodrugs (as determined by ED50) were less that ara-C on a molar basis. In the mouse myeloma cell line some evidence was obtained that the antiproliferative activity was related to the chain length of the fatty acid side chains in the prodrugs. In in vivo studies against L1210 lymphoid leukemia in mice, the prodrugs were shown to be much more effective than ara-C, with the overall efficacy apparently being independent of the length of the fatty acid side chain. Some evidence was obtained in the vivo studies that the ara-CDP-L-dimyristin, which bears the shortest fatty acid side chain, was more toxic at the higher dosages than the longer chain length derivatives.",,,,,,,,,
7143369,NLM,MEDLINE,19830107,20190709,0022-2623 (Print) 0022-2623 (Linking),25,10,1982 Oct,"Synthesis of 4-amino-1-beta-D-ribofuranosyl-1H-pyrrolo[2,3-b]pyridine (1-deazatubercidin) as a potential antitumor agent.",1258-61,"['Antonini, I', 'Claudi, F', 'Cristalli, G', 'Franchetti, P', 'Grifantini, M', 'Martelli, S']","['Antonini I', 'Claudi F', 'Cristalli G', 'Franchetti P', 'Grifantini M', 'Martelli S']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Med Chem,Journal of medicinal chemistry,9716531,"['0 (Antineoplastic Agents)', '0 (Ribonucleosides)', '83683-90-3 (1-deazatubercidin)', 'M351LCX45Y (Tubercidin)']",IM,"['Animals', 'Antineoplastic Agents/*chemical synthesis', 'Cells, Cultured', 'Chemical Phenomena', 'Chemistry', 'Leukemia L1210/drug therapy', 'Mice', 'Ribonucleosides/*chemical synthesis', 'Tubercidin/analogs & derivatives/*chemical synthesis/pharmacology']",1982/10/01 00:00,1982/10/01 00:01,['1982/10/01 00:00'],"['1982/10/01 00:00 [pubmed]', '1982/10/01 00:01 [medline]', '1982/10/01 00:00 [entrez]']",['10.1021/jm00352a035 [doi]'],ppublish,J Med Chem. 1982 Oct;25(10):1258-61. doi: 10.1021/jm00352a035.,,,,,,,,,,,
