PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,TT,PMC,AID,OID,OAB,OABL,OTO,OT,GN,RF,AD
809067,NLM,MEDLINE,19751220,20071115,0300-0893 (Print) 0300-0893 (Linking),22,3,1975 May,Progress in the classification of lymphoid and/or monocytoid leukemias and of lympho and reticulosarcomas (non-Hodgkin's lymphomas).,177-85,"New methods helpful in the classification of lymphoid and monocytoid leukaemias and haematosarcomas have recently become available. Among the most valuable procedures have been those detecting immunological markers and the ultrastructural analysis permitted by convention and scanning electron microscopy. The results of these studies, taken together with a meticulous morphologic examination on Giemsa smears allow a more subtle classification on these neoplasias. Among the most interesting points, one can list: a) The observation that all the prognostic parameters in the four types of common acute lymphoid leukaemia (ALL) (prolymphocytic, microlymphoblastic, macrolymphoblastic, prolymphoblastic) such as age, tumour mass (or leucocytosis) are related to the cytological type; T marker may be found in all these types, except in the prolymphoblastic; b) T or B acute lymphoid immunoblastic leukaemias has been described as a fifth type of ALL; c) The lymphosarcomas which can be histologically nodular (composed of B cells) or diffuse (composed of cells presenting B, T or no markers) can be cytologically prolymphocytic or lymphoblastic (or lymphoblastoid) if they are nodular, prolymphocytic, lymphoblastic or immunoblastic if they are diffuse; true (African) Burkitt's lymphosarcomas (BLS) must be distinguished from all the pseudo (non-African) Burkitt's lymphosarcomas which have been described elsewhere and which are either immunoblastic or lymphoblastic (oid) lymphosarcomas with a few macrophages. d) The diagnosis of reticulosarcoma which was in the past abusively carried out (because of confusion with immunoblastic lymphosarcoma) is based on the presence of many reticulins fibers at histological examination and on the cytological aspect of the cells on smears (the distinction of those cells with immunoblasts is easy).","['Mathe, G', 'Belpomme, D', 'Dantchev, D', 'Pouillart, P']","['Mathe G', 'Belpomme D', 'Dantchev D', 'Pouillart P']",['eng'],['Journal Article'],France,Biomedicine,Biomedicine / [publiee pour l'A.A.I.C.I.G.],0361342,"['0 (Azure Stains)', '0 (Receptors, Antigen, B-Cell)']",IM,"['Azure Stains', 'B-Lymphocytes/ultrastructure', 'Cell Membrane/immunology', 'Humans', 'Immune Adherence Reaction', 'Leukemia/immunology/pathology', 'Leukemia, Lymphoid/*classification', 'Leukemia, Myeloid/*classification', 'Lymphocyte Activation', 'Lymphocytes/immunology/*ultrastructure', 'Lymphoma/immunology/pathology', 'Lymphoma, Large B-Cell, Diffuse/*classification', 'Lymphoma, Non-Hodgkin/*classification', 'Plasma Cells/immunology/ultrastructure', 'Receptors, Antigen, B-Cell/analysis', 'T-Lymphocytes/ultrastructure', 'Waldenstrom Macroglobulinemia/pathology']",1975/05/01 00:00,1975/05/01 00:01,['1975/05/01 00:00'],"['1975/05/01 00:00 [pubmed]', '1975/05/01 00:01 [medline]', '1975/05/01 00:00 [entrez]']",ppublish,Biomedicine. 1975 May;22(3):177-85.,,,,,,,,,,,
809037,NLM,MEDLINE,19751204,20190918,0067-7957 (Print) 0067-7957 (Linking),,40,1975,Possible ways viral leukemia spreads among the hamadryas baboons of the Sukhumi monkey colony.,75-84,"Leukemia virus transmission was studied during an outbreak of leukemia among the baboons of the Sukhumi monkey colony. First, the possibility of ""vertical"" transmission of the virus was examined, as the Papio stock in Sukhumi was genetically homogeneous. ""Vertical"" transmission of the virus from a common ancestor seems unlikely, since cases of leukemia were registered in animals descending from different families. However, there were cases of innate leukemia, when babies born from leukemic parents displayed pronounced signs of leukemia immediately after birth. ""Horizontal"" transmission of the virus also seems indisputable, because special experiments have shown that imported baboons, even of other species, caged together with leukemic animals, may develop leukemia due to close contact. It was established earlier that the leukemia virus was excreted with urine. Kidneys, lungs, and salivary glands are the possible routes of infection. Thus, the present report aknowledges the possibility of both ""horizontal"" and ""vertical"" transmission of leukemia oncornaviruses in primates.","['Lapin, B A']",['Lapin BA'],['eng'],['Journal Article'],Switzerland,Bibl Haematol,Bibliotheca haematologica,0372513,,IM,"['Animals', 'Disease Outbreaks', 'Female', 'Haplorhini', 'Leukemia/microbiology/transmission/*veterinary', 'Maternal-Fetal Exchange', 'Monkey Diseases/microbiology/*transmission', '*Papio', 'Pregnancy', 'Retroviridae/isolation & purification', 'USSR', 'Urine/microbiology']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",ppublish,Bibl Haematol. 1975;(40):75-84. doi: 10.1159/000397520.,,,['10.1159/000397520 [doi]'],,,,,,,,
809036,NLM,MEDLINE,19751204,20190918,0067-7957 (Print) 0067-7957 (Linking),,40,1975,Pathways in thymus- and bone marrow-derived lymphatic leukemia in mice.,133-41,"The radiation- and radiation leukemia virus-induced leukemias in C57BL/6 strain mice were found to be of the thymus-derived (T) lymphocyte origin. Experimental evidence indicated that the interaction of the radiation leukemia virus with thymus-derived lymphoid cells and specifically with the thymus subpopulation bearing high levels of H-2 alloantigens were prerequisites for the development of high leukemia incidence in these test systems. In radiation leukemogenesis in C57BL/6 mice it was shown that within several days following the radiation treatment a ""released"" leukemogenic agent was found in the irradiated bone marrow; whereas, several days following chemical carcinogen leukemogenesis in SJL/J mice, established preleukemic or leukemic cells could be detected in the bone marrow. The analysis concerned with the lymphoid origin of chemical carcinogen-induced lymphatic leukemias in SJL/J mice indicated clearly that the carcinogen could affect different lymphoid populations. The majority of the chemical-induced leukemias were of the bone marrow-derived (B) lymphocyte origin, although some leukemias were of T lymphocyte origin, and some tumors could not be classified as either T or B leukemias, perhaps representing stem cells which do not carry the characteristic surface antigens for mature T and B cells.","['Haran-Ghera, N', 'Ben-Yaakov, M', 'Chazan, R', 'Peled, A']","['Haran-Ghera N', 'Ben-Yaakov M', 'Chazan R', 'Peled A']",['eng'],['Journal Article'],Switzerland,Bibl Haematol,Bibliotheca haematologica,0372513,"['57-97-6 (9,10-Dimethyl-1,2-benzanthracene)']",IM,"['9,10-Dimethyl-1,2-benzanthracene', 'Animals', 'B-Lymphocytes/*pathology', 'Leukemia, Experimental/chemically induced/etiology/immunology/*pathology', 'Leukemia, Radiation-Induced/pathology', 'Mice', 'Mice, Inbred C57BL', 'T-Lymphocytes/*pathology']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",ppublish,Bibl Haematol. 1975;(40):133-41. doi: 10.1159/000397527.,,,['10.1159/000397527 [doi]'],,,,,,,,
808960,NLM,MEDLINE,19751126,20190509,0002-9173 (Print) 0002-9173 (Linking),64,3,1975 Sep,Plasma-cell leukemia with unusual immunoglobulin abnormalities.,410-5,"The cases of three patients who had clinical courses and hematologic data consistent with plasma-cell leukemia or a terminal leukemic phase of multiple myeloma are presented. A double Bence Jones protein was demonstrated in the urine of two of the patients. Immunoelectrophoresis and immunofluorescence studies demonstrated kappa light chains. In serum and urine of the third patient, no immunoglobulin abnormality was demonstrated. The three patients had rapidly fatal courses unresponsive to treatment.","['Pedraza, M A']",['Pedraza MA'],['eng'],"['Case Reports', 'Journal Article']",England,Am J Clin Pathol,American journal of clinical pathology,0370470,"['0 (Immunoglobulin kappa-Chains)', '0 (Immunoglobulins)', '9006-99-9 (Bence Jones Protein)']",IM,"['Aged', 'Bence Jones Protein/analysis', 'Blood Protein Electrophoresis', 'Bone Marrow/immunology', 'Bone Marrow Cells', 'Female', 'Fluorescent Antibody Technique', 'Humans', 'Immunoelectrophoresis', 'Immunoglobulin kappa-Chains/analysis', '*Immunoglobulins', 'Leukemia, Plasma Cell/*immunology', 'Male', 'Middle Aged']",1975/09/01 00:00,1975/09/01 00:01,['1975/09/01 00:00'],"['1975/09/01 00:00 [pubmed]', '1975/09/01 00:01 [medline]', '1975/09/01 00:00 [entrez]']",ppublish,Am J Clin Pathol. 1975 Sep;64(3):410-5. doi: 10.1093/ajcp/64.3.410.,,,['10.1093/ajcp/64.3.410 [doi]'],,,,,,,,
808944,NLM,MEDLINE,19751205,20180216,0001-5792 (Print) 0001-5792 (Linking),54,2,1975,Characterization of ineffective erythropoiesis in erythroleukaemia.,65-74,"In 6 cases initially showing a symptomatology of erythroleukemia, the proliferation of erythroblasts was studied by combined Feulgen cytophotometry and autoradiography after labelling with 3H-TdR in vivo. A proliferation disturbance was observed consisting of an accumulation of diploid and unlabelled cells and a decreased proportion of cells in S. This defect occurred within the basophilic cell compartment in one case and within the early polychromatic cell compartment in all 6 cases. The results indicate the existence of out-of-cycle cells, which may be responsible for the inefficacy for erythropoiesis in this disease. The defect was present in all 4 cases with acute erythroleukaemia. In one of the two cases showing no deterioration of the physical and haematological condition over a period of years, an additional defect was observed, consisting of a striking accumulation of tetraploid unlabelled cells. Therefore, the technique used may be suitable as a diagnostic tool for evaluation of new types of ineffective erythropoiesis.","['Queisser, W', 'Pepperl, U', 'Kempgens, U', 'Muller, U']","['Queisser W', 'Pepperl U', 'Kempgens U', 'Muller U']",['eng'],['Journal Article'],Switzerland,Acta Haematol,Acta haematologica,0141053,['9007-49-2 (DNA)'],IM,"['Aged', 'Basophils/metabolism', 'Blood Cell Count', 'DNA/biosynthesis/blood', 'Diploidy', 'Erythroblasts/metabolism', '*Erythropoiesis', 'Female', 'Humans', 'Leukemia, Erythroblastic, Acute/*blood/diagnosis', 'Male', 'Middle Aged', 'Mitosis', 'Polyploidy']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",ppublish,Acta Haematol. 1975;54(2):65-74. doi: 10.1159/000208054.,,,['10.1159/000208054 [doi]'],,,,,,,,
808942,NLM,MEDLINE,19751205,20180216,0001-5792 (Print) 0001-5792 (Linking),54,2,1975,Burkitt's lymphoma presenting as acute leukaemia.,115-9,"A Nigerian male child presented with extensive superficial lymphadenopathy, a bleeding diathesis, and numerous tumour cells in blood and bone marrow. Further characterization of the tumour cells confirmed the diagnosis of Burkitt's lymphoma. The main unusual features shown by this patient are discussed.","['Jaiyesimi, F', 'Oluboyede, O', 'Taylor, D', 'Familusi, J B']","['Jaiyesimi F', 'Oluboyede O', 'Taylor D', 'Familusi JB']",['eng'],"['Case Reports', 'Journal Article']",Switzerland,Acta Haematol,Acta haematologica,0141053,,IM,"['Acute Disease', 'Bone Marrow/pathology', 'Burkitt Lymphoma/*diagnosis/pathology', 'Child', 'Diagnosis, Differential', 'Humans', 'Leukemia/*diagnosis', 'Male']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",ppublish,Acta Haematol. 1975;54(2):115-9. doi: 10.1159/000208060.,,,['10.1159/000208060 [doi]'],,,,,,,,
808941,NLM,MEDLINE,19751205,20180216,0001-5792 (Print) 0001-5792 (Linking),53,6,1975,Chronic eosinophilic leukemia complicated by epidural myeloblastoma.,356-61,"Epidural myeloblastoma, which compressed the spinal cord, was the first evidence for chronic granulocytic leukemia, eosinophilic type, Ph chromosome negative. This manifestation was preceded by 3 years follow-up of a patient with persistent eosinophilia of 60% mature eosinophils. The only clues for the diagnosis of leukemia were splenomegaly and high serum vitamin B12, most of which was bound to transcobalamin I. The latter finding presents a useful diagnostic criterium in myeloproliferative disorders.","['Dvilansky, A', 'Alkan, M L', 'Ho, W', 'Kaplan, H', 'Tiberin, P', 'Rachmilewitz, B']","['Dvilansky A', 'Alkan ML', 'Ho W', 'Kaplan H', 'Tiberin P', 'Rachmilewitz B']",['eng'],"['Case Reports', 'Journal Article']",Switzerland,Acta Haematol,Acta haematologica,0141053,"['0 (Transcobalamins)', 'P6YC3EG204 (Vitamin B 12)']",IM,"['Adult', '*Eosinophils', 'Humans', 'Leukemia, Myeloid/blood/*complications', 'Male', 'Plasmacytoma/blood/*complications', 'Transcobalamins/blood', 'Vitamin B 12/blood']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",ppublish,Acta Haematol. 1975;53(6):356-61. doi: 10.1159/000208205.,,,['10.1159/000208205 [doi]'],,,,,,,,
808934,NLM,MEDLINE,19751204,20180216,0001-5792 (Print) 0001-5792 (Linking),53,4,1975,Acute myelo-monocytic leukaemia: a terminal complication of paroxysmal nocturnal haemolobinuria.,241-8,"The authors report a case of acute myelo-monocytic leukaemia occurring in a patient, 3 years after the beginning of a typical paroxysmal nocturnal haemoglobinuria (PNH). An intermediate phase characterized by worsening of the anaemia was observed, with disappearance of the in vitro haemolysis tests. The kinetic studies showed a replacement of the early peripheral haemolysis by a bone marrow insufficiency with intra-medullary cell death. A review of the five previous reported cases of this association show that PNH is generally a typical one, so that acute leukaemia must be considered as an unfrequent but possible complication of PNH.","['Zittoun, R', 'Bernadou, A', 'James, J M', 'Soria, J', 'Bousser, J']","['Zittoun R', 'Bernadou A', 'James JM', 'Soria J', 'Bousser J']",['eng'],"['Case Reports', 'Journal Article']",Switzerland,Acta Haematol,Acta haematologica,0141053,,IM,"['Adult', 'Hemoglobinuria, Paroxysmal/blood/*complications', 'Humans', 'Leukemia, Myeloid, Acute/blood/*etiology', 'Male']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",ppublish,Acta Haematol. 1975;53(4):241-8. doi: 10.1159/000208189.,,,['10.1159/000208189 [doi]'],,,,,,,,
808893,NLM,MEDLINE,19751204,20191028,0340-1227 (Print) 0340-1227 (Linking),367,2,1975 Jul 17,Patho-anatomical features of so-called Ph1- chronic myeloid leukemia.,137-48,"Chronic myeloid leukemia without the Philadelphia chromosome (Ph1-CML) is described and distinguished from chronic myeloid leukemia with the Philadelphia chromosome (Ph1+CML) on the basis of clinical and autopsy findings of four cases. Ph1-CML showed clinical, hematological, and patho-anatomical features which could be regarded as typical. Patho-anatomically Ph1-CML differed from Ph1+CML in the variable maturation of the leukemic proliferation in the bone marrow and extramedullary infiltrates. Up to the terminal phase Ph1-CML can be of an extremely mature cell type. However, it can also show myeloblastic transformation after an initially mature cell stage. Ph1-CML infiltrates are found in tissues and organs which Ph1+CML usually does not infiltrate or only to a low degree until a blastic crisis. On the basis of its course and clinical and patho-anatomical features Ph1-CML looks like an atypical chronic myeloid leukemia. However, it is better called an acute myeloid leukemia of the mature cell type.","['Schwarze, E W', 'Schwalbe, P', 'Klein, U E']","['Schwarze EW', 'Schwalbe P', 'Klein UE']",['eng'],"['Comparative Study', 'Journal Article']",Germany,Virchows Arch A Pathol Anat Histol,"Virchows Archiv. A, Pathological anatomy and histology",7505137,,IM,"['Aged', 'Blood Cell Count', 'Blood Platelets/pathology', 'Bone Marrow/pathology', 'Chromosome Aberrations', 'Chromosomes, Human, 21-22 and Y', 'Hematopoiesis', 'Hepatomegaly', 'Humans', 'Leukemia, Myeloid/genetics/*pathology', 'Leukocyte Count', 'Liver/pathology', 'Lung/pathology', 'Lymph Nodes/pathology', 'Lymphadenitis/pathology', 'Male', 'Middle Aged', 'Primary Myelofibrosis/pathology', 'Spleen/pathology', 'Splenomegaly']",1975/07/17 00:00,1975/07/17 00:01,['1975/07/17 00:00'],"['1975/07/17 00:00 [pubmed]', '1975/07/17 00:01 [medline]', '1975/07/17 00:00 [entrez]']",ppublish,Virchows Arch A Pathol Anat Histol. 1975 Jul 17;367(2):137-48. doi: 10.1007/BF00430951.,,,['10.1007/BF00430951 [doi]'],,,,,,,,
808849,NLM,MEDLINE,19751205,20071115,0036-7672 (Print) 0036-7672 (Linking),105,35,1975 Aug 30,[Prevention of infection in patients with agranulocytosis through isolation and whole-body decontamination].,1123-5,"During induction chemotherapy 21 patients with acute myelogenous leukemia and agranulocytosis were prophylactically isolated either in reverse isolation (group A) or in sterile plastic-tent isolators with laminar air flow (Life Islands, group B). Patients of group B also received whole-body decontamination and sterile food. Life threatening septicemias were seen only in patients in reverse isolation. Granulocyte transfusions were highly successful in reducing infection-related mortality in group A. Seven additional patients with agranulocytosis of varying origin (group C) were protected in the Life Islands as effectively as the patients with acute leukemia.","['Fopp, M', 'Gasser, A', 'Eigenmann, B', 'Jungi, W F', 'Meuret, G', 'Senn, H J']","['Fopp M', 'Gasser A', 'Eigenmann B', 'Jungi WF', 'Meuret G', 'Senn HJ']",['ger'],"['Clinical Trial', 'Comparative Study', 'Controlled Clinical Trial', 'English Abstract', 'Journal Article']",Switzerland,Schweiz Med Wochenschr,Schweizerische medizinische Wochenschrift,0404401,['0 (Anti-Bacterial Agents)'],IM,"['Adolescent', 'Adult', 'Aged', 'Agranulocytosis/*complications/etiology', 'Anti-Bacterial Agents/therapeutic use', 'Food Microbiology', 'Humans', '*Infection Control', 'Leukemia, Myeloid, Acute/*complications', 'Middle Aged', 'Patient Isolators', 'Sepsis/prevention & control']",1975/08/30 00:00,1975/08/30 00:01,['1975/08/30 00:00'],"['1975/08/30 00:00 [pubmed]', '1975/08/30 00:01 [medline]', '1975/08/30 00:00 [entrez]']",ppublish,Schweiz Med Wochenschr. 1975 Aug 30;105(35):1123-5.,Infektprophylaxe bei Patienten mit Agranulozytose durch Isolation und Ganzkorperdekontamination,,,,,,,,,,
