PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,MH,EDAT,MHDA,CRDT,PHST,PST,SO,TT,SB,AID,AB,RF,PMC,AD,GR,OID
224760,NLM,MEDLINE,19791026,20061115,0003-4193 (Print) 0003-4193 (Linking),9,4,1978,Further investigations on the porcine lymphoma C-type particle (PLCP) and the possible biological significance of the virus in pigs.,651-8,"['Busse, C', 'Marschall, H J', 'Moennig, V']","['Busse C', 'Marschall HJ', 'Moennig V']",['eng'],"['Comparative Study', 'Journal Article']",France,Ann Rech Vet,Annales de recherches veterinaires. Annals of veterinary research,1267230,"['0 (Antibodies, Viral)', '0 (Peptides)', '0 (Viral Proteins)']","['Animals', 'Antibodies, Viral/analysis', 'Cell Line', 'Leukemia Virus, Bovine/immunology', 'Lymphoma, Non-Hodgkin/microbiology/*veterinary', 'Peptides/isolation & purification', 'Retroviridae/analysis/immunology/*isolation & purification', 'Swine/immunology', 'Swine Diseases/*microbiology', 'Viral Proteins/isolation & purification']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,Ann Rech Vet. 1978;9(4):651-8.,,IM,,"The possible biological significance of the procine lymphoma C-type particle (PLCP) was investigated serologically. The screening of 1 200 field sera of apparently normal breeder pigs, performed with an immunodiffusion test, revealed negative results. The same results were obtained with sera from a herd with hereditary lymphosarcoma and with sera from experimentally infected piglets. In cases of doubtful precipitation lines additional tests with a more sensitive indirect immunofluorescence assay were performed. In no case a specific cytoplasmic fluorescence could be observed. The same sera of the 1 200 pigs were tested with BLV antigen as well as 350 bovine sera from BLV-positive cattle were tested with PLCP antigen. A possible antigenic relationship between BLV and PLCP could not be detected by the assays mentioned above. Purified PLCP was compared in SDS-PAGE with MuLV, FeLV, and BLV. The electrophoretical pattern presents suggestive evidence for a typical oncornavirus polypeptide composition. Apart from the presumable major internal protein with a molecular weight of 28 000 d, three low molecular weight proteins appeared at 12 000 d, 11 000 d, and 10 000 d. High molecular weight proteins could not be detected yet. The antigenic specificity of these bands has still to be confirmed.",,,,,
224759,NLM,MEDLINE,19791026,20131121,0003-4193 (Print) 0003-4193 (Linking),9,4,1978,Bovine leukemia virus (BLV) specific RNA in infected cells.,643-9,"['Astier, T', 'Mamoun, R', 'Guillemain, B', 'Duplan, J F', 'Parodi, A L']","['Astier T', 'Mamoun R', 'Guillemain B', 'Duplan JF', 'Parodi AL']",['eng'],"['Comparative Study', 'Journal Article']",France,Ann Rech Vet,Annales de recherches veterinaires. Annals of veterinary research,1267230,"['0 (RNA, Messenger)', '0 (RNA, Viral)', '9007-49-2 (DNA)', '9G34HU7RV0 (Edetic Acid)']","['Cells, Cultured', 'DNA/biosynthesis', 'Edetic Acid/pharmacology', 'Leukemia Virus, Bovine/growth & development/*metabolism', 'Molecular Weight', 'Nucleic Acid Hybridization', 'Polyribosomes/drug effects', 'RNA, Messenger/isolation & purification', 'RNA, Viral/*biosynthesis/isolation & purification', 'Retroviridae/*metabolism']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,Ann Rech Vet. 1978;9(4):643-9.,,IM,,"BLV specific RNA sequences were detected by hybridization to the single stranded DNA copy of the viral RNA in fetal lamb kidney cells infected with bovine leukemia virus (FLK-BLV). The DNA synthesis was carried out in vitro by an endogenous reaction. It was found that uninfected lamb cells do not contain RNA sequences related to the BLV genome, whereas BLV-DNA completely annealed to FLK-BLV RNAs. RNA from FLK-BLV cells contains three species of virus specific RNA which sediment respectively at 35 S, 20--24 S and 12--4 S. In view of their EDTA-sensitive association with ribosomes, viral specific RNA sequences are viral messenger RNAs and their polarity is identical to that of the 70 S viral RNA.",,,,,
224758,NLM,MEDLINE,19791026,20031114,0003-4193 (Print) 0003-4193 (Linking),9,4,1978,Heterogeneous properties of BLV-precipitating immunoglobulins in bovine leukemic sera.,635-41,"['Matthaeus, W']",['Matthaeus W'],['eng'],['Journal Article'],France,Ann Rech Vet,Annales de recherches veterinaires. Annals of veterinary research,1267230,"['0 (Antigens, Viral)', '0 (Immune Sera)', '0 (Immunoglobulin A)', '0 (Immunoglobulin G)', '0 (Immunoglobulins)']","['Animals', 'Antigens, Viral/analysis', 'Cattle', 'Cattle Diseases/*immunology', 'Immune Sera/*analysis', 'Immunodiffusion', 'Immunoelectrophoresis', 'Immunoglobulin A/analysis', 'Immunoglobulin G/analysis', 'Immunoglobulins/*analysis', 'Leukemia/immunology/*veterinary', 'Leukemia Virus, Bovine/*immunology', 'Retroviridae/*immunology']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,Ann Rech Vet. 1978;9(4):635-41.,,IM,,"Purified precipitating serum antibodies against bovine leukemia virus present in cattle suffering from various stages of leukosis were identified as immunoglobulins of the IgG 1 subclass and IgA class. Each of these precipitating immunoglobulins exhibited several electrical charges as well as molecular sizes the origin of which will be discussed. Differences in precipitating activities against antigen gp69 and p24 could be observed comparing serum from a suspect animal and a highly leukemic one. In disrupted BLV preparations four antigens were detected immunoelectrophoretically, and two of them could be analyzed. Antigen gp69 less basic than p24 showed a considerably faster mobility.",,,,,
224757,NLM,MEDLINE,19791026,20041117,0003-4193 (Print) 0003-4193 (Linking),9,4,1978,Translation of bovine leukemia virus genome information in heterologous protein synthesizing systems programmed with virion RNA and in cell-lines persistently infected by BLV.,627-34,"['Ghysdael, J', 'Kettmann, R', 'Burny, A']","['Ghysdael J', 'Kettmann R', 'Burny A']",['eng'],['Journal Article'],France,Ann Rech Vet,Annales de recherches veterinaires. Annals of veterinary research,1267230,"['0 (RNA, Messenger)', '0 (RNA, Viral)', '0 (Viral Proteins)']","['Cell-Free System', 'Cells, Cultured', 'Leukemia Virus, Bovine/*genetics/metabolism', 'Molecular Weight', '*Protein Biosynthesis', 'RNA, Messenger/isolation & purification/metabolism', 'RNA, Viral/isolation & purification/*metabolism', 'Retroviridae/*genetics', 'Viral Proteins/*biosynthesis/isolation & purification', 'Virion/metabolism']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,Ann Rech Vet. 1978;9(4):627-34.,,IM,,,,,,,
224756,NLM,MEDLINE,19791026,20061115,0003-4193 (Print) 0003-4193 (Linking),9,4,1978,Detection of a precursor of bovine leukemia virus structural proteins in purified virions.,619-26,"['Gupta, P', 'Ferrer, J F']","['Gupta P', 'Ferrer JF']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",France,Ann Rech Vet,Annales de recherches veterinaires. Annals of veterinary research,1267230,"['0 (Peptides)', '0 (Protein Precursors)', '0 (Viral Proteins)']","['Chromatography, Gel', 'Electrophoresis, Polyacrylamide Gel', 'Immunodiffusion', 'Leukemia Virus, Bovine/*analysis/immunology', 'Molecular Weight', 'Peptides/immunology/isolation & purification', 'Protein Precursors/*isolation & purification', 'Radioimmunoassay', 'Retroviridae/*analysis', 'Viral Proteins/immunology/*isolation & purification', 'Virion/analysis']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,Ann Rech Vet. 1978;9(4):619-26.,,IM,,"Gel filtration chromatography of disrupted bovine leukemia virus (BLV) resulted in the isolation of the 25,000 dalton major virion internal protein and two previously uncharacterized virion proteins of molecular weight 65,000 and 12,000 respectively. The 65,000 dalton protein does not bind to concanavalin A and its antigenicity is ether-resistant. Therefore, this polypeptide is different from the previously described glycoprotein associated with BLV. Radiommunoprecipitation and competitive radioimmunoassays indicated that the 65,000 molecular weight polypeptide shares antigenic determinants with the 25,000, 15,000, and 12,000 dalton BLV proteins, respectively. Thus, the 65,000 dalton polypeptide may represent the precursor of these three smaller virion proteins.",,,,,
224755,NLM,MEDLINE,19791026,20061115,0003-4193 (Print) 0003-4193 (Linking),9,4,1978,Subunit and fine structure of the glycoprotein of bovine leukemia virus.,613-7,"['Dietzschold, B', 'Kaaden, O R', 'Frenzel, B']","['Dietzschold B', 'Kaaden OR', 'Frenzel B']",['eng'],"['Comparative Study', 'Journal Article']",France,Ann Rech Vet,Annales de recherches veterinaires. Annals of veterinary research,1267230,"['0 (Glycopeptides)', '0 (Glycoproteins)']","['Chromatography, Ion Exchange', 'Electrophoresis, Polyacrylamide Gel', 'Glycopeptides/analysis/isolation & purification', 'Glycoproteins/*analysis/isolation & purification', 'Leukemia Virus, Bovine/*analysis', 'Molecular Weight', 'Retroviridae/*analysis']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,Ann Rech Vet. 1978;9(4):613-7.,,IM,,"The structure of the glycoprotein of bovine leukemia virus (BLV) was investigated. Analysis of BLV under nonreducing conditions revealed two viral glycoproteins with apparent molecular weights of 162,000 (VGP I) and 85,000 (VGP II). After reduction and alkylation, two glycosylated polypeptide chains of apparent molecular weights of 60,000 (gp 60) and 30,000 (gp 30) could be demonstrated in VGP I and VGP II; VGP I appears to contain two molecules of gp 60 and two molecules of gp 30, and VGP II consists of only one molecule of gp 60 and one molecule of gp 30 linked by disulfide bonds. Comparison of the tryptic peptides of gp 60 and gp 30 provided evidence for the existence of partial sequence relationship between gp 60 and gp 30. The structural similarity of the BLV glycoprotein molecule to immunoglobulins is discussed in regard to the possible function of this protein in the pathogenesis of bovine leukemia.",,,,,
224754,NLM,MEDLINE,19791026,20061115,0003-4193 (Print) 0003-4193 (Linking),9,4,1978,Studies on specific antigen content in different fractions of preparations from BLV-producing cell cultures.,609-12,"['Grundboeck-Jusko, J', 'Grundboeck, M']","['Grundboeck-Jusko J', 'Grundboeck M']",['eng'],"['Comparative Study', 'Journal Article']",France,Ann Rech Vet,Annales de recherches veterinaires. Annals of veterinary research,1267230,"['0 (Antigens, Viral)', '0 (Glycoproteins)']","['Antigens, Viral/*analysis/isolation & purification', 'Cells, Cultured', 'Glycoproteins/immunology/isolation & purification', 'Immunodiffusion', 'Leukemia Virus, Bovine/growth & development/*immunology', 'Retroviridae/*immunology']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,Ann Rech Vet. 1978;9(4):609-12.,,IM,,"Different protein fractions of BLV-antigens were examined with serological and chemical methods. The fractions of ether resistant and dual antigens were obtained by means of QAE-50A Sephadex chromatography and the fractions of gp-antigen were collected in the course of the affinity chromatography on Concanavalin A-Sepharose. All protein fractions examined by means of polyacrylamide gels electrophoresis occurred to be heterogenous. Some of them showed positive RID or GID reactions with sera of cattle or sheep affected with leukosis. By means of thinlayer chromatography on Sephadex, there were estimated following molecular weights of proteins in the serologically positive fractions: 12.500, 67.000, 70.000 and 150.000.",,,,,
224653,NLM,MEDLINE,19791026,20151119,0001-6217 (Print) 0001-6217 (Linking),26,3-4,1978,Neoplastic response of turkey liver to MC29 leukosis virus.,325-32,"['Schaff, Z', 'Talas, M', 'Stoger, I', 'Lapis, K', 'Foldes, I']","['Schaff Z', 'Talas M', 'Stoger I', 'Lapis K', 'Foldes I']",['eng'],['Journal Article'],Hungary,Acta Morphol Acad Sci Hung,Acta morphologica Academiae Scientiarum Hungaricae,0370334,,"['Animals', 'Avian Leukosis/microbiology/*pathology', 'Avian Leukosis Virus/growth & development/*pathogenicity', 'Carcinoma, Hepatocellular/microbiology/*pathology', 'Liver Neoplasms/*etiology/microbiology', 'Turkeys']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,Acta Morphol Acad Sci Hung. 1978;26(3-4):325-32.,,IM,,"Twelve to fourteen days after intravenous inoculation of MC29 virus (1 x 10(5)LD50) into 1-day-old turkeys, liver tumour developed in 100% of the infected animals and led to death of birds. The tumour proved to be hepatomas histologically and electron microscopically. Numerous C-type particles were detectable among the tumour cells, as well as budding from the cell membrane. C-type particles were also observed in the tumour-free liver tissue in the spaces between the cells, budding was not detectable. Large number of virus particles were found in spleen extracellularly and intracellular vacuoles. Kidney tumours did not develop, but a few extracellular virus particles were located in the tissue. The MC29 virus-induced primary liver tumour in the turkey seems to be a suitable model for the morphological study of the relationship between oncogenic viruses and eukaryotic cells.",,,,,
224582,NLM,MEDLINE,19791026,20190714,0042-6822 (Print) 0042-6822 (Linking),97,2,1979 Sep,Abelson murine leukemia virus-infected cell lines defective in transformation.,231-40,"['Sacks, T L', 'Hershey, E J', 'Stephenson, J R']","['Sacks TL', 'Hershey EJ', 'Stephenson JR']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Virology,Virology,0110674,['0 (Viral Proteins)'],"['Animals', 'Cell Line', '*Cell Transformation, Viral', 'Clone Cells', '*Genes', '*Genes, Viral', 'Helper Viruses/physiology', 'Leukemia Virus, Murine/*genetics/physiology', 'Mink', 'Mutation', 'Rats', 'Viral Proteins/biosynthesis']",1979/09/01 00:00,1979/09/01 00:01,['1979/09/01 00:00'],"['1979/09/01 00:00 [pubmed]', '1979/09/01 00:01 [medline]', '1979/09/01 00:00 [entrez]']",ppublish,Virology. 1979 Sep;97(2):231-40. doi: 10.1016/0042-6822(79)90335-0.,,IM,['10.1016/0042-6822(79)90335-0 [doi]'],,,,,,
224581,NLM,MEDLINE,19791024,20190714,0042-6822 (Print) 0042-6822 (Linking),97,1,1979 Aug,Group-specific cytolytic antibody directed against the major glycoprotein (gp70) of murine leukemia viruses in serum of mice with dormant FLV infections.,55-67,"['Callahan, R M', 'Marx, P A', 'Wheelock, E F']","['Callahan RM', 'Marx PA', 'Wheelock EF']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Virology,Virology,0110674,"['0 (Antibodies, Viral)', '0 (Antigens, Viral)', '0 (Glycoproteins)', '0 (Viral Proteins)']","['AKR murine leukemia virus/immunology', 'Animals', 'Antibodies, Viral/*immunology', '*Antibody-Dependent Cell Cytotoxicity', 'Antigens, Viral', 'Female', 'Friend murine leukemia virus/immunology', 'Glycoproteins/*immunology', 'Leukemia Virus, Feline/immunology', 'Leukemia Virus, Murine/*immunology', 'Leukemia, Experimental/*immunology', 'Mice', 'Mice, Inbred DBA', 'Viral Proteins/*immunology']",1979/08/01 00:00,1979/08/01 00:01,['1979/08/01 00:00'],"['1979/08/01 00:00 [pubmed]', '1979/08/01 00:01 [medline]', '1979/08/01 00:00 [entrez]']",ppublish,Virology. 1979 Aug;97(1):55-67. doi: 10.1016/0042-6822(79)90372-6.,,IM,['10.1016/0042-6822(79)90372-6 [doi]'],,,,,,
