PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,RN,AID,RF,GR,PMC,SI,TT,AD,EIN,OID
3484974,NLM,MEDLINE,19860403,20190609,0006-3002 (Print) 0006-3002 (Linking),885,2,1986 Feb 21,Effect of liposomes sensitized with methotrexate-gamma-dimyristoylphosphatidylethanolamine on cells that are resistant to methotrexate.,129-35,"This study compares the ability of methotrexate and liposomes, in which the drug is anchored to the lipid bilayers via methotrexate-gamma-dimyristoylphosphatidylethanolamine, to inhibit proliferation of human leukemic cells (CEM/O) and cells derived from this line that are resistant to methotrexate because of either a defective transport system (CEM/MTX cells) or elevated levels of dihydrofolate reductase (CEM/R1 cells). Whereas CEM/O and CEM/MTX cells show a 120-fold difference in their susceptibility to methotrexate (as measured by the incorporation of tritiated deoxyuridine into DNA), both lines are equally sensitive to the liposomes. In contrast, proliferation of CEM/MTX cells is not inhibited significantly by methotrexate-gamma-glycerophosphorylethanolamine (MTX-gamma-glyceroPE), the water-soluble analog of MTX-gamma-DMPE. Both the ability of the liposomes to circumvent the transport defect, and the inability of MTX-gamma-glyceroPE to do so, were anticipated on the basis of previous experiments which show that thiamine pyrophosphate could antagonize inhibition of mouse 3T3 and L1210 cell proliferation by methotrexate and MTX-gamma-glyceroPE, but not inhibition by liposomes. Human cells (CEM/O) behave similarly. The present experiments also suggest that liposomes prepared with MTX-gamma-DMPE can partially reverse the methotrexate resistance of CEM/R1 cells that is due to overproduction of the target enzyme.","['Kinsky, S C', 'Hashimoto, K', 'Loader, J E', 'Knight, M S', 'Fernandes, D J']","['Kinsky SC', 'Hashimoto K', 'Loader JE', 'Knight MS', 'Fernandes DJ']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",Netherlands,Biochim Biophys Acta,Biochimica et biophysica acta,0217513,IM,"['Cell Division/drug effects', 'Cell Line', 'DNA Replication/drug effects', 'Drug Resistance', 'Humans', 'Leukemia', '*Liposomes', 'Methotrexate/administration & dosage/*analogs & derivatives/metabolism/pharmacology', 'Phosphatidylethanolamines/administration & dosage/metabolism/*pharmacology', 'T-Lymphocytes/*drug effects/metabolism', 'Thiamine Pyrophosphate/pharmacology']",1986/02/21 00:00,1986/02/21 00:01,['1986/02/21 00:00'],"['1986/02/21 00:00 [pubmed]', '1986/02/21 00:01 [medline]', '1986/02/21 00:00 [entrez]']",ppublish,Biochim Biophys Acta. 1986 Feb 21;885(2):129-35. doi: 10.1016/0167-4889(86)90080-7.,"['0 (Liposomes)', '0 (Phosphatidylethanolamines)', '97850-20-9 (methotrexate-gamma-glycerophosphatidylethanolamine)', '97866-97-2 (methotrexate-gamma-1,2-dimyristoylphosphatidylethanolamine)', 'Q57971654Y (Thiamine Pyrophosphate)', 'YL5FZ2Y5U1 (Methotrexate)']","['0167-4889(86)90080-7 [pii]', '10.1016/0167-4889(86)90080-7 [doi]']",,['AI-15796/AI/NIAID NIH HHS/United States'],,,,,,
3484969,NLM,MEDLINE,19860404,20190704,0007-1048 (Print) 0007-1048 (Linking),62,2,1986 Feb,The nature of T-chronic lymphocytic leukaemia.,402-3,,"['Matutes, E', 'Brito-Babapulle, V', 'Foroni, L', 'Catovsky, D']","['Matutes E', 'Brito-Babapulle V', 'Foroni L', 'Catovsky D']",['eng'],['Letter'],England,Br J Haematol,British journal of haematology,0372544,IM,"['Humans', 'Leukemia, Lymphoid/*blood', 'T-Lymphocytes/*pathology']",1986/02/01 00:00,1986/02/01 00:01,['1986/02/01 00:00'],"['1986/02/01 00:00 [pubmed]', '1986/02/01 00:01 [medline]', '1986/02/01 00:00 [entrez]']",ppublish,Br J Haematol. 1986 Feb;62(2):402-3. doi: 10.1111/j.1365-2141.1986.tb02948.x.,,['10.1111/j.1365-2141.1986.tb02948.x [doi]'],,,,,,,,
3484968,NLM,MEDLINE,19860404,20190704,0007-1048 (Print) 0007-1048 (Linking),62,2,1986 Feb,T-cell hairy cell leukaemia presenting with disseminated intravascular coagulation: rapid response to alpha-interferon.,393-4,,"['Camba, L', 'Joyner, M V']","['Camba L', 'Joyner MV']",['eng'],"['Case Reports', 'Letter']",England,Br J Haematol,British journal of haematology,0372544,IM,"['Disseminated Intravascular Coagulation/*complications', 'Female', 'Humans', 'Interferon Type I/*therapeutic use', 'Leukemia, Hairy Cell/*drug therapy', 'Middle Aged', 'T-Lymphocytes']",1986/02/01 00:00,1986/02/01 00:01,['1986/02/01 00:00'],"['1986/02/01 00:00 [pubmed]', '1986/02/01 00:01 [medline]', '1986/02/01 00:00 [entrez]']",ppublish,Br J Haematol. 1986 Feb;62(2):393-4. doi: 10.1111/j.1365-2141.1986.tb02943.x.,['0 (Interferon Type I)'],['10.1111/j.1365-2141.1986.tb02943.x [doi]'],,,,,,,,
3484950,NLM,MEDLINE,19860314,20190612,0006-291X (Print) 0006-291X (Linking),134,1,1986 Jan 14,"Synthesis of colony-stimulating factor (CSF) and differentiation-inducing factor (D-factor) by osteoblastic cells, clone MC3T3-E1.",400-6,"The role of osteoblasts in inducing the proliferation and differentiation of bone marrow cells was examined. Conditioned medium obtained from mouse osteoblastic cell (MC3T3-E1) cultures stimulated colony formation of mouse bone marrow cells (CSF) and differentiation of mouse myeloid leukemia cells (M1) into macrophage-like cells (D-factor). The CSF activity increased time dependently in parallel with the increase of alkaline phosphatase activity during the culturing of the MC3T3-E1 cells. The activity of the D-factor attained a maximum on days 12 - 15 and decreased thereafter. Both the CSF and the D-factor were eluted in a range of 25,000 to 67,000 daltons on gel filtration. The fraction containing both factors exhibited bone-resorbing activity. These results suggest that osteoblasts are involved in bone resorption at least in part by enhancing the proliferation and differentiation of osteoclast progenitors.","['Shiina-Ishimi, Y', 'Abe, E', 'Tanaka, H', 'Suda, T']","['Shiina-Ishimi Y', 'Abe E', 'Tanaka H', 'Suda T']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Biochem Biophys Res Commun,Biochemical and biophysical research communications,0372516,IM,"['Alkaline Phosphatase/metabolism', 'Animals', 'Bone Marrow/drug effects', 'Bone Marrow Cells', 'Bone Resorption/drug effects', 'Cell Division/drug effects', 'Cell Line', 'Colony-Stimulating Factors/*biosynthesis', 'Glycoproteins/*biosynthesis', '*Growth Inhibitors', '*Interleukin-6', 'Leukemia Inhibitory Factor', 'Leukemia, Myeloid, Acute/metabolism', '*Lymphokines', 'Mathematics', 'Mice', 'Mice, Inbred C57BL', 'Osteoblasts/*metabolism', 'Time Factors']",1986/01/14 00:00,1986/01/14 00:01,['1986/01/14 00:00'],"['1986/01/14 00:00 [pubmed]', '1986/01/14 00:01 [medline]', '1986/01/14 00:00 [entrez]']",ppublish,Biochem Biophys Res Commun. 1986 Jan 14;134(1):400-6. doi: 10.1016/0006-291x(86)90577-2.,"['0 (Colony-Stimulating Factors)', '0 (Glycoproteins)', '0 (Growth Inhibitors)', '0 (Interleukin-6)', '0 (Leukemia Inhibitory Factor)', '0 (Lif protein, mouse)', '0 (Lymphokines)', 'EC 3.1.3.1 (Alkaline Phosphatase)']","['0006-291X(86)90577-2 [pii]', '10.1016/0006-291x(86)90577-2 [doi]']",,,,,,,,
3484942,NLM,MEDLINE,19860326,20081121,0003-9985 (Print) 0003-9985 (Linking),110,3,1986 Mar,The bone marrow biopsy. A diagnostic strategy.,175-9,"Recent technical advances have dramatically improved the diagnostic information available from a properly prepared bone marrow biopsy specimen. The most important of these is the ability to perform both enzyme histochemical and immunohistochemical procedures on the bone marrow biopsy specimen. These techniques make it possible to apply marker studies to all leukemias, including those with marrows that cannot be aspirated, and to focal lesions that may not be present in aspirated material. This review outlines the optimal use of the bone marrow biopsy as a tool in the evaluation of human bone marrow.","['Beckstead, J H']",['Beckstead JH'],['eng'],['Journal Article'],United States,Arch Pathol Lab Med,Archives of pathology & laboratory medicine,7607091,IM,"['Adult', 'Biopsy', 'Bone Marrow/*pathology', 'Child', 'Histiocytosis, Langerhans-Cell/diagnosis', 'Hodgkin Disease/diagnosis', 'Humans', 'Leukemia/classification/*diagnosis', 'Leukemia, Erythroblastic, Acute/diagnosis', 'Leukemia, Myeloid, Acute/diagnosis', 'Lymphoma/diagnosis', 'Methods', 'Neoplasm Metastasis/diagnosis', 'Thrombocythemia, Essential/diagnosis']",1986/03/01 00:00,1986/03/01 00:01,['1986/03/01 00:00'],"['1986/03/01 00:00 [pubmed]', '1986/03/01 00:01 [medline]', '1986/03/01 00:00 [entrez]']",ppublish,Arch Pathol Lab Med. 1986 Mar;110(3):175-9.,,,,,,,,,,
3484933,NLM,MEDLINE,19860307,20131121,0385-0684 (Print) 0385-0684 (Linking),13,2,1986 Feb,[A case of adult T-cell leukemia responding to recombinant interferon-beta (GKT-beta)].,376-9,"Interferon-beta (GKT-beta) was administered to a patient with adult T-cell leukemia (ATL), presumably of acute type, with a marked organ infiltration and increases in serum calcium, LDH and bilirubin. The therapy produced a fall in the number of peripheral blood abnormal lymphocytes, disappearance of jaundice, reduction in the degree of hepatomegaly and splenomegaly and a remarkable improvement of general condition with a performance status of grade 3 improving to grade 1. The response has been maintained for more than seven months. Dose, schedule and criteria for drug discontinuation are matters for further investigation.","['Araki, Y', 'Tamura, K', 'Seita, M']","['Araki Y', 'Tamura K', 'Seita M']",['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Gan To Kagaku Ryoho,Gan to kagaku ryoho. Cancer & chemotherapy,7810034,IM,"['Bilirubin/blood', 'Calcium/blood', 'Female', 'Humans', 'Interferon Type I/*therapeutic use', 'L-Lactate Dehydrogenase/blood', 'Leukemia/blood/*therapy', 'Middle Aged', 'T-Lymphocytes']",1986/02/01 00:00,1986/02/01 00:01,['1986/02/01 00:00'],"['1986/02/01 00:00 [pubmed]', '1986/02/01 00:01 [medline]', '1986/02/01 00:00 [entrez]']",ppublish,Gan To Kagaku Ryoho. 1986 Feb;13(2):376-9.,"['0 (Interferon Type I)', 'EC 1.1.1.27 (L-Lactate Dehydrogenase)', 'RFM9X3LJ49 (Bilirubin)', 'SY7Q814VUP (Calcium)']",,,,,,,,,
3484899,NLM,MEDLINE,19860312,20190820,0361-8609 (Print) 0361-8609 (Linking),21,3,1986 Mar,Deoxythymidine and deoxycytidine incorporation into DNA in B leukemic cells.,323-6,"Measurements of radioactive DNA after incubation of normal and B leukemic peripheral mononuclear cells, from c-ALL and CLL with labeled deoxythymidine (dTh) and deoxycytidine (dCt) showed that for dTh, incorporation into DNA was similar for normal and c-ALL cells but lower in B-CLL cells and that for dCt, incorporation was highest in c-ALL and lowest in CLL cells. These results contrast with those of dTh and dCt kinase activities; the former has been previously found elevated in c-ALL cells, and the latter is found, in the present study, similar in the three groups tested.","['Vertongen, F', 'Lebacq, A M', 'Fondu, P', 'Mandelbaum, I M']","['Vertongen F', 'Lebacq AM', 'Fondu P', 'Mandelbaum IM']",['eng'],['Journal Article'],United States,Am J Hematol,American journal of hematology,7610369,IM,"['B-Lymphocytes/*metabolism', 'DNA/*metabolism', 'Deoxycytidine/*metabolism', 'Deoxycytidine Kinase/metabolism', 'Humans', 'Leukemia/*blood', 'Phenotype', 'Thymidine/*metabolism']",1986/03/01 00:00,1986/03/01 00:01,['1986/03/01 00:00'],"['1986/03/01 00:00 [pubmed]', '1986/03/01 00:01 [medline]', '1986/03/01 00:00 [entrez]']",ppublish,Am J Hematol. 1986 Mar;21(3):323-6. doi: 10.1002/ajh.2830210312.,"['0W860991D6 (Deoxycytidine)', '9007-49-2 (DNA)', 'EC 2.7.1.74 (Deoxycytidine Kinase)', 'VC2W18DGKR (Thymidine)']",['10.1002/ajh.2830210312 [doi]'],,,,,,,,
3484893,NLM,MEDLINE,19860228,20190510,0002-9173 (Print) 0002-9173 (Linking),85,2,1986 Feb,Hairy cell leukemia still a B cell neoplasm.,252-4,,"['Hsu, S M', 'Ho, Y S']","['Hsu SM', 'Ho YS']",['eng'],['Letter'],England,Am J Clin Pathol,American journal of clinical pathology,0370470,IM,"['*B-Lymphocytes', 'Humans', 'Leukemia, Hairy Cell/*classification', 'Macrophages']",1986/02/01 00:00,1986/02/01 00:01,['1986/02/01 00:00'],"['1986/02/01 00:00 [pubmed]', '1986/02/01 00:01 [medline]', '1986/02/01 00:00 [entrez]']",ppublish,Am J Clin Pathol. 1986 Feb;85(2):252-4. doi: 10.1093/ajcp/85.2.252.,,['10.1093/ajcp/85.2.252 [doi]'],,,,,,,,
3484837,NLM,MEDLINE,19860319,20190618,0036-8075 (Print) 0036-8075 (Linking),231,4741,1986 Feb 28,Evidence for the involvement of GM-CSF and FMS in the deletion (5q) in myeloid disorders.,984-7,"By in situ chromosomal hybridization, the GM-CSF and FMS genes were localized to human chromosome 5 at bands q23 to q31, and at band 5q33, respectively. These genes encode proteins involved in the regulation of hematopoiesis, and are located within a chromosome region frequently deleted in patients with neoplastic myeloid disorders. Both genes were deleted in the 5q-chromosome from bone marrow cells of two patients with refractory anemia and a del(5)(q15q33.3). The GM-CSF gene alone was deleted in a third patient with acute nonlymphocytic leukemia (ANLL) who has a smaller deletion, del(5)(q22q33.1). Leukemia cells from a fourth patient who has ANLL and does not have a del(5q), but who has a rearranged chromosome 5 that is missing bands q31.3 to q33.1 [ins(21;5)(q22;q31.3q33.1)] were used to sublocalize these genes; both genes were present on the rearranged chromosome 5. Thus, the deletion of one or both of these genes may be important in the pathogenesis of myelodysplastic syndromes or of ANLL.","['Le Beau, M M', 'Westbrook, C A', 'Diaz, M O', 'Larson, R A', 'Rowley, J D', 'Gasson, J C', 'Golde, D W', 'Sherr, C J']","['Le Beau MM', 'Westbrook CA', 'Diaz MO', 'Larson RA', 'Rowley JD', 'Gasson JC', 'Golde DW', 'Sherr CJ']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Science,"Science (New York, N.Y.)",0404511,IM,"['Anemia, Refractory/genetics', 'Bone Marrow Diseases/*genetics', '*Chromosome Deletion', 'Chromosome Mapping', '*Chromosomes, Human, 4-5', 'Colony-Stimulating Factors/*genetics', 'Humans', 'Leukemia/genetics', '*Proto-Oncogenes']",1986/02/28 00:00,1986/02/28 00:01,['1986/02/28 00:00'],"['1986/02/28 00:00 [pubmed]', '1986/02/28 00:01 [medline]', '1986/02/28 00:00 [entrez]']",ppublish,Science. 1986 Feb 28;231(4741):984-7. doi: 10.1126/science.3484837.,['0 (Colony-Stimulating Factors)'],['10.1126/science.3484837 [doi]'],,"['CA 16910/CA/NCI NIH HHS/United States', 'CA 23954/CA/NCI NIH HHS/United States', 'CA 30388/CA/NCI NIH HHS/United States', 'etc.']",,,,,,
3484825,NLM,MEDLINE,19860314,20190501,0027-8424 (Print) 0027-8424 (Linking),83,3,1986 Feb,Lineage-related polypeptide markers in acute lymphoblastic leukemia detected by two-dimensional gel electrophoresis.,807-11,"We have utilized two-dimensional polyacrylamide gel electrophoresis, coupled with ultrasensitive silver staining, to identify lineage-related polypeptide markers in lymphoblasts from children with acute lymphoblastic leukemia. Twelve polypeptides were detected that could distinguish between the major subgroups of acute lymphoblastic leukemia. These included a new marker for common acute lymphoblastic leukemia and markers for cells of B and T lineages. Analysis of the two-dimensional patterns also allowed the tentative identification of T-cell lineage in two cases with an otherwise undifferentiated non-T-cell non-B-cell phenotype. Two-dimensional electrophoresis thus provides a powerful tool for the delineation of the cell of origin in leukemia.","['Hanash, S M', 'Baier, L J', 'McCurry, L', 'Schwartz, S A']","['Hanash SM', 'Baier LJ', 'McCurry L', 'Schwartz SA']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,IM,"['B-Lymphocytes/metabolism', 'Child', 'Electrophoresis, Polyacrylamide Gel', 'HLA-DR Antigens', 'Histocompatibility Antigens Class II/metabolism', 'Humans', 'Leukemia, Lymphoid/*metabolism', 'Peptides/*isolation & purification', 'T-Lymphocytes/metabolism']",1986/02/01 00:00,1986/02/01 00:01,['1986/02/01 00:00'],"['1986/02/01 00:00 [pubmed]', '1986/02/01 00:01 [medline]', '1986/02/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1986 Feb;83(3):807-11. doi: 10.1073/pnas.83.3.807.,"['0 (HLA-DR Antigens)', '0 (Histocompatibility Antigens Class II)', '0 (Peptides)']",['10.1073/pnas.83.3.807 [doi]'],,['R01 CA 32146/CA/NCI NIH HHS/United States'],PMC322954,,,,,
3484823,NLM,MEDLINE,19860314,20190501,0027-8424 (Print) 0027-8424 (Linking),83,3,1986 Feb,High-affinity binding of granulocyte-macrophage colony-stimulating factor to normal and leukemic human myeloid cells.,669-73,"Purified natural and biosynthetic (recombinant) human granulocyte-macrophage colony-stimulating factor (GM-CSF) stimulate colony formation by myeloid progenitor cells and enhance the function of mature neutrophils. Both of these actions occur at concentrations between 1 and 100 pM, with half-maximal stimulation at 10-20 pM. We have examined specific binding of 125I-labeled GM-CSF to responsive target cells in this range of concentrations. The results show a low number (50-250) of high-affinity (15-30 pM) binding sites on GM-CSF-responsive leukemic cells (KG-1, HL-60), as well as on peripheral blood neutrophils from normal donors. This high-affinity binding component was absent from unresponsive cell lines (KG-1a, K562). These results suggest that this binding site mediates the biological activities of GM-CSF on both proliferation and function of myeloid cells.","['Gasson, J C', 'Kaufman, S E', 'Weisbart, R H', 'Tomonaga, M', 'Golde, D W']","['Gasson JC', 'Kaufman SE', 'Weisbart RH', 'Tomonaga M', 'Golde DW']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,IM,"['Cell Line', 'Colony-Stimulating Factors/*metabolism', 'Humans', 'Leukemia, Myeloid, Acute/*metabolism', 'Macrophages/physiology', 'Neutrophils/*metabolism', 'Recombinant Proteins/*metabolism']",1986/02/01 00:00,1986/02/01 00:01,['1986/02/01 00:00'],"['1986/02/01 00:00 [pubmed]', '1986/02/01 00:01 [medline]', '1986/02/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1986 Feb;83(3):669-73. doi: 10.1073/pnas.83.3.669.,"['0 (Colony-Stimulating Factors)', '0 (Recombinant Proteins)']",['10.1073/pnas.83.3.669 [doi]'],,"['CA 30280/CA/NCI NIH HHS/United States', 'CA 30388/CA/NCI NIH HHS/United States', 'CA 32737/CA/NCI NIH HHS/United States']",PMC322925,,,,,
