PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,AB,PMC,TT,RF,GR,MID,OID,OAB,OABL,OTO,OT
176373,NLM,MEDLINE,19760510,20190509,0027-8874 (Print) 0027-8874 (Linking),56,1,1976 Jan,Characterization of mouse mammary tumor viruses from primary tumor cell cultures.I. Immunologic and structural studies.,111-7,"['Kimball, P C', 'Boehm-Truitt, M', 'Schochetman, G', 'Schlom, J']","['Kimball PC', 'Boehm-Truitt M', 'Schochetman G', 'Schlom J']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,"['0 (Peptides)', 'AE28F7PNPL (Methionine)', 'N08U5BOQ1K (Glucosamine)']",IM,"['Animals', 'Cells, Cultured', 'Glucosamine/analysis', 'Mammary Neoplasms, Experimental/microbiology/pathology', 'Mammary Tumor Virus, Mouse/analysis/*growth & development/immunology', 'Methionine/analysis', 'Peptides/analysis', 'Retroviridae/growth & development']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",['10.1093/jnci/56.1.111 [doi]'],ppublish,J Natl Cancer Inst. 1976 Jan;56(1):111-7. doi: 10.1093/jnci/56.1.111.,"Primary cell cultures of mammary tumors from Rill, GR, DD, BALB/cfC3H, and BALB/c mice were prepared by trypsin-EDTA dissociation of tumors. Cultures from these strains contained predominantly cells of epithelial morphology which formed three-dimensional domelike structures. Cultures from Rill, GR, DD, and BALB/cfC3H tumors produced extra-cellular type-B mouse mammary tumor virus(es) (MuMTV), either in the absence of detectable type-C virus or with less than 1% contamination with type-C virus. This was determined by radioimmunoassays for MuMTV and murine leukemia virus (MuLV) antigens. Only BALB/c cultures produced MuMTV with as much as 3% contaminating MuLV. High levels of MuMTV surface antigen were also found in soluble form in culture supernatants. Virus polypeptide analyses by electrophoresis on polyacrylamide gels showed that the Rill BALB/cfC3H, DD, and BALB/c viruses all contained polypeptides characteristic of MuMTV. Primary cultures of mammary tumor cells make available a source of purified MuMTV antigens, structural proteins, and nucleic acids for comparative studies of MuMTV from various mouse strains.",,,,,,,,,,
176359,NLM,MEDLINE,19760525,20190709,0022-2623 (Print) 0022-2623 (Linking),19,3,1976 Mar,Adriamycin analogs. Periodate oxidation of adriamycin.,395-8,"['Tong, G', 'Lee, W W', 'Black, D R', 'Henry, D W']","['Tong G', 'Lee WW', 'Black DR', 'Henry DW']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Med Chem,Journal of medicinal chemistry,9716531,"['0 (DNA, Neoplasm)', '0 (RNA, Neoplasm)', '10450-60-9 (Periodic Acid)', '80168379AG (Doxorubicin)']",IM,"['Animals', 'DNA, Neoplasm/biosynthesis', 'Depression, Chemical', 'Doxorubicin/*analogs & derivatives/chemical synthesis/pharmacology/therapeutic use', 'Leukemia, Experimental/drug therapy', 'Mice', 'Oxidation-Reduction', 'Periodic Acid', 'RNA, Neoplasm/biosynthesis', 'Spectrophotometry, Ultraviolet']",1976/03/01 00:00,1976/03/01 00:01,['1976/03/01 00:00'],"['1976/03/01 00:00 [pubmed]', '1976/03/01 00:01 [medline]', '1976/03/01 00:00 [entrez]']",['10.1021/jm00225a011 [doi]'],ppublish,J Med Chem. 1976 Mar;19(3):395-8. doi: 10.1021/jm00225a011.,Adriamycin is selectively cleaved in high yield at the C13-C14 bond by 1 equiv of sodium metaperiodate to yield carboxylic acid 3. The corresponding methyl ester 4 is obtained by Fischer esterification. Spectral studies indicate that 3 and 4 bind to calf thymus DNA in a manner similar to adriamycin and daunomycin but Tm measurements suggest that less stable complexes are formed. Ester 4 inhibits DNA and RNA synthesis in cultured L1210 cells at levels comparable to adriamycin but acid 3 is much less effective. Both new compounds are moderately effective as antitumor agents against P388 lymphocytic leukemia in the mouse.,,,,,,,,,,
176309,NLM,MEDLINE,19760602,20211203,0022-1007 (Print) 0022-1007 (Linking),143,4,1976 Apr 1,Mechanisms of genetic resistance to Friend virus leukemia in mice. II. Resistance of mitogen-responsive lymphocytes mediated by marrow-dependent cells.,713-27,"['Kumar, V', 'Bennett, M']","['Kumar V', 'Bennett M']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Exp Med,The Journal of experimental medicine,2985109R,"['0 (Mitogens)', '0 (Strontium Radioisotopes)', '7631-86-9 (Silicon Dioxide)']",IM,"['Age Factors', 'Animals', 'B-Lymphocytes/*immunology', 'Friend murine leukemia virus/*immunology', 'Genes', 'Immunity, Cellular/radiation effects', 'Immunosuppression Therapy', 'Leukemia, Erythroblastic, Acute/genetics/*immunology', 'Leukemia, Experimental/genetics/immunology', '*Lymphocyte Activation', 'Macrophages/immunology', 'Male', 'Mice', 'Mice, Inbred Strains', 'Mitogens', 'Sarcoma, Experimental/immunology', 'Silicon Dioxide/pharmacology', 'Strontium Radioisotopes', 'T-Lymphocytes/immunology']",1976/04/01 00:00,1976/04/01 00:01,['1976/04/01 00:00'],"['1976/04/01 00:00 [pubmed]', '1976/04/01 00:01 [medline]', '1976/04/01 00:00 [entrez]']",['10.1084/jem.143.4.713 [doi]'],ppublish,J Exp Med. 1976 Apr 1;143(4):713-27. doi: 10.1084/jem.143.4.713.,"Friend leukemia virus suppresses the proliferative responses of normal thymus-dependent (T) and bursa equivalent-dependent (B) lymphocytes from spleen, thymus, lymph node, and bone marrow to mitogens. The suppressive effect of Friend virus complex (FV) requires fully infectious virions. Friend erythroleukemic cells, washed to removed extracellular virus, fail to suppress concanavalin A (Con-A)-induced mitogenesis of normal spleen cells. This indicates that FV does not mediate its immunosuppressive effect via transformed erythropoietic cells. The in vitro suppressive effect of FV on lymphocyte mitogenesis is under host genetic control. Spleen, bone marrow, and thymus cells from strains of mice susceptible to FV-induced leukemogenesis in vivo were quite susceptible to the suppressive effects of FV in vitro. On the other hand, similar cells from strains of mice such as C57BL/6 resistant to Friend erythroleukemia, were quite resistant to in virto immunosuppression by FV. Mitogenesis of splenic T cells from resistant B6 mice, previously treated with 89Sr, became susceptible to suppression by FV. This indicated that the in vitro resistance of lymphocytes to FV-induced suppression is not an intrinsic property of T cells, but is controlled by marrow-dependent (M) cells which are selectively eliminated by treatment with 89Sr. M-cell function does not develop in mice less than 3-wk old. The Con A response by thymus cells from 2-wk-old B6 mice was susceptible to suppression by FV, further supporting the concept that M cells may regulate the genetic resistance to FV.",PMC2190174,,,,,,,,,
176134,NLM,MEDLINE,19760525,20071115,0021-2180 (Print) 0021-2180 (Linking),11,12,1975 Dec,Proceedings: Cell-mediated anti-leukemic cell immunity in C57BL/6 mice injected with the radiation leukemic virus.,1396,"['Peled, A', 'Berke, G']","['Peled A', 'Berke G']",['eng'],['Journal Article'],Israel,Isr J Med Sci,Israel journal of medical sciences,0013105,,IM,"['Animals', '*Immunity, Cellular', '*Immunization', 'Leukemia Virus, Murine/*radiation effects', 'Leukemia, Experimental/immunology', 'Leukemia, Lymphoid/*immunology', 'Mice', 'Mice, Inbred C57BL', '*Radiation Effects']",1975/12/01 00:00,1975/12/01 00:01,['1975/12/01 00:00'],"['1975/12/01 00:00 [pubmed]', '1975/12/01 00:01 [medline]', '1975/12/01 00:00 [entrez]']",,ppublish,Isr J Med Sci. 1975 Dec;11(12):1396.,,,,,,,,,,,
176133,NLM,MEDLINE,19760525,20071115,0021-2180 (Print) 0021-2180 (Linking),11,12,1975 Dec,Proceedings: Consequences of the two-virus status of the natural mouse lymphatic leukemia viruses.,1392,"['Haas, M']",['Haas M'],['eng'],['Journal Article'],Israel,Isr J Med Sci,Israel journal of medical sciences,0013105,"['0 (Antigens, Viral)']",IM,"['Animals', 'Antigens, Viral/analysis', 'Humans', 'Leukemia Virus, Murine/*pathogenicity', 'Leukemia, Experimental/*microbiology', 'Leukemia, Lymphoid/*microbiology']",1975/12/01 00:00,1975/12/01 00:01,['1975/12/01 00:00'],"['1975/12/01 00:00 [pubmed]', '1975/12/01 00:01 [medline]', '1975/12/01 00:00 [entrez]']",,ppublish,Isr J Med Sci. 1975 Dec;11(12):1392.,,,,,,,,,,,
176113,NLM,MEDLINE,19760525,20031114,0019-5189 (Print) 0019-5189 (Linking),13,6,1975 Nov,Isopycnic density gradient profile of MuLV of strain ICRC.,561-3,"['Joshi, J B', 'Pai, S R', 'Ranadive, K J', 'Sadasivan, E']","['Joshi JB', 'Pai SR', 'Ranadive KJ', 'Sadasivan E']",['eng'],['Journal Article'],India,Indian J Exp Biol,Indian journal of experimental biology,0233411,,IM,"['Animals', 'Centrifugation, Isopycnic', 'Leukemia/microbiology', '*Leukemia Virus, Murine', 'Leukemia, Experimental/microbiology', 'Leukemia, Radiation-Induced/microbiology', 'Mice']",1975/11/01 00:00,1975/11/01 00:01,['1975/11/01 00:00'],"['1975/11/01 00:00 [pubmed]', '1975/11/01 00:01 [medline]', '1975/11/01 00:00 [entrez]']",,ppublish,Indian J Exp Biol. 1975 Nov;13(6):561-3.,,,,,,,,,,,
175971,NLM,MEDLINE,19760602,20191021,,281,20,1975 Nov 17,[Isolation of murine sarcoma virus not associated with XC plague forming leukemia virus].,1549-51,"['Yoshikura, H']",['Yoshikura H'],['fre'],"['English Abstract', 'Journal Article']",France,C R Acad Hebd Seances Acad Sci D,Comptes rendus hebdomadaires des seances de l'Academie des sciences. Serie D: Sciences naturelles,7501107,,IM,"['Animals', 'Cell Line', 'Gammaretrovirus/*isolation & purification', 'Mice', 'Mice, Inbred BALB C', 'Sarcoma Viruses, Murine/*isolation & purification', 'Viral Plaque Assay']",1975/11/17 00:00,1975/11/17 00:01,['1975/11/17 00:00'],"['1975/11/17 00:00 [pubmed]', '1975/11/17 00:01 [medline]', '1975/11/17 00:00 [entrez]']",,ppublish,C R Acad Hebd Seances Acad Sci D. 1975 Nov 17;281(20):1549-51.,"The N-type MLg cells transformed by B-tropic MuSV (WN1802B) produced defective MuSV without detectable among of MuLV; the focus formation by the culture fluid required the co-infection of exogenous MuLV. After one passage of the virus in MLg cells, we obtained a virus preparation which was capable of inducing foci without the exogenous MuLV, but which remained negative in the XC test.",,Isolement d'un virus du sarcome murin non associe a un virus de la leucemie murine formateur de plages dans le test XC,,,,,,,,
175952,NLM,MEDLINE,19760602,20031114,0008-5472 (Print) 0008-5472 (Linking),36,3,1976 Mar,Carcinogenesis by carbamic acid esters and their binding to DNA.,1101-7,"['Pound, A W', 'Lawson, T A']","['Pound AW', 'Lawson TA']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,"['0 (Carbamates)', '0 (Esters)', '8001-28-3 (Croton Oil)']",IM,"['Adenoma/chemically induced', 'Animals', 'Carbamates/metabolism/*toxicity', 'Carcinoma, Hepatocellular/chemically induced', 'Croton Oil/pharmacology', 'Esters', 'Hemangioma/chemically induced', 'Leukemia, Experimental/chemically induced', 'Liver Neoplasms/chemically induced', 'Lung Neoplasms/chemically induced', 'Male', 'Mice', 'Neoplasms, Experimental/*chemically induced', 'Skin Neoplasms/chemically induced']",1976/03/01 00:00,1976/03/01 00:01,['1976/03/01 00:00'],"['1976/03/01 00:00 [pubmed]', '1976/03/01 00:01 [medline]', '1976/03/01 00:00 [entrez]']",,ppublish,Cancer Res. 1976 Mar;36(3):1101-7.,"The tumor-initiating potency of three simple alkyl carbamates and mono-N-substituted ethyl carbamates was examined in Hall strain mice. The binding of 14C-labeled carbamates of DNA was measured in Crackenbush mice. Ethyl carbamate was the most potent carcinogen for the epidermis, liver, and lung, followed by its N-alkyl derivatives. Methyl carbamate was without effect but n-propyl and n-butyl were possible carcinogens. The ethyl esters bound to a greater extent to DNA in liver and skin than the methyl, n-propyl, and n-butyl esters and only this binding persisted. A preliminary application of croton oil increased the yield of skin tumors but not of liver or lung tumors. It also increased the binding of the alkyl carbamates to DNA in skin, the increase being greatest with ethyl carbamate. The binding persisted longer in treated than in non-croton oil-treated mice.",,,,,,,,,,
175950,NLM,MEDLINE,19760602,20061115,0008-5472 (Print) 0008-5472 (Linking),36,3,1976 Mar,Development of an in vitro infectivity assay for the C-type bovine leukemia virus.,1068-73,"['Ferrer, J F', 'Diglio, C A']","['Ferrer JF', 'Diglio CA']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,"['0 (Antibodies, Viral)']",IM,"['Antibodies, Viral/analysis', 'Cells, Cultured', '*Cytopathogenic Effect, Viral', 'Leukemia Virus, Bovine/immunology/*isolation & purification', 'Neutralization Tests', 'Retroviridae/*isolation & purification']",1976/03/01 00:00,1976/03/01 00:01,['1976/03/01 00:00'],"['1976/03/01 00:00 [pubmed]', '1976/03/01 00:01 [medline]', '1976/03/01 00:00 [entrez]']",,ppublish,Cancer Res. 1976 Mar;36(3):1068-73.,"The ability of the bovine C-type leukemia virus to induce syncytia formation in monolayer cell cultures has been used to develop a specific and simple infectivity assay for the virus. Using bovine embryonic spleen cells or human diploid embryonic lung cells as indicator cells, the results of the assay can be evaluated in 4 to 6 or 6 to 8 days, respectively. Pretreatment of the indicator cells with DEAE-dextran greatly increases the sensitivity of the assay. The assay is quantitative and can be applied as a direct method for the identification of bovine C-type leukemia virus-infected animals; it also provides a simple, and sensitive procedure for the detection and titration of virus-neutralizing antibodies.",,,,,,,,,,
175949,NLM,MEDLINE,19760602,20131121,0008-5472 (Print) 0008-5472 (Linking),36,3,1976 Mar,Induction of syncytia by the bovine C-type leukemia virus.,1056-67,"['Diglio, C A', 'Ferrer, J F']","['Diglio CA', 'Ferrer JF']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,"['0 (Antibodies, Viral)', '0 (Antigens, Viral)', '0F5N573A2Y (Ether)']",IM,"['Antibodies, Viral', 'Antigens, Viral/analysis', 'Cell-Free System', '*Cytopathogenic Effect, Viral', 'Ether/pharmacology', 'Freezing', 'Hot Temperature', '*Leukemia Virus, Bovine/immunology/radiation effects', '*Retroviridae/immunology', 'Ultraviolet Rays', 'Virus Replication']",1976/03/01 00:00,1976/03/01 00:01,['1976/03/01 00:00'],"['1976/03/01 00:00 [pubmed]', '1976/03/01 00:01 [medline]', '1976/03/01 00:00 [entrez]']",,ppublish,Cancer Res. 1976 Mar;36(3):1056-67.,"Bovine buffy coat cells infected with the bovine leukemia virus (BLV) induce syncytia formation in human diploid embryonic lung cells as well as in monolayer cell cultures of bovine, simian, ovine, bat, and caprine origin, but not in mouse fibroblast cells, normall rat kidney cells, or RSV-transformed rat cells. Syncytia were not observed in diploid embryonic lung cells inoculated with bovine buffy coat cells free of BLV. The syncytia-induction effect is associated with the synthesis of complete BLV by the buffy coat cells and is independent of whether these cells are viable, disrupted, normal, or malignant. Cell-free preparations of BLV and density gradient-purified virus also induce syncytia when added directly to diploid embryonic lung cells and to bovine, bat, and caprine monolayer cell cultures. Ether treatment, ultraviolet light irradiation, heating, freezing, and thawing destroy the syncytia-inducing activity of BLV. This activity is also neutralized when the virus is incubated with sera containing antibodies to BLV, but not when incubated with sera free of these antibodies or reference serum for the foamy-like bovine syncytial virus. Several other lines of evidence rule out the possibility that this virus or other bovine viruses are responsible for the syncytia-inducing phenomenon described here. BLV antigen was consistently detected by the immunofluorescent test in the syncytia-positive monolayer indicator cultures. However, syncytia formation was not necessarily associated with BLV production by the indicator cells. The ability to induce syncytia in monolayer cultures of nontransformed cells distinguishes BLV from all the known C-type luekemia viruses.",,,,,,,,,,
