PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AID,AB,AD,GR,CIN,TT,RF,GS,CON,PMC,EIN,SI,RIN,MID,OID,OAB,OABL,OTO,OT,GN,IR,FIR,IRAD,CN
1578919,NLM,MEDLINE,19920611,20151119,0887-6924 (Print) 0887-6924 (Linking),6 Suppl 2,,1992,Treatment of acute lymphoblastic leukemia French protocol Fralle 83-87.,148-52,"['Schaison, G', 'Sommelet, D', 'Bancillon, A', 'Perel, Y', 'Leblanc, T', 'Bergeron, C', 'Lejars, O', 'Baruchel, A', 'Lepage, E', 'Leverger, G']","['Schaison G', 'Sommelet D', 'Bancillon A', 'Perel Y', 'Leblanc T', 'Bergeron C', 'Lejars O', 'Baruchel A', 'Lepage E', 'Leverger G']",['eng'],"['Clinical Trial', 'Journal Article', 'Multicenter Study']",England,Leukemia,Leukemia,8704895,"['5J49Q6B70F (Vincristine)', '8N3DW7272P (Cyclophosphamide)', 'EC 3.5.1.1 (Asparaginase)', 'RSA8KO39WH (Vindesine)', 'VB0R961HZT (Prednisone)', 'YL5FZ2Y5U1 (Methotrexate)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Asparaginase/administration & dosage', 'Child', 'Child, Preschool', 'Cyclophosphamide/administration & dosage', 'Daunorubicin/administration & dosage', 'Drug Administration Schedule', 'Female', 'France', 'Humans', 'Male', 'Methotrexate/administration & dosage', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy/mortality', 'Prednisone/administration & dosage', 'Recurrence', 'Remission Induction', 'Risk Factors', 'Vincristine/administration & dosage', 'Vindesine/administration & dosage']",1992/01/01 00:00,1992/01/01 00:01,['1992/01/01 00:00'],"['1992/01/01 00:00 [pubmed]', '1992/01/01 00:01 [medline]', '1992/01/01 00:00 [entrez]']",ppublish,Leukemia. 1992;6 Suppl 2:148-52.,,,"['Saint-Louis Hospital, Paris.']",,,,,,,,,,,,,,,,,,,,,
1578918,NLM,MEDLINE,19920611,20130304,0887-6924 (Print) 0887-6924 (Linking),6 Suppl 2,,1992,Controversies in therapy of acute lymphoblastic leukemia.,144-7,"['Gale, R P', 'Butturini, A']","['Gale RP', 'Butturini A']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,['0 (Antineoplastic Agents)'],IM,"['Adult', 'Antineoplastic Agents/therapeutic use', 'Bone Marrow Transplantation', 'Child', 'Clinical Protocols', 'Combined Modality Therapy', 'Humans', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/diagnosis/*therapy', 'Recurrence', 'Transplantation, Homologous']",1992/01/01 00:00,1992/01/01 00:01,['1992/01/01 00:00'],"['1992/01/01 00:00 [pubmed]', '1992/01/01 00:01 [medline]', '1992/01/01 00:00 [entrez]']",ppublish,Leukemia. 1992;6 Suppl 2:144-7.,,"There are several important controversial in therapy of acute lymphoblastic leukemia including: 1. What is the best initial chemotherapy; 2. Is maintenance chemotherapy effective; 3. How is cure achieved; 4. Are assays of residual leukemia cells useful; 5. Why are some persons currently incurable; 6. What is the best treatment strategy in children; 7. What is the best treatment strategy in adults; and 8. What are new approaches to cure the incurable. Here, we consider these issues. Our conclusion is that more intensive treatment is more effective but that no specific regimen is superior. Further dose escalations are unlikely to increase cures substantially. Maintenance chemotherapy is effective; it may work by controlling the ALL clone so that normal mechanisms regulating B-cell survival operate. Cure of ALL is probably achieved by diverse mechanisms including leukemia eradication in children and leukemia control in adults. Assays of minimal residual leukemia are possible but should not yet be used to direct therapy. There are several reasons why some persons are incurable including treatment resistance and a stem cell origin of leukemia. In most children and adults, chemotherapy is the best strategy followed by allogeneic transplants in those who relapse. Autotransplants are of minimal efficacy. Finally we consider new therapy approaches including immune therapy and regulation of leukemia-related genes.","['Department of Medicine, UCLA School of Medicine 90024-1678.']",,,,,,,,,,,,,,,,,,,,,
1578917,NLM,MEDLINE,19920611,20131121,0887-6924 (Print) 0887-6924 (Linking),6 Suppl 2,,1992,Allogeneic bone marrow transplantation for acute lymphoblastic leukaemia.,139-43,"['Barrett, A J']",['Barrett AJ'],['eng'],"['Journal Article', 'Review']",England,Leukemia,Leukemia,8704895,['8N3DW7272P (Cyclophosphamide)'],IM,"['Adolescent', 'Adult', '*Bone Marrow Transplantation/mortality/trends', 'Brain Neoplasms/prevention & control', 'Child', 'Child, Preschool', 'Clinical Trials as Topic', 'Combined Modality Therapy', 'Cyclophosphamide', 'Graft vs Host Disease/prevention & control', 'Humans', 'Infant', 'Infant, Newborn', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/drug therapy/mortality/*surgery', 'Recurrence', 'Remission Induction', 'Testicular Neoplasms/prevention & control', 'Transplantation, Homologous', 'Whole-Body Irradiation']",1992/01/01 00:00,1992/01/01 00:01,['1992/01/01 00:00'],"['1992/01/01 00:00 [pubmed]', '1992/01/01 00:01 [medline]', '1992/01/01 00:00 [entrez]']",ppublish,Leukemia. 1992;6 Suppl 2:139-43.,,,"['Dept of Haematology, RPMS Hammersmith Hospital, London.']",,,,40,,,,,,,,,,,,,,,,,
1578916,NLM,MEDLINE,19920611,20151119,0887-6924 (Print) 0887-6924 (Linking),6 Suppl 2,,1992,Autologous bone marrow transplantation in acute lymphocytic leukemia (ALL).,136-8,"['Dicke, K A', 'Spinolo, J A']","['Dicke KA', 'Spinolo JA']",['eng'],['Journal Article'],England,Leukemia,Leukemia,8704895,"['5J49Q6B70F (Vincristine)', '7S5I7G3JQL (Dexamethasone)', '80168379AG (Doxorubicin)', '8N3DW7272P (Cyclophosphamide)', 'VAD I protocol']",IM,"['Antineoplastic Combined Chemotherapy Protocols/therapeutic use', '*Bone Marrow Transplantation', 'Combined Modality Therapy', 'Cyclophosphamide/administration & dosage', 'Dexamethasone/administration & dosage', 'Doxorubicin/administration & dosage', 'Drug Administration Schedule', 'Humans', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/drug therapy/*surgery', 'Risk Factors', 'Transplantation, Autologous', 'Vincristine/administration & dosage']",1992/01/01 00:00,1992/01/01 00:01,['1992/01/01 00:00'],"['1992/01/01 00:00 [pubmed]', '1992/01/01 00:01 [medline]', '1992/01/01 00:00 [entrez]']",ppublish,Leukemia. 1992;6 Suppl 2:136-8.,,,"['University of Nebraska Medical Center, Omaha.']",,,,,,,,,,,,,,,,,,,,,
1578915,NLM,MEDLINE,19920611,20131121,0887-6924 (Print) 0887-6924 (Linking),6 Suppl 2,,1992,Therapy of acute lymphoblastic leukemia in adults.,132-5,"['Hoelzer, D']",['Hoelzer D'],['eng'],['Journal Article'],England,Leukemia,Leukemia,8704895,"['0 (Hematopoietic Cell Growth Factors)', '04079A1RDZ (Cytarabine)']",IM,"['Adult', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Bone Marrow Transplantation', 'Burkitt Lymphoma/drug therapy', 'Combined Modality Therapy', 'Cytarabine/administration & dosage', 'Drug Administration Schedule', 'Hematopoietic Cell Growth Factors/therapeutic use', 'Humans', 'Leukemia-Lymphoma, Adult T-Cell/drug therapy', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy/surgery', 'Remission Induction']",1992/01/01 00:00,1992/01/01 00:01,['1992/01/01 00:00'],"['1992/01/01 00:00 [pubmed]', '1992/01/01 00:01 [medline]', '1992/01/01 00:00 [entrez]']",ppublish,Leukemia. 1992;6 Suppl 2:132-5.,,,"['Dept. Hematology/Oncology, University of Frankfurt, FRG.']",,,,,,,,,,,,,,,,,,,,,
1578914,NLM,MEDLINE,19920611,20130304,0887-6924 (Print) 0887-6924 (Linking),6 Suppl 2,,1992,Therapy of acute lymphoid leukemia in children.,127-31,"['Pinkel, D']",['Pinkel D'],['eng'],"['Journal Article', 'Review']",England,Leukemia,Leukemia,8704895,,IM,"['Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Bone Marrow Transplantation', 'Child', 'Genotype', 'Humans', 'Neoplasms, Second Primary', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy/genetics/mortality', 'Prognosis', 'Randomized Controlled Trials as Topic', 'Transplantation, Autologous']",1992/01/01 00:00,1992/01/01 00:01,['1992/01/01 00:00'],"['1992/01/01 00:00 [pubmed]', '1992/01/01 00:01 [medline]', '1992/01/01 00:00 [entrez]']",ppublish,Leukemia. 1992;6 Suppl 2:127-31.,,"The cure rate of childhood acute lymphoid leukemia (ALL) has improved in the past 20 years due to improved treatment of T cell ALL, better infection control and availability of blood components, and more experience. Several these are proposed as treatment guidelines.","['University of Texas, M.D. Anderson Cancer Center, Houston.']",,,,26,,,,,,,,,,,,,,,,,
1578913,NLM,MEDLINE,19920611,20131121,0887-6924 (Print) 0887-6924 (Linking),6 Suppl 2,,1992,Is allogeneic bone marrow transplantation the best treatment for young adult patients with acute myeloid leukemia in first complete remission. The BGMT Group.,124-6,"['Reiffers, J', 'Stoppa, A M', 'Rigal-Huguet, F', 'Michallet, M', 'Marit, G', 'Blaise, D', 'Attal, M', 'Corront, B', 'Cony-Makhoul, P', 'Gastaut, J A']","['Reiffers J', 'Stoppa AM', 'Rigal-Huguet F', 'Michallet M', 'Marit G', 'Blaise D', 'Attal M', 'Corront B', 'Cony-Makhoul P', 'Gastaut JA', 'et al.']",['eng'],['Journal Article'],England,Leukemia,Leukemia,8704895,"['04079A1RDZ (Cytarabine)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Acute Disease', 'Adolescent', 'Adult', 'Age Factors', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', '*Bone Marrow Transplantation', 'Combined Modality Therapy', 'Cytarabine/administration & dosage', 'Daunorubicin/administration & dosage', 'Drug Administration Schedule', 'Evaluation Studies as Topic', 'Female', 'Humans', 'Leukemia, Myeloid/drug therapy/*surgery', 'Male', 'Middle Aged', 'Prospective Studies', 'Recurrence', 'Remission Induction', 'Transplantation, Homologous']",1992/01/01 00:00,1992/01/01 00:01,['1992/01/01 00:00'],"['1992/01/01 00:00 [pubmed]', '1992/01/01 00:01 [medline]', '1992/01/01 00:00 [entrez]']",ppublish,Leukemia. 1992;6 Suppl 2:124-6.,,,"['Bone Marrow Transplant Unit of Bordeaux, France.']",,,,,,,,,,,,,,,,,,,,,
1578912,NLM,MEDLINE,19920611,20131121,0887-6924 (Print) 0887-6924 (Linking),6 Suppl 2,,1992,Autologous bone marrow transplantation vs intensive chemotherapy in first complete remission: interim results of GOELAM study in AML.,120-3,"['Harousseau, J L', 'Pignon, B', 'Dufour, P', 'Ifrah, N', 'Solary, E', 'Abgrall, J F', 'Milpied, N', 'Desablens, B', 'Guyotat, D', 'Herve, P']","['Harousseau JL', 'Pignon B', 'Dufour P', 'Ifrah N', 'Solary E', 'Abgrall JF', 'Milpied N', 'Desablens B', 'Guyotat D', 'Herve P']",['eng'],"['Clinical Trial', 'Journal Article', 'Multicenter Study', 'Randomized Controlled Trial']",England,Leukemia,Leukemia,8704895,"['04079A1RDZ (Cytarabine)', 'V25F9362OP (zorubicin)', 'ZRP63D75JW (Idarubicin)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Acute Disease', 'Adolescent', 'Adult', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', '*Bone Marrow Transplantation', 'Combined Modality Therapy', 'Cytarabine/administration & dosage', 'Daunorubicin/administration & dosage/analogs & derivatives', 'Drug Administration Schedule', 'France', 'Humans', 'Idarubicin/administration & dosage', 'Leukemia, Myeloid/mortality/*therapy', 'Middle Aged', 'Remission Induction', 'Survival Analysis', 'Transplantation, Autologous']",1992/01/01 00:00,1992/01/01 00:01,['1992/01/01 00:00'],"['1992/01/01 00:00 [pubmed]', '1992/01/01 00:01 [medline]', '1992/01/01 00:00 [entrez]']",ppublish,Leukemia. 1992;6 Suppl 2:120-3.,,"In November 1987, the French group GOELAM initiated a randomized study comparing allogeneic bone marrow transplantation (BMT), autologous bone marrow transplantation (ABMT) and intensive consolidation chemotherapy (ICC). The induction treatment was randomized between Idarubicin plus Cytarabine and Zorubicine plus Cytarabine: 223 patients with de novo AML and aged 15-50 years are currently evaluable and 178 of them (80%) have achieved complete remission (CR) with no significant difference between both arms. Forty four patients under 40 years of age and having a HLA identical sibling were assigned to BMT and 38 were actually transplanted. Thirty of the 134 other patients did not receive the planned first course of ICC, 4 patients died during this course, and 21 were excluded before randomisation. Thus, only 64 patients have currently been randomized between the 2nd course of ICC (34 patients) and ABMT (30 patients). ABMT was prepared by the Baltimore regimen and the marrow was unpurged. With a median follow-up time of 29 months, the actuarial risk of relapse at 3 years is 29% for BMT, 38% for ABMT and 53% for ICC. The 3 year disease free survival (DFS) is 51% for BMT, 62% for ABMT and 47% for ICC. These differences are not statistically significant. When intention to treat is considered, there is no difference in the actuarial DFS between the BMT and the non BMT groups. Longer follow-up time and larger number of patients are warranted to demonstrate any significant advantage of one of these approaches.","['Department of Haematology, C.H.U., Nantes, France.']",,,,,,,,,,,,,,,,,,,,,
1578911,NLM,MEDLINE,19920611,20151119,0887-6924 (Print) 0887-6924 (Linking),6 Suppl 2,,1992,Minimal residual disease in leukemia: state of the art 1991.,12-6,"['Hagenbeek, A']",['Hagenbeek A'],['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",England,Leukemia,Leukemia,8704895,"['0 (Antibodies, Monoclonal)', '0 (Biomarkers, Tumor)', '0 (Genetic Markers)']",IM,"['Animals', 'Antibodies, Monoclonal', 'Biomarkers, Tumor/analysis', 'Cell Survival', 'Chromosome Aberrations/diagnosis', 'Chromosome Disorders', 'Genetic Markers', 'Humans', 'Leukemia, Myeloid, Acute/*diagnosis/pathology', 'Organ Size', 'Polymerase Chain Reaction', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*diagnosis/pathology', 'Rats', 'Rats, Inbred BN', 'Tumor Stem Cell Assay']",1992/01/01 00:00,1992/01/01 00:01,['1992/01/01 00:00'],"['1992/01/01 00:00 [pubmed]', '1992/01/01 00:01 [medline]', '1992/01/01 00:00 [entrez]']",ppublish,Leukemia. 1992;6 Suppl 2:12-6.,,"Recent achievements in decreasing the detection level of ""minimal residual disease"" in leukemia are summarized both in a relevant rat model for acute myelocytic leukemia (BNML) and in the human leukemias. Detection levels as low as 1 leukemic cell per 10(8)-10(9) and 10(5)-10(6) normal bone marrow cells have become realistic in the animal model and in human leukemia, respectively. The implications of these new tools for detecting hidden leukemic cells are discussed.","['Institute of Applied Radiobiology and Immunology TNO, Rijswijk, The Netherlands.']",,,,11,,,,,,,,,,,,,,,,,
1578910,NLM,MEDLINE,19920611,20131121,0887-6924 (Print) 0887-6924 (Linking),6 Suppl 2,,1992,Escalating the intensity of post-remission therapy improves the outcome in acute myeloid leukemia: the ECOG experience. The Eastern Cooperative Oncology Group.,116-9,"['Cassileth, P A', 'Andersen, J W', 'Bennett, J M', 'Harrington, D P', 'Hines, J D', 'Lazarus, H M', 'Mazza, J J', 'McGlave, P P', ""O'Connell, M J"", 'Paietta, E']","['Cassileth PA', 'Andersen JW', 'Bennett JM', 'Harrington DP', 'Hines JD', 'Lazarus HM', 'Mazza JJ', 'McGlave PP', ""O'Connell MJ"", 'Paietta E', 'et al.']",['eng'],"['Clinical Trial', 'Journal Article', 'Multicenter Study', 'Randomized Controlled Trial', ""Research Support, U.S. Gov't, P.H.S.""]",England,Leukemia,Leukemia,8704895,"['04079A1RDZ (Cytarabine)', '80168379AG (Doxorubicin)', 'FTK8U1GZNX (Thioguanine)', 'ACT protocol']",IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', '*Bone Marrow Transplantation', 'Clinical Protocols', 'Combined Modality Therapy', 'Cytarabine/administration & dosage', 'Doxorubicin/administration & dosage', 'Drug Administration Schedule', 'Humans', 'Leukemia, Myeloid/mortality/*therapy', 'Middle Aged', 'Pilot Projects', 'Remission Induction', 'Survival Analysis', 'Thioguanine/administration & dosage', 'Transplantation, Autologous']",1992/01/01 00:00,1992/01/01 00:01,['1992/01/01 00:00'],"['1992/01/01 00:00 [pubmed]', '1992/01/01 00:01 [medline]', '1992/01/01 00:00 [entrez]']",ppublish,Leukemia. 1992;6 Suppl 2:116-9.,,"These ECOG trials have demonstrated that progressive increments in the intensity of post-remission therapy result in improving long-term, disease-free survival in adults with AML. The median duration of disease-free survival and long-term outcome from different post-remission therapies are summarized in Table 4. [table: see text] Despite the suggestive evidence of the ordered increment in value of intensive consolidation therapy, allogeneic and autologous bone marrow transplantation, it remains to be proved that the differences observed in our preceding studies are statistically significant and clinically meaningful. These remaining questions led to the current ECOG study, EST 3489, a randomized intergroup study conducted with members of the Southwest Oncology Group. The study includes all patients with de novo AML up to age 55; the schema is shown in Figure 3. Induction therapy consists of idarubicin plus cytarabine instead of DAT. A modified short course of this induction therapy is repeated after CR. Patients who have a histocompatible sibling are offered allogeneic bone marrow transplantation. The remaining patients are randomized to receive either autologous bone marrow transplantation or a single course of high-dose cytarabine. Autologous bone marrow transplantation utilizes the previously described high-dose busulfan and cyclophosphamide regimen plus 4-HC purging of the bone marrow. The dosage of cytarabine in the intensive consolidation arm is 3 gm/M2/day IV on days 1-6. The results of this study should determine the relative merits of these different approaches to post-remission therapy. [table: see text] As mentioned earlier, demonstration of improved CR rates is limited by the morbidity and mortality from the myelosuppression that results from induction therapy. This is especially marked for older patients with AML. In patients, ages 55-70 years old, the ECOG is conducting a randomized trial (EST 1490) of conventional induction therapy +/- GM-CSF to determine if accelerated neutrophil recovery can reduce the mortality of induction therapy and thereby increase the remission rate. It may be that the application of GM-CSF and other colony-stimulating factors can increase the CR rate for all patients, increasing the number of patients potentially eligible for cure by post-remission therapy.",,,,,,,,,,,,,,,,,,,,,,
1578909,NLM,MEDLINE,19920611,20131121,0887-6924 (Print) 0887-6924 (Linking),6 Suppl 2,,1992,Allogeneic versus autologous bone marrow transplantation (BMT) versus intensive consolidation in acute myelogenous leukemia (AML) in first remission. An EORTC-Gimema phase III trial (AML8 A). The EORTC Leukemia Cooperative Group and the GIMEMA Group.,114-5,"['Zittoun, R', 'Mandelli, F', 'Willemze, R', 'de Witte, T', 'Tura, S', 'Ferrini, P R', 'Stryckmans, P', 'Gattringer, C', 'Petti, M C', 'Solbu, G']","['Zittoun R', 'Mandelli F', 'Willemze R', 'de Witte T', 'Tura S', 'Ferrini PR', 'Stryckmans P', 'Gattringer C', 'Petti MC', 'Solbu G', 'et al.']",['eng'],"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Multicenter Study', 'Randomized Controlled Trial']",England,Leukemia,Leukemia,8704895,"['04079A1RDZ (Cytarabine)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Adolescent', 'Adult', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', '*Bone Marrow Transplantation', 'Child', 'Clinical Protocols', 'Combined Modality Therapy', 'Cytarabine/administration & dosage', 'Daunorubicin/administration & dosage', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy/mortality/*surgery', 'Middle Aged', 'Remission Induction', 'Survival Analysis', 'Transplantation, Autologous', 'Transplantation, Homologous']",1992/01/01 00:00,1992/01/01 00:01,['1992/01/01 00:00'],"['1992/01/01 00:00 [pubmed]', '1992/01/01 00:01 [medline]', '1992/01/01 00:00 [entrez]']",ppublish,Leukemia. 1992;6 Suppl 2:114-5.,,,"[""Service d'Hematologie, Hotel Dieu, Paris, France.""]",,,,,,,,,,,,,,,,,,,,,
