PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,PMC,TT,OID,OTO,OT,GN
6589560,NLM,MEDLINE,19840829,20180216,0030-2414 (Print) 0030-2414 (Linking),41,4,1984,"Prolonged methotrexate infusions in children with acute leukemia in relapse and in remission and with medulloblastoma. Pharmacokinetics, toxicity and clinical results.",225-32,"In 86 children with acute lymphocytic leukemia (ALL) and in 6 children with medulloblastoma 253 24-hour methotrexate (MTX) infusions with 150, 500, and 700 mg/m2 were performed. MTX concentrations in plasma and cerebrospinal fluid (CSF) were measured with a specific radioimmunoassay. In 131 infusions with 500 mg/m2 given to patients with ALL in remission, the MTX plasma concentration 24 h after the end of infusion did not exceed 7 X 10(-7) mol/1. Mild hematologic toxicity occurred in 22% of the treatment cycles. In contrast 8/45 infusions given to patients with ALL in relapse were associated with delayed MTX elimination followed by severe toxicity. The CSF: plasma ratio of MTX measured during 58 infusions did not exceed 11% in patients with ALL in remission, but was above this value in 13/34 infusions in patients with leukemia of the central nervous system (CNS). 24-hour MTX infusions with 500 mg/m2 were as hepatotoxic as 4- to 6-hour infusions with 3-8.5 g/m2. With MTX as single agent no remissions were achieved in 8 patients with ALL in relapse. The addition of asparaginase in 10 patients resulted in 3 complete and 2 partial remissions. In patients with ALL in first remission clinical results confirmed the value of intensive MTX therapy for disease-free survival.","['Janka, G E', 'Mack, R', 'Helmig, M', 'Haas, R J', 'Bidlingmaier, F']","['Janka GE', 'Mack R', 'Helmig M', 'Haas RJ', 'Bidlingmaier F']",['eng'],"['Comparative Study', 'Journal Article']",Switzerland,Oncology,Oncology,0135054,"['EC 2.6.1.1 (Aspartate Aminotransferases)', 'EC 2.6.1.2 (Alanine Transaminase)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Actuarial Analysis', 'Alanine Transaminase/blood', 'Aspartate Aminotransferases/blood', 'Chemical and Drug Induced Liver Injury', 'Child', 'Hematologic Diseases/chemically induced', 'Humans', 'Infusions, Parenteral', 'Injections, Spinal', 'Kinetics', 'Leukemia, Lymphoid/*drug therapy', 'Medulloblastoma/blood/cerebrospinal fluid/*drug therapy', 'Methotrexate/*administration & dosage/adverse effects/metabolism', 'Recurrence']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",['10.1159/000225828 [doi]'],ppublish,Oncology. 1984;41(4):225-32. doi: 10.1159/000225828.,,,,,,,
6589465,NLM,MEDLINE,19840824,20190904,0098-1532 (Print) 0098-1532 (Linking),12,4,1984,Hypopyon in acute lymphoblastic leukemia.,258-9,A child with acute lymphoblastic leukemia had central nervous system relapse 23 months after diagnosis while in bone marrow remission. This was followed by leukemic involvement of the eye as the only site of relapse 7 months later. Leukemic cells layered out in the anterior chamber and cytologic examination was the only way to make a definitive diagnosis of leukemic hypopyon. Topical treatment is generally ineffective and radiotherapy is the treatment of choice. The prognosis with this complication depends on whether it occurs during therapy or after therapy has been discontinued.,"['Smith, W S', 'Burke, M J', 'Wong, K Y']","['Smith WS', 'Burke MJ', 'Wong KY']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Med Pediatr Oncol,Medical and pediatric oncology,7506654,,IM,"['Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Bone Marrow Diseases/radiotherapy', 'Child, Preschool', 'Combined Modality Therapy', 'Diagnosis, Differential', 'Eye Neoplasms/*pathology/radiotherapy', 'Female', 'Humans', 'Leukemia, Lymphoid/drug therapy/*pathology/radiotherapy', 'Recurrence', 'Uveitis/pathology']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",['10.1002/mpo.2950120409 [doi]'],ppublish,Med Pediatr Oncol. 1984;12(4):258-9. doi: 10.1002/mpo.2950120409.,['CA 25557-04/CA/NCI NIH HHS/United States'],,,,,,
6589464,NLM,MEDLINE,19840824,20190904,0098-1532 (Print) 0098-1532 (Linking),12,4,1984,Extramedullary recurrence of acute lymphoblastic leukemia 15 years after initial diagnosis.,255-7,We describe a 19-year-old man with recurrence of a lymphoid malignancy involving the ethmoid sinus 15 years following diagnosis and 10 years after discontinuation of therapy for childhood acute lymphoblastic leukemia (ALL). The cytologic appearance and immunologic phenotype of the tumor cells suggest that this malignancy represents a recurrence of his original tumor. Initial relapse of ALL is unusual after 4 years of continuous remission off therapy. This case illustrates that late relapse can occur and may present with unusual sites of involvement.,"['Burton, G V', 'Weinberg, J B', 'Borowitz, M J']","['Burton GV', 'Weinberg JB', 'Borowitz MJ']",['eng'],"['Case Reports', 'Journal Article']",United States,Med Pediatr Oncol,Medical and pediatric oncology,7506654,,IM,"['Abdominal Neoplasms/drug therapy/surgery', 'Adult', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Combined Modality Therapy', 'Humans', 'Leukemia, Lymphoid/drug therapy/immunology/*pathology', 'Lymphocytes/classification/*pathology', 'Male', 'Nose Neoplasms/surgery', 'Orbital Neoplasms/surgery', 'Recurrence', 'Spinal Neoplasms/drug therapy/radiotherapy', 'Time Factors']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",['10.1002/mpo.2950120408 [doi]'],ppublish,Med Pediatr Oncol. 1984;12(4):255-7. doi: 10.1002/mpo.2950120408.,,,,,,,
6589456,NLM,MEDLINE,19840829,20190825,0145-2126 (Print) 0145-2126 (Linking),8,3,1984,Nitrous oxide reduces growth of experimental rat leukemia.,441-8,"The ability of nitrous oxide to inhibit the in vivo growth of hematological neoplasms was investigated in a rat model for acute myeloid leukemia (BNML). Nitrous oxide, administered in a concentration of 67% with 33% oxygen, resulted in a reduction of spleen and liver weights of approx. 30%, as compared with leukemic rats kept in ambient air. Peripheral white cell counts were also considerably lower in the treated rats. Plasma levels of vitamin B12 were found to be elevated in untreated leukemia, but fell to about normal levels after nitrous oxide exposure. On the contrary, folic acid levels were low in untreated leukemic rats, and significantly higher in animals exposed to nitrous oxide. The observed effects of nitrous oxide appeared to be dose-dependent. The deoxyuridine suppression test performed with leukemic cells became abnormal after nitrous oxide inhalation, in accordance with the effect on normal bone marrow. These results indicate that the interference of nitrous oxide with vitamin B12-related metabolism, which leads to impairment of de novo thymidine synthesis, has the potency to reduce leukemic proliferation in vivo.","['Kroes, A C', 'Lindemans, J', 'Hagenbeek, A', 'Abels, J']","['Kroes AC', 'Lindemans J', 'Hagenbeek A', 'Abels J']",['eng'],['Journal Article'],England,Leuk Res,Leukemia research,7706787,"['935E97BOY8 (Folic Acid)', 'K50XQU1029 (Nitrous Oxide)', 'P6YC3EG204 (Vitamin B 12)']",IM,"['Animals', 'Cell Division/drug effects', 'Folic Acid/blood', 'Kinetics', 'Leukemia, Experimental/*physiopathology', 'Leukemia, Myeloid, Acute/physiopathology', 'Leukocyte Count', 'Male', 'Nitrous Oxide/*toxicity', 'Organ Size/drug effects', 'Rats', 'Vitamin B 12/blood']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",['10.1016/0145-2126(84)90085-7 [doi]'],ppublish,Leuk Res. 1984;8(3):441-8. doi: 10.1016/0145-2126(84)90085-7.,,,,,,,
6589455,NLM,MEDLINE,19840829,20190825,0145-2126 (Print) 0145-2126 (Linking),8,3,1984,Effect of ara-A on differentiation and proliferation of HL-60 cells.,355-61,"The HL-60 human leukemic promyelocytic cell line can be induced to mature into terminally differentiated cells using certain chemotherapeutic agents. We have recently demonstrated that two inhibitors of DNA synthesis, cytosine arabinoside (ara-C) and aphidicolin, can induce HL-60 differentiation with the appearance of monocytic markers. These pyrimidine antimetabolites may have affected DNA methylation patterns and resulted in altered gene expression, or the differentiated phenotype may have occurred by inhibition of DNA replication. Consequently, we have extended these studies by using the purine analog, adenine arabinoside (ara-A), which also acts as an inhibitor of DNA synthesis. The results demonstrate that ara-A also induces HL-60 non-specific esterase activity and enhances expression of myeloid cell surface antigens, MY-4 and MO-1. The induction of a differentiated phenotype by ara-A occurs after partial inhibition of DNA synthesis, a finding similar to that observed with ara-C and aphidicolin. These observations indicate that purine, as well as pyrimidine analog inhibitors of DNA polymerization can induce differentiation of HL-60 cells along a monocytic lineage. These findings may be relevant to recent clinical trials that have employed low doses of ara-C in an attempt to induce differentiation of malignant hematopoietic cells.","['Munroe, D', 'Sugiura, M', 'Griffin, J', 'Kufe, D']","['Munroe D', 'Sugiura M', 'Griffin J', 'Kufe D']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,"['0 (Antibodies, Monoclonal)', '0 (Antigens, Surface)', '04079A1RDZ (Cytarabine)', 'EC 3.1.1.- (Carboxylic Ester Hydrolases)', 'EC 3.1.1.1 (Carboxylesterase)']",IM,"['Antibodies, Monoclonal', 'Antigens, Surface/analysis', 'Carboxylesterase', 'Carboxylic Ester Hydrolases/metabolism', 'Cell Differentiation/drug effects', 'Cell Division/drug effects', 'Cell Line', 'Cytarabine/*toxicity', 'DNA Replication/drug effects', 'Humans', 'Kinetics', 'Leukemia, Lymphoid/*physiopathology']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",['10.1016/0145-2126(84)90075-4 [doi]'],ppublish,Leuk Res. 1984;8(3):355-61. doi: 10.1016/0145-2126(84)90075-4.,,,,,,,
6589454,NLM,MEDLINE,19840829,20190825,0145-2126 (Print) 0145-2126 (Linking),8,3,1984,Early relapse of acute lymphoblastic leukemia is not predictable by serial biochemical assays of terminal transferase activity in cells from peripheral blood.,351-4,"Serial samples of peripheral blood were collected from 37 children with acute lymphoblastic leukemia (ALL) in remission. Activity of terminal transferase (TdT) was assayed by a biochemical technique. False positive results were obtained infrequently (approx. 1%), in contrast to experience with bone marrow analyses. However, early relapse of disease was not predictable in ALL by repeated measurement of TdT in circulating mononuclear cells during remission.","['Barr, R D', 'Koekebakker, M', 'Sarin, P S']","['Barr RD', 'Koekebakker M', 'Sarin PS']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,"['EC 2.7.7.- (DNA Nucleotidyltransferases)', 'EC 2.7.7.31 (DNA Nucleotidylexotransferase)']",IM,"['Bone Marrow/pathology', 'Child', 'Clinical Enzyme Tests', 'DNA Nucleotidylexotransferase/*blood', 'DNA Nucleotidyltransferases/*blood', 'Diagnostic Errors', 'Humans', 'Leukemia, Lymphoid/*diagnosis', 'Prognosis', 'Recurrence']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",['10.1016/0145-2126(84)90074-2 [doi]'],ppublish,Leuk Res. 1984;8(3):351-4. doi: 10.1016/0145-2126(84)90074-2.,,,,,,,
6589443,NLM,MEDLINE,19840917,20190511,0027-8874 (Print) 0027-8874 (Linking),73,2,1984 Aug,Photocarcinogenesis and influence of UV radiation on autoimmune disease in NZB/N mice.,537-41,"Several biologic effects of UV radiation on NZB/N mice were studied. NZB mice exhibited normal susceptibility to photocarcinogenesis compared to another pigmented but non-autoimmune mouse strain, C57BL/6NCr. Susceptibility was compared on the basis of latency, anatomic location, and histologic type of tumors induced by chronic UV irradiation. The influence of UV irradiation on progression of spontaneous autoimmune disease in NZB mice was examined with respect to anti-DNA antibodies, excretion of protein in urine, survival, glomerulo-nephritis, and leukemia. UV irradiation of NZB mice reduced both survival of mice and the level of serum antibody binding to DNA. Reduced survival occurred not only in autoimmune mice but also in C57BL/6 mice. Serum antibody binding to single-stranded DNA (ssDNA) was reduced in UV-irradiated NZB mice compared to that in untreated NZB mice, but it recovered to normal (untreated) levels after termination of UV irradiation. No alteration in preference of DNA antibodies for ssDNA, UVssDNA, double-stranded DNA (dsDNA), or UVdsDNA was observed in UV-irradiated mice.","['Strickland, P T']",['Strickland PT'],['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,,IM,"['Animals', 'Autoimmune Diseases/*etiology', 'Carcinoma, Squamous Cell/etiology', 'Dose-Response Relationship, Radiation', 'Fibrosarcoma/etiology', 'Male', 'Mice', 'Mice, Inbred Strains', 'Neoplasms, Radiation-Induced/*etiology', 'Species Specificity', 'Time Factors', 'Ultraviolet Rays/*adverse effects']",1984/08/01 00:00,1984/08/01 00:01,['1984/08/01 00:00'],"['1984/08/01 00:00 [pubmed]', '1984/08/01 00:01 [medline]', '1984/08/01 00:00 [entrez]']",['10.1093/jnci/73.2.537 [doi]'],ppublish,J Natl Cancer Inst. 1984 Aug;73(2):537-41. doi: 10.1093/jnci/73.2.537.,['N01CO-23909/CO/NCI NIH HHS/United States'],,,,,,
6589439,NLM,MEDLINE,19840917,20190511,0027-8874 (Print) 0027-8874 (Linking),73,2,1984 Aug,Amphotericin B potentiation of the cytotoxicity of anticancer agents against both normal hematopoietic and leukemia cells in mice.,475-82,"Dose-response curves in AKR or CD2F1 mice were obtained for AKR leukemia, L1210 leukemia, and hematopoietic stem cells following in vivo administration of one of the following anticancer agents alone or in combination with amphotericin B (AmB): doxorubicin, lomustine, or melphalan. AmB potentiated drug cytotoxicity of all agents against both leukemias. Potentiation of all three agents was greatest with the AKR leukemia demonstrating dose-modifying factor (DMF) values of 1.8, 3.0, and 2.7, respectively, for lomustine, melphalan, and doxorubicin. L1210 leukemia was somewhat less sensitive to drug potentiation by AmB with respective DMF values of 1.8, 1.8, and 1.3. AmB did not potentiate the action of any agent against hematopoietic stem cells. The increased life-span assays generally confirmed the clonogenic assays supporting the validity of the latter results. The specificity of AmB potentiation of anticancer agent cytotoxicity for tumor cells indicates that AmB may be a useful addition to antitumor drug combinations.","['Valeriote, F', 'Medoff, G', 'Tolen, S', 'Dieckman, J']","['Valeriote F', 'Medoff G', 'Tolen S', 'Dieckman J']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,"['0 (Antineoplastic Agents)', '7BRF0Z81KG (Lomustine)', '7XU7A7DROE (Amphotericin B)', '80168379AG (Doxorubicin)', 'Q41OR9510P (Melphalan)']",IM,"['Amphotericin B/pharmacology/*therapeutic use', 'Animals', 'Antineoplastic Agents/pharmacology/*therapeutic use', 'Cell Survival/drug effects', 'Doxorubicin/therapeutic use', 'Drug Synergism', 'Hematopoietic Stem Cells/drug effects/*physiology', 'Leukemia L1210/drug therapy', 'Leukemia, Experimental/*drug therapy', 'Lomustine/therapeutic use', 'Melphalan/therapeutic use', 'Mice', 'Mice, Inbred AKR', 'Mice, Inbred Strains']",1984/08/01 00:00,1984/08/01 00:01,['1984/08/01 00:00'],"['1984/08/01 00:00 [pubmed]', '1984/08/01 00:01 [medline]', '1984/08/01 00:00 [entrez]']",['10.1093/jnci/73.2.475 [doi]'],ppublish,J Natl Cancer Inst. 1984 Aug;73(2):475-82. doi: 10.1093/jnci/73.2.475.,['CA-15665/CA/NCI NIH HHS/United States'],,,,,,
6589418,NLM,MEDLINE,19840917,20061115,0485-1439 (Print) 0485-1439 (Linking),25,1,1984 Jan,[A child of acute monoblastic leukemia with a 9/11 translocation].,87-91,,"['Hayashi, Y', 'Kaneko, Y', 'Sampi, K', 'Sakurai, M', 'Hattori, M']","['Hayashi Y', 'Kaneko Y', 'Sampi K', 'Sakurai M', 'Hattori M']",['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,,IM,"['Child', '*Chromosomes, Human, 6-12 and X', 'Female', 'Humans', 'Leukemia, Monocytic, Acute/*genetics', '*Translocation, Genetic']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1984 Jan;25(1):87-91.,,,,,,,
6589417,NLM,MEDLINE,19840917,20071115,0485-1439 (Print) 0485-1439 (Linking),25,1,1984 Jan,[A case of familial pyruvate kinase deficiency associated with acute myelomonocytic leukemia].,75-81,,"['Ohta, C', 'Katayama, N', 'Uno, N', 'Minami, N', 'Karitani, Y', 'Shirakawa, S']","['Ohta C', 'Katayama N', 'Uno N', 'Minami N', 'Karitani Y', 'Shirakawa S']",['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,['EC 2.7.1.40 (Pyruvate Kinase)'],IM,"['Anemia, Hemolytic, Congenital/*genetics/pathology', 'Erythrocytes/enzymology', 'Humans', 'Leukemia, Myeloid, Acute/*pathology', 'Male', 'Middle Aged', 'Pyruvate Kinase/*deficiency']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1984 Jan;25(1):75-81.,,,,,,,
6589416,NLM,MEDLINE,19840917,20061115,0485-1439 (Print) 0485-1439 (Linking),25,1,1984 Jan,[A case of eosinophilic-basophilic meningitis developed during the course of chronic myelocytic leukemia in blastic crisis].,63-8,,"['Mimura, K', 'Otsuka, T', 'Niho, Y', 'Yamada, A', 'Nagasawa, K', 'Okamura, S']","['Mimura K', 'Otsuka T', 'Niho Y', 'Yamada A', 'Nagasawa K', 'Okamura S']",['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,,IM,"['Adult', 'Basophils', 'Eosinophilia/*etiology', 'Humans', 'Leukemia, Myeloid/*complications/pathology', 'Male', 'Meningitis/*etiology']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1984 Jan;25(1):63-8.,,,,,,,
