PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,RN,RF,AB,AID,PMC,OID,OAB,OABL,OTO,OT,PS,FPS,GN
766955,NLM,MEDLINE,19760602,20190619,0008-543X (Print) 0008-543X (Linking),37,2 Suppl,1976 Feb,Late neoplastic changes following medical irradiation.,1102-10,"['Hutchison, G B']",['Hutchison GB'],['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S."", 'Review']",,United States,Cancer,Cancer,0374236,IM,"['Breast Neoplasms/etiology', 'Dose-Response Relationship, Radiation', 'Female', 'Fluoroscopy/adverse effects', 'Hodgkin Disease/radiotherapy', 'Humans', 'Leukemia, Radiation-Induced', 'Lung Diseases/diagnosis', 'Male', 'Neoplasms/radiotherapy', '*Neoplasms, Radiation-Induced', 'Ovarian Diseases/radiotherapy', 'Pregnancy', 'Radiography', 'Radiotherapy/adverse effects', 'Radium/adverse effects/therapeutic use', 'Thymus Hyperplasia/radiotherapy', 'Tinea Capitis/radiotherapy', 'Uterine Cervical Neoplasms/radiotherapy']",1976/02/01 00:00,1976/02/01 00:01,['1976/02/01 00:00'],"['1976/02/01 00:00 [pubmed]', '1976/02/01 00:01 [medline]', '1976/02/01 00:00 [entrez]']",ppublish,Cancer. 1976 Feb;37(2 Suppl):1102-10. doi: 10.1002/1097-0142(197602)37:2+<1102::aid-cncr2820370819>3.0.co;2-q.,['W90AYD6R3Q (Radium)'],44,"New additions since 1968 to the literature on radiation carcinogenesis in man support the earlier conclusion of an approximately linear increase in cancer incidence in a broad intermediate dose range for most sites of cancer. Questions are raised regarding the nature of the dose-response relation at very low and at very high dose exposures. Analyses of some data on exposure to radiation from internal deposits of radioactive material suggest that the dose-response curve at low and intermediate ranges in concave up, implying a smaller effect per unit exposure at very low doses than at intermediate ranges. Data on exposure to the very high but anatomically limited doses of radiation used in cancer therapy give conflicting results, suggesting in one report a continuation of the linear relation into the high-dose range. Other reports suggest a lesser effect per unit dose at high doses than at intermediate doses. Extensive laboratory studies of exposure of experimental animals indicate that over broad dose ranges, exceptions to simple linear relations are the rule, and that factors of dose rate and fractionation also affect the dose-response relation.",['10.1002/1097-0142(197602)37:2+<1102::aid-cncr2820370819>3.0.co;2-q [doi]'],,,,,,,,,
766954,NLM,MEDLINE,19760602,20190619,0008-543X (Print) 0008-543X (Linking),37,2 Suppl,1976 Feb,Effects of chemotherapy on the central nervous system. A study of parenteral methotrexate in long-term survivors of leukemia and lymphoma in childhood.,1079-85,"['Meadows, A T', 'Evans, A E']","['Meadows AT', 'Evans AE']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Cancer,Cancer,0374236,IM,"['Adolescent', 'Brain/drug effects', 'Brain Neoplasms/radiotherapy', 'Child', 'Child, Preschool', 'Electroencephalography', 'Humans', 'Infant', 'Leukemia/*drug therapy', 'Lymphoma/*drug therapy', 'Lymphoma, Large B-Cell, Diffuse/drug therapy', 'Methotrexate/*adverse effects/therapeutic use', 'Psychological Tests', 'Seizures/chemically induced']",1976/02/01 00:00,1976/02/01 00:01,['1976/02/01 00:00'],"['1976/02/01 00:00 [pubmed]', '1976/02/01 00:01 [medline]', '1976/02/01 00:00 [entrez]']",ppublish,Cancer. 1976 Feb;37(2 Suppl):1079-85. doi: 10.1002/1097-0142(197602)37:2+<1079::aid-cncr2820370815>3.0.co;2-d.,['YL5FZ2Y5U1 (Methotrexate)'],,"Twenty-three children surviving more than 5 years from the diagnosis of leukemia, lymphoma, or malignant histiocytosis were evaluated for clinical evidence of central nervous system disease. Severe impairment, consisting of seizures, paraplegia, and dementia was present in 4, all of whom received methotrexate (MTX) and other agents for 2 to 7 years. Brain biopsies in 3 of these children showed white-matter gliosis and no evidence of viral or other infections or leukemic infiltrates. Of the remaining children 10/19 were found to have mild clinical or EEG abnormalities. All had received i.v. MTX with other drugs for 2-6 years; 5 did not receive cranial irradiation. Common to all impaired patients was the administration of intravenous methotrexate in relatively high doses over a prolonged period of time. Impairment in nervous system function may present as a spectrum of deficiencies, with the most severe resulting in death, or as in the 4 patients described here, profound dementia and dependence. Less dramatic changes in functioning, may, however, result from various combinations of chemotherapy and radiation therapy. Methods of assessing their etiology and impact on survivors need now to be devised.",['10.1002/1097-0142(197602)37:2+<1079::aid-cncr2820370815>3.0.co;2-d [doi]'],,,,,,,,,
766950,NLM,MEDLINE,19760602,20190619,0008-543X (Print) 0008-543X (Linking),37,2,1976 Feb,Primary reticulum cell sarcoma of testis in a 12-year-old.,935-8,"['Weitzner, S', 'Gropp, A']","['Weitzner S', 'Gropp A']",['eng'],"['Case Reports', 'Journal Article']",,United States,Cancer,Cancer,0374236,IM,"['Child', 'Humans', 'Lymphoma, Non-Hodgkin/*pathology/therapy', 'Male', 'Testicular Neoplasms/*pathology/therapy']",1976/02/01 00:00,1976/02/01 00:01,['1976/02/01 00:00'],"['1976/02/01 00:00 [pubmed]', '1976/02/01 00:01 [medline]', '1976/02/01 00:00 [entrez]']",ppublish,Cancer. 1976 Feb;37(2):935-8. doi: 10.1002/1097-0142(197602)37:2<935::aid-cncr2820370248>3.0.co;2-6.,,,"A 12-year-old boy with primary reticulum cell sarcoma of the testis who is alive and free of tumor 32 months after orchiectomy, radiation therapy to inguinal, iliac and retroperitoneal lymph nodes and chemotherapy is reported. Seven previously documented cases of childhood primary testicular lymphoma are reviewed. The patient with reticulum cell and one with lymphosarcoma were alive and tumor-free 4 and 18 months respectively. The other 5 with primary testicular lymphosarcoma died. Four survived for periods up to 1 year, 3 developing generalized lymphosarcoma and 1 leukemia. The fifth was tumor-free for 4 years and developed leukemia 2 weeks before death. The small number of cases precludes evaluation of survival in relation to various modes of therapy. Primary lymphoma of testis, no evidence of lymphoma elsewhere at time of orchiectomy, does exist. Its relatively benign biologic behavior in some remains an enigma.",['10.1002/1097-0142(197602)37:2<935::aid-cncr2820370248>3.0.co;2-6 [doi]'],,,,,,,,,
766949,NLM,MEDLINE,19760602,20190619,0008-543X (Print) 0008-543X (Linking),37,2,1976 Feb,Febrile neutrophilic dermatosis in acute myelogenous leukemia.,922-7,"['Klock, J C', 'Oken, R L']","['Klock JC', 'Oken RL']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Cancer,Cancer,0374236,IM,"['Adrenal Cortex Hormones/*therapeutic use', 'Child', 'Fever/*complications', 'Humans', 'Leukemia, Myeloid, Acute/*complications', 'Male', 'Middle Aged', 'Skin Diseases, Vesiculobullous/*complications/drug therapy/pathology']",1976/02/01 00:00,1976/02/01 00:01,['1976/02/01 00:00'],"['1976/02/01 00:00 [pubmed]', '1976/02/01 00:01 [medline]', '1976/02/01 00:00 [entrez]']",ppublish,Cancer. 1976 Feb;37(2):922-7. doi: 10.1002/1097-0142(197602)37:2<922::aid-cncr2820370245>3.0.co;2-p.,['0 (Adrenal Cortex Hormones)'],,"Three patients with acute myelogenous leukemia and adequate granulocyte reserves developed fever and painful indurated erythematous plaques on their extremities and faces. The plaques became studded with vesicles or bullae and occasionally became necrotic. Histologic examination revealed dermal edema, infiltration with granulocytes, and formation of intraepidermal vesicles. Efforts to relate the skin reaction to infiltration of leukemic cells, microorganisms, or allergic phenomena were unsuccessful. Empiric antibiotic therapy was without effect. The symptoms and signs responded dramatically to systemic administration of corticosteroids. These lesions, which may cause diagnostic confusion and needless therapy with potent antibiotics, may represent another previously uncharacterized nonspecific skin reaction in patients with acute myelogenous leukemia.",['10.1002/1097-0142(197602)37:2<922::aid-cncr2820370245>3.0.co;2-p [doi]'],,,,,,,,,
766858,NLM,MEDLINE,19760525,20190902,0006-5242 (Print) 0006-5242 (Linking),32,3,1976 Mar,Histochemical and immunohistochemical techniques on acrylate embedded bone biopsies.,215-8,"['Vykoupil, K F', 'Thiele, J', 'Georgii, A']","['Vykoupil KF', 'Thiele J', 'Georgii A']",['eng'],['Journal Article'],,Germany,Blut,Blut,0173401,IM,"['Acrylates', 'Biopsy', 'Bone and Bones/*pathology', 'Histocytochemistry', 'Immunologic Techniques', 'Leukemia/pathology', 'Methods']",1976/03/01 00:00,1976/03/01 00:01,['1976/03/01 00:00'],"['1976/03/01 00:00 [pubmed]', '1976/03/01 00:01 [medline]', '1976/03/01 00:00 [entrez]']",ppublish,Blut. 1976 Mar;32(3):215-8. doi: 10.1007/BF00995915.,['0 (Acrylates)'],,"Till present the advantages of methacrylate embedded bone biopsies for the diagnosis of haemoblastic disorders have been somewhat restricted. This was a result of the impossibility to apply histochemical methods and other sensitive staining procedures to semithin sections. A routine method is described whereby enzyme activity, excellent fixation and good sectioning ability are retained. Fixation is carried out using 4% purified formaldehyde buffered in 0.1M sodium cacodylate. Dehydration is done with a water-miscible glycolmethacrylate. Naphthol-AS-D-chloroacetate esterase activity can be observed in granules of the entire neutropil cell lineage. By use of this method it becomes possible to demonstrate acid phosphatase activity and immunoglobulins in atypical plasma cells of multiple myeloma. A considerable decrease in processing time, as well as a preservation of enzyme activity during the postal mailing of fixed tissue samples from outside are further advantages.",['10.1007/BF00995915 [doi]'],,,,,,,,,
766857,NLM,MEDLINE,19760602,20210216,0006-4971 (Print) 0006-4971 (Linking),47,3,1976 Mar,In memoriam: Gordon Hamilton Fairley 1930-1975.,523-4,"['Klipstein, F A']",['Klipstein FA'],['eng'],"['Biography', 'Historical Article', 'Journal Article']",,United States,Blood,Blood,7603509,IM,"['Allergy and Immunology', 'England', 'Hematology', 'History of Medicine', 'Leukemia', 'Neoplasms']",1976/03/01 00:00,1976/03/01 00:01,['1976/03/01 00:00'],"['1976/03/01 00:00 [pubmed]', '1976/03/01 00:01 [medline]', '1976/03/01 00:00 [entrez]']",ppublish,Blood. 1976 Mar;47(3):523-4.,,,,['S0006-4971(20)74210-2 [pii]'],,,,,,,['Fairley GH'],"['Fairley, G H']",
766856,NLM,MEDLINE,19760602,20210216,0006-4971 (Print) 0006-4971 (Linking),47,3,1976 Mar,Direct implantation of Ph1 chromosome-positive myeloblasts into newborn hamsters.,355-61,"['Miyoshi, I', 'Kubonishi, I', 'Uchida, H', 'Hiraki, S', 'Toki, H']","['Miyoshi I', 'Kubonishi I', 'Uchida H', 'Hiraki S', 'Toki H']",['eng'],"['Case Reports', 'Journal Article']",,United States,Blood,Blood,7603509,IM,"['Animals', '*Bone Marrow Cells', '*Bone Marrow Transplantation', 'Chromosomes', '*Chromosomes, Human, 21-22 and Y', 'Cricetinae', 'Humans', 'Karyotyping', '*Leukemia, Myeloid/genetics', 'Male', '*Neoplasm Transplantation', '*Transplantation, Heterologous']",1976/03/01 00:00,1976/03/01 00:01,['1976/03/01 00:00'],"['1976/03/01 00:00 [pubmed]', '1976/03/01 00:01 [medline]', '1976/03/01 00:00 [entrez]']",ppublish,Blood. 1976 Mar;47(3):355-61.,,,"Peripheral leukocytes from a male patient with chronic myelogenous leukemia in blast crisis were implanted directly into the intraperitoneal cavity of seven newborn hamsters treated with antilymphocyte serum. At sacrifice 17-19 days after implantation, three hamsters were found to have disseminated tumors. The other four hamsters were cannibalized. Chromosome analysis of cells from the enlarged lymph nodes revealed the presence of a human male karyotype. Most metaphase cells were pseudodiploid with the Ph1 chromosome and isochromosome 17, while a few metaphase cells were classically diploid. Identical chromosome constitutions were observed in the original peripheral leukocytes of the patient. The results strongly suggested simultaneous heterotransplantation of Ph1-positive leukemic and normal leukocytes.",['S0006-4971(20)74192-3 [pii]'],,,,,,,,,
766818,NLM,MEDLINE,19760602,20190704,0007-1048 (Print) 0007-1048 (Linking),32,3,1976 Mar,The treatment of chronic granulocytic leukaemia.,291-8,"['Spiers, A S']",['Spiers AS'],['eng'],"['Journal Article', 'Review']",,England,Br J Haematol,British journal of haematology,0372544,IM,"['Adult', 'Blood Transfusion', 'Busulfan/therapeutic use', 'Cell Transformation, Neoplastic', 'Chronic Disease', 'Humans', 'Immunotherapy', 'Leukemia, Myeloid/blood/*drug therapy/radiotherapy', 'Leukocytes', 'Middle Aged', 'Splenectomy', 'Time Factors', 'Transplantation, Autologous']",1976/03/01 00:00,1976/03/01 00:01,['1976/03/01 00:00'],"['1976/03/01 00:00 [pubmed]', '1976/03/01 00:01 [medline]', '1976/03/01 00:00 [entrez]']",ppublish,Br J Haematol. 1976 Mar;32(3):291-8. doi: 10.1111/j.1365-2141.1976.tb00932.x.,['G1LN9045DK (Busulfan)'],35,,['10.1111/j.1365-2141.1976.tb00932.x [doi]'],,,,,,,,,
766725,NLM,MEDLINE,19760423,20071115,0004-069X (Print) 0004-069X (Linking),23,5,1975,Evaluation of immunologic reactivity of lymphocytes from patients with chronic lymphocytic leukemia in various clinical conditions.,589-96,"['Traczyk, Z', 'Ciesluk, S', 'Litwin, J', 'Arczynska, E']","['Traczyk Z', 'Ciesluk S', 'Litwin J', 'Arczynska E']",['eng'],['Journal Article'],,Switzerland,Arch Immunol Ther Exp (Warsz),Archivum immunologiae et therapiae experimentalis,0114365,IM,"['Erythrocytes/immunology', 'Humans', 'Immunoglobulin A/analysis', 'Immunoglobulin G/analysis', 'Immunoglobulin M/analysis', 'Leukemia, Lymphoid/*immunology', 'Lymphocyte Activation', 'Lymphocytes/*immunology', 'Lymphoma, Follicular/immunology', 'Lymphoma, Large B-Cell, Diffuse/immunology', 'Lymphoma, Non-Hodgkin/immunology', 'Remission, Spontaneous']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",ppublish,Arch Immunol Ther Exp (Warsz). 1975;23(5):589-96.,"['0 (Immunoglobulin A)', '0 (Immunoglobulin G)', '0 (Immunoglobulin M)']",,,,,,,,,,,,
766687,NLM,MEDLINE,19760423,20111117,0003-410X (Print) 0003-410X (Linking),126,8-9,1975 Aug-Sep,[Recent progress made in the classification of lymphoid and monocytoid leukemias and of lympho- and reticulo-sarcomas].,523-34,"['Mathe, G', 'Belpomme, D', 'Dantchev, D', 'Pouillart, P']","['Mathe G', 'Belpomme D', 'Dantchev D', 'Pouillart P']",['fre'],"['English Abstract', 'Journal Article']",Les recents progres realises dans la classification des leucemies lymphoides et monocytoides et des lympho et reticulosarcomes,France,Ann Med Interne (Paris),Annales de medecine interne,0171744,IM,"['B-Lymphocytes/immunology', 'Binding Sites, Antibody', 'Cell Membrane/immunology', 'Immune Adherence Reaction', 'Immunoglobulins/analysis', 'Leukemia, Lymphoid/*classification/pathology', 'Leukemia, Myeloid/*classification/pathology', 'Lymphoma, Large B-Cell, Diffuse/*classification/pathology', 'Lymphoma, Non-Hodgkin/*classification/pathology', 'Methods', 'T-Lymphocytes/immunology']",1975/08/01 00:00,1975/08/01 00:01,['1975/08/01 00:00'],"['1975/08/01 00:00 [pubmed]', '1975/08/01 00:01 [medline]', '1975/08/01 00:00 [entrez]']",ppublish,Ann Med Interne (Paris). 1975 Aug-Sep;126(8-9):523-34.,['0 (Immunoglobulins)'],,"New methods helpful in the classification of lymphoid and monocytoid leukaemias and haematosarcomas have recently become available. Among the most valuable procedures have been those detecting immunological markers and the ultrastructural analysis permitted by convention and scanning electron microscopy. The results of these studies, taken together with a meticulous morphologic examination on Giemsa smears allow a more subtle classification on these neoplasias. Among the most interesting points, one can list: a) The description of macroglobulinemic proplasmocytic leukaemia; b) The observation that all the prognostic parameters in the four types of common acute lymphoid leukaemia (ALL) (prolymphocytic, microlymphocytic, macrolymphocytic, prolymphoblastic) such as age, tumour mass (or leucocytosis are related to the cytological type); T marker may be found in all these types, except for the prolymphoblastic one; c) T or B immunoblastic acute lymphoid leukaemias have been described as a fifth type of ALL; d) The lymphosarcomas which can be histologically nodular (composed of B cells) or diffuse (composed of cells presenting B, T or no markers) can be cytologically prolymphocytic or lymphoblastic (or lymphoblastoid) if they are nodular, prolymphocytic, lymphoblastic, or immunoblastic if they are diffuse; true (African) Burkitt's lymphosarcomas (BLS) must be distinguished from all the pseudo (non-African) Burkitt's lymphosarcomas which have been described elsewhere and which are either immunoblastic or lymphoblastic (oid) lymphosarcomas with a few macrophages; e) The diagnosis of reticulosarcoma which was in the past abusively carried out (because of confusion with immunoblastic lymphosarcoma) is based on the presence of many reticluins fibers at histological examination and on the cytological aspect of the cells on smears (the distinction of those cells with immunoblasts is easy).",,,,,,,,,,
766605,NLM,MEDLINE,19760415,20190509,0002-9173 (Print) 0002-9173 (Linking),65,2,1976 Feb,Histologic identification of malignant lymphoma cutis.,149-58,"['Fisher, E R', 'Park, E J', 'Wechsler, H L']","['Fisher ER', 'Park EJ', 'Wechsler HL']",['eng'],['Journal Article'],,England,Am J Clin Pathol,American journal of clinical pathology,0370470,IM,"['Humans', 'Lymphoma/blood supply/diagnosis/*pathology', 'Lymphoma, Large B-Cell, Diffuse/diagnosis/pathology', 'Lymphoma, Non-Hodgkin/diagnosis/pathology', 'Middle Aged', 'Skin Neoplasms/diagnosis/*pathology']",1976/02/01 00:00,1976/02/01 00:01,['1976/02/01 00:00'],"['1976/02/01 00:00 [pubmed]', '1976/02/01 00:01 [medline]', '1976/02/01 00:00 [entrez]']",ppublish,Am J Clin Pathol. 1976 Feb;65(2):149-58. doi: 10.1093/ajcp/65.2.149.,,,"Sections of 47 skin biopsies diagnosed during 1960-1970 as suggestive of or diagnostic of malignant lymphoma were retrospectively analyzed. Thirteen with monomorphous cutaneous infiltrates of reticulum cells or poorly differentiated lymphocytes were encountered; all were from patients who had extracutaneous manifestations of reticulum-cell sarcoma, poorly differentiated lymphosarcoma, or leukemia at the time of biopsy or within a year after biopsy. Diagnosis of well-differentiated lymphosarcoma or leukemia cutis is more tenuous, since mature lymphocytic infiltrates were encountered in patients with or without evidence of extracutaneous lymphoma. These are designated ""unclassified"" lymphocytic infiltrates of skin, requiring careful clinical exclusion of these types of malignant lymphoma. Other purported histopathologic discriminants of malignant lymphoma and pseudolymphoma, the latter term utilized to designate banal disorders characterized by a polymorphous infiltrate with or without atypical reticulum cells, are of little value for their distinction. These diagnostic criteria for malignant lymphoma cutis should clarify much of the pathologic and clinical uncertainty attendant upon the so-called ""lymphoreticular"" infiltrates of the skin.",['10.1093/ajcp/65.2.149 [doi]'],,,,,,,,,
766582,NLM,MEDLINE,19760427,20191028,0065-230X (Print) 0065-230X (Linking),22,,1975,"Toxicity of antineoplastic agents in man, chromosomal aberrations antifertility effects, congenital malformations, and carcinogenic potential.",57-155,"['Sieber, S M', 'Adamson, R H']","['Sieber SM', 'Adamson RH']",['eng'],['Journal Article'],,United States,Adv Cancer Res,Advances in cancer research,0370416,IM,"['Abnormalities, Drug-Induced/*etiology', 'Alkylating Agents/adverse effects', 'Amenorrhea/chemically induced', 'Animals', 'Antibiotics, Antineoplastic/adverse effects', 'Antimetabolites, Antineoplastic/adverse effects', 'Antineoplastic Agents/*adverse effects', '*Carcinogens', '*Chromosome Aberrations', 'Drug Therapy, Combination', 'Female', 'Fertility/drug effects', 'Fetus/drug effects', 'Hodgkin Disease/complications', 'Humans', 'Immunosuppressive Agents/adverse effects', 'Kidney Transplantation', 'Leukemia/complications', 'Lymphoma/complications', 'Male', 'Mice', 'Neoplasms, Multiple Primary/chemically induced', 'Ovary/drug effects', 'Paraproteinemias/complications', 'Pregnancy', 'Rats', 'Spermatogenesis/drug effects', 'Transplantation, Homologous']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",ppublish,Adv Cancer Res. 1975;22:57-155. doi: 10.1016/s0065-230x(08)60176-1.,"['0 (Alkylating Agents)', '0 (Antibiotics, Antineoplastic)', '0 (Antimetabolites, Antineoplastic)', '0 (Antineoplastic Agents)', '0 (Carcinogens)', '0 (Immunosuppressive Agents)']",,,"['S0065-230X(08)60176-1 [pii]', '10.1016/s0065-230x(08)60176-1 [doi]']",,,,,,,,,
