PMID,OWN,STAT,DCOM,LR,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,RF,EDAT,MHDA,CRDT,PHST,PST,SO,IS,TT,AID,PMC,PS,FPS,OID,OAB,OABL,OTO,OT,GR,RPI
354832,NLM,MEDLINE,19781027,20191028,7,2,1978 Jun,Treatment of acute leukaemia in adults.,259-73,"Although progress in the treatment of adult acute leukaemia has been much less dramatic than that which has occurred in the management of children with ALL, it should be clear from this progress report that significant strides have recently been made in the treatment of both adult ANLL and ALL that are of real benefit to the individual patient. This improvement is equally the result of improved supportive care and antileukaemia treatment. The progress has been of sufficient magnitude to clearly justify the optimism expressed in several recent reviews of leukaemia treatment (Freireich et al, 1976; Holland et al, 1976; Wiernik, 1976).","['Wiernik, P H']",['Wiernik PH'],['eng'],"['Journal Article', 'Review']",England,Clin Haematol,Clinics in haematology,0331547,,IM,"['Acute Disease', 'Adult', 'Bacterial Infections/complications', 'Blood Transfusion', 'Humans', 'Leukemia/complications/drug therapy/*therapy', 'Leukemia, Erythroblastic, Acute/therapy', 'Leukemia, Lymphoid/therapy', 'Leukemia, Monocytic, Acute/therapy', 'Leukemia, Myeloid/therapy', 'Leukemia, Myeloid, Acute/therapy', 'Remission, Spontaneous', 'Time Factors']",69,1978/06/01 00:00,1978/06/01 00:01,['1978/06/01 00:00'],"['1978/06/01 00:00 [pubmed]', '1978/06/01 00:01 [medline]', '1978/06/01 00:00 [entrez]']",ppublish,Clin Haematol. 1978 Jun;7(2):259-73. doi: 10.1016/s0308-2261(78)80005-8.,0308-2261 (Print) 0308-2261 (Linking),,['10.1016/s0308-2261(78)80005-8 [doi]'],,,,,,,,,,
354831,NLM,MEDLINE,19781027,20191028,7,2,1978 Jun,Treatment of acute leukaemia in children.,245-58,"As can be seen, there are many problems yet to be solved in the development of optimal therapy for acute leukaemia in children. For patients with ALL we must be able to identify clearly the standard and the varieties of high risk patients. For the patient with standard risk features life expectancy is long and therapy regimens must be designed to provide optimal control of the disease with minimal short and long-term toxicity. For patients with the high risk features of those varieties of ALL associated with poor prognosis methods must be found to circumvent the problem of early acquisition of drug resistance by the leukaemic lymphoblasts. For children with AML the results of remission induction regimens must still be improved to match those obtained in ALL. The major problem awaiting solution, however, is the maintenance of remission once obtained. As disease-free survival in AML is improved then consideration of CNS prophylaxis and the timing of cessation of therapy must be considered.","['Mauer, A M']",['Mauer AM'],['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S."", 'Review']",England,Clin Haematol,Clinics in haematology,0331547,,IM,"['Acute Disease', 'Central Nervous System/drug effects', 'Child', 'Child, Preschool', 'Humans', 'Infant', 'Leukemia/*therapy', 'Leukemia, Lymphoid/therapy', 'Leukemia, Myeloid, Acute/therapy', 'Remission, Spontaneous', 'Time Factors']",44,1978/06/01 00:00,1978/06/01 00:01,['1978/06/01 00:00'],"['1978/06/01 00:00 [pubmed]', '1978/06/01 00:01 [medline]', '1978/06/01 00:00 [entrez]']",ppublish,Clin Haematol. 1978 Jun;7(2):245-58. doi: 10.1016/s0308-2261(78)80004-6.,0308-2261 (Print) 0308-2261 (Linking),,['10.1016/s0308-2261(78)80004-6 [doi]'],,,,,,,,,,
354703,NLM,MEDLINE,19781018,20210216,52,3,1978 Sep,Cytogenetic evidence for recurrence of acute myelogenous leukemia after allogeneic bone marrow transplantation in donor hematopoietic cells.,627-36,"A 22-yr-old man with acute myelocytic leukemia received a bone marrow transplant from a genotypically HLA-identical female sibling after cyclophosphamide preparation. He remained in complete remission for 18 mo, when he developed a chloroma in the perineum. The chloroma was treated with local radiotherapy. The chloroma recurred 8 mo later and was treated with radiotherapy followed by combination chemotherapy. At 34 mo after transplant, marrow relapse and chloroma were documented. The first chloroma contained host cells by fluorescent Y-chromatin body analyses of interphase nuclei. All metaphase cells and karyotypes from peripheral blood and marrow samples showed no evidence of host cells from 3 wk after transplant through the time of marrow relapse. Data from autosomal and sex chromosome studies indicate that the marrow relapse occurred in cells of donor origin. A new consistent chromosome abnormality [45, X, -X, t(8;21) (q22; q22)] was observed in a majority of donor cells. The patient received a second bone marrow transplant from the same donor after preparation with busulfan and cyclophosphamide and attained a complete remission with full hematologic engraftment.","['Elfenbein, G J', 'Brogaonkar, D S', 'Bias, W B', 'Burns, W H', 'Saral, R', 'Sensenbrenner, L L', 'Tutschka, P J', 'Zaczek, B S', 'Zander, A R', 'Epstein, R B', 'Rowley, J D', 'Santos, G W']","['Elfenbein GJ', 'Brogaonkar DS', 'Bias WB', 'Burns WH', 'Saral R', 'Sensenbrenner LL', 'Tutschka PJ', 'Zaczek BS', 'Zander AR', 'Epstein RB', 'Rowley JD', 'Santos GW']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Blood,Blood,7603509,,IM,"['Adult', '*Bone Marrow Transplantation', 'Hematopoietic Stem Cells', 'Humans', 'Leukemia, Myeloid, Acute/genetics/pathology', 'Male', 'Microscopy, Fluorescence', 'Recurrence', 'Sex Chromosomes', 'Transplantation, Homologous']",,1978/09/01 00:00,1978/09/01 00:01,['1978/09/01 00:00'],"['1978/09/01 00:00 [pubmed]', '1978/09/01 00:01 [medline]', '1978/09/01 00:00 [entrez]']",ppublish,Blood. 1978 Sep;52(3):627-36.,0006-4971 (Print) 0006-4971 (Linking),,['S0006-4971(20)70733-0 [pii]'],,,,,,,,,,
354501,NLM,MEDLINE,19780929,20081121,47,,1978,Erythroleukemic differentiation.,419-48,,"['Marks, P A', 'Rifkind, R A']","['Marks PA', 'Rifkind RA']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S."", 'Review']",United States,Annu Rev Biochem,Annual review of biochemistry,2985150R,"['0 (DNA, Neoplasm)', '0 (Nucleoproteins)', '0 (RNA, Neoplasm)', '9004-22-2 (Globins)']",IM,"['Animals', '*Cell Differentiation', 'DNA, Neoplasm/metabolism', 'Erythropoiesis', 'Friend murine leukemia virus/pathogenicity', 'Genetic Variation', 'Globins/biosynthesis', 'Leukemia, Erythroblastic, Acute/metabolism/*physiopathology', 'Leukemia, Experimental/metabolism/physiopathology', 'Mice', 'Nucleoproteins/metabolism', 'Phenotype', 'Protein Biosynthesis', 'RNA, Neoplasm/metabolism', 'Rats', 'Transcription, Genetic']",198,1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,Annu Rev Biochem. 1978;47:419-48. doi: 10.1146/annurev.bi.47.070178.002223.,0066-4154 (Print) 0066-4154 (Linking),,['10.1146/annurev.bi.47.070178.002223 [doi]'],,,,,,,,,,
354377,NLM,MEDLINE,19780915,20190819,4,2,1978,Breast cancer and acute leukemia: report of 24 cases and review of the literature.,151-72,,"['Rosner, F', 'Carey, R W', 'Zarrabi, M H']","['Rosner F', 'Carey RW', 'Zarrabi MH']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S."", 'Review']",United States,Am J Hematol,American journal of hematology,7610369,"['0 (Antibiotics, Antineoplastic)']",IM,"['Acute Disease', 'Antibiotics, Antineoplastic/*adverse effects', 'Breast Neoplasms/*complications/drug therapy/radiotherapy', 'Carcinoma/*complications/drug therapy/radiotherapy', 'Female', 'Humans', 'Leukemia/complications/*epidemiology/etiology', 'Time Factors']",100,1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,Am J Hematol. 1978;4(2):151-72. doi: 10.1002/ajh.2830040207.,0361-8609 (Print) 0361-8609 (Linking),,['10.1002/ajh.2830040207 [doi]'],,,,,,,,,,
354129,NLM,MEDLINE,19780930,20131121,10,2,1978 Jun,Paternal-strain antigen excess in semiallogeneic pregnancy.,403-7,,"['Carlson, G A', 'Wegmann, T G']","['Carlson GA', 'Wegmann TG']",['eng'],"['Journal Article', 'Review']",United States,Transplant Proc,Transplantation proceedings,0243532,"['0 (Histocompatibility Antigens)', 'LGP81V5245 (Idoxuridine)']",IM,"['Absorption', 'Animals', 'Female', '*Histocompatibility Antigens', 'Idoxuridine/pharmacology', 'Leukemia L1210/immunology', 'Male', 'Mice', 'Mice, Inbred BALB C', 'Mice, Inbred C3H', 'Mice, Inbred CBA', 'Mice, Inbred DBA', 'Neutralization Tests', 'Pregnancy', 'Species Specificity']",16,1978/06/01 00:00,1978/06/01 00:01,['1978/06/01 00:00'],"['1978/06/01 00:00 [pubmed]', '1978/06/01 00:01 [medline]', '1978/06/01 00:00 [entrez]']",ppublish,Transplant Proc. 1978 Jun;10(2):403-7.,0041-1345 (Print) 0041-1345 (Linking),,,,,,,,,,,,
354058,NLM,MEDLINE,19780929,20190727,58,3,1978 Jun,Twenty years of bone marrow grafting in the treatment of bone marrow leukemias and aplasias.,637-54,,"['Schwarzenberg, L', 'Mathe, G']","['Schwarzenberg L', 'Mathe G']",['eng'],['Journal Article'],United States,Surg Clin North Am,The Surgical clinics of North America,0074243,,IM,"['Bone Marrow/abnormalities/surgery', 'Bone Marrow Diseases/*therapy', '*Bone Marrow Transplantation', 'Humans', 'Leukemia/*therapy', 'Postoperative Complications/prevention & control/therapy', 'Transplantation, Homologous']",,1978/06/01 00:00,1978/06/01 00:01,['1978/06/01 00:00'],"['1978/06/01 00:00 [pubmed]', '1978/06/01 00:01 [medline]', '1978/06/01 00:00 [entrez]']",ppublish,Surg Clin North Am. 1978 Jun;58(3):637-54. doi: 10.1016/s0039-6109(16)41545-8.,0039-6109 (Print) 0039-6109 (Linking),,"['S0039-6109(16)41545-8 [pii]', '10.1016/s0039-6109(16)41545-8 [doi]']",,,,,,,,,,
354051,NLM,MEDLINE,19780925,20051117,23,3,1978,[Membrane receptors in acute monocytic leukaemia (author's transl)].,282-90,,"['Garcia-Talavera, J', 'Catovsky, D', 'Fuentes Castellano, J']","['Garcia-Talavera J', 'Catovsky D', 'Fuentes Castellano J']",['spa'],['Journal Article'],Spain,Sangre (Barc),Sangre,0404373,"['0 (Complement C3)', '0 (Receptors, Antigen, B-Cell)']",IM,"['Cell Membrane/*immunology', 'Complement C3', 'Immunologic Techniques', 'Leukemia, Monocytic, Acute/*immunology', 'Receptors, Antigen, B-Cell']",,1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,Sangre (Barc). 1978;23(3):282-90.,0036-4355 (Print) 0036-4355 (Linking),Receptores de membrana en la leucemia monocitica aguda.,,,,,,,,,,,
353993,NLM,MEDLINE,19780930,20071115,15,3,1978 Jul,Chromosomes in leukemia and lymphoma.,301-19,,"['Rowley, J D']",['Rowley JD'],['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", 'Review']",United States,Semin Hematol,Seminars in hematology,0404514,,IM,"['Bone Marrow/ultrastructure', '*Chromosome Aberrations', 'Chromosomes, Human, 21-22 and Y', 'Humans', 'Karyotyping', 'Leukemia/*genetics', 'Leukemia, Lymphoid/genetics', 'Leukemia, Myeloid/genetics', 'Leukemia, Myeloid, Acute/genetics', 'Lymphoma/*genetics']",108,1978/07/01 00:00,1978/07/01 00:01,['1978/07/01 00:00'],"['1978/07/01 00:00 [pubmed]', '1978/07/01 00:01 [medline]', '1978/07/01 00:00 [entrez]']",ppublish,Semin Hematol. 1978 Jul;15(3):301-19.,0037-1963 (Print) 0037-1963 (Linking),,,,,,,,,,,,
353992,NLM,MEDLINE,19780930,20041117,15,3,1978 Jul,Cell surfaces and the regulation of hemopoiesis.,283-300,,"['Price, G B', 'McCulloch, E A']","['Price GB', 'McCulloch EA']",['eng'],"['Journal Article', 'Review']",United States,Semin Hematol,Seminars in hematology,0404514,"['0 (Culture Media)', '0 (Lectins)']",IM,"['Animals', 'Cell Membrane/physiology', 'Cells, Cultured', 'Culture Media', '*Hematopoiesis', 'Hematopoietic System/physiology', 'Humans', 'Lectins', 'Leukemia/blood', 'Leukocytes/physiology', 'Molecular Weight']",72,1978/07/01 00:00,1978/07/01 00:01,['1978/07/01 00:00'],"['1978/07/01 00:00 [pubmed]', '1978/07/01 00:01 [medline]', '1978/07/01 00:00 [entrez]']",ppublish,Semin Hematol. 1978 Jul;15(3):283-300.,0037-1963 (Print) 0037-1963 (Linking),,,,,,,,,,,,
353991,NLM,MEDLINE,19780930,20151119,15,3,1978 Jul,Approaches to the treatment of acute leukemia and lymphoma in adults.,221-61,,"['Bodey, G P', 'Rodriguez, V']","['Bodey GP', 'Rodriguez V']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S."", 'Review']",United States,Semin Hematol,Seminars in hematology,0404514,"['0 (BCG Vaccine)', '04079A1RDZ (Cytarabine)', '5J49Q6B70F (Vincristine)', '80168379AG (Doxorubicin)', '8N3DW7272P (Cyclophosphamide)', 'VB0R961HZT (Prednisone)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Acute Disease', 'Adult', 'Animals', 'BCG Vaccine/therapeutic use', 'Child', 'Cyclophosphamide/therapeutic use', 'Cytarabine/therapeutic use', 'Daunorubicin/therapeutic use', 'Doxorubicin/therapeutic use', 'Environment, Controlled', 'Humans', 'Immunotherapy', 'Leukemia/*drug therapy/therapy', 'Leukemia, Lymphoid/drug therapy', 'Leukemia, Myeloid, Acute/drug therapy', 'Lymphoma/*drug therapy', 'Mice', 'Prednisone/therapeutic use', 'Vincristine/therapeutic use']",131,1978/07/01 00:00,1978/07/01 00:01,['1978/07/01 00:00'],"['1978/07/01 00:00 [pubmed]', '1978/07/01 00:01 [medline]', '1978/07/01 00:00 [entrez]']",ppublish,Semin Hematol. 1978 Jul;15(3):221-61.,0037-1963 (Print) 0037-1963 (Linking),,,,,,,,,,,,
353989,NLM,MEDLINE,19780915,20180524,5,2,1978 Jun,Intravascular coagulation in cancer.,203-11,,"['Weick, J K']",['Weick JK'],['eng'],"['Journal Article', 'Review']",United States,Semin Oncol,Seminars in oncology,0420432,['9005-49-6 (Heparin)'],IM,"['Brain Neoplasms/complications', 'Breast Neoplasms/complications', 'Disseminated Intravascular Coagulation/diagnosis/*etiology/therapy', 'Female', 'Gastrointestinal Neoplasms/complications', 'Genital Neoplasms, Female/complications', 'Heparin/therapeutic use', 'Humans', 'Leukemia/complications', 'Lung Neoplasms/complications', 'Male', 'Neoplasms/*complications', 'Neoplasms, Vascular Tissue/complications', 'Skin Neoplasms/complications', 'Urogenital Neoplasms/complications']",89,1978/06/01 00:00,1978/06/01 00:01,['1978/06/01 00:00'],"['1978/06/01 00:00 [pubmed]', '1978/06/01 00:01 [medline]', '1978/06/01 00:00 [entrez]']",ppublish,Semin Oncol. 1978 Jun;5(2):203-11.,0093-7754 (Print) 0093-7754 (Linking),,['0093-7754(78)90008-8 [pii]'],,,,,,,,,,
353963,NLM,MEDLINE,19780930,20161123,28,35,1978 Jun 21,[Hematology in 1978].,2689-709,,"['Varet, B']",['Varet B'],['fre'],['Journal Article'],France,Rev Prat,La Revue du praticien,0404334,,,"['Adult', 'Bone Marrow Transplantation', 'France', '*Hematologic Diseases/therapy', 'Hemoglobinopathies/therapy', 'Humans', 'Leukemia/therapy', 'Polycythemia Vera/therapy', 'Transplantation, Homologous', 'United Kingdom']",,1978/06/21 00:00,1978/06/21 00:01,['1978/06/21 00:00'],"['1978/06/21 00:00 [pubmed]', '1978/06/21 00:01 [medline]', '1978/06/21 00:00 [entrez]']",ppublish,Rev Prat. 1978 Jun 21;28(35):2689-709.,0035-2640 (Print) 0035-2640 (Linking),L'hematologie en 1978.,,,,,,,,,,,
353823,NLM,MEDLINE,19780925,20070129,33,1,1978 Jan,Some novel phthiocol and menadione thiosemicarbozone derivatives as potential anticancer and antimicrobial agents.,81-2,,"['Mohsen, A', 'Omar, M E', 'Habib, N S']","['Mohsen A', 'Omar ME', 'Habib NS']",['eng'],['Journal Article'],Germany,Pharmazie,Die Pharmazie,9800766,"['0 (Anti-Bacterial Agents)', '0 (Anti-Infective Agents)', '0 (Antineoplastic Agents)', '0 (Thiosemicarbazones)']",IM,"['Animals', 'Anti-Bacterial Agents', 'Anti-Infective Agents/*chemical synthesis', 'Antineoplastic Agents/*chemical synthesis/therapeutic use', 'Candida albicans/drug effects', 'Cyclization', 'Escherichia coli/drug effects', 'Leukemia, Experimental/drug therapy', 'Mice', 'Staphylococcus aureus/drug effects', 'Thiosemicarbazones/*chemical synthesis/pharmacology/therapeutic use']",,1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,Pharmazie. 1978 Jan;33(1):81-2.,0031-7144 (Print) 0031-7144 (Linking),,,,,,,,,,,,
353725,NLM,MEDLINE,19780929,20081121,20,1,1978 Apr 14,[Familial myeloproliferative syndromes. Study of 6 families and review of literature].,1-15,"Ten clinical observations concerning six families with familial myeloproliferative disorders are reported. Family no. 1 : two brothers, RES with myelosclerosis and ROS with chronic myeloid leukemia. Family no. 2 : PG atypical myeloproliferative syndrome and his brother polycythemia vera. Family no. 3 : DF myelosclerosis and her son (DR) polycythemia vera. Family no. 4 : DM, polycythemia vera, the mother and a sister with splenomegaly. The brother died with myelofibrosis. Family no. 5 : GA and ML, cousins with polycythemia vera. Family no. 6 : MB and ZG, a brother and sister with polycythemia vera. No consanguinity and no toxic, infections or malignant etiology were found in these families. The literature reviewed emphasises the rarity of the familial incidence of myeloproliferative disorders.","['Kaufman, S', 'Briere, J', 'Bernard, J']","['Kaufman S', 'Briere J', 'Bernard J']",['fre'],"['Case Reports', 'English Abstract', 'Journal Article', 'Review']",Germany,Nouv Rev Fr Hematol,Nouvelle revue francaise d'hematologie,7909092,['0 (Hemoglobins)'],IM,"['Adult', 'Aged', 'Blood Cell Count', 'Female', 'Hemoglobins/analysis', 'Humans', 'Leukemia, Myeloid/*genetics', 'Male', 'Middle Aged', 'Myeloproliferative Disorders/*genetics', 'Polycythemia Vera/genetics', 'Primary Myelofibrosis/genetics']",30,1978/04/14 00:00,1978/04/14 00:01,['1978/04/14 00:00'],"['1978/04/14 00:00 [pubmed]', '1978/04/14 00:01 [medline]', '1978/04/14 00:00 [entrez]']",ppublish,Nouv Rev Fr Hematol. 1978 Apr 14;20(1):1-15.,,Syndromes myeloproliferatifs familiaux. Etude a propos de six familles et revue de la litterature.,,,,,,,,,,,
