PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,PMC,OID,GN,GR,SI,OTO,OT
561183,NLM,MEDLINE,19771020,20191210,0022-3549 (Print) 0022-3549 (Linking),66,8,1977 Aug,"Antitumor agents XXIII: Helenalin, and antitumor principle from Anaphalis morrisonicola HAY.",1194-5,"A chloroform extract of the whole plant of Anaphalis morrisonicola HAY, showed significant antitumor activity against Ehrlich ascites carcinoma, Walker 256 carcinosarcoma, and P-388 lymphocytic leukemia. Systematic fractionation of the extract led to isolation and characterization of helenalin, a pseudoguaianolide, as the major active principle.","['Lee, K H', 'Haruna, M', 'Huang, H C', 'Wu, B S', 'Hall, I H']","['Lee KH', 'Haruna M', 'Huang HC', 'Wu BS', 'Hall IH']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Pharm Sci,Journal of pharmaceutical sciences,2985195R,"['0 (Antineoplastic Agents, Phytogenic)', '0 (Sesquiterpenes)', '0 (Sesquiterpenes, Guaiane)', '4GUY9L896T (helenalin)']",IM,"['Animals', 'Antineoplastic Agents, Phytogenic/*isolation & purification/therapeutic use', 'Carcinoma 256, Walker/drug therapy', 'Carcinoma, Ehrlich Tumor/drug therapy', 'Chemical Phenomena', 'Chemistry', 'Leukemia, Experimental/drug therapy', 'Phytotherapy', 'Plants, Medicinal/*analysis', 'Sesquiterpenes/*isolation & purification', 'Sesquiterpenes, Guaiane']",1977/08/01 00:00,1977/08/01 00:01,['1977/08/01 00:00'],"['1977/08/01 00:00 [pubmed]', '1977/08/01 00:01 [medline]', '1977/08/01 00:00 [entrez]']","['S0022-3549(15)39505-8 [pii]', '10.1002/jps.2600660836 [doi]']",ppublish,J Pharm Sci. 1977 Aug;66(8):1194-5. doi: 10.1002/jps.2600660836.,,,,,,,,
561182,NLM,MEDLINE,19771020,20190710,0022-3549 (Print) 0022-3549 (Linking),66,8,1977 Aug,Plant anticancer agents III: Isolation of indole and bisindole alkaloids from Tabernaemontana holstii roots.,1135-8,"Certain active antileukemic and cytotoxic fractions prepared from Tabernaemontana holstii roots were investigated, resulting in the isolation of the known indole alkaloids conoduramine, conodurine, coronaridine, gabunine, 19-oxocoronaridine, pericyclivine, perivine, and vobasine. Two new alkaloids were assigned the structures 19-oxoconodurine and 19-(2-oxopropyl)conodurine. Both gabunine and 19-(2-oxopropyl)conodurine showed significant inhibitory activity against P-388 cell culture. All of the alkaloids are reported for the first time from T. holstii; conodurine, conoduramine, gabunine, perivine, and pericyclivine are reported for the first time from any Tabernaemontana species.","['Kingston, D G', 'Li, B T', 'Ionescu, F']","['Kingston DG', 'Li BT', 'Ionescu F']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Pharm Sci,Journal of pharmaceutical sciences,2985195R,"['0 (Alkaloids)', '0 (Antineoplastic Agents, Phytogenic)', '0 (Indoles)']",IM,"['Alkaloids/*isolation & purification/pharmacology/therapeutic use', 'Animals', 'Antineoplastic Agents, Phytogenic/*isolation & purification/therapeutic use', 'Cells, Cultured', 'Chromatography, Gel', 'In Vitro Techniques', 'Indoles/isolation & purification/pharmacology/therapeutic use', 'Leukemia, Experimental/drug therapy', 'Neoplasms, Experimental/drug therapy', 'Phytotherapy', 'Plants, Medicinal/*analysis']",1977/08/01 00:00,1977/08/01 00:01,['1977/08/01 00:00'],"['1977/08/01 00:00 [pubmed]', '1977/08/01 00:01 [medline]', '1977/08/01 00:00 [entrez]']","['S0022-3549(15)39488-0 [pii]', '10.1002/jps.2600660821 [doi]']",ppublish,J Pharm Sci. 1977 Aug;66(8):1135-8. doi: 10.1002/jps.2600660821.,,,,,,,,
561047,NLM,MEDLINE,19771028,20190723,0021-8820 (Print) 0021-8820 (Linking),30,7,1977 Jul,"Baumycins, new antitumor antibiotics related to daunomycin.",619-21,,"['Komiyana, T', 'Matsuzawa, Y', 'Oki, T', 'Inui, T', 'Takahashi, Y', 'Naganawa, H', 'Takeuchi, T', 'Umezawa, H']","['Komiyana T', 'Matsuzawa Y', 'Oki T', 'Inui T', 'Takahashi Y', 'Naganawa H', 'Takeuchi T', 'Umezawa H']",['eng'],['Journal Article'],Japan,J Antibiot (Tokyo),The Journal of antibiotics,0151115,"['0 (DNA, Neoplasm)', '0 (RNA, Neoplasm)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Animals', 'Bacteria/drug effects', 'Cells, Cultured', 'Chemical Phenomena', 'Chemistry', 'DNA, Neoplasm/biosynthesis', 'Daunorubicin/*analogs & derivatives/isolation & purification/pharmacology', 'Hydrolysis', 'In Vitro Techniques', 'Leukemia L1210/metabolism', 'RNA, Neoplasm/biosynthesis', 'Streptomyces/metabolism']",1977/07/01 00:00,1977/07/01 00:01,['1977/07/01 00:00'],"['1977/07/01 00:00 [pubmed]', '1977/07/01 00:01 [medline]', '1977/07/01 00:00 [entrez]']",['10.7164/antibiotics.30.619 [doi]'],ppublish,J Antibiot (Tokyo). 1977 Jul;30(7):619-21. doi: 10.7164/antibiotics.30.619.,,,,,,,,
560967,NLM,MEDLINE,19771020,20190620,0014-2956 (Print) 0014-2956 (Linking),77,2,1977 Jul 15,Initiation of RNA synthesis in isolated nuclei.,393-400,"Ribonucleotide triphosphates, labeled at the beta position, were synthesized and used directly to quantify RNA chain initiation in nuclei isolated from Friend cells grown in tissue culture. At the optimal salt concentration, low-molecular-weight RNAs (4-5 S) synthesized by RNA polymerase III were the predominant species initiated. Less than 5% of the molecules were initiated by polymerase II. We calculate that 50-80% of the small RNA molecules synthesized in vitro were also initiated in vitro. Assuming that a substantial fraction of the nuclei were active in vitro, the number of 4-5 S RNA molecules initiated per nucleus was about 100 molecules/min.","['Gilboa, E', 'Soreq, H', 'Aviv, H']","['Gilboa E', 'Soreq H', 'Aviv H']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",England,Eur J Biochem,European journal of biochemistry,0107600,"['0 (Acetates)', '0 (RNA, Neoplasm)', 'RWP5GA015D (Potassium)']",IM,"['Acetates/pharmacology', 'Animals', 'Cell Nucleus/*metabolism', 'Friend murine leukemia virus/metabolism', 'Kinetics', 'Leukemia, Experimental/*metabolism', 'Molecular Weight', 'Potassium/pharmacology', 'RNA, Neoplasm/*biosynthesis', 'Transcription, Genetic']",1977/07/15 00:00,1977/07/15 00:01,['1977/07/15 00:00'],"['1977/07/15 00:00 [pubmed]', '1977/07/15 00:01 [medline]', '1977/07/15 00:00 [entrez]']",['10.1111/j.1432-1033.1977.tb11679.x [doi]'],ppublish,Eur J Biochem. 1977 Jul 15;77(2):393-400. doi: 10.1111/j.1432-1033.1977.tb11679.x.,,,,,,,,
560916,NLM,MEDLINE,19771028,20190705,0092-8674 (Print) 0092-8674 (Linking),11,4,1977 Aug,Selective degradation of integrated murine leukemia proviral DNA by deoxyribonucleases.,933-40,,"['Panet, A', 'Cedar, H']","['Panet A', 'Cedar H']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cell,Cell,0413066,"['0 (Chromatin)', '0 (DNA, Viral)', 'EC 3.1.- (Deoxyribonucleases)', 'EC 3.1.31.1 (Micrococcal Nuclease)']",IM,"['Animals', 'Base Sequence', 'Cell Division', 'Cell Line', 'Chromatin/*metabolism', 'DNA, Viral/*metabolism', 'Deoxyribonucleases/*metabolism', 'Mice', 'Micrococcal Nuclease/*metabolism', 'Moloney murine leukemia virus/growth & development/*metabolism', 'Nucleic Acid Denaturation', 'Rats', 'Virus Replication']",1977/08/01 00:00,1977/08/01 00:01,['1977/08/01 00:00'],"['1977/08/01 00:00 [pubmed]', '1977/08/01 00:01 [medline]', '1977/08/01 00:00 [entrez]']","['0092-8674(77)90304-X [pii]', '10.1016/0092-8674(77)90304-x [doi]']",ppublish,Cell. 1977 Aug;11(4):933-40. doi: 10.1016/0092-8674(77)90304-x.,,,,,,,,
560909,NLM,MEDLINE,19771014,20190705,0092-8674 (Print) 0092-8674 (Linking),11,2,1977 Jun,RNA metabolism of murine leukemia virus: size analysis of nuclear pulse-labeled virus-specific RNA.,297-305,"A system for excess DNA hybridization of Moloney murine leukemia virus (M-MuLV)-specific RNA from infected mouse cells with M-MuLV cDNA immobilized on nitrocellulose filters was developed. In the presence of unlabeled heterologous rabbit liver RNA, 0.3-0.5% of labeled, infected cell nuclear RNA bound to the filters, while 0.05% or less of nuclear RNA from uninfected cells bound. Sedimentation analysis of pulse-labeled nuclear RNA was performed, and hybridization across sucrose gradients indicated that the major pulse-labeled, virus-specific RNA was 38S, similar or identical in sedimentation to the virion subunit RNA. A minor component of pulse-labeled, virus-specific RNA larger than 38S, was detected (40-60S), but kinetic experiments indicated that it was not an obligate precursor to 38S virus-specific RNA. Simultaneous analysis of steady state and pulse-labeled, virus-specific nuclear RNA across sucrose gradients indicated that the 38S virus-specific RNA was not detectably different from the steady state ""35S"" nuclear RNA previously identified. More detailed resolution on agarose gels also showed no difference. Thus the primary transcript of M-MuLV-specific RNA appears to be 38S, the same size as stable cellular virus-specific RNA, and no evidence for a higher molecular weight precursor was found.","['Fan, H']",['Fan H'],['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cell,Cell,0413066,"['0 (Nucleic Acid Precursors)', '0 (RNA, Viral)']",IM,"['Animals', 'Cell Nucleus/analysis', 'Cells, Cultured', 'Mice', 'Moloney murine leukemia virus/*analysis/metabolism', 'Nucleic Acid Hybridization', 'Nucleic Acid Precursors/metabolism', 'RNA, Viral/*analysis/metabolism', 'Transcription, Genetic']",1977/06/01 00:00,1977/06/01 00:01,['1977/06/01 00:00'],"['1977/06/01 00:00 [pubmed]', '1977/06/01 00:01 [medline]', '1977/06/01 00:00 [entrez]']","['0092-8674(77)90046-0 [pii]', '10.1016/0092-8674(77)90046-0 [doi]']",ppublish,Cell. 1977 Jun;11(2):297-305. doi: 10.1016/0092-8674(77)90046-0.,,,,,,,,
560773,NLM,MEDLINE,19770917,20131121,0001-5814 (Print) 0001-5814 (Linking),8,2,1977 May-Jun,[Differential inhibition of synthesis and methylation of DNA fragments by hydroxyurea in L5178Y lymphoblasts in vitro].,135-9,In cultures of mouse L5178Y lymphoblasts treated with low concentrations of hydroxyurea during the logarithmic phase of growth differential inhibition of synthesis and methylation of various DNA fragments was observed. Some evidence is presented that the effect may be due to different sensitivity of cells to the action of hydroxyurea at various times of the S-phase.,"['Malec, J', 'Kornacka, L', 'Sawecka, J']","['Malec J', 'Kornacka L', 'Sawecka J']",['pol'],"['English Abstract', 'Journal Article']",Poland,Acta Haematol Pol,Acta haematologica Polonica,0262610,"['0 (DNA, Neoplasm)', 'X6Q56QN5QC (Hydroxyurea)']",IM,"['Animals', 'Cell Line', 'DNA, Neoplasm/*biosynthesis/blood', 'Hydroxyurea/*pharmacology', 'Leukemia, Experimental/*metabolism', 'Lymphocytes/drug effects', 'Methylation']",1977/05/01 00:00,1977/05/01 00:01,['1977/05/01 00:00'],"['1977/05/01 00:00 [pubmed]', '1977/05/01 00:01 [medline]', '1977/05/01 00:00 [entrez]']",,ppublish,Acta Haematol Pol. 1977 May-Jun;8(2):135-9.,Roznicowe hamowanie syntezy i metylacji fragmentow dna przez hydroksymocznik w limfoblastach L5178Y in vitro.,,,,,,,
560752,NLM,MEDLINE,19770922,20190714,0042-6822 (Print) 0042-6822 (Linking),80,2,1977 Jul 15,A morphological study on the ultrastructure and assembly of murine leukemia virus using a temperature-sensitive mutant restricted in assembly.,260-74,,"['Yuen, P H', 'Wong, P K']","['Yuen PH', 'Wong PK']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Virology,Virology,0110674,"['0 (RNA, Viral)', '0 (Viral Proteins)']",IM,"['Animals', 'Cell Line', 'Cell Membrane/microbiology', 'Mice', 'Moloney murine leukemia virus/growth & development/*ultrastructure', 'Morphogenesis', '*Mutation', 'RNA, Viral', 'Temperature', 'Viral Proteins', '*Virus Replication']",1977/07/15 00:00,1977/07/15 00:01,['1977/07/15 00:00'],"['1977/07/15 00:00 [pubmed]', '1977/07/15 00:01 [medline]', '1977/07/15 00:00 [entrez]']","['S0042-6822(77)80003-2 [pii]', '10.1016/s0042-6822(77)80003-2 [doi]']",ppublish,Virology. 1977 Jul 15;80(2):260-74. doi: 10.1016/s0042-6822(77)80003-2.,,,,,,,,
560555,NLM,MEDLINE,19770922,20061115,0047-1860 (Print) 0047-1860 (Linking),25,4,1977 Apr,[From the point of the host resistance (immunity) (author's transl)].,282-6,,"['Kawano, K']",['Kawano K'],['jpn'],['Journal Article'],Japan,Rinsho Byori,Rinsho byori. The Japanese journal of clinical pathology,2984781R,,IM,"['Adult', 'Child', 'Humans', 'Infant, Newborn', 'Leukemia/immunology', 'Lymphocyte Activation', 'Lymphoma/immunology', 'Sepsis/*immunology']",1977/04/01 00:00,1977/04/01 00:01,['1977/04/01 00:00'],"['1977/04/01 00:00 [pubmed]', '1977/04/01 00:01 [medline]', '1977/04/01 00:00 [entrez]']",,ppublish,Rinsho Byori. 1977 Apr;25(4):282-6.,,,,,,,,
560522,NLM,MEDLINE,19770917,20110727,0047-1852 (Print) 0047-1852 (Linking),35,4,1977 Apr 10,[Lymphatic leukemia with splenomegaly but without lymph node swelling--an autopsy case].,1784-8,,"['Ezaki, Y', 'Ishii, Z', 'Komatsu, H']","['Ezaki Y', 'Ishii Z', 'Komatsu H']",['jpn'],"['Case Reports', 'Journal Article']",Japan,Nihon Rinsho,Nihon rinsho. Japanese journal of clinical medicine,0420546,,IM,"['Adult', 'Humans', 'Leukemia, Lymphoid/*complications', 'Lymph Nodes/pathology', 'Male', 'Spleen/ultrastructure', 'Splenomegaly/*complications']",1977/04/10 00:00,1977/04/10 00:01,['1977/04/10 00:00'],"['1977/04/10 00:00 [pubmed]', '1977/04/10 00:01 [medline]', '1977/04/10 00:00 [entrez]']",,ppublish,Nihon Rinsho. 1977 Apr 10;35(4):1784-8.,,,,,,,,
560510,NLM,MEDLINE,19770929,20151119,0485-1439 (Print) 0485-1439 (Linking),18,3,1977 Mar,[A case of leukemic reticulosis of acute type well responded to chemotherapy (author's transl)].,209-17,,"['Takeyama, H', 'Yoshikawa, H', 'Kawashima, K', 'Yamada, K', 'Murakami, S']","['Takeyama H', 'Yoshikawa H', 'Kawashima K', 'Yamada K', 'Murakami S']",['jpn'],"['Case Reports', 'English Abstract', 'Journal Article']",Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,"['5J49Q6B70F (Vincristine)', '9PHQ9Y1OLM (Prednisolone)']",IM,"['Acute Disease', 'Child', 'Drug Therapy, Combination', 'Humans', 'Leukemia/*drug therapy', 'Lymphatic Diseases/*drug therapy', 'Male', 'Prednisolone/therapeutic use', 'Vincristine/therapeutic use']",1977/03/01 00:00,1977/03/01 00:01,['1977/03/01 00:00'],"['1977/03/01 00:00 [pubmed]', '1977/03/01 00:01 [medline]', '1977/03/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1977 Mar;18(3):209-17.,,,,,,,,
560496,NLM,MEDLINE,19770929,20200724,0022-538X (Print) 0022-538X (Linking),23,2,1977 Aug,Titration of murine leukemia viruses with rat cell line RFL.,436-8,Normal rat embryo cell (RFL) from syncytia after infection with murine leukemia virus. The assay for counting the number of syncytium foci produced in RFL cells is a sensitive method for a direct infectivity assay of murine leukemia virus.,"['Koga, M']",['Koga M'],['eng'],['Journal Article'],United States,J Virol,Journal of virology,0113724,,IM,"['Animals', 'Cell Fusion', '*Cell Line', 'Inclusion Bodies, Viral', 'Moloney murine leukemia virus/growth & development/*isolation & purification/radiation effects', 'Rats', 'Ultraviolet Rays', 'Virus Cultivation']",1977/08/01 00:00,1977/08/01 00:01,['1977/08/01 00:00'],"['1977/08/01 00:00 [pubmed]', '1977/08/01 00:01 [medline]', '1977/08/01 00:00 [entrez]']",['10.1128/JVI.23.2.436-438.1977 [doi]'],ppublish,J Virol. 1977 Aug;23(2):436-8. doi: 10.1128/JVI.23.2.436-438.1977.,,PMC515846,,,,,,
560471,NLM,MEDLINE,19770929,20191210,0022-3549 (Print) 0022-3549 (Linking),66,7,1977 Jul,Synthesis and cytotoxic activity of latentiated derivatives of 3-methyleneoxindole.,1022-4,"Several latentiated derivatives of 3-methyleneoxindole were synthesized and examined for cytotoxic activity. The latentiated forms are represented by three general types which differ in leaving and cleaved groups. All are expected to be converted into 3-methyleneoxindole by bioactivation processes normally occurring in the cell. Two compounds were tested against L-1210 lymphoid leukemia, and six were tested against P-388 lymphocytic leukemia; all were inactive.","['Kornet, M J', 'Thio, A P', 'Thorstenson, J H']","['Kornet MJ', 'Thio AP', 'Thorstenson JH']",['eng'],['Journal Article'],United States,J Pharm Sci,Journal of pharmaceutical sciences,2985195R,"['0 (Antineoplastic Agents)', '0 (Indoles)', '0 (Oxindoles)', '1861-29-6 (3-methyleneoxindole)']",IM,"['Animals', 'Antineoplastic Agents/*chemical synthesis/therapeutic use', 'Indoles/*chemical synthesis/therapeutic use', 'Leukemia L1210/drug therapy', 'Leukemia, Experimental/drug therapy', 'Methods', 'Mice', 'Oxindoles']",1977/07/01 00:00,1977/07/01 00:01,['1977/07/01 00:00'],"['1977/07/01 00:00 [pubmed]', '1977/07/01 00:01 [medline]', '1977/07/01 00:00 [entrez]']","['S0022-3549(15)39433-8 [pii]', '10.1002/jps.2600660732 [doi]']",ppublish,J Pharm Sci. 1977 Jul;66(7):1022-4. doi: 10.1002/jps.2600660732.,,,,,,,,
560448,NLM,MEDLINE,19770917,20051117,0022-3417 (Print) 0022-3417 (Linking),122,1,1977 May,Neoplastic macrophages grown from human leukaemic monocytes.,13-26,"Leucocyte suspensions from some cases of acute myelogenous leukaemia produced large numbers of macrophages when cultured in vitro. The macrophages increased steadily in number during the first 1-2 wk of culture. The increase was partly derived from division of the macrophages themselves, partly from augmentation from supernatant cells not adherent to the surface of the culture flask. This augmentation occurred mostly in the first 24 hr of culture. The leukaemic macrophages had many features of normal macrophages as regards light microscopy, surface receptors, phagocytic activity and cytochemistry. Under the electron microscope, however, they had many abnormal characteristics, all of which have been recorded previously as features of malignant transformation. Cultures containing the abnormal macrophages and their precursor cells caused local solid tumours when injected into immune-deprived mice. The tumours were composed of rather uniform cells many of which resembled neoplastic reticulum cells. It is concluded that human leukaemic monocytes or promonocytes can develop into macrophages with ultrastructural features of malignancy. This appears to be the first demonstration of the development of neoplastic macrophages. It is suggested that some lymph node tumours of man may be composed of similar neoplastic macrophages and their precursor cells.","['Balkwill, F R', 'Franks, C R', 'Oliver, R T', 'Spector, W G']","['Balkwill FR', 'Franks CR', 'Oliver RT', 'Spector WG']",['eng'],['Journal Article'],England,J Pathol,The Journal of pathology,0204634,"['0 (Complement C3)', '0 (Immunoglobulin Fc Fragments)']",IM,"['Animals', 'Bone Marrow Cells', 'Cell Adhesion', 'Cell Membrane/immunology', 'Cell Transformation, Neoplastic', 'Cells, Cultured', 'Complement C3', 'Humans', 'Immunoglobulin Fc Fragments', '*Leukemia/immunology/*pathology', 'Macrophages/*pathology', 'Mice', 'Mice, Inbred CBA', 'Microscopy, Electron', 'Monocytes/*cytology', 'Neoplasm Transplantation', 'Transplantation, Heterologous']",1977/05/01 00:00,1977/05/01 00:01,['1977/05/01 00:00'],"['1977/05/01 00:00 [pubmed]', '1977/05/01 00:01 [medline]', '1977/05/01 00:00 [entrez]']",['10.1002/path.1711220104 [doi]'],ppublish,J Pathol. 1977 May;122(1):13-26. doi: 10.1002/path.1711220104.,,,,,,,,
