PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,RF,EDAT,MHDA,CRDT,PHST,AID,PST,SO,AB,GR,RN,SI,PMC,AD,TT,CIN,EIN,OID
2935543,NLM,MEDLINE,19860313,20190508,0021-9525 (Print) 0021-9525 (Linking),102,2,1986 Feb,Cross-linking of receptor-bound IgE to aggregates larger than dimers leads to rapid immobilization.,541-50,"['Menon, A K', 'Holowka, D', 'Webb, W W', 'Baird, B']","['Menon AK', 'Holowka D', 'Webb WW', 'Baird B']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Cell Biol,The Journal of cell biology,0375356,IM,"['Animals', 'Antibodies, Anti-Idiotypic/immunology', 'Basophils/*immunology', 'Cell Line', 'Cell Membrane/physiology', 'Cross-Linking Reagents', 'Diffusion', 'Fluorescence Polarization', 'Fluorescent Antibody Technique', 'Immunoglobulin E/immunology/*metabolism', 'Leukemia', 'Macromolecular Substances', 'Mast Cells/*immunology', 'Membrane Fluidity', 'Rats', 'Receptors, Fc/*physiology', 'Receptors, IgE', 'Serotonin/metabolism']",,1986/02/01 00:00,1986/02/01 00:01,['1986/02/01 00:00'],"['1986/02/01 00:00 [pubmed]', '1986/02/01 00:01 [medline]', '1986/02/01 00:00 [entrez]']",['10.1083/jcb.102.2.541 [doi]'],ppublish,J Cell Biol. 1986 Feb;102(2):541-50. doi: 10.1083/jcb.102.2.541.,"Controlled cross-linking of IgE-receptor complexes on the surface of rat basophilic leukemia cells and mast cells has allowed a comparison of the lateral mobility and cell triggering activity of monomers, dimers, and higher oligomers of receptors. Addition of a monoclonal anti-IgE(Fc) antibody to IgE-sensitized cells in stoichiometric amounts relative to IgE produces IgE-receptor dimers with high efficiency. These dimers are nearly as mobile as IgE-receptor monomers and trigger cellular degranulation poorly, but in the presence of 30% D2O, substantial immobilization of the dimers is seen and degranulation activity doubles. Addition of this monoclonal antibody in larger amounts results in the formation of larger oligomeric receptor clusters which are immobile and effectively trigger the cells. Thus, small receptor clusters that are active in stimulating degranulation are immobilized in a process that is not anticipated by simple hydrodynamic theories. Further experiments involving cross-linking of receptor-bound IgE by multivalent antigen demonstrate that immobilization of receptors occurs rapidly (less than 2 min) upon cross-linking and is fully and rapidly reversible by the addition of excess monovalent hapten. The rapidity and reversibility of the immobilization process are entirely consistent with the possibility that immobilization represents a recognition event between clustered receptors and cytoskeleton-associated components that plays an important role early in the cell triggering mechanism.","['AI18306/AI/NIAID NIH HHS/United States', 'AI18610/AI/NIAID NIH HHS/United States', 'GM33028/GM/NIGMS NIH HHS/United States']","['0 (Antibodies, Anti-Idiotypic)', '0 (Cross-Linking Reagents)', '0 (Macromolecular Substances)', '0 (Receptors, Fc)', '0 (Receptors, IgE)', '333DO1RDJY (Serotonin)', '37341-29-0 (Immunoglobulin E)']",,PMC2114094,,,,,
2935541,NLM,MEDLINE,19860313,20190508,0021-9525 (Print) 0021-9525 (Linking),102,2,1986 Feb,The fibronectin receptor on mammalian erythroid precursor cells: characterization and developmental regulation.,449-56,"['Patel, V P', 'Lodish, H F']","['Patel VP', 'Lodish HF']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Cell Biol,The Journal of cell biology,0375356,IM,"['Animals', 'Cell Adhesion', 'Cell Differentiation', 'Cell Line', 'Erythroblasts/*metabolism', 'Erythrocyte Membrane/*metabolism', 'Erythropoiesis', 'Fibroblasts/metabolism', 'Fibronectins/*metabolism', 'Leukemia, Erythroblastic, Acute/metabolism', 'Membrane Proteins/*metabolism', 'Mice', 'Molecular Weight', 'Peptide Fragments/metabolism', 'Rabbits', 'Rats', 'Receptors, Fibronectin', 'Receptors, Immunologic/*metabolism', 'Reticulocytes/*metabolism']",,1986/02/01 00:00,1986/02/01 00:01,['1986/02/01 00:00'],"['1986/02/01 00:00 [pubmed]', '1986/02/01 00:01 [medline]', '1986/02/01 00:00 [entrez]']",['10.1083/jcb.102.2.449 [doi]'],ppublish,J Cell Biol. 1986 Feb;102(2):449-56. doi: 10.1083/jcb.102.2.449.,"The plasma membrane of murine erythro-leukemia (MEL) cells contains a 140-kD protein that binds specifically to fibronectin. A 125I-labeled 140-kD protein from surface-labeled uninduced MEL cells was specifically bound by an affinity matrix that contained the 115-kD cell binding fragment of fibronectin, and specifically eluted by a synthetic peptide that has cell attachment-promoting activity. The loss of this protein during erythroid differentiation was correlated with loss of cellular adhesion to fibronectin. Both MEL cells and reticulocytes attached to the same site on fibronectin as do fibroblasts since adhesion of erythroid cells to fibronectin was specifically blocked by a monoclonal antibody directed against the cell-binding fragment of fibronectin and by a synthetic peptide containing the Arg-Gly-Asp-Ser sequence found in the cell-binding fragment of fibronectin. Erythroid cells attached specifically to surfaces coated either with the 115-kD cell-binding fragment of fibronectin or with the synthetic peptide-albumin complex. Thus, the erythroid 140-kD protein exhibits several properties in common with those described for the fibronectin receptor of fibroblasts. We propose that loss or modification of this protein at the cell surface is responsible for the loss of cellular adhesion to fibronectin during erythroid differentiation.","['HL32262/HL/NHLBI NIH HHS/United States', 'R01 HL27375/HL/NHLBI NIH HHS/United States']","['0 (Fibronectins)', '0 (Membrane Proteins)', '0 (Peptide Fragments)', '0 (Receptors, Fibronectin)', '0 (Receptors, Immunologic)']",,PMC2114070,,,,,
2935450,NLM,MEDLINE,19860324,20200713,0234-5730 (Print) 0234-5730 (Linking),30,12,1985 Dec,[Treatment of chronic lympholeukemia patients as outpatients].,9-11,"['Abdulkadyrov, K M', 'Rozanova, L M', 'Abdulkadyrrova, A S', 'Osipova, R I']","['Abdulkadyrov KM', 'Rozanova LM', 'Abdulkadyrrova AS', 'Osipova RI']",['rus'],"['English Abstract', 'Journal Article']",Russia (Federation),Gematol Transfuziol,Gematologiia i transfuziologiia,8301796,IM,"['Adult', 'Aged', '*Ambulatory Care', 'Combined Modality Therapy', 'Female', 'Humans', 'Leukemia, Lymphoid/complications/*therapy', 'Male', 'Middle Aged', 'Russia']",,1985/12/01 00:00,1985/12/01 00:01,['1985/12/01 00:00'],"['1985/12/01 00:00 [pubmed]', '1985/12/01 00:01 [medline]', '1985/12/01 00:00 [entrez]']",,ppublish,Gematol Transfuziol. 1985 Dec;30(12):9-11.,,,,,,,Lechenie bol'nykh khronicheskim limfoleikozom v ambulatornykh usloviiakh.,,,
2935448,NLM,MEDLINE,19860324,20200713,0234-5730 (Print) 0234-5730 (Linking),30,12,1985 Dec,[Prognosis of the course of chronic myeloleukemia].,11-5,"['Isakov, S V', 'Streneva, T N', 'Tomilov, A F']","['Isakov SV', 'Streneva TN', 'Tomilov AF']",['rus'],"['English Abstract', 'Journal Article']",Russia (Federation),Gematol Transfuziol,Gematologiia i transfuziologiia,8301796,IM,"['Adult', 'Diagnosis, Differential', 'Humans', 'Leukemia, Myeloid/*diagnosis/mortality', 'Methods', 'Middle Aged', 'Prognosis', 'Retrospective Studies', 'Russia', 'Statistics as Topic']",,1985/12/01 00:00,1985/12/01 00:01,['1985/12/01 00:00'],"['1985/12/01 00:00 [pubmed]', '1985/12/01 00:01 [medline]', '1985/12/01 00:00 [entrez]']",,ppublish,Gematol Transfuziol. 1985 Dec;30(12):11-5.,,,,,,,Prognozirovanie techeniia khronicheskogo mieloleikoza.,,,
2935251,NLM,MEDLINE,19860324,20141120,0361-5960 (Print) 0361-5960 (Linking),70,1,1986 Jan,Clinical assessment of the structure-activity relationship of anthracyclines and related synthetic derivatives.,51-63,"['Young, C W', 'Raymond, V']","['Young CW', 'Raymond V']",['eng'],"['Journal Article', 'Review']",United States,Cancer Treat Rep,Cancer treatment reports,7607107,IM,"['Aclarubicin', 'Anthraquinones/therapeutic use', '*Antibiotics, Antineoplastic/metabolism/therapeutic use/toxicity', 'Breast Neoplasms/drug therapy', 'Carubicin/therapeutic use', 'Cell Survival/drug effects', 'Daunorubicin/analogs & derivatives/therapeutic use/toxicity', 'Doxorubicin/analogs & derivatives/metabolism/therapeutic use/toxicity', 'Drug Evaluation', 'Epirubicin', 'Heart/drug effects', 'Humans', 'Idarubicin', 'Leukemia/drug therapy', 'Menogaril', 'Mitoxantrone', 'Naphthacenes/metabolism/pharmacology/therapeutic use/toxicity', 'Nogalamycin/analogs & derivatives/therapeutic use', 'Sarcoma/drug therapy', 'Structure-Activity Relationship']",93,1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",,ppublish,Cancer Treat Rep. 1986 Jan;70(1):51-63.,,,"['0 (Anthraquinones)', '0 (Antibiotics, Antineoplastic)', '0 (Naphthacenes)', '3Z8479ZZ5X (Epirubicin)', '74KXF8I502 (Aclarubicin)', '80168379AG (Doxorubicin)', '8JSV4O30HQ (Menogaril)', 'BZ114NVM5P (Mitoxantrone)', 'D58G680W0G (pirarubicin)', 'E7437K3983 (Carubicin)', 'L059DCD6IP (Nogalamycin)', 'RMC41L2WQ3 (esorubicin)', 'ZRP63D75JW (Idarubicin)', 'ZS7284E0ZP (Daunorubicin)']",,,,,,,
2935250,NLM,MEDLINE,19860324,20151119,0361-5960 (Print) 0361-5960 (Linking),70,1,1986 Jan,Relationship of structure to anticancer activity and toxicity of the nitrosoureas in animal systems.,13-30,"['Johnston, T P', 'Montgomery, J A']","['Johnston TP', 'Montgomery JA']",['eng'],"['Journal Article', 'Review']",United States,Cancer Treat Rep,Cancer treatment reports,7607107,IM,"['Animals', '*Antineoplastic Agents/administration & dosage', 'Drug Administration Schedule', 'Leukemia L1210/*drug therapy', 'Mice', 'Nitrosourea Compounds/*therapeutic use/toxicity', 'Solubility', 'Streptozocin/analogs & derivatives/therapeutic use', 'Structure-Activity Relationship']",112,1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",,ppublish,Cancer Treat Rep. 1986 Jan;70(1):13-30.,,,"['0 (Antineoplastic Agents)', '0 (Nitrosourea Compounds)', '3053LTY75Z (chlorozotocin)', '5W494URQ81 (Streptozocin)']",,,,,,,
2935246,NLM,MEDLINE,19860319,20190816,0165-4608 (Print) 0165-4608 (Linking),21,1,1986 Mar 1,4;11 translocation-associated acute leukemia: a comprehensive analysis.,53-66,"['De Braekeleer, M', 'Lin, C C']","['De Braekeleer M', 'Lin CC']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,IM,"['Adolescent', 'Adult', 'Antigens, Neoplasm/analysis', 'Child', 'Child, Preschool', '*Chromosomes, Human, 4-5', '*Chromosomes, Human, 6-12 and X', 'Female', 'Humans', 'Infant', 'Infant, Newborn', 'Karyotyping', 'Leukemia/*genetics', 'Leukocyte Count', 'Male', 'Neprilysin', '*Translocation, Genetic']",,1986/03/01 00:00,1986/03/01 00:01,['1986/03/01 00:00'],"['1986/03/01 00:00 [pubmed]', '1986/03/01 00:01 [medline]', '1986/03/01 00:00 [entrez]']","['0165-4608(86)90200-1 [pii]', '10.1016/0165-4608(86)90200-1 [doi]']",ppublish,Cancer Genet Cytogenet. 1986 Mar 1;21(1):53-66. doi: 10.1016/0165-4608(86)90200-1.,"A girl with common acute lymphoblastic leukemia associated with t(4;11)(q21;q23) is presented. The physical examination revealed hepatosplenomegaly, and the hematologic analysis showed a high count of white cells. Chemotherapy induced a complete remission (CR), and the patient is still in CR (8 months). At the present time, 43 cases (including ours) of acute leukemia with t(4;11) have been published. This disease more often affects children and women than adult men and is characterized by a high blood white cell count and a short survival. The t(4;11)-associated acute leukemia is a heterogeneous group, including acute undifferentiated leukemia, acute undifferentiated lymphoblastic leukemia, and ""common"" acute lymphoblastic leukemia.",,"['0 (Antigens, Neoplasm)', 'EC 3.4.24.11 (Neprilysin)']",,,,,,,
2935245,NLM,MEDLINE,19860313,20190816,0165-4608 (Print) 0165-4608 (Linking),20,3-4,1986 Feb 15,A human retinoblastoma cell line expressing the common acute lymphoblastic leukemia antigen and displaying an unusual chromosome abnormality.,345-54,"['Seshadri, R', 'Matthews, C', 'Henderson, D W', 'Zola, H', 'Callen, D']","['Seshadri R', 'Matthews C', 'Henderson DW', 'Zola H', 'Callen D']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,IM,"['Antigens, Neoplasm/*analysis', 'Bone Marrow Cells', 'Cell Line', 'Child, Preschool', '*Chromosome Aberrations', 'Culture Media', 'Humans', 'Karyotyping', 'Leukemia, Lymphoid/*immunology', 'Microscopy, Electron', 'Neprilysin', 'Retinoblastoma/*genetics/immunology/ultrastructure', '*Ring Chromosomes']",,1986/02/15 00:00,1986/02/15 00:01,['1986/02/15 00:00'],"['1986/02/15 00:00 [pubmed]', '1986/02/15 00:01 [medline]', '1986/02/15 00:00 [entrez]']","['0165-4608(86)90094-4 [pii]', '10.1016/0165-4608(86)90094-4 [doi]']",ppublish,Cancer Genet Cytogenet. 1986 Feb 15;20(3-4):345-54. doi: 10.1016/0165-4608(86)90094-4.,"A new continuous cell line derived from an untreated human retinoblastoma has been established. This cell line, FMC-RB1 is strongly positive for common acute lymphoblastic leukemia antigen and shows a number of ring chromosomes and two marker chromosomes considered to be derivations of chromosome #17; the nonrandom chromosomal changes associated with retinoblastoma, particularly the loss of a chromosome #13 or the deletion of 13q14 was not observed. The establishment of the cell line initially required the presence of bone marrow stromal cells. Morphologically, this cell line grew as a suspension of small round cells in grape-like clusters with periodic ""shedding"" of single cells. FMC-RB1 could be cloned in soft agar, even in the absence of bone marrow stromal cells as ""feeders"", making it suitable for a variety of biological studies.",,"['0 (Antigens, Neoplasm)', '0 (Culture Media)', 'EC 3.4.24.11 (Neprilysin)']",,,,,,,
2935244,NLM,MEDLINE,19860310,20190816,0165-4608 (Print) 0165-4608 (Linking),20,1-2,1986 Feb 1,Leukemia in a trisomy 21 mosaic: specific involvement of the trisomic cells.,109-13,"['Ferster, A', 'Verhest, A', 'Vamos, E', 'De Maertelaere, E', 'Otten, J']","['Ferster A', 'Verhest A', 'Vamos E', 'De Maertelaere E', 'Otten J']",['eng'],"['Case Reports', 'Journal Article']",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,IM,"['Child, Preschool', 'Chromosome Aberrations', 'Down Syndrome/complications/*genetics', 'Humans', 'Leukemia, Monocytic, Acute/complications/*genetics', 'Male', '*Mosaicism']",,1986/02/01 00:00,1986/02/01 00:01,['1986/02/01 00:00'],"['1986/02/01 00:00 [pubmed]', '1986/02/01 00:01 [medline]', '1986/02/01 00:00 [entrez]']","['0165-4608(86)90113-5 [pii]', '10.1016/0165-4608(86)90113-5 [doi]']",ppublish,Cancer Genet Cytogenet. 1986 Feb 1;20(1-2):109-13. doi: 10.1016/0165-4608(86)90113-5.,"Acute monoblastic leukemia was diagnosed in a 32-month-old boy with mild signs of Down's syndrome. Chromosome analysis of cultured skin fibroblasts and peripheral blood lymphocytes disclosed a constitutional mosaicism (46,XY/47,XY,+21). At initial diagnosis of acute leukemia, additional chromosomal changes were found in bone marrow blasts that were consistent with the M5 subtype. The cytogenetic markers of the acute leukemia were restricted to the trisomic subset and disappeared during remission. These findings add further weight to the suggestion that the propensity of Down's syndrome patients to develop leukemia is directly related to their karyotype abnormality and that leukemia might be clonal in origin.",,,,,,,,,
2935210,NLM,MEDLINE,19860313,20210216,0006-4971 (Print) 0006-4971 (Linking),67,2,1986 Feb,Human recombinant interferon alpha-2C enhances the expression of class II HLA antigens on hairy cells.,458-64,"['Baldini, L', 'Cortelezzi, A', 'Polli, N', 'Neri, A', 'Nobili, L', 'Maiolo, A T', 'Lambertenghi-Deliliers, G', 'Polli, E E']","['Baldini L', 'Cortelezzi A', 'Polli N', 'Neri A', 'Nobili L', 'Maiolo AT', 'Lambertenghi-Deliliers G', 'Polli EE']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Blood,Blood,7603509,IM,"['Antibodies, Monoclonal', 'Antigens, Surface/analysis', 'Cells, Cultured', 'Flow Cytometry', 'Histocompatibility Antigens Class II/*analysis', 'Humans', 'Interferon Type I/*pharmacology', 'Leukemia, Hairy Cell/*immunology/pathology', 'Lymphocyte Culture Test, Mixed', 'Microscopy, Electron', 'Recombinant Proteins/*pharmacology']",,1986/02/01 00:00,1986/02/01 00:01,['1986/02/01 00:00'],"['1986/02/01 00:00 [pubmed]', '1986/02/01 00:01 [medline]', '1986/02/01 00:00 [entrez]']",['S0006-4971(20)79022-1 [pii]'],ppublish,Blood. 1986 Feb;67(2):458-64.,"Isolated splenic hairy cells from three untreated patients were cultured in presence of recombinant human interferon alpha-2C (IFN alpha). Ultrastructural cytochemistry and immunophenotype analysis with a large panel of monoclonal antibodies were performed to study cellular modification induced by IFN alpha. Hairy cells showed a typical pheno-type: Smlg+, B1+, BA1+/-, anti-Tac+, OKDR+, Leu-M5+, HC2+, TRAP+, myeloperoxidase-. Under our experimental conditions, we found no direct cytotoxic effects or significant variations in morphology, cytochemistry, and percentage of reactivity with the tested monoclonal antibodies. After culturing in the presence of different doses of IFN alpha, we observed a significant enhancement of the expression of class II HLA antigens as demonstrated by increased fluorescence for OKDR, OKla, Leu-10 at fluorescence-activated cell sorting analysis. In agreement with this finding IFN alpha-treated hairy cells showed an increased stimulatory capacity v allogeneic T cells in one-way mixed lymphocyte reaction. To our knowledge this is the first report describing the induction of class II HLA antigens on hairy cells by IFN alpha.",,"['0 (Antibodies, Monoclonal)', '0 (Antigens, Surface)', '0 (Histocompatibility Antigens Class II)', '0 (Interferon Type I)', '0 (Recombinant Proteins)']",,,,,,,
2935205,NLM,MEDLINE,19860313,20210216,0006-4971 (Print) 0006-4971 (Linking),67,2,1986 Feb,Immunoregulation of B lymphocyte colony formation by T cell subsets in patients with chronic lymphocytic leukemia.,294-8,"['Fernandez, L A', 'MacSween, J M', 'Langley, G R']","['Fernandez LA', 'MacSween JM', 'Langley GR']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Blood,Blood,7603509,IM,"['Aged', 'Antigens, Differentiation, T-Lymphocyte', 'Antigens, Surface/analysis', 'B-Lymphocytes/*physiology', 'Concanavalin A/pharmacology', 'Female', 'Humans', 'In Vitro Techniques', 'Leukemia, Lymphoid/*physiopathology', 'Lymphocyte Activation', 'Male', 'Middle Aged', 'T-Lymphocytes/*physiology', 'T-Lymphocytes, Helper-Inducer/immunology', 'T-Lymphocytes, Regulatory/immunology']",,1986/02/01 00:00,1986/02/01 00:01,['1986/02/01 00:00'],"['1986/02/01 00:00 [pubmed]', '1986/02/01 00:01 [medline]', '1986/02/01 00:00 [entrez]']",['S0006-4971(20)78997-4 [pii]'],ppublish,Blood. 1986 Feb;67(2):294-8.,"Normal B lymphocytes are activated, proliferate, and then differentiate into plasma cells and secrete immunoglobulin (Ig). We have reported that chronic lymphocytic leukemia (CLL) T4 cells help and CLL T8 cells lack suppressor effects on Ig synthesis by normal B cells (Blood 62:767, 1983). We have now explored the earlier phase, proliferation, using B cell colony formation; in semisolid media. B lymphocyte colonies from normal individuals and from patients with CLL were grown in 0.3% agarose overlayed with T cells or T cell subsets and the B cell mitogen staphylococcal protein A. Enriched T cells, OKT4 or OKT8, were obtained either by sheep erythrocyte rosettes or depletion of OKT8 or OKT4 cells by monoclonal antibody or complement, respectively. Twenty thousand B cells from normal subjects yielded 65 +/- 9, 64 +/- 7, and 19 +/- 6 colonies with autologous unfractionated T-, OKT4-, or OKT8-positive cells, respectively. This compared to 29 +/- 11, 81 +/- 11, and 15 +/- 4 colonies from patients with CLL with added autologous unfractionated T-, OKT4-, or OKT8-positive cells. To determine whether the fewer number of colonies in both normal subjects and patients with CLL with OKT8-positive cells was due to suppression or lack of help, the number of OKT4-positive cells was held constant, and OKT8-positive cells were added in increasing numbers. No suppression of colony formation could be demonstrated. Furthermore, the addition of increasing numbers of concanavalin A (Con A)-activated OKT8-positive cells did not suppress colony formation. These results suggest that the CLL T cell subsets behave in a functionally similar manner to normal T cell subsets, namely, (1) that normal and CLL B cell colony growth is helped by OKT4 cells; and (2) in contrast to immunoglobulin secretion by B cells, neither normal nor CLL OKT8 cells, unstimulated or activated by Con A, suppress B cell colony growth.",,"['0 (Antigens, Differentiation, T-Lymphocyte)', '0 (Antigens, Surface)', '11028-71-0 (Concanavalin A)']",,,,,,,
