PMID,OWN,STAT,DCOM,LR,IS,VI,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,OTO,OT,EDAT,MHDA,CRDT,PHST,PST,SO,AID,TT,RF,IP,PMC,AB
14053138,NLM,MEDLINE,19961201,20181201,,26,1963 Jun-Jul,[TOTAL IRRADIATION OF THE BODY IN MAN IN RELATION TO TISSUE GRAFTS OR ORGAN TRANSPLANTATION].,355-62,"['PEREZ, R', 'GLUCKMANN, A']","['PEREZ R', 'GLUCKMANN A']",['fre'],['Journal Article'],France,Fr Med,France Medecine,9879159,['0 (Cobalt Isotopes)'],OM,"['*Bone Marrow Transplantation', '*Cobalt Isotopes', '*Kidney Transplantation', '*Leukemia', 'Radiation Effects/*immunology', '*Research', '*Transplantation']",['NLM'],"['*BONE MARROW TRANSPLANTATION', '*COBALT ISOTOPES', '*KIDNEY TRANSPLANTATION', '*LEUKEMIA', '*RADIATION IMMUNOLOGY', '*TRANSPLANTATION']",1963/06/01 00:00,1963/06/01 00:01,['1963/06/01 00:00'],"['1963/06/01 00:00 [pubmed]', '1963/06/01 00:01 [medline]', '1963/06/01 00:00 [entrez]']",ppublish,Fr Med. 1963 Jun-Jul;26:355-62.,,IRRADIATION TOTALE DE L'ORGANISME CHEZ L'HOMME EN VUE DE GREFFES DE TISSUS OU TRANSPLANTATION D'ORGANES.,,,,
14052932,NLM,MEDLINE,19961201,20181201,0365-9615 (Print) 0365-9615 (Linking),55,1963 Apr,[ON CYSTS IN A LOW-CANCER STRAIN OF C57BL MICE].,82-91,"['ZHDANOV, V M', 'PARNES, V A']","['ZHDANOV VM', 'PARNES VA']",['rus'],['Journal Article'],Russia (Federation),Biull Eksp Biol Med,Biulleten' eksperimental'noi biologii i meditsiny,0370627,,OM,"['Animals', '*Animals, Newborn', '*Cysts', '*Leukemia', '*Lymph Nodes', 'Mice', 'Mice, Inbred C57BL', '*Neoplasms', '*Neoplasms, Experimental', '*Research']",['NLM'],"['*ANIMALS, NEWBORN', '*CYSTS', '*EXPERIMENTAL LAB STUDY', '*LEUKEMIA', '*LYMPH NODES', '*MICE', '*NEOPLASMS, EXPERIMENTAL']",1963/04/01 00:00,1963/04/01 00:01,['1963/04/01 00:00'],"['1963/04/01 00:00 [pubmed]', '1963/04/01 00:01 [medline]', '1963/04/01 00:00 [entrez]']",ppublish,Biull Eksp Biol Med. 1963 Apr;55:82-91.,,O KISTAKH U MYSHE I NIZKORAKOVO I LINII C57BL.,,,,
14052593,NLM,MEDLINE,19961201,20181201,0370-9590 (Print) 0370-9590 (Linking),122,1963 May 23,[THE HEMATOLOGICAL DIAGNOSIS OF ACUTE LEUKEMIAS].,1061-8,"['MASYMAGROF, J R']",['MASYMAGROF JR'],['spa'],['Journal Article'],Argentina,Sem Med,La Semana medica,0404403,,OM,"['*Acute Disease', 'Humans', '*Leukemia', '*Serologic Tests']",['NLM'],"['*LEUKEMIA', '*SERODIAGNOSIS']",1963/05/23 00:00,1963/05/23 00:01,['1963/05/23 00:00'],"['1963/05/23 00:00 [pubmed]', '1963/05/23 00:01 [medline]', '1963/05/23 00:00 [entrez]']",ppublish,Sem Med. 1963 May 23;122:1061-8.,,EL DIAGNOSTICO HEMATOLOGICO DE LAS LEUCEMIAS AGUDAS.,,,,
14052537,NLM,MEDLINE,19961201,20181201,0035-2640 (Print) 0035-2640 (Linking),13,1963 Sep 11,[RETICULOENDOTHELIOSIS IN CHILDREN].,2803-12,"['DE GRACIANSKY, P']",['DE GRACIANSKY P'],['fre'],['Journal Article'],France,Rev Prat,La Revue du praticien,0404334,"['Familial Letterer-Siwe disease', 'Reticuloendotheliosis, X-linked']",OM,"['Adolescent', 'Child', '*Diagnosis, Differential', '*Eosinophilic Granuloma', '*Genetic Diseases, X-Linked', '*Histiocytosis, Langerhans-Cell', 'Humans', 'Infant', '*Leukemia, Hairy Cell', '*Lipidoses', '*Lymphatic Diseases', '*Severe Combined Immunodeficiency']",['NLM'],"['*ADOLESCENCE', '*CHILD', '*DIAGNOSIS, DIFFERENTIAL', '*EOSINOPHILIC GRANULOMA', '*HAND-SCHUELLER-CHRISTIAN SYNDROME', '*INFANT', '*LETTERER-SIWE DISEASE', '*LIPOIDOSIS', '*RETICULOENDOTHELIOSIS']",1963/09/11 00:00,1963/09/11 00:01,['1963/09/11 00:00'],"['1963/09/11 00:00 [pubmed]', '1963/09/11 00:01 [medline]', '1963/09/11 00:00 [entrez]']",ppublish,Rev Prat. 1963 Sep 11;13:2803-12.,,R'ETICULOSES DE L'ENFANT.,,,,
14052536,NLM,MEDLINE,19961201,20181201,0035-2640 (Print) 0035-2640 (Linking),13,1963 Sep 11,[THERAPY OF HEMATODERMIAS].,2795-800,"['OSSIPOVSKI, B']",['OSSIPOVSKI B'],['fre'],['Journal Article'],France,Rev Prat,La Revue du praticien,0404334,"['18D0SL7309 (Chlorambucil)', '8N3DW7272P (Cyclophosphamide)', 'G1LN9045DK (Busulfan)', 'V27W9254FZ (Cortisone)', 'VB0R961HZT (Prednisone)', 'WI4X0X7BPJ (Hydrocortisone)']",OM,"['*Busulfan', '*Chlorambucil', '*Cortisone', '*Cyclophosphamide', '*Dermatology', '*Hydrocortisone', '*Leukemia', '*Lymphoma', '*Prednisone', '*Radiotherapy']",['NLM'],"['*BUSULFAN', '*CHLORAMBUCIL', '*CORTISONE', '*CYCLOPHOSPHAMIDE', '*DERMATOLOGY', '*HYDROCORTISONE', '*LEUKEMIA', '*LYMPHOMA', '*PREDNISONE', '*RADIOTHERAPY']",1963/09/11 00:00,1963/09/11 00:01,['1963/09/11 00:00'],"['1963/09/11 00:00 [pubmed]', '1963/09/11 00:01 [medline]', '1963/09/11 00:00 [entrez]']",ppublish,Rev Prat. 1963 Sep 11;13:2795-800.,,TH'ERAPEUTIQUE DES H'EMATODERMIES.,,,,
14052535,NLM,MEDLINE,19961201,20181201,0035-2640 (Print) 0035-2640 (Linking),13,1963 Sep 11,[CUTANEOUS MANIFESTATIONS OF HEMORETICULOPATHIES IN THE ADULT. NOSOLOGICAL CATEGORIES].,2785-92,"['DEGOS, R']",['DEGOS R'],['fre'],['Journal Article'],France,Rev Prat,La Revue du praticien,0404334,,OM,"['Adult', '*Dermatology', 'Humans', '*Leukemia', '*Lymphoma', '*Mycosis Fungoides']",['NLM'],"['*DERMATOLOGY', '*LEUKEMIA', '*LYMPHOMA', '*MYCOSIS FUNGOIDES']",1963/09/11 00:00,1963/09/11 00:01,['1963/09/11 00:00'],"['1963/09/11 00:00 [pubmed]', '1963/09/11 00:01 [medline]', '1963/09/11 00:00 [entrez]']",ppublish,Rev Prat. 1963 Sep 11;13:2785-92.,,MANIFESTATIONS CUTAN'EES DES H'EMOR'ETICULOPATHIES DE L'ADULTE. CADRES NOSOLOGIQUES.,,,,
14052534,NLM,MEDLINE,19961201,20181201,0035-2640 (Print) 0035-2640 (Linking),13,1963 Sep 11,[CUTANEOUS MANIFESTATIONS OF HEMORETICULOPATHIES IN THE ADULT. CYTOLOGICAL STUDY].,2779-82,"['OSSIPOVSKI, B']",['OSSIPOVSKI B'],['fre'],['Journal Article'],France,Rev Prat,La Revue du praticien,0404334,,OM,"['Adult', '*Cell Biology', '*Dermatology', 'Humans', '*Leukemia', '*Lymphoma', '*Lymphoma, Large B-Cell, Diffuse', '*Lymphoma, Non-Hodgkin', '*Mycosis Fungoides', '*Sarcoma']",['NLM'],"['*CYTOLOGY', '*DERMATOLOGY', '*LEUKEMIA', '*LYMPHOMA', '*MYCOSIS FUNGOIDES', '*SARCOMA, RETICULUM CELL']",1963/09/11 00:00,1963/09/11 00:01,['1963/09/11 00:00'],"['1963/09/11 00:00 [pubmed]', '1963/09/11 00:01 [medline]', '1963/09/11 00:00 [entrez]']",ppublish,Rev Prat. 1963 Sep 11;13:2779-82.,,MANIFESTATIONS CUTAN'EES DES H'EMOR'ETICULOPATHIES DE L'ADULTE. ETUDE CYTOLOGIQUE.,,,,
14052533,NLM,MEDLINE,19961201,20181201,0035-2640 (Print) 0035-2640 (Linking),13,1963 Sep 11,[CUTANEOUS MANIFESTATIONS OF HEMORETICULOPATHIES IN THE ADULT. HISTOLOGICAL STUDY].,2773-6,"['CIVATTE, J']",['CIVATTE J'],['fre'],['Journal Article'],France,Rev Prat,La Revue du praticien,0404334,,OM,"['Adult', '*Dermatology', 'Humans', '*Leukemia', '*Lymphoma', '*Mycosis Fungoides', '*Pathology']",['NLM'],"['*DERMATOLOGY', '*LEUKEMIA', '*LYMPHOMA', '*MYCOSIS FUNGOIDES', '*PATHOLOGY']",1963/09/11 00:00,1963/09/11 00:01,['1963/09/11 00:00'],"['1963/09/11 00:00 [pubmed]', '1963/09/11 00:01 [medline]', '1963/09/11 00:00 [entrez]']",ppublish,Rev Prat. 1963 Sep 11;13:2773-6.,,MANIFESTATIONS CUTAN'EES DES H'EMOR'ETICULOPATHIES DE L'ADULTE. ETUDE HISTOLOGIQUE.,,,,
14052532,NLM,MEDLINE,19961201,20181201,0035-2640 (Print) 0035-2640 (Linking),13,1963 Sep 11,[CUTANEOUS MANIFESTATIONS OF HEMORETICULOPATHIES IN THE ADULT. CLINICAL STUDY].,2759-71,"['TOURAINE, R']",['TOURAINE R'],['fre'],['Journal Article'],France,Rev Prat,La Revue du praticien,0404334,,OM,"['*Dermatitis, Exfoliative', '*Dermatology', 'Humans', '*Leukemia', '*Lymphoma', '*Mycosis Fungoides', '*Purpura']",['NLM'],"['*DERMATOLOGY', '*ERYTHRODERMA', '*LEUKEMIA', '*LYMPHOMA', '*MYCOSIS FUNGOIDES', '*PURPURA']",1963/09/11 00:00,1963/09/11 00:01,['1963/09/11 00:00'],"['1963/09/11 00:00 [pubmed]', '1963/09/11 00:01 [medline]', '1963/09/11 00:00 [entrez]']",ppublish,Rev Prat. 1963 Sep 11;13:2759-71.,,MANIFESTATIONS CUTAN'EES DES H'EMOR'ETICULOPATHIES DE L'ADULTE. ETUDE CLINIQUE.,,,,
14052531,NLM,MEDLINE,19961201,20181201,0035-2640 (Print) 0035-2640 (Linking),13,1963 Sep 11,[CUTANEOUS MANIFESTATIONS OF HEMORETICULOPATHIES IN THE ADULT. GENERAL CONCEPT)].,2751-6,"['DEGOS, R']",['DEGOS R'],['fre'],['Journal Article'],France,Rev Prat,La Revue du praticien,0404334,,OM,"['Adult', '*Dermatology', 'Humans', '*Leukemia', '*Lymphoma', '*Lymphoma, Large B-Cell, Diffuse', '*Lymphoma, Non-Hodgkin', '*Mycosis Fungoides', '*Sarcoma']",['NLM'],"['*DERMATOLOGY', '*LEUKEMIA', '*LYMPHOMA', '*MYCOSIS FUNGOIDES', '*SARCOMA, RETICULUM CELL']",1963/09/11 00:00,1963/09/11 00:01,['1963/09/11 00:00'],"['1963/09/11 00:00 [pubmed]', '1963/09/11 00:01 [medline]', '1963/09/11 00:00 [entrez]']",ppublish,Rev Prat. 1963 Sep 11;13:2751-6.,,MANIFESTATIONS CUTAN'EES DES H'EMOR'ETICULOPATHIES DE L'ADULTE. CONCEPTION D'ENSEMBLE.,,,,
14052528,NLM,MEDLINE,19961201,20181201,0035-0362 (Print) 0035-0362 (Linking),63,1963 Jul,[LEUKEMIAS: TREATMENT AND SURVIVAL].,44-65,"['JAMRA, M', 'LORENZI, T F', 'MILDER, R V']","['JAMRA M', 'LORENZI TF', 'MILDER RV']",['por'],"['Journal Article', 'Review']",Brazil,Rev Paul Med,Revista paulista de medicina,0404326,"['0 (Adrenal Cortex Hormones)', '0 (Antimetabolites)', '0 (Antineoplastic Agents)', '0 (Phosphorus Isotopes)']",OM,"['*Adrenal Cortex Hormones', '*Antimetabolites', '*Antineoplastic Agents', '*Leukemia', 'Neoplasms/*radiotherapy', '*Phosphorus Isotopes']",['NLM'],"['*ADRENAL CORTEX HORMONES', '*ANTIMETABOLITES', '*ANTINEOPLASTIC AGENTS', '*LEUKEMIA', '*NEOPLASM RADIOTHERAPY', '*PHOSPHORUS ISOTOPES', '*REVIEW']",1963/07/01 00:00,1963/07/01 00:01,['1963/07/01 00:00'],"['1963/07/01 00:00 [pubmed]', '1963/07/01 00:01 [medline]', '1963/07/01 00:00 [entrez]']",ppublish,Rev Paul Med. 1963 Jul;63:44-65.,,LEUCEMIAS: TRATAMENTO E SOBREVIDA.,0,,,
14052527,NLM,MEDLINE,19961201,20181201,0035-0362 (Print) 0035-0362 (Linking),63,1963 Jul,"[LEUKEMIAS: ETIOPATHOGENESIS, EPIDEMIOLOGY AND CLINICAL CHARACTERISTICS].",1-43,"['JAMRA, M', 'LORENZI, T F', 'MILDER, R V']","['JAMRA M', 'LORENZI TF', 'MILDER RV']",['por'],"['Journal Article', 'Review']",Brazil,Rev Paul Med,Revista paulista de medicina,0404326,,OM,"['*Epidemiology', '*Leukemia', 'Neoplasms/*etiology']",['NLM'],"['*EPIDEMIOLOGY', '*LEUKEMIA', '*NEOPLASM ETIOLOGY', '*REVIEW']",1963/07/01 00:00,1963/07/01 00:01,['1963/07/01 00:00'],"['1963/07/01 00:00 [pubmed]', '1963/07/01 00:01 [medline]', '1963/07/01 00:00 [entrez]']",ppublish,Rev Paul Med. 1963 Jul;63:1-43.,,"LEUCEMIAS: ETIOPATOGENIA, EPIDEMIOLOGIA E CARACTERES CL'INICOS.",0,,,
14052505,NLM,MEDLINE,19961201,20181201,0034-947X (Print) 0034-947X (Linking),19,1963 May-Jun,[ACUTE ERYTHREMIA. DI GUGLIELMO'S DISEASE. OBSERVATION OF A CASE].,311-6,"['LAFFONSOTO, M', 'CAMACHOBANOS, I']","['LAFFONSOTO M', 'CAMACHOBANOS I']",['spa'],['Journal Article'],Spain,Rev Esp Pediatr,Revista espanola de pediatria,0404303,,OM,"['Child', 'Humans', '*Leukemia, Erythroblastic, Acute', '*Polycythemia Vera']",['NLM'],"['*CHILD', '*ERYTHREMIC MYELOSIS']",1963/05/01 00:00,1963/05/01 00:01,['1963/05/01 00:00'],"['1963/05/01 00:00 [pubmed]', '1963/05/01 00:01 [medline]', '1963/05/01 00:00 [entrez]']",ppublish,Rev Esp Pediatr. 1963 May-Jun;19:311-6.,,ERITREMIA AGUDA. ENFERMEDAD DE DI GUGLIELMO. OBSERVACI'ON DE UN CASO.,,,,
14052468,NLM,MEDLINE,19961201,20181201,0035-9157 (Print) 0035-9157 (Linking),56,1963 Aug,PRERETICULOSIS WITH NECROTIC PAPULES CONTAINING RETICULUM CELLS.,731-2,"['HARE, P J']",['HARE PJ'],['eng'],['Journal Article'],England,Proc R Soc Med,Proceedings of the Royal Society of Medicine,7505890,"['Reticuloendotheliosis, X-linked']",OM,"['*Dermatology', '*Diagnosis, Differential', '*Genetic Diseases, X-Linked', 'Humans', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', '*Lymphoma, Large B-Cell, Diffuse', '*Lymphoma, Non-Hodgkin', 'Neoplasms/*diagnosis', '*Sarcoma', '*Severe Combined Immunodeficiency']",['NLM'],"['*DERMATOLOGY', '*DIAGNOSIS, DIFFERENTIAL', '*NEOPLASM DIAGNOSIS', '*RETICULOENDOTHELIOSIS', '*SARCOMA, RETICULUM CELL']",1963/08/01 00:00,1963/08/01 00:01,['1963/08/01 00:00'],"['1963/08/01 00:00 [pubmed]', '1963/08/01 00:01 [medline]', '1963/08/01 00:00 [entrez]']",ppublish,Proc R Soc Med. 1963 Aug;56:731-2.,,,,,PMC1897437,
14052467,NLM,MEDLINE,19961201,20181201,0035-9157 (Print) 0035-9157 (Linking),56,1963 Aug,A TYPICAL RETICULOSIS.,730-1,"['BETTLEY, F R']",['BETTLEY FR'],['eng'],['Journal Article'],England,Proc R Soc Med,Proceedings of the Royal Society of Medicine,7505890,"['Reticuloendotheliosis, X-linked']",OM,"['*Biopsy', '*Dermatology', '*Diagnosis, Differential', '*Genetic Diseases, X-Linked', '*Hodgkin Disease', 'Humans', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', '*Lymphoma', '*Lymphoma, Non-Hodgkin', 'Neoplasms/*diagnosis', '*Severe Combined Immunodeficiency', '*Skin Neoplasms']",['NLM'],"['*BIOPSY', '*DERMATOLOGY', '*DIAGNOSIS, DIFFERENTIAL', ""*HODGKIN'S DISEASE"", '*LYMPHOSARCOMA', '*NEOPLASM DIAGNOSIS', '*RETICULOENDOTHELIOSIS', '*SKIN NEOPLASMS']",1963/08/01 00:00,1963/08/01 00:01,['1963/08/01 00:00'],"['1963/08/01 00:00 [pubmed]', '1963/08/01 00:01 [medline]', '1963/08/01 00:00 [entrez]']",ppublish,Proc R Soc Med. 1963 Aug;56:730-1.,,,,,PMC1897431,
14052466,NLM,MEDLINE,19961201,20181201,0035-9157 (Print) 0035-9157 (Linking),56,1963 Aug,SUBCUTANEOUS LYMPHOID HYPERPLASIA WITH EOSINOPHILIA.,728-9,"['WELLS, G C']",['WELLS GC'],['eng'],['Journal Article'],England,Proc R Soc Med,Proceedings of the Royal Society of Medicine,7505890,"['Reticuloendotheliosis, X-linked']",OM,"['*Eosinophilia', '*Genetic Diseases, X-Linked', 'Humans', '*Hyperplasia', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', '*Lymphoma', '*Severe Combined Immunodeficiency', '*Skin Neoplasms']",['NLM'],"['*EOSINOPHILIA', '*LYMPHOMA', '*RETICULOENDOTHELIOSIS', '*SKIN NEOPLASMS']",1963/08/01 00:00,1963/08/01 00:01,['1963/08/01 00:00'],"['1963/08/01 00:00 [pubmed]', '1963/08/01 00:01 [medline]', '1963/08/01 00:00 [entrez]']",ppublish,Proc R Soc Med. 1963 Aug;56:728-9.,,,,,PMC1897435,
14052446,NLM,MEDLINE,19961201,20181201,0035-9157 (Print) 0035-9157 (Linking),56,1963 Aug,TREATMENT OF LEUKAEMIAS.,644-8,"['WILKINSON, J F']",['WILKINSON JF'],['eng'],['Journal Article'],England,Proc R Soc Med,Proceedings of the Royal Society of Medicine,7505890,"['0 (Adrenal Cortex Hormones)', '0 (Antineoplastic Agents)', '9002-60-2 (Adrenocorticotropic Hormone)', 'YL5FZ2Y5U1 (Methotrexate)']",OM,"['*Adrenal Cortex Hormones', '*Adrenocorticotropic Hormone', '*Antineoplastic Agents', 'Child', 'Humans', '*Leukemia', '*Leukemia, Lymphoid', '*Leukemia, Myeloid', '*Methotrexate']",['NLM'],"['*ADRENAL CORTEX HORMONES', '*ANTINEOPLASTIC AGENTS', '*CHILD', '*CORTICOTROPIN', '*LEUKEMIA, LYMPHOCYTIC', '*LEUKEMIA, MYELOCYTIC', '*METHOTREXATE']",1963/08/01 00:00,1963/08/01 00:01,['1963/08/01 00:00'],"['1963/08/01 00:00 [pubmed]', '1963/08/01 00:01 [medline]', '1963/08/01 00:00 [entrez]']",ppublish,Proc R Soc Med. 1963 Aug;56:644-8.,,,,,PMC1897406,
14052445,NLM,MEDLINE,19961201,20181201,0035-9157 (Print) 0035-9157 (Linking),56,1963 Aug,CHEMOTHERAPY IN RETICULOSES.,643-4,['ISRAUELS MCD'],['ISRAUELS MCD'],['eng'],['Journal Article'],England,Proc R Soc Med,Proceedings of the Royal Society of Medicine,7505890,"['0 (Nitrogen Mustard Compounds)', '0 (Peptide Nucleic Acids)', '0 (reticulose)', '18D0SL7309 (Chlorambucil)', '8N3DW7272P (Cyclophosphamide)', '905Z5W3GKH (Thiotepa)', '9PHQ9Y1OLM (Prednisolone)', 'Q41OR9510P (Melphalan)', 'VB0R961HZT (Prednisone)', 'Reticuloendotheliosis, X-linked']",OM,"['*Chlorambucil', '*Cyclophosphamide', '*Genetic Diseases, X-Linked', '*Hodgkin Disease', 'Humans', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', '*Melphalan', '*Nitrogen Mustard Compounds', 'Peptide Nucleic Acids', '*Prednisolone', '*Prednisone', '*Severe Combined Immunodeficiency', '*Thiotepa']",['NLM'],"['*CHLORAMBUCIL', '*CYCLOPHOSPHAMIDE', ""*HODGKIN'S DISEASE"", '*MELPHALAN', '*NITROGEN MUSTARD COMPOUNDS', '*PREDNISOLONE', '*PREDNISONE', '*RETICULOENDOTHELIOSIS', '*THIO-TEPA']",1963/08/01 00:00,1963/08/01 00:01,['1963/08/01 00:00'],"['1963/08/01 00:00 [pubmed]', '1963/08/01 00:01 [medline]', '1963/08/01 00:00 [entrez]']",ppublish,Proc R Soc Med. 1963 Aug;56:643-4.,,,,,PMC1897399,
14052443,NLM,MEDLINE,19961201,20181201,0035-9157 (Print) 0035-9157 (Linking),56,1963 Aug,THE TREATMENT OF MALIGNANT DISEASES ASSOCIATED WITH GAMMA GLOBULIN ABNORMALITIES.,637-9,"['FAIRLEY, G H']",['FAIRLEY GH'],['eng'],['Journal Article'],England,Proc R Soc Med,Proceedings of the Royal Society of Medicine,7505890,"['0 (Adrenal Cortex Hormones)', '0 (Nitrogen Mustard Compounds)', '0 (gamma-Globulins)', 'E7WED276I5 (Mercaptopurine)']",OM,"['*Adrenal Cortex Hormones', '*Agammaglobulinemia', '*Anemia', '*Anemia, Hemolytic', '*Autoimmune Diseases', '*Blood Protein Disorders', 'Humans', '*Leukemia', '*Lymphoma', '*Mercaptopurine', '*Nitrogen Mustard Compounds', '*Waldenstrom Macroglobulinemia', '*gamma-Globulins']",['NLM'],"['*ADRENAL CORTEX HORMONES', '*AGAMMAGLOBULINEMIA', '*ANEMIA, HEMOLYTIC', '*AUTOIMMUNE DISEASES', '*BLOOD PROTEIN DISORDERS', '*GAMMA GLOBULIN', '*LEUKEMIA', '*LYMPHOMA', '*MACROGLOBULINEMIA', '*MERCAPTOPURINE', '*NITROGEN MUSTARD COMPOUNDS']",1963/08/01 00:00,1963/08/01 00:01,['1963/08/01 00:00'],"['1963/08/01 00:00 [pubmed]', '1963/08/01 00:01 [medline]', '1963/08/01 00:00 [entrez]']",ppublish,Proc R Soc Med. 1963 Aug;56:637-9.,,,,,PMC1897440,
14052442,NLM,MEDLINE,19961201,20181201,0035-9157 (Print) 0035-9157 (Linking),56,1963 Aug,EXPERIMENTAL APPROACHES TO THE CHEMOTHERAPY OF LEUKAEMIA.,631-7,"['ELSON, L A']",['ELSON LA'],['eng'],['Journal Article'],England,Proc R Soc Med,Proceedings of the Royal Society of Medicine,7505890,"['18D0SL7309 (Chlorambucil)', 'G1LN9045DK (Busulfan)']",OM,"['*Busulfan', '*Chlorambucil', '*Leukemia', '*Leukemia, Experimental', 'Neoplasms/*radiotherapy', 'Rats', '*Research']",['NLM'],"['*BUSULFAN', '*CHLORAMBUCIL', '*EXPERIMENTAL LAB STUDY', '*LEUKEMIA, EXPERIMENTAL', '*NEOPLASM RADIOTHERAPY', '*RATS']",1963/08/01 00:00,1963/08/01 00:01,['1963/08/01 00:00'],"['1963/08/01 00:00 [pubmed]', '1963/08/01 00:01 [medline]', '1963/08/01 00:00 [entrez]']",ppublish,Proc R Soc Med. 1963 Aug;56:631-7.,,,,,PMC1897425,
14052243,NLM,MEDLINE,19961201,20181201,0525-0889 (Print) 0525-0889 (Linking),42,1963,[HISTOLOGICAL STUDIES ON EXTRAMEDULLARY HEMATOPOIESIS AND ITS RELATION TO BLOOD VESSELS IN LEUKEMIA].,35-48,"['VULKOV, I']",['VULKOV I'],['bul'],['Journal Article'],Bulgaria,Nauchni Tr Vissh Med Inst Sofiia,"Nauchni trudove na Visshiia meditsinski institut, Sofiia",7902092,,OM,"['*Blood Vessels', '*Hematologic Diseases', '*Hematopoiesis', '*Hematopoiesis, Extramedullary', '*Histological Techniques', '*Histology', 'Humans', '*Leukemia']",['NLM'],"['*BLOOD VESSELS', '*HEMATOPOIESIS', '*HISTOLOGY', '*LEUKEMIA']",1963/01/01 00:00,1963/01/01 00:01,['1963/01/01 00:00'],"['1963/01/01 00:00 [pubmed]', '1963/01/01 00:01 [medline]', '1963/01/01 00:00 [entrez]']",ppublish,Nauchni Tr Vissh Med Inst Sofiia. 1963;42:35-48.,,KHISTOLOGICHNI PROUCHVANIIA VURKHU EKSTRAMEDULARNATA KHEMOPOEZA PRI LEVKOZI I OTNOSHENIETO I KUM KRUVONOSNITE SUDOVE.,,,,
14051903,NLM,MEDLINE,19961201,20191107,0095-9065 (Print) 0095-9065 (Linking),5,1962 Mar,"DIHYDRO-1,3-OXAZINES AS ANTITUMOR AGENTS.",257-80,"['KUEHNE, M E', 'KONOPKA, E A']","['KUEHNE ME', 'KONOPKA EA']",['eng'],['Journal Article'],United States,J Med Pharm Chem,Journal of medicinal and pharmaceutical chemistry,17920130R,"['0 (Antineoplastic Agents)', '0 (Oxazines)']",OM,"['*Adenocarcinoma', 'Animals', '*Antineoplastic Agents', '*Carcinoma', '*Carcinoma, Ehrlich Tumor', '*Chemical Phenomena', '*Chemistry', '*Leukemia L1210', 'Mice', '*Oxazines', '*Pharmacology', '*Research', '*Sarcoma 180']",['NLM'],"['*ADENOCARCINOMA', '*ANTINEOPLASTIC AGENTS', '*CARCINOMA, EHRLICH TUMOR', '*CHEMISTRY', '*EXPERIMENTAL LAB STUDY', '*LEUKEMIA L1210', '*MICE', '*OXAZINES', '*PHARMACOLOGY', '*SARCOMA 180, CROCKER']",1962/03/01 00:00,1962/03/01 00:01,['1962/03/01 00:00'],"['1962/03/01 00:00 [pubmed]', '1962/03/01 00:01 [medline]', '1962/03/01 00:00 [entrez]']",ppublish,J Med Pharm Chem. 1962 Mar;5:257-80. doi: 10.1021/jm01237a005.,['10.1021/jm01237a005 [doi]'],,,,,
14051766,NLM,MEDLINE,19961201,20181201,0017-8470 (Print) 0017-8470 (Linking),14,1963 Sep,[ON THE CLINICAL ASPECTS OF SO-CALLED RETICULOSARCOMATOSIS].,393-7,"['MIEDZINSKI, F', 'SZARMACH, H', 'KREJCZY, H']","['MIEDZINSKI F', 'SZARMACH H', 'KREJCZY H']",['ger'],['Journal Article'],Germany,Hautarzt,"Der Hautarzt; Zeitschrift fur Dermatologie, Venerologie, und verwandte Gebiete",0372755,"['Reticuloendotheliosis, X-linked']",OM,"['*Diagnosis, Differential', '*Genetic Diseases, X-Linked', 'Humans', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', '*Lymphoma, Large B-Cell, Diffuse', '*Lymphoma, Non-Hodgkin', '*Neoplasms', '*Pathology', '*Sarcoma', '*Severe Combined Immunodeficiency', '*Skin Neoplasms']",['NLM'],"['*DIAGNOSIS, DIFFERENTIAL', '*PATHOLOGY', '*RETICULOENDOTHELIOSIS', '*SARCOMA, RETICULUM CELL', '*SKIN NEOPLASMS']",1963/09/01 00:00,1963/09/01 00:01,['1963/09/01 00:00'],"['1963/09/01 00:00 [pubmed]', '1963/09/01 00:01 [medline]', '1963/09/01 00:00 [entrez]']",ppublish,Hautarzt. 1963 Sep;14:393-7.,,"ZUR KLINIK DER ""SOGENANNTEN RETICULOSARKOMATOSE"".",,,,
