PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,RF,EDAT,MHDA,CRDT,PHST,PST,SO,AB,AD,GR,RN,AID,CIN,EIN,TT,PMC,SI,OID,OAB,OABL,OTO,OT,GN
3300950,NLM,MEDLINE,19870924,20190619,0008-543X (Print) 0008-543X (Linking),60,5,1987 Sep 1,Serum ferritin in patients undergoing bone marrow transplantation.,1127-31,"['Or, R', 'Matzner, Y', 'Konijn, A M']","['Or R', 'Matzner Y', 'Konijn AM']",['eng'],['Journal Article'],United States,Cancer,Cancer,0374236,IM,"['Adolescent', 'Adult', 'Anemia, Aplastic/*therapy', '*Bone Marrow Transplantation', 'Female', 'Ferritins/*blood', 'Follow-Up Studies', 'Graft vs Host Disease/blood', 'Humans', 'Leukemia/*therapy', 'Lymphoma, Non-Hodgkin/*therapy', 'Male', 'Middle Aged', 'Prognosis']",,1987/09/01 00:00,1987/09/01 00:01,['1987/09/01 00:00'],"['1987/09/01 00:00 [pubmed]', '1987/09/01 00:01 [medline]', '1987/09/01 00:00 [entrez]']",ppublish,Cancer. 1987 Sep 1;60(5):1127-31. doi: 10.1002/1097-0142(19870901)60:5<1127::aid-cncr2820600535>3.0.co;2-a.,"Serum ferritin levels were monitored in nine patients with acute lymphoblastic leukemia (ALL), nine patients with acute nonlymphoblastic leukemia (ANLL), four patients with chronic myelogenous leukemia (CML), three patients with non-Hodgkin's lymphoma (NHL), and three patients with severe aplastic anemia (SAA) undergoing bone marrow transplantation (BMT) for hematologic malignancies or aplastic anemia. Serum ferritin analysis was performed before and after BMT at monthly intervals and/or according to the clinical condition of the patient. Serum ferritin increased considerably during the first 3 months following BMT and then decreased in patients with an uncomplicated course. Ferritin levels in the serum of patients who had undergone BMT decreased gradually when complete remission was achieved, but increased with any clinical complication. Thus, elevation of serum ferritin concentration was predictable for clinical complications and for relapse. Patients with acute leukemia with serum ferritin levels above 400 micrograms/l at time of BMT had a risk of relapse within 1 year, triple that patients with lower ferritin levels. All patients who underwent BMT to treat severe aplastic anemia have completely recovered. Accordingly, following an initial increase after BMT, serum ferritin levels returned to normal and remained so in line with the patients' good clinical condition. The findings indicate that serum ferritin yields useful information in the clinical evaluation of patients undergoing BMT.",,,['9007-73-2 (Ferritins)'],['10.1002/1097-0142(19870901)60:5<1127::aid-cncr2820600535>3.0.co;2-a [doi]'],,['Cancer 1988 May 15;61(6):1170'],,,,,,,,,
3300925,NLM,MEDLINE,19870917,20181113,0820-3946 (Print) 0820-3946 (Linking),137,4,1987 Aug 15,Future directions of bone marrow transplantation.,277-9,"['Buskard, N A']",['Buskard NA'],['eng'],['Journal Article'],Canada,CMAJ,CMAJ : Canadian Medical Association journal = journal de l'Association medicale canadienne,9711805,IM,"['Acute Disease', '*Bone Marrow Transplantation', 'Graft vs Host Disease/drug therapy', 'Histocompatibility Testing', 'Humans', 'Leukemia/therapy', 'Transplantation, Autologous', 'Transplantation, Homologous']",,1987/08/15 00:00,1987/08/15 00:01,['1987/08/15 00:00'],"['1987/08/15 00:00 [pubmed]', '1987/08/15 00:01 [medline]', '1987/08/15 00:00 [entrez]']",ppublish,CMAJ. 1987 Aug 15;137(4):277-9.,,,,,,,,,PMC1494008,,,,,,,
3300818,NLM,MEDLINE,19870921,20190903,0006-5242 (Print) 0006-5242 (Linking),55,2,1987 Aug,Immunohistochemical evaluation of bone marrow involvement in hairy cell leukemia during interferon therapy.,121-6,"['Soligo, D', 'Lambertenghi-Deliliers, G', 'Berti, E', 'Polli, N', 'Polli, E E']","['Soligo D', 'Lambertenghi-Deliliers G', 'Berti E', 'Polli N', 'Polli EE']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Germany,Blut,Blut,0173401,IM,"['Antibodies, Monoclonal', 'Bone Marrow/drug effects/*pathology', 'Bone Marrow Cells', 'Histocytochemistry', 'Humans', 'Immunoenzyme Techniques', 'Interferon Type I/*therapeutic use', 'Leukemia, Hairy Cell/diagnosis/*drug therapy/pathology', 'Recombinant Proteins/*therapeutic use']",,1987/08/01 00:00,1987/08/01 00:01,['1987/08/01 00:00'],"['1987/08/01 00:00 [pubmed]', '1987/08/01 00:01 [medline]', '1987/08/01 00:00 [entrez]']",ppublish,Blut. 1987 Aug;55(2):121-6. doi: 10.1007/BF00631783.,"Bone marrow biopsies from 7 patients afflicted with hairy cell leukemia were studied with a panel of monoclonal antibodies at different intervals during alpha recombinant interferon therapy. Monoclonal antibodies Dako-LC and F 8.11.13 were used because they are highly reactive with hairy cells, and 82H3 and LeuM 1 were also utilized to identify respectively the residual hemopoietic and myeloid tissue. All antibodies are reactive on sections of formalin-fixed, paraffin-embedded biopsy material. Before therapy a uniform hairy cell infiltrate was present and very little tissue was visible even after immunohistochemical staining. During therapy, identification of hairy cells in routine biopsies was difficult, since they were mixed with normal cells and the bone marrow was generally hypoplastic. Immunohistochemical stains seem to allow better identification of hairy cells and a more precise estimate of the degree of repopulation by normal bone marrow cells. It was evident, especially after immunocytochemical analysis, that interferon drastically reduced the extent of the infiltrate and allowed recovery of normal hemopoiesis, but did not produce complete remissions.",,,"['0 (Antibodies, Monoclonal)', '0 (Interferon Type I)', '0 (Recombinant Proteins)']",['10.1007/BF00631783 [doi]'],,,,,,,,,,,
3300817,NLM,MEDLINE,19870902,20200304,0006-5242 (Print) 0006-5242 (Linking),55,1,1987 Jul,High dose busulfan/etoposide as a preparatory regimen for second bone marrow transplants in hematologic malignancies.,49-53,"['Blume, K G', 'Forman, S J']","['Blume KG', 'Forman SJ']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",Germany,Blut,Blut,0173401,IM,"['Adolescent', 'Adult', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Bone Marrow Cells', '*Bone Marrow Transplantation', 'Busulfan/*therapeutic use', 'Combined Modality Therapy', 'Etoposide/*therapeutic use', 'Follow-Up Studies', 'Humans', 'Leukemia, Lymphoid/*therapy', 'Lymphoma, Non-Hodgkin/*therapy', 'Neoplasm Recurrence, Local/therapy', 'Whole-Body Irradiation']",,1987/07/01 00:00,1987/07/01 00:01,['1987/07/01 00:00'],"['1987/07/01 00:00 [pubmed]', '1987/07/01 00:01 [medline]', '1987/07/01 00:00 [entrez]']",ppublish,Blut. 1987 Jul;55(1):49-53. doi: 10.1007/BF00319642.,Five patients with hematologic malignancies who had relapsed between seven months and eight years after their primary bone marrow transplants were prepared with high dose busulfan/etoposide for second marrow transplantations from the same donors who had provided the marrow for the primary transplants. The preparatory regimen was well tolerated. All patients engrafted and entered complete remission. Two patients are alive and in continued remission two and ten months after second transplant. One patient died with acute respiratory failure after two months and two patients relapsed again eight and 17 months after second marrow transplantation. The combination busulfan/etoposide may prove to be a suitable preparatory regimen for second bone marrow transplant attempts in selected patients.,,"['CA 30206/CA/NCI NIH HHS/United States', 'CA 33572/CA/NCI NIH HHS/United States']","['6PLQ3CP4P3 (Etoposide)', 'G1LN9045DK (Busulfan)']",['10.1007/BF00319642 [doi]'],,,,,,,,,,,
3300815,NLM,MEDLINE,19870909,20210216,0006-4971 (Print) 0006-4971 (Linking),70,2,1987 Aug,Bone marrow transplantation for patients with Philadelphia chromosome-positive acute lymphoblastic leukemia.,587-8,"['Forman, S J', ""O'Donnell, M R"", 'Nademanee, A P', 'Snyder, D S', 'Bierman, P J', 'Schmidt, G M', 'Fahey, J L', 'Stein, A S', 'Parker, P M', 'Blume, K G']","['Forman SJ', ""O'Donnell MR"", 'Nademanee AP', 'Snyder DS', 'Bierman PJ', 'Schmidt GM', 'Fahey JL', 'Stein AS', 'Parker PM', 'Blume KG']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Blood,Blood,7603509,IM,"['Acute Disease', '*Bone Marrow Transplantation', 'Graft vs Host Disease/pathology', 'Humans', 'Leukemia, Lymphoid/*genetics/therapy', '*Philadelphia Chromosome', 'Postoperative Complications']",,1987/08/01 00:00,1987/08/01 00:01,['1987/08/01 00:00'],"['1987/08/01 00:00 [pubmed]', '1987/08/01 00:01 [medline]', '1987/08/01 00:00 [entrez]']",ppublish,Blood. 1987 Aug;70(2):587-8.,"We report the treatment outcome of allogeneic bone marrow transplantation in ten patients with Philadelphia chromosome-positive acute lymphoblastic leukemia. Six patients are alive and well for 6 to 30 months (median 19 months) after transplantation. Four patients died with transplant related complications. In view of the poor prognosis associated with this disease, marrow ablation followed by allogeneic or syngeneic marrow grafting may be the preferred treatment modality if a suitable marrow donor is available.",,"['CA 30206/CA/NCI NIH HHS/United States', 'CA 33572/CA/NCI NIH HHS/United States']",,['S0006-4971(20)78461-2 [pii]'],,,,,,,,,,,
3300761,NLM,MEDLINE,19870901,20190515,0007-0920 (Print) 0007-0920 (Linking),55,5,1987 May,A comparison of the incidence of the myelodysplastic syndrome and acute myeloid leukaemia following melphalan and cyclophosphamide treatment for myelomatosis. A report to the Medical Research Council's working party on leukaemia in adults.,523-9,"['Cuzick, J', 'Erskine, S', 'Edelman, D', 'Galton, D A']","['Cuzick J', 'Erskine S', 'Edelman D', 'Galton DA']",['eng'],"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",England,Br J Cancer,British journal of cancer,0370635,IM,"['Aged', 'Clinical Trials as Topic', 'Cyclophosphamide/*adverse effects', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*chemically induced', 'Male', 'Melphalan/*adverse effects', 'Middle Aged', 'Models, Biological', 'Multiple Myeloma/*drug therapy', 'Myelodysplastic Syndromes/*chemically induced', 'Random Allocation', 'Risk', 'Time Factors']",,1987/05/01 00:00,1987/05/01 00:01,['1987/05/01 00:00'],"['1987/05/01 00:00 [pubmed]', '1987/05/01 00:01 [medline]', '1987/05/01 00:00 [entrez]']",ppublish,Br J Cancer. 1987 May;55(5):523-9. doi: 10.1038/bjc.1987.107.,Twelve of 648 patients in the Medical Research Council's first two trials in myelomatosis have developed myelodysplasia or acute leukaemia. This corresponds to a 5-year actuarial prevalence of 3% and an 8-year prevalence of 10%. Patients were randomised to treatment with either melphalan or cyclophosphamide and the relative capabilities of these two drugs to cause these conditions were examined as a function of duration of treatment. A significant relationship with length of melphalan treatment was found but no relationship was observed for cyclophosphamide treatment. The amount of melphalan treatment given in various intervals before diagnosis of myelodysplasia or leukaemia was studied and it was found that the amount of treatment in the most recent 3-year period was the most important determinant of risk (P = 0.0001). It is estimated that the risk of haemopoietic neoplasia after 10 years of follow-up is about 3% for each year of melphalan treatment and that much of this risk will occur within three years of the last treatment.,,,"['8N3DW7272P (Cyclophosphamide)', 'Q41OR9510P (Melphalan)']",['10.1038/bjc.1987.107 [doi]'],,,,PMC2001731,,,,,,,
3300685,NLM,MEDLINE,19870902,20161020,0884-6812 (Linking),9,2,1987 May,Characterization of hematologic malignancies by flow cytometry.,147-55,"['Barlogie, B', 'McLaughlin, P', 'Alexanian, R']","['Barlogie B', 'McLaughlin P', 'Alexanian R']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S."", 'Review']",United States,Anal Quant Cytol Histol,Analytical and quantitative cytology and histology,8506819,IM,"['DNA, Neoplasm/analysis', '*Flow Cytometry', 'Humans', 'Leukemia/*metabolism/pathology', 'Lymphoma/*analysis/pathology', 'Multiple Myeloma/*analysis/pathology', 'Prognosis', 'RNA, Neoplasm/analysis']",21,1987/05/01 00:00,1987/05/01 00:01,['1987/05/01 00:00'],"['1987/05/01 00:00 [pubmed]', '1987/05/01 00:01 [medline]', '1987/05/01 00:00 [entrez]']",ppublish,Anal Quant Cytol Histol. 1987 May;9(2):147-55.,"The quantitative assessment of cellular DNA and RNA content by flow cytometry to provide useful information for both diagnosis and prognosis of patients with hematologic malignancies is reviewed. While the characterization of cell surface antigens seems to be more germane to questions of the normal cell counterpart (stage) of malignant transformation and the biology of regulation of proliferation and differentiation by cell-cell contact and humoral factors, DNA-derived and RNA-derived parameters were surprisingly sensitive in the distinction of major morphologic groups, drug sensitivity and long-term prognosis. Our findings to date in the study of leukemias, lymphomas and myelomas are summarized.",,"['CA 16672/CA/NCI NIH HHS/United States', 'CA 28153/CA/NCI NIH HHS/United States']","['0 (DNA, Neoplasm)', '0 (RNA, Neoplasm)']",,,,,,,,,,,,
3300684,NLM,MEDLINE,19870902,20161020,0884-6812 (Linking),9,2,1987 May,Fluorescence flow cytometry and immunology applied to cancer.,133-7,"['Wunderlich, J']",['Wunderlich J'],['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",United States,Anal Quant Cytol Histol,Analytical and quantitative cytology and histology,8506819,IM,"['Antibodies', 'Antigens, Neoplasm/immunology', 'Antigens, Surface/immunology', 'B-Lymphocytes/immunology/pathology', 'Cell Separation', '*Flow Cytometry', 'Humans', '*Immunologic Tests', 'Leukemia/pathology', 'Lymphoma/pathology', 'Neoplasms/*pathology', 'T-Lymphocytes/immunology/pathology']",20,1987/05/01 00:00,1987/05/01 00:01,['1987/05/01 00:00'],"['1987/05/01 00:00 [pubmed]', '1987/05/01 00:01 [medline]', '1987/05/01 00:00 [entrez]']",ppublish,Anal Quant Cytol Histol. 1987 May;9(2):133-7.,"Antibodies against cell-surface determinants present on limited types of normal cells, such as differentiation antigens, offer an approach to detecting and characterizing tumor cells that is well-suited to fluorescence flow cytometry. This paper reviews the technology involved and its application in the study of hematologic malignancies, especially in the detection and characterization of tumor cells in leukemias and lymphomas.",,,"['0 (Antibodies)', '0 (Antigens, Neoplasm)', '0 (Antigens, Surface)']",,,,,,,,,,,,
3300557,NLM,MEDLINE,19870727,20151119,0385-0684 (Print) 0385-0684 (Linking),14,6 Pt 2,1987 Jun,[Serological and immunomolecular markers for the diagnosis of hematopoietic tumors].,2176-84,"['Ueda, R', 'Obata, Y', 'Takahashi, T']","['Ueda R', 'Obata Y', 'Takahashi T']",['jpn'],"['English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Japan,Gan To Kagaku Ryoho,Gan to kagaku ryoho. Cancer & chemotherapy,7810034,IM,"['Antibodies, Monoclonal', 'Genotype', 'Humans', 'Immunoenzyme Techniques', 'Immunoglobulins/*genetics', 'Leukemia, Lymphoid/*diagnosis', 'Lymphoma/*diagnosis', 'Phenotype', 'Receptors, Antigen, T-Cell/*genetics', 'T-Lymphocytes']",,1987/06/01 00:00,1987/06/01 00:01,['1987/06/01 00:00'],"['1987/06/01 00:00 [pubmed]', '1987/06/01 00:01 [medline]', '1987/06/01 00:00 [entrez]']",ppublish,Gan To Kagaku Ryoho. 1987 Jun;14(6 Pt 2):2176-84.,"The analysis of cell surface markers with monoclonal antibodies has recently been developed and has been proved to be valuable in the diagnosis and classification of hematopoietic tumors. Occasionally, however, such serological studies have been shown to be inconclusive in identifying cell lineage and or clonal proliferation. In order to overcome these problems, two new approaches were introduced in our laboratory. First, T cell receptor and immunoglobulin gene rearrangement analysis as a means of immunomolecular marking was carried out. Second, a double immunoenzymatic staining technique for determining the surface phenotypes of proliferating lymphocytes using a monoclonal antibody against DNA polymerase alpha together with those detecting lymphocyte membrane antigens was developed. The results revealed by these techniques strongly suggested that some CD2-, CD5+, CD7+ ALL cases are of T cell origin and that AILD may be a neoplastic disease derived from either of the subsets of peripheral T cells.",,,"['0 (Antibodies, Monoclonal)', '0 (Immunoglobulins)', '0 (Receptors, Antigen, T-Cell)']",,,,,,,,,,,,
3300320,NLM,MEDLINE,19870827,20190626,0002-9343 (Print) 0002-9343 (Linking),83,1,1987 Jul,Diffuse fasciitis after bone marrow transplantation.,139-43,"['van den Bergh, V', 'Tricot, G', 'Fonteyn, G', 'Dom, R', 'Bulcke, J']","['van den Bergh V', 'Tricot G', 'Fonteyn G', 'Dom R', 'Bulcke J']",['eng'],"['Case Reports', 'Journal Article']",United States,Am J Med,The American journal of medicine,0267200,IM,"['Adult', 'Biopsy', '*Bone Marrow Transplantation', 'Eosinophilia/diagnosis/*etiology/pathology', 'Fascia/pathology', 'Fasciitis/diagnosis/*etiology/pathology', 'Female', 'Graft vs Host Disease/complications/etiology/pathology', 'Humans', 'Leukemia, Lymphoid/complications/therapy', 'Muscles/pathology', 'Skin/pathology']",,1987/07/01 00:00,1987/07/01 00:01,['1987/07/01 00:00'],"['1987/07/01 00:00 [pubmed]', '1987/07/01 00:01 [medline]', '1987/07/01 00:00 [entrez]']",ppublish,Am J Med. 1987 Jul;83(1):139-43. doi: 10.1016/0002-9343(87)90509-2.,"This report describes a patient in whom the clinical, laboratory, and histologic features of diffuse fasciitis with eosinophilia developed several months after allogeneic bone marrow transplantation for acute lymphoblastic leukemia. Numerous reports detail the association between diffuse fasciitis and hematologic diseases; a patient in whom diffuse fasciitis developed in the setting of chronic graft-versus-host disease following bone marrow transplantation for acute leukemia is discussed. Treatment of the chronic graft-versus-host disease improved the symptoms of the diffuse fasciitis.",,,,"['0002-9343(87)90509-2 [pii]', '10.1016/0002-9343(87)90509-2 [doi]']",,,,,,,,,,,
