PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,PMC,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,TT,OID,OTO,OT,GN
6933234,NLM,MEDLINE,19810129,20190621,0022-5347 (Print) 0022-5347 (Linking),124,3,1980 Sep,Gangrene of the genitalia in children with pseudomonas sepsis.,431-2,"The incidence of Pseudomonas aeruginosa bacteremia is increasing. Successful management is based upon early and aggressive therapy of the bacteremia and the usually associated granulocytopenia. A small number of such patients present with ecthyma gangrenosum, a characteristic skin lesion. During the last 4 years 5 children with acute leukemia and granulocytopenia presented to our hospital with these lesions. Although they occur most frequently on the extremities, buttocks or perineal region 2 of our patients had only isolated lesions of the external genitalia, resulting in gangrene of the penis in 1 and gangrene of the labia majora in the other. The gross and histologic pathology is reviewed. Recognition of this characteristic skin lesion enables the prompt institution of appropriate therapy.","['Rabinowitz, R', 'Lewin, E B']","['Rabinowitz R', 'Lewin EB']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Urol,The Journal of urology,0376374,,IM,"['Child, Preschool', 'Erythema/etiology/pathology', 'Female', 'Gangrene/*etiology', 'Genital Diseases, Female/*complications/etiology/pathology', 'Humans', 'Infant', 'Leukemia, Lymphoid/complications', 'Male', 'Penile Diseases/*complications/etiology/pathology', '*Pseudomonas Infections/complications', 'Sepsis/complications']",,1980/09/01 00:00,1980/09/01 00:01,['1980/09/01 00:00'],"['1980/09/01 00:00 [pubmed]', '1980/09/01 00:01 [medline]', '1980/09/01 00:00 [entrez]']","['S0022-5347(17)55483-X [pii]', '10.1016/s0022-5347(17)55483-x [doi]']",ppublish,J Urol. 1980 Sep;124(3):431-2. doi: 10.1016/s0022-5347(17)55483-x.,['RIO-CA11174/CA/NCI NIH HHS/United States'],,,,,
6933231,NLM,MEDLINE,19810129,20190630,0022-3476 (Print) 0022-3476 (Linking),97,5,1980 Nov,Intracranial hemorrhage and focal seizures secondary to use of L-asparaginase during induction therapy of acute lymphocytic leukemia.,829-33,"L-Asparaginase is commonly used for induction therapy of acute lymphocytic leukemia of childhood. Severe clinical bleeding secondary to clotting dysfunction has not been previously reported. We observed intracranial hemorrhagic infarcts with focal seizures and hemiparesis associated with clotting abnormalities, including severe hypofibrinogenemia, probably the result of L-asparaginase administered during induction therapy of acute lymphocytic leukemia.","['Cairo, M S', 'Lazarus, K', 'Gilmore, R L', 'Baehner, R L']","['Cairo MS', 'Lazarus K', 'Gilmore RL', 'Baehner RL']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Pediatr,The Journal of pediatrics,0375410,"['5J49Q6B70F (Vincristine)', 'EC 3.5.1.1 (Asparaginase)', 'VB0R961HZT (Prednisone)']",IM,"['Afibrinogenemia/chemically induced', 'Asparaginase/*adverse effects', 'Blood Coagulation Disorders/chemically induced', 'Cerebral Hemorrhage/*chemically induced', 'Child, Preschool', 'Drug Therapy, Combination', 'Female', 'Hemiplegia/chemically induced', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Male', 'Prednisone/administration & dosage', 'Seizures/*chemically induced', 'Vincristine/administration & dosage']",,1980/11/01 00:00,1980/11/01 00:01,['1980/11/01 00:00'],"['1980/11/01 00:00 [pubmed]', '1980/11/01 00:01 [medline]', '1980/11/01 00:00 [entrez]']","['S0022-3476(80)80281-2 [pii]', '10.1016/s0022-3476(80)80281-2 [doi]']",ppublish,J Pediatr. 1980 Nov;97(5):829-33. doi: 10.1016/s0022-3476(80)80281-2.,['CCSG NO. 50-860-48/PHS HHS/United States'],,,,,
6933208,NLM,MEDLINE,19810126,20190508,0022-1007 (Print) 0022-1007 (Linking),152,5,1980 Nov 1,Genetic mapping of the ecotropic virus-inducing locus Akv-2 of the AKR mouse.,1419-23,A combination of somatic cell hybridization and standard mendelian breeding techniques was used to map the AKR ecotropic virus inducibility locus Akv-2 to the centromeric end of chromosome 16. This assignment of Akv-2 further emphasizes the endogenous ecotropic retroviruses are inserted at multiple sites in mouse chromosomes.,"['Kozak, C A', 'Rowe, W P']","['Kozak CA', 'Rowe WP']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Exp Med,The Journal of experimental medicine,2985109R,['0 (Genetic Markers)'],IM,"['Animals', '*Chromosome Mapping', 'Female', 'Genetic Markers', 'Hybrid Cells', 'Leukemia, Experimental/*genetics', 'Male', 'Mice', 'Mice, Inbred AKR', '*Virus Activation']",PMC2185990,1980/11/01 00:00,1980/11/01 00:01,['1980/11/01 00:00'],"['1980/11/01 00:00 [pubmed]', '1980/11/01 00:01 [medline]', '1980/11/01 00:00 [entrez]']",['10.1084/jem.152.5.1419 [doi]'],ppublish,J Exp Med. 1980 Nov 1;152(5):1419-23. doi: 10.1084/jem.152.5.1419.,['N01-CP-33288/CP/NCI NIH HHS/United States'],,,,,
6933170,NLM,MEDLINE,19810129,20190909,0303-6987 (Print) 0303-6987 (Linking),7,5,1980 Oct,Leukemia cutis in blastic transformation of chronic myelocytic leukemia: TdT positive blasts and response to vincristine and prednisone.,302-9,"A patient with chronic myelocytic leukemia (CML) in blast transformation with extensive involvement of the skin is reported. The leukemic infiltrates consisted of blasts with lymphoblastoid morphology which were positive for terminal deoxynucleotidyl transferase (TdT) by fluorescent assay. The infiltrates rapidly resolved with vincristine and prednisone therapy. Similar recurrence 4 and 8 months later responded as dramatically to the same therapy and to cytosine arabinoside. This unusual case of extensive leukemia cutis supports the evidence that patients in blast crisis with TdT positive cells are responsive to vincristine and prednisone. The implications of this case in terms of the origin of these cells based upon morphology and TdT content, as well as the diagnosis and therapy, are discussed.","['Ansell, J E', 'Bhawan, J', 'Pechet, L']","['Ansell JE', 'Bhawan J', 'Pechet L']",['eng'],"['Case Reports', 'Journal Article']",United States,J Cutan Pathol,Journal of cutaneous pathology,0425124,"['04079A1RDZ (Cytarabine)', '5J49Q6B70F (Vincristine)', 'EC 2.7.7.- (DNA Nucleotidyltransferases)', 'VB0R961HZT (Prednisone)']",IM,"['Aged', 'Blastomeres/*enzymology', 'Cell Transformation, Neoplastic/*drug effects/pathology', 'Cytarabine/therapeutic use', 'DNA Nucleotidyltransferases/*analysis', 'Humans', 'Leukemia, Myeloid/*drug therapy/enzymology/pathology', 'Male', 'Microscopy, Electron', 'Prednisone/*therapeutic use', 'Skin Neoplasms/*drug therapy/enzymology/pathology', 'Vincristine/*therapeutic use']",,1980/10/01 00:00,1980/10/01 00:01,['1980/10/01 00:00'],"['1980/10/01 00:00 [pubmed]', '1980/10/01 00:01 [medline]', '1980/10/01 00:00 [entrez]']",['10.1111/j.1600-0560.1980.tb01199.x [doi]'],ppublish,J Cutan Pathol. 1980 Oct;7(5):302-9. doi: 10.1111/j.1600-0560.1980.tb01199.x.,,,,,,
6933155,NLM,MEDLINE,19810129,20190501,0021-9746 (Print) 0021-9746 (Linking),33,8,1980 Aug,Complement fixing antibody responses to virus infection in children with acute lymphoblastic leukaemia.,735-7,Thirty children with acute lymphoblastic leukaemia (ALL) were studied and had a virus isolated. Only 50% produced a significant rise in complement fixing (CF) antibody titre compared to 100% of normal children. The failure to produce antibodies was unpredictable. CF antibodies are not a reliable guide to virus infections in children with ALL.,"['Craft, A W', 'Reid, M M', 'McQuillin, J', 'Gardner, P S']","['Craft AW', 'Reid MM', 'McQuillin J', 'Gardner PS']",['eng'],['Journal Article'],England,J Clin Pathol,Journal of clinical pathology,0376601,"['0 (Antibodies, Viral)']",IM,"['Acute Disease', 'Adolescent', 'Antibodies, Viral/*biosynthesis', 'Child', 'Child, Preschool', 'Complement Fixation Tests', 'Female', 'Humans', 'Leukemia, Lymphoid/*immunology', 'Male', 'Virus Diseases/*immunology']",PMC1146207,1980/08/01 00:00,1980/08/01 00:01,['1980/08/01 00:00'],"['1980/08/01 00:00 [pubmed]', '1980/08/01 00:01 [medline]', '1980/08/01 00:00 [entrez]']",['10.1136/jcp.33.8.735 [doi]'],ppublish,J Clin Pathol. 1980 Aug;33(8):735-7. doi: 10.1136/jcp.33.8.735.,,,,,,
6933154,NLM,MEDLINE,19810129,20190501,0021-9746 (Print) 0021-9746 (Linking),33,8,1980 Aug,Gonadal infiltration in children with leukaemia and lymphoma.,722-9,"In a postmortem survey of children with leukaemia and lymphoma, the overall incidence of testicular infiltration was 65% and of ovarian infiltration 66%. In acute lymphoblastic leukaemia, testicular infiltration was found in 25 of 39 cases and ovarian infiltration in 6 of 12 cases. The majority of boys with acute lymphoblastic leukaemia and testicular infiltration also had infiltration in other organs; furthermore, in most cases without testicular infiltration leukaemic infiltration was found in other organs. The findings of this survey support the view that testicular infiltration is indicative of widespread disease.","['Reid, H', 'Marsden, H B']","['Reid H', 'Marsden HB']",['eng'],['Journal Article'],England,J Clin Pathol,Journal of clinical pathology,0376601,,IM,"['Acute Disease', 'Adolescent', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Infant', 'Leukemia/*pathology', 'Leukemia, Lymphoid/pathology', 'Leukemia, Myeloid/pathology', 'Leukemia, Myeloid, Acute/pathology', 'Lymphoma/*pathology', 'Male', 'Neoplasm Invasiveness', 'Ovary/*pathology', 'Testis/*pathology']",PMC1146205,1980/08/01 00:00,1980/08/01 00:01,['1980/08/01 00:00'],"['1980/08/01 00:00 [pubmed]', '1980/08/01 00:01 [medline]', '1980/08/01 00:00 [entrez]']",['10.1136/jcp.33.8.722 [doi]'],ppublish,J Clin Pathol. 1980 Aug;33(8):722-9. doi: 10.1136/jcp.33.8.722.,,,,,,
6933152,NLM,MEDLINE,19810126,20190904,0171-5216 (Print) 0171-5216 (Linking),96,3,1980,New complex Ph' translocation t (10; 14; 22) in bone marrow cells and in PHA-stimulated peripheral blood cultures in chronic myelocytic leukaemia.,287-94,"A patient with chronic myelocytic leukaemia (CML) and a new complex Philadelphia chromosome (Ph') translocation, t (10; 14; 22), is described. This three way Ph' translocation not involving chromosome 9 was present in the majority of the bone marrow cells, as well as in a great proportion of metaphases from phytohaemagglutinin (PHA) stimulated peripheral blood cultures. The possibility that the Ph' translocation was present also in lymphocytes is discussed and at this regard the involvement of chromosome 14 is of interest considering the documented non random involvement of chromosome 14 in lymphoid malignancies.","['Shabtai, F', 'Gafter, U', 'Weiss, S', 'Djaldetti, M', 'Halbrecht, I']","['Shabtai F', 'Gafter U', 'Weiss S', 'Djaldetti M', 'Halbrecht I']",['eng'],"['Case Reports', 'Journal Article']",Germany,J Cancer Res Clin Oncol,Journal of cancer research and clinical oncology,7902060,['0 (Phytohemagglutinins)'],IM,"['Aged', 'Blood Cells/drug effects/*ultrastructure', 'Bone Marrow/*ultrastructure', '*Chromosomes, Human, 13-15', '*Chromosomes, Human, 21-22 and Y', 'Female', 'Humans', 'Leukemia, Myeloid/*genetics', 'Metaphase', 'Phytohemagglutinins/*pharmacology', '*Translocation, Genetic']",,1980/01/01 00:00,1980/01/01 00:01,['1980/01/01 00:00'],"['1980/01/01 00:00 [pubmed]', '1980/01/01 00:01 [medline]', '1980/01/01 00:00 [entrez]']",['10.1007/BF00408101 [doi]'],ppublish,J Cancer Res Clin Oncol. 1980;96(3):287-94. doi: 10.1007/BF00408101.,,,,,,
6933138,NLM,MEDLINE,19810126,20171117,0019-6061 (Print) 0019-6061 (Linking),17,3,1980 Mar,Prolonged remission in a case with acute lymphatic leukemia.,311-3,,"['Choudhry, V P', 'Singh, P', 'Saraya, A K']","['Choudhry VP', 'Singh P', 'Saraya AK']",['eng'],"['Case Reports', 'Journal Article']",India,Indian Pediatr,Indian pediatrics,2985062R,"['0 (Antineoplastic Agents)', '5J49Q6B70F (Vincristine)', '9PHQ9Y1OLM (Prednisolone)', 'E7WED276I5 (Mercaptopurine)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Antineoplastic Agents/*administration & dosage', 'Child, Preschool', 'Drug Therapy, Combination', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Male', 'Mercaptopurine', 'Methotrexate/administration & dosage', 'Prednisolone/administration & dosage', 'Vincristine/administration & dosage']",,1980/03/01 00:00,1980/03/01 00:01,['1980/03/01 00:00'],"['1980/03/01 00:00 [pubmed]', '1980/03/01 00:01 [medline]', '1980/03/01 00:00 [entrez]']",,ppublish,Indian Pediatr. 1980 Mar;17(3):311-3.,,,,,,
6933133,NLM,MEDLINE,19810126,20131121,0015-8178 (Print) 0015-8178 (Linking),98,37,1980 Oct 2,[Methotrexate resistance in acute lymphatic leukemia treated intrathecally].,1424-6,"During intrathecal methotrexate therapy of meningeal manifestations of acute lymphatic leukemia, renewed occurrence of lymphoblasts in the cerebrospinal fluid cell picture developed in two women. Prompt clearance could be attained by application of cytosine arabinoside. Methotrexate-resistance as one reason is discussed. The value of differentiated cerebrospinal fluid cell investigations for diagnosis and treatment of meningeal leukemia is pointed out. Neuralgic pain syndrome due to neoplastic neuropathy by direct infiltration of peripheral nerves are discussed, therapeutic measures pointed out.","['Engelhardt, P', 'Avenarius, H J', 'Lorenz, R']","['Engelhardt P', 'Avenarius HJ', 'Lorenz R']",['ger'],"['Case Reports', 'English Abstract', 'Journal Article']",Germany,Fortschr Med,Fortschritte der Medizin,2984763R,['YL5FZ2Y5U1 (Methotrexate)'],IM,"['Adult', 'Drug Resistance', 'Female', 'Humans', '*Injections, Spinal', 'Leukemia, Lymphoid/*drug therapy', 'Methotrexate/administration & dosage/*therapeutic use']",,1980/10/02 00:00,1980/10/02 00:01,['1980/10/02 00:00'],"['1980/10/02 00:00 [pubmed]', '1980/10/02 00:01 [medline]', '1980/10/02 00:00 [entrez]']",,ppublish,Fortschr Med. 1980 Oct 2;98(37):1424-6.,,Methotrexat-Resistenz bei intrathekal behandelter akuter lymphatischer Leukamie.,,,,
6933132,NLM,MEDLINE,19810116,20061115,0017-7768 (Print) 0017-7768 (Linking),98,3,1980 Feb 1,[Prolonged survival in erythroleukemia].,114-5,,"['Oliven, A', 'Ghitis, J', 'Rosenfeld, T', 'Bassan, H']","['Oliven A', 'Ghitis J', 'Rosenfeld T', 'Bassan H']",['heb'],"['Case Reports', 'English Abstract', 'Journal Article']",Israel,Harefuah,Harefuah,0034351,"['0 (Adjuvants, Immunologic)', '0 (Antineoplastic Agents)']",IM,"['Adjuvants, Immunologic/administration & dosage', 'Adult', 'Antineoplastic Agents/administration & dosage', 'Drug Therapy, Combination', 'Humans', 'Leukemia, Erythroblastic, Acute/drug therapy/*mortality', 'Male', 'Prognosis']",,1980/02/01 00:00,1980/02/01 00:01,['1980/02/01 00:00'],"['1980/02/01 00:00 [pubmed]', '1980/02/01 00:01 [medline]', '1980/02/01 00:00 [entrez]']",,ppublish,Harefuah. 1980 Feb 1;98(3):114-5.,,,,,,
6933130,NLM,MEDLINE,19810129,20141003,0016-450X (Print) 0016-450X (Linking),71,4,1980 Aug,Survival of mice inoculated with non-differentiating myeloid leukemia cells is prolonged by the injection of an inducer of cell differentiation with a sensitizer.,543-7,"The effect of injection of an inducer and sensitizer on the survival times of syngeneic SL mice inoculated with resistant mouse myeloid leukemia cells (Ml) was examined. In vitro, the resistant Ml cells could not be induced to differentiate into mature macrophages and granulocytes by inducer (certain proteins, bacterial lipopolysaccharides, or glucocorticoids) alone, but could be induced to differentiate by treatment with both the inducer and a sensitizer (actinomycin D). In vivo, lipopolysaccharide alone scarcely affected the survival of SL mice inoculated with the resistant cells, but lipopolysaccharide plus actinomycin D significantly prolonged their survival. Administration of both lipopolysaccharide and actinomycin D also prolonged the survival of athymic nude mice inoculated with resistant Ml cells. These results suggest that prolongation of the survival of SL mice inoculated with resistant Ml cells is associated with the induction of differentiation of the cells.","['Honma, Y', 'Okabe, J', 'Kasukabe, T', 'Hozumi, M']","['Honma Y', 'Okabe J', 'Kasukabe T', 'Hozumi M']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Japan,Gan,Gan,0151745,"['0 (Lipopolysaccharides)', '1CC1JFE158 (Dactinomycin)']",IM,"['Animals', '*Cell Differentiation/drug effects', 'Dactinomycin/therapeutic use', 'Drug Resistance', 'Drug Therapy, Combination', 'Female', 'Leukemia, Experimental/drug therapy', 'Leukemia, Myeloid/*drug therapy', 'Lipopolysaccharides/therapeutic use', 'Mice']",,1980/08/01 00:00,1980/08/01 00:01,['1980/08/01 00:00'],"['1980/08/01 00:00 [pubmed]', '1980/08/01 00:01 [medline]', '1980/08/01 00:00 [entrez]']",,ppublish,Gan. 1980 Aug;71(4):543-7.,,,,,,
