PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,TT,AID,AB,PMC,OID
4512142,NLM,MEDLINE,19730607,20071115,0552-2080 (Print) 0552-2080 (Linking),18,1,1973 Jan,[Blood coagulation system in different forms of acute leukemia].,41-7,"['Zhukovskaia, E S', 'Khvatova, N V']","['Zhukovskaia ES', 'Khvatova NV']",['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,,IM,"['Adult', '*Blood Coagulation', 'Female', 'Humans', 'Leukemia, Lymphoid/*blood', 'Leukemia, Myeloid, Acute/*blood', 'Middle Aged', 'Thrombelastography']",1973/01/01 00:00,1973/01/01 00:01,['1973/01/01 00:00'],"['1973/01/01 00:00 [pubmed]', '1973/01/01 00:01 [medline]', '1973/01/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1973 Jan;18(1):41-7.,Sistema svertyvaniia krovi bol'nykh s razlichnymi formami ostrogo leikoza.,,,,
4512141,NLM,MEDLINE,19730607,20071115,0552-2080 (Print) 0552-2080 (Linking),18,1,1973 Jan,[Study of the nonproliferating part of the cell population in acute leukemia].,20-5,"['Kozinets, G I', 'Gerasimova, N A', ""Dul'tsina, S M"", ""Al'perovich, V V"", 'Kovaleva, L G']","['Kozinets GI', 'Gerasimova NA', ""Dul'tsina SM"", ""Al'perovich VV"", 'Kovaleva LG']",['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,,IM,"['*Bone Marrow', '*Bone Marrow Cells', 'Humans', 'Leukemia, Lymphoid/*pathology', 'Leukemia, Myeloid, Acute/*pathology', '*Leukocytes']",1973/01/01 00:00,1973/01/01 00:01,['1973/01/01 00:00'],"['1973/01/01 00:00 [pubmed]', '1973/01/01 00:01 [medline]', '1973/01/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1973 Jan;18(1):20-5.,Izuchenie neproliferiruiushchei doli kletochnoi populiatsii pri ostrom leikoze.,,,,
4512140,NLM,MEDLINE,19730607,20071115,0552-2080 (Print) 0552-2080 (Linking),18,1,1973 Jan,[Characteristics of lymphoid forms of acute leukemia in children].,11-5,"['Kisliak, N S', 'Lenskaia, R V', 'Morozova, E A']","['Kisliak NS', 'Lenskaia RV', 'Morozova EA']",['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,,IM,"['Adolescent', 'Child', 'Child, Preschool', 'Humans', 'Leukemia, Lymphoid/*diagnosis/pathology', 'Leukocyte Count']",1973/01/01 00:00,1973/01/01 00:01,['1973/01/01 00:00'],"['1973/01/01 00:00 [pubmed]', '1973/01/01 00:01 [medline]', '1973/01/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1973 Jan;18(1):11-5.,K voprosu o kharakteristike limfoidnykh form ostrogo leikoza u detei.,,,,
4512081,NLM,MEDLINE,19730607,20200515,0019-5359 (Print) 0019-5359 (Linking),27,1,1973 Jan,The development of myeloid leukemia in a case of lymphosarcoma. Report of a case.,24-7,"['Pal, A K', 'Chopra, S K', 'Rastogi, J K']","['Pal AK', 'Chopra SK', 'Rastogi JK']",['eng'],['Journal Article'],India,Indian J Med Sci,Indian journal of medical sciences,0373023,,IM,"['Adult', 'Cecal Diseases/complications', 'Gastrointestinal Neoplasms/*complications', 'Humans', 'Ileum', 'Leukemia, Myeloid, Acute/*complications', 'Lymphoma, Non-Hodgkin/*complications', 'Male', 'Neoplasms, Multiple Primary/*complications', 'Skin Neoplasms/*complications', 'Tuberculosis, Gastrointestinal/complications', 'Tuberculosis, Pulmonary/complications']",1973/01/01 00:00,1973/01/01 00:01,['1973/01/01 00:00'],"['1973/01/01 00:00 [pubmed]', '1973/01/01 00:01 [medline]', '1973/01/01 00:00 [entrez]']",ppublish,Indian J Med Sci. 1973 Jan;27(1):24-7.,,,,,
4512080,NLM,MEDLINE,19730607,20161123,0017-4955 (Print) 0017-4955 (Linking),41,2,1973 Feb,[Tracheopathia chondro-osteoplastica coexisting with acute myeloid leukemia].,181-4,"['Cylwik, B']",['Cylwik B'],['pol'],['Journal Article'],Poland,Gruzlica,Gruzlica i choroby pluc; tuberculosis et pneumonologia,0167652,,IM,"['Autopsy', 'Cartilage Diseases/*complications', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*complications/pathology', 'Middle Aged', 'Radiography', 'Trachea/diagnostic imaging', 'Tracheal Diseases/*complications']",1973/02/01 00:00,1973/02/01 00:01,['1973/02/01 00:00'],"['1973/02/01 00:00 [pubmed]', '1973/02/01 00:01 [medline]', '1973/02/01 00:00 [entrez]']",ppublish,Gruzlica. 1973 Feb;41(2):181-4.,Tracheopathia chondroosteoplastica ze wspolistnieniem ostrej bialaczki szpikowej.,,,,
4512079,NLM,MEDLINE,19730607,20071115,0003-4762 (Print) 0003-4762 (Linking),5,1,1973 Feb,Frequency of electrocardiographic alterations in patients with leukaemia. Statistical analysis of 480 cases.,23-6,"['Kafkas, P', 'Papaevangelou, G', 'Kanaginis, T', 'Iordanoglou, J', 'Hatzioannou, J']","['Kafkas P', 'Papaevangelou G', 'Kanaginis T', 'Iordanoglou J', 'Hatzioannou J']",['eng'],['Journal Article'],Finland,Ann Clin Res,Annals of clinical research,0220042,['0 (Hemoglobins)'],IM,"['Adult', 'Age Factors', 'Aged', 'Atrial Fibrillation/*complications', 'Coronary Disease/*complications', 'Electrocardiography', 'Female', 'Heart/physiopathology', 'Heart Block/*complications', 'Hemoglobins', 'Humans', 'Leukemia/*complications/physiopathology', 'Leukemia, Lymphoid/complications', 'Leukemia, Myeloid/complications', 'Leukemia, Myeloid, Acute/complications', 'Male', 'Middle Aged']",1973/02/01 00:00,1973/02/01 00:01,['1973/02/01 00:00'],"['1973/02/01 00:00 [pubmed]', '1973/02/01 00:01 [medline]', '1973/02/01 00:00 [entrez]']",ppublish,Ann Clin Res. 1973 Feb;5(1):23-6.,,,,,
4512027,NLM,MEDLINE,19730606,20190619,0003-4819 (Print) 0003-4819 (Linking),78,3,1973 Mar,A cutaneous manifestation of systemic candidiasis.,400-3,"['Balandran, L', 'Rothschild, H', 'Pugh, N', 'Seabury, J']","['Balandran L', 'Rothschild H', 'Pugh N', 'Seabury J']",['eng'],['Journal Article'],United States,Ann Intern Med,Annals of internal medicine,0372351,,IM,"['Acute Disease', 'Candida/isolation & purification', 'Candidiasis/*diagnosis', 'Female', 'Humans', 'Leukemia/complications', 'Leukemia, Myeloid, Acute/complications', 'Male', 'Middle Aged', '*Skin Manifestations']",1973/03/01 00:00,1973/03/01 00:01,['1973/03/01 00:00'],"['1973/03/01 00:00 [pubmed]', '1973/03/01 00:01 [medline]', '1973/03/01 00:00 [entrez]']",ppublish,Ann Intern Med. 1973 Mar;78(3):400-3. doi: 10.7326/0003-4819-78-3-400.,,['10.7326/0003-4819-78-3-400 [doi]'],,,
4512019,NLM,MEDLINE,19730525,20150424,0035-3973 (Print) 0035-3973 (Linking),9,6,1972,Index of in vitro sensitivity to x-rays of endolymphocytic glycogen.,577-80,"['Micu, D', 'Roxin, T', 'Pogaceanu, P']","['Micu D', 'Roxin T', 'Pogaceanu P']",['eng'],['Journal Article'],Romania,Rev Roum Med Intern,Revue roumaine de medecine interne (1964),7502194,['9005-79-2 (Glycogen)'],IM,"['Glycogen/blood/*radiation effects', 'Hodgkin Disease/blood', 'Humans', 'In Vitro Techniques', 'Leukemia, Lymphoid/blood', 'Lymphocytes/analysis/*radiation effects', 'Lymphoma, Non-Hodgkin/blood', 'Methods', '*Radiation Effects']",1972/01/01 00:00,1972/01/01 00:01,['1972/01/01 00:00'],"['1972/01/01 00:00 [pubmed]', '1972/01/01 00:01 [medline]', '1972/01/01 00:00 [entrez]']",ppublish,Rev Roum Med Intern. 1972;9(6):577-80.,,,,,
4512003,NLM,MEDLINE,19730525,20190501,0007-1447 (Print) 0007-1447 (Linking),1,5855,1973 Mar 24,"Hydroxyurea, leucopheresis, and splenectomy in chronic myeloid leukaemia at the problastic phase.",700-3,"['Schwarzenberg, L', 'Mathe, G', 'Pouillart, P', 'Weiner, R', 'Locour, J', 'Genin, J', 'Schneider, M', 'De Vassal, F', 'Hayat, M', 'Amiel, J L', 'Schlumberger, J R', 'Jasmin, C', 'Rosenfeld, C']","['Schwarzenberg L', 'Mathe G', 'Pouillart P', 'Weiner R', 'Locour J', 'Genin J', 'Schneider M', 'De Vassal F', 'Hayat M', 'Amiel JL', 'Schlumberger JR', 'Jasmin C', 'Rosenfeld C']",['eng'],['Journal Article'],England,Br Med J,British medical journal,0372673,"['G1LN9045DK (Busulfan)', 'X6Q56QN5QC (Hydroxyurea)', 'Z01IVE25KI (Demecolcine)']",IM,"['Adolescent', 'Adult', 'Aged', 'Blood Transfusion', 'Busulfan/therapeutic use', 'Demecolcine/therapeutic use', 'Female', 'Humans', 'Hydroxyurea/*therapeutic use', 'Leukemia, Myeloid/*drug therapy/mortality/therapy', 'Leukocyte Count', '*Leukocytes', 'Leukocytosis/drug therapy', 'Male', 'Methods', 'Middle Aged', '*Splenectomy']",1973/03/24 00:00,1973/03/24 00:01,['1973/03/24 00:00'],"['1973/03/24 00:00 [pubmed]', '1973/03/24 00:01 [medline]', '1973/03/24 00:00 [entrez]']",ppublish,Br Med J. 1973 Mar 24;1(5855):700-3. doi: 10.1136/bmj.1.5855.700.,,['10.1136/bmj.1.5855.700 [doi]'],"Forty-three patients with chronic myeloid leukaemia have been treated with hydroxyurea in order to be subjected to leucopheresis for white cell transfusions. Hydroxyurea decreases leucocytosis when it is administered and the blood granulocyte number increases soon after the drug is stopped. The survival of the patients is not different from the survival of the patients treated with conventional chemotherapy (busulphan, mitobronitol) and it is superior to the survival of patients treated with external radiotherapy or with (32)P. Half of the patients were subjected to splenectomy during first remission for a phase II trial. They were not randomized, but the distribution according to age was similar in the two groups. A slight difference appears in favour of splenectomy so far as survival is concerned, but there were three post-operative deaths out of 18 patients. We conclude that a phase II trial on the value of splenectomy is indicated ethically, but that the patients should be operated on and nursed in a microbiologically controlled environment.",PMC1588829,
4511989,NLM,MEDLINE,19730524,20190515,0007-0920 (Print) 0007-0920 (Linking),27,3,1973 Mar,Ferritinaemia in leukaemia and Hodgkin's disease.,212-7,"['Jones, P A', 'Miller, F M', 'Worwood, M', 'Jacobs, A']","['Jones PA', 'Miller FM', 'Worwood M', 'Jacobs A']",['eng'],['Journal Article'],England,Br J Cancer,British journal of cancer,0370635,['9007-73-2 (Ferritins)'],IM,"['Acute Disease', 'Anemia/blood', 'Chronic Disease', 'Female', 'Ferritins/*blood', 'Hodgkin Disease/*blood', 'Humans', 'Leukemia/*blood', 'Leukemia, Myeloid, Acute/blood', 'Leukocyte Count', 'Male', 'Multiple Myeloma/blood']",1973/03/01 00:00,1973/03/01 00:01,['1973/03/01 00:00'],"['1973/03/01 00:00 [pubmed]', '1973/03/01 00:01 [medline]', '1973/03/01 00:00 [entrez]']",ppublish,Br J Cancer. 1973 Mar;27(3):212-7. doi: 10.1038/bjc.1973.26.,,['10.1038/bjc.1973.26 [doi]'],The serum ferritin concentration is increased in both acute myeloblastic leukaemia and Hodgkin's disease. In acute leukaemia the mean concentration is about ten times the normal level and is associated with a high concentration of transferrin-bound iron. In Hodgkin's disease abnormal ferritinaemia is associated with a low concentration of transferrin-bound iron and appears to result from a block of reticuloendothelial iron release. Increased concentrations of circulating ferritin have also been observed in a few cases of chronic leukaemia and myelomatosis.,PMC2008776,
4511988,NLM,MEDLINE,19730524,20190515,0007-0920 (Print) 0007-0920 (Linking),27,3,1973 Mar,Immunological studies in acute myeloid leukaemia: PHA responsiveness and serum inhibitory factors.,203-11,"['Walker, J S', 'Davis, D', 'Davies, P', 'Freeman, C B', 'Harris, R']","['Walker JS', 'Davis D', 'Davies P', 'Freeman CB', 'Harris R']",['eng'],['Journal Article'],England,Br J Cancer,British journal of cancer,0370635,"['0 (DNA, Neoplasm)', '0 (Immune Sera)', '0 (Iodine Isotopes)', '0 (Lectins)', '8N3DW7272P (Cyclophosphamide)', 'FTK8U1GZNX (Thioguanine)', 'W78I7AY22C (Deoxyuridine)']",IM,"['Culture Techniques', 'Cyclophosphamide/therapeutic use', 'DNA, Neoplasm/biosynthesis', 'Deoxyuridine/metabolism', 'Humans', 'Immune Sera', 'Immunity, Cellular', 'Iodine Isotopes', '*Lectins', 'Leukemia, Lymphoid/drug therapy', 'Leukemia, Myeloid, Acute/*immunology', 'Lymphocyte Activation', 'Lymphocytes/metabolism', 'Thioguanine/therapeutic use']",1973/03/01 00:00,1973/03/01 00:01,['1973/03/01 00:00'],"['1973/03/01 00:00 [pubmed]', '1973/03/01 00:01 [medline]', '1973/03/01 00:00 [entrez]']",ppublish,Br J Cancer. 1973 Mar;27(3):203-11. doi: 10.1038/bjc.1973.25.,,['10.1038/bjc.1973.25 [doi]'],"Sera from 16 of 20 patients with AML at some stage of the disease inhibited the in vitro PHA transformation of normal lymphocytes assessed by measuring the rate of DNA synthesis after 67-70 hours; 42% of pretreatment sera were inhibitory. Inhibitory activity was overcome at PHA concentrations 2-3 times greater than the concentration which allowed maximum discrimination between NHS and leukaemia sera.PHA transformation of washed lymphocytes obtained from AML patients before treatment and when receiving induction or consolidation (cytoreductive) chemotherapy was reduced only when cultures contained a high proportion of primitive cells. Even in primitive cell contaminated cultures significant responses to PHA could be measured if conditions were modified to prevent increasing acidity.Reports of reduced in vitro immunological reactions in pretreatment and poor prognosis patients may therefore be due to the presence of primitive cells in culture, and in treated patients to the failure of chemotherapy to reduce the circulating primitive cell count. Serum inhibitory factors may have a significant immunosuppressive effect in vivo, but the accurate assessment of the role of immune mechanisms in AML should attempt the measurement of specific immunity.",PMC2008775,
4511987,NLM,MEDLINE,19730524,20190515,0007-0920 (Print) 0007-0920 (Linking),27,2,1973 Feb,The total N-acetyl neuraminic acid content of human normal and lymphatic leukaemic lymphocytes.,114-9,"['McClelland, D A', 'Bridges, J M']","['McClelland DA', 'Bridges JM']",['eng'],['Journal Article'],England,Br J Cancer,British journal of cancer,0370635,"['0 (Blood Proteins)', '0 (Neoplasm Proteins)', '0 (Neuraminic Acids)']",IM,"['Adult', 'Aged', 'Blood Proteins', 'Erythrocytes/analysis', 'Filtration', 'Humans', 'Leukemia, Lymphoid/*blood', 'Lymphocytes/*analysis', 'Methods', 'Middle Aged', 'Neoplasm Proteins/analysis', 'Neuraminic Acids/*blood']",1973/02/01 00:00,1973/02/01 00:01,['1973/02/01 00:00'],"['1973/02/01 00:00 [pubmed]', '1973/02/01 00:01 [medline]', '1973/02/01 00:00 [entrez]']",ppublish,Br J Cancer. 1973 Feb;27(2):114-9. doi: 10.1038/bjc.1973.15.,,['10.1038/bjc.1973.15 [doi]'],"The total N-acetyl neuraminic acid (NANA) content of lymphocytes, erythrocytes and plasma obtained from normal and lymphatic leukaemic patients was measured by the Warren thiobarbiturate technique. Lymphocytes from patients with chronic lymphatic leukaemia and lymphoblasts from patients with acute leukaemia had decreased levels.",PMC2008849,
4511941,NLM,MEDLINE,19730524,20190619,0003-4819 (Print) 0003-4819 (Linking),78,4,1973 Apr,Sick pets and human leukemia.,605,"['Heath, C W Jr']",['Heath CW Jr'],['eng'],['Journal Article'],United States,Ann Intern Med,Annals of internal medicine,0372351,,IM,"['Adult', 'Age Factors', 'Animals', '*Bird Diseases', 'Birds', '*Cat Diseases', 'Cats', 'Child', '*Disease Reservoirs', '*Dog Diseases', 'Dogs', 'Humans', 'Leukemia/*epidemiology', 'Leukemia, Lymphoid/epidemiology', 'Maryland', 'Minnesota', 'New York', 'Retroviridae', '*Zoonoses']",1973/04/01 00:00,2001/03/28 10:01,['1973/04/01 00:00'],"['1973/04/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1973/04/01 00:00 [entrez]']",ppublish,Ann Intern Med. 1973 Apr;78(4):605. doi: 10.7326/0003-4819-78-4-605.,,['10.7326/0003-4819-78-4-605 [doi]'],,,
4511940,NLM,MEDLINE,19730523,20071115,0028-4793 (Print) 0028-4793 (Linking),288,16,1973 Apr 19,Immunologic aspects of leukemia.,852,"['Weiden, P L']",['Weiden PL'],['eng'],['Journal Article'],United States,N Engl J Med,The New England journal of medicine,0255562,"['0 (Antigens, Neoplasm)']",IM,"['Antigens, Neoplasm', 'Humans', 'Immunity, Cellular', 'Leukemia/*immunology', 'Leukemia, Lymphoid/immunology', 'Leukemia, Myeloid, Acute/immunology', 'Prognosis', 'Remission, Spontaneous', 'Statistics as Topic']",1973/04/19 00:00,1973/04/19 00:01,['1973/04/19 00:00'],"['1973/04/19 00:00 [pubmed]', '1973/04/19 00:01 [medline]', '1973/04/19 00:00 [entrez]']",ppublish,N Engl J Med. 1973 Apr 19;288(16):852. doi: 10.1056/NEJM197304192881616.,,['10.1056/NEJM197304192881616 [doi]'],,,
4511938,NLM,MEDLINE,19730523,20190501,0021-9746 (Print) 0021-9746 (Linking),26,1,1973 Jan,Lysozyme activity and nitroblue-tetrazolium reduction in leukaemic cells.,60-9,"['Catovsky, D', 'Galton, D A']","['Catovsky D', 'Galton DA']",['eng'],['Journal Article'],England,J Clin Pathol,Journal of clinical pathology,0376601,"['0 (Tetrazolium Salts)', 'EC 1.11.1.- (Peroxidases)', 'EC 3.1.- (Esterases)', 'EC 3.2.1.17 (Muramidase)']",IM,"['Cell Differentiation', 'Esterases/metabolism', 'Histocytochemistry', 'Humans', 'Leukemia/*metabolism', 'Leukemia, Monocytic, Acute/enzymology', 'Leukemia, Myeloid/diagnosis/enzymology', 'Leukemia, Myeloid, Acute/enzymology', 'Lymphoma, Non-Hodgkin/enzymology', 'Muramidase/blood/*metabolism', 'Oxidation-Reduction', 'Peroxidases/metabolism', 'Tetrazolium Salts/*metabolism']",1973/01/01 00:00,1973/01/01 00:01,['1973/01/01 00:00'],"['1973/01/01 00:00 [pubmed]', '1973/01/01 00:01 [medline]', '1973/01/01 00:00 [entrez]']",ppublish,J Clin Pathol. 1973 Jan;26(1):60-9. doi: 10.1136/jcp.26.1.60.,,['10.1136/jcp.26.1.60 [doi]'],"The cytochemical methods for lysozyme and nitroblue-tetrazolium reduction have been used to study the blast cells of acute myeloid leukaemia. Both proved useful in characterizing the cases with predominant monocytic differentiation. THE DEMONSTRATION OF LYSOZYME ACTIVITY HELPED TO DEFINE TWO MAIN GROUPS: (a) with predominantly lysozyme-negative cells (myeloblastic-promyelocytic), and (b) with considerable numbers of positive cells (monoblastic-monocytic). In addition this test was also of value in the differentiation of other leukaemic disorders. Reduction of nitroblue-tetrazolium was also a feature of monocytic differentiation. The combination of these two methods with those for myeloperoxidase and non-specific esterase activity contributes to the cytological characterization of acute myeloid leukaemia.",PMC477651,
4511911,NLM,MEDLINE,19730518,20131213,0025-6196 (Print) 0025-6196 (Linking),48,4,1973 Apr,Nonlymphocytic leukemia in childhood.,255-9,"['Burgert, E O Jr', 'Nieri, R L', 'Mills, S D', 'Linman, J W']","['Burgert EO Jr', 'Nieri RL', 'Mills SD', 'Linman JW']",['eng'],['Journal Article'],England,Mayo Clin Proc,Mayo Clinic proceedings,0405543,,IM,"['Adolescent', 'Age Factors', 'Bone Marrow Examination', 'Child', 'Child, Preschool', 'Erythropoiesis', 'Female', 'Hemorrhage/etiology', 'Hepatomegaly/etiology', 'Humans', '*Leukemia, Monocytic, Acute/diagnosis/mortality', '*Leukemia, Myeloid/diagnosis/mortality', '*Leukemia, Myeloid, Acute/diagnosis/mortality', 'Leukocytes', 'Male', 'Monocytes', 'Sex Factors', 'Splenomegaly/etiology']",1973/04/01 00:00,2001/03/28 10:01,['1973/04/01 00:00'],"['1973/04/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1973/04/01 00:00 [entrez]']",ppublish,Mayo Clin Proc. 1973 Apr;48(4):255-9.,,,,,
4511910,NLM,MEDLINE,19730518,20190619,0008-543X (Print) 0008-543X (Linking),31,3,1973 Mar,Acute leukemia complicating metastatic breast cancer.,543-6,"['Davis, H L Jr', 'Prout, M N', 'McKenna, P J', 'Cole, D R', 'Korbitz, B C']","['Davis HL Jr', 'Prout MN', 'McKenna PJ', 'Cole DR', 'Korbitz BC']",['eng'],['Journal Article'],United States,Cancer,Cancer,0374236,"['0 (Antineoplastic Agents)', '18D0SL7309 (Chlorambucil)', '5J49Q6B70F (Vincristine)', '8N3DW7272P (Cyclophosphamide)', '9JU12S4YFY (Fluoxymesterone)', 'U3P01618RT (Fluorouracil)', 'VB0R961HZT (Prednisone)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Adult', 'Antineoplastic Agents/*adverse effects/therapeutic use', 'Breast Neoplasms/*drug therapy/radiotherapy', 'Chlorambucil/adverse effects/therapeutic use', 'Cyclophosphamide/adverse effects/therapeutic use', 'Female', 'Fluorouracil/adverse effects/therapeutic use', 'Fluoxymesterone/adverse effects/therapeutic use', 'Humans', 'Leukemia, Myeloid/*chemically induced', 'Leukemia, Myeloid, Acute/*chemically induced', 'Methotrexate/adverse effects/therapeutic use', 'Middle Aged', 'Neoplasm Metastasis', 'Prednisone/adverse effects/therapeutic use', 'Vincristine/adverse effects/therapeutic use']",1973/03/01 00:00,2001/03/28 10:01,['1973/03/01 00:00'],"['1973/03/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1973/03/01 00:00 [entrez]']",ppublish,Cancer. 1973 Mar;31(3):543-6. doi: 10.1002/1097-0142(197303)31:3<543::aid-cncr2820310308>3.0.co;2-m.,,['10.1002/1097-0142(197303)31:3<543::aid-cncr2820310308>3.0.co;2-m [doi]'],,,
4511909,NLM,MEDLINE,19730518,20190619,0008-543X (Print) 0008-543X (Linking),31,3,1973 Mar,The central nervous system in childhood leukemia. I. The arachnoid.,520-33,"['Price, R A', 'Johnson, W W']","['Price RA', 'Johnson WW']",['eng'],['Journal Article'],United States,Cancer,Cancer,0374236,,IM,"['Adolescent', 'Arachnoid/blood supply/*pathology', 'Autopsy', 'Blood Vessels/pathology', 'Blood-Brain Barrier', 'Brain Neoplasms/*pathology', 'Cerebral Hemorrhage/etiology/pathology', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Infant', 'Leukemia, Lymphoid/complications/*pathology', 'Leukocytes', 'Male', 'Meninges/pathology', 'Microscopy, Electron', 'Nerve Fibers, Myelinated', 'Pia Mater/pathology']",1973/03/01 00:00,1973/03/01 00:01,['1973/03/01 00:00'],"['1973/03/01 00:00 [pubmed]', '1973/03/01 00:01 [medline]', '1973/03/01 00:00 [entrez]']",ppublish,Cancer. 1973 Mar;31(3):520-33. doi: 10.1002/1097-0142(197303)31:3<520::aid-cncr2820310306>3.0.co;2-2.,,['10.1002/1097-0142(197303)31:3<520::aid-cncr2820310306>3.0.co;2-2 [doi]'],,,
