PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,AB,TT,PMC,OID,GN,GR
268588,NLM,MEDLINE,19771014,20190911,0031-5982 (Print) 0031-5982 (Linking),20,4,1977 Summer,On viral infectivity and carcinogenesis.,603-6,"['Theoharides, T C']",['Theoharides TC'],['eng'],['Journal Article'],United States,Perspect Biol Med,Perspectives in biology and medicine,0401132,IM,"['Adult', 'Anemia, Sickle Cell/blood/epidemiology/genetics', 'Burkitt Lymphoma/epidemiology', 'Cell Membrane/immunology', 'Child', 'Erythrocyte Membrane/ultrastructure', 'Erythrocytes, Abnormal/ultrastructure', 'Genes', 'Humans', 'Leukemia, Lymphoid/epidemiology', 'Neoplasms/*etiology/immunology', '*Oncogenic Viruses']",1977/01/01 00:00,1977/01/01 00:01,['1977/01/01 00:00'],"['1977/01/01 00:00 [pubmed]', '1977/01/01 00:01 [medline]', '1977/01/01 00:00 [entrez]']",['10.1353/pbm.1977.0031 [doi]'],ppublish,Perspect Biol Med. 1977 Summer;20(4):603-6. doi: 10.1353/pbm.1977.0031.,,,,,,,
268587,NLM,MEDLINE,19771028,20041117,0030-9311 (Print) 0030-9311 (Linking),17,3-4,1977 Mar-Apr,Thalassemia terminating in erythremic myelosis.,115-23,"['Kurdi, R', 'Rasjid, A', 'Wahidiyat, I']","['Kurdi R', 'Rasjid A', 'Wahidiyat I']",['eng'],"['Case Reports', 'Journal Article']",Indonesia,Paediatr Indones,Paediatrica Indonesiana,0376416,IM,"['Child, Preschool', 'Female', 'Humans', 'Infant', 'Leukemia, Erythroblastic, Acute/*etiology', 'Male', 'Thalassemia/blood/*complications']",1977/03/01 00:00,1977/03/01 00:01,['1977/03/01 00:00'],"['1977/03/01 00:00 [pubmed]', '1977/03/01 00:01 [medline]', '1977/03/01 00:00 [entrez]']",,ppublish,Paediatr Indones. 1977 Mar-Apr;17(3-4):115-23.,,,,,,,
268496,NLM,MEDLINE,19771028,20180215,1660-8151 (Print) 1660-8151 (Linking),19,3,1977,Nephrotoxicity associated with combined gentamicin-amphotericin B therapy.,176-81,"['Churchill, D N', 'Seely, J']","['Churchill DN', 'Seely J']",['eng'],"['Case Reports', 'Journal Article']",Switzerland,Nephron,Nephron,0331777,IM,"['Aged', 'Amphotericin B/*adverse effects', 'Drug Therapy, Combination', 'Female', 'Gentamicins/*adverse effects', 'Humans', 'Kidney/physiopathology', 'Leukemia, Myeloid, Acute/drug therapy', 'Male', 'Middle Aged', 'Nephritis/*etiology']",1977/01/01 00:00,1977/01/01 00:01,['1977/01/01 00:00'],"['1977/01/01 00:00 [pubmed]', '1977/01/01 00:01 [medline]', '1977/01/01 00:00 [entrez]']",['10.1159/000180883 [doi]'],ppublish,Nephron. 1977;19(3):176-81. doi: 10.1159/000180883.,"['0 (Gentamicins)', '7XU7A7DROE (Amphotericin B)']",The administration of a low total dose of amphotericin B to four consecutive patients already receiving gentamicin resulted in a deterioration of renal function in all. No other cause of the renal dysfunction was apparent in three cases. It appears probable that these drugs exhibit synergistic nephrotoxicity.,,,,,
268489,NLM,MEDLINE,19771031,20190617,0028-0836 (Print) 0028-0836 (Linking),268,5619,1977 Aug 4,n-Butyrate causes histone modification in HeLa and Friend erythroleukaemia cells.,462-4,"['Riggs, M G', 'Whittaker, R G', 'Neumann, J R', 'Ingram, V M']","['Riggs MG', 'Whittaker RG', 'Neumann JR', 'Ingram VM']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Nature,Nature,0410462,IM,"['Acetylation', 'Butyrates/*pharmacology', 'Cell Differentiation/drug effects', 'Cell Line', 'Friend murine leukemia virus', 'HeLa Cells', 'Histones/*metabolism', 'Leukemia, Erythroblastic, Acute', 'Neoplasm Proteins/metabolism', 'Time Factors']",1977/08/04 00:00,1977/08/04 00:01,['1977/08/04 00:00'],"['1977/08/04 00:00 [pubmed]', '1977/08/04 00:01 [medline]', '1977/08/04 00:00 [entrez]']",['10.1038/268462a0 [doi]'],ppublish,Nature. 1977 Aug 4;268(5619):462-4. doi: 10.1038/268462a0.,"['0 (Butyrates)', '0 (Histones)', '0 (Neoplasm Proteins)']",,,,,,
268487,NLM,MEDLINE,19771014,20140729,,125,7,1977 Jul,[Juvenile type of chronic myelogenous leukemia in a 3 6/12 year old boy with trisomy 21 mosaicism but no symptoms of Down's syndrome (author's transl)].,740-3,"['Cap, J', 'Izakovic, V', 'Vojtassak, J']","['Cap J', 'Izakovic V', 'Vojtassak J']",['ger'],"['Case Reports', 'English Abstract', 'Journal Article']",Germany,Monatsschr Kinderheilkd,Monatsschrift fur Kinderheilkunde,0400751,IM,"['Blood Cells', 'Bone Marrow Cells', 'Child, Preschool', '*Chromosomes, Human, 21-22 and Y', 'Humans', 'Karyotyping', 'Leukemia, Myeloid/*complications/genetics', 'Male', '*Mosaicism', '*Trisomy']",1977/07/01 00:00,1977/07/01 00:01,['1977/07/01 00:00'],"['1977/07/01 00:00 [pubmed]', '1977/07/01 00:01 [medline]', '1977/07/01 00:00 [entrez]']",,ppublish,Monatsschr Kinderheilkd. 1977 Jul;125(7):740-3.,,"In a 3 6/12 year old boy, with the juvenile type of chronic myelogeneous leukemia cytogenetic examination of bone marrow and blood, performed two months before onset of the acute blastic crisis, showed two cell lines: the first one with a normal karyotype 46, XY and the second one with a trisomic karyotype 47, XY, +21. This finding of a mosaic trisomy 21 in a patient without symptoms of Down's syndrome allow to assume the trisomy cells to be malignant, and the type of mosaicism to be proliferative. This karyologic finding could be taken for an early prognostic, unfavourable sign of the disease. The significance of karyologic examination with exact classification of atypical leukemias is stressed.",Juvenile Form der chronischen myeloischen Leukamie bei einem 3 6/12 jahrigen Knaben mit Mosaikvorkommen der Trisomie 21 ohne Merkmale eines Down-Syndroms.,,,,
268483,NLM,MEDLINE,19771014,20091111,0024-3477 (Print) 0024-3477 (Linking),99,6,1977 Jun,[Electroencephalographic changes in the course of prophylactic irradiation of the central nervous system in children with acute lymphatic leukemia (author's transl)].,369-72,"['Zeskov, P', 'Tiefenbach, A', 'Konja, J']","['Zeskov P', 'Tiefenbach A', 'Konja J']",['hrv'],"['English Abstract', 'Journal Article']",Croatia,Lijec Vjesn,Lijecnicki vjesnik,0074253,IM,"['Brain/*physiopathology', 'Child', 'Child, Preschool', 'Electroencephalography', 'Female', 'Humans', 'Infant', 'Leukemia, Lymphoid/physiopathology/*radiotherapy', 'Male']",1977/06/01 00:00,1977/06/01 00:01,['1977/06/01 00:00'],"['1977/06/01 00:00 [pubmed]', '1977/06/01 00:01 [medline]', '1977/06/01 00:00 [entrez]']",,ppublish,Lijec Vjesn. 1977 Jun;99(6):369-72.,,,Elektroencefalografske promjene u toku profilaktickog zracenja sredisnjeg zivcanog sustava u djece s akutnom limfatickom leukemijom.,,,,
268450,NLM,MEDLINE,19771014,20190711,0023-2173 (Print) 0023-2173 (Linking),55,14,1977 Jul 15,[Clinical significance of cationic proteins of leukocyte lysosomes: cationic leukocyte antigen (CLA) as a marker of blast crisis in chronic myelocytic leukaemia (author's transl)].,685-93,"['Tischendorf, F W', 'Wust, I', 'Tischendorf, M M']","['Tischendorf FW', 'Wust I', 'Tischendorf MM']",['ger'],"['Case Reports', 'English Abstract', 'Journal Article']",Germany,Klin Wochenschr,Klinische Wochenschrift,2985205R,IM,"['Aged', 'Antigens/*analysis', 'Diagnosis, Differential', 'Female', 'Humans', 'Leukemia, Myeloid/*diagnosis/immunology/urine', 'Leukemia, Myeloid, Acute/*diagnosis/immunology/urine', 'Leukocytes/*immunology', 'Lysosomes/immunology', 'Middle Aged', 'Polycythemia Vera/diagnosis', 'Primary Myelofibrosis/diagnosis']",1977/07/15 00:00,1977/07/15 00:01,['1977/07/15 00:00'],"['1977/07/15 00:00 [pubmed]', '1977/07/15 00:01 [medline]', '1977/07/15 00:00 [entrez]']",['10.1007/BF01478835 [doi]'],ppublish,Klin Wochenschr. 1977 Jul 15;55(14):685-93. doi: 10.1007/BF01478835.,['0 (Antigens)'],"Cationic leukocyte antigen (CLA) was estimated in urine of acute and chronic leukaemics using quantitative immuno-precipitation techniques. The studies demonstrated that CLA is a marker of the (myelo-) blast crisis in patients with chronic myelocytic leukaemia (CML). By these studies the value of the determination of CLA for the differential diagnosis of acute myeloblastic leukaemia versus initial (myelo-) blast crisis in CML and the lymphatic leukaemias, respectively, was evident. The terminal blastic transformation in CML was indicated early by an elevation of the urinary CLA-level. The blast-crisis was accompanied by a heavy CLA-uria. The results are documented by demonstration of special studies of characteristic cases and discussed in the light of recent results of immunological and cytochemical findings on the nature of blast crisis in CML.",Klinische Wertigkeit von kationischen lysosomalen Leukozytenproteinen: Bedeutung der immunologischen Bestimmung von Kationischem Leukozytenantigen (CLA) fur die Diagnose der Blastenkrise bei chronischer Myelose.,,,,
268449,NLM,MEDLINE,19771020,20151119,0300-8630 (Print) 0300-8630 (Linking),189,4,1977 Jul,[Hodgkin's disease during remission of acute lymphoblastic leukemia (author's transl)].,292-4,"['Lampert, F', 'Boosen, K']","['Lampert F', 'Boosen K']",['ger'],"['Case Reports', 'English Abstract', 'Journal Article']",Germany,Klin Padiatr,Klinische Padiatrie,0326144,IM,"['Child', 'Cyclophosphamide/therapeutic use', 'Female', 'Hodgkin Disease/*complications/drug therapy/radiotherapy/surgery', 'Humans', 'Leukemia, Lymphoid/*complications', 'Methotrexate/therapeutic use', '*Neoplasms, Multiple Primary', 'Remission, Spontaneous', 'Splenectomy', 'Vincristine/therapeutic use']",1977/07/01 00:00,1977/07/01 00:01,['1977/07/01 00:00'],"['1977/07/01 00:00 [pubmed]', '1977/07/01 00:01 [medline]', '1977/07/01 00:00 [entrez]']",,ppublish,Klin Padiatr. 1977 Jul;189(4):292-4.,"['5J49Q6B70F (Vincristine)', '8N3DW7272P (Cyclophosphamide)', 'YL5FZ2Y5U1 (Methotrexate)']","1 1/2 years after diagnosis of acute lymphoblastic leukemia, Hodgkin's disease, stage IIA of cervical lymphnodes could be verified microscopically in a 7 year old girl in continuous complete remission (of leukemia) and was treated with regional irradiation and combination chemotherapy after exploratory laporotomy with splenectomy. The patient now is off therapy, healthy and without any signs of relapse of the two malignancies.",Morbus Hodgkin in der Remission einer akuten lymphoblastischen Leukamie.,,,,
268448,NLM,MEDLINE,19771031,20131121,0023-2165 (Print) 0023-2165 (Linking),170,6,1977 Jun,[Degenerative retinal conditions after treatment with Busulfan during pregnancy (author's transl)].,818-20,"['Saraux, H', 'Lefrancois, A']","['Saraux H', 'Lefrancois A']",['ger'],"['English Abstract', 'Journal Article']",Germany,Klin Monbl Augenheilkd,Klinische Monatsblatter fur Augenheilkunde,0014133,IM,"['Adult', 'Busulfan/*adverse effects/therapeutic use', 'Child, Preschool', 'Female', 'Humans', 'Leukemia, Myeloid/*drug therapy', 'Maternal-Fetal Exchange/drug effects', 'Pregnancy', 'Pregnancy Complications, Hematologic/*drug therapy', 'Retinal Degeneration/*chemically induced/congenital']",1977/06/01 00:00,1977/06/01 00:01,['1977/06/01 00:00'],"['1977/06/01 00:00 [pubmed]', '1977/06/01 00:01 [medline]', '1977/06/01 00:00 [entrez]']",,ppublish,Klin Monbl Augenheilkd. 1977 Jun;170(6):818-20.,['G1LN9045DK (Busulfan)'],A patient with chronic granulocytic leukemia was treated with Busulfan for the three last months of pregnancy. The infant appeared normal except for an atypical tapetoretinal degeneration. We studied the other cases in the literature. All pregnancies produced an apparently normal infant although three infants were small. The case of Diamond had microphthalmia. We conclude that Busulfan is perhaps toxic to fetal retina.,Degenerative Netzhauterkrankungen nach Behandlung der Mutter mit Busulfan wahrend der Schwangerschaft.,,,,
268424,NLM,MEDLINE,19771020,20190630,0022-3476 (Print) 0022-3476 (Linking),91,3,1977 Sep,Preleukemic phase in childhood acute lymphoblastic leukemia.,507-8,"['Toledano, S R']",['Toledano SR'],['eng'],"['Case Reports', 'Letter']",United States,J Pediatr,The Journal of pediatrics,0375410,IM,"['Acute Disease', 'Humans', 'Infant', 'Leukemia, Lymphoid/*diagnosis', 'Male', '*Preleukemia']",1977/09/01 00:00,1977/09/01 00:01,['1977/09/01 00:00'],"['1977/09/01 00:00 [pubmed]', '1977/09/01 00:01 [medline]', '1977/09/01 00:00 [entrez]']","['S0022-3476(77)81340-1 [pii]', '10.1016/s0022-3476(77)81340-1 [doi]']",ppublish,J Pediatr. 1977 Sep;91(3):507-8. doi: 10.1016/s0022-3476(77)81340-1.,,,,,,,
268381,NLM,MEDLINE,19771028,20041117,0022-1767 (Print) 0022-1767 (Linking),119,3,1977 Sep,Paul-Bunnell antigen in lymphoma and leukemia spleens.,945-9,"['Kano, K', 'Fjelde, A', 'Milgrom, F']","['Kano K', 'Fjelde A', 'Milgrom F']",['eng'],['Journal Article'],United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,IM,"['Agglutination Tests', 'Antibody Specificity', '*Antigens', 'Hodgkin Disease/immunology', 'Humans', 'Immune Sera/pharmacology', 'Infectious Mononucleosis/*immunology', 'Leukemia/*immunology', 'Leukemia, Myeloid/immunology', 'Lymphoma/*immunology', 'Spleen/*immunology']",1977/09/01 00:00,1977/09/01 00:01,['1977/09/01 00:00'],"['1977/09/01 00:00 [pubmed]', '1977/09/01 00:01 [medline]', '1977/09/01 00:00 [entrez]']",,ppublish,J Immunol. 1977 Sep;119(3):945-9.,"['0 (Antigens)', '0 (Immune Sera)']","Lymphoid cells obtained from spleens of patients with lymphomas or leukemias were studied for the presence of heterophile (Paul-Bunnell (P-B)) antigen. A mixed agglutination (MA) test was established utilizing monolayers of cells attached to poly-L-lysine-coated wells of plastic U plates. After incubation of the monolayers with infectious mononeucleosis (IM) sera, indicator cells, sheep, or trypsinized bovine erythrocytes were added. The results were assessed according to sedimentation patterns of the indicator cells on the monolayers. Positive MA reactions were shown to be due to specific binding of P-B antibodies to the corresponding antigens on the spleen cells. Positive results were obtained with 15 of 37 spleens from patients with Hodgkin's disease, 5 of 8 lymphoma spleens, 4 of 15 chronic myelocytic leukemia spleens and 2 of 4 chronic lymphocytic leukemia spleens. Only 2 of 25 spleens from patients with various other diseases and 1 of 26 apparently normal thymus specimens gave positive results. This study confirmed demonstration of P-B antigen in lymphoma and leukemia by means of absorption experiments, which was reported previously.",,,,,
268330,NLM,MEDLINE,19771028,20181113,0021-9738 (Print) 0021-9738 (Linking),60,4,1977 Oct,Clinical relevance of circulating immune complexes in human leukemia. Association in acute leukemia of the presence of immune complexes with unfavorable prognosis.,874-84,"['Carpentier, N A', 'Lange, G T', 'Fiere, D M', 'Fournie, G J', 'Lambert, P H', 'Miescher, P A']","['Carpentier NA', 'Lange GT', 'Fiere DM', 'Fournie GJ', 'Lambert PH', 'Miescher PA']",['eng'],['Journal Article'],United States,J Clin Invest,The Journal of clinical investigation,7802877,IM,"['Adolescent', 'Adult', 'Age Factors', 'Aged', '*Antigen-Antibody Complex', 'Cell Line', 'Child', 'Complement C1/metabolism', 'Female', 'HLA Antigens', 'Humans', 'Immunoglobulin G/analysis', 'Isoantibodies/analysis', 'Leukemia/*immunology/pathology', 'Leukemia, Lymphoid/immunology', 'Leukemia, Myeloid/immunology', 'Leukemia, Myeloid, Acute/immunology', 'Male', 'Middle Aged', 'Molecular Weight', 'Prognosis']",1977/10/01 00:00,1977/10/01 00:01,['1977/10/01 00:00'],"['1977/10/01 00:00 [pubmed]', '1977/10/01 00:01 [medline]', '1977/10/01 00:00 [entrez]']",['10.1172/JCI108842 [doi]'],ppublish,J Clin Invest. 1977 Oct;60(4):874-84. doi: 10.1172/JCI108842.,"['0 (Antigen-Antibody Complex)', '0 (Complement C1)', '0 (HLA Antigens)', '0 (Immunoglobulin G)', '0 (Isoantibodies)']","The occurrence of circulating immune complexes was investigated in 467 serum samples from 230 leukemia patients using the [(125)I]Clq-binding test. There was an increased serum [(125)I]Clq-binding activity in 40% of patients with acute myeloid leukemia, 23% with acute lymphatic leukemia, 46% in blastic crisis of chronic myeloid leukemia, 12% with chronic lymphatic leukemia, and 13% with chronic myeloid leukemia. In 48 patients, serum was also tested for soluble immune complexes by the Raji cell radioassay; the correlation between results of the two tests was significant. The Clq-binding material had properties identical with those of immune complexes. It sedimented as 14-28s material on sucrose density gradient. It contained IgG which could be dissociated at acid pH. Its Clq-binding properties could be removed after passage through anti-IgG immuno-absorbant or after a mild reduction-alkylation treatment, but were not sensitive to deoxyribonuclease treatment. Circulating immune complexes were found most commonly during the blastic stage of leukemia.Remission took place in 75.4% of patients with no detectable circulating immune complexes at the onset of acute leukemia, but in only 32.7% of those with detected complexes during this period. Median survival times of the former group of patients were more than 18 mo in acute myeloid leukemia and acute lymphatic leukemia and more than 8(1/2) mo in blastic crisis of chronic myeloid leukemia. The corresponding median survival times in the latter patient group were 64, 135, and 90 days. These findings were unrelated to prognostic features already known.",,PMC372436,,,
268329,NLM,MEDLINE,19771020,20161123,0008-2902 (Print) 0008-2902 (Linking),28,3,1977 Sep,Renal aspergillosis: a report of two cases.,214-6,"['Myerson, D A', 'Rosenfield, A T']","['Myerson DA', 'Rosenfield AT']",['eng'],"['Case Reports', 'Journal Article']",Canada,J Can Assoc Radiol,Journal of the Canadian Association of Radiologists,7505589,IM,"['Aspergillosis/complications/*diagnostic imaging', 'Child', 'Granulomatous Disease, Chronic/complications', 'Humans', 'Kidney Diseases/complications/*diagnostic imaging', 'Leukemia, Myeloid/complications', 'Male', 'Middle Aged', 'Radiography']",1977/09/01 00:00,1977/09/01 00:01,['1977/09/01 00:00'],"['1977/09/01 00:00 [pubmed]', '1977/09/01 00:01 [medline]', '1977/09/01 00:00 [entrez]']",,ppublish,J Can Assoc Radiol. 1977 Sep;28(3):214-6.,,"Two cases of opportunistic aspergillosis of the kidney are presented. One patient, a child with unsuspected chronic granulomatous disease of childhood, presented with a renal mass which proved to be an abscess secondary to aspergillosis. The other patient, a terminal leukemic, had a renal vein thrombosis secondary to invasion of the renal vein by aspergillosis. Aspergillosis and other fungal diseases of the kidney should be considered in debilitated patients with an abnormal urogram.",,,,,
