PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AID,TT,PMC,AB,LID,OID
5232094,NLM,MEDLINE,19671031,20041117,0047-1860 (Print) 0047-1860 (Linking),15,1,1967 Jan,[Reversed clinocopathological conference. Comparison of morphology and function].,60-3,"['Yoneyama, T']",['Yoneyama T'],['jpn'],"['Case Reports', 'Journal Article']",Japan,Rinsho Byori,Rinsho byori. The Japanese journal of clinical pathology,2984781R,,IM,"['Adult', 'Aspergillosis/*pathology', 'Brain Diseases/*pathology', 'Chronic Disease', 'Humans', 'Leukemia, Myeloid/*pathology', 'Male', 'Pneumonia/pathology']",1967/01/01 00:00,1967/01/01 00:01,['1967/01/01 00:00'],"['1967/01/01 00:00 [pubmed]', '1967/01/01 00:01 [medline]', '1967/01/01 00:00 [entrez]']",ppublish,Rinsho Byori. 1967 Jan;15(1):60-3.,,,,,,
5232093,NLM,MEDLINE,19671031,20041117,0047-1860 (Print) 0047-1860 (Linking),15,1,1967 Jan,[Case analysis based on laboratory data].,51-6,"['Terada, H']",['Terada H'],['jpn'],"['Case Reports', 'Journal Article']",Japan,Rinsho Byori,Rinsho byori. The Japanese journal of clinical pathology,2984781R,,IM,"['Adult', 'Brain Diseases/complications', 'Chronic Disease', 'Humans', 'Leukemia, Myeloid/*diagnosis', 'Male', 'Mycoses/complications']",1967/01/01 00:00,1967/01/01 00:01,['1967/01/01 00:00'],"['1967/01/01 00:00 [pubmed]', '1967/01/01 00:01 [medline]', '1967/01/01 00:00 [entrez]']",ppublish,Rinsho Byori. 1967 Jan;15(1):51-6.,,,,,,
5232082,NLM,MEDLINE,19671031,20190825,0021-1265 (Print) 0021-1265 (Linking),6,493,1967 Jan,The pre-leukaemic state.,31-7,"['Hunter, J', 'Nelson, M G', 'Otridge, B W']","['Hunter J', 'Nelson MG', 'Otridge BW']",['eng'],['Journal Article'],Ireland,Ir J Med Sci,Irish journal of medical science,7806864,,IM,"['Adult', 'Female', 'Hematologic Diseases/*complications', 'Humans', 'Leukemia, Myeloid, Acute/*etiology', 'Male', 'Middle Aged']",1967/01/01 00:00,1967/01/01 00:01,['1967/01/01 00:00'],"['1967/01/01 00:00 [pubmed]', '1967/01/01 00:01 [medline]', '1967/01/01 00:00 [entrez]']",ppublish,Ir J Med Sci. 1967 Jan;6(493):31-7. doi: 10.1007/BF02952000.,['10.1007/BF02952000 [doi]'],,,,,
5232074,NLM,MEDLINE,19671031,20190501,0007-1447 (Print) 0007-1447 (Linking),3,5568,1967 Sep 23,Leukaemia in Lewisham (1957-63).,759-60,"['Lock, S P', 'Merrington, M']","['Lock SP', 'Merrington M']",['eng'],['Journal Article'],England,Br Med J,British medical journal,0372673,,IM,"['Adolescent', 'Adult', 'Aged', 'Child', 'Child, Preschool', 'Humans', 'Leukemia/*epidemiology', 'Leukemia, Lymphoid/*epidemiology', 'Leukemia, Myeloid/*epidemiology', 'Leukemia, Myeloid, Acute/*epidemiology', 'London', 'Middle Aged']",1967/09/23 00:00,1967/09/23 00:01,['1967/09/23 00:00'],"['1967/09/23 00:00 [pubmed]', '1967/09/23 00:01 [medline]', '1967/09/23 00:00 [entrez]']",ppublish,Br Med J. 1967 Sep 23;3(5568):759-60. doi: 10.1136/bmj.3.5568.759.,['10.1136/bmj.3.5568.759 [doi]'],,PMC1843265,,,
5232073,NLM,MEDLINE,19671031,20190501,0007-1447 (Print) 0007-1447 (Linking),3,5568,1967 Sep 23,Childhood leukaemia in greater London: a search for evidence of clustering.,755-8,"['Till, M M', 'Hardisty, R M', 'Pike, M C', 'Doll, R']","['Till MM', 'Hardisty RM', 'Pike MC', 'Doll R']",['eng'],['Journal Article'],England,Br Med J,British medical journal,0372673,,IM,"['Child', 'Child, Preschool', 'Female', 'Health Surveys', 'Humans', 'Infant', 'Infant, Newborn', 'Leukemia, Lymphoid/*epidemiology', 'Leukemia, Myeloid/*epidemiology', 'Leukemia, Myeloid, Acute/*epidemiology', 'London', 'Male']",1967/09/23 00:00,1967/09/23 00:01,['1967/09/23 00:00'],"['1967/09/23 00:00 [pubmed]', '1967/09/23 00:01 [medline]', '1967/09/23 00:00 [entrez]']",ppublish,Br Med J. 1967 Sep 23;3(5568):755-8. doi: 10.1136/bmj.3.5568.755.,['10.1136/bmj.3.5568.755 [doi]'],,PMC1843255,,,
5232027,NLM,MEDLINE,19671031,20190820,0001-656X (Print) 0001-656X (Linking),56,4,1967 Jul,Myelofibrosis and myeloid leukaemia.,424-9,"['Krasilnikoff, P A']",['Krasilnikoff PA'],['eng'],['Journal Article'],Sweden,Acta Paediatr Scand,Acta paediatrica Scandinavica,0000211,"['6PG9VR430D (Nandrolone)', 'VB0R961HZT (Prednisone)']",IM,"['Anemia/etiology', 'Biopsy', 'Blood Transfusion', 'Child, Preschool', 'Erythrocyte Count', 'Hepatomegaly/etiology', 'Humans', 'Leukemia, Myeloid/*etiology/pathology/therapy', 'Leukocyte Count', 'Male', 'Nandrolone/therapeutic use', 'Prednisone/therapeutic use', 'Primary Myelofibrosis/*complications/pathology/therapy', 'Splenomegaly/etiology', 'Thrombocytopenia/etiology']",1967/07/01 00:00,1967/07/01 00:01,['1967/07/01 00:00'],"['1967/07/01 00:00 [pubmed]', '1967/07/01 00:01 [medline]', '1967/07/01 00:00 [entrez]']",ppublish,Acta Paediatr Scand. 1967 Jul;56(4):424-9. doi: 10.1111/j.1651-2227.1967.tb15401.x.,['10.1111/j.1651-2227.1967.tb15401.x [doi]'],,,,,
5232026,NLM,MEDLINE,19671031,20071115,0001-6101 (Print) 0001-6101 (Linking),182,2,1967 Aug,Chromosome studies in acute leukaemia. II. A comparison between the chromosome patterns of bone marrow cells and cells from the peripheral blood.,157-65,"['Jenzen, M K']",['Jenzen MK'],['eng'],['Journal Article'],Sweden,Acta Med Scand,Acta medica Scandinavica,0370330,['0 (Lectins)'],IM,"['Adult', 'Aged', 'Cell Division/drug effects', 'Female', 'Humans', '*Karyotyping', 'Lectins/pharmacology', 'Leukemia/*genetics', 'Leukemia, Lymphoid/pathology', 'Leukemia, Myeloid/pathology', 'Leukemia, Myeloid, Acute/pathology', 'Lymphocytes/drug effects', 'Male', 'Middle Aged']",1967/08/01 00:00,1967/08/01 00:01,['1967/08/01 00:00'],"['1967/08/01 00:00 [pubmed]', '1967/08/01 00:01 [medline]', '1967/08/01 00:00 [entrez]']",ppublish,Acta Med Scand. 1967 Aug;182(2):157-65.,,,,,,
5231998,NLM,MEDLINE,19671031,20110726,0048-0428 (Print) 0048-0428 (Linking),26,7,1966 Oct,[Retrospective survey on medical irradiation and leukemogenesis in Japan].,882-90,"['Kitabatake, T']",['Kitabatake T'],['jpn'],['Journal Article'],Japan,Nihon Igaku Hoshasen Gakkai Zasshi,Nihon Igaku Hoshasen Gakkai zasshi. Nippon acta radiologica,0413544,,IM,"['Adolescent', 'Adult', 'Aged', 'Child', 'Child, Preschool', 'Female', 'Fluoroscopy/*adverse effects', 'Humans', 'Infant', 'Japan', 'Leukemia, Radiation-Induced/*epidemiology', 'Male', 'Middle Aged', 'Radiotherapy/*adverse effects', 'Retrospective Studies']",1966/10/01 00:00,1966/10/01 00:01,['1966/10/01 00:00'],"['1966/10/01 00:00 [pubmed]', '1966/10/01 00:01 [medline]', '1966/10/01 00:00 [entrez]']",ppublish,Nihon Igaku Hoshasen Gakkai Zasshi. 1966 Oct;26(7):882-90.,,,,,,
5231979,NLM,MEDLINE,19671031,20071115,0019-5189 (Print) 0019-5189 (Linking),4,4,1966 Oct,Experimental transmission of leukemia in a new strain of Indian laboratory mouse.,196-201,"['Nadkarni, J S', 'Sukhatankar, J V', 'Fernandes, G']","['Nadkarni JS', 'Sukhatankar JV', 'Fernandes G']",['eng'],['Journal Article'],India,Indian J Exp Biol,Indian journal of experimental biology,0233411,,IM,"['Animals', 'Female', 'Leukemia, Experimental/*pathology', 'Leukemia, Lymphoid/pathology', 'Male', 'Mice', '*Neoplasm Transplantation']",1966/10/01 00:00,1966/10/01 00:01,['1966/10/01 00:00'],"['1966/10/01 00:00 [pubmed]', '1966/10/01 00:01 [medline]', '1966/10/01 00:00 [entrez]']",ppublish,Indian J Exp Biol. 1966 Oct;4(4):196-201.,,,,,,
5231971,NLM,MEDLINE,19671030,20171116,0494-2736 (Print) 0494-2736 (Linking),32,10,1966 Oct,[Di Guglielmo syndrome].,561-74,"['Tangun, Y', 'Kalkay, N', 'Inceman, S']","['Tangun Y', 'Kalkay N', 'Inceman S']",['tur'],['Journal Article'],Turkey,Turk Tip Cemiy Mecm,Turk Tip Cemiyeti mecmuasi,7600196,"['9PHQ9Y1OLM (Prednisolone)', 'E7WED276I5 (Mercaptopurine)']",IM,"['Adult', 'Anemia, Hemolytic/diagnosis', 'Diagnosis, Differential', 'Female', 'Humans', 'Leukemia, Erythroblastic, Acute/*diagnosis/drug therapy', 'Leukemia, Myeloid, Acute/diagnosis', 'Male', 'Mercaptopurine/therapeutic use', 'Middle Aged', 'Prednisolone/therapeutic use']",1966/10/01 00:00,1966/10/01 00:01,['1966/10/01 00:00'],"['1966/10/01 00:00 [pubmed]', '1966/10/01 00:01 [medline]', '1966/10/01 00:00 [entrez]']",ppublish,Turk Tip Cemiy Mecm. 1966 Oct;32(10):561-74.,,Di guglielmo sendromu.,,,,
5231963,NLM,MEDLINE,19671030,20150603,0031-3114 (Print) 0031-3114 (Linking),17,4,1966 Oct-Dec,[A case of paramyeloblastic leukemia accompanied by tuberculous septicemia (sepsis tuberculosa acutissima)].,551-6,"['Gajewski, J', 'Mdzewski, B', 'Krawczynski, K']","['Gajewski J', 'Mdzewski B', 'Krawczynski K']",['pol'],"['Case Reports', 'Journal Article']",Poland,Patol Pol,Patologia polska,0404244,,IM,"['Adult', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*complications', 'Sepsis/*complications', 'Tuberculosis/*complications']",1966/10/01 00:00,1966/10/01 00:01,['1966/10/01 00:00'],"['1966/10/01 00:00 [pubmed]', '1966/10/01 00:01 [medline]', '1966/10/01 00:00 [entrez]']",ppublish,Patol Pol. 1966 Oct-Dec;17(4):551-6.,,Przypadek bialaczki parameiloblastycznej z towarzyszaca posocznica gruzlicza (sepsis tuberculosa acutissima),,,,
5231961,NLM,MEDLINE,19671030,20071115,0031-3114 (Print) 0031-3114 (Linking),17,4,1966 Oct-Dec,[Pathomorphology of leukemias in pigs].,483-98,"['Szuperski, T']",['Szuperski T'],['pol'],['Journal Article'],Poland,Patol Pol,Patologia polska,0404244,,IM,"['Animals', 'Hematopoietic System/pathology', 'Leukemia, Lymphoid/*veterinary', 'Leukemia, Myeloid, Acute/*pathology/*veterinary', 'Swine']",1966/10/01 00:00,1966/10/01 00:01,['1966/10/01 00:00'],"['1966/10/01 00:00 [pubmed]', '1966/10/01 00:01 [medline]', '1966/10/01 00:00 [entrez]']",ppublish,Patol Pol. 1966 Oct-Dec;17(4):483-98.,,Patomorfologia bialaczek u swin.,,,,
5231949,NLM,MEDLINE,19671030,20071115,0375-877X (Print) 0375-877X (Linking),7,9,1966 Oct,[The clinical signs of acute leukemia in adults].,553-5,"['Herbeuval, R', 'Guerci, O']","['Herbeuval R', 'Guerci O']",['fre'],['Journal Article'],France,Cah Coll Med Hop Paris,Les Cahiers du College de medecine des hopitaux de Paris,7503474,,IM,"['Adult', 'Humans', 'Leukemia, Lymphoid/*diagnosis', 'Leukemia, Myeloid, Acute/*diagnosis']",1966/10/01 00:00,1966/10/01 00:01,['1966/10/01 00:00'],"['1966/10/01 00:00 [pubmed]', '1966/10/01 00:01 [medline]', '1966/10/01 00:00 [entrez]']",ppublish,Cah Coll Med Hop Paris. 1966 Oct;7(9):553-5.,,Les signes cliniques des leucoses aigues de l'adulte.,,,,
5231906,NLM,MEDLINE,19671022,20190627,0002-9343 (Print) 0002-9343 (Linking),43,3,1967 Sep,Monocytosis in chlorpromazine-associated agranulocytosis. Ter mination in acute leukemia.,471-6,"['Cassileth, P A']",['Cassileth PA'],['eng'],['Journal Article'],United States,Am J Med,The American journal of medicine,0267200,['U42B7VYA4P (Chlorpromazine)'],IM,"['Agranulocytosis/*chemically induced', 'Bone Marrow/pathology', 'Bone Marrow Cells', 'Chlorpromazine/*adverse effects', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*etiology', 'Middle Aged', '*Monocytes']",1967/09/01 00:00,1967/09/01 00:01,['1967/09/01 00:00'],"['1967/09/01 00:00 [pubmed]', '1967/09/01 00:01 [medline]', '1967/09/01 00:00 [entrez]']",ppublish,Am J Med. 1967 Sep;43(3):471-6. doi: 10.1016/0002-9343(67)90200-8.,"['0002-9343(67)90200-8 [pii]', '10.1016/0002-9343(67)90200-8 [doi]']",,,,,
5231868,NLM,MEDLINE,19671022,20190620,0008-543X (Print) 0008-543X (Linking),20,9,1967 Sep,Addition of local radiation after bone marrow remission in acute leukemia in children.,1403-4,"['Sharp, H L', 'Nesbit, M E', ""D'Angio, G J"", 'Krivit, W']","['Sharp HL', 'Nesbit ME', ""D'Angio GJ"", 'Krivit W']",['eng'],['Journal Article'],United States,Cancer,Cancer,0374236,['0 (Cobalt Isotopes)'],IM,"['Bone Marrow/pathology', 'Central Nervous System/*pathology', 'Child', 'Child, Preschool', 'Cobalt Isotopes/therapeutic use', 'Humans', 'Kidney/*pathology', 'Leukemia, Lymphoid/*radiotherapy', 'Liver/*pathology', 'Radioisotope Teletherapy']",1967/09/01 00:00,1967/09/01 00:01,['1967/09/01 00:00'],"['1967/09/01 00:00 [pubmed]', '1967/09/01 00:01 [medline]', '1967/09/01 00:00 [entrez]']",ppublish,Cancer. 1967 Sep;20(9):1403-4. doi: 10.1002/1097-0142(196709)20:9<1403::aid-cncr2820200906>3.0.co;2-k.,['10.1002/1097-0142(196709)20:9<1403::aid-cncr2820200906>3.0.co;2-k [doi]'],,,,,
5231867,NLM,MEDLINE,19671022,20190501,0007-1447 (Print) 0007-1447 (Linking),3,5566,1967 Sep 9,Achondroplasia and leukaemia.,680,"['Fraumeni, J F Jr', 'Manning, M D']","['Fraumeni JF Jr', 'Manning MD']",['eng'],"['Case Reports', 'Journal Article']",England,Br Med J,British medical journal,0372673,,IM,"['Achondroplasia/*complications', 'Child, Preschool', 'Chromosome Aberrations', 'Chromosome Disorders', 'Humans', '*Leukemia, Lymphoid', 'Male']",1967/09/09 00:00,2001/03/28 10:01,['1967/09/09 00:00'],"['1967/09/09 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1967/09/09 00:00 [entrez]']",ppublish,Br Med J. 1967 Sep 9;3(5566):680. doi: 10.1136/bmj.3.5566.680.,['10.1136/bmj.3.5566.680 [doi]'],,PMC1842948,,,
5231845,NLM,MEDLINE,19671022,20131121,0003-9926 (Print) 0003-9926 (Linking),120,3,1967 Sep,The effect of splenectomy in chronic granulocytic leukemia. Report of a case.,356-60,"['Cutting, H O']",['Cutting HO'],['eng'],"['Case Reports', 'Journal Article']",United States,Arch Intern Med,Archives of internal medicine,0372440,['VB0R961HZT (Prednisone)'],IM,"['Adult', 'Blood Transfusion', 'Diagnosis, Differential', 'Hemoglobinometry', 'Humans', 'Leukemia, Myeloid/diagnosis/*surgery', 'Leukocyte Count', 'Male', 'Prednisone/therapeutic use', '*Splenectomy']",1967/09/01 00:00,1967/09/01 00:01,['1967/09/01 00:00'],"['1967/09/01 00:00 [pubmed]', '1967/09/01 00:01 [medline]', '1967/09/01 00:00 [entrez]']",ppublish,Arch Intern Med. 1967 Sep;120(3):356-60.,,,,,,
5231844,NLM,MEDLINE,19671022,20171116,0003-9926 (Print) 0003-9926 (Linking),120,3,1967 Sep,Systemic lupus erythematosus and acute myeloblastic leukemia. Report of their coexistence and a survey of possible associating features.,345-8,"['Deaton, J G', 'Levin, W C']","['Deaton JG', 'Levin WC']",['eng'],"['Case Reports', 'Journal Article']",United States,Arch Intern Med,Archives of internal medicine,0372440,"['66974FR9Q1 (Chloramphenicol)', 'E7WED276I5 (Mercaptopurine)', 'VB0R961HZT (Prednisone)']",IM,"['Bone Marrow/pathology', 'Chloramphenicol/therapeutic use', 'Female', 'Hematocrit', 'Hemoglobinometry', 'Humans', 'Leukemia, Myeloid, Acute/*etiology', 'Leukocyte Count', 'Leukopenia/complications', 'Lupus Erythematosus, Systemic/*complications', 'Mercaptopurine/therapeutic use', 'Middle Aged', 'Pneumonia/complications', 'Prednisone/therapeutic use']",1967/09/01 00:00,1967/09/01 00:01,['1967/09/01 00:00'],"['1967/09/01 00:00 [pubmed]', '1967/09/01 00:01 [medline]', '1967/09/01 00:00 [entrez]']",ppublish,Arch Intern Med. 1967 Sep;120(3):345-8.,,,,,,
5231843,NLM,MEDLINE,19671022,20131121,0003-9926 (Print) 0003-9926 (Linking),120,3,1967 Sep,"Autoimmune hemolytic anemia, acute leukemia, and carcinoma of the lung. Sodium phosphate P 32 treatment of polycythemia vera.",341-4,"['Holland, P V', 'Menken, M', 'Berlin, N I']","['Holland PV', 'Menken M', 'Berlin NI']",['eng'],"['Case Reports', 'Journal Article']",United States,Arch Intern Med,Archives of internal medicine,0372440,"['0 (Phosphates)', '0 (Phosphorus Isotopes)', '9NEZ333N27 (Sodium)', 'VB0R961HZT (Prednisone)']",IM,"['Adenocarcinoma/*etiology', 'Anemia, Hemolytic/etiology', 'Anemia, Hemolytic, Autoimmune/*etiology', 'Coombs Test', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*etiology', 'Leukocyte Count', 'Lung Neoplasms/*etiology', 'Middle Aged', 'Phosphates', 'Phosphorus Isotopes/*adverse effects', 'Polycythemia Vera/radiotherapy', 'Prednisone/therapeutic use', 'Sodium']",1967/09/01 00:00,1967/09/01 00:01,['1967/09/01 00:00'],"['1967/09/01 00:00 [pubmed]', '1967/09/01 00:01 [medline]', '1967/09/01 00:00 [entrez]']",ppublish,Arch Intern Med. 1967 Sep;120(3):341-4.,,,,,,
5231842,NLM,MEDLINE,19671022,20041117,0003-9926 (Print) 0003-9926 (Linking),120,3,1967 Sep,Cytogenetic studies in blastic crisis of chronic myelocytic leukemia.,315-20,"['Goh, K']",['Goh K'],['eng'],['Journal Article'],United States,Arch Intern Med,Archives of internal medicine,0372440,,IM,"['Adult', 'Aged', 'Chromosome Aberrations', 'Chromosome Disorders', 'Cytogenetics', 'Female', 'Hematocrit', 'Humans', '*Karyotyping', '*Leukemia, Myeloid', 'Leukocyte Count', 'Male', 'Middle Aged']",1967/09/01 00:00,1967/09/01 00:01,['1967/09/01 00:00'],"['1967/09/01 00:00 [pubmed]', '1967/09/01 00:01 [medline]', '1967/09/01 00:00 [entrez]']",ppublish,Arch Intern Med. 1967 Sep;120(3):315-20.,,,,,,
5231835,NLM,MEDLINE,19671022,20071115,0032-2938 (Print) 0032-2938 (Linking),6,3,1967,Gamma-glutamyl-transpeptidase activity of human leukocytes.,636-9,"['Kotlarek-Haus, S']",['Kotlarek-Haus S'],['eng'],['Journal Article'],Poland,Pol Med J,Polish medical journal,0376721,['EC 2.6.1.- (Transaminases)'],IM,"['Animals', 'Guinea Pigs', 'Hematologic Diseases/*blood', 'Humans', 'Leukemia/*blood', 'Leukemia, Lymphoid/blood', 'Leukemia, Myeloid/blood', 'Leukemoid Reaction/blood', 'Leukocytes/*enzymology', 'Leukocytosis/blood', 'Sheep', 'Transaminases/*blood']",1967/01/01 00:00,1967/01/01 00:01,['1967/01/01 00:00'],"['1967/01/01 00:00 [pubmed]', '1967/01/01 00:01 [medline]', '1967/01/01 00:00 [entrez]']",ppublish,Pol Med J. 1967;6(3):636-9.,,,,,,
5231825,NLM,MEDLINE,19671022,20041117,0043-5147 (Print) 0043-5147 (Linking),19,18,1966 Sep 15,[Remission in severe chronic myeloid leukemia after cytostatic treatment].,1453-6,"['Bross, W', 'Olejak, B', 'Bross, T']","['Bross W', 'Olejak B', 'Bross T']",['pol'],"['Case Reports', 'Journal Article']",Poland,Wiad Lek,"Wiadomosci lekarskie (Warsaw, Poland : 1960)",9705467,,IM,"['Humans', 'Leukemia, Myeloid/*drug therapy', 'Male', 'Middle Aged', '*Phytotherapy', '*Plants, Medicinal', '*Plants, Toxic', 'Podophyllum/*therapeutic use']",1966/09/15 00:00,1966/09/15 00:01,['1966/09/15 00:00'],"['1966/09/15 00:00 [pubmed]', '1966/09/15 00:01 [medline]', '1966/09/15 00:00 [entrez]']",ppublish,Wiad Lek. 1966 Sep 15;19(18):1453-6.,,Remisja w ciezkiej przewleklej szpikowicy po leczeniu cytostatycznym.,,,,
5231824,NLM,MEDLINE,19671022,20041117,0031-3939 (Print) 0031-3939 (Linking),41,9,1966 Sep,[Chronic granulocytic leukemia preceeded by longterm malnutrition].,1083-6,"['Halikowski, B', 'Armata, J', 'Garwicz, S']","['Halikowski B', 'Armata J', 'Garwicz S']",['pol'],"['Case Reports', 'Journal Article']",Poland,Pediatr Pol,Pediatria polska,2985039R,,IM,"['Child', 'Humans', 'Leukemia, Myeloid/*etiology', 'Male', 'Nutrition Disorders/*complications']",1966/09/01 00:00,1966/09/01 00:01,['1966/09/01 00:00'],"['1966/09/01 00:00 [pubmed]', '1966/09/01 00:01 [medline]', '1966/09/01 00:00 [entrez]']",ppublish,Pediatr Pol. 1966 Sep;41(9):1083-6.,,Bialaczka granulocytowa przewlekla poprzedzona dlugotrwalym niedoborem pokarmowym.,,,,
5231823,NLM,MEDLINE,19671022,20041117,0031-3939 (Print) 0031-3939 (Linking),41,9,1966 Sep,[Our observations on erythroleukemia in children].,1030-5,"['Sroczynska, M']",['Sroczynska M'],['pol'],"['Case Reports', 'Journal Article']",Poland,Pediatr Pol,Pediatria polska,2985039R,,IM,"['Adolescent', 'Child, Preschool', 'Female', 'Humans', 'Leukemia, Erythroblastic, Acute/*diagnosis', 'Male']",1966/09/01 00:00,1966/09/01 00:01,['1966/09/01 00:00'],"['1966/09/01 00:00 [pubmed]', '1966/09/01 00:01 [medline]', '1966/09/01 00:00 [entrez]']",ppublish,Pediatr Pol. 1966 Sep;41(9):1030-5.,,Erytroleukemia u dzieci na podstawie wlasnych obserwacji.,,,,
5231822,NLM,MEDLINE,19671022,20131121,0031-3939 (Print) 0031-3939 (Linking),41,9,1966 Sep,[Resistance to the treatment of erythroleukemia in children].,1025-30,"['Armata, J', 'Garwicz, S', 'Wyszkowski, J']","['Armata J', 'Garwicz S', 'Wyszkowski J']",['pol'],"['Case Reports', 'Journal Article']",Poland,Pediatr Pol,Pediatria polska,2985039R,['VB0R961HZT (Prednisone)'],IM,"['Child, Preschool', 'Female', 'Humans', 'Leukemia, Erythroblastic, Acute/*drug therapy', 'Male', 'Prednisone/*therapeutic use']",1966/09/01 00:00,1966/09/01 00:01,['1966/09/01 00:00'],"['1966/09/01 00:00 [pubmed]', '1966/09/01 00:01 [medline]', '1966/09/01 00:00 [entrez]']",ppublish,Pediatr Pol. 1966 Sep;41(9):1025-30.,,Opornosc na leczenie erytroleukemii u dzieci.,,,,
5231772,NLM,MEDLINE,19671020,20081121,0300-919X (Print) 0300-919X (Linking),41,1,1967 Jan 25,[Leukemic reticulosis observed from three autopsy cases].,15-31,"['Sasaki, M', 'Ieiri, Y', 'Uchida, M']","['Sasaki M', 'Ieiri Y', 'Uchida M']",['jpn'],['Journal Article'],Japan,Kumamoto Igakkai Zasshi,Kumamoto Igakkai zasshi. The Journal of the Kumamoto Medical Society,0413701,,IM,"['Adolescent', 'Female', 'Humans', 'Leukemia, Myeloid/*pathology', 'Lymphatic Diseases/*pathology', 'Male', 'Middle Aged', 'Mononuclear Phagocyte System/*pathology']",1967/01/25 00:00,1967/01/25 00:01,['1967/01/25 00:00'],"['1967/01/25 00:00 [pubmed]', '1967/01/25 00:01 [medline]', '1967/01/25 00:00 [entrez]']",ppublish,Kumamoto Igakkai Zasshi. 1967 Jan 25;41(1):15-31.,,,,,,
