PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,SB,MH,RF,EDAT,MHDA,CRDT,PHST,PST,SO,RN,AID,AB,PMC,OID,OTO,OT,GN
4309284,NLM,MEDLINE,19691025,20160523,0031-403X (Print) 0031-403X (Linking),48,5,1969 May,[Cytomegalia in children with acute leukemia and neoplasms].,46-8,"['Semenova, E I', 'Demidova, S A']","['Semenova EI', 'Demidova SA']",['rus'],['Journal Article'],"Tsitomegaliia u detei, bol'nykh ostrym leikozom, i s novoobrazovaniiami.",Russia (Federation),Pediatriia,Pediatriia,0405563,IM,"['Acute Disease', 'Child', 'Child, Preschool', 'Cytomegalovirus Infections/*complications', 'Female', 'Humans', 'Infant', 'Leukemia/*complications', 'Male', 'Neoplasms/*complications']",,1969/05/01 00:00,1969/05/01 00:01,['1969/05/01 00:00'],"['1969/05/01 00:00 [pubmed]', '1969/05/01 00:01 [medline]', '1969/05/01 00:00 [entrez]']",ppublish,Pediatriia. 1969 May;48(5):46-8.,,,,,,,,
4309282,NLM,MEDLINE,19691025,20190630,0022-3476 (Print) 0022-3476 (Linking),75,4,1969 Oct,"Fifty-two forms of childhood cancer: United States mortality experience, 1960-1966.",685-9,"['Miller, R W']",['Miller RW'],['eng'],['Journal Article'],,United States,J Pediatr,The Journal of pediatrics,0375410,IM,"['Adolescent', 'Adult', 'Age Factors', 'Bone Neoplasms/mortality', 'Glioma/mortality', 'Humans', 'Kidney Neoplasms/mortality', 'Leukemia/mortality', 'Liver Neoplasms/mortality', 'Lymphoma/mortality', 'Neoplasms/*mortality', 'Neuroblastoma/mortality', 'Rhabdomyosarcoma/mortality', 'United States', 'Wilms Tumor/mortality']",,1969/10/01 00:00,1969/10/01 00:01,['1969/10/01 00:00'],"['1969/10/01 00:00 [pubmed]', '1969/10/01 00:01 [medline]', '1969/10/01 00:00 [entrez]']",ppublish,J Pediatr. 1969 Oct;75(4):685-9. doi: 10.1016/s0022-3476(69)80466-x.,,"['S0022-3476(69)80466-X [pii]', '10.1016/s0022-3476(69)80466-x [doi]']",,,,,,
4309256,NLM,MEDLINE,19691025,20190612,0006-291X (Print) 0006-291X (Linking),36,4,1969 Aug 15,Porphyrins derived from the prosthetic group of myeloperoxidase.,576-81,"['Nichol, A W', 'Morell, D B', 'Thomson, J']","['Nichol AW', 'Morell DB', 'Thomson J']",['eng'],['Journal Article'],,United States,Biochem Biophys Res Commun,Biochemical and biophysical research communications,0372516,IM,"['Animals', 'Chemical Phenomena', 'Chemistry', 'Chromatography, Paper', 'Chromatography, Thin Layer', 'Deuterium', 'Gels', 'Heme/*analysis', 'Hot Temperature', 'Leukemia, Experimental/enzymology', 'Leukemia, Myeloid/*enzymology', 'Methods', 'Peroxidases/*analysis', 'Porphyrins/*analysis', 'Protein Denaturation', 'Rats', 'Silicon Dioxide', 'Spectrophotometry', 'Spectrum Analysis']",,1969/08/15 00:00,1969/08/15 00:01,['1969/08/15 00:00'],"['1969/08/15 00:00 [pubmed]', '1969/08/15 00:01 [medline]', '1969/08/15 00:00 [entrez]']",ppublish,Biochem Biophys Res Commun. 1969 Aug 15;36(4):576-81. doi: 10.1016/0006-291x(69)90343-x.,"['0 (Gels)', '0 (Porphyrins)', '42VZT0U6YR (Heme)', '7631-86-9 (Silicon Dioxide)', 'AR09D82C7G (Deuterium)', 'EC 1.11.1.- (Peroxidases)']","['0006-291X(69)90343-X [pii]', '10.1016/0006-291x(69)90343-x [doi]']",,,,,,
4309250,NLM,MEDLINE,19691023,20131121,0037-1963 (Print) 0037-1963 (Linking),6,3,1969 Jul,Clinical epidemiology of leukemia.,250-60,"['Fraumeni, J F Jr']",['Fraumeni JF Jr'],['eng'],"['Journal Article', 'Review']",,United States,Semin Hematol,Seminars in hematology,0404514,IM,"['Adolescent', 'Age Factors', 'Anemia, Pernicious/complications', 'Benzene/poisoning', 'Child, Preschool', 'Chloramphenicol/adverse effects', 'Chromosome Aberrations', 'Hepatovirus', 'Humans', 'Hyperthyroidism/complications', 'Leukemia/*epidemiology/etiology', 'Leukemia, Lymphoid', 'Leukemia, Myeloid, Acute', '*Radiation Effects']",93,1969/07/01 00:00,2001/03/28 10:01,['1969/07/01 00:00'],"['1969/07/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1969/07/01 00:00 [entrez]']",ppublish,Semin Hematol. 1969 Jul;6(3):250-60.,"['66974FR9Q1 (Chloramphenicol)', 'J64922108F (Benzene)']",,,,,,,
4309080,NLM,MEDLINE,19691021,20061115,0021-2571 (Print) 0021-2571 (Linking),3,1,1967,Search for viral etiology of human leukemia and lymphomas: past efforts and future perspectives.,86-100,"['Sabin, A B']",['Sabin AB'],['eng'],['Journal Article'],,Italy,Ann Ist Super Sanita,Annali dell'Istituto superiore di sanita,7502520,IM,"['Burkitt Lymphoma/etiology', 'Culture Techniques', 'Female', 'Fluorescent Antibody Technique', 'Hodgkin Disease/etiology', 'Humans', 'Leukemia/*etiology/microbiology', 'Lymphoma/*etiology/microbiology', 'Male', 'Measles virus/pathogenicity', 'Mycoplasma/pathogenicity', '*Oncogenic Viruses', 'Poliovirus/pathogenicity', '*Retroviridae', 'Simplexvirus/pathogenicity']",,1967/01/01 00:00,1967/01/01 00:01,['1967/01/01 00:00'],"['1967/01/01 00:00 [pubmed]', '1967/01/01 00:01 [medline]', '1967/01/01 00:00 [entrez]']",ppublish,Ann Ist Super Sanita. 1967;3(1):86-100.,,,,,,,,
4309003,NLM,MEDLINE,19691021,20180216,0030-2414 (Print) 0030-2414 (Linking),23,4,1969,Lymphangiography in the evaluation of malignant neoplasms.,289-98,"['Gold, R H']",['Gold RH'],['eng'],['Journal Article'],,Switzerland,Oncology,Oncology,0135054,IM,"['Ethiodized Oil', 'Female', 'Hodgkin Disease/diagnostic imaging', 'Humans', '*Iodized Oil', 'Leukemia, Lymphoid/diagnostic imaging', 'Lymphatic Metastasis/*diagnostic imaging', '*Lymphography', 'Lymphoma/diagnostic imaging', 'Lymphoma, Large B-Cell, Diffuse/diagnostic imaging', 'Male', 'Melanoma/diagnostic imaging', 'Methods', 'Neoplasms/*diagnostic imaging', 'Prostatic Neoplasms/diagnostic imaging', 'Rectal Neoplasms/diagnostic imaging', 'Testicular Neoplasms/diagnostic imaging', 'Urinary Bladder Neoplasms/diagnostic imaging', 'Uterine Cervical Neoplasms/diagnostic imaging', 'Vaginal Neoplasms/diagnostic imaging']",,1969/01/01 00:00,1969/01/01 00:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '1969/01/01 00:01 [medline]', '1969/01/01 00:00 [entrez]']",ppublish,Oncology. 1969;23(4):289-98. doi: 10.1159/000224494.,"['8001-40-9 (Iodized Oil)', '8008-53-5 (Ethiodized Oil)']",['10.1159/000224494 [doi]'],,,,,,
4308952,NLM,MEDLINE,19691021,20131121,0008-5472 (Print) 0008-5472 (Linking),29,8,1969 Aug,Autogenous and virus-induced interferons from lines of lymphoblastoid cells.,1467-75,"['Zajac, B A', 'Henle, W', 'Henle, G']","['Zajac BA', 'Henle W', 'Henle G']",['eng'],['Journal Article'],,United States,Cancer Res,Cancer research,2984705R,IM,"['Arthritis, Rheumatoid', 'Burkitt Lymphoma', 'Cell Line', 'Chromatography, Gel', 'Clone Cells', 'Culture Media', '*Culture Techniques', 'Humans', 'Interferons/analysis/*biosynthesis', 'Kidney', 'Leukemia, Lymphoid', 'Leukemia, Myeloid', 'Leukemia, Myeloid, Acute', 'Leukocytes', 'Newcastle disease virus/metabolism', 'Puromycin/pharmacology', 'Reoviridae/metabolism', 'Time Factors', 'Vesicular stomatitis Indiana virus/metabolism']",,1969/08/01 00:00,1969/08/01 00:01,['1969/08/01 00:00'],"['1969/08/01 00:00 [pubmed]', '1969/08/01 00:01 [medline]', '1969/08/01 00:00 [entrez]']",ppublish,Cancer Res. 1969 Aug;29(8):1467-75.,"['0 (Culture Media)', '4A6ZS6Q2CL (Puromycin)', '9008-11-1 (Interferons)']",,,,,,,
4308925,NLM,MEDLINE,19691018,20031114,0370-4793 (Print) 0370-4793 (Linking),13,10,1968 Dec,[The neoantigens of cancer cells and their significance].,937-40,"['Mathe, G', 'Amiel, J L', 'Dore, J F']","['Mathe G', 'Amiel JL', 'Dore JF']",['fre'],['Journal Article'],Les neoanthigenes des cellules cancereuses et leurs significations.,France,Rev Fr Etud Clin Biol,Revue francaise d'etudes cliniques et biologiques,0235616,IM,"['Adenoviridae/immunology', 'Animals', '*Antigens/analysis', 'Carcinogens', 'Cell Membrane/immunology', 'Cell Nucleus/immunology', 'Cell Transformation, Neoplastic', 'Complement Fixation Tests', 'DNA, Viral', 'Fluorescent Antibody Technique', 'Friend murine leukemia virus/immunology', 'Leukemia, Experimental/immunology', 'Mice', 'Neoplasms, Experimental/*immunology', 'Polyomavirus/immunology', 'Rauscher Virus/immunology', 'Simian virus 40/immunology', 'Thymus Gland/immunology', 'Transplantation Immunology']",,1968/12/01 00:00,1968/12/01 00:01,['1968/12/01 00:00'],"['1968/12/01 00:00 [pubmed]', '1968/12/01 00:01 [medline]', '1968/12/01 00:00 [entrez]']",ppublish,Rev Fr Etud Clin Biol. 1968 Dec;13(10):937-40.,"['0 (Antigens)', '0 (Carcinogens)', '0 (DNA, Viral)']",,,,,,,
4308872,NLM,MEDLINE,19691017,20170306,,42,6,1969 Jun,[Immune mechanism in neoplastic diseases].,921-6,"['Zygiert, Z']",['Zygiert Z'],['pol'],"['Journal Article', 'Review']",Mechanizmy odpornosci w chorobach nowotworowych.,Poland,Pol Arch Med Wewn,Polskie Archiwum Medycyny Wewnetrznej,0401225,IM,"['Agammaglobulinemia/complications', 'Animals', 'Ataxia Telangiectasia/complications', 'Humans', 'Leukemia/complications', 'Neoplasm Transplantation', 'Neoplasms/*immunology', 'Polyomavirus/immunology', 'Transplantation Immunology']",25,1969/06/01 00:00,1969/06/01 00:01,['1969/06/01 00:00'],"['1969/06/01 00:00 [pubmed]', '1969/06/01 00:01 [medline]', '1969/06/01 00:00 [entrez]']",ppublish,Pol Arch Med Wewn. 1969 Jun;42(6):921-6.,,,,,,,,
4308809,NLM,MEDLINE,19691017,20190919,0015-6264 (Print) 0015-6264 (Linking),6,6,1968 Dec,Non-carcinogenicity of hexamethylenetetramine in mice and rats.,707-15,"['Della Porta, G', 'Colnaghi, M I', 'Parmiani, G']","['Della Porta G', 'Colnaghi MI', 'Parmiani G']",['eng'],['Journal Article'],,England,Food Cosmet Toxicol,Food and cosmetics toxicology,0374623,IM,"['Adenoma/chemically induced', 'Animals', 'Body Weight/drug effects', 'Carcinoma/chemically induced', 'Carcinoma, Hepatocellular/chemically induced', 'Endocrine System Diseases/chemically induced', 'Female', 'Gastrointestinal Neoplasms/chemically induced', 'Leukemia/chemically induced', 'Liver Neoplasms/chemically induced', 'Lymphoma/chemically induced', 'Male', 'Mammary Neoplasms, Experimental/chemically induced', '*Methenamine', 'Mice', 'Neoplasms/*chemically induced', 'Rats', 'Skin Neoplasms/chemically induced', 'Urogenital Neoplasms/chemically induced']",,1968/12/01 00:00,1968/12/01 00:01,['1968/12/01 00:00'],"['1968/12/01 00:00 [pubmed]', '1968/12/01 00:01 [medline]', '1968/12/01 00:00 [entrez]']",ppublish,Food Cosmet Toxicol. 1968 Dec;6(6):707-15. doi: 10.1016/0015-6264(68)90235-6.,['J50OIX95QV (Methenamine)'],['10.1016/0015-6264(68)90235-6 [doi]'],,,,,,
4308754,NLM,MEDLINE,19691016,20151119,0001-6543 (Print) 0001-6543 (Linking),73,5,1969 May 1,[Levels of urinary 6-beta-hydroxycortisol and other polar corticosteroids in children with severe diseases and its fluctuation by ACTH loading].,656-62,"['Komiyama, J']",['Komiyama J'],['jpn'],['Journal Article'],,Japan,Nihon Shonika Gakkai Zasshi,Nihon Shonika Gakkai zasshi. Acta paediatrica Japonica,0413547,IM,"['Adrenal Cortex Hormones/urine', '*Adrenocorticotropic Hormone', 'Child', 'Child, Preschool', 'Female', 'Gastrointestinal Diseases/*urine', 'Glucocorticoids/*urine', 'Humans', 'Infant', 'Leukemia/*urine', 'Liver Diseases/*urine', 'Male']",,1969/05/01 00:00,1969/05/01 00:01,['1969/05/01 00:00'],"['1969/05/01 00:00 [pubmed]', '1969/05/01 00:01 [medline]', '1969/05/01 00:00 [entrez]']",ppublish,Nihon Shonika Gakkai Zasshi. 1969 May 1;73(5):656-62.,"['0 (Adrenal Cortex Hormones)', '0 (Glucocorticoids)', '9002-60-2 (Adrenocorticotropic Hormone)']",,,,,,,
4308603,NLM,MEDLINE,19691007,20151119,0002-9645 (Print) 0002-9645 (Linking),30,9,1969 Sep,Characterization of Cal-1 strain of acute Marek's disease agent.,1667-76,"['Bankowski, R A', 'Moulton, J E', 'Mikami, T']","['Bankowski RA', 'Moulton JE', 'Mikami T']",['eng'],['Journal Article'],,United States,Am J Vet Res,American journal of veterinary research,0375011,IM,"['Animals', 'Avian Leukosis/*microbiology', 'Avian Leukosis Virus/*isolation & purification', '*Chickens', 'Female', 'Kidney/pathology', 'Liver/pathology', 'Myocardium/pathology', 'Nerve Tissue/pathology', 'Ovary/pathology', 'Poultry Diseases/*microbiology']",,1969/09/01 00:00,1969/09/01 00:01,['1969/09/01 00:00'],"['1969/09/01 00:00 [pubmed]', '1969/09/01 00:01 [medline]', '1969/09/01 00:00 [entrez]']",ppublish,Am J Vet Res. 1969 Sep;30(9):1667-76.,,,,,,,,
4308533,NLM,MEDLINE,19691005,20190616,0077-8923 (Print) 0077-8923 (Linking),162,1,1969 Jul 3,Subhuman primates in experimental viral oncology.,556-67,"['Munroe, J S']",['Munroe JS'],['eng'],['Journal Article'],,United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,IM,"['Age Factors', 'Animals', '*Avian Sarcoma Viruses', 'Blood Cell Count', 'Chickens', 'Contraceptives, Oral/pharmacology', 'Cricetinae', 'Female', 'Fibrosarcoma/epidemiology', 'Glucocorticoids/pharmacology', 'Guinea Pigs', '*Haplorhini', 'Humans', 'Immunosuppressive Agents/pharmacology', 'Leukemia, Experimental/*epidemiology', 'Male', 'Mice', 'Neoplasm Transplantation', 'Progesterone/pharmacology', 'Rats', 'Sarcoma, Avian/*epidemiology', 'Transplantation, Heterologous']",,1969/07/03 00:00,1969/07/03 00:01,['1969/07/03 00:00'],"['1969/07/03 00:00 [pubmed]', '1969/07/03 00:01 [medline]', '1969/07/03 00:00 [entrez]']",ppublish,Ann N Y Acad Sci. 1969 Jul 3;162(1):556-67. doi: 10.1111/j.1749-6632.1969.tb56403.x.,"['0 (Contraceptives, Oral)', '0 (Glucocorticoids)', '0 (Immunosuppressive Agents)', '4G7DS2Q64Y (Progesterone)']",['10.1111/j.1749-6632.1969.tb56403.x [doi]'],,,,,,
4308517,NLM,MEDLINE,19691003,20181113,0035-9157 (Print) 0035-9157 (Linking),62,7,1969 Jul 7,Malignant disease in juveniles.,685-8,"['Pearson, D', 'Steward, J K']","['Pearson D', 'Steward JK']",['eng'],['Journal Article'],,England,Proc R Soc Med,Proceedings of the Royal Society of Medicine,7505890,IM,"['Adolescent', 'Child', 'Child, Preschool', 'England', 'Glioma/epidemiology', 'Humans', 'Infant', 'Kidney Neoplasms/epidemiology', 'Leukemia/epidemiology', 'Lymphoma, Large B-Cell, Diffuse/epidemiology', 'Neoplasms/drug therapy/*epidemiology/radiotherapy/surgery', 'Neoplasms, Connective Tissue/epidemiology', 'Neoplasms, Nerve Tissue/epidemiology', 'Retinoblastoma/epidemiology', 'Sarcoma, Ewing/epidemiology', 'Teratoma/epidemiology', 'Wilms Tumor/epidemiology']",,1969/07/07 00:00,1969/07/07 00:01,['1969/07/07 00:00'],"['1969/07/07 00:00 [pubmed]', '1969/07/07 00:01 [medline]', '1969/07/07 00:00 [entrez]']",ppublish,Proc R Soc Med. 1969 Jul 7;62(7):685-8.,,,,PMC1815501,,,,
4308509,NLM,MEDLINE,19691003,20131121,0026-895X (Print) 0026-895X (Linking),5,4,1969 Jul,Deoxycytidine kinase. I. Distribution in normal and neoplastic tissues and interrelationships of deoxycytidine and 1-beta-D-arabinofuranosylcytosine phosphorylation.,358-75,"['Durham, J P', 'Ives, D H']","['Durham JP', 'Ives DH']",['eng'],['Journal Article'],,United States,Mol Pharmacol,Molecular pharmacology,0035623,IM,"['Adenocarcinoma/enzymology', 'Animals', 'Carcinoma, Hepatocellular/enzymology', 'Cattle', 'Chick Embryo', 'Chromatography, Ion Exchange', 'Cytarabine/metabolism', 'Cytosine Nucleotides/analysis/*metabolism', 'Deoxyuridine/metabolism', 'Escherichia coli/enzymology', 'Fibrosarcoma/enzymology', 'Kinetics', 'Leukemia L1210/enzymology', 'Leukemia, Experimental/enzymology', 'Liver Neoplasms/enzymology', 'Lymphoid Tissue/enzymology', 'Mice', 'Mitosis', 'Neoplasms, Experimental/*enzymology', 'Nucleosides/analysis/*metabolism', 'Nucleotides/analysis', 'Phosphotransferases/*metabolism', 'Rats', 'Thymidine/metabolism', 'Thymus Gland/enzymology']",,1969/07/01 00:00,1969/07/01 00:01,['1969/07/01 00:00'],"['1969/07/01 00:00 [pubmed]', '1969/07/01 00:01 [medline]', '1969/07/01 00:00 [entrez]']",ppublish,Mol Pharmacol. 1969 Jul;5(4):358-75.,"['0 (Cytosine Nucleotides)', '0 (Nucleosides)', '0 (Nucleotides)', '04079A1RDZ (Cytarabine)', 'EC 2.7.- (Phosphotransferases)', 'VC2W18DGKR (Thymidine)', 'W78I7AY22C (Deoxyuridine)']",,,,,,,
4308500,NLM,MEDLINE,19691003,20110727,0047-1852 (Print) 0047-1852 (Linking),27,6,1969 Jun,[New chemotherapy of malignant tumors in pediatrics].,1602-9,"['Taguchi, N']",['Taguchi N'],['jpn'],"['Journal Article', 'Review']",,Japan,Nihon Rinsho,Nihon rinsho. Japanese journal of clinical medicine,0420546,IM,"['Adrenal Cortex Hormones/therapeutic use', 'Antineoplastic Agents/*therapeutic use', 'Child', 'Eye Neoplasms/drug therapy', 'Humans', 'Leukemia/drug therapy', 'Liver Neoplasms/drug therapy', 'Lymphoma/drug therapy', 'Neoplasms/*drug therapy', 'Neuroblastoma/drug therapy', 'Osteoma/drug therapy', 'Retinoblastoma/drug therapy', 'Rhabdomyosarcoma/drug therapy', 'Wilms Tumor/drug therapy']",38,1969/06/01 00:00,1969/06/01 00:01,['1969/06/01 00:00'],"['1969/06/01 00:00 [pubmed]', '1969/06/01 00:01 [medline]', '1969/06/01 00:00 [entrez]']",ppublish,Nihon Rinsho. 1969 Jun;27(6):1602-9.,"['0 (Adrenal Cortex Hormones)', '0 (Antineoplastic Agents)']",,,,,,,
4308421,NLM,MEDLINE,19690930,20190617,0028-0836 (Print) 0028-0836 (Linking),223,5207,1969 Aug 16,Immune complexes in mice infected neonatally with Moloney leukaemogenic and murine sarcoma viruses.,739-40,"['Hirsch, M S', 'Allison, A C', 'Harvey, J J']","['Hirsch MS', 'Allison AC', 'Harvey JJ']",['eng'],['Journal Article'],,England,Nature,Nature,0410462,IM,"['Animals', '*Animals, Newborn', '*Antigen-Antibody Reactions', 'Fluorescent Antibody Technique', 'Immune Tolerance', 'Injections, Intraperitoneal', 'Kidney/immunology', 'Leukemia Virus, Murine/*immunology', 'Leukemia, Experimental/*immunology', 'Mice', 'Moloney murine leukemia virus/*immunology']",,1969/08/16 00:00,1969/08/16 00:01,['1969/08/16 00:00'],"['1969/08/16 00:00 [pubmed]', '1969/08/16 00:01 [medline]', '1969/08/16 00:00 [entrez]']",ppublish,Nature. 1969 Aug 16;223(5207):739-40. doi: 10.1038/223739a0.,,['10.1038/223739a0 [doi]'],,,,,,
4308351,NLM,MEDLINE,19690930,20151119,0369-8394 (Print) 0369-8394 (Linking),58,22,1969 Jun 3,[Therapy of malignant tumors in childhood].,714-6,"['Stald, G', 'Egli, F']","['Stald G', 'Egli F']",['ger'],['Journal Article'],Zur Therapie der Malignome im Kindesalter.,Switzerland,Praxis,Praxis,0401230,IM,"['Adrenocorticotropic Hormone/therapeutic use', 'Antineoplastic Agents/*therapeutic use', 'Child, Preschool', 'Eosinophilic Granuloma/drug therapy', 'Histiocytosis, Langerhans-Cell/drug therapy', 'Humans', 'Leukemia/drug therapy', 'Methotrexate/therapeutic use', 'Neoplasms/*therapy', 'Neuroblastoma/surgery', 'Prednisone/therapeutic use', 'Sarcoma, Ewing/radiotherapy', 'Vincristine/therapeutic use', 'Wilms Tumor/surgery']",,1969/06/03 00:00,1969/06/03 00:01,['1969/06/03 00:00'],"['1969/06/03 00:00 [pubmed]', '1969/06/03 00:01 [medline]', '1969/06/03 00:00 [entrez]']",ppublish,Praxis. 1969 Jun 3;58(22):714-6.,"['0 (Antineoplastic Agents)', '5J49Q6B70F (Vincristine)', '9002-60-2 (Adrenocorticotropic Hormone)', 'VB0R961HZT (Prednisone)', 'YL5FZ2Y5U1 (Methotrexate)']",,,,,,,
4308338,NLM,MEDLINE,19690930,20190629,0014-4754 (Print) 0014-4754 (Linking),25,7,1969,Superinfection of tumors with viruses.,733-4,"['Sinkovics, J G', 'Howe, C D']","['Sinkovics JG', 'Howe CD']",['eng'],['Journal Article'],,Switzerland,Experientia,Experientia,0376547,IM,"['Animals', 'Antibody Formation', 'Culture Techniques', 'Immune Sera', '*Leukemia Virus, Murine', 'Methods', 'Mice', '*Newcastle disease virus', '*Sarcoma, Experimental', 'Vesicular stomatitis Indiana virus']",,1969/01/01 00:00,1969/01/01 00:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '1969/01/01 00:01 [medline]', '1969/01/01 00:00 [entrez]']",ppublish,Experientia. 1969;25(7):733-4. doi: 10.1007/BF01897593.,['0 (Immune Sera)'],['10.1007/BF01897593 [doi]'],,,,,,
4308159,NLM,MEDLINE,19690922,20180216,0009-3157 (Print) 0009-3157 (Linking),14,3,1969,In vitro and in vivo virostatic properties of alkylated pyrimidines against DNA and RNA viruses.,158-69,"['Gauri, K K', 'Kohlhage, H']","['Gauri KK', 'Kohlhage H']",['eng'],['Journal Article'],,Switzerland,Chemotherapy,Chemotherapy,0144731,IM,"['Animals', 'Antiviral Agents/*pharmacology', 'DNA Viruses/*drug effects', 'Deoxyuridine/pharmacology', 'Fluorouracil/pharmacology', 'Friend murine leukemia virus/drug effects', 'Kidney/drug effects', 'Mice', 'Pyrimidines/*pharmacology/toxicity', 'RNA Viruses/*drug effects', 'Rabbits', 'Simplexvirus/drug effects', 'Spleen', 'Time Factors', 'Uracil/pharmacology', 'Vaccinia virus/drug effects']",,1969/01/01 00:00,1969/01/01 00:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '1969/01/01 00:01 [medline]', '1969/01/01 00:00 [entrez]']",ppublish,Chemotherapy. 1969;14(3):158-69. doi: 10.1159/000220625.,"['0 (Antiviral Agents)', '0 (Pyrimidines)', '56HH86ZVCT (Uracil)', 'U3P01618RT (Fluorouracil)', 'W78I7AY22C (Deoxyuridine)']",['10.1159/000220625 [doi]'],,,,,,
