PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,TT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AID,GR,PMC,RF,AD,SI,LID,CIN,OID,RIN,ROF,PS,FPS
6390640,NLM,MEDLINE,19841226,20190829,0162-0886 (Print) 0162-0886 (Linking),6,5,1984 Sep-Oct,Focal hepatic candidiasis: a distinct clinical variant of candidiasis in immunocompromised patients.,689-703,"Focal hepatic candidiasis is a distinct clinical variant of candidiasis in immunocompromised hosts. Although affected patients may exhibit previous evidence of extra-hepatic candidal infection, manifestations of disease at the time hepatic involvement is documented are localized to the liver. Five cases of focal hepatic candidiasis in immunocompromised patients were diagnosed antemortem in the past 15 months at our institution. Clinical, laboratory, and radiologic findings from those five patients, as well as from 20 additional cases reported in the medical literature, are reviewed. Patients with focal hepatic candidiasis had fever unresponsive to antimicrobial therapy, prominent gastrointestinal symptoms and signs, elevated levels of alkaline phosphatase, and hepatic, with or without accompanying splenic, defects noted on abdominal computed tomography. Liver biopsy usually revealed yeast and/or hyphal forms, but cultures were frequently negative. Response to therapy occurred in only 13 (59%) of 22 assessable patients. The apparent increasing incidence of focal hepatic candidiasis may be due to the recent use of more intensely cytotoxic chemotherapies for cancer.","['Tashjian, L S', 'Abramson, J S', 'Peacock, J E Jr']","['Tashjian LS', 'Abramson JS', 'Peacock JE Jr']",['eng'],"['Case Reports', 'Journal Article', 'Review']",,United States,Rev Infect Dis,Reviews of infectious diseases,7905878,['0 (Antifungal Agents)'],IM,"['Adult', 'Anemia, Aplastic/complications', 'Antifungal Agents/therapeutic use', '*Candidiasis/diagnosis/drug therapy/etiology', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Immunologic Deficiency Syndromes/*complications', 'Leukemia, Lymphoid/complications', 'Leukemia, Myeloid, Acute/complications', 'Liver Abscess/etiology', 'Liver Diseases/diagnosis/drug therapy/*etiology', 'Male', 'Neutropenia/complications']",1984/09/01 00:00,2001/03/28 10:01,['1984/09/01 00:00'],"['1984/09/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1984/09/01 00:00 [entrez]']",ppublish,Rev Infect Dis. 1984 Sep-Oct;6(5):689-703. doi: 10.1093/clinids/6.5.689.,['10.1093/clinids/6.5.689 [doi]'],,,40,,,,,,,,,
6390508,NLM,MEDLINE,19850114,20071115,0033-8281 (Print) 0033-8281 (Linking),50,594,1984 Nov-Dec,Research radiography in bone marrow transplantation.,285-7,,"['Westbrook, C']",['Westbrook C'],['eng'],['Journal Article'],,England,Radiography,Radiography,0401252,,IM,"['Adolescent', 'Adult', '*Bone Marrow Transplantation', 'Child', 'Child, Preschool', 'Combined Modality Therapy', 'Diarrhea/epidemiology', 'Humans', 'Leukemia, Myeloid, Acute/*radiotherapy/therapy', 'Nausea/epidemiology', 'Postoperative Complications/epidemiology', 'Radiotherapy Dosage', 'Vomiting/epidemiology', 'Whole-Body Irradiation/*methods']",1984/11/01 00:00,1984/11/01 00:01,['1984/11/01 00:00'],"['1984/11/01 00:00 [pubmed]', '1984/11/01 00:01 [medline]', '1984/11/01 00:00 [entrez]']",ppublish,Radiography. 1984 Nov-Dec;50(594):285-7.,,,,,,,,,,,,,
6390507,NLM,MEDLINE,19850114,20071115,0033-8281 (Print) 0033-8281 (Linking),50,594,1984 Nov-Dec,Treatment of malignant conditions of the haematological system.,281-4,,"['Lampert, M']",['Lampert M'],['eng'],"['Historical Article', 'Journal Article']",,England,Radiography,Radiography,0401252,,IM,"['Adult', 'Aged', 'Child', 'Female', 'History, 19th Century', 'History, 20th Century', 'Hodgkin Disease/drug therapy/history/pathology/*radiotherapy', 'Humans', 'Leukemia/*radiotherapy', 'Leukemia, Lymphoid/mortality/radiotherapy', 'Lymphoma/*radiotherapy', 'Male', 'Middle Aged']",1984/11/01 00:00,1984/11/01 00:01,['1984/11/01 00:00'],"['1984/11/01 00:00 [pubmed]', '1984/11/01 00:01 [medline]', '1984/11/01 00:00 [entrez]']",ppublish,Radiography. 1984 Nov-Dec;50(594):281-4.,,,,,,,,,,,,,
6390502,NLM,MEDLINE,19841228,20131121,0033-8192 (Print) 0033-8192 (Linking),24,5,1984 Sep-Oct,[Carcinogenic effects of combined exposure to 241Am and gamma-radiation].,675-8,"In experiments on Wistar rats a study was made of the carcinogenic effects of the combined exposure to 241Am administered intraperitoneally (6.7 to 229.4 kBq/kg body weight) and external gamma-radiation (137Cs, 175 cGy). The occurrence of osteosarcoma, leucosis, skin and mammary tumors increased in the exposed animals. The combined irradiation produced an additive carcinogenic effect.","['Filippova, L G', 'Buldakov, L A', 'Nifatov, A P']","['Filippova LG', 'Buldakov LA', 'Nifatov AP']",['rus'],"['Comparative Study', 'English Abstract', 'Journal Article']",Opukholevye effekty kombinirovannogo deistviia 241Am i gamma-izlucheniia.,Russia (Federation),Radiobiologiia,Radiobiologiia,0401251,"['0 (Cesium Radioisotopes)', 'VW92PHU2UY (Americium)']",IM,"['*Americium/administration & dosage', 'Animals', '*Cesium Radioisotopes', 'Dose-Response Relationship, Radiation', 'Female', 'Gamma Rays', 'Injections, Intraperitoneal', 'Leukemia, Radiation-Induced/etiology/mortality', 'Male', 'Neoplasms, Radiation-Induced/*etiology/mortality', 'Rats', 'Rats, Inbred Strains', 'Relative Biological Effectiveness', 'Skin Neoplasms/etiology/mortality', 'Whole-Body Irradiation']",1984/09/01 00:00,1984/09/01 00:01,['1984/09/01 00:00'],"['1984/09/01 00:00 [pubmed]', '1984/09/01 00:01 [medline]', '1984/09/01 00:00 [entrez]']",ppublish,Radiobiologiia. 1984 Sep-Oct;24(5):675-8.,,,,,,,,,,,,,
6390439,NLM,MEDLINE,19850122,20190501,0027-8424 (Print) 0027-8424 (Linking),81,23,1984 Dec,Analysis of the insulin receptor by anti-receptor antibodies and flow cytometry.,7446-50,"We characterized insulin receptors on a human lymphoblastoid cell line (IM-9) and studied their regulation using anti-receptor antibodies and fluorescence flow cytometry. The fluorescence intensity distribution of insulin receptors on cells was determined by incubating the cells with one of three different anti-receptor antisera (human serum B-9 containing polyclonal autoantibodies, serum from a rabbit with polyclonal antibodies, and a monoclonal antibody to the receptor produced in mouse hybridomas), followed by incubation with an appropriate fluorescein isothiocyanate-labeled second antibody and analysis on an Epics-V flow cytometer. All three anti-receptor antibodies specifically labeled the insulin receptors. The monoclonal antibody showed the highest level of labeling. Treatment of cells with proteolytic enzymes, such as trypsin or chymotrypsin, produced a dose-dependent loss of 125I-labeled insulin (125I-insulin) binding but a relatively small decrease in the binding of anti-receptor antibodies, suggesting that most antibody binding occurred in domains other than the insulin binding site. Treatment with glycosidic enzymes, such as neuraminidase and beta-galactosidase did not affect the binding of 125I-insulin, and fluorescence was actually enhanced by about 20% in the beta-galactosidase-treated cells. Exposure of IM-9 cells to insulin resulted in a reduction in the number of insulin receptors. Analysis of the down-regulated cells by immunofluorescence revealed a complete correlation between the percent binding of 125I-insulin and percent peak fluorescence. In all cases, receptors were lost proportionally from all cells, yielding a single symmetrical peak by fluorescence analysis. Exposure of IM-9 cells to anti-receptor antibodies at 37 degrees C for 16 hr also produced a down-regulation in the number of insulin receptors. Incubation with human antiserum B-9 caused a 95% loss of both 125I-insulin binding and peak fluorescence, while the monoclonal antibody resulted in a 50% loss of receptors. Incubation of cells with anti-receptor antibodies for 2 hr at 4 degrees C did not produce any receptor loss; however, the human anti-receptor antisera B-2 and B-9 inhibited the binding of the monoclonal anti-receptor antibody by about 50%, suggesting that these antisera contained autoantibodies directed at the monoclonal antibody binding site. These data indicate that insulin receptors can be regulated by both insulin and anti-receptor antibody and demonstrate the utility of immunofluorescence and flow cytometry as a tool for the study of the insulin receptor.","['Maron, R', 'Jackson, R A', 'Jacobs, S', 'Eisenbarth, G', 'Kahn, C R']","['Maron R', 'Jackson RA', 'Jacobs S', 'Eisenbarth G', 'Kahn CR']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,"['0 (Antibodies, Monoclonal)', '0 (Antigen-Antibody Complex)', '0 (Insulin)', '0 (insulin, iodo-)', 'EC 2.7.10.1 (Receptor, Insulin)']",IM,"['Antibodies, Monoclonal', 'Antigen-Antibody Complex', 'Cell Line', 'Flow Cytometry/methods', 'Fluorescent Antibody Technique', 'Humans', 'Insulin/analogs & derivatives/metabolism', 'Leukemia, Lymphoid', 'Lymphocytes', 'Receptor, Insulin/*analysis/metabolism']",1984/12/01 00:00,1984/12/01 00:01,['1984/12/01 00:00'],"['1984/12/01 00:00 [pubmed]', '1984/12/01 00:01 [medline]', '1984/12/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1984 Dec;81(23):7446-50. doi: 10.1073/pnas.81.23.7446.,['10.1073/pnas.81.23.7446 [doi]'],"['AM 29770/AM/NIADDK NIH HHS/United States', 'AM 31036/AM/NIADDK NIH HHS/United States']",PMC392163,,,,,,,,,,
6390338,NLM,MEDLINE,19850124,20061115,,26,5,1984,Case report of 11q- in M2-acute nonlymphocytic leukemia.,335-7,"A deletion of chromosome 11, del(11) (q22) was observed in a patient with M2-ANLL, both at diagnosis and at relapse which occurred 3 months after allogeneic bone marrow transplantation. Few similar cases have been reported previously.","['Zaccaria, A', 'Testoni, N', 'Rosti, G', 'Bandini, G', 'Cavazzini, G', 'Covili Faggioli, G', 'Tura, S']","['Zaccaria A', 'Testoni N', 'Rosti G', 'Bandini G', 'Cavazzini G', 'Covili Faggioli G', 'Tura S']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",,Germany,Nouv Rev Fr Hematol,Nouvelle revue francaise d'hematologie,7909092,,IM,"['Acute Disease', 'Adult', 'Bone Marrow Transplantation', '*Chromosome Deletion', '*Chromosomes, Human, 6-12 and X', 'Female', 'Humans', 'Karyotyping', 'Leukemia/*genetics/therapy']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",ppublish,Nouv Rev Fr Hematol. 1984;26(5):335-7.,,,,,,,,,,,,,
6390337,NLM,MEDLINE,19850124,20161123,,26,5,1984,[Acute positive Tdt leukemia with megakaryoblastic involvement. Apropos of an observation of an infant].,329-33,"After observation of a 10 month-old infant hospitalised for acute thrombopenia associated with signs of marked radiological hyperostosis, the initial medullograms showed a rich bone marrow free of blast cells. Subsequent complications of the thrombopenia were anemia, neutropenia and circulating blastosis. Marrow aspirations at various sites were unsuccessful. X-rays showed a worsening of the conditions and the child suffers attacks of intense pain. Ultrastructural cytochemistry and Tdt disclosed by immunofluorescence showed that the majority of blasts possessed Tdt and 2-3% were PPO positive. The presence of these 2 markers may correspond either to the presence of a promegakaryoblastic leukemia with aberrant Tdt, or to the coexistence of 2 types of blasts cells.","['Guerin, V', 'Micheau, M', 'Lauroua, C', 'Charrin, J L', 'Dufillot, D', 'Guillard, J M', 'Boisseau, M R']","['Guerin V', 'Micheau M', 'Lauroua C', 'Charrin JL', 'Dufillot D', 'Guillard JM', 'Boisseau MR']",['fre'],"['Case Reports', 'Journal Article']",Leucemie aigue TdT positive avec participation megacaryoblastique. A propos d'une observation faite chez le nourrisson.,Germany,Nouv Rev Fr Hematol,Nouvelle revue francaise d'hematologie,7909092,"['EC 2.7.7.- (DNA Nucleotidyltransferases)', 'EC 2.7.7.31 (DNA Nucleotidylexotransferase)']",IM,"['Acute Disease', 'Bone Marrow Cells', 'Bone and Bones/diagnostic imaging', 'DNA Nucleotidylexotransferase/*analysis', 'DNA Nucleotidyltransferases/*analysis', 'Fluorescent Antibody Technique', 'Humans', 'Infant', 'Leukemia, Lymphoid/blood/enzymology', 'Male', 'Megakaryocytes/ultrastructure', 'Radiography', 'Thrombocythemia, Essential/blood/*enzymology']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",ppublish,Nouv Rev Fr Hematol. 1984;26(5):329-33.,,,,,,,,,,,,,
6390306,NLM,MEDLINE,19850123,20061115,0369-8114 (Print) 0369-8114 (Linking),32,9,1984 Nov,[Receptors for steroid hormones apart from breast cancer. Practical value].,975-81,"The steroid receptor (ER, PgR) content of breast cancer specimens is now widely used as an indicator for hormone sensitivity which is a prerequisite for endocrine therapy. Is it conceivable to extend this steroid receptor determination to other types of tumors in order to select patients who would eventually benefit from an hormonal therapy? It seems that most normal or tumoral tissues contain detectable amount of steroid receptors. The values of each receptor comprise a continuum from very low to relatively high, suggesting that previous considerations of hormone dependence on the basis of presence or absence of hormone receptors may be oversimplified. The steroid receptor concentrations are however higher in target tissues, and could be of clinical interest in endometrium and prostatic cancers. The date are however insufficient to draw firm conclusions regarding their usefulness for treatment.","['Vennin, P', 'Peyrat, J P', 'Bonneterre, J', 'Vandewalle, B', 'Demaille, M C', 'Cappelaere, P']","['Vennin P', 'Peyrat JP', 'Bonneterre J', 'Vandewalle B', 'Demaille MC', 'Cappelaere P']",['fre'],"['English Abstract', 'Journal Article', 'Review']",Les recepteurs des hormones steroides en dehors des cancers du sein. Interet pratique.,France,Pathol Biol (Paris),Pathologie-biologie,0265365,"['0 (Hormones)', '0 (Receptors, Steroid)']",IM,"['Cervix Uteri/analysis', 'Endometrium/analysis', 'Female', 'Hormones/*therapeutic use', 'Humans', 'Kidney/analysis', 'Larynx/analysis', 'Leukemia/metabolism', 'Lymphoma/analysis', 'Male', 'Melanoma/analysis', 'Neoplasms, Hormone-Dependent/*analysis', 'Ovary/analysis', 'Pharynx/analysis', 'Prostate/analysis', 'Receptors, Steroid/*analysis']",1984/11/01 00:00,1984/11/01 00:01,['1984/11/01 00:00'],"['1984/11/01 00:00 [pubmed]', '1984/11/01 00:01 [medline]', '1984/11/01 00:00 [entrez]']",ppublish,Pathol Biol (Paris). 1984 Nov;32(9):975-81.,,,,89,,,,,,,,,
6390288,NLM,MEDLINE,19850109,20180216,0030-2414 (Print) 0030-2414 (Linking),41,6,1984,Establishment of asparaginase- and guinea pig complement-resistant subline of murine lymphoblastic leukemia L5178y cells.,446-51,"Asparaginase-resistant subline L5178Y/Asp of murine lymphoblastic leukemia L5178Y cells was established from resistant clones isolated from soft agar cultures treated with Escherichia coli asparaginase. The L5178Y/Asp cells were found to be over 1000-fold more resistant to E. coli asparaginase, co-resistant to inhibitory effect of guinea pig serum (complement), more tumorigenic for syngeneic DBA/2 mice, and to grow much better (higher plating efficiency) in soft agar medium. With the use of the resistant subline in immunocytotoxicity-cytostasis test in the presence of guinea pig complement, we have been able to demonstrate the presence of tumor-associated antigen(s) on the L5178Y cells which is/are also demonstrable by enzyme-linked immunosorbent assay.","['Yang, T J', 'Gawlak, S']","['Yang TJ', 'Gawlak S']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,Switzerland,Oncology,Oncology,0135054,"['9007-36-7 (Complement System Proteins)', 'EC 3.5.1.1 (Asparaginase)']",IM,"['Animals', 'Asparaginase/*toxicity', 'Cell Division/drug effects', 'Clone Cells', 'Complement System Proteins/*immunology', 'Cytotoxicity, Immunologic', 'DNA Replication/drug effects', 'Drug Resistance', 'Escherichia coli/enzymology', 'Guinea Pigs', 'Leukemia L5178/*pathology', 'Leukemia, Experimental/*pathology', 'Mice']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",ppublish,Oncology. 1984;41(6):446-51. doi: 10.1159/000225874.,['10.1159/000225874 [doi]'],['CA23469/CA/NCI NIH HHS/United States'],,,,,,,,,,,
6390286,NLM,MEDLINE,19850109,20180216,0030-2414 (Print) 0030-2414 (Linking),41,6,1984,A pilot study of epidoxorubicin (NSC 256942) in combination treatment of acute leukaemia and non-Hodgkin's lymphoma.,383-6,"Epidoxorubicin (EDX) was administered to a group of 26 patients with acute leukaemia or lymphoma, replacing either daunorubicin or doxorubicin (DXR) as a component of multiple-chemotherapy regimens. In 10 patients with acute non-lymphocytic leukaemia treated at presentation, 5 complete and 4 partial remissions were obtained. All patients with lymphoma of different types responded at least partially: in a group of 14 cases, 8 in relapse and 6 at presentation, there were 10 complete and 4 partial remissions. It is of interest that such results were obtained in patients of high median age with dosages of EDX much lower than those employed for DXR.","['Eridani, S', 'Pearson, T C', 'Slater, N G', 'Singh, A K']","['Eridani S', 'Pearson TC', 'Slater NG', 'Singh AK']",['eng'],"['Clinical Trial', 'Comparative Study', 'Journal Article']",,Switzerland,Oncology,Oncology,0135054,"['0 (Antibiotics, Antineoplastic)', '3Z8479ZZ5X (Epirubicin)', '80168379AG (Doxorubicin)']",IM,"['Acute Disease', 'Adult', 'Aged', 'Antibiotics, Antineoplastic/*therapeutic use', 'Clinical Trials as Topic', 'Doxorubicin/adverse effects/*therapeutic use', 'Epirubicin', 'Female', 'Humans', 'Leukemia/*drug therapy', 'Lymphoma/*drug therapy', 'Male', 'Middle Aged']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",ppublish,Oncology. 1984;41(6):383-6. doi: 10.1159/000225859.,['10.1159/000225859 [doi]'],,,,,,,,,,,,
