PMID,OWN,STAT,DCOM,LR,IS,VI,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,IP,AB,AID,PMC,OID,OAB,OABL,OTO,OT,GN,CIN,AD
1066148,NLM,MEDLINE,19761029,20190515,0007-0920 (Print) 0007-0920 (Linking),34,1976 Jul,Acquired resistance to daunorubicin in a patient with acute myelogenous leukaemia.,53-7,"['Smith, B J', 'Kundu, D']","['Smith BJ', 'Kundu D']",['eng'],['Journal Article'],,England,Br J Cancer,British journal of cancer,0370635,"['9007-49-2 (DNA)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Cells, Cultured', 'DNA', 'Daunorubicin/*therapeutic use', '*Drug Resistance', 'Humans', 'In Vitro Techniques', 'Leukemia, Myeloid, Acute/*drug therapy', 'Leukocyte Count', 'Time Factors']",1976/07/01 00:00,1976/07/01 00:01,['1976/07/01 00:00'],"['1976/07/01 00:00 [pubmed]', '1976/07/01 00:01 [medline]', '1976/07/01 00:00 [entrez]']",ppublish,Br J Cancer. 1976 Jul;34(1):53-7. doi: 10.1038/bjc.1976.121.,1,Measurement of in vitro and in vivo resistance to daunorubicin in AML patients suggests that there is no simple correlation between the two. In a patient who became clinically resistant and whose cells showed a parallel increased resistance in vitro we found the acquisition of multiple drug resistance. The increased in vitro resistance to daunorubicin could to some extent be overcome by conjugating daunorubicin to DNA.,['10.1038/bjc.1976.121 [doi]'],PMC2025136,,,,,,,,
1066130,NLM,MEDLINE,19760925,20091109,0350-2023 (Print) 0350-2023 (Linking),4,1976,[Treatment of acute leukemias].,9-17,"['Stefanovic, S', 'Ristic, M', 'Banicevic, B']","['Stefanovic S', 'Ristic M', 'Banicevic B']",['srp'],"['English Abstract', 'Journal Article']",Lecenje akutnih leukemija,Serbia,Bilt Hematol Transfuz,Bilten za hematologiju i transfuziju,7601504,['0 (Antineoplastic Agents)'],IM,"['Adolescent', 'Adult', 'Antineoplastic Agents/therapeutic use', 'Child', 'Drug Therapy, Combination', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Leukemia, Monocytic, Acute/*drug therapy', 'Leukemia, Myeloid, Acute/*drug therapy', 'Remission, Spontaneous']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",ppublish,Bilt Hematol Transfuz. 1976;4(1-2):9-17.,1-2,"A review of the current attitude and the possibilities of the treatment of acute leukemias are presented. The basic principles of the treatment of different forms of acute leukemias are pointed out. A review of chemo-therapeutic devices which, most often joined together, are used nowadays in the treatment of acute leukemia is presented. The importance of the application of corresponding cytological and cytochemical methods for the separation of the acute lymphoblastic from the acute non-lymphoblastic leukemias is underlined, with regard to different ways of treatment and different reactions to the polycytostatic treatment. The mechanism of action of various cytostatics drugs is presented. The need for the simultaneous use of several cytostatics is underlined in order to achieve remission in as many patients as possible. At the end the authors underline the importance of the immunotherapy and of its future application in the treatment of acute leukemias and malignant neoplasms.",,,,,,,,,,
1066129,NLM,MEDLINE,19760925,20091109,0350-2023 (Print) 0350-2023 (Linking),4,1976,[Our experiences in the treatment of acute leukemias].,87-95,"['Jelic, S', 'Dragovic, M', 'Vidakovic, B', 'Plecas, V']","['Jelic S', 'Dragovic M', 'Vidakovic B', 'Plecas V']",['srp'],"['English Abstract', 'Journal Article']",Nasa iskustva u lecenju akutnih leukemija,Serbia,Bilt Hematol Transfuz,Bilten za hematologiju i transfuziju,7601504,['0 (Antineoplastic Agents)'],IM,"['Acute Disease', 'Adult', 'Aged', 'Antineoplastic Agents/therapeutic use', 'Drug Therapy, Combination', 'Female', 'Humans', 'Leukemia/*drug therapy', 'Leukemia, Lymphoid/drug therapy', 'Leukemia, Monocytic, Acute/drug therapy', 'Leukemia, Myeloid/drug therapy', 'Leukemia, Myeloid, Acute/drug therapy', 'Male', 'Middle Aged']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",ppublish,Bilt Hematol Transfuz. 1976;4(1-2):87-95.,1-2,"This paper deals with observations concerning treatment of acute leukemia in the Department of haematology of The Clinical hospital of Belgrade during the period from 1970 to 1975, and with results of the treatment itself. During the last five years, 27 patients with different types of acute leukemia were treated. The type of acute leukemia was determined using cytological criteria of Levy and Lortholary and cytochemical criteria as described by Hayhoe. One thrid of the patients died during the first days of hospitalisation, before any effect of cytostatic treatment could be evaluated. The cause of death in those patients was septic shock, intracranial haemorrhage or cardiovascular colapsus; initial signs of those complications of acute leukemia were allready present before diagnosis. Those data point to the fact that diagnosis of acute leukemia is often made too late, when irreversible ocmplications of the disease are allready established. Patients over sixty, often ""fragile"" to aggresive cytostatic therapy, may enter complete and relatively long lasting remission with induction therapy cosisting of 6-mercaptopurine and methotrexate only. Allthough the number of cases was rather limited, the authors had rather disappointing results with the 06-LA-66 protocole in adult lymphoblastic leukemia. The first with COAP treatment protocole seem encouraging. Adequate cytostatic therapy was in several cases impossible, duo to the lack of adequate substitution therapy; such inadequate cytostatic therapy resulted in partial remissions with a rather poor quality survival. A beeter cooperation is needed between hospital centers and institutions which provide matherial for the substitution theapy.",,,,,,,,,,
1066128,NLM,MEDLINE,19760925,20091109,0350-2023 (Print) 0350-2023 (Linking),4,1976,[Results in the treatment of acute lymphoblastic and acute myeloblastic leukemia in children (using Pinkel's and Clarkson's schedules)].,71-5,"['Tiefenbach, A', 'Potkonjak-Sekso, M', 'Konja, J']","['Tiefenbach A', 'Potkonjak-Sekso M', 'Konja J']",['srp'],"['Clinical Trial', 'English Abstract', 'Journal Article', 'Randomized Controlled Trial']",Rezultati lijecenja akutne limfoblastne i akutne mijeloblastne leukemije u djece (protokoli po Pinkelu i Clarksonu),Serbia,Bilt Hematol Transfuz,Bilten za hematologiju i transfuziju,7601504,['0 (Antineoplastic Agents)'],IM,"['Antineoplastic Agents/administration & dosage/therapeutic use', 'Child', 'Drug Therapy, Combination', 'Evaluation Studies as Topic', 'Humans', 'Leukemia, Lymphoid/*drug therapy/radiotherapy', 'Leukemia, Monocytic, Acute/drug therapy/radiotherapy', 'Leukemia, Myeloid, Acute/*drug therapy/radiotherapy', 'Methods', 'Remission, Spontaneous']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",ppublish,Bilt Hematol Transfuz. 1976;4(1-2):71-5.,1-2,"At the Center for the study and treatment of leukemia in childhood (Ward of Hematology, Department of Pediatrics Salata Zagreb) children with acute leukemia are treated by a combined therapy consisting of corticosteroids, chemotherapeutic agents and subjected simultaneously to radiotherapy. The authors present the results achieved in 40 children with acute leukemia (during the period from March 31, 1973 to March 31, 1975.) randomly distributed into three groups. Each group was treated according to a different protocol (using Pinkel's modified scheme for ALL and that of Clarkson for AML), with or without profilactic irradiation of the CNS.",,,,,,,,,,
1066127,NLM,MEDLINE,19760925,20091109,0350-2023 (Print) 0350-2023 (Linking),4,1976,[Treatment of acute lymphocytic leukemia in children with combination chemotherapy and irradiation of the central nervous system].,63-9,"['Kezic, J', 'Aleksandrovic, S', 'Bekassy, A N', 'Jankovic, I', 'Sobic, V']","['Kezic J', 'Aleksandrovic S', 'Bekassy AN', 'Jankovic I', 'Sobic V']",['srp'],"['English Abstract', 'Journal Article']",Akutna limfocitna leukemija u dece lecene hemioterapijom i zracenjem centralnog nervnog sistema,Serbia,Bilt Hematol Transfuz,Bilten za hematologiju i transfuziju,7601504,['0 (Antineoplastic Agents)'],IM,"['Adolescent', 'Antineoplastic Agents/administration & dosage/therapeutic use', 'Central Nervous System/*radiation effects', 'Central Nervous System Diseases/etiology/*prevention & control', 'Child', 'Child, Preschool', 'Drug Therapy, Combination', 'Female', 'Humans', 'Leukemia, Lymphoid/complications/*drug therapy/radiotherapy', 'Male', '*Radiation Effects', 'Remission, Spontaneous']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",ppublish,Bilt Hematol Transfuz. 1976;4(1-2):63-9.,1-2,From July 1972 until April 1975 51 children with acute lymphocytic leukemia had been treated with combination chemotherapy and central nervous system irradiation. First remission was induced in 46 patients. 13 patients died during the first and second year of treatment. Central nervous system leukemia developed only in 3 patients. In 9 patients chemotherapy had been stopped after 30 months of treatment. These results are very encouraging and we hope that majority of our patients will survive 5 years without relapse.,,,,,,,,,,
1066126,NLM,MEDLINE,19760925,20091109,0350-2023 (Print) 0350-2023 (Linking),4,1976,[Treatment of acute leukoses at the Internal Clinic of the Dr. Z. Kucic Hospital in Rjeka].,53-4,"['Premuzic-Lampic, M']",['Premuzic-Lampic M'],['srp'],"['English Abstract', 'Journal Article']","Terapija akutnih leukoza na internoj klinici bolnice ""Dr. Z. Kucic u Rijeci",Serbia,Bilt Hematol Transfuz,Bilten za hematologiju i transfuziju,7601504,['0 (Antineoplastic Agents)'],IM,"['Acute Disease', 'Antineoplastic Agents/administration & dosage/therapeutic use', 'Drug Therapy, Combination', 'Humans', 'Leukemia/*drug therapy', 'Leukemia, Lymphoid/drug therapy', 'Remission, Spontaneous']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",ppublish,Bilt Hematol Transfuz. 1976;4(1-2):53-4.,1-2,"The offects of treatment achieved in 35 patients with Acute Leukemia have been presented. In the group of 10 patients with Acute Lymphocytic Leukemia remission have been obtained in 9 patients with the mean survival of 13,7 months. In the group of 25 patients with Acute Nonlymphocytic Leukemia remissions have been obtained in 16 patients with the mean survival of 9, 6 months.",,,,,,,,,,
1066125,NLM,MEDLINE,19760925,20091109,0350-2023 (Print) 0350-2023 (Linking),4,1976,[Our experiences in the treatment of acute leukoses].,49-51,"['Nedelkoski, J', 'Stojcevski, T', 'Kostovska, S', 'Stojanovski, R']","['Nedelkoski J', 'Stojcevski T', 'Kostovska S', 'Stojanovski R']",['srp'],['Journal Article'],Nasa iskustva u lecenju akutnih leukoza,Serbia,Bilt Hematol Transfuz,Bilten za hematologiju i transfuziju,7601504,['0 (Antineoplastic Agents)'],IM,"['Adolescent', 'Adult', 'Aged', 'Antineoplastic Agents/administration & dosage/therapeutic use', 'Drug Therapy, Combination', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Leukemia, Myeloid, Acute/*drug therapy', 'Middle Aged', 'Remission, Spontaneous']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",ppublish,Bilt Hematol Transfuz. 1976;4(1-2):49-51.,1-2,,,,,,,,,,,
1066124,NLM,MEDLINE,19760925,20131121,0350-2023 (Print) 0350-2023 (Linking),4,1976,[Combined cytostatic therapy in the treatment of acute leukemias].,43-8,"['Krstic, C', 'Radojcic, B', 'Trajkovic, B', 'Pekic, B']","['Krstic C', 'Radojcic B', 'Trajkovic B', 'Pekic B']",['srp'],"['English Abstract', 'Journal Article']",Kombinovana citostatska terapija u lecenju akutnih leukemija,Serbia,Bilt Hematol Transfuz,Bilten za hematologiju i transfuziju,7601504,"['0 (Antineoplastic Agents)', 'VB0R961HZT (Prednisone)']",IM,"['Adolescent', 'Adult', 'Aged', 'Antineoplastic Agents/administration & dosage/therapeutic use', 'Child', 'Child, Preschool', 'Drug Therapy, Combination', 'Female', 'Humans', 'Infant', 'Leukemia, Lymphoid/*drug therapy', 'Leukemia, Monocytic, Acute/*drug therapy', 'Leukemia, Myeloid, Acute/*drug therapy', 'Male', 'Middle Aged', 'Prednisone/administration & dosage/therapeutic use']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",ppublish,Bilt Hematol Transfuz. 1976;4(1-2):43-8.,1-2,"It was analysed 66 patients with different types of acute leukaemias treated on haematological department of Internal Clinics Mylitary Medical Academy during 1969-1974 years with combination chemotherapy. At 35 patients with acute lymphoblastic leukaemias it was obtain complete remission at 60%, and partial remission at 28,5%. Without the response was 11,4% patients. At 20 patients with acute myeloid leukaemias were induced only partial remission at 4 0% patients, and 60% patients were without the therapeutic response. The survival of patients with acute leukemias is presented. 88,4% patients with acute lymphoblastic leukaemias survived to two years, and 61,5% patients with acute myeloid leukaemias survived only to three months. None of the patients with acute myeloid leukaemias survived over one year.",,,,,,,,,,
1066123,NLM,MEDLINE,19760925,20151119,0350-2023 (Print) 0350-2023 (Linking),4,1976,[Results in the treatment of acute leukemias at the Internal Clinic B in the period 1970-1975].,37-42,"['Ruvidic, R', 'Boskovic, D']","['Ruvidic R', 'Boskovic D']",['srp'],"['English Abstract', 'Journal Article']",Rezultati lecenja akutne leukemije na internoj klinici B u periodu 1970-1975. Godine,Serbia,Bilt Hematol Transfuz,Bilten za hematologiju i transfuziju,7601504,"['04079A1RDZ (Cytarabine)', '5J49Q6B70F (Vincristine)', '8N3DW7272P (Cyclophosphamide)', 'VB0R961HZT (Prednisone)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Cyclophosphamide/therapeutic use', 'Cytarabine/therapeutic use', 'Daunorubicin/therapeutic use', 'Drug Therapy, Combination', 'Female', 'Hospitals, University', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Leukemia, Myeloid, Acute/*drug therapy', 'Male', 'Prednisone/therapeutic use', 'Remission, Spontaneous', 'Vincristine/therapeutic use']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",ppublish,Bilt Hematol Transfuz. 1976;4(1-2):37-42.,1-2,"Results of the treatment of 102 acute leukemia patients are presented. The diagnosis in 61 patients was acute myeloid leukemia (AML) and in 41 patients acute lymphoid leukemia (ALL). In the treatment of AML were used Daunorubicyne (DNR), Cytosine arabinoside (ARA-C) or combination of both drugs, some elder patients being treated with 6-mercapropurine. Number of patients were made aplastic and died during the initial phase of therapy. Nine of 24 patients treated with DNR, ARA-C or combined developed complete remission, 6 patients lived for one year and 4 patients two years. ALL patients were treated with Prednisone-Vincristine, Prednisone-Vincristine-DNR and some of them with Prednisone-Vincristine-DNR-Cyclophosphamide-L-Asparaginase combinations of drugs. Complete remission was obtained in 22 out of 32 patients (69%) and 6 patients lived for 2 years.",,,,,,,,,,
1066122,NLM,MEDLINE,19760925,20091109,0350-2023 (Print) 0350-2023 (Linking),4,1976,[Results in the treatment of acute leukemias by means of polycytostatic therapy at the Internal Clinic A].,29-36,"['Jancic, M', 'Ristic, M', 'Banicevic, B', 'Vucic, L', 'Vulevic, I', 'Pastrakulic, N', 'Urosevic, R', 'Pecija, B', 'Avramovic, D', 'Nesovic, M', 'Maslovaric, S', 'Baklaja, R', 'Colovic, M', 'Popovic, B', 'Petrovic, M', 'Konecni, J', 'Stefanovic, S']","['Jancic M', 'Ristic M', 'Banicevic B', 'Vucic L', 'Vulevic I', 'Pastrakulic N', 'Urosevic R', 'Pecija B', 'Avramovic D', 'Nesovic M', 'Maslovaric S', 'Baklaja R', 'Colovic M', 'Popovic B', 'Petrovic M', 'Konecni J', 'Stefanovic S']",['srp'],['Journal Article'],Rezultati lecenja akutnih leukemija policitostatskom terapijom u internoj klinici A,Serbia,Bilt Hematol Transfuz,Bilten za hematologiju i transfuziju,7601504,['0 (Antineoplastic Agents)'],IM,"['Adolescent', 'Adult', 'Aged', 'Antineoplastic Agents/therapeutic use', 'Evaluation Studies as Topic', 'Female', 'Hospitals, University', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Leukemia, Monocytic, Acute/*drug therapy', 'Leukemia, Myeloid, Acute/*drug therapy', 'Male', 'Middle Aged', 'Remission, Spontaneous']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",ppublish,Bilt Hematol Transfuz. 1976;4(1-2):29-36.,1-2,,,,,,,,,,,
