PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,PMC,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,GR,TT,RF,PS,FPS,OID,OTO,OT,GN
6751437,NLM,MEDLINE,19821216,20210216,0006-4971 (Print) 0006-4971 (Linking),60,5,1982 Nov,"Premature chromosome condensation studies in human leukemia: 4. Characterization of albumin density fractionations of bone marrow at presentation, remission, and relapse.",1203-11,"Previous studies have suggested that the technique of premature chromosome condensation (PCC) is useful in the study of human leukemia, both as a predictive tool for course of disease and as a probe to better understand the biology of the disease process. The purpose of this study was to determine how the various subcomponents of bone marrow populations contribute to the overall PCC pattern. Thirty bone marrow aspirations from persons at various stages of disease (2 normal, 11 untreated, 12 in remission, and 5 n relapse) were fractionated according to density in albumin gradients, and the various fractions were characterized by determining the proliferative potential index (PPI, or the fraction of G1 cells in late G1) using the PCC technique. In general, normal bone marrow and marrow from patients In remission showed lower PPI values throughout the gradients, with the most dense and most mature cells yielding the lowest PPI values in the gradient. In contrast, bone marrow from newly presenting patients and from patients in relapse showed higher PPI values, with the highest PPI values found In the most dense fractions containing the most mature cells. Thus, residual mature cells from patients with active disease exhibit the malignant characteristic of accumulating in late G1 phase. It is postulated that these morphologically mature cells from patients with active disease either represent matured cells of malignant origin or represent residual normal cells pushed beyond the restriction point in early G1 phase by a putative tumor growth factor synthesized by the leukemic cell population.","['Hittelman, W N', 'Vellekoop, L', 'Zander, A R', 'Dicke, K A']","['Hittelman WN', 'Vellekoop L', 'Zander AR', 'Dicke KA']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Blood,Blood,7603509,IM,"['Aged', 'Animals', '*Bone Marrow Cells', 'Cell Division', 'Cell Fusion', 'Centrifugation, Density Gradient', 'Chromosomes, Human', 'Cytogenetics', 'Cytological Techniques', 'Humans', 'Leukemia/*physiopathology', 'Mice', 'Middle Aged', 'Recurrence']",,1982/11/01 00:00,1982/11/01 00:01,['1982/11/01 00:00'],"['1982/11/01 00:00 [pubmed]', '1982/11/01 00:01 [medline]', '1982/11/01 00:00 [entrez]']",['S0006-4971(20)84587-X [pii]'],ppublish,Blood. 1982 Nov;60(5):1203-11.,,"['CA-14528/CA/NCI NIH HHS/United States', 'CA-27931/CA/NCI NIH HHS/United States', 'CA-28153/CA/NCI NIH HHS/United States']",,,,,,,,
6751436,NLM,MEDLINE,19821216,20210216,0006-4971 (Print) 0006-4971 (Linking),60,5,1982 Nov,"Combination chemotherapy of advanced chronic lymphocytic leukemia: the M-2 protocol (vincristine, BCNU, cyclophosphamide, melphalan, and prednisone).",1110-21,"The M-2 protocol (vincristine, cyclophosphamide, BCNU, melphalan, and prednisone) was administered monthly to 63 evaluable patients with advanced chronic lymphocytic leukemia. Complete remission (absence of all clinical and bone marrow evidence of leukemia) and partial response (greater than 50% decrease in organ enlargement and reduction of WBC count to below 15,000 x 10(6)/liter) were achieved in 17% and 44%, respectively, for a total response rate of 61%. The median survivals from therapy of patients achieving a CR, RR, or no response were 73+, 40, and 14 mo respectively. The median survival time from onset of treatment for stages II, III, and IV disease were 47, 20 and 19 mo, respectively, which was not statistically different from historical controls. However, when untreated patients are compared to this latter group, a significant survival advantage from diagnosis was found (p = 0.01), stressing the importance of prior therapy as the only unfavorable prognostic factor. Although complete remissions in CLL, as reflected in apparently normal bone marrow B-lymphocyte markers, can be induced wih acceptable morbidity, the majority of patients relapse after cessation of therapy. An alternative approach to the M-2 protocol will be needed to eradicate the disease.","['Kempin, S', 'Lee, B J 3rd', 'Thaler, H T', 'Koziner, B', 'Hecht, S', 'Gee, T', 'Arlin, Z', 'Little, C', 'Straus, D', 'Reich, L', 'Phillips, E', 'Al-Mondhiry, H', 'Dowling, M', 'Mayer, K', 'Clarkson, B']","['Kempin S', 'Lee BJ 3rd', 'Thaler HT', 'Koziner B', 'Hecht S', 'Gee T', 'Arlin Z', 'Little C', 'Straus D', 'Reich L', 'Phillips E', 'Al-Mondhiry H', 'Dowling M', 'Mayer K', 'Clarkson B']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S."", 'Review']",United States,Blood,Blood,7603509,IM,"['Antineoplastic Agents/*administration & dosage', '*Antineoplastic Combined Chemotherapy Protocols', 'Carmustine/administration & dosage', 'Cyclophosphamide/administration & dosage', 'Drug Therapy, Combination', 'Female', 'Femur Head Necrosis/chemically induced', 'Humans', 'Hypercalcemia/chemically induced', 'Leukemia, Lymphoid/*drug therapy/mortality', 'Male', 'Melphalan/administration & dosage', 'Neoplasms, Multiple Primary/mortality', 'Paresthesia/chemically induced', 'Prednisone/administration & dosage', 'Prognosis', 'Thrombocytopenia/chemically induced', 'Vincristine/administration & dosage']",,1982/11/01 00:00,1982/11/01 00:01,['1982/11/01 00:00'],"['1982/11/01 00:00 [pubmed]', '1982/11/01 00:01 [medline]', '1982/11/01 00:00 [entrez]']",['S0006-4971(20)84575-3 [pii]'],ppublish,Blood. 1982 Nov;60(5):1110-21.,"['0 (Antineoplastic Agents)', '5J49Q6B70F (Vincristine)', '8N3DW7272P (Cyclophosphamide)', 'Q41OR9510P (Melphalan)', 'U68WG3173Y (Carmustine)', 'VB0R961HZT (Prednisone)', 'M-2 protocol']","['CA-05286/CA/NCI NIH HHS/United States', 'CA-08748/CA/NCI NIH HHS/United States']",,94,,,,,,
6751379,NLM,MEDLINE,19821218,20190704,0007-1048 (Print) 0007-1048 (Linking),52,2,1982 Oct,Acute lymphoblastic leukaemia cells in the diffusion chamber: change of surface phenotype during the culture period.,319-25,"Peripheral blast cells from patients with acute lymphoblastic leukaemia were cultured in the diffusion chamber system. On different harvesting days the cALL antigen, surface immunoglobulin and T-cell antigen were investigated by direct immunofluorescence. Each cell type investigated showed a different response throughout culture, the commonest change observed being development into the B-cell axis. Our data demonstrate that the differentiation stop of a leukaemic cell can be overcome by using the diffusion chamber system. The data therefore give some insight into the stage of developmental arrest in acute lymphoblastic leukaemia.","['Jager, G', 'Lau, B', 'Pachmann, K', 'Dormer, P']","['Jager G', 'Lau B', 'Pachmann K', 'Dormer P']",['eng'],['Journal Article'],England,Br J Haematol,British journal of haematology,0372544,IM,"['Antigens, Neoplasm/analysis', 'B-Lymphocytes/immunology', 'Cell Differentiation', 'Cells, Cultured', 'Fluorescent Antibody Technique', 'Humans', 'Leukemia, Lymphoid/*immunology', 'Phenotype', 'Receptors, Antigen, B-Cell/analysis', 'T-Lymphocytes/immunology', 'Time Factors']",,1982/10/01 00:00,1982/10/01 00:01,['1982/10/01 00:00'],"['1982/10/01 00:00 [pubmed]', '1982/10/01 00:01 [medline]', '1982/10/01 00:00 [entrez]']",['10.1111/j.1365-2141.1982.tb03895.x [doi]'],ppublish,Br J Haematol. 1982 Oct;52(2):319-25. doi: 10.1111/j.1365-2141.1982.tb03895.x.,"['0 (Antigens, Neoplasm)', '0 (Receptors, Antigen, B-Cell)']",,,,,,,,,
6751377,NLM,MEDLINE,19821218,20190704,0007-1048 (Print) 0007-1048 (Linking),52,2,1982 Oct,Reversal of severe bone marrow fibrosis and osteosclerosis following allogeneic bone marrow transplantation for chronic granulocytic leukaemia.,189-94,"Severe marrow fibrosis and osteosclerosis gradually disappeared after a 33-year-old woman received an allogeneic bone marrow transplantation (BMT) as experimental treatment for chronic granulocytic leukaemia. Serial biopsies demonstrate gradual resolution of dense reticulin fibrosis, collagen fibrosis and osteosclerosis, and restoration of normal marrow architecture after transplantation. These changes correspond with histological and cytogenetic evidence of normal marrow engraftment and sustained complete remission from chronic granulocytic leukaemia. In this case severe marrow infiltration with reticulin and collagen fibrosis as well as severe derangement of marrow architecture and obliteration of the medullary cavity by osteosclerosis was an entirely reversible process after allogeneic bone marrow transplantation, and did not prevent successful engraftment, haemopoietic and cytogenetic reconstitution and complete remission from chronic granulocytic leukaemia.","['McGlave, P B', 'Brunning, R D', 'Hurd, D D', 'Kim, T H']","['McGlave PB', 'Brunning RD', 'Hurd DD', 'Kim TH']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Br J Haematol,British journal of haematology,0372544,IM,"['Adult', 'Bone Marrow/pathology', '*Bone Marrow Transplantation', 'Female', 'Graft vs Host Reaction', 'Humans', 'Leukemia, Myeloid/pathology/*therapy', 'Osteosclerosis/pathology/*therapy', 'Postoperative Complications', 'Primary Myelofibrosis/pathology/*therapy']",,1982/10/01 00:00,1982/10/01 00:01,['1982/10/01 00:00'],"['1982/10/01 00:00 [pubmed]', '1982/10/01 00:01 [medline]', '1982/10/01 00:00 [entrez]']",['10.1111/j.1365-2141.1982.tb03880.x [doi]'],ppublish,Br J Haematol. 1982 Oct;52(2):189-94. doi: 10.1111/j.1365-2141.1982.tb03880.x.,,['P01-CA-21737/CA/NCI NIH HHS/United States'],,,,,,,,
6751376,NLM,MEDLINE,19821218,20190704,0007-1048 (Print) 0007-1048 (Linking),52,2,1982 Oct,Bone marrow transplantation for acute lymphoblastic leukaemia.,181-8,"Twenty patients have undergone bone marrow transplantation for acute lymphoblastic leukaemia (ALL). Eighteen patients were in complete remission and two had less than 10% leukaemic blasts in the marrow aspirate in the week prior to transplantation. Eighteen patients were grafted from HLA/MLC compatible siblings. One identical twin and one fully compatible parent were also used as donors. Two patients died of graft-versus-host disease and one of radiation-induced pneumonitis. Four have subsequently relapsed. Thirteen patients remain well and in remission from 202 to 1126 d post transplantation. These results show that morbidity and mortality from the bone marrow transplantation procedure is low. However, the major obstacle to permanent success in marrow transplantation of patients with ALL is recurrence of the disease (35% actuarial disease free survival at 1126 d).","['Barrett, A J', 'Kendra, J R', 'Lucas, C F', 'Joss, D V', 'Joshi, R', 'Desai, M', 'Jones, K H', 'Phillips, R H', 'Rogers, T R', 'Tabara, Z', 'Williamson, S', 'Hobbs, J R']","['Barrett AJ', 'Kendra JR', 'Lucas CF', 'Joss DV', 'Joshi R', 'Desai M', 'Jones KH', 'Phillips RH', 'Rogers TR', 'Tabara Z', 'Williamson S', 'Hobbs JR']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Br J Haematol,British journal of haematology,0372544,IM,"['Adolescent', 'Adult', '*Bone Marrow Transplantation', 'Cell Count', 'Child', 'Child, Preschool', 'Female', 'Graft vs Host Reaction', 'Humans', 'Leukemia, Lymphoid/*therapy', 'Male', 'Postoperative Complications', 'Recurrence', 'Time Factors']",,1982/10/01 00:00,1982/10/01 00:01,['1982/10/01 00:00'],"['1982/10/01 00:00 [pubmed]', '1982/10/01 00:01 [medline]', '1982/10/01 00:00 [entrez]']",['10.1111/j.1365-2141.1982.tb03879.x [doi]'],ppublish,Br J Haematol. 1982 Oct;52(2):181-8. doi: 10.1111/j.1365-2141.1982.tb03879.x.,,,,,,,,,,
6751183,NLM,MEDLINE,19821203,20190619,0003-4819 (Print) 0003-4819 (Linking),97,4,1982 Oct,Therapeutic granulocyte transfusions for documented infections. A controlled trial in ninety-five infectious granulocytopenic episodes.,509-15,"Patients with granulocytopenia (granulocyte count less than 0.5 x 10(9)/L) and a documented infection were randomized to receive or not to receive daily granulocyte transfusions in addition to antimicrobial therapy. Thirty-four of 47 control patients responded to therapy compared to 30 of 48 transfused patients (type 2 error, pneumonia, or a soft tissue infection, respective response rates for the control and transfused patients were 11 of 11 and 11 of 16 (Yates' corrected chi-squared test, p = 0.12). Response rates for patients with gram-negative septicemia were lower but were influenced by recovery of bone marrow function. Eleven of 12 control patients and seven of seven transfused patients with recovery of marrow function survived the gram-negative septicemia. In contrast, 12 of 24 control patients and 12 of 25 transfused patients survived gram-negative septicemia and persistent granulocytopenia (type 2 error p = 0.13). Two thirds of all fatal infections were associated with an underlying disease refractory to medical therapy. Therapeutic granulocyte transfusions had no substantial benefit over optimal antimicrobial therapy alone in managing infected patients with granulocytopenia.","['Winston, D J', 'Ho, W G', 'Gale, R P']","['Winston DJ', 'Ho WG', 'Gale RP']",['eng'],"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Ann Intern Med,Annals of internal medicine,0372351,IM,"['Abscess/therapy', 'Adolescent', 'Adult', 'Aged', 'Agranulocytosis/complications/*therapy', 'Anti-Bacterial Agents/therapeutic use', 'Bacterial Infections/complications/*therapy', '*Blood Transfusion', 'Cellulitis/therapy', 'Child', 'Child, Preschool', 'Clinical Trials as Topic', 'Female', 'Granulocytes/*transplantation', 'Humans', 'Leukemia/complications', 'Male', 'Middle Aged', 'Neoplasms/complications', 'Pneumonia/therapy', 'Sepsis/therapy']",,1982/10/01 00:00,1982/10/01 00:01,['1982/10/01 00:00'],"['1982/10/01 00:00 [pubmed]', '1982/10/01 00:01 [medline]', '1982/10/01 00:00 [entrez]']",['10.7326/0003-4819-97-4-509 [doi]'],ppublish,Ann Intern Med. 1982 Oct;97(4):509-15. doi: 10.7326/0003-4819-97-4-509.,['0 (Anti-Bacterial Agents)'],"['CA-15688/CA/NCI NIH HHS/United States', 'CA-23175/CA/NCI NIH HHS/United States', 'HD-62971/HD/NICHD NIH HHS/United States', 'etc.']",,,,,,,,
6751039,NLM,MEDLINE,19821202,20191031,0065-230X (Print) 0065-230X (Linking),36,,1982,Human B-cell neoplasms in relation to normal B-cell differentiation and maturation processes.,211-55,,"['Godal, T', 'Funderud, S']","['Godal T', 'Funderud S']",['eng'],"['Journal Article', 'Review']",United States,Adv Cancer Res,Advances in cancer research,0370416,IM,"['Antibody Formation', 'B-Lymphocytes/*immunology/pathology', 'Cell Differentiation', 'Cell Division', 'Gene Expression Regulation', 'Genetic Variation', 'Humans', 'Immunoglobulins/biosynthesis/genetics/physiology', 'Leukemia, Lymphoid/pathology', 'Lymphoma/immunology/pathology', 'Neoplasms/*immunology', 'Prognosis', 'Receptors, Complement/physiology']",,1982/01/01 00:00,1982/01/01 00:01,['1982/01/01 00:00'],"['1982/01/01 00:00 [pubmed]', '1982/01/01 00:01 [medline]', '1982/01/01 00:00 [entrez]']","['S0065-230X(08)60426-1 [pii]', '10.1016/s0065-230x(08)60426-1 [doi]']",ppublish,Adv Cancer Res. 1982;36:211-55. doi: 10.1016/s0065-230x(08)60426-1.,"['0 (Immunoglobulins)', '0 (Receptors, Complement)']",,,286,,,,,,
6751038,NLM,MEDLINE,19821202,20191031,0065-230X (Print) 0065-230X (Linking),36,,1982,Relationship of DNA tertiary and quaternary structure to carcinogenic processes.,165-210,,"['Lipetz, P D', 'Galsky, A G', 'Stephens, R E']","['Lipetz PD', 'Galsky AG', 'Stephens RE']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", 'Review']",United States,Adv Cancer Res,Advances in cancer research,0370416,IM,"['Chromatin', '*DNA', 'DNA Repair', 'Humans', 'Karyotyping', 'Leukemia, Lymphoid/genetics', 'Nalidixic Acid/pharmacology', 'Neoplasms/*etiology', 'Novobiocin/pharmacology', 'Nucleic Acid Conformation', 'Plasmids', 'Recombination, Genetic', 'Tetradecanoylphorbol Acetate']",,1982/01/01 00:00,1982/01/01 00:01,['1982/01/01 00:00'],"['1982/01/01 00:00 [pubmed]', '1982/01/01 00:01 [medline]', '1982/01/01 00:00 [entrez]']","['S0065-230X(08)60425-X [pii]', '10.1016/s0065-230x(08)60425-x [doi]']",ppublish,Adv Cancer Res. 1982;36:165-210. doi: 10.1016/s0065-230x(08)60425-x.,"['0 (Chromatin)', '17EC19951N (Novobiocin)', '3B91HWA56M (Nalidixic Acid)', '9007-49-2 (DNA)', 'NI40JAQ945 (Tetradecanoylphorbol Acetate)']",,,216,,,,,,
6751036,NLM,MEDLINE,19821202,20191031,0065-230X (Print) 0065-230X (Linking),36,,1982,Chromosome abnormalities in malignant hematologic diseases.,103-48,,"['Rowley, J D', 'Testa, J R']","['Rowley JD', 'Testa JR']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S."", 'Review']",United States,Adv Cancer Res,Advances in cancer research,0370416,IM,"['Adult', 'Child', '*Chromosome Aberrations', 'Chromosome Banding', 'Female', 'Humans', 'Karyotyping', 'Leukemia/*genetics', 'Leukemia, Lymphoid/genetics', 'Leukemia, Myeloid/genetics', 'Leukemia, Myeloid, Acute/genetics', 'Male', 'Polycythemia Vera/*genetics', 'Translocation, Genetic']",,1982/01/01 00:00,1982/01/01 00:01,['1982/01/01 00:00'],"['1982/01/01 00:00 [pubmed]', '1982/01/01 00:01 [medline]', '1982/01/01 00:00 [entrez]']","['S0065-230X(08)60423-6 [pii]', '10.1016/s0065-230x(08)60423-6 [doi]']",ppublish,Adv Cancer Res. 1982;36:103-48. doi: 10.1016/s0065-230x(08)60423-6.,,"['CA-16910/CA/NCI NIH HHS/United States', 'CA-19266/CA/NCI NIH HHS/United States', 'CA-23954/CA/NCI NIH HHS/United States']",,176,,,,,,
6750953,NLM,MEDLINE,19821203,20061115,0070-4113 (Print) 0070-4113 (Linking),65,,1981,[Benign and malignant lymphoproliferative processes associated with the murine islet system].,255-61,,"['Freytag, G', 'Kolb-Bachofen, V', 'Kiesel, U', 'Kolb, H']","['Freytag G', 'Kolb-Bachofen V', 'Kiesel U', 'Kolb H']",['ger'],"['English Abstract', 'Journal Article']",Germany,Verh Dtsch Ges Pathol,Verhandlungen der Deutschen Gesellschaft fur Pathologie,7503704,IM,"['Animals', 'Islets of Langerhans/*immunology/pathology', 'Leukemia/*pathology', 'Lymphoma/*pathology', 'Lymphoproliferative Disorders/immunology/*pathology', 'Male', 'Mice', 'Mice, Inbred C57BL', 'Mice, Inbred Strains', 'Neoplasms, Experimental/pathology', 'Pancreas/pathology/ultrastructure', 'Pancreatic Neoplasms/*pathology']",,1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",,ppublish,Verh Dtsch Ges Pathol. 1981;65:255-61.,,,Die Beziehung benigner und maligner lympho-proliferativer Prozesse zum Inselsystem der Maus.,,,,,,,
