PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,PMC,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,RF,TT,GR,OID,OAB,OABL,OTO,OT,GN,EIN,SI
4112828,NLM,MEDLINE,19720727,20191030,0365-4184 (Print) 0365-4184 (Linking),80,2,1972,Thymic cysts in oestrogenized BALB-c mice.,211-21,,"['Ebbesen, P', 'Nielsen, M H']","['Ebbesen P', 'Nielsen MH']",['eng'],['Journal Article'],Denmark,Acta Pathol Microbiol Scand A,"Acta pathologica et microbiologica Scandinavica. Section A, Pathology",7508468,IM,"['Albumins/analysis', 'Amyloid/analysis', 'Animals', 'Autoantibodies/analysis', 'Castration', 'Cysts/chemically induced/*pathology', 'Cytotoxicity Tests, Immunologic', 'Estradiol', 'Female', 'Fluorescent Antibody Technique', 'Leukemia/chemically induced', 'Lymph Nodes/pathology', 'Lymphocytes', 'Male', 'Mice', 'Microscopy, Electron', 'Spleen/pathology', 'Staining and Labeling', 'Testicular Neoplasms/chemically induced', 'Thymectomy', 'Thymus Gland/*pathology/physiology', 'gamma-Globulins/analysis']",,1972/01/01 00:00,1972/01/01 00:01,['1972/01/01 00:00'],"['1972/01/01 00:00 [pubmed]', '1972/01/01 00:01 [medline]', '1972/01/01 00:00 [entrez]']",['10.1111/j.1699-0463.1972.tb02167.x [doi]'],ppublish,Acta Pathol Microbiol Scand A. 1972;80(2):211-21. doi: 10.1111/j.1699-0463.1972.tb02167.x.,"['0 (Albumins)', '0 (Amyloid)', '0 (Autoantibodies)', '0 (gamma-Globulins)', '4TI98Z838E (Estradiol)']",,,,,,,,,,,
4112733,NLM,MEDLINE,19720725,20190919,0018-7348 (Print) 0018-7348 (Linking),14,2,1972,Cytological and cytogenetical studies on brain tumors. 4. Identification of the missing G chromosome in human meningiomas as no. 22 by fluorescence technique.,167-9,,"['Zankl, H', 'Zang, K D']","['Zankl H', 'Zang KD']",['eng'],['Journal Article'],Germany,Humangenetik,Humangenetik,7607154,IM,"['Biopsy', 'Brain Neoplasms/*genetics/pathology', '*Chromosome Aberrations', '*Chromosomes, Human, 21-22 and Y', 'Cytogenetics', 'Histological Techniques', 'Humans', 'Karyotyping', 'Leukemia, Myeloid/genetics', 'Meningioma/*genetics/pathology', 'Microscopy, Fluorescence', 'Staining and Labeling']",,1972/01/01 00:00,1972/01/01 00:01,['1972/01/01 00:00'],"['1972/01/01 00:00 [pubmed]', '1972/01/01 00:01 [medline]', '1972/01/01 00:00 [entrez]']",['10.1007/BF00273305 [doi]'],ppublish,Humangenetik. 1972;14(2):167-9. doi: 10.1007/BF00273305.,,,,,,,,,,,,
4112693,NLM,MEDLINE,19720725,20051117,0005-2086 (Print) 0005-2086 (Linking),16,1,1972 Apr,Bursal lesions in chickens inoculated with Marek's disease vaccines.,153-62,,"['Fletcher, O J', 'Eidson, C S', 'Kleven, S H']","['Fletcher OJ', 'Eidson CS', 'Kleven SH']",['eng'],['Journal Article'],United States,Avian Dis,Avian diseases,0370617,IM,"['Animals', 'Avian Leukosis/*pathology', 'Bursa of Fabricius/*pathology', '*Chickens', 'Herpesviridae/*immunology', 'Herpesviridae Infections/*veterinary', 'Injections, Intravenous', 'Injections, Subcutaneous', 'Marek Disease/immunology/pathology', 'Poultry Diseases/*pathology', 'Turkeys', 'Vaccination/*veterinary', '*Viral Vaccines/administration & dosage', 'gamma-Globulins/analysis']",,1972/04/01 00:00,1972/04/01 00:01,['1972/04/01 00:00'],"['1972/04/01 00:00 [pubmed]', '1972/04/01 00:01 [medline]', '1972/04/01 00:00 [entrez]']",,ppublish,Avian Dis. 1972 Apr;16(1):153-62.,"['0 (Viral Vaccines)', '0 (gamma-Globulins)']",,,,,,,,,,,
4112680,NLM,MEDLINE,19720725,20041117,0001-5547 (Print) 0001-5547 (Linking),16,3,1972 May-Jun,Cytophotometric study of megakaryocyte ploidy in polycythemia vera and chronic granulocytic leukemia.,240-4,,"['Lagerlof, B']",['Lagerlof B'],['eng'],['Journal Article'],Switzerland,Acta Cytol,Acta cytologica,0370307,IM,"['Blood Platelets', 'Cytoplasm', 'DNA/analysis', 'Hematologic Diseases', 'Hematopoiesis', 'Humans', '*Leukemia, Myeloid', 'Megakaryocytes/analysis/*cytology', 'Photometry', '*Polycythemia Vera', '*Polyploidy', 'Staining and Labeling']",,1972/05/01 00:00,1972/05/01 00:01,['1972/05/01 00:00'],"['1972/05/01 00:00 [pubmed]', '1972/05/01 00:01 [medline]', '1972/05/01 00:00 [entrez]']",,ppublish,Acta Cytol. 1972 May-Jun;16(3):240-4.,['9007-49-2 (DNA)'],,,,,,,,,,,
4112640,NLM,MEDLINE,19720720,20190501,0027-8424 (Print) 0027-8424 (Linking),69,4,1972 Apr,Group-specific antigens of RNA tumor viruses as markers for subinfectious expression of the RNA virus genome.,1021-5,"Antigenic markers associated with the major internal protein of RNA tumor viruses of the C-type have proven extremely useful in natural history studies of these viruses. This protein possesses species-specific antigenic determinants, and, in the case of mammalian C-type viruses, the protein possesses crossreactive determinants as well. These determinants are, thus, useful for species identification and classification of mammalian viruses. A unique distribution of antigens in embryonic tissues of several species (where tests are available) was detected, and in addition, antigen expression in tissues appears to be controlled by a dominant gene. These data have contributed greatly to the theory that RNA tumor-virus information is inherited as part of the cellular genome.","['Gilden, R V', 'Oroszlan, S']","['Gilden RV', 'Oroszlan S']",['eng'],"['Journal Article', 'Review']",United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,IM,"['Animals', 'Antibody Specificity', '*Antigens', 'Antigens, Viral/analysis', 'Cats', 'Centrifugation, Density Gradient', '*Chromosomes', 'Cricetinae', 'Cross Reactions', 'Epitopes/analysis', 'Genetic Code', 'Immune Sera', 'Immunodiffusion', 'Immunoelectrophoresis', 'Isoelectric Focusing', 'Leukemia Virus, Murine/analysis/immunology', 'Mice', 'Peptides/analysis', 'RNA Viruses/*immunology', 'Rats', 'Retroviridae/analysis/immunology', 'Species Specificity', 'Viral Proteins/analysis']",PMC426619,1972/04/01 00:00,1972/04/01 00:01,['1972/04/01 00:00'],"['1972/04/01 00:00 [pubmed]', '1972/04/01 00:01 [medline]', '1972/04/01 00:00 [entrez]']",['10.1073/pnas.69.4.1021 [doi]'],ppublish,Proc Natl Acad Sci U S A. 1972 Apr;69(4):1021-5. doi: 10.1073/pnas.69.4.1021.,"['0 (Antigens)', '0 (Antigens, Viral)', '0 (Epitopes)', '0 (Immune Sera)', '0 (Peptides)', '0 (Viral Proteins)']",43,,,,,,,,,,
4112611,NLM,MEDLINE,19720718,20190611,0140-6736 (Print) 0140-6736 (Linking),1,7760,1972 May 20,Lymphocyte transformation in chronic lymphocytic leukaemia.,1127-8,,"['Peckham, M J']",['Peckham MJ'],['eng'],['Journal Article'],England,Lancet,"Lancet (London, England)",2985213R,IM,"['Aged', 'DNA/metabolism', 'Female', 'Humans', 'Leukemia, Lymphoid/*pathology', '*Lymphocyte Activation', 'Mitogens/pharmacology', 'Mitosis/drug effects']",,1972/05/20 00:00,1972/05/20 00:01,['1972/05/20 00:00'],"['1972/05/20 00:00 [pubmed]', '1972/05/20 00:01 [medline]', '1972/05/20 00:00 [entrez]']","['S0140-6736(72)92722-5 [pii]', '10.1016/s0140-6736(72)91476-6 [doi]']",ppublish,Lancet. 1972 May 20;1(7760):1127-8. doi: 10.1016/s0140-6736(72)91476-6.,"['0 (Mitogens)', '9007-49-2 (DNA)']",,,,,,,,,,,
4112515,NLM,MEDLINE,19720714,20071115,0067-7833 (Print) 0067-7833 (Linking),10,,1969,Retinal microaneurysmata.,281-7,,"['Francois, J', 'Neetens, A', 'Trau, S']","['Francois J', 'Neetens A', 'Trau S']",['eng'],['Journal Article'],Switzerland,Bibl Anat,Bibliotheca anatomica,0372510,IM,"['Aged', 'Aneurysm/*pathology', 'Animals', 'Blood Protein Disorders/pathology', 'Capillaries/pathology', 'Diabetic Retinopathy/pathology', 'Glaucoma/pathology', 'Histological Techniques', 'Humans', 'Leukemia, Lymphoid/pathology', 'Methods', 'Rabbits', 'Retinal Diseases/*pathology', 'Retinal Vessels/*pathology', 'Staining and Labeling']",,1969/01/01 00:00,1969/01/01 00:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '1969/01/01 00:01 [medline]', '1969/01/01 00:00 [entrez]']",,ppublish,Bibl Anat. 1969;10:281-7.,,,,,,,,,,,,
4112417,NLM,MEDLINE,19720710,20031114,0022-1767 (Print) 0022-1767 (Linking),108,4,1972 Apr,Genetic control by the H-2 gene complex of the alloantibody response to an H-2 antigen.,947-51,,"['Stimpfling, J H', 'Durham, T']","['Stimpfling JH', 'Durham T']",['eng'],['Journal Article'],United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,IM,"['Animals', '*Antibody Formation', 'Epitopes', 'Fibrosarcoma/immunology', '*Genes, Regulator', 'Hemagglutination Tests', '*Histocompatibility', '*Immunogenetics', '*Isoantigens', 'Leukemia, Experimental/immunology', 'Lymph Nodes/immunology', 'Mice', 'Mice, Inbred Strains', 'Recombination, Genetic', 'Spleen/immunology', 'Thymus Gland/immunology']",,1972/04/01 00:00,1972/04/01 00:01,['1972/04/01 00:00'],"['1972/04/01 00:00 [pubmed]', '1972/04/01 00:01 [medline]', '1972/04/01 00:00 [entrez]']",,ppublish,J Immunol. 1972 Apr;108(4):947-51.,"['0 (Epitopes)', '0 (Isoantigens)']",,,,,,,,,,,
4112374,NLM,MEDLINE,19720708,20211203,0025-8458 (Print) 0025-8458 (Linking),67,12,1972 Mar 24,[Induction of tolerance of heterologous protein in therapy with antilymphocytic globulin in man].,410-3,,"['Tilz, G P']",['Tilz GP'],['ger'],"['Clinical Trial', 'Controlled Clinical Trial', 'Journal Article']",Germany,Med Klin,Medizinische Klinik,0376637,IM,"['Adolescent', 'Adult', 'Aged', 'Animals', 'Antilymphocyte Serum/*therapeutic use', 'Azathioprine/therapeutic use', 'Corneal Transplantation', 'Dermatomyositis/therapy', 'Female', 'Horses/immunology', 'Humans', '*Immune Tolerance', 'Immunization, Passive', 'Immunosuppression Therapy', 'Immunosuppressive Agents/therapeutic use', 'Kidney Transplantation', 'Leukemia, Lymphoid/therapy', 'Male', 'Multiple Sclerosis/therapy', ""Sjogren's Syndrome/therapy"", 'Steroids/therapeutic use', 'Time Factors', 'Transplantation Immunology', 'Transplantation, Homologous', 'gamma-Globulins/therapeutic use']",,1972/03/24 00:00,2000/03/22 09:00,['1972/03/24 00:00'],"['1972/03/24 00:00 [pubmed]', '2000/03/22 09:00 [medline]', '1972/03/24 00:00 [entrez]']",,ppublish,Med Klin. 1972 Mar 24;67(12):410-3.,"['0 (Antilymphocyte Serum)', '0 (Immunosuppressive Agents)', '0 (Steroids)', '0 (gamma-Globulins)', 'MRK240IY2L (Azathioprine)']",,Studien zur Toleranzerzeugung gegenuber heterologem Protein bei der therapie mit antilymphozytarem Globulin beim Menschen.,,,,,,,,,
4112228,NLM,MEDLINE,19720630,20071115,0036-7672 (Print) 0036-7672 (Linking),102,17,1972 Apr 29,[An unusual leukoerythroblastic blood dount in an immature leukosis with extramedullary hematopoiesis in the kidney].,617-9,,"['Meister, H', 'Lagemann, A']","['Meister H', 'Lagemann A']",['ger'],['Journal Article'],Switzerland,Schweiz Med Wochenschr,Schweizerische medizinische Wochenschrift,0404401,IM,"['Bone Marrow Examination', '*Erythrocyte Count', 'Female', '*Hematopoiesis', 'Hematopoietic Stem Cells', 'Humans', 'Kidney/*physiopathology', 'Leukemia, Erythroblastic, Acute/*blood/complications/diagnosis', 'Leukemia, Myeloid, Acute/*blood/diagnosis', '*Leukocyte Count', 'Middle Aged', 'Staining and Labeling']",,1972/04/29 00:00,1972/04/29 00:01,['1972/04/29 00:00'],"['1972/04/29 00:00 [pubmed]', '1972/04/29 00:01 [medline]', '1972/04/29 00:00 [entrez]']",,ppublish,Schweiz Med Wochenschr. 1972 Apr 29;102(17):617-9.,,,Ungewohnliches leukoerythroblastisches Blutbild einer unreifzelligen Leukose bei heterotoper renaler Blutbildung.,,,,,,,,,
4112192,NLM,MEDLINE,19720630,20190611,0140-6736 (Print) 0140-6736 (Linking),1,7759,1972 May 13,Pathogenesis of radiation-related leukaemia and lymphoma. Speculations based primarily on experience of Hiroshima and Nagasaki.,1060-2,,"['Anderson, R E', 'Nishiyama, H', 'Ii, Y', 'Ishida, K', 'Okabe, N']","['Anderson RE', 'Nishiyama H', 'Ii Y', 'Ishida K', 'Okabe N']",['eng'],['Journal Article'],England,Lancet,"Lancet (London, England)",2985213R,IM,"['Animals', 'Bone Marrow/radiation effects', 'Humans', 'Immunologic Deficiency Syndromes/complications', 'Japan', 'Leukemia, Radiation-Induced/*epidemiology', 'Lymphoma/complications/*epidemiology', 'Neoplasms, Radiation-Induced/*epidemiology', 'Radiation Dosage']",,1972/05/13 00:00,1972/05/13 00:01,['1972/05/13 00:00'],"['1972/05/13 00:00 [pubmed]', '1972/05/13 00:01 [medline]', '1972/05/13 00:00 [entrez]']","['S0140-6736(72)91232-9 [pii]', '10.1016/s0140-6736(72)91232-9 [doi]']",ppublish,Lancet. 1972 May 13;1(7759):1060-2. doi: 10.1016/s0140-6736(72)91232-9.,,,,,,,,,,,,
4112171,NLM,MEDLINE,19720630,20190619,0008-543X (Print) 0008-543X (Linking),29,5,1972 May,"Acridine orange metachromasia for characterization of leukocytes in leukemia, lymphoma, and other neoplasms.",1361-8,,"['Melamed, M R', 'Adams, L R', 'Traganos, F', 'Zimring, A', 'Kamentsky, L A']","['Melamed MR', 'Adams LR', 'Traganos F', 'Zimring A', 'Kamentsky LA']",['eng'],['Journal Article'],United States,Cancer,Cancer,0374236,IM,"['*Acridines', 'Breast Neoplasms/blood', 'Cell Nucleus', 'Cytoplasm', '*Fluorescent Dyes', 'Fluorometry', 'Hodgkin Disease/blood', 'Humans', 'Leukemia/*blood', 'Leukemia, Lymphoid/blood', 'Leukemia, Monocytic, Acute/blood', 'Leukemia, Myeloid/blood', 'Leukemia, Myeloid, Acute/blood', 'Leukocytes/*cytology', 'Lymphoma/*blood', 'Lymphoma, Large B-Cell, Diffuse/blood', 'Lymphoma, Non-Hodgkin/blood', 'Mycosis Fungoides/blood', 'Neoplasms/*blood', 'Photometry', 'Polycythemia Vera/blood', '*Staining and Labeling']",,1972/05/01 00:00,1972/05/01 00:01,['1972/05/01 00:00'],"['1972/05/01 00:00 [pubmed]', '1972/05/01 00:01 [medline]', '1972/05/01 00:00 [entrez]']",['10.1002/1097-0142(197205)29:5<1361::aid-cncr2820290537>3.0.co;2-n [doi]'],ppublish,Cancer. 1972 May;29(5):1361-8. doi: 10.1002/1097-0142(197205)29:5<1361::aid-cncr2820290537>3.0.co;2-n.,"['0 (Acridines)', '0 (Fluorescent Dyes)']",,,,,,,,,,,
4112118,NLM,MEDLINE,19720629,20190611,0140-6736 (Print) 0140-6736 (Linking),1,7757,1972 Apr 29,Dermatoglyphics in leukaemia.,956-7,,"['Menser, M A', 'Purvis-Smith, S G']","['Menser MA', 'Purvis-Smith SG']",['eng'],['Journal Article'],England,Lancet,"Lancet (London, England)",2985213R,IM,"['Acute Disease', 'Child', '*Dermatoglyphics', 'Humans', '*Leukemia', 'Sex Factors']",,1972/04/29 00:00,1972/04/29 00:01,['1972/04/29 00:00'],"['1972/04/29 00:00 [pubmed]', '1972/04/29 00:01 [medline]', '1972/04/29 00:00 [entrez]']","['S0140-6736(72)92477-4 [pii]', '10.1016/s0140-6736(72)91519-x [doi]']",ppublish,Lancet. 1972 Apr 29;1(7757):956-7. doi: 10.1016/s0140-6736(72)91519-x.,,,,,,,,,,,,
4112089,NLM,MEDLINE,19720629,20131121,0023-6748 (Print) 0023-6748 (Linking),2,,1972,[Methods of studying blood thrombocytopoietic activity (literature review)].,94-6,,"['Tsygankova, V A', 'Rudakov, I A']","['Tsygankova VA', 'Rudakov IA']",['rus'],"['Journal Article', 'Review']",Russia (Federation),Lab Delo,Laboratornoe delo,18230140R,IM,"['Anemia/blood', 'Animals', '*Blood Platelets', 'Blood Transfusion', 'Busulfan/adverse effects', 'Hemorrhage/blood', 'Humans', 'Leukemia/blood', 'Methods', 'Mice', 'Phenylhydrazines/adverse effects', 'Polycythemia/blood', 'Purpura/blood', 'Rabbits', 'Radiation Effects', 'Rats', 'Splenectomy', 'Thrombocytosis/blood', 'Thrombopoietin']",,1972/01/01 00:00,1972/01/01 00:01,['1972/01/01 00:00'],"['1972/01/01 00:00 [pubmed]', '1972/01/01 00:01 [medline]', '1972/01/01 00:00 [entrez]']",,ppublish,Lab Delo. 1972;2:94-6.,"['0 (Phenylhydrazines)', '9014-42-0 (Thrombopoietin)', 'G1LN9045DK (Busulfan)']",35,Metody issledovaniia trombotsitpoeticheskoi aktivnosti krovi (obzor literatury.,,,,,,,,,
4111986,NLM,MEDLINE,19720628,20041117,0021-2547 (Print) 0021-2547 (Linking),50,3,1971 May-Jun,Viral aetiopathogenesis of tumors.,140-51,,"['Klein, E']",['Klein E'],['eng'],"['Journal Article', 'Review']",Italy,Boll Ist Sieroter Milan,Bollettino dell'Istituto sieroterapico milanese,17720040R,IM,"['Alpharetrovirus/immunology', 'Antibodies', 'Antigen-Antibody Reactions', 'Antigens, Neoplasm', 'Burkitt Lymphoma/drug therapy/immunology', 'Cell Line', 'Cell Membrane/immunology', 'Cell Transformation, Neoplastic', 'Cross Reactions', 'Cytopathogenic Effect, Viral', 'DNA Viruses/immunology', 'Epitopes', 'Fluorescent Antibody Technique', 'Herpesvirus 4, Human/immunology', 'Histocompatibility', 'Hodgkin Disease/immunology', 'Humans', 'Immune Sera', 'Immunity, Cellular', 'Isoantigens', 'Leukemia/immunology', 'Leukemia Virus, Murine/immunology', 'Neoplasms/immunology/*microbiology', 'Oncogenic Viruses/*immunology', 'RNA Viruses', 'Remission, Spontaneous', 'Species Specificity']",,1971/05/01 00:00,1971/05/01 00:01,['1971/05/01 00:00'],"['1971/05/01 00:00 [pubmed]', '1971/05/01 00:01 [medline]', '1971/05/01 00:00 [entrez]']",,ppublish,Boll Ist Sieroter Milan. 1971 May-Jun;50(3):140-51.,"['0 (Antibodies)', '0 (Antigens, Neoplasm)', '0 (Epitopes)', '0 (Immune Sera)', '0 (Isoantigens)']",109,,,,,,,,,,
4111979,NLM,MEDLINE,19720627,20211203,0082-5948 (Print) 0082-5948 (Linking),7,,1971,Histocompatibility systems and disease states with particular reference to cancer.,78-111,,"['Walford, R L', 'Smith, G S', 'Waters, H']","['Walford RL', 'Smith GS', 'Waters H']",['eng'],"['Journal Article', 'Review']",Denmark,Transplant Rev,Transplantation reviews,0215244,IM,"['ABO Blood-Group System', 'Animals', 'Antigens', 'Asians', 'Choriocarcinoma/immunology', 'Epitopes', 'Female', 'Fetus/immunology', '*Histocompatibility', 'Hodgkin Disease/immunology', 'Humans', 'Immunity, Cellular', '*Isoantigens', 'Leukemia Virus, Murine/immunology', 'Leukemia, Experimental/immunology', 'Leukemia, Lymphoid/immunology', 'Leukemia, Myeloid/immunology', 'Leukemia, Myeloid, Acute/immunology', 'Lupus Erythematosus, Systemic/immunology', 'Mice', 'Pregnancy', 'Transplantation Immunology', 'Whites']",,1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",['10.1111/j.1600-065x.1971.tb00464.x [doi]'],ppublish,Transplant Rev. 1971;7:78-111. doi: 10.1111/j.1600-065x.1971.tb00464.x.,"['0 (ABO Blood-Group System)', '0 (Antigens)', '0 (Epitopes)', '0 (Isoantigens)']",129,,,,,,,,,,
4111976,NLM,MEDLINE,19720627,20051117,0085-5189 (Print) 0085-5189 (Linking),3,,1971,Present status of radioiodine therapy of thyroid disease.,19-38,,"['Beierwaltes, W H']",['Beierwaltes WH'],['eng'],"['Journal Article', 'Review']",United States,Prog At Med,Progress in atomic medicine,7514072,IM,"['Age Factors', 'Animals', 'Female', 'Follow-Up Studies', 'Goiter, Nodular/radiotherapy', 'Graves Disease/radiotherapy', 'Humans', 'Hypothyroidism/diagnosis/etiology/radiotherapy', 'Iodine Isotopes/*therapeutic use', 'Leukemia/radiotherapy', 'Lung Neoplasms/radiotherapy', 'Mice', 'Mutation/radiation effects', 'Neoplasm Metastasis', 'Radiation Dosage', '*Radiation Effects', 'Radiotherapy Dosage', 'Thyroid Diseases/*radiotherapy', 'Thyroid Function Tests', 'Thyroid Neoplasms/mortality/radiotherapy', 'Thyroidectomy', 'Time Factors']",,1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",,ppublish,Prog At Med. 1971;3:19-38.,['0 (Iodine Isotopes)'],25,,,,,,,,,,
4111754,NLM,MEDLINE,19720620,20161122,0323-4347 (Print) 0323-4347 (Linking),96,3,1971,[Scintigraphic studies of bones in hemoblastoses].,308-12,,"['Hofer, R', 'Kolarz, G', 'Pietschmann, H', 'Willvonseder, R']","['Hofer R', 'Kolarz G', 'Pietschmann H', 'Willvonseder R']",['ger'],['Journal Article'],Germany,Folia Haematol Int Mag Klin Morphol Blutforsch,"Folia haematologica (Leipzig, Germany : 1928)",0374615,IM,"['Adolescent', 'Adult', 'Aged', 'Bone Marrow/pathology', '*Bone and Bones/diagnostic imaging', 'Calcium Isotopes', 'Fluorine', 'Humans', 'Leukemia/*diagnosis', 'Lymphoma/*diagnosis', 'Middle Aged', 'Radiography', 'Radioisotopes', '*Radionuclide Imaging', 'Strontium Isotopes']",,1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",,ppublish,Folia Haematol Int Mag Klin Morphol Blutforsch. 1971;96(3):308-12.,"['0 (Calcium Isotopes)', '0 (Radioisotopes)', '0 (Strontium Isotopes)', '284SYP0193 (Fluorine)']",,Knochenszintigraphische Untersuchungen bei Hamoblastosen.,,,,,,,,,
4111753,NLM,MEDLINE,19720620,20131121,0323-4347 (Print) 0323-4347 (Linking),96,3,1971,[Quantitative behavior of basophilic and eosinophilic granulocytes in children suffering from leukemia].,300-7,,"['Blau, H J']",['Blau HJ'],['ger'],['Journal Article'],Germany,Folia Haematol Int Mag Klin Morphol Blutforsch,"Folia haematologica (Leipzig, Germany : 1928)",0374615,IM,"['Age Factors', 'Antineoplastic Agents/therapeutic use', '*Basophils', 'Child', 'Child, Preschool', '*Eosinophils', 'Germany, East', 'Humans', 'Infant', 'Leukemia, Myeloid/*blood/drug therapy/mortality', 'Leukemia, Myeloid, Acute/*blood/drug therapy/mortality', 'Leukocyte Count', 'Neoplasm Regression, Spontaneous', 'Prednisone/therapeutic use', 'Remission, Spontaneous', 'Statistics as Topic']",,1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",,ppublish,Folia Haematol Int Mag Klin Morphol Blutforsch. 1971;96(3):300-7.,"['0 (Antineoplastic Agents)', 'VB0R961HZT (Prednisone)']",,Das quantitative Verhalten der basophilen und eosinophilen Granulozyten bei Kindern mit Leukamie.,,,,,,,,,
