PMID,OWN,STAT,DCOM,LR,IS,VI,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,OTO,OT,EDAT,MHDA,CRDT,PHST,PST,SO,AID,RN,AB,PMC,IP,LID
13924386,NLM,MEDLINE,19981101,20191107,0031-2959 (Print) 0031-2959 (Linking),25,1962,Enzyme-biological synthesis of a carcinogenic agent (cancervirus) starting from nucleotides. I. Synthesis of carcinogenic DNA. Biological studies.,101-14,"['VALLADARES, Y']",['VALLADARES Y'],['eng'],['Journal Article'],Switzerland,Pathol Microbiol (Basel),Pathologia et microbiologia,0401122,OM,"['*Carcinogens', 'DNA/*metabolism/*virology', 'Leukemia/*virology', '*Nucleotides', '*Protein Biosynthesis', 'RNA/*metabolism']",['NLM'],"['*DESOXYRIBONUCLEIC ACID/virology', '*LEUKEMIA/virology', '*NUCLEASES/metabolism']",1962/01/01 00:00,1962/01/01 00:01,['1962/01/01 00:00'],"['1962/01/01 00:00 [pubmed]', '1962/01/01 00:01 [medline]', '1962/01/01 00:00 [entrez]']",ppublish,Pathol Microbiol (Basel). 1962;25:101-14. doi: 10.1159/000161265.,['10.1159/000161265 [doi]'],"['0 (Carcinogens)', '0 (Nucleotides)', '63231-63-0 (RNA)', '9007-49-2 (DNA)']",,,,
13924385,NLM,MEDLINE,19981101,20191107,0031-2959 (Print) 0031-2959 (Linking),25,1962,Enzyme-biological synthesis of a carcinogenic agent (Cancervirus) starting from nucleotides. II. Biochemical studies.,129-43,"['VALLADARES, Y']",['VALLADARES Y'],['eng'],['Journal Article'],Switzerland,Pathol Microbiol (Basel),Pathologia et microbiologia,0401122,OM,"['*Carcinogens', 'DNA/*chemistry', 'Leukemia/*virology', 'Nucleosides/*chemistry', 'Nucleotides/*chemistry', '*Protein Biosynthesis']",['NLM'],"['*DESOXYRIBONUCLEIC ACID/chemistry', '*LEUKEMIA/virology', '*NUCLEOSIDES AND NUCLEOTIDES/chemistry']",1962/01/01 00:00,1962/01/01 00:01,['1962/01/01 00:00'],"['1962/01/01 00:00 [pubmed]', '1962/01/01 00:01 [medline]', '1962/01/01 00:00 [entrez]']",ppublish,Pathol Microbiol (Basel). 1962;25:129-43. doi: 10.1159/000161268.,['10.1159/000161268 [doi]'],"['0 (Carcinogens)', '0 (Nucleosides)', '0 (Nucleotides)', '9007-49-2 (DNA)']",,,,
13924062,NLM,MEDLINE,19981101,20191107,0369-7606 (Print) 0369-7606 (Linking),15,1962,Occurrence of myeloid leukemia in mice produced by sarcoma extracts.,18-26,"['UZELATZ, V S']",['UZELATZ VS'],['eng'],['Journal Article'],Switzerland,Oncologia,Oncologia,0134456,OM,"['Animals', '*Leukemia', '*Leukemia, Myeloid', 'Mice', '*Neoplasms', '*Sarcoma', '*Sarcoma, Experimental']",['NLM'],"['*LEUKEMIA, MYELOCYTIC/experimental', '*SARCOMA/experimental']",1962/01/01 00:00,1962/01/01 00:01,['1962/01/01 00:00'],"['1962/01/01 00:00 [pubmed]', '1962/01/01 00:01 [medline]', '1962/01/01 00:00 [entrez]']",ppublish,Oncologia. 1962;15:18-26. doi: 10.1159/000224115.,['10.1159/000224115 [doi]'],,,,,
13923879,NLM,MEDLINE,19981101,20181201,0552-2080 (Print) 0552-2080 (Linking),7,1962 Feb,[A case of lymphadenosis complicated by reticulo- and fibrosarcoma].,44-7,"['URANOVA, E V', 'KHODASH, S S']","['URANOVA EV', 'KHODASH SS']",['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,OM,"['Animals', 'Fibrosarcoma/*complications', 'Humans', '*Leukemia', 'Leukemia, Lymphoid/*complications', 'Lymphoma, Large B-Cell, Diffuse/*complications', 'Lymphoma, Non-Hodgkin/*complications', '*Neoplasms', '*Sarcoma']",['NLM'],"['*FIBROSARCOMA/complications', '*LEUKEMIA, LYMPHOCYTIC/complications', '*SARCOMA, RETICULUM CELL/complications']",1962/02/01 00:00,1962/02/01 00:01,['1962/02/01 00:00'],"['1962/02/01 00:00 [pubmed]', '1962/02/01 00:01 [medline]', '1962/02/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1962 Feb;7:44-7.,,,,,,
13923861,NLM,MEDLINE,19981101,20200930,0037-9727 (Print) 0037-9727 (Linking),108,1961 Nov,Leukemogenic effect of myleran on the mouse thymus.,464-7,"['UPTON, A C', 'WOLFF, F F', 'SNIFFEN, E P']","['UPTON AC', 'WOLFF FF', 'SNIFFEN EP']",['eng'],['Journal Article'],United States,Proc Soc Exp Biol Med,"Proceedings of the Society for Experimental Biology and Medicine. Society for Experimental Biology and Medicine (New York, N.Y.)",7505892,OM,"['Animals', 'Busulfan/*pharmacology', 'Leukemia/*etiology', 'Mice', 'Thymus Gland/*pharmacology']",['NLM'],"['*BUSULFAN/pharmacology', '*LEUKEMIA/etiology', '*THYMUS GLAND/pharmacology']",1961/11/01 00:00,1961/11/01 00:01,['1961/11/01 00:00'],"['1961/11/01 00:00 [pubmed]', '1961/11/01 00:01 [medline]', '1961/11/01 00:00 [entrez]']",ppublish,Proc Soc Exp Biol Med. 1961 Nov;108:464-7. doi: 10.3181/00379727-108-26966.,['10.3181/00379727-108-26966 [doi]'],['G1LN9045DK (Busulfan)'],,,,
13923731,NLM,MEDLINE,19981101,20190620,0008-543X (Print) 0008-543X (Linking),15,1962 Jan-Feb,Hyperuricemia in disseminated neoplastic disease other than lymphomas and leukemias.,122-9,"['ULTMANN, J E']",['ULTMANN JE'],['eng'],['Journal Article'],United States,Cancer,Cancer,0374236,OM,"['Humans', '*Hyperuricemia', '*Leukemia', '*Lymphoma', 'Neoplasms/*blood', 'Uric Acid/*blood']",['NLM'],"['*NEOPLASMS/blood', '*URIC ACID/blood']",1962/01/01 00:00,1962/01/01 00:01,['1962/01/01 00:00'],"['1962/01/01 00:00 [pubmed]', '1962/01/01 00:01 [medline]', '1962/01/01 00:00 [entrez]']",ppublish,Cancer. 1962 Jan-Feb;15:122-9. doi: 10.1002/1097-0142(196201/02)15:1<122::aid-cncr2820150117>3.0.co;2-w.,['10.1002/1097-0142(196201/02)15:1<122::aid-cncr2820150117>3.0.co;2-w [doi]'],['268B43MJ25 (Uric Acid)'],,,,
13923096,NLM,MEDLINE,19981101,20181201,0008-5472 (Print) 0008-5472 (Linking),22,1962 Jul,Urinary glycoproteins in human leukemia.,764-8,"['TUNIS, M', 'WEINFELD, H']","['TUNIS M', 'WEINFELD H']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,OM,"['Glycoproteins/*urine', 'Humans', 'Leukemia/*urine']",['NLM'],"['*GLYCOPROTEINS/urine', '*LEUKEMIA/urine']",1962/07/01 00:00,1962/07/01 00:01,['1962/07/01 00:00'],"['1962/07/01 00:00 [pubmed]', '1962/07/01 00:01 [medline]', '1962/07/01 00:00 [entrez]']",ppublish,Cancer Res. 1962 Jul;22:764-8.,,['0 (Glycoproteins)'],,,,
13923020,NLM,MEDLINE,19981101,20181201,,5,1961,Eosinophil leukaemoid syndrome of allergic origin.,31-3,"['TUDORANU, G', 'POPA, G', 'ROZIN, A', 'BERNEAGA, O']","['TUDORANU G', 'POPA G', 'ROZIN A', 'BERNEAGA O']",['eng'],"['Case Reports', 'Journal Article']",Romania,Rum Med Rev,Rumanian medical review,9421500,OM,"['*Eosinophilia', '*Eosinophils', 'Humans', '*Hypersensitivity', 'Leukemia/*diagnosis', '*Leukocyte Disorders', '*Medical Records']",['NLM'],"['*ALLERGY/case reports', '*EOSINOPHILIA/case reports', '*LEUKEMIA/diagnosis']",1961/01/01 00:00,1961/01/01 00:01,['1961/01/01 00:00'],"['1961/01/01 00:00 [pubmed]', '1961/01/01 00:01 [medline]', '1961/01/01 00:00 [entrez]']",ppublish,Rum Med Rev. 1961;5:31-3.,,,,,,
13922986,NLM,MEDLINE,19981101,20181201,0033-8419 (Print) 0033-8419 (Linking),78,1962 Mar,The kidney in childhood leukemia.,407-13,"['TUCKER, A S', 'NEWMAN, A J', 'PERSKY, L']","['TUCKER AS', 'NEWMAN AJ', 'PERSKY L']",['eng'],['Journal Article'],United States,Radiology,Radiology,0401260,OM,"['Humans', '*Kidney', 'Leukemia/*complications']",['NLM'],"['*KIDNEY', '*LEUKEMIA/complications']",1962/03/01 00:00,1962/03/01 00:01,['1962/03/01 00:00'],"['1962/03/01 00:00 [pubmed]', '1962/03/01 00:01 [medline]', '1962/03/01 00:00 [entrez]']",ppublish,Radiology. 1962 Mar;78:407-13. doi: 10.1148/78.3.407.,['10.1148/78.3.407 [doi]'],,,,,
13922809,NLM,MEDLINE,19981101,20190711,0023-2173 (Print) 0023-2173 (Linking),40,1962 Sep 1,[On the heterogenicity of serum lactate dehydrogenase in human leukemias].,878-83,"['TSIRIMBAS, A', 'KRIKELLIS, K', 'STICH, W']","['TSIRIMBAS A', 'KRIKELLIS K', 'STICH W']",['ger'],['Journal Article'],Germany,Klin Wochenschr,Klinische Wochenschrift,2985205R,OM,"['Lactate Dehydrogenases/*blood', 'Leukemia/*blood', '*Oxidoreductases']",['NLM'],"['*LACTIC DEHYDROGENASE/blood', '*LEUKEMIA/blood']",1962/09/01 00:00,1962/09/01 00:01,['1962/09/01 00:00'],"['1962/09/01 00:00 [pubmed]', '1962/09/01 00:01 [medline]', '1962/09/01 00:00 [entrez]']",ppublish,Klin Wochenschr. 1962 Sep 1;40:878-83. doi: 10.1007/BF01482929.,['10.1007/BF01482929 [doi]'],"['EC 1.- (Oxidoreductases)', 'EC 1.1.- (Lactate Dehydrogenases)']",,,,
13922305,NLM,MEDLINE,19981101,20190916,0003-9012 (Print) 0003-9012 (Linking),11,1962,Can LCM virus cause lymphomatosis in mice?,667-82,"['TRAUB, E']",['TRAUB E'],['eng'],['Journal Article'],Austria,Arch Gesamte Virusforsch,Archiv fur die gesamte Virusforschung,7506868,OM,"['Animals', 'Leukemia/*virology', 'Lymphocytic Choriomeningitis/*virology', '*Lymphocytic choriomeningitis virus', 'Lymphoma/*virology', 'Mice']",['NLM'],"['*LEUKEMIA/virology', '*LYMPHOCYTIC CHORIOMENINGITIS/virology', '*LYMPHOMA/virology']",1962/01/01 00:00,1962/01/01 00:01,['1962/01/01 00:00'],"['1962/01/01 00:00 [pubmed]', '1962/01/01 00:01 [medline]', '1962/01/01 00:00 [entrez]']",ppublish,Arch Gesamte Virusforsch. 1962;11:667-82. doi: 10.1007/BF01243307.,['10.1007/BF01243307 [doi]'],,,,,
13922283,NLM,MEDLINE,19981101,20181201,0042-4668 (Print) 0042-4668 (Linking),24,1962 Mar-Apr,[Observations on chloroma or green cancer of Aran].,96-7,"['TRAN HIU TUOC', 'NGUYEN NGOCTANG', 'NGUYEN VANDUC']","['TRAN HIU TUOC', 'NGUYEN NGOCTANG', 'NGUYEN VANDUC']",['rus'],['Journal Article'],Russia (Federation),Vestn Otorinolaringol,Vestnik otorinolaringologii,0416577,OM,"['Child', 'Infant', '*Leukemia', '*Sarcoma, Myeloid']",['NLM'],['*LEUCOSARCOMA/in infancy and childhood'],1962/03/01 00:00,1962/03/01 00:01,['1962/03/01 00:00'],"['1962/03/01 00:00 [pubmed]', '1962/03/01 00:01 [medline]', '1962/03/01 00:00 [entrez]']",ppublish,Vestn Otorinolaringol. 1962 Mar-Apr;24:96-7.,,,,,,
13922208,NLM,MEDLINE,19981101,20191107,,39,1961 Nov,Studies on the in vitro antitumor activity of fatty acids. IV. The esters of acids closely related to 10-hydroxy-2-decenoic acids from royal jelly against transplantable mouse leukemia.,1765-70,"['TOWNSEND, G F', 'BROWN, W H', 'FELAUER, E E', 'HAZLETT, B']","['TOWNSEND GF', 'BROWN WH', 'FELAUER EE', 'HAZLETT B']",['eng'],['Journal Article'],Canada,Can J Biochem Physiol,Canadian journal of biochemistry and physiology,16030030R,OM,"['Animals', 'Antineoplastic Agents/*pharmacology', 'Bees/chemistry', '*Esters', 'Fatty Acids/*pharmacology', '*Fatty Acids, Monounsaturated', 'In Vitro Techniques', '*Leukemia, Experimental']",['NLM'],"['*ANTINEOPLASTIC AGENTS/pharmacology', '*BEES/chemistry', '*FATTY ACIDS/pharmacology', '*LEUKEMIA/experimental']",1961/11/01 00:00,1961/11/01 00:01,['1961/11/01 00:00'],"['1961/11/01 00:00 [pubmed]', '1961/11/01 00:01 [medline]', '1961/11/01 00:00 [entrez]']",ppublish,Can J Biochem Physiol. 1961 Nov;39:1765-70. doi: 10.1139/o61-195.,['10.1139/o61-195 [doi]'],"['0 (Antineoplastic Agents)', '0 (Esters)', '0 (Fatty Acids)', '0 (Fatty Acids, Monounsaturated)', '765-01-5 (10-hydroxy-2-decenoic acid)', 'L497I37F0C (royal jelly)']",,,,
13922189,NLM,MEDLINE,19981101,20190819,0042-9007 (Print) 0042-9007 (Linking),6,1961 Sep,Changes in Rh grouping reactions in a case of leukaemia.,628-31,"['TOVEY, G H', 'LOCKYER, J W', 'TIERNEY, R B']","['TOVEY GH', 'LOCKYER JW', 'TIERNEY RB']",['eng'],['Journal Article'],England,Vox Sang,Vox sanguinis,0413606,OM,"['*Blood Group Antigens', 'Humans', 'Leukemia/*immunology', '*Rh-Hr Blood-Group System']",['NLM'],"['*LEUKEMIA/immunology', '*RH FACTORS']",1961/09/01 00:00,1961/09/01 00:01,['1961/09/01 00:00'],"['1961/09/01 00:00 [pubmed]', '1961/09/01 00:01 [medline]', '1961/09/01 00:00 [entrez]']",ppublish,Vox Sang. 1961 Sep;6:628-31. doi: 10.1111/j.1423-0410.1961.tb03215.x.,['10.1111/j.1423-0410.1961.tb03215.x [doi]'],"['0 (Blood Group Antigens)', '0 (Rh-Hr Blood-Group System)']",,,,
13922152,NLM,MEDLINE,19981101,20181201,0024-7790 (Print) 0024-7790 (Linking),93,1961 Nov 19,[The ultimate stage of the development of myeloid leukemias].,1109-32,"['TOURNIAIRE, J']",['TOURNIAIRE J'],['fre'],['Journal Article'],France,Lyon Med,Lyon medical,0335015,OM,"['Humans', '*Leukemia', 'Leukemia, Myeloid/*pathology']",['NLM'],"['*LEUKEMIA, MYELOCYTIC/pathology']",1961/11/19 00:00,1961/11/19 00:01,['1961/11/19 00:00'],"['1961/11/19 00:00 [pubmed]', '1961/11/19 00:01 [medline]', '1961/11/19 00:00 [entrez]']",ppublish,Lyon Med. 1961 Nov 19;93:1109-32.,,,,,,
13922129,NLM,MEDLINE,19981101,20190612,0140-6736 (Print) 0140-6736 (Linking),2,1962 Jul 21,Chronic myeloid leukaemia: cytogenetic studies before and after splenic irradiation.,115-20,"['TOUGH, I M', 'COURT BROWN, W M', 'BAIKIE, A G', 'BUCKTONKE', 'HARNDEN, D G', 'JACOBS, P A', 'WILLIAMS, J A']","['TOUGH IM', 'COURT BROWN WM', 'BAIKIE AG', 'BUCKTONKE', 'HARNDEN DG', 'JACOBS PA', 'WILLIAMS JA']",['eng'],['Journal Article'],England,Lancet,"Lancet (London, England)",2985213R,OM,"['Busulfan/*therapy', '*Chromosomes', '*Cytogenetic Analysis', 'Humans', '*Leukemia', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive', 'Leukemia, Myeloid/*genetics', 'Spleen/*radiation effects']",['NLM'],"['*BUSULFAN/therapy', '*CHROMOSOMES', '*LEUKEMIA, MYELOCYTIC/genetics', '*SPLEEN/radiation effects']",1962/07/21 00:00,1962/07/21 00:01,['1962/07/21 00:00'],"['1962/07/21 00:00 [pubmed]', '1962/07/21 00:01 [medline]', '1962/07/21 00:00 [entrez]']",ppublish,Lancet. 1962 Jul 21;2(7247):115-20. doi: 10.1016/s0140-6736(62)90004-1.,"['S0140-6736(62)90004-1 [pii]', '10.1016/s0140-6736(62)90004-1 [doi]']",['G1LN9045DK (Busulfan)'],,,7247,
13921809,NLM,MEDLINE,19981101,20181201,0369-3228 (Print) 0369-3228 (Linking),36,1961 Dec,[Radiation and leukemia: with special reference to those exposed to the Nagasaki atomic bomb blast].,572-81,"['TOMONAGA, M']",['TOMONAGA M'],['jpn'],['Journal Article'],Japan,Nagasaki Igakkai Zasshi,Nagasaki Igakkai zasshi = Nagasaki medical journal,0413711,OM,"['Humans', 'Leukemia/*etiology', '*Leukocytes', '*Nuclear Warfare', '*Nuclear Weapons', '*Radiation', '*Research']",['NLM'],"['*ATOMIC WARFARE', '*LEUKEMIA/etiology']",1961/12/01 00:00,1961/12/01 00:01,['1961/12/01 00:00'],"['1961/12/01 00:00 [pubmed]', '1961/12/01 00:01 [medline]', '1961/12/01 00:00 [entrez]']",ppublish,Nagasaki Igakkai Zasshi. 1961 Dec;36:572-81.,,,,,,
13921808,NLM,MEDLINE,19981101,20181201,0042-9686 (Print) 0042-9686 (Linking),26,1962,Leukaemia in Nagasaki atomic bomb survivors from 1945 through 1959.,619-31,"['TOMONAGA, M']",['TOMONAGA M'],['eng'],['Journal Article'],Switzerland,Bull World Health Organ,Bulletin of the World Health Organization,7507052,OM,"['Aged', 'Humans', 'Incidence', '*Leukemia, Radiation-Induced', 'Male', '*Neoplasms, Radiation-Induced', '*Nuclear Warfare', '*Nuclear Weapons', '*Radiation Dosage', 'Radiation Injuries/*complications', '*Risk', '*Survivors']",['NLM'],['*RADIATION INJURY/complications'],1962/01/01 00:00,1962/01/01 00:01,['1962/01/01 00:00'],"['1962/01/01 00:00 [pubmed]', '1962/01/01 00:01 [medline]', '1962/01/01 00:00 [entrez]']",ppublish,Bull World Health Organ. 1962;26:619-31.,,,"This review of the Nagasaki leukaemia experience during a period of 14 years after the detonation of the atomic bomb, together with comparisons with data from Hiroshima and from other series of post-radiation leukaemia cases, again demonstrates beyond reasonable doubt the leukaemogenic effect on man of ionizing radiation. An increased risk of leukaemia following doses probably as low as 100 rads (air-entry dose) of whole-body radiation is demonstrated on the basis of the available estimates of atomic bomb radiation doses. At doses above this level the increase in leukaemia incidence may be linearly related to the radiation dose. The data are too limited to allow of an evaluation of the risk represented by doses at the lower levels of radiation; but it seems clear that, if a threshold dose for leukaemia induction exists, it is lower than the threshold dose for the clinical expression of acute radiation syndrome.The sex and age distribution of radiation-induced leukaemia and the types of leukaemia observed are also discussed.",PMC2555781,,
13921806,NLM,MEDLINE,19981101,20181201,0006-4971 (Print) 0006-4971 (Linking),18,1961 Nov,Leukocyte drumsticks in chronic granulocytic leukemia and related disorders.,581-91,"['TOMONAGA, M', 'MATSUURA, G', 'WATANABE, B', 'KAMOCHI, Y', 'OZONO, N']","['TOMONAGA M', 'MATSUURA G', 'WATANABE B', 'KAMOCHI Y', 'OZONO N']",['eng'],['Journal Article'],United States,Blood,Blood,7603509,OM,"['Humans', '*Leukemia', 'Leukemia, Lymphoid/*blood', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive', 'Leukemia, Myeloid/*blood', '*Leukocytes', '*Lymphocytes']",['NLM'],"['*LEUKEMIA, LYMPHOCYTIC/blood', '*LEUKEMIA, MYELOCYTIC/blood', '*LEUKOCYTES']",1961/11/01 00:00,1961/11/01 00:01,['1961/11/01 00:00'],"['1961/11/01 00:00 [pubmed]', '1961/11/01 00:01 [medline]', '1961/11/01 00:00 [entrez]']",ppublish,Blood. 1961 Nov;18:581-91.,,,,,,
13921628,NLM,MEDLINE,19981101,20181201,0001-6020 (Print) 0001-6020 (Linking),17,1962 Jan-Feb,[Macroglobulinemic reticulosis. Clinical case].,17-21,"['TOLEDO, F Jr']",['TOLEDO F Jr'],['spa'],['Journal Article'],Spain,Acta Med Tenerife,Acta medica de Tenerife,0370327,OM,"['*Genetic Diseases, X-Linked', 'Humans', 'Leukemia, Hairy Cell/*blood', 'Lymphatic Diseases/*blood', '*Severe Combined Immunodeficiency', '*Waldenstrom Macroglobulinemia']",['NLM'],['*RETICULOENDOTHELIOSIS/blood'],1962/01/01 00:00,1962/01/01 00:01,['1962/01/01 00:00'],"['1962/01/01 00:00 [pubmed]', '1962/01/01 00:01 [medline]', '1962/01/01 00:00 [entrez]']",ppublish,Acta Med Tenerife. 1962 Jan-Feb;17:17-21.,,"['Reticuloendotheliosis, X-linked']",,,,
13921480,NLM,MEDLINE,19981101,20181201,,32,1962,[Turbidity of the blood serum in chronic leukemias].,401-4,"['TOCHOWICZ, L']",['TOCHOWICZ L'],['pol'],['Journal Article'],Poland,Pol Arch Med Wewn,Polskie Archiwum Medycyny Wewnetrznej,0401225,OM,"['*Chronic Disease', 'Humans', 'Leukemia/*blood', '*Serum']",['NLM'],['*LEUKEMIA/blood'],1962/01/01 00:00,1962/01/01 00:01,['1962/01/01 00:00'],"['1962/01/01 00:00 [pubmed]', '1962/01/01 00:01 [medline]', '1962/01/01 00:00 [entrez]']",ppublish,Pol Arch Med Wewn. 1962;32:401-4.,,,,,,
13921418,NLM,MEDLINE,19981101,20181201,0033-4340 (Print) 0033-4340 (Linking),11,1962 Mar,Recent advances in drug treatment of leukaemias.,471-4,"['TIWARI, S K']",['TIWARI SK'],['eng'],['Journal Article'],India,Punjab Med J,The Punjab medical journal,0404247,OM,"['Humans', 'Leukemia/*therapy']",['NLM'],['*LEUKEMIA/therapy'],1962/03/01 00:00,1962/03/01 00:01,['1962/03/01 00:00'],"['1962/03/01 00:00 [pubmed]', '1962/03/01 00:01 [medline]', '1962/03/01 00:00 [entrez]']",ppublish,Punjab Med J. 1962 Mar;11:471-4.,,,,,,
13921142,NLM,MEDLINE,19981101,20181201,0025-7303 (Print) 0025-7303 (Linking),16,1962 Mar,Hereditary elliptocytosis with acute lymphoblastic leukaemia.,214-8,"['TI, T S']",['TI TS'],['eng'],['Journal Article'],Malaysia,Med J Malaya,The Medical journal of Malaya,0361546,OM,"['*Anemia', 'Anemia, Hemolytic/*genetics', 'Child', '*Elliptocytosis, Hereditary', 'Humans', 'Infant', '*Leukemia', '*Leukemia, Lymphoid', '*Precursor Cell Lymphoblastic Leukemia-Lymphoma']",['NLM'],"['*ANEMIA, HEMOLYTIC/genetics', '*LEUKEMIA, LYMPHOCYTIC/in infancy and childhood']",1962/03/01 00:00,1962/03/01 00:01,['1962/03/01 00:00'],"['1962/03/01 00:00 [pubmed]', '1962/03/01 00:01 [medline]', '1962/03/01 00:00 [entrez]']",ppublish,Med J Malaya. 1962 Mar;16:214-8.,,,,,,
13920931,NLM,MEDLINE,19981101,20190501,0007-1447 (Print) 0007-1447 (Linking),1,1962 Apr 28,Study of 50 cases of acute leukaemia in childhood.,1165-9,"['THOMPSON, R B', 'WALKER, W']","['THOMPSON RB', 'WALKER W']",['eng'],['Journal Article'],England,Br Med J,British medical journal,0372673,OM,"['*Acute Disease', 'Folic Acid Antagonists/*therapy', 'Leukemia/*therapy', 'Mercaptopurine/*therapy', 'Prednisone/*therapy']",['NLM'],"['*FOLIC ACID ANTAGONISTS/therapy', '*LEUKEMIA/therapy', '*MERCAPTOPURINE/therapy', '*PREDNISONE/therapy']",1962/04/28 00:00,1962/04/28 00:01,['1962/04/28 00:00'],"['1962/04/28 00:00 [pubmed]', '1962/04/28 00:01 [medline]', '1962/04/28 00:00 [entrez]']",ppublish,Br Med J. 1962 Apr 28;1(5286):1165-9. doi: 10.1136/bmj.1.5286.1165.,['10.1136/bmj.1.5286.1165 [doi]'],"['0 (Folic Acid Antagonists)', 'E7WED276I5 (Mercaptopurine)', 'VB0R961HZT (Prednisone)']",,PMC1958734,5286,
13920822,NLM,MEDLINE,19981101,20181201,0027-8874 (Print) 0027-8874 (Linking),28,1962 Jun,Pathology of the spread of L1210 leukemia in the central nervous system of mice and effect of treatment with Cytoxan.,1355-89,"['THOMAS, L B', 'CHIRIGOS, M A', 'HUMPHREYS, S R', 'GOLDIN, A']","['THOMAS LB', 'CHIRIGOS MA', 'HUMPHREYS SR', 'GOLDIN A']",['eng'],['Journal Article'],United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,OM,"['Animals', 'Antineoplastic Agents/*pharmacology', '*Brain Neoplasms', '*Cyclophosphamide', '*Leukemia, Experimental', 'Mice', '*Neoplasms, Experimental']",['NLM'],"['*ANTINEOPLASTIC AGENTS/pharmacology', '*BRAIN NEOPLASMS/experimental', '*LEUKEMIA/experimental']",1962/06/01 00:00,1962/06/01 00:01,['1962/06/01 00:00'],"['1962/06/01 00:00 [pubmed]', '1962/06/01 00:01 [medline]', '1962/06/01 00:00 [entrez]']",ppublish,J Natl Cancer Inst. 1962 Jun;28:1355-89.,,"['0 (Antineoplastic Agents)', '8N3DW7272P (Cyclophosphamide)']",,,,
13920663,NLM,MEDLINE,19981101,20181201,,69,1962 Jan-Mar,[Histiomonocytic reticulosis masked for a long period by deceiving histological aspects].,151-4,"['THIERS, H', 'MOULIN, G', 'FEUILLADE, C']","['THIERS H', 'MOULIN G', 'FEUILLADE C']",['fre'],['Journal Article'],France,Bull Soc Fr Dermatol Syphiligr,Bulletin de la Societe francaise de dermatologie et de syphiligraphie,7503407,OM,"['*Genetic Diseases, X-Linked', 'Humans', 'Leukemia, Hairy Cell/*diagnosis', 'Lymphatic Diseases/*diagnosis', '*Severe Combined Immunodeficiency']",['NLM'],['*RETICULOENDOTHELIOSIS/diagnosis'],1962/01/01 00:00,1962/01/01 00:01,['1962/01/01 00:00'],"['1962/01/01 00:00 [pubmed]', '1962/01/01 00:01 [medline]', '1962/01/01 00:00 [entrez]']",ppublish,Bull Soc Fr Dermatol Syphiligr. 1962 Jan-Mar;69:151-4.,,"['Reticuloendotheliosis, X-linked']",,,,
