PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,RN,AID,TT,PMC,AB,OID
5291054,NLM,MEDLINE,19720511,20041117,0022-1961 (Print) 0022-1961 (Linking),28,5,1971,[Case of myelogenous leukemia complicated with early stomach cancer and gastric ulcer].,982-7,"['Uchida, S', 'Miyamoto, N', 'Murao, H', 'Saito, T']","['Uchida S', 'Miyamoto N', 'Murao H', 'Saito T']",['jpn'],['Journal Article'],Japan,Naika,Naika. Internal medicine,0413541,IM,"['Adenocarcinoma/*complications', 'Humans', 'Leukemia, Myeloid/*complications', 'Male', 'Middle Aged', 'Stomach Neoplasms/*complications', 'Stomach Ulcer/*complications']",1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",ppublish,Naika. 1971;28(5):982-7.,,,,,,
5289111,NLM,MEDLINE,19720303,20171116,0043-5325 (Print) 0043-5325 (Linking),83,25,1971 Jun 25,[Experiences in the treatment of immature cell leukemias with cytosine arabinoside and daunorubidomycin].,452-6,"['Schmalzl, F', 'Braunsteiner, H']","['Schmalzl F', 'Braunsteiner H']",['ger'],"['Comparative Study', 'Journal Article']",Austria,Wien Klin Wochenschr,Wiener klinische Wochenschrift,21620870R,IM,"['Adolescent', 'Adult', 'Aged', 'Agranulocytosis/chemically induced', 'Allopurinol/therapeutic use', 'Anti-Bacterial Agents/therapeutic use', 'Antibiotics, Antineoplastic/adverse effects/*therapeutic use', 'Blood Transfusion', 'Cytarabine/adverse effects/*therapeutic use', 'Humans', 'Leukemia/*drug therapy/*mortality/therapy', 'Leukemia, Erythroblastic, Acute/drug therapy', 'Leukemia, Lymphoid/drug therapy/enzymology', 'Leukemia, Myeloid/drug therapy/enzymology', 'Leukemia, Myeloid, Acute/drug therapy/enzymology', 'Mercaptopurine/therapeutic use', 'Methotrexate/therapeutic use', 'Middle Aged', 'Muramidase/blood/urine', 'Nausea/chemically induced', 'Prednisolone/therapeutic use', 'Thrombocytopenia/chemically induced', 'Vincristine/therapeutic use']",1971/06/25 00:00,1971/06/25 00:01,['1971/06/25 00:00'],"['1971/06/25 00:00 [pubmed]', '1971/06/25 00:01 [medline]', '1971/06/25 00:00 [entrez]']",ppublish,Wien Klin Wochenschr. 1971 Jun 25;83(25):452-6.,"['0 (Anti-Bacterial Agents)', '0 (Antibiotics, Antineoplastic)', '04079A1RDZ (Cytarabine)', '5J49Q6B70F (Vincristine)', '63CZ7GJN5I (Allopurinol)', '9PHQ9Y1OLM (Prednisolone)', 'E7WED276I5 (Mercaptopurine)', 'EC 3.2.1.17 (Muramidase)', 'YL5FZ2Y5U1 (Methotrexate)']",,Erfahrungen in der Behandlung unreifzelliger Leukamien mit Cytosin-Arabinosid und Daunorubidomycin.,,,
5289110,NLM,MEDLINE,19720303,20141120,0031-2983 (Print) 0031-2983 (Linking),62,907,1970 Mar-Apr,[On the appearance of leukoagglutinins in 2 cases of acute myeloid leukemia].,79-82,"['Guerrina, G', 'Traverso, G']","['Guerrina G', 'Traverso G']",['ita'],['Journal Article'],Italy,Pathologica,Pathologica,0401123,IM,"['Adult', 'Antibodies/*analysis', 'Autoantibodies/analysis', 'Female', 'Humans', 'In Vitro Techniques', 'Leukemia, Myeloid, Acute/*immunology', 'Leukocytes/*immunology', 'Leukopenia/etiology', 'Middle Aged']",1970/03/01 00:00,1970/03/01 00:01,['1970/03/01 00:00'],"['1970/03/01 00:00 [pubmed]', '1970/03/01 00:01 [medline]', '1970/03/01 00:00 [entrez]']",ppublish,Pathologica. 1970 Mar-Apr;62(907):79-82.,"['0 (Antibodies)', '0 (Autoantibodies)']",,Considerazioni sulla comparsa di leucoagglutinine in due casi di leucemia mieloide acuta.,,,
5289109,NLM,MEDLINE,19720303,20131121,0030-6002 (Print) 0030-6002 (Linking),112,39,1971 Sep 26,[Zitostop therapy of chronic myeloid leukemia].,2352-4,"['Nagy, G', 'Balazs, C', 'Petranyi, G']","['Nagy G', 'Balazs C', 'Petranyi G']",['hun'],['Journal Article'],Hungary,Orv Hetil,Orvosi hetilap,0376412,IM,"['Adult', 'Aged', 'Antineoplastic Agents', 'Female', 'Humans', 'Leukemia, Myeloid/*drug therapy', 'Male', 'Mannitol/*therapeutic use', 'Middle Aged', 'Sulfonic Acids/therapeutic use']",1971/09/26 00:00,1971/09/26 00:01,['1971/09/26 00:00'],"['1971/09/26 00:00 [pubmed]', '1971/09/26 00:01 [medline]', '1971/09/26 00:00 [entrez]']",ppublish,Orv Hetil. 1971 Sep 26;112(39):2352-4.,"['0 (Antineoplastic Agents)', '0 (Sulfonic Acids)', '3OWL53L36A (Mannitol)']",,A chronicus myeloid leukaemia Zitostop kezelese.,,,
5289108,NLM,MEDLINE,19720303,20140729,,118,1,1970 Jan,[Diagnosis and clinical aspects of most important forms of leukemia].,1-3,"['Oehme, J']",['Oehme J'],['ger'],['Journal Article'],Germany,Monatsschr Kinderheilkd,Monatsschrift fur Kinderheilkunde,0400751,IM,"['Anemia/diagnosis', 'Child', 'Fever/diagnosis', 'Hemorrhage/diagnosis', 'Histocytochemistry', 'Humans', 'Leukemia/classification/*diagnosis/pathology', 'Leukemia, Lymphoid/diagnosis', 'Leukemia, Myeloid/diagnosis', 'Leukemia, Myeloid, Acute/diagnosis', 'Thrombocytopenia/diagnosis']",1970/01/01 00:00,1970/01/01 00:01,['1970/01/01 00:00'],"['1970/01/01 00:00 [pubmed]', '1970/01/01 00:01 [medline]', '1970/01/01 00:00 [entrez]']",ppublish,Monatsschr Kinderheilkd. 1970 Jan;118(1):1-3.,,,Diagnostik und Klinik der Wichtigsten Leukamieformen.,,,
5289094,NLM,MEDLINE,19720303,20170214,0009-9228 (Print) 0009-9228 (Linking),10,10,1971 Oct,Problems in the diagnosis and management of acute leukemia in childhool. Comments based on a survey of 100 recent patients.,571-5,"['Evans, A E', 'Wolman, I J']","['Evans AE', 'Wolman IJ']",['eng'],['Journal Article'],United States,Clin Pediatr (Phila),Clinical pediatrics,0372606,IM,"['Acute Disease', 'Adolescent', 'Blood Cell Count', 'Blood Platelets', 'Bone Marrow Cells', 'Child', 'Child, Preschool', 'Feeding and Eating Disorders/complications', 'Hemoglobins/analysis', 'Humans', 'Infant', 'Leukemia/complications/*diagnosis', 'Lymphocytes', 'Remission, Spontaneous']",1971/10/01 00:00,1971/10/01 00:01,['1971/10/01 00:00'],"['1971/10/01 00:00 [pubmed]', '1971/10/01 00:01 [medline]', '1971/10/01 00:00 [entrez]']",ppublish,Clin Pediatr (Phila). 1971 Oct;10(10):571-5. doi: 10.1177/000992287101001010.,['0 (Hemoglobins)'],['10.1177/000992287101001010 [doi]'],,,,
5289035,NLM,MEDLINE,19720229,20190501,0027-8424 (Print) 0027-8424 (Linking),67,2,1970 Oct,Differentiation of mouse plasmocytomas in vitro: two phenotypically stabilized variants of the same cell.,983-90,"['Paraf, A', 'Moyne, M A', 'Duplan, J F', 'Scherrer, R', 'Stanislawski, M', 'Bettane, M', 'Lelievre, L', 'Rouze, P', 'Dubert, J M']","['Paraf A', 'Moyne MA', 'Duplan JF', 'Scherrer R', 'Stanislawski M', 'Bettane M', 'Lelievre L', 'Rouze P', 'Dubert JM']",['eng'],['Journal Article'],United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,IM,"['Animals', 'Antibody Formation', 'Cell Line', 'Clone Cells', 'Contact Inhibition', 'Culture Techniques', 'Epithelium/pathology', 'Fibroblasts', '*Genetic Variation', 'Immunoglobulins/biosynthesis', 'Mice', 'Microscopy, Electron', 'Neoplasm Transplantation', '*Neoplasms, Experimental/immunology/microbiology/pathology', 'Phenotype', '*Plasmacytoma/immunology/microbiology/pathology']",1970/10/01 00:00,1970/10/01 00:01,['1970/10/01 00:00'],"['1970/10/01 00:00 [pubmed]', '1970/10/01 00:01 [medline]', '1970/10/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1970 Oct;67(2):983-90. doi: 10.1073/pnas.67.2.983.,['0 (Immunoglobulins)'],['10.1073/pnas.67.2.983 [doi]'],,PMC283302,"Mouse myelomas from Balb/c and C3H mice were established in tissue culture for more than 200 passages. When allowed to attach to a surface, they differentiated into two stabilized forms, one of which was fibroblast-shaped, grew without contact inhibition, and could be transplanted back to mice. The other had the morphology of epithelial cells, showed contact inhibition, and was not transplantable back to mice. For one strain (MOPC 173) it was demonstrated that both types of cells synthesize molecules with idiotypic determinants of the original myeloma protein. The relationship between the host cells and a leukemia-type virus present in the original tumor cells has been studied during different stages of cellular differentiation.",
5288924,NLM,MEDLINE,19720226,20071115,0025-6986 (Print) 0025-6986 (Linking),40,11,1971 Nov,Clinicopathologic conference: leukemia or leukemoid reaction?,706-9,"['Smith, C']",['Smith C'],['eng'],"['Case Reports', 'Journal Article']",United States,Med Ann Dist Columbia,The Medical annals of the District of Columbia,7612076,IM,"['Breast Neoplasms/complications/*pathology', 'Diagnosis, Differential', 'Disseminated Intravascular Coagulation/complications/pathology', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/pathology', 'Leukemoid Reaction/complications/diagnosis/*pathology', 'Middle Aged', 'Neoplasm Metastasis/pathology']",1971/11/01 00:00,1971/11/01 00:01,['1971/11/01 00:00'],"['1971/11/01 00:00 [pubmed]', '1971/11/01 00:01 [medline]', '1971/11/01 00:00 [entrez]']",ppublish,Med Ann Dist Columbia. 1971 Nov;40(11):706-9.,,,,,,
5288879,NLM,MEDLINE,19720226,20061115,0017-6559 (Print) 0017-6559 (Linking),4,3,1970,[Cytochemistry of monocytic leukemia].,311-8,"['Meister, H']",['Meister H'],['ger'],['Journal Article'],Netherlands,Haematologia (Budap),Haematologia,0130266,IM,"['Aged', 'Bone Marrow/enzymology', 'Bone Marrow Cells', 'Bone Marrow Examination', 'Esterases/metabolism', 'Female', 'Histocytochemistry', 'Humans', 'Leukemia, Monocytic, Acute/*blood/diagnosis', 'Male', 'Middle Aged', 'Monocytes/*analysis', 'Naphthaleneacetic Acids', 'Peroxidases/metabolism']",1970/01/01 00:00,1970/01/01 00:01,['1970/01/01 00:00'],"['1970/01/01 00:00 [pubmed]', '1970/01/01 00:01 [medline]', '1970/01/01 00:00 [entrez]']",ppublish,Haematologia (Budap). 1970;4(3):311-8.,"['0 (Naphthaleneacetic Acids)', 'EC 1.11.1.- (Peroxidases)', 'EC 3.1.- (Esterases)']",,Zur Zytochemie der Monozytenleukose.,,,
5288844,NLM,MEDLINE,19720225,20071115,0036-4355 (Print) 0036-4355 (Linking),14,3,1969,[Heparin as treatment for hypercoagulability syndrome in a case of acute promyelocytic leukemia].,363-70,"['Pizzuto, J', 'Gonzalez Llaven, J', 'Uribe Cortes, J A']","['Pizzuto J', 'Gonzalez Llaven J', 'Uribe Cortes JA']",['spa'],['Journal Article'],Spain,Sangre (Barc),Sangre,0404373,IM,"['Adolescent', 'Afibrinogenemia/etiology', 'Blood Platelets', 'Blood Transfusion', 'Disseminated Intravascular Coagulation/complications/*drug therapy', 'Female', 'Fibrinogen/analysis', 'Heparin/*therapeutic use', 'Humans', 'Leukemia, Myeloid, Acute/*blood/complications/drug therapy']",1969/01/01 00:00,1969/01/01 00:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '1969/01/01 00:01 [medline]', '1969/01/01 00:00 [entrez]']",ppublish,Sangre (Barc). 1969;14(3):363-70.,"['9001-32-5 (Fibrinogen)', '9005-49-6 (Heparin)']",,La heparina como tratamiento del sindrome de hipercoagulabilidad en un caso de leucemia aguda promielocitica.,,,
5288843,NLM,MEDLINE,19720225,20131121,0036-4355 (Print) 0036-4355 (Linking),14,3,1969,[Treatment of acute granulocytic leukoses with daunomycin: 14 cases].,309-17,"['Giralt, M', 'Torres, A', 'Raichs, A']","['Giralt M', 'Torres A', 'Raichs A']",['spa'],['Journal Article'],Spain,Sangre (Barc),Sangre,0404373,IM,"['Adult', 'Bone Marrow/drug effects', 'Bone Marrow Cells', 'Child', 'Child, Preschool', 'Daunorubicin/*therapeutic use/toxicity', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy', 'Male', 'Middle Aged', 'Remission, Spontaneous']",1969/01/01 00:00,1969/01/01 00:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '1969/01/01 00:01 [medline]', '1969/01/01 00:00 [entrez]']",ppublish,Sangre (Barc). 1969;14(3):309-17.,['ZS7284E0ZP (Daunorubicin)'],,Tratamiento de las leucosis agudas granulociticas con daunomicina: estudio de catorce casos.,,,
5288842,NLM,MEDLINE,19720225,20140912,0256-9574 (Print),45,42,1971 Oct 30,[Importance of lysozyme (muramidase) in hematologic studies].,1202-5,"['Steytler, J G']",['Steytler JG'],['afr'],['Journal Article'],South Africa,S Afr Med J,South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde,0404520,IM,"['Egg White/analysis', 'Humans', 'Leukemia/*enzymology', 'Leukemia, Lymphoid/enzymology', 'Leukemia, Myeloid/enzymology', 'Leukocytes/enzymology', 'Mass Screening', 'Muramidase/analysis/*blood', 'Pyelonephritis/enzymology', 'Sarcoidosis/enzymology', 'Tears/enzymology', 'Tuberculosis/enzymology']",1971/10/30 00:00,1971/10/30 00:01,['1971/10/30 00:00'],"['1971/10/30 00:00 [pubmed]', '1971/10/30 00:01 [medline]', '1971/10/30 00:00 [entrez]']",ppublish,S Afr Med J. 1971 Oct 30;45(42):1202-5.,['EC 3.2.1.17 (Muramidase)'],,Die Belang van Lisosiem (muramidase) in hematologiese studies.,,,
5288840,NLM,MEDLINE,19720225,20081212,0032-7867 (Print) 0032-7867 (Linking),79,51,1971 Nov 27,[Paraneoplastic leukemoid reaction of a myeloid type or myeloid leukemia in cancer of the pancreas?].,2327,"['Akoun, G', 'Duhamel, G', 'Duvaldestin, P', 'Koubi, G', 'Brocard, H']","['Akoun G', 'Duhamel G', 'Duvaldestin P', 'Koubi G', 'Brocard H']",['fre'],['Journal Article'],France,Presse Med,La Presse medicale,0312556,IM,"['Carcinoma/blood/complications', 'Humans', 'Leukemia, Myeloid/complications', '*Leukemoid Reaction', 'Leukocytosis/etiology', 'Male', 'Middle Aged', 'Pancreatic Neoplasms/*blood/complications']",1971/11/27 00:00,1971/11/27 00:01,['1971/11/27 00:00'],"['1971/11/27 00:00 [pubmed]', '1971/11/27 00:01 [medline]', '1971/11/27 00:00 [entrez]']",ppublish,Presse Med. 1971 Nov 27;79(51):2327.,,,Reaction leucemoide paraneoplasique de type myeloide ou leucose myeloide au cours d'un cancer du pancreas.,,,
5288817,NLM,MEDLINE,19720225,20190908,0090-0028 (Print) 0090-0028 (Linking),234,51,1971 Dec 22,Malignant transformation and erythroid differentiation by polycythaemia-inducing Friend virus.,230-3,"['Tambourin, P', 'Wendling, F']","['Tambourin P', 'Wendling F']",['eng'],['Journal Article'],England,Nat New Biol,Nature: New biology,0410463,IM,"['Animals', 'Blood Platelets/drug effects', 'Bone Marrow/metabolism', 'Bone Marrow Cells', 'Cell Transformation, Neoplastic/*etiology', 'Dactinomycin/therapeutic use', 'Erythrocytes, Abnormal/metabolism', 'Erythropoiesis', 'Erythropoietin/metabolism', 'Friend murine leukemia virus/*pathogenicity', 'Heme/metabolism', 'Hemoglobins/biosynthesis', 'Iron Isotopes', 'Mice', 'Mice, Inbred Strains', 'Polycythemia/drug therapy/*etiology', 'Reticulocytes/drug effects', 'Spleen/drug effects/metabolism', 'Virus Replication/drug effects']",1971/12/22 00:00,1971/12/22 00:01,['1971/12/22 00:00'],"['1971/12/22 00:00 [pubmed]', '1971/12/22 00:01 [medline]', '1971/12/22 00:00 [entrez]']",ppublish,Nat New Biol. 1971 Dec 22;234(51):230-3. doi: 10.1038/newbio234230a0.,"['0 (Hemoglobins)', '0 (Iron Isotopes)', '11096-26-7 (Erythropoietin)', '1CC1JFE158 (Dactinomycin)', '42VZT0U6YR (Heme)']",['10.1038/newbio234230a0 [doi]'],,,,
5288778,NLM,MEDLINE,19720223,20171116,0033-8419 (Print) 0033-8419 (Linking),101,3,1971 Dec,Splenic irradiation following chemotherapy in chronic myelogenous leukemia.,657-61,"['Wilson, J F', 'Johnson, R E']","['Wilson JF', 'Johnson RE']",['eng'],['Journal Article'],United States,Radiology,Radiology,0401260,IM,"['Adolescent', 'Adult', 'Aged', 'Blood Cell Count', 'Blood Platelets', 'Bone Marrow Diseases/etiology/pathology', 'Busulfan/therapeutic use', 'Child', 'Cobalt Isotopes/therapeutic use', 'Female', 'Hemoglobins/analysis', 'Humans', 'Hydroxyurea/therapeutic use', 'Leukemia, Myeloid/drug therapy/*radiotherapy', 'Leukocyte Count', 'Male', 'Mercaptopurine/therapeutic use', 'Middle Aged', 'Radiotherapy/*adverse effects', 'Remission, Spontaneous', 'Spleen/*radiation effects', 'Time Factors']",1971/12/01 00:00,1971/12/01 00:01,['1971/12/01 00:00'],"['1971/12/01 00:00 [pubmed]', '1971/12/01 00:01 [medline]', '1971/12/01 00:00 [entrez]']",ppublish,Radiology. 1971 Dec;101(3):657-61. doi: 10.1148/101.3.657.,"['0 (Cobalt Isotopes)', '0 (Hemoglobins)', 'E7WED276I5 (Mercaptopurine)', 'G1LN9045DK (Busulfan)', 'X6Q56QN5QC (Hydroxyurea)']",['10.1148/101.3.657 [doi]'],,,,
5288729,NLM,MEDLINE,19720223,20131121,0025-0694 (Print) 0025-0694 (Linking),62,12,1971 Dec,"Methyldopa, hemolytic anemia and acute leukemia.",289,"['Boone, A W', 'Carey, R W']","['Boone AW', 'Carey RW']",['eng'],['Journal Article'],United States,J Maine Med Assoc,The Journal of the Maine Medical Association,7505619,IM,"['Anemia, Hemolytic/*chemically induced/immunology', 'Coombs Test', 'Humans', 'Leukemia, Myeloid, Acute/*chemically induced/immunology', 'Male', 'Methyldopa/*adverse effects', 'Middle Aged']",1971/12/01 00:00,1971/12/01 00:01,['1971/12/01 00:00'],"['1971/12/01 00:00 [pubmed]', '1971/12/01 00:01 [medline]', '1971/12/01 00:00 [entrez]']",ppublish,J Maine Med Assoc. 1971 Dec;62(12):289.,['56LH93261Y (Methyldopa)'],,,,,
5288728,NLM,MEDLINE,19720223,20041117,0022-2143 (Print) 0022-2143 (Linking),78,5,1971 Nov,In vitro growth of leukemic cells containing the Philadelphia (Ph) chromosome.,838-9,"['Chervenick, P A', 'Lawson, A L', 'Ellis, L D', 'Pan, S F', 'McDonald, R H Jr']","['Chervenick PA', 'Lawson AL', 'Ellis LD', 'Pan SF', 'McDonald RH Jr']",['eng'],['Journal Article'],United States,J Lab Clin Med,The Journal of laboratory and clinical medicine,0375375,IM,"['*Bone Marrow', '*Bone Marrow Cells', '*Chromosome Aberrations', '*Culture Techniques', 'Humans', 'Leukemia, Myeloid/genetics/*pathology']",1971/11/01 00:00,2001/03/28 10:01,['1971/11/01 00:00'],"['1971/11/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1971/11/01 00:00 [entrez]']",ppublish,J Lab Clin Med. 1971 Nov;78(5):838-9.,,,,,,
5288717,NLM,MEDLINE,19720223,20071115,0003-276X (Print) 0003-276X (Linking),171,4,1971 Dec,Ultrastructural comparisons of paired cisternae in leukemic and mesenchymal cells during mitosis.,559-65,"['Kelley, R O']",['Kelley RO'],['eng'],['Journal Article'],United States,Anat Rec,The Anatomical record,0370540,IM,"['Animals', 'Cytoplasm', 'Embryo, Mammalian/*cytology', 'Humans', 'Leukemia/*pathology', 'Leukemia, Myeloid/pathology', '*Mitosis', 'Rats', 'Rats, Inbred Strains', 'Ribosomes']",1971/12/01 00:00,1971/12/01 00:01,['1971/12/01 00:00'],"['1971/12/01 00:00 [pubmed]', '1971/12/01 00:01 [medline]', '1971/12/01 00:00 [entrez]']",ppublish,Anat Rec. 1971 Dec;171(4):559-65. doi: 10.1002/ar.1091710411.,,['10.1002/ar.1091710411 [doi]'],,,,
5288707,NLM,MEDLINE,19720222,20081121,0025-7869 (Print) 0025-7869 (Linking),23,9,1971 Sep,[Development of myelofibrosis into acute leukemia (on 2 cases)].,1145-8,"['Andreca, S', 'Dabija, S']","['Andreca S', 'Dabija S']",['rum'],['Journal Article'],Romania,Med Interna (Bucur),Medicina interna,7503144,IM,"['Humans', 'Leukemia, Myeloid, Acute/*etiology', 'Male', 'Middle Aged', 'Primary Myelofibrosis/*complications']",1971/09/01 00:00,1971/09/01 00:01,['1971/09/01 00:00'],"['1971/09/01 00:00 [pubmed]', '1971/09/01 00:01 [medline]', '1971/09/01 00:00 [entrez]']",ppublish,Med Interna (Bucur). 1971 Sep;23(9):1145-8.,,,Terminarea in leucemia acuta a mielofibrozei (in legatyra cu 2 observatii.,,,
5288692,NLM,MEDLINE,19720222,20171116,0370-8241 (Print) 0370-8241 (Linking),26,10,1971 Oct,[Therapy of acute leukemia. 4. Remission induction and remission maintenance therapy].,2034-41,"['Hirano, M', 'Uetani, T', 'Morita, A', 'Sako, F', 'Koie, K']","['Hirano M', 'Uetani T', 'Morita A', 'Sako F', 'Koie K']",['jpn'],['Journal Article'],Japan,Saishin Igaku,Saishin igaku. Modern medicine,0413561,IM,"['Acute Disease', 'Adolescent', 'Adrenal Cortex Hormones/therapeutic use', 'Adult', 'Age Factors', 'Aged', 'Asparaginase/therapeutic use', 'Child', 'Cyclophosphamide/therapeutic use', 'Cytarabine/therapeutic use', 'Daunorubicin/therapeutic use', 'Humans', 'Leukemia/*drug therapy', 'Leukemia, Lymphoid/drug therapy', 'Leukemia, Monocytic, Acute/drug therapy', 'Leukemia, Myeloid, Acute/drug therapy', 'Mercaptopurine/therapeutic use', 'Methotrexate/therapeutic use', 'Middle Aged', 'Remission, Spontaneous', 'Vincristine/therapeutic use']",1971/10/01 00:00,1971/10/01 00:01,['1971/10/01 00:00'],"['1971/10/01 00:00 [pubmed]', '1971/10/01 00:01 [medline]', '1971/10/01 00:00 [entrez]']",ppublish,Saishin Igaku. 1971 Oct;26(10):2034-41.,"['0 (Adrenal Cortex Hormones)', '04079A1RDZ (Cytarabine)', '5J49Q6B70F (Vincristine)', '8N3DW7272P (Cyclophosphamide)', 'E7WED276I5 (Mercaptopurine)', 'EC 3.5.1.1 (Asparaginase)', 'YL5FZ2Y5U1 (Methotrexate)', 'ZS7284E0ZP (Daunorubicin)']",,,,,
5288625,NLM,MEDLINE,19720217,20091111,0370-8179 (Print) 0370-8179 (Linking),98,7,1970,[Clinical and cytological characteristics of acute leukemias in adults lasting over a year].,957-63,"['Ruvidic, R', 'Rolovic, Z', 'Boskovic, D']","['Ruvidic R', 'Rolovic Z', 'Boskovic D']",['srp'],['Journal Article'],Serbia,Srp Arh Celok Lek,Srpski arhiv za celokupno lekarstvo,0027440,IM,"['Adolescent', 'Adult', 'Antineoplastic Agents/therapeutic use', 'Cytodiagnosis', 'Female', 'Humans', 'Leukemia, Lymphoid/*diagnosis/drug therapy/mortality', 'Leukemia, Myeloid, Acute/*diagnosis/drug therapy/mortality', 'Male', 'Middle Aged', 'Remission, Spontaneous', 'Time Factors']",1970/01/01 00:00,1970/01/01 00:01,['1970/01/01 00:00'],"['1970/01/01 00:00 [pubmed]', '1970/01/01 00:01 [medline]', '1970/01/01 00:00 [entrez]']",ppublish,Srp Arh Celok Lek. 1970;98(7):957-63.,['0 (Antineoplastic Agents)'],,Klinicke i citoloske karakteristike akutnih leukoza odraslih sa trajanjem preko jedne godine.,,,
5288624,NLM,MEDLINE,19720217,20191210,0028-4793 (Print) 0028-4793 (Linking),285,27,1971 Dec 30,Susceptibility to infection in leukemia.,1539,"['Roberts, J L', 'Crowley, J P', 'Godwin, H A', 'Bunn, H F']","['Roberts JL', 'Crowley JP', 'Godwin HA', 'Bunn HF']",['eng'],['Journal Article'],United States,N Engl J Med,The New England journal of medicine,0255562,IM,"['Aged', 'Humans', 'Infections/*etiology', 'Leukemia/*complications', 'Leukemia, Myeloid/complications', 'Male', 'Staphylococcal Infections/etiology']",1971/12/30 00:00,1971/12/30 00:01,['1971/12/30 00:00'],"['1971/12/30 00:00 [pubmed]', '1971/12/30 00:01 [medline]', '1971/12/30 00:00 [entrez]']",ppublish,N Engl J Med. 1971 Dec 30;285(27):1539. doi: 10.1056/nejm197112302852719.,,['10.1056/nejm197112302852719 [doi]'],,,,
5288589,NLM,MEDLINE,19720217,20191030,0011-4537 (Print) 0011-4537 (Linking),10,4,1971,The association pattern of the Ph chromosome.,235-43,"['Kitchin, R M', 'Shaw, M W']","['Kitchin RM', 'Shaw MW']",['eng'],['Journal Article'],Switzerland,Cytogenetics,Cytogenetics,0367734,IM,"['Autoradiography', 'Blood Cells/cytology', 'Cells, Cultured', '*Chromosome Aberrations', '*Chromosomes, Human, 13-15', '*Chromosomes, Human, 21-22 and Y', 'Cytogenetics', 'Female', 'Humans', 'Lectins', 'Leukemia, Myeloid/genetics', 'Lymphoid Tissue/cytology', 'Microscopy', 'Mitosis', 'Statistics as Topic']",1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",ppublish,Cytogenetics. 1971;10(4):235-43. doi: 10.1159/000130143.,['0 (Lectins)'],['10.1159/000130143 [doi]'],,,,
