PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,GR,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RF,PMC,TT,AD
6975034,NLM,MEDLINE,19811221,20190511,0002-9173 (Print) 0002-9173 (Linking),76,5,1981 Nov,Several marker analyses of T-lymphoma cells in eight Japanese adults.,670-8,"Lymphoma cells in eight adult Japanese patients with no evidence of overt leukemia throughout their clinical course were demonstrated to be of T-cell nature by combining studies of various immunologic cell surface markers and cytochemistry. The histologic diagnosis of these patients was diffuse histiocytic lymphoma in four patients, poorly differentiated lymphocytic lymphoma in two patients and mixed histiocytic and lymphocytic lymphoma in two patients, according to Rappaport's classification. In seven of the eight patients, the malignant appearance and the large number of E-rosetting cells readily led to the diagnosis of T-cell lymphoma. Human Ia-like antigens were unexpectedly detected on the malignant T cells in seven of the eight patients. TdT activity was elevated in two of the four patients tested. Acid phosphatase activity was always observed in the neoplastic T-cells, and this activity was tartrate resistant. Focal activity of acid alpha-naphthyl acetate esterase was detected in the malignant cells with somewhat mature appearances, but large immature cells had no or weak dispersed activity. Except for E-rosetting ability, malignant T-cells showed such variable properties that multiple marker analyses seem to be necessary in the diagnosis and the prediction of prognosis of these disorders. Frequent occurrence of T-cell malignancy in Japan was also discussed.","['Nasu, K', 'Tatsumi, E', 'Takiuchi, Y', 'Kita, K', 'Nishikori, M', 'Shirakawa, S', 'Uchino, H']","['Nasu K', 'Tatsumi E', 'Takiuchi Y', 'Kita K', 'Nishikori M', 'Shirakawa S', 'Uchino H']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Am J Clin Pathol,American journal of clinical pathology,0370470,['EC 2.7.7.31 (DNA Nucleotidylexotransferase)'],IM,"['Adult', 'Aged', 'Bone Marrow/pathology', 'DNA Nucleotidylexotransferase/metabolism', 'Female', 'Histocytochemistry', 'Hodgkin Disease/pathology', 'Humans', 'Immunoblastic Lymphadenopathy/pathology', 'Japan', 'Lymphoma/diagnosis/*immunology/pathology', 'Male', 'Middle Aged', 'Skin Neoplasms/pathology', 'T-Lymphocytes/*immunology']",1981/11/01 00:00,1981/11/01 00:01,['1981/11/01 00:00'],"['1981/11/01 00:00 [pubmed]', '1981/11/01 00:01 [medline]', '1981/11/01 00:00 [entrez]']",['10.1093/ajcp/76.5.670 [doi]'],ppublish,Am J Clin Pathol. 1981 Nov;76(5):670-8. doi: 10.1093/ajcp/76.5.670.,,,,
6974929,NLM,MEDLINE,19811222,20131121,0002-3027 (Print) 0002-3027 (Linking),,7,1981,[Congenital tyrosine metabolism disorders in children with hemoblastoses].,19-24,,"['Raushenbakh, M O', 'Ivanova, V D', 'Shevchenko, V E', 'Makhonova, L A', 'Sergeev, A V']","['Raushenbakh MO', 'Ivanova VD', 'Shevchenko VE', 'Makhonova LA', 'Sergeev AV']",['rus'],,"['English Abstract', 'Journal Article']",Russia (Federation),Vestn Akad Med Nauk SSSR,Vestnik Akademii meditsinskikh nauk SSSR,7506153,['42HK56048U (Tyrosine)'],IM,"['Adolescent', 'Adult', 'Amino Acid Metabolism, Inborn Errors/*complications', 'Child', 'Child, Preschool', 'Hemangiosarcoma/*complications', 'Histiocytosis, Langerhans-Cell/*complications', 'Humans', 'Infant', 'Infant, Newborn', 'Leukemia/*complications', 'Neuroblastoma/*complications', 'Tyrosine/*metabolism']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",,ppublish,Vestn Akad Med Nauk SSSR. 1981;(7):19-24.,,,Vrozhdennye narusheniia obmena tirozina pri gemoblastozakh u detei.,
6974902,NLM,MEDLINE,19811221,20071115,0036-4355 (Print) 0036-4355 (Linking),26,4,1981,[Acute lymphocytic leukaemia with erythrophagocytic activity (author's transl)].,490-6,,"['Fernandez, M N', 'Barbolla, L', 'Sanjuan, I', 'Cabrera, R', 'Zabala, P', 'Regidor, C', 'Coton, C', 'Laguna, R', 'Ortiz de Landazuri, M', 'Durantez, A']","['Fernandez MN', 'Barbolla L', 'Sanjuan I', 'Cabrera R', 'Zabala P', 'Regidor C', 'Coton C', 'Laguna R', 'Ortiz de Landazuri M', 'Durantez A']",['spa'],,"['Case Reports', 'English Abstract', 'Journal Article']",Spain,Sangre (Barc),Sangre,0404373,['0 (Antineoplastic Agents)'],IM,"['Adult', 'Antineoplastic Agents/administration & dosage', 'B-Lymphocytes/physiology', 'Drug Therapy, Combination', 'Erythrocytes', 'Female', 'Humans', 'Leukemia, Lymphoid/*blood/drug therapy', 'Phagocytosis']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",,ppublish,Sangre (Barc). 1981;26(4):490-6.,,,Linfoleucosis agunda con actividad eritrofagocitaria.,
6974901,NLM,MEDLINE,19811221,20071115,0036-4355 (Print) 0036-4355 (Linking),26,4,1981,[Cytochemical characteristics and immunologic markers in acute lymphoblastic leukemias (author's transl)].,433-8,,"['Dorlhiac, P', 'Genter, G', 'Jamra, M']","['Dorlhiac P', 'Genter G', 'Jamra M']",['spa'],,"['English Abstract', 'Journal Article']",Spain,Sangre (Barc),Sangre,0404373,,IM,"['Adolescent', 'Adult', 'B-Lymphocytes/immunology', 'Bone Marrow/pathology', 'Child', 'Child, Preschool', 'Female', 'Histocytochemistry', 'Humans', 'Infant', 'Leukemia, Lymphoid/blood/*immunology/pathology', 'Lymphocytes, Null/immunology', 'Male', 'Middle Aged', 'T-Lymphocytes/immunology']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",,ppublish,Sangre (Barc). 1981;26(4):433-8.,,,Caracteristicas citoquimicas y marcadores inmunologicos en leucemias linfoblasticas agundas.,
6974900,NLM,MEDLINE,19811221,20181130,0036-4355 (Print) 0036-4355 (Linking),26,3,1981,[Chronic myelomonocytic leukaemia. In vitro behaviour of a clear-cut entity (author's transl)].,276-82,,"['Burgaleta, C']",['Burgaleta C'],['spa'],,['Journal Article'],Spain,Sangre (Barc),Sangre,0404373,['0 (Colony-Stimulating Factors)'],IM,"['Aged', 'Bone Marrow/pathology', 'Cell Transformation, Neoplastic', 'Chemotaxis', 'Colony-Forming Units Assay', 'Colony-Stimulating Factors/metabolism', 'Female', 'Humans', 'Leukemia, Myeloid/*blood', 'Macrophages/pathology', 'Male', 'Middle Aged']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",,ppublish,Sangre (Barc). 1981;26(3):276-82.,,,"Leucemia mielomonocitica cronica. Comportamiento ""in vitro"" de una entidad con personalidad propia.",
6974892,NLM,MEDLINE,19811215,20190618,0036-8075 (Print) 0036-8075 (Linking),214,4520,1981 Oct 30,New reports of a human leukemia virus.,530-1,,"['Lewin, R']",['Lewin R'],['eng'],,['News'],United States,Science,"Science (New York, N.Y.)",0404511,,IM,"['Humans', 'Leukemia/microbiology', 'Lymphoma/microbiology', 'Retroviridae/*isolation & purification', 'T-Lymphocytes/microbiology']",1981/10/30 00:00,1981/10/30 00:01,['1981/10/30 00:00'],"['1981/10/30 00:00 [pubmed]', '1981/10/30 00:01 [medline]', '1981/10/30 00:00 [entrez]']",['10.1126/science.6974892 [doi]'],ppublish,Science. 1981 Oct 30;214(4520):530-1. doi: 10.1126/science.6974892.,,,,
6974887,NLM,MEDLINE,19811221,20191031,0390-5748 (Print) 0390-5748 (Linking),11,3,1981 Jul-Sep,An attempt to obtain a specific antiserum for in vitro immunological conditioning of bone marrow in acute non-lymphoblastic leukemia.,239-45,"An antiserum was produced in rabbits to acute undifferentiated leukemia (AUL) antigens. Partial absorption of the antiserum allowed the removal of the cytotoxic activity against normal mononuclear cells of peripheral blood and bone marrow, in contrast to blast cells from acute and chronic leukemias, which were killed by the antiserum in a standard NIH cytotoxicity test. These observations suggest that antigens present on blast cells of AUL are also expressed on some acute and chronic leukemic cells and that these antigens could be interpreted as B or leukemia-associated antigens because of the disappearance of all cytotoxic activity of the immune serum after extensive absorption with B cells from chronic lymphoid leukemia.","['Delfini, C', 'De Biagi, M', 'Nesci, S', 'Moretti, L', 'Porcellini, A', 'Lucarelli, G']","['Delfini C', 'De Biagi M', 'Nesci S', 'Moretti L', 'Porcellini A', 'Lucarelli G']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Italy,Ric Clin Lab,La Ricerca in clinica e in laboratorio,7613947,,IM,"['Acute Disease', 'Animals', 'B-Lymphocytes/immunology', 'Bone Marrow/*immunology', 'Cytotoxicity Tests, Immunologic', 'Humans', 'Leukemia/*immunology', 'Rabbits/immunology']",1981/07/01 00:00,1981/07/01 00:01,['1981/07/01 00:00'],"['1981/07/01 00:00 [pubmed]', '1981/07/01 00:01 [medline]', '1981/07/01 00:00 [entrez]']",['10.1007/BF02890530 [doi]'],ppublish,Ric Clin Lab. 1981 Jul-Sep;11(3):239-45. doi: 10.1007/BF02890530.,,,,
6974853,NLM,MEDLINE,19811215,20071115,0301-1518 (Print) 0301-1518 (Linking),10,35,1981 Oct 3,[Karyotype of lymphoid lines in 8 cases of chronic B lymphoid leukemia].,2905-6,,"['Emberger, J M', 'Graafland, H', 'Rossi, D', 'Donadio, D', 'Navarro, M', 'Izarn, P', 'Seigneurin, J M']","['Emberger JM', 'Graafland H', 'Rossi D', 'Donadio D', 'Navarro M', 'Izarn P', 'Seigneurin JM']",['fre'],,"['Case Reports', 'Letter']",France,Nouv Presse Med,La Nouvelle presse medicale,0312552,,IM,"['Aged', 'B-Lymphocytes/*ultrastructure', 'Female', 'Humans', 'Karyotyping', 'Leukemia, Lymphoid/*genetics']",1981/10/03 00:00,1981/10/03 00:01,['1981/10/03 00:00'],"['1981/10/03 00:00 [pubmed]', '1981/10/03 00:01 [medline]', '1981/10/03 00:00 [entrez]']",,ppublish,Nouv Presse Med. 1981 Oct 3;10(35):2905-6.,,,Etude du caryotype de lignees lymphoides au cours de hult leucemies lymphoides chroniques B.,
6974847,NLM,MEDLINE,19811219,20071115,0031-3890 (Print) 0031-3890 (Linking),88,4,1980 Dec 31,[Data on the immunological profile of children with acute lymphoblastic leukemia treated by immunotherapy].,521-31,,"['Esposito, L', 'Benedetto, N', 'Guerriero, A']","['Esposito L', 'Benedetto N', 'Guerriero A']",['ita'],,"['English Abstract', 'Journal Article']",Italy,Pediatria (Napoli),La Pediatria,0401207,['0 (BCG Vaccine)'],IM,"['BCG Vaccine/*therapeutic use', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Immunity, Cellular', 'Immunotherapy', 'Leukemia, Lymphoid/immunology/*therapy', 'Lymphocyte Activation', 'Male', 'Rosette Formation', 'T-Lymphocytes/analysis']",1980/12/31 00:00,1980/12/31 00:01,['1980/12/31 00:00'],"['1980/12/31 00:00 [pubmed]', '1980/12/31 00:01 [medline]', '1980/12/31 00:00 [entrez]']",,ppublish,Pediatria (Napoli). 1980 Dec 31;88(4):521-31.,,,Rilievi sul profilo immunologico in bambini affetti da leucemia linfoblastica acuta sottoposti ad immunoterapia.,
6974810,NLM,MEDLINE,19811221,20190825,0145-2126 (Print) 0145-2126 (Linking),5,4-5,1981,Immunological studies in chronic lymphocytic leukemia.-I. Elucidation of subset heterogeneity.,341-8,,"['Hokland, P', 'Ellegaard, J']","['Hokland P', 'Ellegaard J']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,"['0 (Immunoglobulin Fc Fragments)', '0 (Receptors, Antigen, B-Cell)', '0 (Receptors, Complement)']",IM,"['Animals', 'B-Lymphocytes/analysis/*immunology', 'Cell Separation', 'Erythrocytes/immunology', 'Humans', 'Immunoglobulin Fc Fragments/analysis', 'Leukemia, Lymphoid/analysis/*immunology', 'Mice', 'Receptors, Antigen, B-Cell/analysis', 'Receptors, Complement/analysis', 'Rosette Formation']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",['10.1016/0145-2126(81)90006-0 [doi]'],ppublish,Leuk Res. 1981;5(4-5):341-8. doi: 10.1016/0145-2126(81)90006-0.,,,,
6974809,NLM,MEDLINE,19811221,20190825,0145-2126 (Print) 0145-2126 (Linking),5,4-5,1981,Lack of effect of colony-stimulating activity on human myeloid leukemia cell line (ML-2) cells.,311-20,,"['Kubota, K', 'Preislef, H D', 'Lok, M S', 'Minowada, J']","['Kubota K', 'Preislef HD', 'Lok MS', 'Minowada J']",['eng'],"['CA 14413/CA/NCI NIH HHS/United States', 'CA 24162/CA/NCI NIH HHS/United States', 'GRANTS CA 5834/CA/NCI NIH HHS/United States']","['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Leuk Res,Leukemia research,7706787,"['0 (Colony-Stimulating Factors)', '0 (Culture Media)', '9002-18-0 (Agar)', '9004-67-5 (Methylcellulose)']",IM,"['Agar', 'Cell Aggregation/drug effects', 'Cell Line', 'Colony-Forming Units Assay', 'Colony-Stimulating Factors/*pharmacology', 'Culture Media/pharmacology', 'Humans', 'Leukemia, Myeloid/*pathology', 'Methylcellulose', 'Time Factors']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",['10.1016/0145-2126(81)90003-5 [doi]'],ppublish,Leuk Res. 1981;5(4-5):311-20. doi: 10.1016/0145-2126(81)90003-5.,,,,
6974808,NLM,MEDLINE,19811221,20190825,0145-2126 (Print) 0145-2126 (Linking),5,4-5,1981,Phenotypic heterogeneity and cellular origins of T cell malignancies.,281-99,,"['Greaves, M F', 'Rao, J', 'Hariri, G', 'Verbi, W', 'Catovsky, D', 'Kung, P', 'Goldstein, G']","['Greaves MF', 'Rao J', 'Hariri G', 'Verbi W', 'Catovsky D', 'Kung P', 'Goldstein G']",['eng'],,"['Comparative Study', 'Journal Article']",England,Leuk Res,Leukemia research,7706787,"['0 (Antibodies, Monoclonal)']",IM,"['Animals', 'Antibodies, Monoclonal/*immunology', 'Cell Differentiation', 'Cells, Cultured', 'Humans', 'Leukemia, Lymphoid/genetics/*immunology/pathology', 'Lymphoma/genetics/*immunology/pathology', 'Mice', 'Phenotype', 'Rosette Formation', 'T-Lymphocytes/*immunology/pathology/ultrastructure']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",['10.1016/0145-2126(81)90001-1 [doi]'],ppublish,Leuk Res. 1981;5(4-5):281-99. doi: 10.1016/0145-2126(81)90001-1.,,,,
6974776,NLM,MEDLINE,19811221,20171117,0022-3565 (Print) 0022-3565 (Linking),219,2,1981 Nov,Pharmacological and therapeutic properties of carrier bound methotrexate against tumor confined to a third space body compartment.,389-93,"The pharmacokinetics and therapeutic effectiveness of methotrexate (MTX) and MTX covalently bound to bovine serum albumin (MTX-BSA) and poly-l-lysine, MW 3,000 (MTX-PLL 3K) or MW 40,000 to 60,000 (MTX-PLL 40-60K) were compared when these drugs were injected directly into the pleural cavities of BDF1 mice containing the L1210 tumor. Simultaneous measurements od drug levels in both pleural fluid and blood after a single dose demonstrated that free MTX and MTX-PLL 3K were cleared from the pleural cavity and blood within 4 hr, MTX-PLL 40K-60K was cleared within 2 hr, and MTX-BSA was still present in the tumor compartment at 48 hr. The coupling of MTX to these carriers increased its toxicity by extending the half-life of MTX-BSA within the animal and by incorporating a toxic PLL derivative as a carrier. At equitoxic doses, a single dose of MTX-BSA gave a peak increase in lifespan (ILS) of 50% (at 35 mg/kg) compared with a peak ILS of 30 to 35% for both free drug (at 95 mg/kg) and the MTX-PLL derivatives (at 1.4-6 mg/kg). Systemic administration of sufficient leucovorin to provide partial marrow protection compromised the antitumor activity of both MTX and MTX-BSA in the pleural cavity, and although leucovorin permitted higher doses to be used, this resulted in only a small increase in peak ILS for MTX-BSA on a single dose schedule.","['Chu, B C', 'Howell, S B']","['Chu BC', 'Howell SB']",['eng'],"['CA23100/CA/NCI NIH HHS/United States', 'CA23334/CA/NCI NIH HHS/United States', 'CA26152/CA/NCI NIH HHS/United States']","['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Pharmacol Exp Ther,The Journal of pharmacology and experimental therapeutics,0376362,"['25104-18-1 (Polylysine)', '27432CM55Q (Serum Albumin, Bovine)', 'Q573I9DVLP (Leucovorin)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Animals', 'Bone Marrow Diseases/chemically induced/prevention & control', 'Female', 'Injections', 'Kinetics', 'Leucovorin/therapeutic use', 'Leukemia L1210/*drug therapy', 'Methotrexate/*administration & dosage/metabolism/toxicity', 'Mice', 'Pleura/metabolism', 'Polylysine', 'Serum Albumin, Bovine']",1981/11/01 00:00,1981/11/01 00:01,['1981/11/01 00:00'],"['1981/11/01 00:00 [pubmed]', '1981/11/01 00:01 [medline]', '1981/11/01 00:00 [entrez]']",,ppublish,J Pharmacol Exp Ther. 1981 Nov;219(2):389-93.,,,,
