PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AID,PMC,AB
4529630,NLM,MEDLINE,19750218,20210216,0006-4971 (Print) 0006-4971 (Linking),44,6,1974 Dec,Leukemia in shoe-workers exposed chronically to benzene.,837-41,"['Aksoy, M', 'Erdem, S', 'DinCol, G']","['Aksoy M', 'Erdem S', 'DinCol G']",['eng'],['Journal Article'],,United States,Blood,Blood,7603509,['J64922108F (Benzene)'],IM,"['Adult', 'Benzene/*poisoning', 'Bone Marrow Examination', 'Cell Nucleus', 'Erythropoiesis', 'Humans', 'Leukemia/*chemically induced/complications', 'Leukemia, Erythroblastic, Acute/chemically induced', 'Middle Aged', 'Occupational Diseases/*chemically induced', 'Precancerous Conditions/chemically induced', 'Shoes', 'Splenomegaly/etiology']",1974/12/01 00:00,1974/12/01 00:01,['1974/12/01 00:00'],"['1974/12/01 00:00 [pubmed]', '1974/12/01 00:01 [medline]', '1974/12/01 00:00 [entrez]']",ppublish,Blood. 1974 Dec;44(6):837-41.,['S0006-4971(20)74596-9 [pii]'],,
4529629,NLM,MEDLINE,19750213,20071115,0300-0893 (Print) 0300-0893 (Linking),21,3,1974 Mar 20,BCG vaccination and acute leukaemia.,132-4,"['Mathe, G', 'Facy, F', 'Hatton, F', 'Halle-Pannenko, O']","['Mathe G', 'Facy F', 'Hatton F', 'Halle-Pannenko O']",['eng'],"['Comparative Study', 'Journal Article']",,France,Biomedicine,Biomedicine / [publiee pour l'A.A.I.C.I.G.],0361342,['0 (BCG Vaccine)'],IM,"['Acute Disease', 'Adolescent', 'Animals', '*BCG Vaccine', 'Child', 'Child, Preschool', 'Female', 'France', 'Humans', 'Infant', 'Leukemia, Lymphoid/mortality/*prevention & control', 'Leukemia, Myeloid, Acute/mortality/*prevention & control', 'Male', 'Mice', 'Mice, Inbred AKR', 'Retrospective Studies', 'Socioeconomic Factors']",1974/03/20 00:00,1974/03/20 00:01,['1974/03/20 00:00'],"['1974/03/20 00:00 [pubmed]', '1974/03/20 00:01 [medline]', '1974/03/20 00:00 [entrez]']",ppublish,Biomedicine. 1974 Mar 20;21(3):132-4.,,,
4529618,NLM,MEDLINE,19750125,20151119,0539-6115 (Print) 0539-6115 (Linking),31,4,1974 Jul-Aug,[Effect of nitrogen mustard to maintain remission of acute lymphoblastic leukemia in children].,785-98,"['Silva Sosa, M', 'Sedas, T', 'Ajuria, E']","['Silva Sosa M', 'Sedas T', 'Ajuria E']",['spa'],"['Comparative Study', 'English Abstract', 'Journal Article']",Efecto de la mostaza nitrogenada en el mantenimiento de la remision de la leucemia aguda linfoblastica del nino,Mexico,Bol Med Hosp Infant Mex,Boletin medico del Hospital Infantil de Mexico,0414106,"['50D9XSG0VR (Mechlorethamine)', 'VB0R961HZT (Prednisone)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Acute Disease', 'Administration, Oral', 'Adolescent', 'Body Weight', 'Child', 'Child, Preschool', 'Drug Evaluation', 'Female', 'Humans', 'Injections, Intravenous', 'Leukemia, Lymphoid/*drug therapy', 'Male', 'Mechlorethamine/*administration & dosage/adverse effects/therapeutic use', 'Methotrexate/administration & dosage/therapeutic use', 'Mexico', 'Prednisone/administration & dosage/adverse effects/therapeutic use', 'Remission, Spontaneous']",1974/07/01 00:00,1974/07/01 00:01,['1974/07/01 00:00'],"['1974/07/01 00:00 [pubmed]', '1974/07/01 00:01 [medline]', '1974/07/01 00:00 [entrez]']",ppublish,Bol Med Hosp Infant Mex. 1974 Jul-Aug;31(4):785-98.,,,
4529605,NLM,MEDLINE,19750115,20190704,0007-1048 (Print) 0007-1048 (Linking),27,4,1974 Aug,Delayed cutaneous hypersensitivity in leukaemic patients to autologous blast cells.,627-34,"['Baker, M A', 'Taub, R N', 'Brown, S M', 'Ramachandar, K']","['Baker MA', 'Taub RN', 'Brown SM', 'Ramachandar K']",['eng'],['Journal Article'],,England,Br J Haematol,British journal of haematology,0372544,"['0 (Antigens, Neoplasm)']",IM,"['Antigens, Neoplasm', 'Cell Membrane/immunology', 'Cells, Cultured', 'Humans', '*Hypersensitivity, Delayed', 'Leukemia, Lymphoid/*immunology', 'Leukemia, Myeloid, Acute/*immunology', 'Leukocytes/*immunology', 'Microscopy, Electron', 'Radiation Effects', 'Skin/immunology', 'Skin Tests', 'Spectrometry, Gamma', 'Ultracentrifugation']",1974/08/01 00:00,1974/08/01 00:01,['1974/08/01 00:00'],"['1974/08/01 00:00 [pubmed]', '1974/08/01 00:01 [medline]', '1974/08/01 00:00 [entrez]']",ppublish,Br J Haematol. 1974 Aug;27(4):627-34. doi: 10.1111/j.1365-2141.1974.tb06629.x.,['10.1111/j.1365-2141.1974.tb06629.x [doi]'],,
4529579,NLM,MEDLINE,19750113,20190511,0002-9262 (Print) 0002-9262 (Linking),100,5,1974 Nov,Influenza during pregnancy in relation to subsequent childhood leukemia and lymphoma.,399-409,"['Randolph, V L', 'Heath, C W Jr']","['Randolph VL', 'Heath CW Jr']",['eng'],['Journal Article'],,United States,Am J Epidemiol,American journal of epidemiology,7910653,,IM,"['Acute Disease', 'Adolescent', 'Age Factors', 'Child', 'Child, Preschool', 'Environmental Exposure', 'Female', 'Georgia', 'Humans', 'Infant', 'Infant, Newborn', 'Influenza, Human/*complications/mortality', 'Leukemia/epidemiology/*etiology', 'Leukemia, Lymphoid/epidemiology', 'Lymphoma/epidemiology/*etiology', 'Pneumonia/mortality', 'Pregnancy', '*Pregnancy Complications, Infectious', 'Pregnancy Trimester, First', 'Registries', 'Risk', 'Texas', 'Vital Statistics']",1974/11/01 00:00,2001/03/28 10:01,['1974/11/01 00:00'],"['1974/11/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1974/11/01 00:00 [entrez]']",ppublish,Am J Epidemiol. 1974 Nov;100(5):399-409. doi: 10.1093/oxfordjournals.aje.a112051.,['10.1093/oxfordjournals.aje.a112051 [doi]'],,
4529560,NLM,MEDLINE,19750110,20151119,0031-7020 (Print) 0031-7020 (Linking),8,10,1974 Oct,The treatment of acute leukemia.,1-7,"['Haskell, C M', 'Cline, M J']","['Haskell CM', 'Cline MJ']",['eng'],['Journal Article'],,United States,Ration Drug Ther,Rational drug therapy,1247445,"['0 (Antimetabolites)', '0 (Antineoplastic Agents)', '5J49Q6B70F (Vincristine)', '8N3DW7272P (Cyclophosphamide)', 'EC 3.5.1.1 (Asparaginase)', 'VB0R961HZT (Prednisone)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Adolescent', 'Adult', 'Antimetabolites/therapeutic use', 'Antineoplastic Agents/*therapeutic use', 'Asparaginase/therapeutic use', 'Body Weight', 'Child', 'Child, Preschool', 'Cyclophosphamide/therapeutic use', 'Daunorubicin/therapeutic use', 'Female', 'Gestational Age', 'Humans', 'Infant', 'Infant, Newborn', 'Leukemia/*drug therapy', 'Leukemia, Lymphoid/drug therapy', 'Leukemia, Myeloid, Acute/drug therapy', 'Male', 'Prednisone/therapeutic use', 'Pregnancy', 'Remission, Spontaneous', 'Time Factors', 'Vincristine/therapeutic use']",1974/10/01 00:00,1974/10/01 00:01,['1974/10/01 00:00'],"['1974/10/01 00:00 [pubmed]', '1974/10/01 00:01 [medline]', '1974/10/01 00:00 [entrez]']",ppublish,Ration Drug Ther. 1974 Oct;8(10):1-7.,,,
4529554,NLM,MEDLINE,19750108,20111117,0003-9608 (Print) 0003-9608 (Linking),22,2,1974 Jun,[Anatomo-clinical study of a case of ataxia-telangiectasia associated with an acute lymphoblastic leukemia].,139-46,"['Vital, C', 'Hoerni, B', 'Meuge, C', 'Bonnaud, E', 'Leger, H']","['Vital C', 'Hoerni B', 'Meuge C', 'Bonnaud E', 'Leger H']",['fre'],['Journal Article'],Etude anatomo-clinique d'une observation d'ataxie-telangiectasie associee a une leucemie aigue lymphoblastique,France,Arch Anat Pathol (Paris),Archives d'anatomie pathologique,7609771,,IM,"['Adult', 'Ataxia Telangiectasia/*complications/diagnosis/immunology', 'Cerebellum/pathology', 'Growth Disorders/etiology', 'Humans', 'Intellectual Disability/etiology', 'Leukemia, Lymphoid/*complications/diagnosis', 'Lymphatic System/pathology', 'Male', 'Spinal Cord/pathology']",1974/06/01 00:00,1974/06/01 00:01,['1974/06/01 00:00'],"['1974/06/01 00:00 [pubmed]', '1974/06/01 00:01 [medline]', '1974/06/01 00:00 [entrez]']",ppublish,Arch Anat Pathol (Paris). 1974 Jun;22(2):139-46.,,,
4529548,NLM,MEDLINE,19741228,20171116,0001-6101 (Print) 0001-6101 (Linking),196,1-2,1974 Jul-Aug,Treatment of acute leukemia in adults. Results with a combination of potent cytotoxic drugs.,121-5,"['Stavem, P', 'Gjemdal, T']","['Stavem P', 'Gjemdal T']",['eng'],['Journal Article'],,Sweden,Acta Med Scand,Acta medica Scandinavica,0370330,"['04079A1RDZ (Cytarabine)', '5J49Q6B70F (Vincristine)', '8N3DW7272P (Cyclophosphamide)', 'E7WED276I5 (Mercaptopurine)', 'FTK8U1GZNX (Thioguanine)', 'VB0R961HZT (Prednisone)', 'YL5FZ2Y5U1 (Methotrexate)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Administration, Oral', 'Adolescent', 'Adult', 'Aged', 'Blood Transfusion', 'Cyclophosphamide/therapeutic use', 'Cytarabine/therapeutic use', 'Daunorubicin/therapeutic use', 'Drug Therapy, Combination', 'Female', 'Follow-Up Studies', 'Humans', 'Injections, Intravenous', 'Leukemia/*drug therapy', 'Leukemia, Lymphoid/*drug therapy', 'Leukemia, Myeloid, Acute/*drug therapy', 'Male', 'Mercaptopurine/therapeutic use', 'Methotrexate/therapeutic use', 'Middle Aged', 'Prednisone/therapeutic use', 'Remission, Spontaneous', 'Thioguanine/therapeutic use', 'Time Factors', 'Vincristine/therapeutic use']",1974/07/01 00:00,1974/07/01 00:01,['1974/07/01 00:00'],"['1974/07/01 00:00 [pubmed]', '1974/07/01 00:01 [medline]', '1974/07/01 00:00 [entrez]']",ppublish,Acta Med Scand. 1974 Jul-Aug;196(1-2):121-5.,,,
4529540,NLM,MEDLINE,19750106,20081121,0300-8630 (Print) 0300-8630 (Linking),186,4,1974 Jul,[Histiocytosis X in childhood (author's transl)].,336-45,"['Frisch, H', 'Gotz, M', 'Radaszkiewicz, T', 'Rosenmayr, F']","['Frisch H', 'Gotz M', 'Radaszkiewicz T', 'Rosenmayr F']",['ger'],"['English Abstract', 'Journal Article']",Histiozytose X im Kindesalter,Germany,Klin Padiatr,Klinische Padiatrie,0326144,['9002-72-6 (Growth Hormone)'],IM,"['Age Factors', 'Biopsy', 'Child', 'Child, Preschool', 'Eosinophilic Granuloma/complications/diagnosis/therapy', 'Female', 'Growth Hormone/deficiency', 'Histiocytosis, Langerhans-Cell/complications/diagnosis/therapy', 'Humans', 'Infant', 'Leukemia, Monocytic, Acute/complications', 'Lymphatic Diseases/*diagnosis/pathology', 'Male', 'Microscopy, Electron']",1974/07/01 00:00,1974/07/01 00:01,['1974/07/01 00:00'],"['1974/07/01 00:00 [pubmed]', '1974/07/01 00:01 [medline]', '1974/07/01 00:00 [entrez]']",ppublish,Klin Padiatr. 1974 Jul;186(4):336-45.,,,
4529517,NLM,MEDLINE,19750115,20061115,0043-5147 (Print) 0043-5147 (Linking),27,19,1974 Oct 1,[Acute promyelocytic leukemia].,1737-42,"['Witorzenc, J', 'Dobiecka-Wawrzecka, B', 'Gorniakowska-Szubert, A']","['Witorzenc J', 'Dobiecka-Wawrzecka B', 'Gorniakowska-Szubert A']",['pol'],"['English Abstract', 'Journal Article']",Ostra bialaczka promielocytowa,Poland,Wiad Lek,"Wiadomosci lekarskie (Warsaw, Poland : 1960)",9705467,,IM,"['Acute Disease', 'Age Factors', 'Diagnosis, Differential', 'Female', 'Hemorrhagic Disorders/etiology', 'Humans', 'Leukemia, Myeloid/complications/*diagnosis', 'Middle Aged']",1974/10/01 00:00,1974/10/01 00:01,['1974/10/01 00:00'],"['1974/10/01 00:00 [pubmed]', '1974/10/01 00:01 [medline]', '1974/10/01 00:00 [entrez]']",ppublish,Wiad Lek. 1974 Oct 1;27(19):1737-42.,,,
4529499,NLM,MEDLINE,19750113,20091111,0506-2772 (Print) 0506-2772 (Linking),13,2,1974,[Disseminated intravascular coagulation in blastic leukemia].,89-90,"['Genova, V', 'Georgiev, Z']","['Genova V', 'Georgiev Z']",['bul'],"['English Abstract', 'Journal Article']",Diseminirano vutresudovo susirvane pri blastnata levkoza,Bulgaria,Vutr Boles,Vutreshni bolesti,0032666,,IM,"['Disseminated Intravascular Coagulation/*etiology', 'Humans', 'Leukemia, Monocytic, Acute/*complications', 'Leukemia, Myeloid, Acute/*complications']",1974/01/01 00:00,1974/01/01 00:01,['1974/01/01 00:00'],"['1974/01/01 00:00 [pubmed]', '1974/01/01 00:01 [medline]', '1974/01/01 00:00 [entrez]']",ppublish,Vutr Boles. 1974;13(2):89-90.,,,
4529480,NLM,MEDLINE,19750113,20131121,0040-3660 (Print) 0040-3660 (Linking),46,8,1974,[Neuroleukemia].,35-43,"['Brilliant, M D', ""Vorob'ev, Iu I"", 'Garbuzov, M I', 'Balikhina, G D', 'Meshcheriakova, N A']","['Brilliant MD', ""Vorob'ev IuI"", 'Garbuzov MI', 'Balikhina GD', 'Meshcheriakova NA']",['rus'],['Journal Article'],Neiroleikemiia,Russia (Federation),Ter Arkh,Terapevticheskii arkhiv,2984818R,"['04079A1RDZ (Cytarabine)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Adolescent', 'Adult', 'Child', 'Child, Preschool', 'Cytarabine/therapeutic use', 'Humans', '*Leukemia/drug therapy/etiology/prevention & control/therapy', 'Leukemia, Lymphoid/complications', '*Meninges', 'Methotrexate/administration & dosage/therapeutic use', '*Nervous System Diseases/prevention & control', 'Radioisotope Teletherapy', 'Remission, Spontaneous']",1974/01/01 00:00,1974/01/01 00:01,['1974/01/01 00:00'],"['1974/01/01 00:00 [pubmed]', '1974/01/01 00:01 [medline]', '1974/01/01 00:00 [entrez]']",ppublish,Ter Arkh. 1974;46(8):35-43.,,,
4529479,NLM,MEDLINE,19750113,20171116,0040-3660 (Print) 0040-3660 (Linking),46,8,1974,[Steroid therapy of acute leukemia].,140-2,"['Streneva, T N']",['Streneva TN'],['rus'],['Journal Article'],Steroidnaia terapiia ostrogo leikoza,Russia (Federation),Ter Arkh,Terapevticheskii arkhiv,2984818R,"['9PHQ9Y1OLM (Prednisolone)', 'E7WED276I5 (Mercaptopurine)', 'VB0R961HZT (Prednisone)']",IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Drug Therapy, Combination', 'Female', 'Humans', 'Leukemia, Erythroblastic, Acute/*drug therapy', 'Leukemia, Lymphoid/*drug therapy', 'Leukemia, Monocytic, Acute/*drug therapy', 'Leukemia, Myeloid, Acute/*drug therapy', 'Male', 'Mercaptopurine/administration & dosage/therapeutic use', 'Middle Aged', 'Prednisolone/administration & dosage/*therapeutic use', 'Prednisone/administration & dosage/therapeutic use']",1974/01/01 00:00,1974/01/01 00:01,['1974/01/01 00:00'],"['1974/01/01 00:00 [pubmed]', '1974/01/01 00:01 [medline]', '1974/01/01 00:00 [entrez]']",ppublish,Ter Arkh. 1974;46(8):140-2.,,,
4529444,NLM,MEDLINE,19750113,20191210,0008-543X (Print) 0008-543X (Linking),34,4,1974 Oct,Major surgery in acute leukemia.,1272-5,"['Bjornsson, S', 'Yates, J W', 'Mittelman, A', 'Holland, J F']","['Bjornsson S', 'Yates JW', 'Mittelman A', 'Holland JF']",['eng'],['Journal Article'],,United States,Cancer,Cancer,0374236,,IM,"['Adult', 'Aged', 'Blood Platelets', 'Blood Transfusion', 'Female', 'Hemorrhage/etiology', 'Hemothorax/etiology', 'Humans', 'Infections/surgery', 'Leukemia, Myeloid, Acute/*complications', 'Leukocyte Count', 'Male', 'Middle Aged', 'Pneumonia/etiology', 'Postoperative Complications', '*Surgical Procedures, Operative', 'Thrombocytopenia/etiology']",1974/10/01 00:00,1974/10/01 00:01,['1974/10/01 00:00'],"['1974/10/01 00:00 [pubmed]', '1974/10/01 00:01 [medline]', '1974/10/01 00:00 [entrez]']",ppublish,Cancer. 1974 Oct;34(4):1272-5. doi: 10.1002/1097-0142(197410)34:4<1272::aid-cncr2820340438>3.0.co;2-a.,['10.1002/1097-0142(197410)34:4<1272::aid-cncr2820340438>3.0.co;2-a [doi]'],,
4529432,NLM,MEDLINE,19741228,20140912,0256-9574 (Print),48,29,1974 Jun 15,The place of splenectomy in haematological disorders.,1240-5,"['Gale, D', 'Sacks, P', 'Lynch, S', 'Bothwell, T H', 'Bezwoda, W', 'Stevens, K']","['Gale D', 'Sacks P', 'Lynch S', 'Bothwell TH', 'Bezwoda W', 'Stevens K']",['eng'],['Journal Article'],,South Africa,S Afr Med J,South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde,0404520,,IM,"['Adolescent', 'Adult', 'Aged', 'Agranulocytosis/therapy', 'Anemia, Aplastic/therapy', 'Anemia, Hemolytic, Autoimmune/therapy', 'Drug Tolerance', 'Female', 'Hematologic Diseases/*therapy', 'Humans', 'Leukemia, Lymphoid/therapy', 'Leukemia, Myeloid/therapy', 'Lymphoma/diagnosis/therapy', 'Male', 'Middle Aged', 'Neutrophils', 'Primary Myelofibrosis/therapy', 'Purpura, Thrombocytopenic/therapy', '*Splenectomy/adverse effects', 'Splenomegaly/surgery', 'Syndrome']",1974/06/15 00:00,1974/06/15 00:01,['1974/06/15 00:00'],"['1974/06/15 00:00 [pubmed]', '1974/06/15 00:01 [medline]', '1974/06/15 00:00 [entrez]']",ppublish,S Afr Med J. 1974 Jun 15;48(29):1240-5.,,,
4529428,NLM,MEDLINE,19750115,20071115,0069-2328 (Print) 0069-2328 (Linking),29,9,1974 Sep,[Dispensatory care of children with hemoblastoses in the GDR (German Democratic Republic)].,508-9,"['Aurich, G', 'Plenert, W', 'Zintl, F', 'Belusa, M']","['Aurich G', 'Plenert W', 'Zintl F', 'Belusa M']",['cze'],"['English Abstract', 'Journal Article']",Dispenzarni pece o deti s hemoblastozami v NDR,Czech Republic,Cesk Pediatr,Ceskoslovenska pediatrie,0403576,['0 (Antineoplastic Agents)'],IM,"['*Ambulatory Care', 'Antineoplastic Agents/therapeutic use', 'Child', 'Germany, East', 'Hospitals, Special', 'Humans', 'Leukemia, Lymphoid/drug therapy/*therapy', 'Prognosis']",1974/09/01 00:00,1974/09/01 00:01,['1974/09/01 00:00'],"['1974/09/01 00:00 [pubmed]', '1974/09/01 00:01 [medline]', '1974/09/01 00:00 [entrez]']",ppublish,Cesk Pediatr. 1974 Sep;29(9):508-9.,,,
4529386,NLM,MEDLINE,19750106,20190621,0014-5793 (Print) 0014-5793 (Linking),44,2,1974 Aug 25,The organization and repair of mammalian DNA.,153-6,"['Lange, C S']",['Lange CS'],['eng'],"['Comparative Study', 'Journal Article']",,England,FEBS Lett,FEBS letters,0155157,"['0 (Carbon Radioisotopes)', '0 (Cobalt Radioisotopes)', '0 (DNA, Neoplasm)']",IM,"['Analysis of Variance', 'Animals', 'Carbon Radioisotopes', 'Cell Division', 'Cell Line', 'Centrifugation, Density Gradient', 'Chemical Phenomena', 'Chemistry, Physical', 'Chromosomes/metabolism', 'Cobalt Radioisotopes', '*DNA Repair/radiation effects', '*DNA, Neoplasm/biosynthesis/radiation effects', 'Dose-Response Relationship, Radiation', 'Evaluation Studies as Topic', 'Kinetics', 'Leukemia, Lymphoid', 'Methods', 'Mice', 'Models, Biological', 'Molecular Weight', 'Nucleic Acid Conformation', 'Radiation Effects', 'Time Factors']",1974/08/25 00:00,1974/08/25 00:01,['1974/08/25 00:00'],"['1974/08/25 00:00 [pubmed]', '1974/08/25 00:01 [medline]', '1974/08/25 00:00 [entrez]']",ppublish,FEBS Lett. 1974 Aug 25;44(2):153-6. doi: 10.1016/0014-5793(74)80714-3.,"['0014-5793(74)80714-3 [pii]', '10.1016/0014-5793(74)80714-3 [doi]']",,
4529385,NLM,MEDLINE,19750116,20071115,0049-6804 (Print) 0049-6804 (Linking),0,7,1974,[Disorders of the microcirculatory bed of the lungs in acute leukemia].,57-60,"['Logoida, D M']",['Logoida DM'],['rus'],"['English Abstract', 'Journal Article']",O porazhenii mikrotsirkuliatornogo rusla legkikh pri ostrykh leikozakh,Ukraine,Vrach Delo,Vrachebnoe delo,0413607,,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Autopsy', 'Capillaries/*pathology', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Infant', 'Leukemia, Erythroblastic, Acute/*complications', 'Leukemia, Lymphoid/*complications', 'Leukemia, Monocytic, Acute/*complications', 'Leukemia, Myeloid, Acute/*complications', 'Lung/*blood supply', '*Microcirculation', 'Middle Aged', 'Thrombosis/etiology/*pathology']",1974/01/01 00:00,1974/01/01 00:01,['1974/01/01 00:00'],"['1974/01/01 00:00 [pubmed]', '1974/01/01 00:01 [medline]', '1974/01/01 00:00 [entrez]']",ppublish,Vrach Delo. 1974;0(7):57-60.,,,
4529363,NLM,MEDLINE,19750113,20071115,0040-3660 (Print) 0040-3660 (Linking),46,8,1974,[Association of the classification of tumors of the blood system with the modern concept of hematopoiesis].,3-12,"[""Vorob'ev, A I"", 'Chertkov, I L']","[""Vorob'ev AI"", 'Chertkov IL']",['rus'],['Journal Article'],Sviaz' klassifikatsii poukholei sistemy krovi s sovremennoi skhemoi krovetvoreniia,Russia (Federation),Ter Arkh,Terapevticheskii arkhiv,2984818R,,IM,"['Acute Disease', '*Hematopoiesis', 'Humans', 'Leukemia/blood/*classification', 'Leukemia, Lymphoid/blood/classification', 'Leukemia, Monocytic, Acute/blood/classification', 'Leukemia, Myeloid, Acute/blood/classification']",1974/01/01 00:00,1974/01/01 00:01,['1974/01/01 00:00'],"['1974/01/01 00:00 [pubmed]', '1974/01/01 00:01 [medline]', '1974/01/01 00:00 [entrez]']",ppublish,Ter Arkh. 1974;46(8):3-12.,,,
4529361,NLM,MEDLINE,19750115,20190812,0001-6101 (Print) 0001-6101 (Linking),196,3,1974 Sep,Colony-forming and colony-stimulating cells in relation to prognosis in leukemia.,221-6,"['Granstrom, M', 'Gahrton, G']","['Granstrom M', 'Gahrton G']",['eng'],['Journal Article'],,Sweden,Acta Med Scand,Acta medica Scandinavica,0370330,['0 (Antineoplastic Agents)'],IM,"['Adult', 'Aged', 'Anemia, Aplastic/immunology/mortality', 'Antineoplastic Agents/therapeutic use', 'Bone Marrow/*immunology', '*Bone Marrow Cells', 'Female', 'Humans', 'Leukemia/drug therapy/*immunology/mortality', 'Leukemia, Erythroblastic, Acute/immunology/mortality', 'Leukemia, Myeloid/immunology/mortality', 'Leukemia, Myeloid, Acute/*immunology/mortality', 'Leukocyte Count', 'Leukocytes/*immunology', 'Male', 'Middle Aged', 'Prognosis', 'Remission, Spontaneous']",1974/09/01 00:00,1974/09/01 00:01,['1974/09/01 00:00'],"['1974/09/01 00:00 [pubmed]', '1974/09/01 00:01 [medline]', '1974/09/01 00:00 [entrez]']",ppublish,Acta Med Scand. 1974 Sep;196(3):221-6. doi: 10.1111/j.0954-6820.1974.tb00998.x.,['10.1111/j.0954-6820.1974.tb00998.x [doi]'],,
4529358,NLM,MEDLINE,19750108,20171116,0125-2208 (Print) 0125-2208 (Linking),57,9,1974 Sep,An unusual response of leukemic cutis treated with chemotherapy.,466-7,"['Umsawasdi, T']",['Umsawasdi T'],['eng'],['Journal Article'],,Thailand,J Med Assoc Thai,Journal of the Medical Association of Thailand = Chotmaihet thangphaet,7507216,"['9PHQ9Y1OLM (Prednisolone)', 'E7WED276I5 (Mercaptopurine)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Acute Disease', 'Adult', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Male', 'Mercaptopurine/therapeutic use', 'Methotrexate/therapeutic use', 'Prednisolone/therapeutic use', 'Skin Neoplasms/*drug therapy']",1974/09/01 00:00,1974/09/01 00:01,['1974/09/01 00:00'],"['1974/09/01 00:00 [pubmed]', '1974/09/01 00:01 [medline]', '1974/09/01 00:00 [entrez]']",ppublish,J Med Assoc Thai. 1974 Sep;57(9):466-7.,,,
