PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,RN,PMC
954336,NLM,MEDLINE,19761101,20170214,0009-9228 (Print) 0009-9228 (Linking),15,9,1976 Sep,Short-term group therapy for mothers of leukemic children. What professional staff can do to help parents cope with chronic illness.,803-6,,"['Kartha, M', 'Ertel, I J']","['Kartha M', 'Ertel IJ']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Clin Pediatr (Phila),Clinical pediatrics,0372606,IM,"['Adaptation, Psychological', 'Adult', 'Child', 'Chronic Disease', 'Counseling', 'Female', 'Humans', '*Leukemia/mortality', 'Mother-Child Relations', '*Parents', 'Patient Care Team', 'Professional-Family Relations', 'Psychotherapy, Brief', '*Psychotherapy, Group']",1976/09/01 00:00,1976/09/01 00:01,['1976/09/01 00:00'],"['1976/09/01 00:00 [pubmed]', '1976/09/01 00:01 [medline]', '1976/09/01 00:00 [entrez]']",['10.1177/000992287601500908 [doi]'],ppublish,Clin Pediatr (Phila). 1976 Sep;15(9):803-6. doi: 10.1177/000992287601500908.,,,
954307,NLM,MEDLINE,19761101,20050303,0009-921X (Print) 0009-921X (Linking),,119,1976 Sep,Congenital absence of the pectoral muscles. A review of twenty-five patients.,166-71,"Twenty-five patients with unilateral partial absence of the pectoral major muscle were reviewed to determine the presence of fetal insult, associated anomalies, neoplasia, and prognosis. Fifteen had ipsilateral synbrachydactyly (the Poland Anomaly) which varied in severity from minimal findings to nearly complete absence of the hand. The pattern of abnormality was remarkably uniform with maximal involvement of the midhand and least involvement of the thumb and small finger. The etiology of this condition remains unknown although fetal insult is suggested in some cases. Although reports in the literature suggest a relationship with childhood leukemia, no malignancies were found in these children. None was found to have serious associated anomalies and all were judged to be of normal intelligence, suggesting a generally good prognosis.","['Beals, R K', 'Crawford, S']","['Beals RK', 'Crawford S']",['eng'],['Journal Article'],United States,Clin Orthop Relat Res,Clinical orthopaedics and related research,0075674,IM,"['Abnormalities, Multiple', 'Adolescent', 'Adult', 'Child', 'Child, Preschool', 'Female', 'Hand Deformities, Congenital', 'Humans', 'Infant', 'Male', 'Pectoralis Muscles/*abnormalities/pathology', 'Sex Factors', 'Syndrome', 'Thorax/pathology']",1976/09/01 00:00,1976/09/01 00:01,['1976/09/01 00:00'],"['1976/09/01 00:00 [pubmed]', '1976/09/01 00:01 [medline]', '1976/09/01 00:00 [entrez]']",,ppublish,Clin Orthop Relat Res. 1976 Sep;(119):166-71.,,,
954222,NLM,MEDLINE,19761029,20190813,0300-0664 (Print) 0300-0664 (Linking),5,3,1976 May,The effect of varying doses of cerebral irradiation on growth hormone production in childhood.,287-90,"The radiation dose, delivered to the hypothalamic-pituitary region, has been calculated in thirty-nine children irradiated for brain tumours and in seventeen children who had received prophylactic cranial irradiation for acute leukaemia. All subjects had an insulin tolerance test at least 2 years after their radiotherapy. There is a significant inverse correlation between radiation dose and peak GH response. Thirty-seven of the fifty-six patients showed an impaired GH response and thirty-six of these received more than 2900 rads. Only five patients who received such a dose showed normal GH responses and four of these were aged over 13 years when treated. In conclusion, cerebral irradiation is a potent cause of GH deficiency in children.","['Shalet, S M', 'Beardwell, C G', 'Pearson, D', 'Jones, P H']","['Shalet SM', 'Beardwell CG', 'Pearson D', 'Jones PH']",['eng'],['Journal Article'],England,Clin Endocrinol (Oxf),Clinical endocrinology,0346653,IM,"['Adolescent', 'Brain Neoplasms/*radiotherapy', 'Child', 'Growth Hormone/deficiency/*metabolism', 'Humans', 'Hypothalamo-Hypophyseal System/*radiation effects']",1976/05/01 00:00,1976/05/01 00:01,['1976/05/01 00:00'],"['1976/05/01 00:00 [pubmed]', '1976/05/01 00:01 [medline]', '1976/05/01 00:00 [entrez]']",['10.1111/j.1365-2265.1976.tb01955.x [doi]'],ppublish,Clin Endocrinol (Oxf). 1976 May;5(3):287-90. doi: 10.1111/j.1365-2265.1976.tb01955.x.,,['9002-72-6 (Growth Hormone)'],
954212,NLM,MEDLINE,19761101,20190706,0009-8981 (Print) 0009-8981 (Linking),70,2,1976 Jul 15,Studies of intracellular distribution of acid phosphatase 5 in the spleen cells of leukemic reticuloendotheliosis by isopycnic gradient centrifugation.,289-95,"A fresh spleen sample obtained from a patient with leukemic reticuloendotheliosis was homogenized and subjected to centrifugation on a sucrose density gradient. A major portion of acid phosphatase band 5 was observed in the lysosome, confirming that the elevated phosphatase activity in the neoplastic spleen is a lysosomal enzyme. However, a significant amount of brand 5 was also observed in the microsome. The microsomal and lysosomal enzymes have different affinity to CM-cellulose. The relationship between lysosomal and microsomal enzymes has not been established.","['Lam, K W', 'Dekker, P T', 'Castleman, J', 'Yam, L T']","['Lam KW', 'Dekker PT', 'Castleman J', 'Yam LT']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", ""Research Support, U.S. Gov't, P.H.S.""]",Netherlands,Clin Chim Acta,Clinica chimica acta; international journal of clinical chemistry,1302422,IM,"['Acid Phosphatase/*metabolism', 'Humans', 'Leukemia/*enzymology', 'Leukocyte Count', 'Lymphatic Diseases/*enzymology', 'Male', 'Middle Aged', 'Spleen/*enzymology', 'Splenectomy']",1976/07/15 00:00,1976/07/15 00:01,['1976/07/15 00:00'],"['1976/07/15 00:00 [pubmed]', '1976/07/15 00:01 [medline]', '1976/07/15 00:00 [entrez]']","['0009-8981(76)90431-9 [pii]', '10.1016/0009-8981(76)90431-9 [doi]']",ppublish,Clin Chim Acta. 1976 Jul 15;70(2):289-95. doi: 10.1016/0009-8981(76)90431-9.,,['EC 3.1.3.2 (Acid Phosphatase)'],
954137,NLM,MEDLINE,19761020,20190823,0009-2797 (Print) 0009-2797 (Linking),14,1-2,1976 Jul,Platinum complexes of substituted ethylenediamines and their anti-tumour activity.,179-93,"A large number of substituted ethylenediamine complexes of platinum (II) and platinum(IV) have been prepared and characterised, and their anti-tumour activity tested against sarcoma 180, leukemia L1210, and ADJ/PC6A plasma cell tumours. In general these complexes are less active than simpler amine analogues, though several complexes show activity against all of the screens. Difference in activity of platinum(II) and platinum(IV) analogues leads us to cast doubt on the ""in vivo reduction"" theory hitherto used to describe the action of platinum(IV) complexes.","['Beaumont, K P', 'McAuliffe, C A', 'Cleare, M J']","['Beaumont KP', 'McAuliffe CA', 'Cleare MJ']",['eng'],['Journal Article'],Ireland,Chem Biol Interact,Chemico-biological interactions,0227276,IM,"['Animals', 'Drug Evaluation, Preclinical', 'Ethylenediamines/*therapeutic use', 'Female', 'Leukemia L1210/drug therapy', 'Mice', 'Neoplasms, Experimental/*drug therapy', 'Platinum/*therapeutic use', 'Sarcoma 180/drug therapy', 'Spectrophotometry, Infrared', 'Structure-Activity Relationship']",1976/07/01 00:00,1976/07/01 00:01,['1976/07/01 00:00'],"['1976/07/01 00:00 [pubmed]', '1976/07/01 00:01 [medline]', '1976/07/01 00:00 [entrez]']","['0009-2797(76)90035-1 [pii]', '10.1016/0009-2797(76)90035-1 [doi]']",ppublish,Chem Biol Interact. 1976 Jul;14(1-2):179-93. doi: 10.1016/0009-2797(76)90035-1.,,"['0 (Ethylenediamines)', '49DFR088MY (Platinum)']",
954007,NLM,MEDLINE,19761101,20131121,0361-5960 (Print) 0361-5960 (Linking),60,6,1976 Jun,Chemistry and structure-activity studies of the nitrosoureas.,651-64,"The N-nitrosoureas are the most active of a variety of N-nitroso compounds tested against L1210 leukemia in mice. Structure-activity studies show that the N-(2-chloro(or fluoro)ethyl)-N-nitrosoureido grouping is necessary for high-level activity in this test system, but a variety of carrier groups can be attached to the N'-nitrogen of the urea. For high-level activity against solid tumors in rodents, eg, the Lewis lung adenocarcinoma, the N'-substituent must be a cyclohexane ring, and the most active of these compounds are substituted at position 4 of the ring. The chemistry involved in the synthesis and reactions of the nitrosoureas is described. The possible relationship of the chemically reactive species generated by the decomposition of the nitrosoureas under in vivo conditions to biologic activity is discussed.","['Montgomery, J A']",['Montgomery JA'],['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Treat Rep,Cancer treatment reports,7607107,IM,"['Adenocarcinoma/drug therapy', 'Animals', 'Leukemia L1210/drug therapy', 'Lomustine/metabolism/therapeutic use', 'Lung Neoplasms/drug therapy', 'Mice', 'Neoplasms, Experimental/drug therapy', '*Nitrosourea Compounds/adverse effects/chemical synthesis/therapeutic use', 'Structure-Activity Relationship']",1976/06/01 00:00,1976/06/01 00:01,['1976/06/01 00:00'],"['1976/06/01 00:00 [pubmed]', '1976/06/01 00:01 [medline]', '1976/06/01 00:00 [entrez]']",,ppublish,Cancer Treat Rep. 1976 Jun;60(6):651-64.,,"['0 (Nitrosourea Compounds)', '7BRF0Z81KG (Lomustine)']",
954004,NLM,MEDLINE,19761101,20131121,0008-5472 (Print) 0008-5472 (Linking),36,10,1976 Oct,Alterations in adriamycin efficacy by phenobarbital.,3803-6,"Adriamycin dosage should be reduced in patients with impaired liver function, since adriamycin disposition is influenced by liver metabolism and biliary excretion. It follows that drugs that increase the metabolism or excretory capacity of the liver may decrease adriamycin concentrations to suboptimal values. Adriamycin metabolism was therefore studied in mice pretreated with phenobarbital (75 mg/kg i.v.) by injection. After an i.v. dose of adriamycin (30 mg/kg i.v.), plasma fluorescence due to drug and metabolites was less and disappeared at a greater rate in phenobarbital-pretreated mice than control animals. When extracted with chloroform: isoprophyl alcohol (1:1), the livers from the phenobarbital-pretreated group yielded a greater concentration of glycones. Experiments with liver microsomes confirmed that aglycone production occurred at a more rapid initial rate in phenobarbital-induced livers. No increase in aldoketo reductase (daunorubicin reductase) activity was noted. Phenobarbital-pretreated mice, inoculated i.p. with 1 million L1210 cells and then treated with adriamycin (6 mg/kg i.v.), had significantly lower survival than did controls (p less than 0.01). These findings show that phenobarbital affects the disposition of adriamycin by microsomal enzyme induction and suggest that drugs that induce microsomal enzymes should not be used concurrently with adriamycin if optimal drug efficacy is desired.","['Reich, S D', 'Bachur, N R']","['Reich SD', 'Bachur NR']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,IM,"['Alcohol Oxidoreductases/metabolism', 'Animals', 'Daunorubicin', 'Doxorubicin/blood/*metabolism/therapeutic use', 'Leukemia L1210/drug therapy', 'Liver/*metabolism', 'Mice', 'Mice, Inbred BALB C', 'Microsomes, Liver/metabolism', 'Phenobarbital/*pharmacology']",1976/10/01 00:00,1976/10/01 00:01,['1976/10/01 00:00'],"['1976/10/01 00:00 [pubmed]', '1976/10/01 00:01 [medline]', '1976/10/01 00:00 [entrez]']",,ppublish,Cancer Res. 1976 Oct;36(10):3803-6.,,"['80168379AG (Doxorubicin)', 'EC 1.1.- (Alcohol Oxidoreductases)', 'YQE403BP4D (Phenobarbital)', 'ZS7284E0ZP (Daunorubicin)']",
953995,NLM,MEDLINE,19761101,20031114,0008-5472 (Print) 0008-5472 (Linking),36,10,1976 Oct,Humoral regulation of cell-mediated immunity to syngeneic tumor.,3695-701,"Inoculation i.p. of C57BL/6 mice with FBL-3 cells, a syngeneic Friend virus-induced leukemia, results in progressive growth of ascitic tumors; in contrast, s.c. inoculation of FBL-3 cells produces transient, localized tumor growth; the recipients are then subsequently resistant to further i.p. challenge of this tumor. Experiments were performed to study the effects of humoral factors that might be present in the ascitic fluid and that could affect the growth of the tumors and the host immune response. It was found that ascitic fluids obtained from various murine tumors could indeed promote the s.c. growth of FBL-3 cells. Furthermore, administration of these ascitic fluids was found to suppress the induction of both the primary and secondary cell-mediated cytotoxic responses to FBL-3 cells in vivo and in vitro and to inhibit the effector phase of these cell-mediated cytotoxic reactions in vitro. These studies indicate that the ascitic fluids obtained from tumor-bearing hosts contain humoral factors that can promote tumor growth and suppress immune responses.","['Ting, C C']",['Ting CC'],['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,IM,"['Animals', 'Ascitic Fluid/*immunology', 'Cytotoxicity Tests, Immunologic', 'Friend murine leukemia virus', '*Immunity, Cellular', 'Immunologic Memory', 'Leukemia, Experimental/*immunology', 'Mice', 'Mice, Inbred C57BL']",1976/10/01 00:00,1976/10/01 00:01,['1976/10/01 00:00'],"['1976/10/01 00:00 [pubmed]', '1976/10/01 00:01 [medline]', '1976/10/01 00:00 [entrez]']",,ppublish,Cancer Res. 1976 Oct;36(10):3695-701.,,,
953991,NLM,MEDLINE,19761101,20051117,0008-5472 (Print) 0008-5472 (Linking),36,10,1976 Oct,"Abnormalities of complement and its components in patients with acute leukemia, Hodgkin's disease, and sarcoma.",3678-80,"Whole complement and component titers were measured in patients with acute leukemia, Hodgkin's disease, and sarcoma. Serum samples were obtained from 42 consecutive patients and 11 healthy control subjects. Sera were frozen and maintained at -70 degrees until analyzed by hemolytic assay. Titers were normalized using a titer obtained from a single source of pooled human serum analyzed simultaneously with each patient sample to correct for day-to-day variation inherent in the assay technique. Significant elevations (p less than or equal to 0.05) of whole complement and C5, C8, and C9 were observed for each patient category, compared to controls. Forty-one of 42 patients had C9 titers greater than or equal to 2 S.D. above the mean titer for controls. Mean C3 and C7 titers were not elevated or depressed in any group. No clinical factors that correlated with abnormal complement or component titers were identified.","['Lichtenfeld, J L', 'Wiernik, P H', 'Mardiney, M R Jr', 'Zarco, R M']","['Lichtenfeld JL', 'Wiernik PH', 'Mardiney MR Jr', 'Zarco RM']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,IM,"['Adolescent', 'Adult', 'Child', 'Complement C3/analysis', 'Complement C5/analysis', 'Complement C7/analysis', 'Complement C8/analysis', 'Complement C9/analysis', '*Complement System Proteins/analysis', 'Female', 'Hodgkin Disease/*immunology', 'Humans', 'Leukemia/*immunology', 'Male', 'Middle Aged', 'Sarcoma/*immunology']",1976/10/01 00:00,2001/03/28 10:01,['1976/10/01 00:00'],"['1976/10/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1976/10/01 00:00 [entrez]']",,ppublish,Cancer Res. 1976 Oct;36(10):3678-80.,,"['0 (Complement C3)', '0 (Complement C5)', '0 (Complement C7)', '0 (Complement C8)', '0 (Complement C9)', '9007-36-7 (Complement System Proteins)']",
953990,NLM,MEDLINE,19761101,20191210,0008-5472 (Print) 0008-5472 (Linking),36,10,1976 Oct,Inhibition of DNA synthesis in normal and malignant human cells by triazinate (Baker's antifol) and methotrexate.,3659-64,"Triazinate (TZT), a triazine folate antagonist, is a potent inhibitor of dihydrofolate reductase from mammalian cells. Because antitumor activity of triazinate in experimental tumors correlated closely with the in vitro inhibition of DNA synthesis in tumor cells derived from these tumors, we studied cells from patients with leukemia, solid tumor effusions, and cells from normal marrow to determine their in vitro sensitivity to TZT. DNA synthesis in cells from patients with acute leukemia was less sensitive to TZT than it was to methotrexate (MTX) at 2 X 10(-6) M concentration of the inhibitor, whereas the sensitivity was similar at 10(-5) M. This could be accounted for by the known greater sensitivity of dihydrofolate reductase to MTX than to TZT, and the observation that, whereas intracellular drug levels were similar at low (2 X 10(-6) M) extracellular concentrations of TZT or MTX, at the higher (10(-5) M) extracellular drug concentration intracellular TZT was greater than 3 times intracellular MTX. In vitro inhibition of DNA synthesis in cells obtained after patients were treated with TZT was correlated with drug serum concentration and with leukemia cell kill. The sensitivity of cells from solid tumor effusions to TZT was similar to the sensitivity to MTX. Since patients can tolerate doses of TZT five times higher than MTX with less toxicity, there may be advantage to the clinical use of TZT in some tumor cell types.","['Skeel, R T', 'Sawicki, W L', 'Cashmore, A R', 'Bertino, J R']","['Skeel RT', 'Sawicki WL', 'Cashmore AR', 'Bertino JR']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,IM,"['Bone Marrow/metabolism', 'Bone Marrow Cells', 'DNA/*biosynthesis', 'DNA, Neoplasm/*biosynthesis', 'Drug Resistance', 'Folic Acid Antagonists/*pharmacology/therapeutic use', 'Humans', 'Leukemia/drug therapy/metabolism', 'Methotrexate/*pharmacology/therapeutic use', 'Neoplasms/drug therapy/*metabolism', 'Triazines/*pharmacology/therapeutic use']",1976/10/01 00:00,1976/10/01 00:01,['1976/10/01 00:00'],"['1976/10/01 00:00 [pubmed]', '1976/10/01 00:01 [medline]', '1976/10/01 00:00 [entrez]']",,ppublish,Cancer Res. 1976 Oct;36(10):3659-64.,,"['0 (DNA, Neoplasm)', '0 (Folic Acid Antagonists)', '0 (Triazines)', '9007-49-2 (DNA)', 'DD99Y262WC (triazinate)', 'YL5FZ2Y5U1 (Methotrexate)']",
953971,NLM,MEDLINE,19761101,20190619,0008-543X (Print) 0008-543X (Linking),38,3,1976 Sep,Carcinoma metastatic to the eye and orbit III. A clinicopathologic study of 28 cases metastatic to the orbit.,1326-35,"Two hundred and twenty-seven cases of carcinoma metastatic to the eye and orbit have been reviewed previously. The orbit alone was involved in 28 cases: theses lesions constitute the basis of this clinicopathologic study. The most common signs and symptoms produced by orbital metastasis included exophthalmos (75%1, pain (29%), decreased vision (29%), periorbital swelling (25%), a visible mass (21%), ophthalmoplegia, and diplopia (18%). The ophthalmologists' preoperative (or premortem) clinical diagnoses were: orbital mass, 36%; metastatic carcinoma, 29%; leukemia, 7%; melanosarcoma, 4%; mixed tumor of lacrimal gland, 4%; and meningioma, 4%. The sites of the primary tumors in the 28 patients with orbital metastasis were as follows: breast, eight; lung, four; genitourinary tract, four; pancreas, one; and ileum, one. In 10 patients the site of the primary carcinoma was not determined. In 17 of the 28 patients, symptoms of orbital metastasis preceded detection of a primary tumor elsewhere in the body. In 10 of the remaining 11 patients, detection of the primary tumor had preceded the onset of orbital symptoms. In one patient, symptoms of the primary tumor and of orbital metastasis appeared at about the same time. The median survival of patients with carcinoma metastatic to the orbit was 15.6 months from the time of orbital surgery. This was much better than the median survival of the 227 patients in the overall study (7.4 months) and far better than the median survival of the patients with metastasis to the anterior segment of the eye (only 5.4 months).","['Font, R L', 'Ferry, A P']","['Font RL', 'Ferry AP']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer,Cancer,0374236,IM,"['Adenocarcinoma/pathology', 'Adult', 'Aged', 'Breast Neoplasms/pathology', 'Carcinoma/*pathology', 'Female', 'Gastrointestinal Neoplasms/pathology', 'Humans', 'Lung Neoplasms/pathology', 'Male', 'Middle Aged', '*Neoplasm Metastasis', 'Orbital Neoplasms/*pathology', 'Time Factors']",1976/09/01 00:00,1976/09/01 00:01,['1976/09/01 00:00'],"['1976/09/01 00:00 [pubmed]', '1976/09/01 00:01 [medline]', '1976/09/01 00:00 [entrez]']",['10.1002/1097-0142(197609)38:3<1326::aid-cncr2820380336>3.0.co;2-# [doi]'],ppublish,Cancer. 1976 Sep;38(3):1326-35. doi: 10.1002/1097-0142(197609)38:3<1326::aid-cncr2820380336>3.0.co;2-#.,,,
