PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,AB,PMC,TT,OID,RF,PS,FPS,GN
1106834,NLM,MEDLINE,19760401,20190619,0008-543X (Print) 0008-543X (Linking),36,6,1975 Dec,Differential uptake of alkylating agents by normal and leukemic lymphocytes.,1959-65,"['Brody, J I']",['Brody JI'],['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer,Cancer,0374236,"['0 (Alkylating Agents)', '0 (Lectins)', '50D9XSG0VR (Mechlorethamine)', '8N3DW7272P (Cyclophosphamide)', 'EC 3.2.1.18 (Neuraminidase)']",IM,"['Adult', 'Aged', 'Alkylating Agents/*metabolism', 'B-Lymphocytes/immunology/metabolism', 'Cyclophosphamide/metabolism/therapeutic use', '*Cytotoxicity Tests, Immunologic', 'Fluorescent Antibody Technique', 'Humans', 'Lectins/pharmacology', 'Leukemia, Lymphoid/*blood/drug therapy', 'Lymphocytes/drug effects/immunology/*metabolism', 'Male', 'Mechlorethamine/metabolism/therapeutic use', 'Middle Aged', 'Neuraminidase/pharmacology']",1975/12/01 00:00,1975/12/01 00:01,['1975/12/01 00:00'],"['1975/12/01 00:00 [pubmed]', '1975/12/01 00:01 [medline]', '1975/12/01 00:00 [entrez]']",['10.1002/cncr.2820360905 [doi]'],ppublish,Cancer. 1975 Dec;36(6):1959-65. doi: 10.1002/cncr.2820360905.,"When 14C-labeled cyclophosphamide and nitrogen mustard were incubated separately with normal lymphocytes and lymphocytes from patients with chronic lymphocytic leukemia, the amount of radioactivity associated with the normal cells far exceeded that detected on the leukemic lymphocytes. This comparative diminution may be analogous to the impaired PHA response and excess surface immunoglobulin which serve as identifying markers of the malignant B cell. Cytotoxicity and neuraminidase experiments indicated that drug uptake by lymphocytes is not capricious and may occur in an optimum, predetermined fashion. Although surface uptake and therapeutic response are not necessarily directly interrelated, initial peripheral contact with an antineoplastic agent may be an essential step which modifies tumor sensitivity or resistance.",,,,,,,
1106800,NLM,MEDLINE,19760315,20190902,0006-5242 (Print) 0006-5242 (Linking),31,6,1975 Dec,Bone marrow transplantation in children with aplastic anemia and acute lymphatic leukemia.,343-6,"['Kolb, H J', 'Wundisch, G F', 'Bender-Gotze, C', 'Spitzer, I', 'Brehm, G', 'Rodt, H', 'Lieven, H v', 'Grosse-Wilde, H', 'Albert, E D', 'Thiel, E', 'Ruppelt, W', 'Balk, O', 'Thierfelder, S']","['Kolb HJ', 'Wundisch GF', 'Bender-Gotze C', 'Spitzer I', 'Brehm G', 'Rodt H', 'Lieven Hv', 'Grosse-Wilde H', 'Albert ED', 'Thiel E', 'Ruppelt W', 'Balk O', 'Thierfelder S']",['eng'],['Journal Article'],Germany,Blut,Blut,0173401,['0 (HLA Antigens)'],IM,"['Anemia, Aplastic/*therapy', '*Bone Marrow Cells', '*Bone Marrow Transplantation', 'Child', 'Female', 'HLA Antigens', 'Humans', 'Leukemia, Lymphoid/*therapy', 'Male', 'Transplantation, Homologous']",1975/12/01 00:00,1975/12/01 00:01,['1975/12/01 00:00'],"['1975/12/01 00:00 [pubmed]', '1975/12/01 00:01 [medline]', '1975/12/01 00:00 [entrez]']",['10.1007/BF01633999 [doi]'],ppublish,Blut. 1975 Dec;31(6):343-6. doi: 10.1007/BF01633999.,"A boy with severe Aplastic Anemia (AA) and a girl with Acute Lymphoblastic Leukemia (ALL) in relapse have been grafted with marrow from HL-A identical, mixed leukocyte culture (MLC) negative siblings after appropriate immunosuppressive and antileukemic therapy. Both of them are well 7 and 2 months after transplantation respectively. Bone marrow transplantation should be considered in children with AA and ALL in relapse, if HL-A identical, MLC negative siblings are available.",,,,,,,
1106798,NLM,MEDLINE,19760315,20210216,0006-4971 (Print) 0006-4971 (Linking),47,1,1976 Jan,Central nervous system complications in patients with diffuse histiocytic and undifferentiated lymphoma: leukemia revisited.,3-10,"['Bunn, P A Jr', 'Schein, P S', 'Banks, P M', 'DeVita, V T Jr']","['Bunn PA Jr', 'Schein PS', 'Banks PM', 'DeVita VT Jr']",['eng'],"['Case Reports', 'Journal Article']",United States,Blood,Blood,7603509,,IM,"['Adult', 'Aged', 'Brain/pathology', 'Central Nervous System Diseases/*etiology', 'Cerebrospinal Fluid/cytology', 'Female', 'Humans', 'Lymphoma/*complications/drug therapy/radiotherapy', 'Lymphoma, Large B-Cell, Diffuse/*complications/drug therapy/radiotherapy', 'Male', 'Meninges/pathology', 'Middle Aged']",1976/01/11 19:15,2001/03/28 10:01,['1976/01/11 19:15'],"['1976/01/11 19:15 [pubmed]', '2001/03/28 10:01 [medline]', '1976/01/11 19:15 [entrez]']",['S0006-4971(20)70253-3 [pii]'],ppublish,Blood. 1976 Jan;47(1):3-10.,"Fifteen of 52 patients (29%) with diffuse histiocytic and undifferentiated pleomorphic lymphoma developed central nervous system (CNS) complications, primarily leptomeningeal lymphoma. Lumbar puncture with cerebrospinal fluid cytology was the most useful test for diagnosis, and for following the response to therapy. Leptomeningitis developed during all stages of the patients' clinical course: at time of diagnosis, during progression of systemic disease, and most importantly as the initial site of relapse within 7 mo of attaining a complete clinical remission. Patients with bone marrow involvement are at high risk for the development of leptomeningeal lymphoma. Pathologic findings suggest that entry into the leptomeninges involves extension from the medullary bone marrow cavity along perforating vessels through dura into the arachnoid space. The leptomeningeal lymphoma has been successfully controlled in all patients receiving intensive central nervous system therapy consisting of a combination of intrathecal drug administration and radiotherapy. The high frequency of this syndrome and the success in its control suggest that a controlled trial of prophylactic CNS therapy be instituted in patients with these histologic types of non-Hodgkin's lymphomas.",,,,,,,
1106796,NLM,MEDLINE,19760320,20210216,0006-4971 (Print) 0006-4971 (Linking),46,6,1975 Dec,The heterogeneity and properties of folate binding proteins from chronic myelogenous leukemia cells.,855-67,"['Fischer, C D', 'da Costa, M', 'Rothenberg, S P']","['Fischer CD', 'da Costa M', 'Rothenberg SP']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Blood,Blood,7603509,"['0 (Carrier Proteins)', '935E97BOY8 (Folic Acid)', 'EC 3.1.- (Deoxyribonucleases)', 'EC 3.1.- (Ribonucleases)', 'EC 3.4.21.1 (Chymotrypsin)', 'EC 3.4.21.4 (Trypsin)', 'EC 3.4.23.1 (Pepsin A)']",IM,"['Carrier Proteins/*isolation & purification', 'Cell-Free System', 'Chromatography, DEAE-Cellulose', 'Chymotrypsin/pharmacology', 'Deoxyribonucleases/pharmacology', 'Folic Acid/*metabolism', 'Humans', 'Leukemia, Myeloid/*metabolism', 'Leukocytes/*metabolism', 'Molecular Weight', 'Pepsin A/pharmacology', 'Ribonucleases/pharmacology', 'Trypsin/pharmacology']",1975/12/01 00:00,1975/12/01 00:01,['1975/12/01 00:00'],"['1975/12/01 00:00 [pubmed]', '1975/12/01 00:01 [medline]', '1975/12/01 00:00 [entrez]']",['S0006-4971(20)70899-2 [pii]'],ppublish,Blood. 1975 Dec;46(6):855-67.,"Previous studies have demonstrated that some chronic myelogenous leukemia cells contain a macromolecular binding factor for folic acid. This binder, which previously was believed to be a single factor, has now been resolved into two distinct binding proteins. Separation of each binder was obtained by DEAE chromatography of the partially purified lysate of chronic myelogenous leukemia cells. One binder has a molecular weight of 30;000-35,000, and the second binder has a molecular weight of 40,000-45,000. Both proteins bind the mono-, di-, and triglutamates of folic acid, N10-methyl-folate, dihydro-folate, and N5-methyltetrahydrofolate. Neither binder has determinants for N5-formyltetrahydrofolate or methotrexate. The preferred substrates for both binders appear to be the fully oxidized and partially reduced folates rather than the fully reduced folates. The lower-molecular-weight folate binding protein shows reversible binding with partially and fully reduced folates but irreversible binding with oxidized folates. This property suggests that this binder may have some function in the transport and storage of folate. The higher-molecular-weight folate binding protein, however, has only slight reversibility of binding with the partially and fully reduced folates, and it is therefore more difficult to postulate a physiologic function for this binding factor.",,,,,,,
1106755,NLM,MEDLINE,19760320,20190704,0007-0963 (Print) 0007-0963 (Linking),93,5,1975 Nov,Classification and differentiation of cutaneous lymphomas. Enzyme-cytochemical and immunocytological studies.,597-9,"['Burg, G', 'Braun-Falco, O']","['Burg G', 'Braun-Falco O']",['eng'],['Journal Article'],England,Br J Dermatol,The British journal of dermatology,0004041,,IM,"['B-Lymphocytes', 'Humans', 'Immunity, Cellular', 'Leukemia, Lymphoid/pathology', 'Leukemia, Myeloid/pathology', 'Lymphatic Diseases/pathology', 'Lymphoma/*classification/enzymology/immunology', 'Lymphoma, Large B-Cell, Diffuse/pathology', 'Mycosis Fungoides/pathology', 'Plasmacytoma/pathology', 'Skin Neoplasms/*classification/enzymology/immunology/pathology', 'T-Lymphocytes']",1975/11/01 00:00,1975/11/01 00:01,['1975/11/01 00:00'],"['1975/11/01 00:00 [pubmed]', '1975/11/01 00:01 [medline]', '1975/11/01 00:00 [entrez]']",['10.1111/j.1365-2133.1975.tb02256.x [doi]'],ppublish,Br J Dermatol. 1975 Nov;93(5):597-9. doi: 10.1111/j.1365-2133.1975.tb02256.x.,,,,,,,,
1106299,NLM,MEDLINE,19760227,20190616,0077-8923 (Print) 0077-8923 (Linking),258,,1975 Sep 30,Clinical pharmacological aspects of ascorbic acid.,355-76,"['Wilson, C W']",['Wilson CW'],['eng'],"['Journal Article', 'Review']",United States,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,7506858,"['2DS058H2CF (Fenfluramine)', 'PQ6CK8PD0R (Ascorbic Acid)', 'R16CO5Y76E (Aspirin)']",IM,"['Administration, Oral', 'Aged', 'Antigen-Antibody Reactions', 'Ascorbic Acid/administration & dosage/immunology/*metabolism/pharmacology/therapeutic use', 'Aspirin/pharmacology', 'Child', 'Common Cold/drug therapy/immunology', 'Female', 'Fenfluramine/pharmacology', 'Humans', 'Hypersensitivity/immunology', 'Leukemia/metabolism', 'Leukocytes/drug effects/immunology/metabolism', 'Lung Neoplasms/metabolism', 'Male', 'Mouth Mucosa/metabolism', 'Nutritional Requirements', 'Scurvy/metabolism']",1975/09/30 00:00,1975/09/30 00:01,['1975/09/30 00:00'],"['1975/09/30 00:00 [pubmed]', '1975/09/30 00:01 [medline]', '1975/09/30 00:00 [entrez]']",['10.1111/j.1749-6632.1975.tb29295.x [doi]'],ppublish,Ann N Y Acad Sci. 1975 Sep 30;258:355-76. doi: 10.1111/j.1749-6632.1975.tb29295.x.,,,,,113,,,
1106074,NLM,MEDLINE,19760220,20190911,0514-7166 (Print) 0514-7166 (Linking),22,6,1975 Aug,Immunofluorescence test for bovine leukosis-associated complement-fixing antibodies.,519-23,"['Frenzel, B', 'Mussgay, M', 'Schneider, L G', 'Straub, O C']","['Frenzel B', 'Mussgay M', 'Schneider LG', 'Straub OC']",['eng'],['Journal Article'],Germany,Zentralbl Veterinarmed B,Zentralblatt fur Veterinarmedizin. Reihe B. Journal of veterinary medicine. Series B,0331325,"['0 (Antibodies, Viral)']",IM,"['Animals', 'Antibodies, Viral/*analysis', 'Cattle', 'Cattle Diseases/*immunology', 'Complement Fixation Tests', 'Fluorescent Antibody Technique', 'Leukemia/immunology/*veterinary']",1975/08/01 00:00,1975/08/01 00:01,['1975/08/01 00:00'],"['1975/08/01 00:00 [pubmed]', '1975/08/01 00:01 [medline]', '1975/08/01 00:00 [entrez]']",['10.1111/j.1439-0450.1975.tb00617.x [doi]'],ppublish,Zentralbl Veterinarmed B. 1975 Aug;22(6):519-23. doi: 10.1111/j.1439-0450.1975.tb00617.x.,,,,,,,,
1106010,NLM,MEDLINE,19760213,20071115,0301-0481 (Print) 0301-0481 (Linking),50,19,1975 Oct 1,[Acute myeloid monocytic leukemia with multiple cutaneous nodes simulating the so-called reticulosarcomatosis cutis Gottron].,816-7,"['Runne, U']",['Runne U'],['ger'],"['Case Reports', 'Journal Article']",Germany,Z Hautkr,Zeitschrift fur Hautkrankheiten,0367576,,IM,"['Arm', 'Diagnosis, Differential', 'Female', 'Humans', 'Leukemia, Monocytic, Acute/*diagnosis', 'Leukemia, Myeloid, Acute/*diagnosis', 'Lymphoma, Large B-Cell, Diffuse/*diagnosis', 'Middle Aged', 'Skin Neoplasms/*diagnosis']",1975/10/01 00:00,1975/10/01 00:01,['1975/10/01 00:00'],"['1975/10/01 00:00 [pubmed]', '1975/10/01 00:01 [medline]', '1975/10/01 00:00 [entrez]']",,ppublish,Z Hautkr. 1975 Oct 1;50(19):816-7.,,,Akute myeloische monocytoide Leukamie mit multiplen kutanen Knoten unter dem Bilde der sog. Reticulosarcomatosis cutis Gottron,,,,,
1105670,NLM,MEDLINE,19760213,20091111,0079-6174 (Print) 0079-6174 (Linking),6,,1975,An insight into cancer immunology and immunotherapy.,159-76,"['Thompson, R B']",['Thompson RB'],['eng'],"['Journal Article', 'Review']",United States,Prog Clin Pathol,Progress in clinical pathology,0047556,"['0 (Antigens, Neoplasm)', '0 (BCG Vaccine)']",IM,"['Animals', 'Antibody Formation', 'Antigens, Neoplasm', 'B-Lymphocytes/immunology', 'BCG Vaccine', 'Bone Marrow Cells', 'Bone Marrow Transplantation', 'Humans', 'Immunity, Active', 'Immunity, Maternally-Acquired', 'Immunologic Deficiency Syndromes/complications', '*Immunotherapy', 'Leukemia, Experimental/therapy', 'Lymphocyte Transfusion', 'Mice', 'Neoplasms/complications/*immunology/therapy', 'Oncogenic Viruses', 'T-Lymphocytes/immunology']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",,ppublish,Prog Clin Pathol. 1975;6:159-76.,,,,,76,,,
1105669,NLM,MEDLINE,19760213,20091111,0079-6174 (Print) 0079-6174 (Linking),6,,1975,HL-A histocompatibility antigens and their relation to disease.,137-62,"['Lange, C F']",['Lange CF'],['eng'],"['Journal Article', 'Review']",United States,Prog Clin Pathol,Progress in clinical pathology,0047556,"['0 (HLA Antigens)', '0 (Histocompatibility Antigens)']",IM,"['Animals', 'Arthritis, Reactive/immunology', 'Autoimmune Diseases/immunology', 'Female', 'Genes', '*HLA Antigens', '*Histocompatibility Antigens', 'Histocompatibility Testing', 'Hodgkin Disease/immunology', 'Humans', 'Leukemia/immunology', 'Lupus Erythematosus, Systemic/immunology', 'Male', 'Mice', 'Neoplasms/immunology', 'Rheumatic Diseases/immunology', 'Spondylitis, Ankylosing/immunology', 'Thrombocytopenia/immunology', 'Transplantation Immunology']",1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",,ppublish,Prog Clin Pathol. 1975;6:137-62.,"Table 14 summarizes the data presented in this review. The table lists the various diseases, along with whatever HL-A-antigen associations may be present, and the ranking that is based on the accumulated confidence of the associations; also, it lists the individual antigens and those disease states in which the incidence of the various antigens is increased ro decreased. The Table should expand rapidly in future years. There are a number of problems involved in this area of research: (1) There is a scarcity and lack of stability of good reagents, as well as the general difficulty of HL-A serology. (2) Many studies are retrospective on cells that may be abnormal. We have mentioned the changing sensitivity of lymphocytes to HL-A antibodies in disease. Increased sensitivity of weak antibodies present in the HL-A antisera may create the false impression of increased frequencies. (3) What control population one selects is also of the utmost importance. One method of internal control is to include in the controls related and unrelated individuals, all tests being run at the same time, employing the same reagents, and being run by the same technician. (4) In some disease states, notably Hodgkin's disease and SLE, autoantibodies present may interfere with the HL-A antisera reactions. All of this is compounded by the fact that the lymphocyte is constantly and rapidly shedding and replacing the HL-A antigens; the rate of turnover may change in patients, thus introducing an additional problem. Finally, there is a need for a standardization of statistical tools and for the reporting of both positive and negative results [133]. The concern for a significant quantity of test data and the problems of evaluating statistical data bring out many views. Boswell, in The Life of Samuel Johnson, noted: ""I recollect nothing passed this day except Johnson's quickness, who, when Dr. Beattie observed, as something remarkable which happened to him, that he had chanced to see both No. 1 and No. 1000 of the hackney-coaches. The first and the last, 'Why Sir' (said Johnson) 'there is an equal chance for one's seeing those two numbers as any other two.'"" A partial solution to these problems may be offered by the evaluation of the LD antigens [49, 63, 64]. In any event, HL-A typing offers an unique opportunity for the grouping of related diseases, as similar clinical findings with related distributions of HL-A antigens may indicate disease relationships not previously considered [27].",,,,162,,,
1105663,NLM,MEDLINE,19760226,20071115,0033-8419 (Print) 0033-8419 (Linking),118,1,1976 Jan,Nonspecific immunotherapy of malignant tumors.,211-8,"['Milas, L', 'Withers, H R']","['Milas L', 'Withers HR']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S."", 'Review']",United States,Radiology,Radiology,0401260,"['0 (Adjuvants, Immunologic)', '0 (Antigen-Antibody Complex)', '0 (Antigens, Neoplasm)', '0 (BCG Vaccine)']",IM,"['Adjuvants, Immunologic/therapeutic use', 'Animals', 'Antigen-Antibody Complex', 'Antigens, Neoplasm', 'BCG Vaccine', 'Carcinoma, Squamous Cell/therapy', 'Corynebacterium/immunology', 'Fibrosarcoma/radiotherapy/therapy', 'Guinea Pigs', 'Humans', '*Immunotherapy', 'Leukemia, Experimental/therapy', 'Leukemia, Lymphoid/therapy', 'Lung Neoplasms/therapy', 'Macrophages/immunology', 'Melanoma/therapy', 'Mice', 'Mononuclear Phagocyte System/immunology', 'Mycobacterium bovis/immunology', 'Neoplasms/immunology/*therapy', 'Neoplasms, Experimental/therapy', 'Rats', 'Skin Neoplasms/therapy', 'T-Lymphocytes/immunology']",1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",['10.1148/118.1.211 [doi]'],ppublish,Radiology. 1976 Jan;118(1):211-8. doi: 10.1148/118.1.211.,"At present, nonspecific immunotherapy of malignant tumors seems to be the most promising among immunotherapeutic modalities. Potent nonspecific immunostimulants, Bacillus Calmette-Guerin (BCG) and Corynebacterium parvum, exhibit an antitumor activity in experimental animals, which is commonly manifested by reduced tumor growth and sometimes by complete regression of tumors. Antitumor effectiveness of these bacteria is largely related to tumor immunogenicity and host immunocompetence. Recently, BCG has frequently been used for clinical immunotherapy and has provided therapeutic benefit in many instances, particularly when combined with chemotherapy, radiotherapy or surgery. Clinical experience with C. parvum is so far limited.",,,,121,,,
