PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,GR,AID,CIN,PMC,TT,SI,EIN,OID
3475789,NLM,MEDLINE,19870923,20190702,0038-4348 (Print) 0038-4348 (Linking),80,8,1987 Aug,Blastic transformation in a case of essential thrombocythemia.,1040-3,"After five years of stable disease, a 58-year-old man with essential thrombocythemia had an acute terminal illness, characterized by severe pancytopenia, micromegakaryoblasts in the peripheral blood, and bone marrow replacement by extensive fibrosis, blasts, and numerous atypical megakaryocytes. The patient died of bronchopneumonia. Autopsy showed extramedullary hemopoiesis in the liver, spleen, and lymph nodes. These features are characteristic of both acute megakaryoblastic leukemia and acute myelofibrosis, and implicate involvement of the megakaryocytes in the pathogenesis of acute myelofibrosis.","['Chen, Y H', 'Mishoulam, H', 'Mir, J A', 'Choi, Y S', 'Schade, S G']","['Chen YH', 'Mishoulam H', 'Mir JA', 'Choi YS', 'Schade SG']",,['eng'],"['Case Reports', 'Journal Article']",United States,South Med J,Southern medical journal,0404522,,IM,"['Bone Marrow Examination', 'Humans', 'Leukemia, Myeloid, Acute/*etiology/pathology', 'Male', 'Megakaryocytes/pathology', 'Middle Aged', 'Thrombocythemia, Essential/*complications/pathology']",1987/08/01 00:00,1987/08/01 00:01,['1987/08/01 00:00'],"['1987/08/01 00:00 [pubmed]', '1987/08/01 00:01 [medline]', '1987/08/01 00:00 [entrez]']",ppublish,South Med J. 1987 Aug;80(8):1040-3. doi: 10.1097/00007611-198708000-00023.,,['10.1097/00007611-198708000-00023 [doi]'],,,,,,
3475780,NLM,MEDLINE,19870831,20161123,0036-7672 (Print) 0036-7672 (Linking),117,25,1987 Jun 20,[Late complications of thorotrast. Experiences from Zurich].,952-7,"57 cases of late sequelae after diagnostic thorotrast exposure (recorded between 1944 and 1982 in Zurich) are presented. The alpha-ray-emitting contrast medium thorotrast is carcinogenic and fibrogenic. Malignant tumors occurred in about half of our cases after a latency period of 14 to 44 years, comprising 8 primary liver carcinomas, 2 carcinomas of the bile ducts, 3 malignant hemangioendotheliomas of the liver, 10 renal pelvic carcinomas and sarcomas, and one acute myelogenous leukemia. Further, cirrhosis and fibrosis of the liver and paravascular ""thorotrastoma"" were observed. The late effects of thorotrast are a negative example of avoidable radiation injuries to man.","['Morant, R', 'Ruttner, J R']","['Morant R', 'Ruttner JR']",,['ger'],['Journal Article'],Switzerland,Schweiz Med Wochenschr,Schweizerische medizinische Wochenschrift,0404401,"['0 (Carcinogens)', '9XA7X17UQC (Thorium Dioxide)']",IM,"['Adult', 'Aged', 'Angiography/adverse effects', '*Carcinogens', '*Chemical and Drug Induced Liver Injury', 'Cholangiography/adverse effects', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/chemically induced', 'Male', 'Middle Aged', 'Neoplasms/*chemically induced', 'Thorium Dioxide/*adverse effects', 'Time Factors', 'Urography/adverse effects']",1987/06/20 00:00,1987/06/20 00:01,['1987/06/20 00:00'],"['1987/06/20 00:00 [pubmed]', '1987/06/20 00:01 [medline]', '1987/06/20 00:00 [entrez]']",ppublish,Schweiz Med Wochenschr. 1987 Jun 20;117(25):952-7.,,,,,Thorotrast-Spatschaden. Zurcher Erfahrungen.,,,
3475778,NLM,MEDLINE,19870911,20190824,0036-5548 (Print) 0036-5548 (Linking),19,3,1987,Primary infection with HIV in a severely immunosuppressed patient with acute leukemia.,369-72,"A 47-year-old female with acute myeloid leukemia received HIV positive platelets during induction chemotherapy. 18 days later, coincident with the recovery of the bone marrow function, she developed an erythematous rash, mild lymphadenopathy, and nausea which disappeared within 10 days. A week later mild CSF pleocytosis consisting of mature lymphocytes and macrophages together with elevated CSF protein levels (1,080 mg/l) were observed suggesting mild aseptic meningitis, and the HIV was concomitantly isolated from CSF. The CSF abnormalities have improved and the patient is well and in remission after 3 cycles of chemotherapy. This case expands the clinical spectrum of HIV infection to include a primary syndrome during immunosuppression from an unrelated cause.","['Ruutu, P', 'Suni, J', 'Oksanen, K', 'Ruutu, T']","['Ruutu P', 'Suni J', 'Oksanen K', 'Ruutu T']",,['eng'],"['Case Reports', 'Journal Article']",England,Scand J Infect Dis,Scandinavian journal of infectious diseases,0215333,"['0 (Antibodies, Viral)', '0 (HIV Antibodies)']",IM,"['Acquired Immunodeficiency Syndrome/*immunology', 'Antibodies, Viral/analysis', '*Blood Transfusion', 'Female', 'Follow-Up Studies', 'HIV Antibodies', 'Humans', 'Leukemia, Myeloid, Acute/*immunology', 'Middle Aged', 'Opportunistic Infections/*immunology', '*Platelet Transfusion', 'Remission Induction']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Scand J Infect Dis. 1987;19(3):369-72. doi: 10.3109/00365548709018484.,,['10.3109/00365548709018484 [doi]'],,,,,,
3475759,NLM,MEDLINE,19870922,20071115,0035-2659 (Print) 0035-2659 (Linking),53,11,1986 Nov,[Neuropathy of the chin as an early sign of acute lymphoblastic leukemia simulating lupus].,669-70,,"['Treves, R', 'Arnaud, M', 'Archambaud-Mouveroux, F', 'Bitaudeau, P', 'Plougeaut, C', 'Desproges-Gotteron, R']","['Treves R', 'Arnaud M', 'Archambaud-Mouveroux F', 'Bitaudeau P', 'Plougeaut C', 'Desproges-Gotteron R']",,['fre'],['Letter'],France,Rev Rhum Mal Osteoartic,Revue du rhumatisme et des maladies osteo-articulaires,0407211,,IM,"['Adolescent', '*Chin', 'Diagnosis, Differential', 'Female', 'Humans', 'Leukemia, Lymphoid/*diagnosis', 'Lupus Vulgaris/*diagnosis', 'Trigeminal Neuralgia/*diagnosis']",1986/11/01 00:00,1986/11/01 00:01,['1986/11/01 00:00'],"['1986/11/01 00:00 [pubmed]', '1986/11/01 00:01 [medline]', '1986/11/01 00:00 [entrez]']",ppublish,Rev Rhum Mal Osteoartic. 1986 Nov;53(11):669-70.,,,,,Neuropathie mentonniere inaugurale d'une leucemie aigue lymphoblastique simulant un lupus.,,,
3475758,NLM,MEDLINE,19870922,20170214,0192-6233 (Print) 0192-6233 (Linking),15,2,1987,Effect of 4-hydroxynonenal on c-myc expression.,238-40,"The 4-hydroxynonenal aldehyde (HNE), a product of lipid peroxidation with high biological activity, inhibits cancerous growths in vivo and in vitro. The mechanism by which this aldehyde acts is not yet understood. The c-myc oncogene seems to be involved in the regulation of cellular multiplication and transformation. We evaluated the c-myc expression and the RNA, DNA and protein synthesis in K562 cells. These cells were incubated for 1 hour in presence of several aldehyde concentrations (range 5.10(-7) to 10(-4)), then washed and kept for 20 hours in a growth medium until used. HNE inhibited both the nucleic acids and protein synthesis in a dose dependent manner, and c-myc expression was evaluated in the K562 cells after incubation with 10(-4) M or 10(-6) M HNE. HNE inhibited c-myc expression only at the highest dose. These preliminary results may suggest that the inhibition of c-myc expression is related to nucleic acid synthesis inhibition following HNE exposure.","['Barrera, G', 'Martinotti, S', 'Fazio, V', 'Manzari, V', 'Paradisi, L', 'Parola, M', 'Frati, L', 'Dianzani, M U']","['Barrera G', 'Martinotti S', 'Fazio V', 'Manzari V', 'Paradisi L', 'Parola M', 'Frati L', 'Dianzani MU']",,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Toxicol Pathol,Toxicologic pathology,7905907,"['0 (Aldehydes)', '0 (DNA, Neoplasm)', '0 (Neoplasm Proteins)', '0 (RNA, Neoplasm)', 'K1CVM13F96 (4-hydroxy-2-nonenal)']",IM,"['Aldehydes/*pharmacology', 'Cell Line', 'DNA, Neoplasm/biosynthesis', 'Humans', 'Leukemia, Myeloid', 'Neoplasm Proteins/biosynthesis', 'Proto-Oncogenes/*drug effects', 'RNA, Neoplasm/biosynthesis']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Toxicol Pathol. 1987;15(2):238-40. doi: 10.1177/019262338701500219.,,['10.1177/019262338701500219 [doi]'],,,,,,
3475757,NLM,MEDLINE,19870922,20170214,0192-6233 (Print) 0192-6233 (Linking),15,2,1987,Lipid changes associated with erythroid differentiation of Friend erythroleukemia cells.,170-7,"Friend erythroleukemia cells were induced to differentiate by dimethyl sulfoxide (DMSO) and hexamethylene-bis-acetamide (HBMA) in order to investigate whether their lipid characteristics, common to other systems of transformed cells, revert to a normal differentiation pattern. DBA/2 mouse erythrocytes were examined as a model of terminal differentiation in erythroid lineage. Variants of erythroleukemia cells not inducible to erythroid differentiation by DMSO and HMBA were also used in this study, in order to test whether lipid modifications occurring in differentiated erythroleukemia cells were related to the differentiation process or caused by specific effects of the inducers. Friend erythroleukemia cells showed the same lipid characteristics as those found in other transformed cell types. That is, a high level of ether-linked lipids and low percentages of long chain polyunsaturated fatty acids along with an accumulation of monoenoic fatty acids in phospholipids. These lipid characteristics remained unchanged when erythroleukemia cells were induced to differentiation by either DMSO or HMBA. However, other lipid components of erythroleukemia cells, e.g., phosphatidylethanolamine and triglycerides, were affected by erythroid differentiation. There were also changes of some lipid components of erythroleukemia cells, such as cholesteryl esters, which were related to specific effects of the inducers. Both DMSO- and HMBA-resistant variants differed from the inducible erythroleukemia cells, mainly in their ether-linked phospholipid pattern.","['Fallani, A', 'Arcangeli, A', 'Ruggieri, S']","['Fallani A', 'Arcangeli A', 'Ruggieri S']",,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Toxicol Pathol,Toxicologic pathology,7905907,"['0 (Acetamides)', '0 (Fatty Acids, Nonesterified)', '0 (Lipids)', '0 (Phospholipids)', '0 (Triglycerides)', '97C5T2UQ7J (Cholesterol)', 'LA133J59VU (hexamethylene bisacetamide)', 'YOW8V9698H (Dimethyl Sulfoxide)']",IM,"['Acetamides/pharmacology', 'Animals', 'Cell Differentiation/drug effects', 'Cell Line', 'Cholesterol/analysis', 'Dimethyl Sulfoxide/pharmacology', 'Fatty Acids, Nonesterified/analysis', 'Leukemia, Erythroblastic, Acute/*pathology', 'Leukemia, Experimental/*pathology', 'Lipids/*analysis', 'Mice', 'Phospholipids/analysis', 'Triglycerides/analysis']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Toxicol Pathol. 1987;15(2):170-7. doi: 10.1177/019262338701500207.,,['10.1177/019262338701500207 [doi]'],,,,,,
3475739,NLM,MEDLINE,19870911,20191022,0301-634X (Print) 0301-634X (Linking),26,2,1987,Effects of low level radiation upon the hematopoietic stem cell: implications for leukemogenesis.,103-14,"These studies have addressed firstly the effect of single small doses of x-rays upon murine hematopoietic stem cells to obtain a better estimate of the Dq. It is small, of the order of 20 rad. Secondly, a dose fractionation schedule that does not kill or perturb the kinetics of hemopoietic cell proliferation was sought in order to investigate the leukemogenic potential of low level radiation upon an unperturbed hemopoietic system. Doses used by others in past radiation leukemogenesis studies clearly perturb hemopoiesis and kill a detectable fraction of stem cells. The studies reported herein show that 1.25 rad every day decrease the CFU-S content of bone marrow by the time 80 rads are accumulated. Higher daily doses as used in published studies on radiation leukemogenesis produce greater effects. Studies on the effect of 0.5, 1.0, 2.0, and 3.0 rad 3 times per week are under way. Two rad 3 times per week produced a modest decrease in CFU-S content of bone marrow after an accumulation of 68 rad. With 3.0 rad 3 times per week an accumulation of 102 rad produced a significant decrease in CFU-S content of bone marrow. Dose fractionation at 0.5 and 1.0 rad 3 times per week has not produced a CFU-S depression after accumulation of 17 and 34 rad. Radiation leukemogenesis studies published to date have utilized single doses and chronic exposure schedules that probably have significantly perturbed the kinetics of hematopoietic stem cells. Whether radiation will produce leukemia in animal models with dose schedules that do not perturb kinetics of hematopoietic stem cells remains to be seen.","['Cronkite, E P', 'Bond, V P', 'Carsten, A L', 'Inoue, T', 'Miller, M E', 'Bullis, J E']","['Cronkite EP', 'Bond VP', 'Carsten AL', 'Inoue T', 'Miller ME', 'Bullis JE']",,['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S.""]",Germany,Radiat Environ Biophys,Radiation and environmental biophysics,0415677,,IM,"['Animals', 'Bone Marrow/radiation effects', 'Cell Survival/radiation effects', 'Colony-Forming Units Assay', 'Dose-Response Relationship, Radiation', 'Female', 'Hematopoietic Stem Cells/pathology/*radiation effects', 'Leukemia, Myeloid, Acute/etiology', 'Leukemia, Radiation-Induced/*etiology', 'Male', 'Mice', 'Mice, Inbred C57BL', 'Mice, Inbred CBA', 'Radiation Dosage', 'X-Rays']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Radiat Environ Biophys. 1987;26(2):103-14. doi: 10.1007/BF01211405.,,['10.1007/BF01211405 [doi]'],,,,,,
3475738,NLM,MEDLINE,19870924,20091111,0033-4979 (Print) 0033-4979 (Linking),22,3,1986 Sep,[Coulter counter model S Plus IV-D: new possibilities in hematologic diagnosis].,291-302,"The following study concerns the evaluation of the diagnostic applications of a new counter which represents graphically the various hematic cellular populations according to their volumetric dimensions. A series of hematic samples taken from subjects of known pathology have been examined and then compared with others samples taken from subjects in an apparent healthy state, in order to evaluate the diagnostic efficiency of the apparatus. The results obtained confirm that a diagnostic survey of this kind has screening value, therefore reserving other exams such as the execution of the leukocytic formula for selected cases.","['Schiatti, R', 'Livatino, L', 'Ignesti, C']","['Schiatti R', 'Livatino L', 'Ignesti C']",,['ita'],"['Case Reports', 'English Abstract', 'Journal Article']",Italy,Quad Sclavo Diagn,Quaderni Sclavo di diagnostica clinica e di laboratorio,0040616,,IM,"['Adolescent', 'Aged', 'Autoanalysis/instrumentation/methods', 'Cell Count/instrumentation', 'Hematologic Diseases/*diagnosis', 'Humans', 'Leukemia, Lymphoid/blood/diagnosis', 'Leukemia, Myeloid/blood/diagnosis', 'Male', 'Middle Aged', 'Thrombocytopenia/blood/diagnosis']",1986/09/01 00:00,1986/09/01 00:01,['1986/09/01 00:00'],"['1986/09/01 00:00 [pubmed]', '1986/09/01 00:01 [medline]', '1986/09/01 00:00 [entrez]']",ppublish,Quad Sclavo Diagn. 1986 Sep;22(3):291-302.,,,,,Coulter counter mod. S Plus IV-D: nuove possibilita nella diagnostica ematologica.,,,
3475676,NLM,MEDLINE,19870915,20190501,0305-1048 (Print) 0305-1048 (Linking),15,14,1987 Jul 24,Concurrent mutations in two different ras genes in acute myelocytic leukemias.,5669-80,"DNA transfection analyses (tumorigenicity assay) and hybridization to mutation specific oligonucleotide probes established point mutations in codon 61 of both, N-ras and Ki-ras genes in fresh leukemic cells of an AML patient. Concurrent activation of N-ras and Ki-ras sequences by point mutations in codons 12 were demonstrated for AML cell line Rc2a. Moreover, using a rapid and sensitive dot-blot screening procedure based on the combination of in vitro amplification of ras specific sequences and oligonucleotide hybridization we could show that ras gene activation was not present in primary leukemic cells of the patient this cell line had been derived from, but rather occurred during later passages of Rc2a.","['Janssen, J W', 'Lyons, J', 'Steenvoorden, A C', 'Seliger, H', 'Bartram, C R']","['Janssen JW', 'Lyons J', 'Steenvoorden AC', 'Seliger H', 'Bartram CR']",,['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Nucleic Acids Res,Nucleic acids research,0411011,,IM,"['Animals', 'Base Sequence', 'Cell Line', 'Cells, Cultured', 'Genetic Engineering', 'Humans', 'Leukemia, Myeloid, Acute/*genetics', 'Mice', '*Mutation', 'Nucleic Acid Hybridization', '*Oncogenes']",1987/07/24 00:00,1987/07/24 00:01,['1987/07/24 00:00'],"['1987/07/24 00:00 [pubmed]', '1987/07/24 00:01 [medline]', '1987/07/24 00:00 [entrez]']",ppublish,Nucleic Acids Res. 1987 Jul 24;15(14):5669-80. doi: 10.1093/nar/15.14.5669.,,['10.1093/nar/15.14.5669 [doi]'],,PMC306014,,,,
3475675,NLM,MEDLINE,19870911,20131121,,29,2,1987,[Round table: Differentiation of human malignant lymphoid and myeloid cells].,129-39,,,,,['fre'],['Journal Article'],Germany,Nouv Rev Fr Hematol,Nouvelle revue francaise d'hematologie,7909092,['04079A1RDZ (Cytarabine)'],IM,"['Cell Differentiation/drug effects', 'Cell Line', 'Cytarabine/administration & dosage', 'Hematopoietic Stem Cells/*pathology', 'Humans', 'Leukemia, Myeloid/pathology', 'Myelodysplastic Syndromes/drug therapy', 'Neoplastic Stem Cells/*pathology']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",ppublish,Nouv Rev Fr Hematol. 1987;29(2):129-39.,,,,,Table ronde: Differenciation de la cellule myeloide et lymphoide maligne humaine.,,,
