PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,PMC,TT,OID,OTO,OT,GN,EIN,SI,RF,CIN,CN
3132804,NLM,MEDLINE,19880728,20180216,0001-5792 (Print) 0001-5792 (Linking),79,4,1988,Superior vena cava syndrome: a rare presenting feature of acute myeloid leukemia.,213-6,The mediastinum is seldom involved by granulocytic sarcoma and superior vena cava (SVC) obstruction is an even rarer presentation. Some radiologists advocate to treat SVC obstruction as a semimedical emergency regardless of the underlying pathology. This policy has been criticized. We describe a patient with severe SVC obstruction preceding the development of frank acute myeloblastic leukemia and granulocytic sarcoma in breasts. Review of the literature yields 11 patients with prominent mediastinal granulocytic sarcoma complicating myeloid leukemia; 3 of them presented with superior vena cava syndrome.,"['Liu, H W', 'Wong, K L', 'Chan, T Y', 'Lau, C C', 'Liang, R']","['Liu HW', 'Wong KL', 'Chan TY', 'Lau CC', 'Liang R']","['Department of Pathology, Queen Mary Hospital, Hong Kong.']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",Switzerland,Acta Haematol,Acta haematologica,0141053,,IM,"['Adult', 'Breast Neoplasms/complications/pathology', 'Female', 'Humans', 'Leukemia, Myeloid/complications/pathology', 'Leukemia, Myeloid, Acute/*complications', 'Mediastinal Neoplasms/*complications/diagnostic imaging', 'Radiography', 'Superior Vena Cava Syndrome/*etiology']",1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",['10.1159/000205811 [doi]'],ppublish,Acta Haematol. 1988;79(4):213-6. doi: 10.1159/000205811.,,,,,,,,,,23,,
3132803,NLM,MEDLINE,19880728,20180216,0001-5792 (Print) 0001-5792 (Linking),79,4,1988,Hypercalcemia complicating myelomonoblastic transformation of chronic myeloid leukemia.,211-2,We present a rare case of hypercalcemia complicating myelomonoblastic transformation of CML and comment upon the pathogenesis and management of the hypercalcemia at this stage of the disease.,"['Attar, E', 'Prokocimer, M', 'Januszewicz, E', 'Theodor, E']","['Attar E', 'Prokocimer M', 'Januszewicz E', 'Theodor E']","['Department of Medicine E, Beilinson Medical Center, Petah Tiqva, Israel.']",['eng'],"['Case Reports', 'Journal Article']",Switzerland,Acta Haematol,Acta haematologica,0141053,,IM,"['Blast Crisis/*complications', 'Humans', 'Hypercalcemia/*etiology', 'Leukemia, Myeloid/*complications/pathology', 'Male', 'Middle Aged']",1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",['10.1159/000205810 [doi]'],ppublish,Acta Haematol. 1988;79(4):211-2. doi: 10.1159/000205810.,,,,,,,,,,,,
3132802,NLM,MEDLINE,19880728,20180216,0001-5792 (Print) 0001-5792 (Linking),79,4,1988,Sweet's syndrome: association with accelerated phase of chronic myeloid leukemia.,207-10,The authors describe a case of Sweet's syndrome in a woman affected with chronic myeloid leukemia. They emphasize the association of the syndrome with a progression of the disease and the complete disappearance of it for 3 years until the present time after allogeneic bone marrow transplantation.,"['Visani, G', 'Patrizi, A L', 'Ricci, P', 'Colombini, R', 'Balducci, A', 'Tosi, P', 'Zaccaria, A', 'Rosti, G', 'Varotti, C']","['Visani G', 'Patrizi AL', 'Ricci P', 'Colombini R', 'Balducci A', 'Tosi P', 'Zaccaria A', 'Rosti G', 'Varotti C']","['Institute of Hematology L.eA. Seragnoli, University of Bologna, St. Orsola Hospital, Italy.']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",Switzerland,Acta Haematol,Acta haematologica,0141053,,IM,"['Adult', 'Blast Crisis/*complications', 'Female', 'Humans', 'Leukemia, Myeloid/*complications/pathology', 'Skin Diseases/*complications/pathology', 'Syndrome']",1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",['10.1159/000205809 [doi]'],ppublish,Acta Haematol. 1988;79(4):207-10. doi: 10.1159/000205809.,,,,,,,,,,24,['Ann Hematol. 2002 Mar;81(3):178. PMID: 11904748'],
3132797,NLM,MEDLINE,19880728,20180216,0001-5792 (Print) 0001-5792 (Linking),79,4,1988,Differential diagnosis of chronic lymphocytic leukemia and diffuse well-differentiated lymphoma using monoclonal antibodies.,181-6,"Diffuse well-differentiated lymphocytic lymphoma (DWDL) with leukemic change and chronic lymphocytic leukemia (CLL) are not significantly different in morphology, immunophenotype and clinical course. Two monoclonal antibodies (MoAbs), designated L20 and A01, were established with respective reactivity against DWDL and CLL cells. The L20 MoAb reacted with both DWDL and CLL cells, and 20-50% of normal B cells. The second MoAb, A01, reacted not only with CLL cells but also with 33% of non-T, non-B cells. Immunoprecipitation patterns of L20 and A01 MoAbs against 125I-surface-labeled BALL and Daudi cell extracts revealed respective bands with molecular weights of 86 and 66 kilodaltons. These results showed that DWDL and CLL cells are different in nature, and that these two MoAbs can be used to distinguish DWDL from CLL cells.","['Chen, P M', 'Tzeng, C H', 'Chaung, M W', 'Chiang, H', 'Yeh, H M', 'Su, J L', 'Shiao, K I', 'Chiang, B N']","['Chen PM', 'Tzeng CH', 'Chaung MW', 'Chiang H', 'Yeh HM', 'Su JL', 'Shiao KI', 'Chiang BN']","['Department of Medicine, Veterans General Hospital, Taipei, Taiwan.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Switzerland,Acta Haematol,Acta haematologica,0141053,"['0 (Antibodies, Monoclonal)']",IM,"['Adult', 'Aged', '*Antibodies, Monoclonal/immunology', 'Blood Cells/immunology', 'Cell Line', 'Diagnosis, Differential', 'Female', 'Humans', 'Leukemia/immunology', 'Leukemia, Lymphocytic, Chronic, B-Cell/*diagnosis', 'Leukemia, Lymphoid/*diagnosis', 'Male']",1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",['10.1159/000205804 [doi]'],ppublish,Acta Haematol. 1988;79(4):181-6. doi: 10.1159/000205804.,,,,,,,,,,,,
3132755,NLM,MEDLINE,19880715,20071115,0385-0005 (Print) 0385-0005 (Linking),11 Suppl,,1986,Changes of plasma fibronectin concentration and phagocytic activity in immunosuppressed patients during selective decontamination.,81-7,"Plasma fibronectin and phagocytic activity play important roles in combating infections. The question is discussed, whether both defense systems are also of importance in immunosuppressed patients. Further, the behaviour of plasma fibronectin determined by laser nephelometry, and phagocytic activity determined by chemiluminescence is demonstrated in patients with leukaemia under the conditions of selective decontamination of the intestinal tract. The following results are shown: Plasma fibronectin concentration decreases 10 to 14 days before onset of the first clinical signs of an infection. Plasma fibronectin level changes appear earlier than that of C-reactive protein (Crp). Therefore, it is suitable as a parameter for assessment of the course of an infection. Decreased plasma fibronectin levels occurring over longer periods have to be regarded as unfavourable prognostic criterion. The phagocytic activity of immunosuppressed patients selectively decontaminated is significantly below that of healthy adults. A clear assignment of phagocytic activity to the clinical picture, the number of granulocytes and plasma fibronectin level is not possible at present. Additional studies are necessary. Both plasma fibronectin level and phagocytic activity do not appear to be influenced by selective decontamination of the intestinal tract.","['Koch, H', 'Wulf, B', 'Wulf, E']","['Koch H', 'Wulf B', 'Wulf E']","['Department of Infectious Diseases, Military Medical Academy, Bad Saarow, GDR.']",['eng'],['Journal Article'],Japan,Tokai J Exp Clin Med,The Tokai journal of experimental and clinical medicine,7704186,"['0 (Anti-Bacterial Agents)', '0 (Fibronectins)', '9007-41-4 (C-Reactive Protein)']",IM,"['Anti-Bacterial Agents/pharmacology/*therapeutic use', 'C-Reactive Protein/analysis', 'Disease Susceptibility', 'Fibronectins/*blood', 'Humans', 'Immunologic Deficiency Syndromes/blood/complications/*physiopathology', '*Infection Control', 'Leukemia, Myeloid, Acute/*complications', '*Phagocytosis/drug effects']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",,ppublish,Tokai J Exp Clin Med. 1986;11 Suppl:81-7.,,,,,,,,,,,,
3132751,NLM,MEDLINE,19880715,20191210,0385-0005 (Print) 0385-0005 (Linking),11 Suppl,,1986,Experience with protective isolation for infection prevention in the compromised host.,23-8,"Ten years of experience with protective isolation of compromised patients was analyzed. The total number of patients was 191 including 116 patients with leukemia. Isolation could significantly prevent exogenous infections such as pneumonia, and prophylactic antibiotic regimens consisting of vancomycin and other nonabsorbable antibiotics could reduce the onset of endogenous infections such as sepsis. Elimination of serious and fatal infections by isolation together with prophylactic antibiotics increased the chances of remission or long-term survival for cases of hematological malignancies, solid tumor and bone marrow transplantation.","['Nagao, T']",['Nagao T'],"['Department of Internal Medicine, School of Medicine, Tokai University, Kanagawa, Japan.']",['eng'],['Journal Article'],Japan,Tokai J Exp Clin Med,The Tokai journal of experimental and clinical medicine,7704186,['0 (Anti-Bacterial Agents)'],IM,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Anemia, Aplastic/complications', 'Anti-Bacterial Agents/*therapeutic use', 'Bone Marrow Transplantation', 'Child', 'Child, Preschool', 'Environment, Controlled', 'Humans', 'Immunologic Deficiency Syndromes/*complications', 'Infant', '*Infection Control', 'Infections/etiology', 'Leukemia/complications', 'Middle Aged', 'Neoplasms/complications', '*Patient Isolation', 'Patient Isolators', 'Postoperative Complications/prevention & control', 'Retrospective Studies', 'Sterilization']",1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",,ppublish,Tokai J Exp Clin Med. 1986;11 Suppl:23-8.,,,,,,,,,,,,
3132612,NLM,MEDLINE,19880725,20210526,0270-7306 (Print) 0270-7306 (Linking),8,4,1988 Apr,Structure and expression of germ line immunoglobulin gamma 2b transcripts.,1849-52,"We have isolated a cDNA copy of a truncated C gamma 2b transcript produced by Abelson murine leukemia virus transformants that spontaneously switch from mu to gamma 2b. The initiation site of this transcript was 2 kilobases 5' to the gamma 2b switch recombination region, demonstrating its germ line origin. Nucleotide sequence analyses suggest that this transcript does not encode a protein. Expression of germ line gamma 2b transcripts in Abelson murine leukemia virus transformants and in normal spleen cells correlated with endogenous gamma 2b class switch activity.","['Lutzker, S', 'Alt, F W']","['Lutzker S', 'Alt FW']","['Howard Hughes Medical Institute, New York, New York.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Mol Cell Biol,Molecular and cellular biology,8109087,"['0 (Immunoglobulin Heavy Chains)', '0 (Immunoglobulin gamma-Chains)', '0 (Immunoglobulin mu-Chains)']",IM,"['Abelson murine leukemia virus/genetics', 'Animals', 'B-Lymphocytes', 'Base Sequence', 'Cell Line, Transformed', '*Genes, Immunoglobulin', 'Immunoglobulin Heavy Chains/*genetics', 'Immunoglobulin gamma-Chains/*genetics', 'Immunoglobulin mu-Chains/genetics', 'Molecular Sequence Data', '*Transcription, Genetic']",1988/04/01 00:00,1988/04/01 00:01,['1988/04/01 00:00'],"['1988/04/01 00:00 [pubmed]', '1988/04/01 00:01 [medline]', '1988/04/01 00:00 [entrez]']",['10.1128/mcb.8.4.1849-1852.1988 [doi]'],ppublish,Mol Cell Biol. 1988 Apr;8(4):1849-52. doi: 10.1128/mcb.8.4.1849-1852.1988.,"['AI-20047/AI/NIAID NIH HHS/United States', 'CA-40427/CA/NCI NIH HHS/United States', 'GM-07367/GM/NIGMS NIH HHS/United States']",PMC363353,,,,,,['Mol Cell Biol 1988 Oct;8(10):4585'],['GENBANK/M19414'],,,
3132591,NLM,MEDLINE,19880718,20190903,0098-1532 (Print) 0098-1532 (Linking),16,3,1988,Phase II trial of ifosfamide and mesna in previously treated patients with non-Hodgkin's lymphoma: Cancer and Leukemia Group B Study 8552.,182-6,"Ifosfamide (1.25 g/m2 intravenously/day x 5) with mesna (20% of the ifosfamide dose x six doses on each day of ifosfamide therapy) was administered to 46 previously treated patients with non-Hodgkin's lymphoma of which 31 were eligible and evaluable. A 29% response rate (9/31) was observed (2 CR and 7 PR) with a median duration of response of 2.5 months. Myelosuppression was dose-limiting. Hemorrhagic cystitis was observed in three patients (10%). Nausea and vomiting was generally mild or moderate. One patient developed transient neurotoxic symptoms with confusion and disorientation. An additional patient developed an anaphylactic-type reaction with shortness of breath and respiratory strider during the fourth course of therapy. Ifosfamide, as a single agent, produces remissions of limited duration in non-Hodgkin's lymphoma in patients in second or third relapse.","['Case, D C Jr', 'Anderson, J', 'Ervin, T J', 'Gottlieb, A']","['Case DC Jr', 'Anderson J', 'Ervin TJ', 'Gottlieb A']","['Department of Medicine, Maine Medical Center, Portland 04102.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Med Pediatr Oncol,Medical and pediatric oncology,7506654,"['60-24-2 (Mercaptoethanol)', 'NR7O1405Q9 (Mesna)', 'UM20QQM95Y (Ifosfamide)']",IM,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Drug Evaluation', 'Hematologic Diseases/chemically induced', 'Hematuria/chemically induced/prevention & control', 'Humans', 'Ifosfamide/adverse effects/antagonists & inhibitors/*therapeutic use', 'Lymphoma, Non-Hodgkin/*drug therapy', 'Mercaptoethanol/*analogs & derivatives', 'Mesna/*therapeutic use', 'Middle Aged']",1988/01/01 00:00,2001/03/28 10:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1988/01/01 00:00 [entrez]']",['10.1002/mpo.2950160306 [doi]'],ppublish,Med Pediatr Oncol. 1988;16(3):182-6. doi: 10.1002/mpo.2950160306.,"['CA 03927/CA/NCI NIH HHS/United States', 'CA 31946/CA/NCI NIH HHS/United States', 'CA 32291/CA/NCI NIH HHS/United States', 'etc.']",,,,,,,,,,,
3132590,NLM,MEDLINE,19880718,20190903,0098-1532 (Print) 0098-1532 (Linking),16,3,1988,Increased antithrombin III concentration in children with acute lymphatic leukaemia receiving L-asparaginase therapy.,169-74,"Previous reports have observed a fall in antithrombin III (AT III) concentration in patients receiving L-asparaginase as part of acute lymphatic leukaemia (ALL) induction therapy. The aim of this study was to define any qualitative changes in AT III that might arise during the course of L-asparaginase therapy and predispose to coagulopathy. Serial AT III profiles were studied in 12 patients with ALL receiving a course of L-asparaginase for 21 consecutive days as part of induction therapy. AT III isoforms were examined by isoelectric focusing in polyacrylamide gels (IEF/PA) and immunoblotting, and no changes were observed throughout the study period. Contrary to expectation, AT III antigen was significantly increased on treatment, while AT III activity remained unchanged. Fibrinogen levels, in contrast, fell considerably by 1 week of therapy and had not reverted to pre-treatment values 1 week after completion of asparaginase. No coagulation or bleeding disorders were observed during or after the study period.","[""O'Meara, A"", 'Daly, M', 'Hallinan, F H']","[""O'Meara A"", 'Daly M', 'Hallinan FH']","[""Children's Research Centre, Our Lady's Hospital for Sick Children, Dublin, Ireland.""]",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Med Pediatr Oncol,Medical and pediatric oncology,7506654,"['9000-94-6 (Antithrombin III)', 'EC 3.5.1.1 (Asparaginase)']",IM,"['Antithrombin III/*drug effects', 'Asparaginase/*adverse effects', 'Blood Coagulation Tests', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Immunodiffusion', 'Immunologic Techniques', 'Infant', 'Isoelectric Focusing', 'Leukemia, Lymphoid/*blood/drug therapy', 'Male']",1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",['10.1002/mpo.2950160304 [doi]'],ppublish,Med Pediatr Oncol. 1988;16(3):169-74. doi: 10.1002/mpo.2950160304.,,,,,,,,,,,,
3132518,NLM,MEDLINE,19880719,20131121,0021-4671 (Print) 0021-4671 (Linking),23,1,1988 Jan 20,[Treatment of disseminated intravascular coagulation (DIC) or pre-DIC with gabexate mesilate (FOY)].,67-73,,"['Wada, H', 'Suzuki, H', 'Mori, Y', 'Deguchi, A', 'Oukubo, I', 'Tsuda, M', 'Tanaka, I', 'Deguchi, K', 'Shirakawa, S', 'Minami, N']","['Wada H', 'Suzuki H', 'Mori Y', 'Deguchi A', 'Oukubo I', 'Tsuda M', 'Tanaka I', 'Deguchi K', 'Shirakawa S', 'Minami N']",,['jpn'],"['English Abstract', 'Journal Article']",Japan,Nihon Gan Chiryo Gakkai Shi,Nihon Gan Chiryo Gakkai shi,7505713,"['0 (Anticoagulants)', '0 (Guanidines)', '4V7M9137X9 (Gabexate)', '9005-49-6 (Heparin)']",IM,"['Anticoagulants/*therapeutic use', 'Disseminated Intravascular Coagulation/*drug therapy', 'Gabexate', 'Guanidines/*therapeutic use', 'Heparin/therapeutic use', 'Humans', 'Leukemia/blood/*complications', 'Neoplasms/blood/*complications']",1988/01/20 00:00,1988/01/20 00:01,['1988/01/20 00:00'],"['1988/01/20 00:00 [pubmed]', '1988/01/20 00:01 [medline]', '1988/01/20 00:00 [entrez]']",,ppublish,Nihon Gan Chiryo Gakkai Shi. 1988 Jan 20;23(1):67-73.,,,,,,,,,,,,
