PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AB,GR,AID,PMC,TT,OID,OAB,OABL,OTO,OT,GN,SI,RF
6518495,NLM,MEDLINE,19850305,20041117,0008-9176 (Print) 0008-9176 (Linking),30,9,1984 Sep,Leukaemia diagnosis in Zimbabwe.,169-71,"['Harrison, D', 'Mkwananzi, J B', 'Gwavava, N J', 'Evelyn, J']","['Harrison D', 'Mkwananzi JB', 'Gwavava NJ', 'Evelyn J']",['eng'],['Journal Article'],Zimbabwe,Cent Afr J Med,The Central African journal of medicine,0372566,,IM,"['Humans', 'Leukemia/classification/*diagnosis']",1984/09/01 00:00,1984/09/01 00:01,['1984/09/01 00:00'],"['1984/09/01 00:00 [pubmed]', '1984/09/01 00:01 [medline]', '1984/09/01 00:00 [entrez]']",ppublish,Cent Afr J Med. 1984 Sep;30(9):169-71.,,,,,,,,,,,,,
6518465,NLM,MEDLINE,19850321,20041117,0149-2918 (Print) 0149-2918 (Linking),7,1,1984,Intravenous immune globulin therapy for antibody immunodeficiency.,69-72,"['Savery, F']",['Savery F'],['eng'],"['Case Reports', 'Journal Article']",United States,Clin Ther,Clinical therapeutics,7706726,['0 (Immunoglobulins)'],IM,"['Adult', 'Bacterial Infections/complications/*therapy', 'Child, Preschool', 'Female', 'Humans', 'Immunization, Passive', 'Immunoglobulins/*administration & dosage', 'Immunologic Deficiency Syndromes/etiology/*therapy', 'Injections, Intravenous', 'Male', 'Middle Aged']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",ppublish,Clin Ther. 1984;7(1):69-72.,"High doses of intravenous immune globulin produced meaningful clinical responses in three patients with altered immune function. One patient had a history of repeated infection with gram-positive pneumococci, another patient had second-degree burns and previously undiagnosed chronic leukemia of unknown etiology, and the third patient had frequent infections of the intestinal tract with symptoms of malabsorption and gluten intolerance. All three of the cases are examples of antibody immunodeficiency. After receiving intravenous immune globulin, all three patients experienced complete remission of infection.",,,,,,,,,,,,
6518242,NLM,MEDLINE,19850319,20061115,0006-341X (Print) 0006-341X (Linking),40,3,1984 Sep,Efficiencies of experimental designs for an illness-death model.,627-38,"['Borgan, O', 'Liestol, K', 'Ebbesen, P']","['Borgan O', 'Liestol K', 'Ebbesen P']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Biometrics,Biometrics,0370625,,IM,"['Animals', '*Biometry', 'Leukemia, Experimental/mortality', 'Markov Chains', 'Mice', 'Models, Biological', '*Mortality', 'Time Factors']",1984/09/01 00:00,1984/09/01 00:01,['1984/09/01 00:00'],"['1984/09/01 00:00 [pubmed]', '1984/09/01 00:01 [medline]', '1984/09/01 00:00 [entrez]']",ppublish,Biometrics. 1984 Sep;40(3):627-38.,"Disease development is described by the progressive Markov illness-death model with one disease. The efficiencies of four experimental designs are discussed: the simple survival experiment, serial sacrifice, periodic diagnosis and complete observation. The discussion is based on the 'semiparametric' assumption of piecewise-constant intensities. Simple survival experiments are shown to have very low efficiency, serial sacrifice experiments to be moderately efficient, and periodic diagnosis to be almost as efficient as complete observation. An application to the analysis of the development of leukaemia in laboratory mice is given.",,,,,,,,,,,,
6518136,NLM,MEDLINE,19850306,20190704,0007-1048 (Print) 0007-1048 (Linking),58,4,1984 Dec,Assessment of the drug sensitivity of acute nonlymphocytic leukaemia using the in vitro clonogenic assay.,633-40,"['Preisler, H D', 'Azarnia, N']","['Preisler HD', 'Azarnia N']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",England,Br J Haematol,British journal of haematology,0372544,"['04079A1RDZ (Cytarabine)', '80168379AG (Doxorubicin)', 'FTK8U1GZNX (Thioguanine)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Acute Disease', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Bone Marrow/pathology', 'Cell Survival/drug effects', '*Colony-Forming Units Assay', 'Cytarabine/pharmacology', 'Daunorubicin/pharmacology', 'Doxorubicin/pharmacology', 'Humans', 'Leukemia/*drug therapy/pathology', 'Thioguanine/pharmacology', '*Tumor Stem Cell Assay']",1984/12/01 00:00,1984/12/01 00:01,['1984/12/01 00:00'],"['1984/12/01 00:00 [pubmed]', '1984/12/01 00:01 [medline]', '1984/12/01 00:00 [entrez]']",ppublish,Br J Haematol. 1984 Dec;58(4):633-40. doi: 10.1111/j.1365-2141.1984.tb06110.x.,"The ability of an in vitro clonogenic drug sensitivity assay to predict the outcome of therapy for acute nonlymphocytic leukaemia was evaluated using marrow cells obtained from previously untreated or first relapsed patients treated with either cytosine arabinoside/anthracycline antibiotic or high dose cytosine arabinoside remission induction therapy. While the per cent of leukaemic cells killed in vitro was correlated with the outcome of therapy, this drug sensitivity assay provided little or no clinically useful information.",['CA-5834/CA/NCI NIH HHS/United States'],['10.1111/j.1365-2141.1984.tb06110.x [doi]'],,,,,,,,,,
6517839,NLM,MEDLINE,19850204,20041117,0391-7258 (Print) 0391-7258 (Linking),28,3,1984,Application of the Giemsa-11 technique in cytogenetic analysis of leukemic patients.,337-42,"['Lavezzi, A M', 'Matturri, L']","['Lavezzi AM', 'Matturri L']",['eng'],['Journal Article'],Italy,Basic Appl Histochem,Basic and applied histochemistry,7910664,['0 (Azure Stains)'],IM,"['Azure Stains', 'Bone Marrow/*pathology', 'Chromosome Aberrations', 'Chromosome Disorders', 'Chromosomes, Human, 6-12 and X', 'Female', 'Humans', 'Karyotyping', 'Leukemia/*genetics/pathology', 'Male']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",ppublish,Basic Appl Histochem. 1984;28(3):337-42.,"Cultures of bone marrow obtained from patients with various forms of leukemia have been stained by the Giemsa-11 technique. The results suggest that this method can be utilized for the constant monitoring of numerical and structural anomalies in chromosome 9. Furthermore, by varying the pH, this technique can be applied not only to freshly prepared slides but also to stained preparations stored for many months.",,,,,,,,,,,,
6517558,NLM,MEDLINE,19850211,20210526,0066-4804 (Print) 0066-4804 (Linking),26,5,1984 Nov,Differential stimulation of lymphocyte cell growth in vitro by cephalosporins.,752-6,"['Leyhausen, G', 'Seibert, G', 'Maidhof, A', 'Muller, W E']","['Leyhausen G', 'Seibert G', 'Maidhof A', 'Muller WE']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Antimicrob Agents Chemother,Antimicrobial agents and chemotherapy,0315061,"['0 (Cephalosporins)', '11028-71-0 (Concanavalin A)', 'EC 2.7.7.7 (DNA-Directed DNA Polymerase)', 'VC2W18DGKR (Thymidine)']",IM,"['Animals', 'Binding Sites/drug effects', 'Cell Line', 'Cephalosporins/*pharmacology', 'Concanavalin A/pharmacology', 'DNA-Directed DNA Polymerase/metabolism', 'Leukemia L5178/metabolism', 'Lymphocyte Activation/*drug effects', 'Lymphocytes/*drug effects', 'Male', 'Mice', 'Spleen/cytology', 'Thymidine/metabolism']",1984/11/01 00:00,1984/11/01 00:01,['1984/11/01 00:00'],"['1984/11/01 00:00 [pubmed]', '1984/11/01 00:01 [medline]', '1984/11/01 00:00 [entrez]']",ppublish,Antimicrob Agents Chemother. 1984 Nov;26(5):752-6. doi: 10.1128/AAC.26.5.752.,"The in vitro effect of three cephalosporins (cefodizime, cefotaxime, and ceftizoxime) on the growth of the following lymphocytes or their derivatives was tested: L 5178y mouse lymphoma cells, Molt-4 cells, and murine splenic lymphocytes. Within the concentration range of 0.1 to 50 microM, the cephalosporins had no effect on L 5178y cell growth. However, Molt-4 cell growth was significantly stimulated by 0.3 to 20 microM cefotaxime and cefodizime but was not influenced by ceftizoxime. Binding studies with [14C]cefotaxime revealed that the Molt-4 cells responding to the drug bind this cephalosporin to their cell surface (1.9 X 10(5) molecules per cell); no significant binding was observed in the assays with L 5178y cells. Determinations of the extractable activities of DNA-synthesizing enzymes from cefodizime-treated Molt-4 cells showed a direct correlation between cell growth and DNA polymerase alpha as well as terminal deoxynucleotidyl transferase activity; the DNA polymerase beta activity remained unchanged. Cefodizime (0.15 to 50 microM) which was added to mouse spleen cell cultures significantly increased [3H]thymidine incorporation into lymphocytes. This stimulatory effect was less pronounced in concanavalin A-stimulated cultures. These findings suggest that some cephalosporins display a growth-stimulating influence on some lymphocyte populations.",,['10.1128/AAC.26.5.752 [doi]'],PMC180007,,,,,,,,,
6517513,NLM,MEDLINE,19850214,20200825,0304-4602 (Print) 0304-4602 (Linking),13,3,1984 Jul,Myelodysplastic syndromes: an analysis of clinical and haematological features.,463-7,"['Tan, Y O', 'Kueh, Y K']","['Tan YO', 'Kueh YK']",['eng'],['Journal Article'],Singapore,Ann Acad Med Singap,"Annals of the Academy of Medicine, Singapore",7503289,,IM,"['Aged', 'Anemia/etiology', 'Blood Cells', 'Bone Marrow/pathology', 'Female', 'Humans', 'Male', 'Middle Aged', 'Myeloproliferative Disorders/*blood/classification/pathology', 'Neutropenia/etiology', 'Retrospective Studies']",1984/07/01 00:00,1984/07/01 00:01,['1984/07/01 00:00'],"['1984/07/01 00:00 [pubmed]', '1984/07/01 00:01 [medline]', '1984/07/01 00:00 [entrez]']",ppublish,Ann Acad Med Singap. 1984 Jul;13(3):463-7.,"A retrospective analysis of 24 cases of myelodysplastic syndromes was performed between 1979-1984. There were 16 men and 8 women with a mean age of 69 years and 65 years respectively. The most common haematological features at initial presentation were refractory macrocytic anaemia, reticulocytopenia and associated with either bicytopenia or pancytopenia. The bone marrow was often cellular with megaloblastoid erythropoiesis and in 7 patients (29%), there were ring sideroblasts. Often there was associated dysgranulopoiesis and dysthrombopoiesis Myelodysplastic syndromes appear morphologically to be a heterogenous entity. An attempt to classify them according to the recent proposal of the French-American-British (FAB) Co-operative Group was made. Transformation into acute non-lymphocytic leukaemia occurred in 6 patients (25%). The mean interval between diagnosis and transformation to acute leukaemia was 13 months (range 3-30 months). Acute leukaemia in these patients were refractory to conventional chemotherapy. There were 14 deaths (58%) observed during the period and the common causes of deaths were acute leukaemia, infections and haemorrhage. At present there is no specific or generally effective therapy for this haematologic entity.",,,,,,,,,,,,
6517431,NLM,MEDLINE,19850221,20041117,0003-410X (Print) 0003-410X (Linking),135,7,1984,[Anatomo-clinical conference. Hopital de la Pitie-Salpetriere. Case 5--1984. Fever and leukopenia 27 years after splenectomy].,568-72,"['Guillevin, L', 'Binet, J L', 'Amouroux, J']","['Guillevin L', 'Binet JL', 'Amouroux J']",['fre'],"['Case Reports', 'Journal Article']",France,Ann Med Interne (Paris),Annales de medecine interne,0171744,,IM,"['Fever/*etiology', 'Humans', 'Leukemia, Hairy Cell/*complications/pathology', 'Leukopenia/*etiology', 'Male', 'Middle Aged', 'Splenectomy/*adverse effects', 'Time Factors']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",ppublish,Ann Med Interne (Paris). 1984;135(7):568-72.,,,,,Confrontation anatomo-clinique. Hopital de la Pitie-Salpetriere. Case no. 5--1984. Fievre et leucopenie 27 ans apres splenectomie.,,,,,,,,
6516853,NLM,MEDLINE,19850221,20191031,0108-0202 (Print) 0108-0202 (Linking),92,5,1984 Oct,Dissociation between cytostatic and cytolytic activity of human monocytes towards K-562 cells.,261-4,"['Eggen, B M', 'Lamvik, J O']","['Eggen BM', 'Lamvik JO']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Denmark,Acta Pathol Microbiol Immunol Scand C,"Acta pathologica, microbiologica, et immunologica Scandinavica. Section C, Immunology",8206624,"['10028-17-8 (Tritium)', 'VC2W18DGKR (Thymidine)']",IM,"['Cell Line', 'Cytotoxicity, Immunologic', 'Humans', 'Leukemia/immunology', 'Monocytes/*immunology', 'Thymidine/metabolism', 'Tritium']",1984/10/01 00:00,1984/10/01 00:01,['1984/10/01 00:00'],"['1984/10/01 00:00 [pubmed]', '1984/10/01 00:01 [medline]', '1984/10/01 00:00 [entrez]']",ppublish,Acta Pathol Microbiol Immunol Scand C. 1984 Oct;92(5):261-4. doi: 10.1111/j.1699-0463.1984.tb00085.x.,"The cytolytic and cytostatic activities of human monocytes towards K-562 cells were compared by determining release of 3H-thymidine and DNA synthesis rate (i.e. thymidine incorporation), respectively. The inter-individual variations were substantial, with significant correlation between cytostasis and cytolysis in the entire experimental material (26 blood donors), but not in monocytes kept in vitro for 90 min or 1 day before the start of assay. A significant level of correlation between cytolysis and cytostasis was observed in monocytes kept in vitro for 4 days before assay (coefficient of correlation = 0.7). The low degree of correlation at each test-time-point prohibits the prediction of cytostatic capability of human monocytes in individual experiments from determination of monocyte-mediated target cell lysis.",,['10.1111/j.1699-0463.1984.tb00085.x [doi]'],,,,,,,,,,
6516413,NLM,MEDLINE,19850205,20061115,0043-5325 (Print) 0043-5325 (Linking),96,16,1984 Aug 31,[Cytostatic pneumonitis in children. Pathogenetic and morphologic aspects].,613-6,"['Menne, R', 'Muller, K M']","['Menne R', 'Muller KM']",['ger'],"['English Abstract', 'Journal Article']",Austria,Wien Klin Wochenschr,Wiener klinische Wochenschrift,21620870R,['0 (Antineoplastic Agents)'],IM,"['Antineoplastic Agents/*adverse effects', 'Child', 'Humans', 'Leukemia/drug therapy', 'Macrophage Activation/drug effects', 'Pneumonia/*chemically induced', 'Pulmonary Fibrosis/chemically induced/pathology']",1984/08/31 00:00,1984/08/31 00:01,['1984/08/31 00:00'],"['1984/08/31 00:00 [pubmed]', '1984/08/31 00:01 [medline]', '1984/08/31 00:00 [entrez]']",ppublish,Wien Klin Wochenschr. 1984 Aug 31;96(16):613-6.,"Pulmonary complications of cytostatic treatment have been reported with increasing frequency in children treated for leukaemia. A report is given of the morphology of biopsy specimens of children receiving combined cytostatic treatment complicated by fatal pneumonitis. Histology showed fibrosing interstitial changes with variable phases of proliferation. In addition, unusual proliferation of epithelium and massive increase and activation of the monocyte-macrophage system were observed. Histochemical analysis permitted histogenetic classification of proliferating, and in part atypical, cell forms. Knowledge of the relevant clinical data is essential otherwise the findings cannot be differentiated with certainty from paraneoplastic epithelial anomalies or atypical cells induced by virus infection. The prognosis of cytostatic pneumonitis decisively depends on early correct diagnosis. Complete restitution without typical pulmonary fibrosis can be expected only under ideal conditions, i.e. timely exclusion of the detrimental cytostatics.",,,,Zytostatika-Pneumopathie im Kindesalter. Pathogenetische und morphologische Aspekte.,,,,,,,,
6516231,NLM,MEDLINE,19850219,20061115,0042-773X (Print) 0042-773X (Linking),30,11,1984 Nov,[Incidence of tuberculosis associated with hematologic malignancies].,1083-7,"['Hejlova, N', 'Adam, Z', 'Opat, P']","['Hejlova N', 'Adam Z', 'Opat P']",['cze'],"['Case Reports', 'English Abstract', 'Journal Article']",Czech Republic,Vnitr Lek,Vnitrni lekarstvi,0413602,,IM,"['Adult', 'Female', 'Hodgkin Disease/*complications', 'Humans', 'Leukemia/*complications', 'Male', 'Middle Aged', 'Tuberculosis/*complications']",1984/11/01 00:00,1984/11/01 00:01,['1984/11/01 00:00'],"['1984/11/01 00:00 [pubmed]', '1984/11/01 00:01 [medline]', '1984/11/01 00:00 [entrez]']",ppublish,Vnitr Lek. 1984 Nov;30(11):1083-7.,,,,,Vyskyt tuberkulozy v souvislosti s hematologickymi zhoubnostmi.,,,,,,,,
6516226,NLM,MEDLINE,19850205,20061115,0042-773X (Print) 0042-773X (Linking),30,10,1984 Oct,[Deletion of chromosome 5 in the myelodysplastic syndrome and in acute nonlymphocytic leukemia].,984-92,"['Musilova, J', 'Michalova, K', 'Chrz, R', 'Neuwirtova, R', 'Lukasova, M', 'Cieslar, P']","['Musilova J', 'Michalova K', 'Chrz R', 'Neuwirtova R', 'Lukasova M', 'Cieslar P']",['cze'],"['Case Reports', 'English Abstract', 'Journal Article']",Czech Republic,Vnitr Lek,Vnitrni lekarstvi,0413602,,IM,"['Acute Disease', 'Adult', 'Aged', 'Anemia, Aplastic/*pathology', '*Chromosome Deletion', '*Chromosomes, Human, 1-3', 'Female', 'Humans', 'Leukemia/*pathology', 'Male', 'Syndrome']",1984/10/01 00:00,1984/10/01 00:01,['1984/10/01 00:00'],"['1984/10/01 00:00 [pubmed]', '1984/10/01 00:01 [medline]', '1984/10/01 00:00 [entrez]']",ppublish,Vnitr Lek. 1984 Oct;30(10):984-92.,,,,,Delece chromosomu 5 u myelodysplastickeho syndromu a u akutni nelymfocytarni leukemie.,,,,,,,,
6516027,NLM,MEDLINE,19850221,20060328,0041-5782 (Print) 0041-5782 (Linking),146,49,1984 Dec 3,[Leukemia in Denmark 1943-1980. Cancer statistics No. 13].,3872-5,"['Hansen, N E', 'Karle, H', 'Jensen, O M']","['Hansen NE', 'Karle H', 'Jensen OM']",['dan'],['Journal Article'],Denmark,Ugeskr Laeger,Ugeskrift for laeger,0141730,,IM,"['Adolescent', 'Adult', 'Age Factors', 'Aged', 'Child', 'Child, Preschool', 'Denmark', 'Female', 'Humans', 'Infant', 'Leukemia/*epidemiology', 'Male', 'Middle Aged', 'Registries']",1984/12/03 00:00,1984/12/03 00:01,['1984/12/03 00:00'],"['1984/12/03 00:00 [pubmed]', '1984/12/03 00:01 [medline]', '1984/12/03 00:00 [entrez]']",ppublish,Ugeskr Laeger. 1984 Dec 3;146(49):3872-5.,,,,,Leukaemi i Danmark 1943-1980. Kraeftstatistik nr. 13.,,,,,,,,
