PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,PMC,OTO,OT,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,RF,AB,PS,FPS
14206921,NLM,MEDLINE,19961201,20181201,0069-0112 (Print) 0069-0112 (Linking),40,,1964 Aug,ANTILEUKEMIC ACTIVITY OF HYDROXYUREA (NSC-32065) AND OTHER UREA DERIVATIVES.,57-74,"['GOLDIN, A', 'VENDITTI, J M', 'MEAD, J A', 'GLYNN, J P']","['GOLDIN A', 'VENDITTI JM', 'MEAD JA', 'GLYNN JP']",['eng'],['Journal Article'],United States,Cancer Chemother Rep,Cancer chemotherapy reports,7607105,"['0 (Antineoplastic Agents)', '8W8T17847W (Urea)', 'X6Q56QN5QC (Hydroxyurea)']",OM,"['*Antineoplastic Agents', '*Biological Assay', '*Hydroxyurea', '*Leukemia', '*Leukemia, Experimental', 'Mice', '*Research', '*Statistics as Topic', '*Toxicology', '*Urea']",,['NLM'],"['*ANTINEOPLASTIC AGENTS', '*BIOLOGICAL ASSAY', '*EXPERIMENTAL LAB STUDY', '*LEUKEMIA, EXPERIMENTAL', '*MICE', '*STATISTICS', '*TOXICOLOGIC REPORT', '*UREA']",1964/08/01 00:00,1964/08/01 00:01,['1964/08/01 00:00'],"['1964/08/01 00:00 [pubmed]', '1964/08/01 00:01 [medline]', '1964/08/01 00:00 [entrez]']",,ppublish,Cancer Chemother Rep. 1964 Aug;40:57-74.,,,,,
14206920,NLM,MEDLINE,19961201,20181201,0069-0112 (Print) 0069-0112 (Linking),40,,1964 Aug,PHASE II STUDIES OF HYDROXYUREA (NSC-32065) IN ADULTS: CLINICAL EVALUATION.,53-5,"['KRAKOFF, I H', 'SAVEL, H', 'MURPHY, M L']","['KRAKOFF IH', 'SAVEL H', 'MURPHY ML']",['eng'],['Journal Article'],United States,Cancer Chemother Rep,Cancer chemotherapy reports,7607105,"['0 (Antineoplastic Agents)', '8W8T17847W (Urea)', 'X6Q56QN5QC (Hydroxyurea)']",OM,"['*Antineoplastic Agents', '*Drug Therapy', '*Hodgkin Disease', '*Hydroxyurea', '*Leukemia', '*Leukemia, Lymphoid', '*Leukemia, Myeloid', 'Neoplasms/*epidemiology', '*Sarcoma', '*Urea']",,['NLM'],"['*ANTINEOPLASTIC AGENTS', '*DRUG THERAPY', ""*HODGKIN'S DISEASE"", '*LEUKEMIA, LYMPHOCYTIC', '*LEUKEMIA, MYELOCYTIC', '*NEOPLASM STATISTICS', '*SARCOMA', '*UREA']",1964/08/01 00:00,1964/08/01 00:01,['1964/08/01 00:00'],"['1964/08/01 00:00 [pubmed]', '1964/08/01 00:01 [medline]', '1964/08/01 00:00 [entrez]']",,ppublish,Cancer Chemother Rep. 1964 Aug;40:53-5.,,,,,
14206918,NLM,MEDLINE,19961201,20181201,0069-0112 (Print) 0069-0112 (Linking),40,,1964 Aug,PHASE II STUDIES OF HYDROXYUREA (NSC-32065) IN ADULTS: LEUKEMIA.,49-50,"['SHULLENBERGER, C C']",['SHULLENBERGER CC'],['eng'],['Journal Article'],United States,Cancer Chemother Rep,Cancer chemotherapy reports,7607105,"['0 (Antineoplastic Agents)', '8W8T17847W (Urea)', 'X6Q56QN5QC (Hydroxyurea)']",OM,"['*Antineoplastic Agents', '*Drug Therapy', '*Hydroxyurea', '*Leukemia', '*Leukemia, Lymphoid', '*Leukemia, Myeloid', '*Lymphocytes', '*Toxicology', '*Urea']",,['NLM'],"['*ANTINEOPLASTIC AGENTS', '*DRUG THERAPY', '*LEUKEMIA, LYMPHOCYTIC', '*LEUKEMIA, MYELOCYTIC', '*TOXICOLOGIC REPORT', '*UREA']",1964/08/01 00:00,1964/08/01 00:01,['1964/08/01 00:00'],"['1964/08/01 00:00 [pubmed]', '1964/08/01 00:01 [medline]', '1964/08/01 00:00 [entrez]']",,ppublish,Cancer Chemother Rep. 1964 Aug;40:49-50.,,,,,
14206913,NLM,MEDLINE,19961201,20181201,0069-0112 (Print) 0069-0112 (Linking),40,,1964 Aug,PEDIATRIC CLINICAL TRIALS WITH HYDROXYUREA (NSC-32065).,37-8,"['FERNBACH, D J']",['FERNBACH DJ'],['eng'],['Journal Article'],United States,Cancer Chemother Rep,Cancer chemotherapy reports,7607105,"['0 (Antineoplastic Agents)', '8W8T17847W (Urea)', 'X6Q56QN5QC (Hydroxyurea)']",OM,"['Adolescent', '*Antineoplastic Agents', 'Child', '*Drug Therapy', '*Hodgkin Disease', '*Hydroxyurea', '*Leukemia', '*Neoplasms', '*Neuroblastoma', '*Osteosarcoma', '*Sarcoma', '*Statistics as Topic', '*Teratoma', '*Thrombocytopenia', '*Toxicology', '*Urea']",,['NLM'],"['*ADOLESCENCE', '*ANTINEOPLASTIC AGENTS', '*CHILD', '*DRUG THERAPY', ""*HODGKIN'S DISEASE"", '*LEUKEMIA', '*NEUROBLASTOMA', '*SARCOMA, OSTEOGENIC', '*STATISTICS', '*TERATOID TUMOR', '*THROMBOPENIA', '*TOXICOLOGIC REPORT', '*UREA']",1964/08/01 00:00,1964/08/01 00:01,['1964/08/01 00:00'],"['1964/08/01 00:00 [pubmed]', '1964/08/01 00:01 [medline]', '1964/08/01 00:00 [entrez]']",,ppublish,Cancer Chemother Rep. 1964 Aug;40:37-8.,,,,,
14206837,NLM,MEDLINE,19961201,20181201,0365-4966 (Print) 0365-4966 (Linking),203,,1964,LEUKEMIA IN THE PERINATAL PERIOD.,124-36,"['MATTELAER, P M', 'RILEY, H D Jr']","['MATTELAER PM', 'RILEY HD Jr']",['eng'],['Journal Article'],Switzerland,Ann Paediatr,Annales paediatrici. International review of pediatrics,2984695R,,OM,"['*Blood Group Incompatibility', '*Bone Marrow Examination', '*Bronchopneumonia', '*Diagnosis, Differential', '*Down Syndrome', 'Female', '*Genetics, Medical', 'Humans', 'Infant', 'Infant, Newborn', '*Infant, Newborn, Diseases', '*Leukemia', '*Leukemia, Myeloid', '*Leukemia, Radiation-Induced', '*Leukemoid Reaction', '*Parturition', 'Pregnancy', '*Pregnancy Complications', '*Pregnancy Complications, Hematologic']",,['NLM'],"['*BLOOD GROUP INCOMPATIBILITY', '*BONE MARROW EXAMINATION', '*BRONCHOPNEUMONIA', '*DIAGNOSIS, DIFFERENTIAL', '*GENETICS, HUMAN', '*INFANT, NEWBORN', '*INFANT, NEWBORN, DISEASES', '*LEUKEMIA, MYELOCYTIC', '*LEUKEMIA, RADIATION-INDUCED', '*LEUKEMOID REACTION', '*MONGOLISM', '*PREGNANCY', '*PREGNANCY COMPLICATIONS, HEMATOLOGIC']",1964/01/01 00:00,1964/01/01 00:01,['1964/01/01 00:00'],"['1964/01/01 00:00 [pubmed]', '1964/01/01 00:01 [medline]', '1964/01/01 00:00 [entrez]']",,ppublish,Ann Paediatr. 1964;203:124-36.,,,,,
14206769,NLM,MEDLINE,19961201,20190717,0002-9629 (Print) 0002-9629 (Linking),248,,1964 Aug,DIAGNOSTIC VALUE OF ALKALINE PHOSPHATASE IN LEUKOCYTES.,175-83,"['MARTINEZ MALDONADO, M', 'MENENDEZ CORRADA, R', 'RIVERADESALA, A']","['MARTINEZ MALDONADO M', 'MENENDEZ CORRADA R', 'RIVERADESALA A']",['eng'],['Journal Article'],United States,Am J Med Sci,The American journal of the medical sciences,0370506,"['EC 3.1.3.1 (Alkaline Phosphatase)', 'G1LN9045DK (Busulfan)', 'VB0R961HZT (Prednisone)']",OM,"['Alkaline Phosphatase/*blood', '*Busulfan', '*Celiac Disease', '*Diagnosis, Differential', '*Drug Therapy', '*Gout', '*Heart Diseases', '*Hodgkin Disease', 'Humans', '*Leukemia', '*Leukemia, Myeloid', '*Leukemoid Reaction', '*Leukocyte Count', '*Leukocytes', '*Liver Cirrhosis', '*Polycythemia', 'Prednisone/*therapeutic use', 'Puerto Rico', '*Schistosomiasis', '*Toxicology']",,['NLM'],"['*BLOOD ALKALINE PHOSPHATASE', '*BUSULFAN', '*DIAGNOSIS, DIFFERENTIAL', '*DRUG THERAPY', '*GOUT', '*HEART DISEASES', ""*HODGKIN'S DISEASE"", '*LEUKEMIA, MYELOCYTIC', '*LEUKEMOID REACTION', '*LEUKOCYTE COUNT', '*LEUKOCYTES', '*LIVER CIRRHOSIS', '*POLYCYTHEMIA', '*PREDNISONE, THERAPEUTIC', '*PUERTO RICO', '*SCHISTOSOMIASIS', '*SPRUE', '*TOXICOLOGIC REPORT']",1964/08/01 00:00,1964/08/01 00:01,['1964/08/01 00:00'],"['1964/08/01 00:00 [pubmed]', '1964/08/01 00:01 [medline]', '1964/08/01 00:00 [entrez]']",['10.1097/00000441-196408000-00006 [doi]'],ppublish,Am J Med Sci. 1964 Aug;248:175-83. doi: 10.1097/00000441-196408000-00006.,,,,,
14206750,NLM,MEDLINE,19961201,20190627,0002-9343 (Print) 0002-9343 (Linking),37,,1964 Aug,A CLINICAL STUDY OF TWENTY CASES OF ERYTHROLEUKEMIA (DI GUGLIELMO'S SYNDROME).,162-71,"['SCOTT, R B', 'ELLISON, R R', 'LEY, A B']","['SCOTT RB', 'ELLISON RR', 'LEY AB']",['eng'],['Journal Article'],United States,Am J Med,The American journal of medicine,0267200,"['0 (Adrenal Cortex Hormones)', '87299V3Q9W (Azaserine)', 'E7WED276I5 (Mercaptopurine)', 'G1LN9045DK (Busulfan)']",OM,"['*Adrenal Cortex Hormones', '*Azaserine', '*Busulfan', '*Diagnosis, Differential', '*Drug Therapy', 'Humans', '*Leukemia', '*Leukemia, Erythroblastic, Acute', '*Leukemia, Myeloid', '*Liver', '*Lymph Nodes', '*Mercaptopurine', 'Neoplasms/*radiotherapy', '*Pathology', '*Spleen']",,['NLM'],"['*ADRENAL CORTEX HORMONES', '*AZASERINE', '*BUSULFAN', '*DIAGNOSIS, DIFFERENTIAL', '*DRUG THERAPY', '*ERYTHREMIC MYELOSIS', '*LEUKEMIA, MYELOCYTIC', '*LIVER', '*LYMPH NODES', '*MERCAPTOPURINE', '*NEOPLASM RADIOTHERAPY', '*PATHOLOGY', '*SPLEEN']",1964/08/01 00:00,1964/08/01 00:01,['1964/08/01 00:00'],"['1964/08/01 00:00 [pubmed]', '1964/08/01 00:01 [medline]', '1964/08/01 00:00 [entrez]']","['0002-9343(64)90002-6 [pii]', '10.1016/0002-9343(64)90002-6 [doi]']",ppublish,Am J Med. 1964 Aug;37:162-71. doi: 10.1016/0002-9343(64)90002-6.,,,,,
14206730,NLM,MEDLINE,19961201,20181201,0001-6152 (Print) 0001-6152 (Linking),18,,1964 Apr,EXPERIMENTAL AND CLINICAL STUDIES ON AN ANTI-TUMOR ACTIVITY OF OX SUBSTANCE.,55-63,"['OFUJI, T']",['OFUJI T'],['eng'],['Journal Article'],Japan,Acta Med Okayama,Acta medicinae Okayama,0417612,"['0 (Antineoplastic Agents)', '0 (Fatty Acids)', '0 (Tissue Extracts)']",OM,"['Animals', '*Antineoplastic Agents', '*Carcinoma, Ehrlich Tumor', '*Fatty Acids', '*Injections, Intraperitoneal', '*Injections, Intravenous', '*Leukemia', '*Leukemia, Experimental', '*Mesothelioma', '*Neoplasms', '*Peritonitis', '*Pharmacology', '*Radiation Effects', '*Rectal Neoplasms', '*Research', '*Sarcoma', '*Sarcoma, Yoshida', '*Stomach Neoplasms', '*Tissue Culture Techniques', '*Tissue Extracts']",,['NLM'],"['*ANTINEOPLASTIC AGENTS', '*CARCINOMA, EHRLICH TUMOR', '*EXPERIMENTAL LAB STUDY', '*FATTY ACIDS', '*INJECTIONS, INTRAPERITONEAL', '*INJECTIONS, INTRAVENOUS', '*LEUKEMIA, EXPERIMENTAL', '*MESOTHELIOMA', '*PERITONITIS', '*PHARMACOLOGY', '*RADIATION EFFECTS', '*RECTAL NEOPLASMS', '*SARCOMA, YOSHIDA', '*STOMACH NEOPLASMS', '*TISSUE CULTURE', '*TISSUE EXTRACTS']",1964/04/01 00:00,1964/04/01 00:01,['1964/04/01 00:00'],"['1964/04/01 00:00 [pubmed]', '1964/04/01 00:01 [medline]', '1964/04/01 00:00 [entrez]']",,ppublish,Acta Med Okayama. 1964 Apr;18:55-63.,,,,,
14206612,NLM,MEDLINE,19961201,20190501,0027-8424 (Print) 0027-8424 (Linking),52,,1964 Aug,AMINO ACID CODING IN A SUBCELLULAR SYSTEM DERIVED FROM THE L1210 MOUSE ASCITES LEUKEMIA.,470-7,"['OCHOA, M Jr', 'WEINSTEIN, I B']","['OCHOA M Jr', 'WEINSTEIN IB']",['eng'],['Journal Article'],United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,"['0 (Adenine Nucleotides)', '0 (Amino Acids)', '0 (Neoplasm Proteins)', '0 (Proteins)', '04Y7590D77 (Isoleucine)', '42HK56048U (Tyrosine)', '452VLY9402 (Serine)', '47E5O17Y3R (Phenylalanine)', 'GMW67QNF9C (Leucine)', 'HG18B9YRS7 (Valine)', 'K3Z4F929H6 (Lysine)']",OM,"['*Adenine Nucleotides', '*Amino Acids', 'Animals', '*Ascites', '*Genetic Code', '*Isoleucine', '*Leucine', '*Leukemia L1210', '*Lysine', '*Neoplasm Proteins', '*Phenylalanine', 'Proteins/*metabolism', '*Research', '*Serine', '*Tyrosine', '*Valine']",PMC300301,['NLM'],"['*ADENINE NUCLEOTIDES', '*EXPERIMENTAL LAB STUDY', '*GENETIC CODE', '*ISOLEUCINE', '*LEUCINE', '*LEUKEMIA L1210', '*LYSINE', '*NEOPLASM PROTEINS', '*PHENYLALANINE', '*PROTEIN METABOLISM', '*SERINE', '*TYROSINE', '*VALINE']",1964/08/01 00:00,1964/08/01 00:01,['1964/08/01 00:00'],"['1964/08/01 00:00 [pubmed]', '1964/08/01 00:01 [medline]', '1964/08/01 00:00 [entrez]']",['10.1073/pnas.52.2.470 [doi]'],ppublish,Proc Natl Acad Sci U S A. 1964 Aug;52:470-7. doi: 10.1073/pnas.52.2.470.,,,,,
14206364,NLM,MEDLINE,19961201,20190827,0096-0217 (Print) 0096-0217 (Linking),46,,1964 Sep,STEROID INDUCED DISSEMINATED COCCIDIOIDOMYCOSIS. REPORT OF TWO CASES.,355-9,"['LIPSCHULTZ, B M', 'LISTON, H E']","['LIPSCHULTZ BM', 'LISTON HE']",['eng'],['Journal Article'],United States,Dis Chest,Diseases of the chest,0231342,"['7XU7A7DROE (Amphotericin B)', 'VB0R961HZT (Prednisone)']",OM,"['*Amphotericin B', 'Arizona', '*Coccidioidomycosis', 'Humans', '*Leukemia', '*Leukemia, Lymphoid', '*Lung Diseases', '*Lung Diseases, Fungal', 'Prednisone/*adverse effects', '*Sarcoidosis', '*Toxicology']",,['NLM'],"['*AMPHOTERICIN B', '*ARIZONA', '*COCCIDIOIDOMYCOSIS', '*LEUKEMIA, LYMPHOCYTIC', '*LUNG DISEASES, FUNGAL', '*PREDNISONE TOXICOLOGY', '*SARCOIDOSIS', '*TOXICOLOGIC REPORT']",1964/09/01 00:00,1964/09/01 00:01,['1964/09/01 00:00'],"['1964/09/01 00:00 [pubmed]', '1964/09/01 00:01 [medline]', '1964/09/01 00:00 [entrez]']",['10.1378/chest.46.3.355 [doi]'],ppublish,Dis Chest. 1964 Sep;46:355-9. doi: 10.1378/chest.46.3.355.,,,,,
14206100,NLM,MEDLINE,19961201,20181201,0031-403X (Print) 0031-403X (Linking),43,,1964 Apr,[PRELIMINARY DATA ON THE ACTIVITY OF SUCCINATE DEHYDROGENASE IN THE BLOOD CELLS OF LEUKEMIC CHILDREN].,63-6,"['NARTSISSOV, R P']",['NARTSISSOV RP'],['rus'],['Journal Article'],Russia (Federation),Pediatriia,Pediatriia,0405563,"['EC 1.3.5.1 (Electron Transport Complex II)', 'EC 1.3.99.1 (Succinate Dehydrogenase)', 'EC 1.8.1.4 (Dihydrolipoamide Dehydrogenase)']",OM,"['*Blood Cells', 'Child', '*Dihydrolipoamide Dehydrogenase', '*Electron Transport Complex II', 'Humans', 'Infant', 'Infant, Newborn', '*Infant, Premature, Diseases', '*Leukemia', '*Leukemia, Myeloid', '*Succinate Dehydrogenase']",,['NLM'],"['*CHILD', '*INFANT', '*INFANT, PREMATURE, DISEASES', '*LEUKEMIA', '*LEUKEMIA, MYELOCYTIC', '*LIPOAMIDE DEHYDROGENASE', '*SUCCINATE DEHYDROGENASE']",1964/04/01 00:00,1964/04/01 00:01,['1964/04/01 00:00'],"['1964/04/01 00:00 [pubmed]', '1964/04/01 00:01 [medline]', '1964/04/01 00:00 [entrez]']",,ppublish,Pediatriia. 1964 Apr;43:63-6.,PREDVARITEL'NYE DANNYE OB AKTIVNOSTI SUKTSINDEGIDROGENAZY V KLETKAKH KROVI PRI LE IKOZAKH U DETE I.,,,,
14205926,NLM,MEDLINE,19961201,20181201,0009-9058 (Print) 0009-9058 (Linking),46,,1964 Apr,[MYELOID LEUKEMIA IN CHILDHOOD].,325-48,"['FORNARA, P']",['FORNARA P'],['ita'],['Journal Article'],Italy,Clin Pediatr (Bologna),La Clinica pediatrica,0372603,,OM,"['Child', 'Humans', '*Leukemia', '*Leukemia, Myeloid', '*Pathology']",,['NLM'],"['*CHILD', '*LEUKEMIA, MYELOCYTIC', '*PATHOLOGY']",1964/04/01 00:00,1964/04/01 00:01,['1964/04/01 00:00'],"['1964/04/01 00:00 [pubmed]', '1964/04/01 00:01 [medline]', '1964/04/01 00:00 [entrez]']",,ppublish,Clin Pediatr (Bologna). 1964 Apr;46:325-48.,LA LEUCEMIA MIELOIDE NELL'INFANZIA.,,,,
14205874,NLM,MEDLINE,19961201,20181201,0041-6959 (Print) 0041-6959 (Linking),93,,1964 Oct,[ACUTE MONOCYTIC LEUKEMIA].,1232-3,"['DAGENAIS PERUSSE, P', 'BARIL, E', 'HAZARD, E', 'CARLE, R']","['DAGENAIS PERUSSE P', 'BARIL E', 'HAZARD E', 'CARLE R']",['fre'],['Journal Article'],Canada,Union Med Can,L'union medicale du Canada,0030444,,OM,"['*Diagnosis, Differential', 'Humans', 'Infant', '*Leukemia', '*Leukemia, Monocytic, Acute', '*Leukemia, Myeloid', '*Monocytes']",,['NLM'],"['*DIAGNOSIS, DIFFERENTIAL', '*INFANT', '*LEUKEMIA, MONOCYTIC']",1964/10/01 00:00,1964/10/01 00:01,['1964/10/01 00:00'],"['1964/10/01 00:00 [pubmed]', '1964/10/01 00:01 [medline]', '1964/10/01 00:00 [entrez]']",,ppublish,Union Med Can. 1964 Oct;93:1232-3.,LEUC'EMIE MONOCYTAIRE AIGUUE.,,,,
14205754,NLM,MEDLINE,19961201,20181201,0022-1961 (Print) 0022-1961 (Linking),14,,1964 Sep,"[CLINICAL CONFERENCE IN INTERNAL MEDICINE; UEDA DEPARTMENT OF INTERNAL MEDICINE, UNIVERSITY OF TOKYO].",365-9 PASSIM,"['KOMIYA, M', 'TAKEDA, T']","['KOMIYA M', 'TAKEDA T']",['jpn'],['Journal Article'],Japan,Naika,Naika. Internal medicine,0413541,,OM,"['*Internal Medicine', '*Leukemia', '*Leukemia, Myeloid', '*Liver Cirrhosis', '*Liver Neoplasms', '*Pathology', '*Peptic Ulcer', '*Pulmonary Valve Stenosis']",,['NLM'],"['*LEUKEMIA, MYELOCYTIC', '*LIVER CIRRHOSIS', '*LIVER NEOPLASMS', '*PATHOLOGY', '*PEPTIC ULCER', '*PULMONARY VALVE STENOSIS']",1964/09/01 00:00,1964/09/01 00:01,['1964/09/01 00:00'],"['1964/09/01 00:00 [pubmed]', '1964/09/01 00:01 [medline]', '1964/09/01 00:00 [entrez]']",,ppublish,Naika. 1964 Sep;14:365-9 PASSIM.,,,,,
14205537,NLM,MEDLINE,19961201,20190916,0007-9235 (Print) 0007-9235 (Linking),14,,1964 Sep-Oct,CLINICAL AND RADIOLOGIC DIAGNOSTIC FEATURES OF ACUTE LEUKEMIA.,210-5,"['MURPHY, M L']",['MURPHY ML'],['eng'],['Journal Article'],United States,CA Cancer J Clin,CA: a cancer journal for clinicians,0370647,,OM,"['*Diagnosis, Differential', 'Humans', '*Leukemia', 'Neoplasms/*diagnosis', '*Radiography']",,['NLM'],"['*DIAGNOSIS, DIFFERENTIAL', '*LEUKEMIA', '*NEOPLASM DIAGNOSIS', '*RADIOGRAPHY']",1964/09/01 00:00,1964/09/01 00:01,['1964/09/01 00:00'],"['1964/09/01 00:00 [pubmed]', '1964/09/01 00:01 [medline]', '1964/09/01 00:00 [entrez]']",['10.3322/canjclin.14.5.210 [doi]'],ppublish,CA Cancer J Clin. 1964 Sep-Oct;14:210-5. doi: 10.3322/canjclin.14.5.210.,,,,,
14205536,NLM,MEDLINE,19961201,20190916,0007-9235 (Print) 0007-9235 (Linking),14,,1964 Sep-Oct,NATURAL HISTORY AND DIAGNOSTIC PECULIARITIES OF ACUTE LEUKEMIA.,204-9,"['MOORE, C V']",['MOORE CV'],['eng'],['Journal Article'],United States,CA Cancer J Clin,CA: a cancer journal for clinicians,0370647,,OM,"['Humans', '*Leukemia', '*Leukemia, Lymphoid', '*Leukemia, Myeloid', 'Neoplasms/*diagnosis/*epidemiology']",,['NLM'],"['*LEUKEMIA, LYMPHOCYTIC', '*LEUKEMIA, MONOCYTIC', '*LEUKEMIA, MYELOCYTIC', '*NEOPLASM DIAGNOSIS', '*NEOPLASM STATISTICS']",1964/09/01 00:00,1964/09/01 00:01,['1964/09/01 00:00'],"['1964/09/01 00:00 [pubmed]', '1964/09/01 00:01 [medline]', '1964/09/01 00:00 [entrez]']",['10.3322/canjclin.14.5.204 [doi]'],ppublish,CA Cancer J Clin. 1964 Sep-Oct;14:204-9. doi: 10.3322/canjclin.14.5.204.,,,,,
14205530,NLM,MEDLINE,19961201,20190501,0007-1447 (Print) 0007-1447 (Linking),2,5419,1964 Nov 14,ISOLATION OF VIRUSES FROM LEUKAEMIC PATIENTS.,1263-4,"['GRIST, N R', 'MATTHEW, H']","['GRIST NR', 'MATTHEW H']",['eng'],['Journal Article'],England,Br Med J,British medical journal,0372673,,OM,"['Animals', '*Haplorhini', '*Kidney', '*Leukemia', '*Mycoplasma', '*Oncogenic Viruses', '*Tissue Culture Techniques', '*Virus Cultivation']",PMC1817202,['NLM'],"['*KIDNEY', '*LEUKEMIA', '*MONKEYS', '*MYCOPLASMA', '*ONCOGENIC VIRUSES', '*TISSUE CULTURE', '*VIRUS CULTIVATION']",1964/11/14 00:00,1964/11/14 00:01,['1964/11/14 00:00'],"['1964/11/14 00:00 [pubmed]', '1964/11/14 00:01 [medline]', '1964/11/14 00:00 [entrez]']",['10.1136/bmj.2.5419.1263 [doi]'],ppublish,Br Med J. 1964 Nov 14;2(5419):1263-4. doi: 10.1136/bmj.2.5419.1263.,,,,,
14205219,NLM,MEDLINE,19961201,20181201,0369-8394 (Print) 0369-8394 (Linking),53,,1964 Mar 26,[LYMPHOGRAPHIC TUMOR DIAGNOSIS].,414-6,"['FUCHS, W A']",['FUCHS WA'],['ger'],['Journal Article'],Switzerland,Praxis,Praxis,0401230,"['Reticuloendotheliosis, X-linked']",OM,"['*Genetic Diseases, X-Linked', 'Humans', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', '*Lymphatic Metastasis', '*Lymphography', '*Lymphoma', 'Neoplasms/*diagnosis', '*Pelvic Neoplasms', '*Retroperitoneal Neoplasms', '*Severe Combined Immunodeficiency']",,['NLM'],"['*LYMPHATIC METASTASIS', '*LYMPHOGRAPHY', '*LYMPHOMA', '*NEOPLASM DIAGNOSIS', '*PELVIC NEOPLASMS', '*RETICULOENDOTHELIOSIS', '*RETROPERITONEAL NEOPLASMS']",1964/03/26 00:00,1964/03/26 00:01,['1964/03/26 00:00'],"['1964/03/26 00:00 [pubmed]', '1964/03/26 00:01 [medline]', '1964/03/26 00:00 [entrez]']",,ppublish,Praxis. 1964 Mar 26;53:414-6.,LYMPHOGRAPHISCHE TUMORDIAGNOSTIK.,,,,
14205185,NLM,MEDLINE,19961201,20181201,0558-471X (Print) 0558-471X (Linking),9,,1964 Sep,[ON THE DISEASES ASSOCIATED WITH HEMORRHAGIC DIATHESIS].,296-309,"['KAWAKITA, Y', 'ISERI, Y', 'NUMATA, K', 'MAEDA, K', 'MAKINO, T', 'KOYAMA, K', 'TAKEKUMA, N']","['KAWAKITA Y', 'ISERI Y', 'NUMATA K', 'MAEDA K', 'MAKINO T', 'KOYAMA K', 'TAKEKUMA N']",['jpn'],['Journal Article'],Japan,Sanfujinka Chiryo,[Sanfujinka chiryo] Obstetrical and gynecological therapy,20540340R,,OM,"['Adolescent', '*Anemia', '*Anemia, Aplastic', '*Hemorrhagic Disorders', 'Humans', '*Leukemia', '*Purpura', '*Purpura, Thrombotic Thrombocytopenic', '*Splenectomy', '*Thrombocytopenia']",,['NLM'],"['*ADOLESCENCE', '*ANEMIA, APLASTIC', '*HEMORRHAGIC DIATHESIS', '*LEUKEMIA', '*PURPURA, THROMBOTIC THROMBOPENIC', '*SPLENECTOMY']",1964/09/01 00:00,1964/09/01 00:01,['1964/09/01 00:00'],"['1964/09/01 00:00 [pubmed]', '1964/09/01 00:01 [medline]', '1964/09/01 00:00 [entrez]']",,ppublish,Sanfujinka Chiryo. 1964 Sep;9:296-309.,,,,,
14204981,NLM,MEDLINE,19961201,20190710,0022-2623 (Print) 0022-2623 (Linking),7,,1964 May,THE ANTILEUKEMIA ACTIVITY OF TYLOCREBRINE.,361-2,"['GELLERT, E', 'RUDZATS, R']","['GELLERT E', 'RUDZATS R']",['eng'],['Journal Article'],United States,J Med Chem,Journal of medicinal chemistry,9716531,"['0 (Alkaloids)', '0 (Antineoplastic Agents)', '0 (Phenanthrenes)', '0 (Tetrahydroisoquinolines)', '6879-02-3 (tylocrebrine)']",OM,"['*Adenocarcinoma', '*Alkaloids', 'Animals', '*Antineoplastic Agents', '*Leukemia L1210', 'Mice', '*Pharmacology', '*Phenanthrenes', '*Research', '*Sarcoma 180', '*Tetrahydroisoquinolines']",,['NLM'],"['*ADENOCARCINOMA', '*ALKALOIDS', '*ANTINEOPLASTIC AGENTS', '*EXPERIMENTAL LAB STUDY', '*LEUKEMIA L1210', '*MICE', '*PHARMACOLOGY', '*SARCOMA 180, CROCKER']",1964/05/01 00:00,1964/05/01 00:01,['1964/05/01 00:00'],"['1964/05/01 00:00 [pubmed]', '1964/05/01 00:01 [medline]', '1964/05/01 00:00 [entrez]']",['10.1021/jm00333a029 [doi]'],ppublish,J Med Chem. 1964 May;7:361-2. doi: 10.1021/jm00333a029.,,,,,
