PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,AB,PMC,RF,CIN,GR,PS,FPS
4408300,NLM,MEDLINE,19741104,20131121,0021-2547 (Print) 0021-2547 (Linking),53,1,1974,Lymphocyte populations in chronic lymphocytic leukemia.,suppl:297,"['Flad, H D', 'Huber, C', 'Bremer, K', 'Huber, H']","['Flad HD', 'Huber C', 'Bremer K', 'Huber H']",['eng'],['Journal Article'],Italy,Boll Ist Sieroter Milan,Bollettino dell'Istituto sieroterapico milanese,17720040R,"['0 (Carbon Radioisotopes)', '0 (Histocompatibility Antigens)', '0 (Immune Sera)', '0 (Immunoglobulin Fragments)', '0 (Iodine Radioisotopes)', '0 (Isoantibodies)', '0 (Lectins)', 'VC2W18DGKR (Thymidine)']",IM,"['Animals', 'Autoradiography', 'Binding Sites, Antibody', 'Carbon Radioisotopes', 'Cell Membrane/immunology', 'Histocompatibility Antigens', 'Humans', 'Immune Sera', 'Immunoglobulin Fragments', 'Iodine Radioisotopes', 'Isoantibodies', 'Lectins/pharmacology', 'Leukemia, Lymphoid/*blood', 'Lymph/cytology', 'Lymphocyte Activation', 'Lymphocytes/*immunology', 'Lymphoma, Non-Hodgkin/blood', 'Rabbits/immunology', 'Thoracic Duct', 'Thymidine/metabolism']",1974/01/01 00:00,1974/01/01 00:01,['1974/01/01 00:00'],"['1974/01/01 00:00 [pubmed]', '1974/01/01 00:01 [medline]', '1974/01/01 00:00 [entrez]']",,ppublish,Boll Ist Sieroter Milan. 1974;53(1):suppl:297.,,,,,,,,
4408256,NLM,MEDLINE,19741112,20161017,0098-7484 (Print) 0098-7484 (Linking),229,12,1974 Sep 16,Letter: Febrile response to cytarabine.,1578,"['Bensinger, T A', 'Fahey, J L', 'Kellon, D B', 'Beutler, E']","['Bensinger TA', 'Fahey JL', 'Kellon DB', 'Beutler E']",['eng'],['Journal Article'],United States,JAMA,JAMA,7501160,['04079A1RDZ (Cytarabine)'],IM,"['Acute Disease', 'Adult', 'Cytarabine/*adverse effects/therapeutic use', 'Female', 'Fever/*chemically induced', 'Humans', 'Leukemia/drug therapy']",1974/09/16 00:00,1974/09/16 00:01,['1974/09/16 00:00'],"['1974/09/16 00:00 [pubmed]', '1974/09/16 00:01 [medline]', '1974/09/16 00:00 [entrez]']",,ppublish,JAMA. 1974 Sep 16;229(12):1578.,,,,,,,,
4408237,NLM,MEDLINE,19741106,20161017,0098-7484 (Print) 0098-7484 (Linking),229,10,1974 Sep 2,Kaposi sarcoma and plasma cell dyscrasia.,1329-31,"['Law, I P']",['Law IP'],['eng'],['Journal Article'],United States,JAMA,JAMA,7501160,['0 (Immunoglobulin G)'],IM,"['Aged', 'Biopsy', 'Blood Protein Disorders/diagnosis', 'Bone Marrow Examination', 'Humans', 'Immunoelectrophoresis', 'Immunoglobulin G', 'Leukemia, Plasma Cell/*complications', 'Male', 'Sarcoma, Kaposi/*complications/pathology', 'Skin/pathology', 'Skin Neoplasms/*complications/pathology']",1974/09/02 00:00,1974/09/02 00:01,['1974/09/02 00:00'],"['1974/09/02 00:00 [pubmed]', '1974/09/02 00:01 [medline]', '1974/09/02 00:00 [entrez]']",,ppublish,JAMA. 1974 Sep 2;229(10):1329-31.,,,,,,,,
4408164,NLM,MEDLINE,19741104,20131121,0021-2547 (Print) 0021-2547 (Linking),53,1,1974,Australia antigen carriers in lympho-reticular proliferative disease in children tested with the DNCB skin test.,suppl:299,"['Halikowski, B', 'Korczowski, R', 'Zajaczkowski, J']","['Halikowski B', 'Korczowski R', 'Zajaczkowski J']",['eng'],['Journal Article'],Italy,Boll Ist Sieroter Milan,Bollettino dell'Istituto sieroterapico milanese,17720040R,"['0 (Hepatitis B Antigens)', '0 (Nitrobenzenes)', '4R7X1O2820 (Chlorine)']",IM,"['Adolescent', 'Blood Transfusion', 'Carrier State', 'Child', 'Child, Preschool', 'Chlorine', 'Hepatitis B Antigens/*analysis', 'Humans', 'Leukemia/*immunology', 'Lymphatic Diseases/*immunology', 'Lymphoma, Non-Hodgkin/*immunology', 'Nitrobenzenes', 'Skin Tests']",1974/01/01 00:00,1974/01/01 00:01,['1974/01/01 00:00'],"['1974/01/01 00:00 [pubmed]', '1974/01/01 00:01 [medline]', '1974/01/01 00:00 [entrez]']",,ppublish,Boll Ist Sieroter Milan. 1974;53(1):suppl:299.,,,,,,,,
4406924,NLM,MEDLINE,19740822,20190511,0027-8874 (Print) 0027-8874 (Linking),52,6,1974 Jun,Effect of chemotherapy with cyclophosphamide on the buoyant density separation and volume distributions of lymphocytes in chronic lymphocytic leukemia and lymphosarcoma.,1691-7,"['Zucker, R M', 'Cassen, B']","['Zucker RM', 'Cassen B']",['eng'],"['Comparative Study', 'Journal Article']",United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,"['0 (Chromatin)', '27432CM55Q (Serum Albumin, Bovine)', '8N3DW7272P (Cyclophosphamide)', 'VB0R961HZT (Prednisone)']",IM,"['Centrifugation, Density Gradient', 'Chromatin', 'Cyclophosphamide/*therapeutic use', 'Electronics, Medical', 'Humans', 'Leukemia, Lymphoid/*blood', 'Leukocyte Count', 'Lymphocytes/cytology/*drug effects', 'Lymphoma, Non-Hodgkin/*blood', 'Prednisone/therapeutic use', 'Serum Albumin, Bovine']",1974/06/01 00:00,1974/06/01 00:01,['1974/06/01 00:00'],"['1974/06/01 00:00 [pubmed]', '1974/06/01 00:01 [medline]', '1974/06/01 00:00 [entrez]']",['10.1093/jnci/52.6.1691 [doi]'],ppublish,J Natl Cancer Inst. 1974 Jun;52(6):1691-7. doi: 10.1093/jnci/52.6.1691.,,,,,,,,
4406651,NLM,MEDLINE,19740726,20211203,0027-8874 (Print) 0027-8874 (Linking),52,5,1974 May,Two-year survey of hematologic malignancies in Uganda.,1397-401,"['Amsel, S', 'Nabembezi, J S']","['Amsel S', 'Nabembezi JS']",['eng'],"['Comparative Study', 'Journal Article']",United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,,IM,"['Adolescent', 'Adult', 'Age Factors', 'Aged', 'Burkitt Lymphoma/epidemiology', 'Child', 'Child, Preschool', 'Female', 'Geography', 'Hodgkin Disease/epidemiology', 'Humans', 'Infant', 'Leukemia/*epidemiology', 'Lymphatic Diseases/epidemiology', 'Lymphoma/*epidemiology', 'Lymphoma, Non-Hodgkin/epidemiology', 'Male', 'Middle Aged', 'Multiple Myeloma/epidemiology', 'Racial Groups', 'Sex Factors', 'Uganda']",1974/05/01 00:00,1974/05/01 00:01,['1974/05/01 00:00'],"['1974/05/01 00:00 [pubmed]', '1974/05/01 00:01 [medline]', '1974/05/01 00:00 [entrez]']",['10.1093/jnci/52.5.1397 [doi]'],ppublish,J Natl Cancer Inst. 1974 May;52(5):1397-401. doi: 10.1093/jnci/52.5.1397.,,,,,,,,
4406571,NLM,MEDLINE,19740731,20190903,0022-2720 (Print) 0022-2720 (Linking),100,2,1974 Mar,Complementary freeze-etch replicas by adapting the Denton apposed specimen tooling to the Balzers unit.,169-75,"['Demsey, A', 'Frank, H', 'Schwarz, H', 'Henne, E']","['Demsey A', 'Frank H', 'Schwarz H', 'Henne E']",['eng'],['Journal Article'],England,J Microsc,Journal of microscopy,0204522,,IM,"['Animals', 'Cell Nucleus', 'Cells, Cultured', 'Freeze Etching/*instrumentation', 'Friend murine leukemia virus', 'Methods', 'Mice', 'Specimen Handling/instrumentation']",1974/03/01 00:00,1974/03/01 00:01,['1974/03/01 00:00'],"['1974/03/01 00:00 [pubmed]', '1974/03/01 00:01 [medline]', '1974/03/01 00:00 [entrez]']",['10.1111/j.1365-2818.1974.tb03926.x [doi]'],ppublish,J Microsc. 1974 Mar;100(2):169-75. doi: 10.1111/j.1365-2818.1974.tb03926.x.,,,,,,,,
4406463,NLM,MEDLINE,19740712,20190501,0007-1447 (Print) 0007-1447 (Linking),2,5913,1974 May 4,Hodgkin's disease in patients with previous infectious mononucleosis: 30 years' experience.,253-6,"['Rosdahl, N', 'Larsen, S O', 'Clemmesen, J']","['Rosdahl N', 'Larsen SO', 'Clemmesen J']",['eng'],['Journal Article'],England,Br Med J,British medical journal,0372673,"['0 (Antibodies, Heterophile)']",IM,"['Adolescent', 'Adult', 'Age Factors', 'Aged', 'Antibodies, Heterophile/*analysis', 'Child', 'Child, Preschool', 'Denmark', 'Female', 'Hemagglutination Tests', 'Hodgkin Disease/*complications/epidemiology/immunology', 'Humans', 'Infectious Mononucleosis/*complications/epidemiology/immunology', 'Male', 'Medical Records', 'Middle Aged', 'Population Surveillance', 'Sex Factors']",1974/05/04 00:00,1974/05/04 00:01,['1974/05/04 00:00'],"['1974/05/04 00:00 [pubmed]', '1974/05/04 00:01 [medline]', '1974/05/04 00:00 [entrez]']",['10.1136/bmj.2.5913.253 [doi]'],ppublish,Br Med J. 1974 May 4;2(5913):253-6. doi: 10.1136/bmj.2.5913.253.,,"Seventeen out of 17,073 people in Denmark who had had a positive reaction to a Paul-Bunnell test between the years 1940 and 1969 developed Hodgkin's disease after an interval of at least 12 months. This number was significantly (P < 0.0002) greater than the expected number of two women and four men. Sixteen of those developing Hodgkin's disease were men. Case records, which were available for 12 of them, confirmed that they had had infectious mononucleosis. The number of cases of leukaemia that developed in the sample population was no greater than expected.",PMC1610532,,,,,
4406393,NLM,MEDLINE,19740625,20190713,0032-5481 (Print) 0032-5481 (Linking),55,5,1974 May,Erythrocyte antibodies in autoimmune hemolytic anemia.,63-8,"['Costea, N', 'Eipe, J']","['Costea N', 'Eipe J']",['eng'],['Journal Article'],England,Postgrad Med,Postgraduate medicine,0401147,"['0 (Autoantibodies)', '0 (Immunoglobulin Fc Fragments)', '0 (Immunoglobulin G)', '0 (Penicillins)', '56LH93261Y (Methyldopa)', '63-84-3 (Dihydroxyphenylalanine)', 'RFM9X3LJ49 (Bilirubin)']",IM,"['Anemia, Hemolytic, Autoimmune/*blood/diagnosis', 'Antibody Specificity', 'Autoantibodies/*analysis', 'Bilirubin/blood', 'Bone Marrow Examination', 'Cold Temperature', 'Complement Fixation Tests', 'Coombs Test', 'Dihydroxyphenylalanine/adverse effects', 'Erythrocytes/*immunology', 'Hemagglutination Tests', 'Humans', 'Immunoglobulin Fc Fragments', 'Immunoglobulin G/analysis', 'Leukemia, Lymphoid', 'Lymphoma, Non-Hodgkin/immunology', 'Macrophages/immunology', 'Methyldopa/adverse effects', 'Penicillins/adverse effects', 'Phagocytosis', 'Spleen/pathology']",1974/05/01 00:00,1974/05/01 00:01,['1974/05/01 00:00'],"['1974/05/01 00:00 [pubmed]', '1974/05/01 00:01 [medline]', '1974/05/01 00:00 [entrez]']",['10.1080/00325481.1974.11713754 [doi]'],ppublish,Postgrad Med. 1974 May;55(5):63-8. doi: 10.1080/00325481.1974.11713754.,,,,,,,,
4406382,NLM,MEDLINE,19740620,20150216,0028-3843 (Print) 0028-3843 (Linking),8,2,1974 Mar-Apr,[Value of cerebrospinal fluid examination in the diagnosis of leukemia].,215-9,"['Patek-Ciszewska, L']",['Patek-Ciszewska L'],['pol'],['Journal Article'],Poland,Neurol Neurochir Pol,Neurologia i neurochirurgia polska,0101265,"['0 (Adrenal Cortex Hormones)', '0 (Antimetabolites)', '0 (Cerebrospinal Fluid Proteins)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Adrenal Cortex Hormones/pharmacology/therapeutic use', 'Antimetabolites/pharmacology/therapeutic use', 'Central Nervous System/drug effects', 'Cerebrospinal Fluid/*cytology', 'Cerebrospinal Fluid Proteins/analysis', 'Humans', 'Injections, Spinal', 'Leukemia/cerebrospinal fluid/*diagnosis/drug therapy', 'Methotrexate/administration & dosage/therapeutic use', 'Neurologic Manifestations', 'Remission, Spontaneous']",1974/03/01 00:00,1974/03/01 00:01,['1974/03/01 00:00'],"['1974/03/01 00:00 [pubmed]', '1974/03/01 00:01 [medline]', '1974/03/01 00:00 [entrez]']",,ppublish,Neurol Neurochir Pol. 1974 Mar-Apr;8(2):215-9.,Wartosc badania plynu mozgowo-rdzeniowego w diagnostyce bialaczek.,,,,,,,
4405947,NLM,MEDLINE,19740405,20190824,0091-2700 (Print) 0091-2700 (Linking),14,2,1974 Feb-Mar,Androgens and erythropoiesis.,94-101,"['Evens, R P', 'Amerson, A B']","['Evens RP', 'Amerson AB']",['eng'],['Journal Article'],England,J Clin Pharmacol,Journal of clinical pharmacology,0366372,"['0 (Adrenal Cortex Hormones)', '0 (Androgens)', '0 (Androstanols)', '0 (Glucocorticoids)', '3XMK78S47O (Testosterone)', '4R1VB9P8V3 (Stanozolol)', '6PG9VR430D (Nandrolone)', '9JU12S4YFY (Fluoxymesterone)', 'COZ1R7EOCC (Methandrostenolone)', 'V9EFU16ZIF (Methyltestosterone)']",IM,"['Adrenal Cortex Hormones/therapeutic use', 'Androgens/adverse effects/*pharmacology', 'Androstanols/therapeutic use', 'Anemia, Aplastic/drug therapy', 'Bone Marrow/physiology', 'Chemical and Drug Induced Liver Injury', 'Costs and Cost Analysis', 'Dose-Response Relationship, Drug', 'Erythropoiesis/*drug effects', 'Fluoxymesterone/therapeutic use', 'Glucocorticoids/therapeutic use', 'Humans', 'Leukemia', 'Methandrostenolone/therapeutic use', 'Methyltestosterone/therapeutic use', 'Nandrolone/therapeutic use', 'Stanozolol/therapeutic use', 'Testosterone/therapeutic use', 'Time Factors']",1974/02/01 00:00,1974/02/01 00:01,['1974/02/01 00:00'],"['1974/02/01 00:00 [pubmed]', '1974/02/01 00:01 [medline]', '1974/02/01 00:00 [entrez]']",['10.1002/j.1552-4604.1974.tb02298.x [doi]'],ppublish,J Clin Pharmacol. 1974 Feb-Mar;14(2):94-101. doi: 10.1002/j.1552-4604.1974.tb02298.x.,,,,,,,,
4405885,NLM,MEDLINE,19740403,20170908,0002-9394 (Print) 0002-9394 (Linking),77,2,1974 Feb,Congenital corneal leukomas. 2. Histopathologic findings in 19 eyes with central defect in Descemet's membrane.,192-206,"['Townsend, W M', 'Font, R L', 'Zimmerman, L E']","['Townsend WM', 'Font RL', 'Zimmerman LE']",['eng'],['Journal Article'],United States,Am J Ophthalmol,American journal of ophthalmology,0370500,,IM,"['Abnormalities, Multiple', 'Adolescent', 'Cataract/complications', 'Cornea/*abnormalities', 'Descemet Membrane/*abnormalities/pathology', 'Eye Neoplasms/*genetics/pathology', 'Female', 'Glaucoma/complications', 'Humans', 'Infant', 'Infant, Newborn', 'Infant, Newborn, Diseases/mortality', 'Leukemia/complications/*genetics/pathology', 'Male', 'Mesoderm/abnormalities', 'Microphthalmos/complications', 'Retinopathy of Prematurity/complications']",1974/02/01 00:00,1974/02/01 00:01,['1974/02/01 00:00'],"['1974/02/01 00:00 [pubmed]', '1974/02/01 00:01 [medline]', '1974/02/01 00:00 [entrez]']",['0002-9394(74)90673-4 [pii]'],ppublish,Am J Ophthalmol. 1974 Feb;77(2):192-206.,,,,,,,,
4405830,NLM,MEDLINE,19740321,20161017,0098-7484 (Print) 0098-7484 (Linking),227,6,1974 Feb 11,Letter: Surgically created arteriovenous fistulas.,657,"['Steckler, R M']",['Steckler RM'],['eng'],['Journal Article'],United States,JAMA,JAMA,7501160,,IM,"['Acute Disease', '*Arteriovenous Shunt, Surgical', 'Humans', 'Leukemia/therapy', 'Surgical Procedures, Operative', 'Thrombophlebitis/prevention & control']",1974/02/11 00:00,1974/02/11 00:01,['1974/02/11 00:00'],"['1974/02/11 00:00 [pubmed]', '1974/02/11 00:01 [medline]', '1974/02/11 00:00 [entrez]']",,ppublish,JAMA. 1974 Feb 11;227(6):657.,,,,,,,,
4405498,NLM,MEDLINE,19730329,20211203,0027-8874 (Print) 0027-8874 (Linking),49,5,1972 Nov,Resistance to Friend leukemia virus in mice: effect of immunosuppression.,1283-93,"['Stutman, O', 'Dupuy, J M']","['Stutman O', 'Dupuy JM']",['eng'],['Journal Article'],United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,['0 (Antilymphocyte Serum)'],IM,"['Animals', 'Antilymphocyte Serum/pharmacology', 'Cell Transformation, Neoplastic', 'Female', 'Friend murine leukemia virus/*immunology/isolation & purification', 'Graft vs Host Reaction', 'Immunity, Cellular', 'Immunogenetics', '*Immunosuppression Therapy', 'Leukemia, Experimental/*immunology', 'Male', 'Mice', 'Mice, Inbred Strains', 'Rabbits/immunology', 'Spleen/immunology/microbiology/transplantation', 'Transplantation, Homologous', 'Virus Replication']",1972/11/01 00:00,1972/11/01 00:01,['1972/11/01 00:00'],"['1972/11/01 00:00 [pubmed]', '1972/11/01 00:01 [medline]', '1972/11/01 00:00 [entrez]']",,ppublish,J Natl Cancer Inst. 1972 Nov;49(5):1283-93.,,,,,,,,
4405359,NLM,MEDLINE,19730319,20211203,0036-8075 (Print) 0036-8075 (Linking),179,4075,1973 Feb 23,Graft versus leukemia: quantification of adoptive immunotherapy in murine leukemia.,811-3,"['Bortin, M M', 'Rimm, A A', 'Saltzstein, E C']","['Bortin MM', 'Rimm AA', 'Saltzstein EC']",['eng'],['Journal Article'],United States,Science,"Science (New York, N.Y.)",0404511,,IM,"['Animals', 'Hematopoietic Stem Cell Transplantation', 'Immunity, Cellular', 'Immunity, Maternally-Acquired', '*Immunization, Passive', 'Immunosuppression Therapy', '*Immunotherapy', 'Leukemia, Experimental', 'Leukemia, Lymphoid/immunology/mortality/*therapy', 'Lymphocytes/immunology', 'Mice', 'Mice, Inbred AKR', 'Mice, Inbred C57BL', 'Mice, Inbred CBA', 'Mice, Inbred DBA', 'Radiation Chimera', 'Spleen/cytology/immunology', 'Transplantation, Homologous']",1973/02/23 00:00,1973/02/23 00:01,['1973/02/23 00:00'],"['1973/02/23 00:00 [pubmed]', '1973/02/23 00:01 [medline]', '1973/02/23 00:00 [entrez]']",['10.1126/science.179.4075.811 [doi]'],ppublish,Science. 1973 Feb 23;179(4075):811-3. doi: 10.1126/science.179.4075.811.,,"Quantification of the antileukemic reactivity of transplanted immunocompetent cells from various allogeneic donors was achieved against a long-passage lymphocytic leukemia of AKR mice. Adoptive immunotherapy was the exclusive antileukemic treatment. Cells from DBA/2 donors exhibited maximal antileukemic effect, inactivating up to an estimated 10(7) leukemia cells. The cellular events were interpreted by using a theoretical cytokinetic construct.",,,,,,
4405149,NLM,MEDLINE,19730305,20131121,0041-1345 (Print) 0041-1345 (Linking),4,4,1972 Dec,Leukemic transformation of engrafted human marrow.,567-70,"['Thomas, E D', 'Bryant, J I', 'Buckner, C D', 'Clift, R A', 'Fefer, A', 'Neiman, P', 'Ramberg, R E', 'Storb, R']","['Thomas ED', 'Bryant JI', 'Buckner CD', 'Clift RA', 'Fefer A', 'Neiman P', 'Ramberg RE', 'Storb R']",['eng'],['Journal Article'],United States,Transplant Proc,Transplantation proceedings,0243532,"['0 (Cobalt Isotopes)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['*Bone Marrow Cells', '*Bone Marrow Transplantation', '*Cell Transformation, Neoplastic', 'Cobalt Isotopes', 'Female', 'Graft vs Host Reaction/drug effects', '*Histocompatibility', 'Histocompatibility Testing', 'Humans', 'Leukemia, Lymphoid/*therapy', 'Lymphocyte Culture Test, Mixed', 'Male', 'Methotrexate/therapeutic use', 'Radiation Chimera', 'Radioisotope Teletherapy']",1972/12/01 00:00,1972/12/01 00:01,['1972/12/01 00:00'],"['1972/12/01 00:00 [pubmed]', '1972/12/01 00:01 [medline]', '1972/12/01 00:00 [entrez]']",,ppublish,Transplant Proc. 1972 Dec;4(4):567-70.,,,,,,,,
4405147,NLM,MEDLINE,19730305,20131121,0041-1345 (Print) 0041-1345 (Linking),4,4,1972 Dec,The use of cyclophosphamide for clinical marrow transplantation.,559-64,"['Santos, G W', 'Sensenbrenner, L L', 'Burke, P J', 'Mullins, G M', 'Blas, W B', 'Tutschka, P J', 'Slavin, R E']","['Santos GW', 'Sensenbrenner LL', 'Burke PJ', 'Mullins GM', 'Blas WB', 'Tutschka PJ', 'Slavin RE']",['eng'],['Journal Article'],United States,Transplant Proc,Transplantation proceedings,0243532,['8N3DW7272P (Cyclophosphamide)'],IM,"['Alopecia/chemically induced', 'Anemia, Aplastic/therapy', '*Bone Marrow Cells', '*Bone Marrow Transplantation', 'Cyclophosphamide/adverse effects/*therapeutic use', 'Diuresis/drug effects', 'Erythrocytes/immunology', 'Graft vs Host Reaction/drug effects', 'Heart Diseases/chemically induced', 'Histocompatibility Testing', 'Hodgkin Disease/therapy', 'Karyotyping', 'Leukemia, Lymphoid/therapy', 'Leukemia, Monocytic, Acute/*therapy', 'Leukemia, Myeloid, Acute/*therapy', 'Necrosis', 'Transplantation Immunology', 'Transplantation, Homologous']",1972/12/01 00:00,1972/12/01 00:01,['1972/12/01 00:00'],"['1972/12/01 00:00 [pubmed]', '1972/12/01 00:01 [medline]', '1972/12/01 00:00 [entrez]']",,ppublish,Transplant Proc. 1972 Dec;4(4):559-64.,,,,,,,,
4405058,NLM,MEDLINE,19730302,20041117,0036-7672 (Print) 0036-7672 (Linking),102,44,1972 Nov 4,[Bone marrow transplantation. Recent progress and current indications].,1581-3,"['Jeannet, M']",['Jeannet M'],['ger'],['Journal Article'],Switzerland,Schweiz Med Wochenschr,Schweizerische medizinische Wochenschrift,0404401,"['0 (ABO Blood-Group System)', '0 (Immunosuppressive Agents)']",IM,"['ABO Blood-Group System', 'Anemia, Aplastic/*therapy', '*Bone Marrow Transplantation', 'Graft vs Host Reaction', 'Histocompatibility Testing', 'Humans', 'Immunologic Deficiency Syndromes/*therapy', 'Immunosuppressive Agents/therapeutic use', 'Leukemia/therapy', 'Remission, Spontaneous', 'Transplantation, Homologous']",1972/11/04 00:00,1972/11/04 00:01,['1972/11/04 00:00'],"['1972/11/04 00:00 [pubmed]', '1972/11/04 00:01 [medline]', '1972/11/04 00:00 [entrez]']",,ppublish,Schweiz Med Wochenschr. 1972 Nov 4;102(44):1581-3.,La transplantation de moelle osseuse. Progres recents et indications actuelles.,,,,,,,
4405057,NLM,MEDLINE,19730302,20041117,0036-7672 (Print) 0036-7672 (Linking),102,44,1972 Nov 4,Treatment of leukemia and aplastic anemia with histocompatible allogeneic bone marrow transplantation. A review.,1573-81,"['Graw, R G Jr', 'Herzig, G P']","['Graw RG Jr', 'Herzig GP']",['eng'],"['Journal Article', 'Review']",Switzerland,Schweiz Med Wochenschr,Schweizerische medizinische Wochenschrift,0404401,['0 (ABO Blood-Group System)'],IM,"['ABO Blood-Group System', 'Acute Disease', 'Adolescent', 'Adult', 'Anemia, Aplastic/*therapy', '*Bone Marrow Transplantation', 'Child', 'Female', 'Graft vs Host Reaction', 'Hematopoiesis', 'Histocompatibility Testing', 'Humans', 'Leukemia/*therapy', 'Male', 'Tissue Donors', 'Transplantation, Homologous']",1972/11/04 00:00,2001/03/28 10:01,['1972/11/04 00:00'],"['1972/11/04 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1972/11/04 00:00 [entrez]']",,ppublish,Schweiz Med Wochenschr. 1972 Nov 4;102(44):1573-81.,,,,63,,,,
