PMID,OWN,STAT,DCOM,LR,IS,VI,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,OTO,OT,EDAT,MHDA,CRDT,PHST,PST,SO,RN,AID,PMC,IP,OID,TT,AB,RF
14364090,NLM,MEDLINE,20030501,20181201,0028-7091 (Print) 0028-7091 (Linking),31,1955 May,Occurrence of myeloid leukemia in patients with metastatic thyroid carcinoma following prolonged massive radioiodine therapy.,410,"['SEIDLIN, S M', 'SIEGEL, E', 'MELAMED, S', 'YALOW, A A']","['SEIDLIN SM', 'SIEGEL E', 'MELAMED S', 'YALOW AA']",['eng'],['Journal Article'],United States,Bull N Y Acad Med,Bulletin of the New York Academy of Medicine,7505398,OM,"['*Carcinoma', 'Humans', '*Iodine', '*Iodine Radioisotopes', '*Leukemia', 'Leukemia, Myeloid/*etiology', '*Neoplasms', '*Thyroid Gland', '*Thyroid Neoplasms']",['NLM'],"['*IODINE/radioactive', '*LEUKEMIA, MYELOCYTIC/etiology and pathogenesis', '*THYROID GLAND/neoplasms']",1955/05/01 00:00,1955/05/01 00:01,['1955/05/01 00:00'],"['1955/05/01 00:00 [pubmed]', '1955/05/01 00:01 [medline]', '1955/05/01 00:00 [entrez]']",ppublish,Bull N Y Acad Med. 1955 May;31(5):410.,"['0 (Iodine Radioisotopes)', '9679TC07X4 (Iodine)']",,,5,['CLML: 5528:14924:304:325:563'],,,
14363905,NLM,MEDLINE,20030501,20181201,0007-1447 (Print) 0007-1447 (Linking),1,1955 Jun 4,TRIETHYLENE-MELAMINE.,1380-1,,,['eng'],['Journal Article'],England,Br Med J,British medical journal,0372673,OM,"['Hodgkin Disease/*therapy', 'Leukemia/*therapy', 'Lymphoma/*therapy', 'Triazines', 'Triethylenemelamine/*therapeutic use']",['NLM'],"[""*HODGKIN'S DISEASE/therapy"", '*LEUKEMIA/therapy', '*LYMPHOMA/therapy', '*TRIETHYLENE MELAMINE/therapeutic use']",1955/06/04 00:00,1955/06/04 00:01,['1955/06/04 00:00'],"['1955/06/04 00:00 [pubmed]', '1955/06/04 00:01 [medline]', '1955/06/04 00:00 [entrez]']",ppublish,Br Med J. 1955 Jun 4;1(4926):1380-1.,"['0 (Triazines)', 'F7IY6HZG9D (Triethylenemelamine)', 'N3GP2YSD88 (melamine)']",,,4926,['CLML: 5528:14739:276:324:342:572'],,,
14363809,NLM,MEDLINE,20030501,20190501,0007-1447 (Print) 0007-1447 (Linking),1,1955 May 7,Erytiraemic myelosis terminating in erythroleukaemia.,1124-5,"['HINDMARSH, J R', 'WICKHAM, T A']","['HINDMARSH JR', 'WICKHAM TA']","['eng', 'ita']",['Journal Article'],England,Br Med J,British medical journal,0372673,OM,"['*Anemia', 'Anemia, Myelophthisic/*physiology', '*Leukemia', '*Leukemia, Erythroblastic, Acute', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive', '*Leukemia, Myeloid', '*Polycythemia Vera']",['NLM'],"['*ANEMIA, LEUKOERYTHROBLASTIC/physiology', '*LEUKEMIA', '*POLYCYTHEMIA VERA']",1955/05/07 00:00,1955/05/07 00:01,['1955/05/07 00:00'],"['1955/05/07 00:00 [pubmed]', '1955/05/07 00:01 [medline]', '1955/05/07 00:00 [entrez]']",ppublish,Br Med J. 1955 May 7;1(4922):1124-5. doi: 10.1136/bmj.1.4922.1124.,,['10.1136/bmj.1.4922.1124 [doi]'],PMC2061849,4922,['CLML: 5528:14643:34:324:453'],,,
14363808,NLM,MEDLINE,20030501,20190501,0007-1447 (Print) 0007-1447 (Linking),1,1955 May 7,Treatment of leukaemia and allied disorders with 6-mercaptopurine.,1119-24,"['FOUNTAIN, J R']",['FOUNTAIN JR'],['eng'],['Journal Article'],England,Br Med J,British medical journal,0372673,OM,"['*Arylsulfonates', 'Leukemia/*therapy', '*Mercaptopurine', 'Purines/*therapeutic use']",['NLM'],"['*LEUKEMIA/therapy', '*PURINES/therapeutic use']",1955/05/07 00:00,1955/05/07 00:01,['1955/05/07 00:00'],"['1955/05/07 00:00 [pubmed]', '1955/05/07 00:01 [medline]', '1955/05/07 00:00 [entrez]']",ppublish,Br Med J. 1955 May 7;1(4922):1119-24. doi: 10.1136/bmj.1.4922.1119.,"['0 (Arylsulfonates)', '0 (Purines)', '2589ET7417 (metsulfuron methyl)', 'E7WED276I5 (Mercaptopurine)', 'W60KTZ3IZY (purine)']",['10.1136/bmj.1.4922.1119 [doi]'],PMC2061872,4922,['CLML: 5528:14642:324:477'],,,
14363737,NLM,MEDLINE,20030501,20190501,0007-1447 (Print) 0007-1447 (Linking),1,1955 Apr 9,Ten-year recovery from chronic lymphocytic leukaemia.,877-9,"['SCHOTT, M']",['SCHOTT M'],"['eng', 'ita']",['Journal Article'],England,Br Med J,British medical journal,0372673,OM,"['Humans', '*Leukemia', '*Leukemia, Lymphocytic, Chronic, B-Cell', 'Leukemia, Lymphoid/*therapy', '*Lymphatic Vessels', '*Radiation', '*Radiotherapy', 'Spleen/*radiation effects']",['NLM'],"['*LEUKEMIA, LYMPHATIC/therapy', '*RADIOTHERAPY', '*SPLEEN/effect of radiations on']",1955/04/09 00:00,1955/04/09 00:01,['1955/04/09 00:00'],"['1955/04/09 00:00 [pubmed]', '1955/04/09 00:01 [medline]', '1955/04/09 00:00 [entrez]']",ppublish,Br Med J. 1955 Apr 9;1(4918):877-9. doi: 10.1136/bmj.1.4918.877.,,['10.1136/bmj.1.4918.877 [doi]'],PMC2061603,4918,['CLML: 5528:14571:324:483:529'],,,
14363736,NLM,MEDLINE,20030501,20190501,0007-1447 (Print) 0007-1447 (Linking),1,1955 Apr 9,Desacetylmethylcolchicine in treatment of myeloid leukaemia.,874-7,"['LEONARD, B J', 'WILKINSON, J F']","['LEONARD BJ', 'WILKINSON JF']",['eng'],['Journal Article'],England,Br Med J,British medical journal,0372673,OM,"['*Antineoplastic Agents', 'Colchicine/analogs & derivatives', '*Leukemia', 'Leukemia, Myeloid/*therapy']",['NLM'],"['*COLCHICINE/derivatives', '*LEUKEMIA, MYELOCYTIC/therapy']",1955/04/09 00:00,1955/04/09 00:01,['1955/04/09 00:00'],"['1955/04/09 00:00 [pubmed]', '1955/04/09 00:01 [medline]', '1955/04/09 00:00 [entrez]']",ppublish,Br Med J. 1955 Apr 9;1(4918):874-7. doi: 10.1136/bmj.1.4918.874.,"['0 (Antineoplastic Agents)', 'SML2Y3J35T (Colchicine)']",['10.1136/bmj.1.4918.874 [doi]'],PMC2061594,4918,['CLML: 5528:14570:147:325'],,,
14363708,NLM,MEDLINE,20030501,20191107,0366-0869 (Print) 0366-0869 (Linking),49,1955 Apr,Letterer-Siwe's disease; report of a case with pulmonary manifestations.,139-41,"['BARTER, G A', 'CORRIDAN, J P', 'MAGNER, J W']","['BARTER GA', 'CORRIDAN JP', 'MAGNER JW']",['eng'],['Journal Article'],England,Br J Tuberc Dis Chest,The British journal of tuberculosis and diseases of the chest,15740080R,OM,"['*Genetic Diseases, X-Linked', 'Histiocytosis, Langerhans-Cell', '*Leukemia, Hairy Cell', '*Lung', '*Lymphatic Diseases', '*Severe Combined Immunodeficiency']",['NLM'],"['*LUNGS', '*RETICULOENDOTHELIOSIS']",1955/04/01 00:00,1955/04/01 00:01,['1955/04/01 00:00'],"['1955/04/01 00:00 [pubmed]', '1955/04/01 00:01 [medline]', '1955/04/01 00:00 [entrez]']",ppublish,Br J Tuberc Dis Chest. 1955 Apr;49(2):139-41. doi: 10.1016/s0366-0869(55)80093-7.,"['Familial Letterer-Siwe disease', 'Reticuloendotheliosis, X-linked']",['10.1016/s0366-0869(55)80093-7 [doi]'],,2,['CLML: 5528:14542:338:492'],,,
14363488,NLM,MEDLINE,20030501,20181201,0037-8771 (Print) 0037-8771 (Linking),30,1954 Aug-Nov,[Immunobiologic research on acute leukemia with antilymphoid and antigranuloblastic sera].,1208-11,"['BIANCHINI, E']",['BIANCHINI E'],['ita'],['Journal Article'],Italy,Boll Soc Ital Biol Sper,Bollettino della Societa italiana di biologia sperimentale,7506962,OM,"['*Acute Disease', 'Humans', '*Immune Sera', 'Leukemia/*blood', '*Oxidation-Reduction', '*Research']",['NLM'],"['*IMMUNE SERUMS', '*LEUKEMIA/blood in']",1954/08/01 00:00,1954/08/01 00:01,['1954/08/01 00:00'],"['1954/08/01 00:00 [pubmed]', '1954/08/01 00:01 [medline]', '1954/08/01 00:00 [entrez]']",ppublish,Boll Soc Ital Biol Sper. 1954 Aug-Nov;30(8-11):1208-11.,['0 (Immune Sera)'],,,8-11,['CLML: 5528:14322:290:324'],Ricerche immunobiologiche sulla leucemia acuta con sieri antilinfoide ed antigranuloblastico.,,
14363465,NLM,MEDLINE,20030501,20181201,0037-8771 (Print) 0037-8771 (Linking),30,1954 Aug-Nov,"[Experimental hemopathy of the mouse, with aspect of lymphoid leukemia, homologously transmissible].",1157-60,"['AVEZZU, G', 'PAGANELLI, F']","['AVEZZU G', 'PAGANELLI F']",['ita'],['Journal Article'],Italy,Boll Soc Ital Biol Sper,Bollettino della Societa italiana di biologia sperimentale,7506962,OM,"['Animals', '*Leukemia, Experimental', '*Leukemia, Lymphoid', 'Mice']",['NLM'],['*LEUKEMIA/experimental'],1954/08/01 00:00,1954/08/01 00:01,['1954/08/01 00:00'],"['1954/08/01 00:00 [pubmed]', '1954/08/01 00:01 [medline]', '1954/08/01 00:00 [entrez]']",ppublish,Boll Soc Ital Biol Sper. 1954 Aug-Nov;30(8-11):1157-60.,,,,8-11,['CLML: 5528:14299:324'],"Emopatia sperimentale del topino, con aspetto di leucosi linfoide, omologamente trasmissible.",,
14363335,NLM,MEDLINE,20030501,20210216,0006-4971 (Print) 0006-4971 (Linking),10,1955 May,Metastatic acropachy in lymphatic leukemia.,545-9,"['CALVERT, R J', 'SMITH, E']","['CALVERT RJ', 'SMITH E']",['eng'],['Journal Article'],United States,Blood,Blood,7603509,OM,"['*Bone Diseases', '*Fingers', '*Leukemia', 'Leukemia, Lymphoid/*complications', '*Neoplasms', 'Rhinophyma/*etiology']",['NLM'],"['*FINGERS', '*LEUKEMIA, LYMPHATIC/complications', '*RHINOPHYMA/etiology and pathogenesis']",1955/05/01 00:00,1955/05/01 00:01,['1955/05/01 00:00'],"['1955/05/01 00:00 [pubmed]', '1955/05/01 00:01 [medline]', '1955/05/01 00:00 [entrez]']",ppublish,Blood. 1955 May;10(5):545-9.,,['S0006-4971(20)78314-X [pii]'],,5,['CLML: 5528:14169:227:324:496'],,,
14363331,NLM,MEDLINE,20030501,20210216,0006-4971 (Print) 0006-4971 (Linking),10,1955 May,Myeloblastic leukemia preceded by prolonged hematologic disorder.,502-9,"['WILLIAMS, M J']",['WILLIAMS MJ'],['eng'],['Journal Article'],United States,Blood,Blood,7603509,OM,"['*Hematologic Diseases', 'Humans', '*Leukemia', '*Leukemia, Myeloid', '*Leukemia, Myelomonocytic, Acute']",['NLM'],"['*LEUKEMIA, MYELOCYTIC']",1955/05/01 00:00,1955/05/01 00:01,['1955/05/01 00:00'],"['1955/05/01 00:00 [pubmed]', '1955/05/01 00:01 [medline]', '1955/05/01 00:00 [entrez]']",ppublish,Blood. 1955 May;10(5):502-9.,,['S0006-4971(20)78310-2 [pii]'],,5,['CLML: 5528:14165:324'],,,
14363328,NLM,MEDLINE,20030501,20210216,0006-4971 (Print) 0006-4971 (Linking),10,1955 May,Response of patients with leukemia to 8-azaguanine.,482-92,"['COLSKY, J', 'MEISELAS, L E', 'ROSEN, S J', 'SCHULMAN, I']","['COLSKY J', 'MEISELAS LE', 'ROSEN SJ', 'SCHULMAN I']",['eng'],['Journal Article'],United States,Blood,Blood,7603509,OM,"['*Azaguanine', 'Guanine/*antagonists & inhibitors', 'Leukemia/*therapy']",['NLM'],"['*GUANINE/antagonists', '*LEUKEMIA/therapy']",1955/05/01 00:00,1955/05/01 00:01,['1955/05/01 00:00'],"['1955/05/01 00:00 [pubmed]', '1955/05/01 00:01 [medline]', '1955/05/01 00:00 [entrez]']",ppublish,Blood. 1955 May;10(5):482-92.,"['5Z93L87A1R (Guanine)', 'Q150359I72 (Azaguanine)']",['S0006-4971(20)78307-2 [pii]'],,5,['CLML: 5528:14162:252:324'],,,
14363326,NLM,MEDLINE,20030501,20210216,0006-4971 (Print) 0006-4971 (Linking),10,1955 May,Comparative incorporation of S35 l-cystine and S35 sodium sulfate by normal and leukemic leukocytes.,458-66,"['WEISBERGER, A S', 'SUHRLAND, L G']","['WEISBERGER AS', 'SUHRLAND LG']",['eng'],['Journal Article'],United States,Blood,Blood,7603509,OM,"['Cystine/*metabolism', 'Humans', 'Leukemia/*blood', '*Leukocytes', '*Sulfates', '*Sulfur', '*Sulfur Radioisotopes']",['NLM'],"['*CYSTINE/metabolism', '*LEUKEMIA/blood in', '*LEUKOCYTES', '*SULFUR/radioactive']",1955/05/01 00:00,1955/05/01 00:01,['1955/05/01 00:00'],"['1955/05/01 00:00 [pubmed]', '1955/05/01 00:01 [medline]', '1955/05/01 00:00 [entrez]']",ppublish,Blood. 1955 May;10(5):458-66.,"['0 (Sulfates)', '0 (Sulfur Radioisotopes)', '0YPR65R21J (sodium sulfate)', '48TCX9A1VT (Cystine)', '70FD1KFU70 (Sulfur)']",['S0006-4971(20)78305-9 [pii]'],,5,['CLML: 5528:14160:164:324:325:544'],,,
14363313,NLM,MEDLINE,20030501,20210216,0006-4971 (Print) 0006-4971 (Linking),10,1955 Apr,Particulate component in the blood plasma of mice with transplantable leukemia.,325-33,"['DE ROBERTIS, E', 'CANZANI, R', 'GASIC, G', 'EPSTEIN, B']","['DE ROBERTIS E', 'CANZANI R', 'GASIC G', 'EPSTEIN B']",['eng'],['Journal Article'],United States,Blood,Blood,7603509,OM,"['Animals', '*Leukemia', '*Leukemia, Experimental', 'Mice', '*Plasma', '*Transplants']",['NLM'],['*LEUKEMIA/experimental'],1955/04/01 00:00,1955/04/01 00:01,['1955/04/01 00:00'],"['1955/04/01 00:00 [pubmed]', '1955/04/01 00:01 [medline]', '1955/04/01 00:00 [entrez]']",ppublish,Blood. 1955 Apr;10(4):325-33.,,['S0006-4971(20)74821-4 [pii]'],,4,['CLML: 5528:14147:324'],,,
14362268,NLM,MEDLINE,20030501,20190619,0003-4819 (Print) 0003-4819 (Linking),42,1955 Apr,CLINICOPATHOLOGICAL conference.,945-53,,,['eng'],['Journal Article'],United States,Ann Intern Med,Annals of internal medicine,0372351,OM,"['*Diagnosis, Differential', 'Humans', 'Leukemia/*diagnosis', 'Tuberculosis/*diagnosis']",['NLM'],"['*LEUKEMIA/differential diagnosis', '*TUBERCULOSIS/differential diagnosis']",1955/04/01 00:00,1955/04/01 00:01,['1955/04/01 00:00'],"['1955/04/01 00:00 [pubmed]', '1955/04/01 00:01 [medline]', '1955/04/01 00:00 [entrez]']",ppublish,Ann Intern Med. 1955 Apr;42(4):945-53. doi: 10.7326/0003-4819-42-4-945.,,['10.7326/0003-4819-42-4-945 [doi]'],,4,['CLML: 5528:13078:324:574'],,,
14362116,NLM,MEDLINE,20030501,20181201,0365-4966 (Print) 0365-4966 (Linking),184,1955 Jan,[Partial and total hemophthisis and its significance as a preliminary stage of leukemia in children].,26-62,"['GOLDSCHMIDT, L']",['GOLDSCHMIDT L'],['ger'],['Journal Article'],Switzerland,Ann Paediatr,Annales paediatrici. International review of pediatrics,2984695R,OM,"['*Agranulocytosis', '*Anemia', '*Anemia, Aplastic', '*Blood Platelets', 'Child', 'Humans', 'Infant', '*Leukemia']",['NLM'],"['*AGRANULOCYTOSIS/in infant and child', '*ANEMIA, APLASTIC/in infant and child', '*BLOOD PLATELETS', '*LEUKEMIA/in infant and child']",1955/01/01 00:00,1955/01/01 00:01,['1955/01/01 00:00'],"['1955/01/01 00:00 [pubmed]', '1955/01/01 00:01 [medline]', '1955/01/01 00:00 [entrez]']",ppublish,Ann Paediatr. 1955 Jan;184(1):26-62.,,,,1,['CLML: 5528:12926:21:33:91:324'],Die partielle und die totale Haemocytophthise und ihre Bedeutung als Vorstadium der Leukaemie im Kindesalter.,,
14361516,NLM,MEDLINE,20030501,20190616,0002-9378 (Print) 0002-9378 (Linking),69,1955 Apr,Leukemia and pregnancy.,892-4,"['NEWSOM, A A Jr', 'BRUCE, C H', 'TABLER, J W', 'STROTHER, W K Jr']","['NEWSOM AA Jr', 'BRUCE CH', 'TABLER JW', 'STROTHER WK Jr']",['eng'],['Journal Article'],United States,Am J Obstet Gynecol,American journal of obstetrics and gynecology,0370476,OM,"['*Leukemia', '*Leukemia, Myeloid', 'Pregnancy']",['NLM'],"['*LEUKEMIA, MYELOCYTIC/in pregnancy', '*PREGNANCY']",1955/04/01 00:00,1955/04/01 00:01,['1955/04/01 00:00'],"['1955/04/01 00:00 [pubmed]', '1955/04/01 00:01 [medline]', '1955/04/01 00:00 [entrez]']",ppublish,Am J Obstet Gynecol. 1955 Apr;69(4):892-4. doi: 10.1016/s0002-9378(16)38099-1.,,"['S0002-9378(16)38099-1 [pii]', '10.1016/s0002-9378(16)38099-1 [doi]']",,4,['CLML: 5528:12314:325:457'],,,
14361452,NLM,MEDLINE,20030501,20190627,0002-9343 (Print) 0002-9343 (Linking),18,1955 Apr,Chloroma and chloroleukemia.,671-6,"['ROSS, R R']",['ROSS RR'],['eng'],['Journal Article'],United States,Am J Med,The American journal of medicine,0267200,OM,"['Humans', '*Leukemia', '*Mandible', '*Neoplasms', '*Sarcoma, Myeloid']",['NLM'],"['*LEUKOSARCOMA', '*MANDIBLE/neoplasms']",1955/04/01 00:00,1955/04/01 00:01,['1955/04/01 00:00'],"['1955/04/01 00:00 [pubmed]', '1955/04/01 00:01 [medline]', '1955/04/01 00:00 [entrez]']",ppublish,Am J Med. 1955 Apr;18(4):671-6. doi: 10.1016/0002-9343(55)90467-8.,,"['0002-9343(55)90467-8 [pii]', '10.1016/0002-9343(55)90467-8 [doi]']",,4,['CLML: 5528:12250:326:345'],,,
14361324,NLM,MEDLINE,20030501,20190513,0002-9173 (Print) 0002-9173 (Linking),25,1955 Mar,Erythroleukemia; a myeloproliferative disease; report of a case.,282-8,"['SHIVELY, J A', 'DORRANCE, T O']","['SHIVELY JA', 'DORRANCE TO']",['eng'],['Journal Article'],England,Am J Clin Pathol,American journal of clinical pathology,0370470,OM,"['Humans', '*Leukemia', '*Leukemia, Erythroblastic, Acute', '*Myeloproliferative Disorders', '*Polycythemia Vera']",['NLM'],"['*LEUKEMIA', '*POLYCYTHEMIA VERA']",1955/03/01 00:00,1955/03/01 00:01,['1955/03/01 00:00'],"['1955/03/01 00:00 [pubmed]', '1955/03/01 00:01 [medline]', '1955/03/01 00:00 [entrez]']",ppublish,Am J Clin Pathol. 1955 Mar;25(3):282-8. doi: 10.1093/ajcp/25.3.282.,,['10.1093/ajcp/25.3.282 [doi]'],,3,['CLML: 5528:12122:324:453'],,,
14361119,NLM,MEDLINE,20030501,20181201,0001-6063 (Print),14,1954 Jul-Sep,[Leukemic states following splenectomy].,563-73,"['PATRASSI, G', 'SLAVICH, S']","['PATRASSI G', 'SLAVICH S']",['ita'],['Journal Article'],Italy,Acta Med Patav,Acta medica Patavina,0376306,OM,"['Humans', '*Leukemia', 'Spleen/*surgery', '*Splenectomy']",['NLM'],"['*LEUKEMIA', '*SPLEEN/surgery']",1954/07/01 00:00,1954/07/01 00:01,['1954/07/01 00:00'],"['1954/07/01 00:00 [pubmed]', '1954/07/01 00:01 [medline]', '1954/07/01 00:00 [entrez]']",ppublish,Acta Med Patav. 1954 Jul-Sep;14(3):563-73.,,,,3,['CLML: 5528:11917:324:529'],Gli stati leucemici consecutivi a splenectomia.,,
14361088,NLM,MEDLINE,20030501,20181201,0001-5792 (Print) 0001-5792 (Linking),13,1955 Jan,Mouse leukemia: an eggborne virus disease; with a note on mouse salivary gland carcinoma.,13-29,"['GROSS, L']",['GROSS L'],['eng'],['Journal Article'],Switzerland,Acta Haematol,Acta haematologica,0141053,OM,"['Animals', '*Leukemia', '*Leukemia, Experimental', 'Mice', '*Salivary Gland Neoplasms', '*Salivary Glands']",['NLM'],"['*LEUKEMIA/experimental', '*SALIVARY GLANDS/neoplasms']",1955/01/01 00:00,1955/01/01 00:01,['1955/01/01 00:00'],"['1955/01/01 00:00 [pubmed]', '1955/01/01 00:01 [medline]', '1955/01/01 00:00 [entrez]']",ppublish,Acta Haematol. 1955 Jan;13(1):13-29. doi: 10.1159/000204919.,,['10.1159/000204919 [doi]'],,1,['CLML: 5528:11886:324:503'],,,
14360786,NLM,MEDLINE,20030501,20191026,0096-5359 (Print) 0096-5359 (Linking),71,1955 May,Cutaneous manifestations of myelogenous leukemia.,605-14,"['COSTELLO, M J', 'CANIZARES, O', 'MONTAGUE, M', 'BUNCKE, C M']","['COSTELLO MJ', 'CANIZARES O', 'MONTAGUE M', 'BUNCKE CM']",['eng'],['Journal Article'],United States,AMA Arch Derm,A.M.A. archives of dermatology,14470050R,OM,"['Humans', '*Leukemia', '*Leukemia, Myeloid', '*Skin']",['NLM'],"['*LEUKEMIA, MYELOCYTIC/manifestations', '*SKIN']",1955/05/01 00:00,1955/05/01 00:01,['1955/05/01 00:00'],"['1955/05/01 00:00 [pubmed]', '1955/05/01 00:01 [medline]', '1955/05/01 00:00 [entrez]']",ppublish,AMA Arch Derm. 1955 May;71(5):605-14. doi: 10.1001/archderm.1955.01540290045009.,,['10.1001/archderm.1955.01540290045009 [doi]'],,5,['CLML: 5528:11584:325:518'],,,
14360079,NLM,MEDLINE,20030501,20181201,0044-0531 (Print) 0044-0531 (Linking),5,1954 Oct,Leukemic affections of the skin.,361-72,"['KITAMURA, S', 'YAMURA, T']","['KITAMURA S', 'YAMURA T']",['eng'],['Journal Article'],Japan,Yokohama Med Bull,Yokohama medical bulletin,0417415,OM,"['Humans', '*Leukemia', '*Leukemia, Lymphoid', '*Leukemia, Myeloid', '*Lymphatic Vessels', '*Skin']",['NLM'],"['*LEUKEMIA, LYMPHATIC/manifestations', '*LEUKEMIA, MYELOCYTIC/manifestations', '*SKIN']",1954/10/01 00:00,1954/10/01 00:01,['1954/10/01 00:00'],"['1954/10/01 00:00 [pubmed]', '1954/10/01 00:01 [medline]', '1954/10/01 00:00 [entrez]']",ppublish,Yokohama Med Bull. 1954 Oct;5(5):361-72.,,,,5,['CLML: 5528:10797:324:325:518'],,,
14359993,NLM,MEDLINE,20030501,20181201,0043-5341 (Print) 0043-5341 (Linking),105,1955 Jan 22,[Frequency occurrence of leukemia after injection of sarcoma filtrates].,61-4,"['GRAFFI, A', 'BIELKA, H', 'FEY, F', 'SCHARSACH, F', 'WEISS, R']","['GRAFFI A', 'BIELKA H', 'FEY F', 'SCHARSACH F', 'WEISS R']",['ger'],['Journal Article'],Austria,Wien Med Wochenschr,Wiener medizinische Wochenschrift (1946),8708475,OM,"['Animals', '*Leukemia', '*Leukemia, Experimental', '*Sarcoma', '*Sarcoma, Experimental']",['NLM'],"['*LEUKEMIA/experimental', '*SARCOMA/experimental']",1955/01/22 00:00,1955/01/22 00:01,['1955/01/22 00:00'],"['1955/01/22 00:00 [pubmed]', '1955/01/22 00:01 [medline]', '1955/01/22 00:00 [entrez]']",ppublish,Wien Med Wochenschr. 1955 Jan 22;105(3):61-4.,,,,3,['CLML: 5528:10711:324:505'],Gehauftes Auftreten von Leukamien nach Injektion von Sarkom-Filtraten.,,
14359991,NLM,MEDLINE,20030501,20181201,0043-5341 (Print) 0043-5341 (Linking),105,1955 Jan 15,[Experiences with sulfabutin in two cases of chronic myeloid leukemia].,55-6,"['JOERG, M']",['JOERG M'],['ger'],['Journal Article'],Austria,Wien Med Wochenschr,Wiener medizinische Wochenschrift (1946),8708475,OM,"['*Leukemia', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive', 'Leukemia, Myeloid/*therapy']",['NLM'],"['*LEUKEMIA, MYELOCYTIC/therapy']",1955/01/15 00:00,1955/01/15 00:01,['1955/01/15 00:00'],"['1955/01/15 00:00 [pubmed]', '1955/01/15 00:01 [medline]', '1955/01/15 00:00 [entrez]']",ppublish,Wien Med Wochenschr. 1955 Jan 15;105(2):55-6.,,,,2,['CLML: 5528:10709:325'],Erfahrungen mit Sulfabutin bei zwei Fallen von chronischen myeloischer Leukamie.,,
14359960,NLM,MEDLINE,20030501,20181201,0043-5341 (Print) 0043-5341 (Linking),104,1954 Dec 11,[Clinical experiences with sulfabutin in the treatment of leukemia].,1002-4,"['WAGNER, K']",['WAGNER K'],['ger'],['Journal Article'],Austria,Wien Med Wochenschr,Wiener medizinische Wochenschrift (1946),8708475,OM,"['Glycols/*therapeutic use', '*Leukemia', 'Leukemia, Myeloid/*therapy']",['NLM'],"['*GLYCOLS/therapeutic use', '*LEUKEMIA, MYELOCYTIC/therapy']",1954/12/11 00:00,1954/12/11 00:01,['1954/12/11 00:00'],"['1954/12/11 00:00 [pubmed]', '1954/12/11 00:01 [medline]', '1954/12/11 00:00 [entrez]']",ppublish,Wien Med Wochenschr. 1954 Dec 11;104(50):1002-4.,['0 (Glycols)'],,,50,['CLML: 5528:10678:249:325'],Klinische Erfahrungen mit Sulfabutin in der Leukamiebehandlung.,,
14359027,NLM,MEDLINE,20030501,20181201,0371-3822 (Print) 0371-3822 (Linking),31,1954,"[Irradiation therapy of tumors; technic, results and problems].",1-367,"['OESER, H']",['OESER H'],['ger'],['Journal Article'],Germany,Strahlentherapie Sonderb,Strahlentherapie. Sonderbande,0404544,OM,"['*Breast Neoplasms', '*Bronchi', 'Dupuytren Contracture/*therapy', '*Esophageal Neoplasms', '*Esophagus', 'Female', '*Gastrointestinal Tract', 'Glomus Tumor/*therapy', '*Head and Neck Neoplasms', '*Hemangioma', 'Hodgkin Disease/*therapy', 'Humans', '*Intestinal Neoplasms', '*Laryngeal Neoplasms', '*Larynx', '*Leukemia', 'Leukemia, Myeloid/*therapy', '*Lymphangioma', '*Lymphoma', 'Lymphoma, Large B-Cell, Diffuse/*therapy', 'Lymphoma, Non-Hodgkin/*therapy', 'Male', '*Mediastinal Neoplasms', '*Mediastinum', 'Neoplasms/*therapy', '*Penile Diseases', '*Penis', 'Polycythemia Vera/*therapy', '*Radiotherapy', '*Rectal Neoplasms', '*Rectum', '*Respiratory System', '*Respiratory Tract Neoplasms', '*Sarcoma', '*Skin Neoplasms', '*Stomach', '*Stomach Neoplasms', '*Uterine Neoplasms', '*Uterus']",['NLM'],"['*ANGIOMA', '*BREAST/neoplasms', '*BRONCHI/neoplasms', ""*DUPUYTREN'S CONTRACTURE/therapy"", '*ESOPHAGUS/neoplasms', '*GASTROINTESTINAL SYSTEM/neoplasms', '*GLOMANGIOMA/therapy', ""*HODGKIN'S DISEASE/therapy"", '*INTESTINES/neoplasms', '*LARYNX/neoplasms', '*LEUKEMIA, MYELOCYTIC/therapy', '*LYMPHANGIOMA', '*LYMPHOMA', '*LYMPHOSARCOMA/therapy', '*MEDIASTINUM/neoplasms', '*NECK/neoplasms', '*NEOPLASMS/therapy', '*PENIS/diseases', '*POLYCYTHEMIA VERA/therapy', '*RADIOTHERAPY', '*RECTUM/neoplasms', '*RESPIRATORY TRACT/neoplasms', '*SARCOMA, RETICULUM CELL/therapy', '*SKIN/neoplasms', '*STOMACH/neoplasms', '*UTERUS/neoplasms']",1954/01/01 00:00,1954/01/01 00:01,['1954/01/01 00:00'],"['1954/01/01 00:00 [pubmed]', '1954/01/01 00:01 [medline]', '1954/01/01 00:00 [entrez]']",ppublish,Strahlentherapie Sonderb. 1954;31:1-367.,,,,,"['CLML:', '5528:9723:40:107:109:186:213:242:246:276:302:319:325:341:342:343:347:378:382:425:', '453:483:486:492:505:518:535:593']","Strahlenbehandlung der Geschwulste; Technik, Ergebnisse und Probleme.",,
