PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,PMC,TT,OID,OAB,OABL,OTO,OT,GN
293091,NLM,MEDLINE,19800228,20131121,0506-2772 (Print) 0506-2772 (Linking),18,5,1979,[Copper and magnesium in the plasma and erythrocytes in leukemic patients].,73-6,"Copper and magnesium in plasma and erythrocyte hemolysate were investigated of leucosis patients: acute and chronic (myelo-and lympholeucosis) in an active stage. In all patients, elevated average values of copper in plasma were established as compared with the controls (p greater than 0.05), being the highest in patients with lympholeucosis. Copper in erythrocyte hemolysate was not elevated in all three kinds of leucosis as compared with the controls (p greater than 0.05). Plasma magnesium was elevated in the patients with acute leucosis and chronic lympholeucosis, whereas in erythrocyte hemolysate, magnesium values were elevated in all three kinds of leucosis (p less than 0.05). The elevation of copper in plasma is associated with the malignant process and the elevation of magnesium in erythrocytes -- with a changed erythrocyte metabolism in leucosis patients.","['Gekova, K', 'Georgieva, B', 'Arsov, Ts']","['Gekova K', 'Georgieva B', 'Arsov Ts']",['bul'],"['Comparative Study', 'English Abstract', 'Journal Article']",Bulgaria,Vutr Boles,Vutreshni bolesti,0032666,"['789U1901C5 (Copper)', 'I38ZP9992A (Magnesium)']",IM,"['Acute Disease', 'Copper/*blood', 'Erythrocytes/*metabolism', 'Humans', 'Leukemia/*blood', 'Leukemia, Lymphoid/blood', 'Leukemia, Myeloid/blood', 'Magnesium/*blood']",1979/01/01 00:00,1979/01/01 00:01,['1979/01/01 00:00'],"['1979/01/01 00:00 [pubmed]', '1979/01/01 00:01 [medline]', '1979/01/01 00:00 [entrez]']",,ppublish,Vutr Boles. 1979;18(5):73-6.,,Med i magnezii v plazma i eritrotsiti u levkozno bolni.,,,,,,
293090,NLM,MEDLINE,19800215,20061115,0507-3758 (Print) 0507-3758 (Linking),25,11,1979,[Cytogenetic characteristics of transplantable mouse tumors].,54-7,"The cytogenetic control of 17 mouse tumor cell strains from of the collection of the bank of the Centre for Oncology Research of the AMS USSR was made: 4 leukemias (L-5178Y, L-1210, L-1210 resistant to 6-mercaptopurine, P-388), 2 sarcomas (S-180, S-298), 8 carcinomas (Ehrlich ascitic carcinoma, carcinoma 755,6-mercaptopurine resistant carcinoma 755, lung cancer LC-67, cervical cancer CC-2, cervical cancer CC-5, stomach cancer GC-5), 2 melanomas (B16, S91) and 1 plasmocytoma (MOPC 21). A comparison of their cytogenetic features allowed a conclusion to be drawn on the absence of any contamination among 14 strains of this collection. Carcinoma 755, sarcoma 298 and leukemia L-5178Y need some further examination for such inference to be valid.","['Kuznetsova, L E', 'Samsonova, L I']","['Kuznetsova LE', 'Samsonova LI']",['rus'],"['Comparative Study', 'English Abstract', 'Journal Article']",Russia (Federation),Vopr Onkol,Voprosy onkologii,0413775,['0 (Genetic Markers)'],IM,"['Animals', '*Chromosome Aberrations', 'Genetic Markers', 'Mice', 'Mice, Inbred Strains', 'Neoplasm Transplantation', 'Neoplasms, Experimental/*genetics']",1979/01/01 00:00,1979/01/01 00:01,['1979/01/01 00:00'],"['1979/01/01 00:00 [pubmed]', '1979/01/01 00:01 [medline]', '1979/01/01 00:00 [entrez]']",,ppublish,Vopr Onkol. 1979;25(11):54-7.,,Tsitogeneticheskaia kharakteristika nekotorykh perevivaemykh opukholei myshei.,,,,,,
293076,NLM,MEDLINE,19800215,20091111,0041-6959 (Print) 0041-6959 (Linking),108,5,1979 May,[Contribution of cytogenetics in the study of hemopathies].,511-4,,"['Cadotte, M']",['Cadotte M'],['fre'],"['Case Reports', 'English Abstract', 'Journal Article']",Canada,Union Med Can,L'union medicale du Canada,0030444,,IM,"['Adult', '*Chromosome Aberrations', 'Chromosomes, Human, 21-22 and Y', 'Female', 'Humans', 'Leukemia, Myeloid/*genetics', 'Myeloproliferative Disorders/genetics', 'Ploidies', 'Polycythemia Vera/*genetics', 'Preleukemia/genetics']",1979/05/01 00:00,1979/05/01 00:01,['1979/05/01 00:00'],"['1979/05/01 00:00 [pubmed]', '1979/05/01 00:01 [medline]', '1979/05/01 00:00 [entrez]']",,ppublish,Union Med Can. 1979 May;108(5):511-4.,,L'apport de la cytogenetique a l'etude des hemopathies.,,,,,,
293075,NLM,MEDLINE,19800215,20151119,0041-4301 (Print) 0041-4301 (Linking),20,1-2,1978 Jan-Apr,Acute myelocytic leukemia in children.,63-70,,"['Hicsonmez, G', 'Gurgey, A', 'Suloglu, G', 'Yetgin, S', 'Ozsoylu, S']","['Hicsonmez G', 'Gurgey A', 'Suloglu G', 'Yetgin S', 'Ozsoylu S']",['eng'],['Journal Article'],Turkey,Turk J Pediatr,The Turkish journal of pediatrics,0417505,"['0 (Antineoplastic Agents)', '04079A1RDZ (Cytarabine)', '5J49Q6B70F (Vincristine)']",IM,"['Adolescent', 'Antineoplastic Agents/therapeutic use', 'Child', 'Child, Preschool', 'Cytarabine/*therapeutic use', 'Drug Therapy, Combination', 'Female', 'Humans', 'Leukemia, Myeloid/*drug therapy/mortality', 'Male', 'Vincristine/*therapeutic use']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",,ppublish,Turk J Pediatr. 1978 Jan-Apr;20(1-2):63-70.,,,,,,,,
293054,NLM,MEDLINE,19800215,20061115,0038-5077 (Print) 0038-5077 (Linking),,8,1979 Aug,[Radiation therapy in chronic myeloleukemia].,27-31,,"['Frinovskaia, I V', 'Markarian, V G']","['Frinovskaia IV', 'Markarian VG']",['rus'],"['Case Reports', 'English Abstract', 'Journal Article']",Russia (Federation),Sov Med,Sovetskaia meditsina,0404525,['0 (Antineoplastic Agents)'],IM,"['Adult', 'Aged', 'Antineoplastic Agents/therapeutic use', 'Female', 'Gamma Rays/therapeutic use', 'Humans', 'Leukemia, Myeloid/drug therapy/*radiotherapy', 'Male', 'Middle Aged', 'Radioisotope Teletherapy', 'Radiotherapy Dosage', 'Spleen/radiation effects', 'Time Factors']",1979/08/01 00:00,1979/08/01 00:01,['1979/08/01 00:00'],"['1979/08/01 00:00 [pubmed]', '1979/08/01 00:01 [medline]', '1979/08/01 00:00 [entrez]']",,ppublish,Sov Med. 1979 Aug;(8):27-31.,,Luchevaia terapiia pri khronicheskom mieloleikoze.,,,,,,
293053,NLM,MEDLINE,19800215,20061115,0038-5077 (Print) 0038-5077 (Linking),,8,1979 Aug,[Treatment characteristics in chronic myeloleukemia].,22-7,,"['Abdulkadyrov, K M', 'Kuzmenko, E L', 'Shcherbakova, E G']","['Abdulkadyrov KM', 'Kuzmenko EL', 'Shcherbakova EG']",['rus'],"['English Abstract', 'Journal Article']",Russia (Federation),Sov Med,Sovetskaia meditsina,0404525,['0 (Antineoplastic Agents)'],IM,"['Adolescent', 'Adult', 'Aged', 'Antineoplastic Agents/administration & dosage/adverse effects', 'Drug Therapy, Combination', 'Female', 'Humans', 'Leukemia, Myeloid/*drug therapy/mortality/pathology', 'Male', 'Middle Aged', 'Neoplasm Staging', 'Remission, Spontaneous', 'Time Factors']",1979/08/01 00:00,1979/08/01 00:01,['1979/08/01 00:00'],"['1979/08/01 00:00 [pubmed]', '1979/08/01 00:01 [medline]', '1979/08/01 00:00 [entrez]']",,ppublish,Sov Med. 1979 Aug;(8):22-7.,,Osobennosti lecheniia bol'nykh khronicheskim mieloleikozom.,,,,,,
292981,NLM,MEDLINE,19800215,20141120,0033-7587 (Print) 0033-7587 (Linking),80,3,1979 Dec,Procaine-mediated modification of membranes and of the response to X irradiation and hyperthermia in mammalian cells.,523-41,,"['Yau, T M']",['Yau TM'],['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Radiat Res,Radiation research,0401245,"['0 (Radiation-Protective Agents)', '4Z8Y51M438 (Procaine)']",IM,"['Animals', 'Cell Line', 'Cell Membrane/*drug effects/radiation effects', 'Cell Transformation, Neoplastic', 'Cricetinae', 'Dose-Response Relationship, Radiation', 'Female', 'Fibroblasts', '*Hot Temperature', 'In Vitro Techniques', 'Leukemia, Lymphoid', 'Mice', 'Ovary', 'Procaine/*pharmacology', 'Radiation-Protective Agents/*pharmacology', 'Time Factors', 'X-Rays']",1979/12/01 00:00,1979/12/01 00:01,['1979/12/01 00:00'],"['1979/12/01 00:00 [pubmed]', '1979/12/01 00:01 [medline]', '1979/12/01 00:00 [entrez]']",,ppublish,Radiat Res. 1979 Dec;80(3):523-41.,,,,,,,,
292980,NLM,MEDLINE,19800215,20141120,0033-7587 (Print) 0033-7587 (Linking),80,3,1979 Dec,Production of radioresistant mutants in murine L5178Y lymphoma cells.,502-11,,"['Yau, T M', 'Gregg, E C', 'Kim, S C']","['Yau TM', 'Gregg EC', 'Kim SC']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Radiat Res,Radiation research,0401245,,IM,"['Animals', 'Cell Line', 'In Vitro Techniques', 'Leukemia, Lymphoid', 'Mice', 'Mutation/*radiation effects', '*Radiation Tolerance', 'Time Factors', 'X-Rays']",1979/12/01 00:00,1979/12/01 00:01,['1979/12/01 00:00'],"['1979/12/01 00:00 [pubmed]', '1979/12/01 00:01 [medline]', '1979/12/01 00:00 [entrez]']",,ppublish,Radiat Res. 1979 Dec;80(3):502-11.,,,,,,,,
292977,NLM,MEDLINE,19800215,20080620,0032-3756 (Print) 0032-3756 (Linking),34,44,1979 Oct 29,[Course of acute lymphoblastic leukemia complicated by viral hepatitis in a 20-month-old child].,1719-20,,"['Franczak, T', 'Brzozowska-Jakowicka, M', 'Kuropieska-Swic, A']","['Franczak T', 'Brzozowska-Jakowicka M', 'Kuropieska-Swic A']",['pol'],"['Case Reports', 'English Abstract', 'Journal Article']",Poland,Pol Tyg Lek,"Polski tygodnik lekarski (Warsaw, Poland : 1960)",9705468,,IM,"['Acute Disease', 'Hepatitis, Viral, Human/*complications', 'Humans', 'Infant', 'Leukemia, Lymphoid/*complications', 'Male']",1979/10/29 00:00,1979/10/29 00:01,['1979/10/29 00:00'],"['1979/10/29 00:00 [pubmed]', '1979/10/29 00:01 [medline]', '1979/10/29 00:00 [entrez]']",,ppublish,Pol Tyg Lek. 1979 Oct 29;34(44):1719-20.,,Przebieg ostrej bialaczki limfoblastycznej powiklanej wirusowym zapaleniem watroby u dziecka 20-mies.,,,,,,
292976,NLM,MEDLINE,19800215,20080620,0032-3756 (Print) 0032-3756 (Linking),34,28,1979 Jul 9,[Analysis of prognostic factors in acute leukemia. Value of cytochemical studies of leukemic cells].,1119-22,,"['Kotlarek-Haus, S', 'Brodzka, W', 'Lawinska, B', 'Frydecka, I', 'Kaiser, A']","['Kotlarek-Haus S', 'Brodzka W', 'Lawinska B', 'Frydecka I', 'Kaiser A']",['pol'],"['English Abstract', 'Journal Article']",Poland,Pol Tyg Lek,"Polski tygodnik lekarski (Warsaw, Poland : 1960)",9705468,"['0 (Lipids)', '9005-79-2 (Glycogen)', 'EC 3.1.3.2 (Acid Phosphatase)']",IM,"['Acid Phosphatase/blood', 'Evaluation Studies as Topic', 'Glycogen/blood', 'Histocytochemistry', 'Humans', 'Leukemia, Lymphoid/*blood', 'Leukemia, Monocytic, Acute/*blood', 'Leukemia, Myeloid, Acute/*blood', 'Lipids/blood', 'Lymphocytes/*metabolism', 'Prognosis']",1979/07/09 00:00,1979/07/09 00:01,['1979/07/09 00:00'],"['1979/07/09 00:00 [pubmed]', '1979/07/09 00:01 [medline]', '1979/07/09 00:00 [entrez]']",,ppublish,Pol Tyg Lek. 1979 Jul 9;34(28):1119-22.,,Analiza czynnikow prognostycznych w ostrej bialaczce. Znaczenie badan cytochemicznych komorek bialaczkowych.,,,,,,
292975,NLM,MEDLINE,19800215,20071115,,21,2,1979,[T (15;17) translocation in acute promyelocytic and acute nonpromyelocytic leukemia (author's transl)].,117-31,"Seven acute promyelocytic leukemias (APL) were compared with three atypical acute myeloblastic leukemias (AML). These three AML were characterized by high hyperleukocytosis, mostly formed of monocytelike myeloblasts, disseminated intravascular coagulation syndrome, and a t (15;17) translocation in the majority of leukemic cell mitoses. This translocation was inconsistently found in typical APL defined as M3, according to the FAB classification.","['Berger, R', 'Bernheim, A', 'Daniel, M T', 'Valensi, F', 'Flandrin, G', 'Bernard, J']","['Berger R', 'Bernheim A', 'Daniel MT', 'Valensi F', 'Flandrin G', 'Bernard J']",['fre'],"['Comparative Study', 'English Abstract', 'Journal Article']",Germany,Nouv Rev Fr Hematol,Nouvelle revue francaise d'hematologie,7909092,,IM,"['Adolescent', 'Adult', 'Aged', 'Bone Marrow/ultrastructure', 'Child', 'Chromosomes, Human, 13-15/*ultrastructure', 'Chromosomes, Human, 16-18/*ultrastructure', 'Female', 'Histocytochemistry', 'Humans', 'Leukemia, Myeloid/blood/*genetics/ultrastructure', 'Leukemia, Myeloid, Acute/blood/*genetics/ultrastructure', 'Male', 'Middle Aged', '*Translocation, Genetic']",1979/01/01 00:00,1979/01/01 00:01,['1979/01/01 00:00'],"['1979/01/01 00:00 [pubmed]', '1979/01/01 00:01 [medline]', '1979/01/01 00:00 [entrez]']",,ppublish,Nouv Rev Fr Hematol. 1979;21(2):117-31.,,"Translocation t (15;17), leucemie aigue promyelocytaire et non promyelocytaire.",,,,,,
292969,NLM,MEDLINE,19800226,20190911,0031-3998 (Print) 0031-3998 (Linking),13,11,1979 Nov,Bone marrow karyotypes of children with nonlymphocytic leukemia.,1247-54,"Bone marrow (BM) karyotypes from 16 consecutive children presenting with nonlymphocytic leukemia were established with the use of banding techniques, before therapy. The two patients with chronic myeloid leukemia (CML) showed the Philadelphia (Ph1) translocation (9q+;22q-). Five of the 14 patients with an acute nonlymphocytic leukemia (ANLL) presented no acquired cytogenetic abnormalities, but one of these five showed a high level of hypodiploidy. One patient with AML evidenced a variant of the Ph1 chromosome originated as a translocation (12p+;22q-). Nonrandom abnormalities (-7; 7q-; +8; t(8;21); -21) were found in six patients, isolated or in association with otheraberrations. Among the random abnormalities, apparently balanced translocations and chromosomal deletions were observed. In ANLL, no correlation could be found between morphologic diagnosis and cytogenetic findings. On the other hand, the presence of BM cells with a normal karyotype at diagnosis was associated with an improved remission rate and survival time. Followup studies were performed in four ANLL patients with an abnormal cell clone at diagnosis. Three of them achieved hematologic remission; their BM karyotype was found to be normal at that stage. In the 4th patient, generalization of the abnormal karyotype in BM cells was seen in the terminal phase of the disease.","['Hagemeijer, A', 'van Zanen, G E', 'Smit, E M', 'Hahlen, K']","['Hagemeijer A', 'van Zanen GE', 'Smit EM', 'Hahlen K']",['eng'],['Journal Article'],United States,Pediatr Res,Pediatric research,0100714,,IM,"['Bone Marrow/*pathology', 'Child', 'Child, Preschool', 'Chromosome Mapping', 'Chromosomes, Human, 16-18', 'Chromosomes, Human, 19-20', 'Chromosomes, Human, 21-22 and Y', 'Chromosomes, Human, 4-5', 'Chromosomes, Human, 6-12 and X', 'Female', 'Humans', 'Infant', 'Karyotyping', 'Leukemia/*genetics', 'Leukemia, Erythroblastic, Acute/genetics', 'Leukemia, Monocytic, Acute/genetics', 'Leukemia, Myeloid/genetics', 'Leukemia, Myeloid, Acute/genetics', 'Male', 'Translocation, Genetic']",1979/11/01 00:00,1979/11/01 00:01,['1979/11/01 00:00'],"['1979/11/01 00:00 [pubmed]', '1979/11/01 00:01 [medline]', '1979/11/01 00:00 [entrez]']",['10.1203/00006450-197911000-00009 [doi]'],ppublish,Pediatr Res. 1979 Nov;13(11):1247-54. doi: 10.1203/00006450-197911000-00009.,,,,,,,,
292968,NLM,MEDLINE,19800226,20190827,0301-0449 (Print) 0301-0449 (Linking),8,4,1979 Oct,Osteolytic lesion in chronic myelogenous leukemia (CML). Initial manifestation of blastic crisis?,254-6,Report of a 13-year-old boy who developed osteolytic lesions in the chronic phase of myelogenous leukemia. Five months later a blastic crisis followed.,"['Oppermann, H C', 'Ludwig, R', 'Georgi, P']","['Oppermann HC', 'Ludwig R', 'Georgi P']",['eng'],"['Case Reports', 'Journal Article']",Germany,Pediatr Radiol,Pediatric radiology,0365332,,IM,"['Adolescent', 'Bone Resorption/*diagnostic imaging', 'Bone and Bones/*diagnostic imaging', 'Hip Joint/diagnostic imaging', 'Humans', 'Knee Joint/diagnostic imaging', 'Leukemia, Myeloid/*complications', 'Male', 'Osteolysis/complications/*diagnostic imaging', 'Radiography', 'Radionuclide Imaging']",1979/10/01 00:00,1979/10/01 00:01,['1979/10/01 00:00'],"['1979/10/01 00:00 [pubmed]', '1979/10/01 00:01 [medline]', '1979/10/01 00:00 [entrez]']",['10.1007/BF00974045 [doi]'],ppublish,Pediatr Radiol. 1979 Oct;8(4):254-6. doi: 10.1007/BF00974045.,,,,,,,,
292827,NLM,MEDLINE,19800226,20210107,0025-729X (Print) 0025-729X (Linking),2,5,1979 Sep 8,Poor outlook for childhood acute lymphoblastic leukaemia with relapse.,224-6,"Results of treatment in 72 children with a relapse of acute lymphoblastic leukaemia were analysed. A second remission was induced in 57 children (79%). Remission rates were significantly higher in males, and in patients with white cell counts less than 30 X 10(9)/L. The median duration of the second remission was only four months, and the median duration of survival from the time of relapse was nine months. The median duration of survival from the time of diagnosis was 27 months. Among children who suffered a relapse was a small group who had prolonged survival and prolonged second remissions. It is uncertain whether some of these may have a chance of ""cure"".","['Ekert, H', 'Ellis, W M', 'Waters, K D', 'Matthews, R N']","['Ekert H', 'Ellis WM', 'Waters KD', 'Matthews RN']",['eng'],['Journal Article'],Australia,Med J Aust,The Medical journal of Australia,0400714,,IM,"['Child', 'Child, Preschool', 'Female', 'Follow-Up Studies', 'Humans', 'Leukemia, Lymphoid/*mortality/therapy', 'Male', 'Prognosis', 'Recurrence', 'Remission, Spontaneous', 'Time Factors']",1979/09/08 00:00,1979/09/08 00:01,['1979/09/08 00:00'],"['1979/09/08 00:00 [pubmed]', '1979/09/08 00:01 [medline]', '1979/09/08 00:00 [entrez]']",['10.5694/j.1326-5377.1979.tb127098.x [doi]'],ppublish,Med J Aust. 1979 Sep 8;2(5):224-6. doi: 10.5694/j.1326-5377.1979.tb127098.x.,,,,,,,,
292819,NLM,MEDLINE,19800228,20190711,0023-2173 (Print) 0023-2173 (Linking),57,20,1979 Oct 15,Inosine 5'-phosphate dehydrogenase activity in normal and leukemic blood cells.,1109-15,"The enzyme inosinic acid dehydrogenase (EC 1.2.1 [14]) was measured and partially purified (10- to 15-fold) from normal and leukemic leukocytes. From the normal blood cells, the highest activities could be detected in lymphocytes and bone marrow cells. Dependent on the blast cell count, the leukemic IMP dehydrogenase had a higher mean specific activity than the enzymes of fractionated, immature bone marrow cells, or normal granulocytes. The partially purified enzymes from the various blood cells were apparently identical; they exhibited hyperbolic substrate saturation kinetics and were inhibited by a number of purine nucleotides. For the leukemic blast cell enzyme, the Km values for the substrates, IMP and NAD+, were 28 +/- 11; 227 +/- 98 microM, and 34 +/- 10; 240 +/- 67 microM for the partially purified enzyme from normal, immature bone marrow cells. The hypoxanthine-guanine and adenine phosphoribosyltransferase activities increased in the leukemic cells when compared with mature granulocytes, but nearly always showed similar activities when compared with fractionated bone marrow cells. Only one of the 30 investigated leukemic patients exhibited a marked decrease in hypoxanthine phosphoribosyltransferase activity of 0.5 nmol/mg/h. The phosphoribosyltransferase-specific activities of the leukemic cells are more variable than for the normal ones and no correlation of enzyme activities and blast cell count was apparent.","['Becher, H J', 'Lohr, G W']","['Becher HJ', 'Lohr GW']",['eng'],"['Comparative Study', 'Journal Article']",Germany,Klin Wochenschr,Klinische Wochenschrift,2985205R,"['EC 1.1.1.205 (IMP Dehydrogenase)', 'EC 1.2.- (Ketone Oxidoreductases)']",IM,"['Bone Marrow/enzymology', 'Enzyme Activation', 'Granulocytes/enzymology', 'Humans', 'IMP Dehydrogenase/*blood', 'Ketone Oxidoreductases/*blood', 'Kinetics', 'Leukemia/*enzymology', 'Leukemia, Lymphoid/enzymology', 'Leukemia, Monocytic, Acute/enzymology', 'Leukemia, Myeloid/enzymology', 'Leukemia, Myeloid, Acute/enzymology', 'Leukocyte Count', 'Leukocytes/*enzymology', 'Lymphocytes/*enzymology']",1979/10/15 00:00,1979/10/15 00:01,['1979/10/15 00:00'],"['1979/10/15 00:00 [pubmed]', '1979/10/15 00:01 [medline]', '1979/10/15 00:00 [entrez]']",['10.1007/BF01481491 [doi]'],ppublish,Klin Wochenschr. 1979 Oct 15;57(20):1109-15. doi: 10.1007/BF01481491.,,,,,,,,
