PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,GR,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,PMC,TT,OID,SI
6602738,NLM,MEDLINE,19830811,20191023,0171-7111 (Print) 0171-7111 (Linking),28,,1983,Human T-cell leukemia-lymphoma virus (HTLV): a progress report.,311-9,,"['Gallo, R C', 'Popovic, M', 'Sarin, P', 'Reitz, M S Jr', 'Kalyanaraman, V S', 'Aoki, T', 'Sarngadharan, M G', 'Wong-Staal, F']","['Gallo RC', 'Popovic M', 'Sarin P', 'Reitz MS Jr', 'Kalyanaraman VS', 'Aoki T', 'Sarngadharan MG', 'Wong-Staal F']",['eng'],,['Journal Article'],Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,IM,"['Base Sequence', 'Cell Line', 'DNA', 'DNA, Viral/genetics', 'Humans', 'Leukemia/*microbiology', 'Lymphoma/*microbiology', 'Microscopy, Electron', 'Nucleic Acid Hybridization', 'RNA, Viral/genetics', 'Retroviridae/*genetics/ultrastructure', 'T-Lymphocytes/*microbiology']",1983/01/01 00:00,2001/03/28 10:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1983/01/01 00:00 [entrez]']",['10.1007/978-3-642-68761-7_61 [doi]'],ppublish,Haematol Blood Transfus. 1983;28:311-9. doi: 10.1007/978-3-642-68761-7_61.,"['0 (DNA, Viral)', '0 (RNA, Viral)', '9007-49-2 (DNA)']",,,,
6602737,NLM,MEDLINE,19830811,20191023,0171-7111 (Print) 0171-7111 (Linking),28,,1983,Immunobiology of lymphoid malignancy.,3-10,,"['Greaves, M F']",['Greaves MF'],['eng'],,['Journal Article'],Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,IM,"['Antigens, Surface/*immunology', 'B-Lymphocytes/immunology', 'Bone Marrow/pathology', 'Cell Membrane/immunology', 'HLA Antigens/immunology', 'Humans', 'Leukemia, Lymphoid/*immunology', 'Lymphocytes/*immunology', 'Lymphoma/*immunology', 'Phenotype', 'T-Lymphocytes/immunology']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",['10.1007/978-3-642-68761-7_1 [doi]'],ppublish,Haematol Blood Transfus. 1983;28:3-10. doi: 10.1007/978-3-642-68761-7_1.,"['0 (Antigens, Surface)', '0 (HLA Antigens)']",,,,
6602736,NLM,MEDLINE,19830811,20191023,0171-7111 (Print) 0171-7111 (Linking),28,,1983,Natural history of M-MSV tumors in mice carrying endogenized Moloney leukemia virus.,275-9,,"['Chieco-Bianchi, L', ""D'Andrea, E"", 'De Rossi, A', 'Zanovello, P', 'Ronchese, F', 'Collavo, D']","['Chieco-Bianchi L', ""D'Andrea E"", 'De Rossi A', 'Zanovello P', 'Ronchese F', 'Collavo D']",['eng'],,"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,IM,"['Animals', 'Antibodies, Viral/analysis', 'Crosses, Genetic', 'Cytotoxicity, Immunologic', 'Leukemia, Experimental/*genetics/immunology', 'Mice', 'Mice, Inbred BALB C', 'Mice, Inbred Strains', 'Moloney murine leukemia virus/genetics/immunology/*pathogenicity', 'Species Specificity', 'T-Lymphocytes/immunology']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",['10.1007/978-3-642-68761-7_51 [doi]'],ppublish,Haematol Blood Transfus. 1983;28:275-9. doi: 10.1007/978-3-642-68761-7_51.,"['0 (Antibodies, Viral)']",,,,
6602735,NLM,MEDLINE,19830811,20191023,0171-7111 (Print) 0171-7111 (Linking),28,,1983,WT1: a monoclonal antibody reactive with T-ALL but not with other leukemias.,139-41,,"['Tax, W J', 'Greaves, M F', 'Willems, H M', 'Leeuwenberg, H F', 'Capel, P J', 'Koene, R A']","['Tax WJ', 'Greaves MF', 'Willems HM', 'Leeuwenberg HF', 'Capel PJ', 'Koene RA']",['eng'],,"['Comparative Study', 'Journal Article']",Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,IM,"['*Antibodies, Monoclonal', 'Antigens, Neoplasm/*analysis', 'Antigens, Surface/*analysis', 'Cell Line', 'Humans', 'Leukemia/*immunology', 'Leukemia, Lymphoid/*immunology', 'T-Lymphocytes/*immunology']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",['10.1007/978-3-642-68761-7_31 [doi]'],ppublish,Haematol Blood Transfus. 1983;28:139-41. doi: 10.1007/978-3-642-68761-7_31.,"['0 (Antibodies, Monoclonal)', '0 (Antigens, Neoplasm)', '0 (Antigens, Surface)']",,,,
6602734,NLM,MEDLINE,19830811,20191023,0171-7111 (Print) 0171-7111 (Linking),28,,1983,Activities and specificities of N-acetylneuraminyltransferases in leukemic cells.,135-8,,"['Augener, W', 'Brittinger, G', 'Schiphorst, W E', 'van den Eijnden, D H']","['Augener W', 'Brittinger G', 'Schiphorst WE', 'van den Eijnden DH']",['eng'],,"['Comparative Study', 'Journal Article']",Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,IM,"['B-Lymphocytes/enzymology', 'Blood Platelets/enzymology', 'Cell Line', 'Humans', 'Kinetics', 'Leukemia/*enzymology', 'Leukocytes/enzymology', 'Sialyltransferases/blood/*metabolism', 'T-Lymphocytes/enzymology', 'Transferases/*metabolism']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",['10.1007/978-3-642-68761-7_30 [doi]'],ppublish,Haematol Blood Transfus. 1983;28:135-8. doi: 10.1007/978-3-642-68761-7_30.,"['EC 2.- (Transferases)', 'EC 2.4.99.- (Sialyltransferases)']",,,,
6602733,NLM,MEDLINE,19830811,20191023,0171-7111 (Print) 0171-7111 (Linking),28,,1983,Morphological and cytochemical features of adult T-cell lymphoma-leukaemia.,131-4,,"['Crockard, A D', ""O'Brien, M"", 'Robinson, D', 'Tavares de Castro, J', 'Matutes, E', 'Catovsky, D']","['Crockard AD', ""O'Brien M"", 'Robinson D', 'Tavares de Castro J', 'Matutes E', 'Catovsky D']",['eng'],,['Journal Article'],Germany,Haematol Blood Transfus,Haematology and blood transfusion,101169459,IM,"['Acid Phosphatase/metabolism', 'Glucuronidase/metabolism', 'Hexosaminidases/metabolism', 'Histocytochemistry', 'Humans', 'Leukemia/enzymology/*pathology', 'Lymphoma/enzymology/*pathology', 'Microscopy, Electron', 'T-Lymphocytes/*cytology/enzymology']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",['10.1007/978-3-642-68761-7_29 [doi]'],ppublish,Haematol Blood Transfus. 1983;28:131-4. doi: 10.1007/978-3-642-68761-7_29.,"['EC 3.1.3.2 (Acid Phosphatase)', 'EC 3.2.1.- (Hexosaminidases)', 'EC 3.2.1.31 (Glucuronidase)']",,,,
6602725,NLM,MEDLINE,19830826,20141003,0016-450X (Print) 0016-450X (Linking),74,2,1983 Apr,"Seroepidemiological studies on the effects of filarial parasites on infestation of adult T-cell leukemia virus in the Goto Islands, Japan.",188-91,"Patients with filariasis were commonly observed until 1961-1970 in the Goto Islands, an area where adult T-cell leukemia (ATL) is endemic. The positive rate of antibodies to ATL virus-associated antigen among persons with a high antibody titer to filarial antigen was higher than that among persons with a low antibody titer in both sexes. Thus, filarial parasites might have some promoting effects on ATL virus infection and/or ATL virus proliferation among inhabitants in the endemic areas of filariasis and ATL.","['Tajima, K', 'Fujita, K', 'Tsukidate, S', 'Oda, T', 'Tominaga, S', 'Suchi, T', 'Hinuma, Y']","['Tajima K', 'Fujita K', 'Tsukidate S', 'Oda T', 'Tominaga S', 'Suchi T', 'Hinuma Y']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Japan,Gan,Gan,0151745,IM,"['Adolescent', 'Adult', 'Aged', 'Antibodies, Viral/*analysis', 'Antigens, Viral/analysis', 'Child', 'Female', 'Filariasis/*complications/immunology', 'Humans', 'Leukemia/*complications/microbiology', 'Male', 'Middle Aged', 'Retroviridae/*immunology', '*T-Lymphocytes']",1983/04/01 00:00,1983/04/01 00:01,['1983/04/01 00:00'],"['1983/04/01 00:00 [pubmed]', '1983/04/01 00:01 [medline]', '1983/04/01 00:00 [entrez]']",,ppublish,Gan. 1983 Apr;74(2):188-91.,"['0 (Antibodies, Viral)', '0 (Antigens, Viral)']",,,,
6602654,NLM,MEDLINE,19830826,20071114,0008-5472 (Print) 0008-5472 (Linking),43,8,1983 Aug,Deficiency in Epstein-Barr virus receptors on B-lymphocytes of preleukemia patients.,3923-6,"Lymphocytes from eight preleukemia patients were exposed to Epstein-Barr virus (EBV) in vitro in an attempt to establish lymphoblastoid cell lines. No signs of viral infection were detected, and no cell lines were obtained. Studies using fluorescein-labeled EBV and flow cytometry revealed an unusual and consistent deficiency in EBV receptors in all patients examined. In control studies, about 15% of the unseparated lymphocytes from healthy donors bound fluorescein-labeled EBV. In spite of the lack of EBV receptors, B-lymphocytes amounted to 10 to 20% of the preleukemia lymphocyte populations, a proportion similar to that in healthy donors. When lymphocytes from preleukemic patients were first implanted with functional EBV receptors and then exposed to EBV, synthesis of EBV-determined nuclear, early, and viral capsid antigens was induced. Subsequently, several cell lines originating from preleukemic patients' lymphocytes were established. These lines are of a B-lymphocyte origin and carry EBV genome. They will provide experimental material for the molecular analysis of lymphocytic defects in preleukemia and their possible role in the transition to acute leukemia.","['Volsky, D J', 'Anderson, R W']","['Volsky DJ', 'Anderson RW']",['eng'],['1R01 CA 33386/CA/NCI NIH HHS/United States'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,IM,"['B-Lymphocytes/*analysis', 'Flow Cytometry', 'Humans', 'Leukemia/*blood/microbiology', 'Precancerous Conditions/*blood/microbiology', 'Receptors, Complement 3d', 'Receptors, Virus/*analysis']",1983/08/01 00:00,1983/08/01 00:01,['1983/08/01 00:00'],"['1983/08/01 00:00 [pubmed]', '1983/08/01 00:01 [medline]', '1983/08/01 00:00 [entrez]']",,ppublish,Cancer Res. 1983 Aug;43(8):3923-6.,"['0 (Receptors, Complement 3d)', '0 (Receptors, Virus)']",,,,
6602653,NLM,MEDLINE,19830826,20041117,0008-5472 (Print) 0008-5472 (Linking),43,8,1983 Aug,Association of the human type C retrovirus with a subset of adult T-cell cancers.,3892-9,"To determine whether the human T-cell lymphoma-leukemia virus (HTLV) is associated with particular cancers, patient sera were surveyed for HTLV-specific antibodies. An association was seen with aggressive cancers of mature T-cells, specifically Japanese adult T-cell leukemia (ATL) and T-cell lymphosarcoma cell leukemia (TLCL), a similar cancer of Caribbean blacks. Ninety to 100% of these patients possessed HTLV-specific antibody. Forty-seven and 20% of relatives of ATL and TLCL patients, respectively, and 12 and 4% of healthy donors from ATL and TLCL endemic areas were also antibody positive. Visceral organ involvement, hypercalcemia, and skin manifestation, features of ATL and TLCL, were often seen in other antibody-positive patients. Childhood cancers, most cutaneous T-cell and all non-T-cell leukemias and lymphomas, myeloid leukemias, Hodgkin's disease, and solid tumors were not associated with HTLV. Healthy United States donors and European patients with non-malignant diseases were antibody negative. HTLV is thus associated with a subtype of adult T-cell leukemia-lymphoma, clustered in viral endemic areas, with apparent racial and geographic predilection.","['Gallo, R C', 'Kalyanaraman, V S', 'Sarngadharan, M G', 'Sliski, A', 'Vonderheid, E C', 'Maeda, M', 'Nakao, Y', 'Yamada, K', 'Ito, Y', 'Gutensohn, N', 'Murphy, S', 'Bunn, P A Jr', 'Catovsky, D', 'Greaves, M F', 'Blayney, D W', 'Blattner, W', 'Jarrett, W F', 'zur Hausen, H', 'Seligmann, M', 'Brouet, J C', 'Haynes, B F', 'Jegasothy, B V', 'Jaffe, E', 'Cossman, J', 'Broder, S', 'Fisher, R I', 'Golde, D W', 'Robert-Guroff, M']","['Gallo RC', 'Kalyanaraman VS', 'Sarngadharan MG', 'Sliski A', 'Vonderheid EC', 'Maeda M', 'Nakao Y', 'Yamada K', 'Ito Y', 'Gutensohn N', 'Murphy S', 'Bunn PA Jr', 'Catovsky D', 'Greaves MF', 'Blayney DW', 'Blattner W', 'Jarrett WF', 'zur Hausen H', 'Seligmann M', 'Brouet JC', 'Haynes BF', 'Jegasothy BV', 'Jaffe E', 'Cossman J', 'Broder S', 'Fisher RI', 'Golde DW', 'Robert-Guroff M']",['eng'],,['Journal Article'],United States,Cancer Res,Cancer research,2984705R,IM,"['Adult', 'Aged', 'Antibodies, Viral/analysis', 'Female', 'Humans', 'Japan/ethnology', 'Leukemia/epidemiology', 'Lymphoma/immunology/*microbiology', 'Male', 'Middle Aged', 'Retroviridae/*analysis/immunology', '*T-Lymphocytes', 'West Indies/ethnology']",1983/08/01 00:00,2001/03/28 10:01,['1983/08/01 00:00'],"['1983/08/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1983/08/01 00:00 [entrez]']",,ppublish,Cancer Res. 1983 Aug;43(8):3892-9.,"['0 (Antibodies, Viral)']",,,,
6602652,NLM,MEDLINE,19830826,20131121,0008-5472 (Print) 0008-5472 (Linking),43,8,1983 Aug,In vitro sensitivity to steroid hormones and cytotoxic agents of normal and malignant lymphocyte colony-forming cells.,3553-8,"In vitro assays were used to assess the sensitivity of normal T-cells and malignant, chronic lymphocytic leukemia (CLL) lymphocyte colony-forming cells (CFC) to a panel of cytotoxic drugs and steroid hormones. Normal T-CFC were remarkably resistant to hydrocortisone, progesterone, estradiol, and testosterone at concentrations less than or equal to 10(-5) M. Variable inhibition was seen at concentrations of 10(-4) M, and prior exposure to phytohemagglutinin increased sensitivity only to sex steroid hormones. In contrast to T-CFC, which showed little variation in patterns of steroid hormone inhibition in vitro, CLL-CFC from individual patients displayed widely varying sensitivity to all hormones tested; 50% inhibitory dose varied by as much as 2 logs. T-CFC were fairly resistant to a 1-hr exposure to achievable concentrations of 1-beta-D-arabinofuranosyl-cytosine, 5-fluorouracil, chlorambucil, melphalan, cisplatin, methotrexate, Adriamycin, and bleomycin. Prior exposure to phytohemagglutinin resulted in increased sensitivity only to low concentrations of Adriamycin, a phenomenon that appeared related to prior or concurrent lectin exposure and not to changes in cell cycle status. CLL-CFC showed variable sensitivity to Adriamycin and cisplatin, and concurrent exposure to lectin and Adriamycin did not increase sensitivity to that drug. CLL cells displayed much greater sensitivity to a 1-hr exposure to antimetabolites and bleomycin than to continuous exposure to the same drugs. In contrast to normal T-CFC, CLL-CFC exposed to methotrexate were not ""rescued"" by subsequent culture in media and fetal bovine serum. Incubation of T-CFC or CLL-CFC with melphalan and a source of protein (fetal bovine serum or bovine serum albumin) resulted in decreased cell kill. Differences in in vitro sensitivity of normal and malignant lymphocyte CFC to steroids and cytotoxic agents can be demonstrated using these culture systems. CLL-CFC showed variable sensitivity to hydrocortisone, and much greater sensitivity to antimetabolites than normal T-CFC. Differences in conditions of drug exposure, such as concurrent exposure to lectin or inclusion of protein, may alter the in vitro sensitivity of lymphocyte CFC to some drugs.","['Taetle, R', 'To, D', 'Mendelsohn, J']","['Taetle R', 'To D', 'Mendelsohn J']",['eng'],['CA 23100/CA/NCI NIH HHS/United States'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Cancer Res,Cancer research,2984705R,IM,"['Cell Survival/drug effects', 'Cytotoxins/*pharmacology', 'Estradiol/pharmacology', 'Humans', 'Leukemia, Lymphoid/*pathology', 'Phytohemagglutinins/pharmacology', 'Progesterone/pharmacology', 'Rosette Formation', 'Steroids/*pharmacology', 'T-Lymphocytes/*drug effects', 'Testosterone/pharmacology']",1983/08/01 00:00,1983/08/01 00:01,['1983/08/01 00:00'],"['1983/08/01 00:00 [pubmed]', '1983/08/01 00:01 [medline]', '1983/08/01 00:00 [entrez]']",,ppublish,Cancer Res. 1983 Aug;43(8):3553-8.,"['0 (Cytotoxins)', '0 (Phytohemagglutinins)', '0 (Steroids)', '3XMK78S47O (Testosterone)', '4G7DS2Q64Y (Progesterone)', '4TI98Z838E (Estradiol)']",,,,
6602651,NLM,MEDLINE,19830811,20190816,0165-4608 (Print) 0165-4608 (Linking),9,3,1983 Jul,Isochromosome 17q in cell lines of two cases of B cell chronic lymphocytic leukemia.,227-32,"The cytogenetic study of lymphocytes stimulated by EB virus in two cases of B-CLL revealed an isochromosome 17q. This abnormality, well known in CML during the stage of blastic transformation, may not be specific to myeloid proliferation as it is also observed in malignant lymphomas and B- or T-CLL. The anomaly does not appear to have the same prognostic nature as in CML.","['Vahdati, M', 'Graafland, H', 'Emberger, J M']","['Vahdati M', 'Graafland H', 'Emberger JM']",['eng'],,"['Case Reports', 'Journal Article']",United States,Cancer Genet Cytogenet,Cancer genetics and cytogenetics,7909240,IM,"['Aged', '*B-Lymphocytes', '*Chromosome Aberrations', '*Chromosomes, Human, 16-18', 'Humans', 'Karyotyping', 'Leukemia, Lymphoid/*genetics', 'Lymphocytes/ultrastructure', 'Male']",1983/07/01 00:00,1983/07/01 00:01,['1983/07/01 00:00'],"['1983/07/01 00:00 [pubmed]', '1983/07/01 00:01 [medline]', '1983/07/01 00:00 [entrez]']","['0165-4608(83)90005-5 [pii]', '10.1016/0165-4608(83)90005-5 [doi]']",ppublish,Cancer Genet Cytogenet. 1983 Jul;9(3):227-32. doi: 10.1016/0165-4608(83)90005-5.,,,,,
6602649,NLM,MEDLINE,19830817,20190620,0008-543X (Print) 0008-543X (Linking),52,3,1983 Aug 1,Adult T-cell leukemia. Chromosome analysis of 15 cases.,471-8,"Chromosome studies was conducted on 15 patients with adult T-cell leukemia. Cells with chromosomal abnormality were seen in 14 of the 15 patients. The modal chromosome number was near diploid range in all the patients. The most common abnormality was 14q+ marker chromosome and partial deletion of the long arm of chromosome 6, i.e., 6q-, which were seen in eight and seven cases, respectively. Donor chromosomes involved in the 14q+ marker chromosome varies, i.e., Yq, #5p, #5q, #9q, #10q or #12q, except for two patients whose donor chromosome origins were unable to determine. The break point in 14q+ marker chromosome was band at q32. The 6q- chromosome was due to a deletion in one patient and interstitial deletion in six patients. A 14q- chromosome having break point at q24 was found in one patient and duplication of Yq chromosome in two patients. In addition, four patients showed a 5q- chromosome or a 9q- chromosome which was due to a translocation or deletion. The significance of these chromosome abnormalities was discussed.","['Miyamoto, K', 'Sato, J', 'Kitajima, K', 'Togawa, A', 'Suemaru, S', 'Sanada, H', 'Tanaka, T']","['Miyamoto K', 'Sato J', 'Kitajima K', 'Togawa A', 'Suemaru S', 'Sanada H', 'Tanaka T']",['eng'],,['Journal Article'],United States,Cancer,Cancer,0374236,IM,"['Adult', 'Aged', '*Chromosome Aberrations', 'Female', 'Humans', 'Karyotyping', 'Leukemia, Lymphoid/*genetics', 'Male', 'Middle Aged', '*T-Lymphocytes', 'Translocation, Genetic']",1983/08/01 00:00,1983/08/01 00:01,['1983/08/01 00:00'],"['1983/08/01 00:00 [pubmed]', '1983/08/01 00:01 [medline]', '1983/08/01 00:00 [entrez]']",['10.1002/1097-0142(19830801)52:3<471::aid-cncr2820520316>3.0.co;2-e [doi]'],ppublish,Cancer. 1983 Aug 1;52(3):471-8. doi: 10.1002/1097-0142(19830801)52:3<471::aid-cncr2820520316>3.0.co;2-e.,,,,,
